charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
775189,3710,403,10,1999-09-25T10:49:24,159.0,23710,
1500949,6415,410,9,1999-08-26T10:43:42,3068.0,16415,
1292540,5086,470,4,1999-08-27T10:50:46,4005.0,15086,
882069,5630,475,3,1999-07-02T10:49:56,758.0,5630,
1189818,8055,486,5,1999-07-26T10:50:33,4530.0,8055,
1039141,9864,370,9,1999-08-27T10:46:38,4587.0,19864,
1217889,9688,413,2,1999-07-20T10:44:58,106.0,9688,
1065494,4934,497,5,1999-07-16T10:48:39,4809.0,4934,
879372,8192,471,10,1999-09-26T10:49:44,491.0,28192,
1383683,7107,493,9,1999-09-04T10:50:04,2244.0,17107,
1123453,8834,225,10,1999-08-10T10:45:23,4614.0,8834,
1539263,5792,479,8,1999-07-13T10:46:38,1629.0,5792,
