qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
6585,941,1,131,44,2,1:38.558,1:37.672,1:37.433
6229,915,154,208,8,16,1:42.526,1:41.397,
2071,226,71,3,5,1,1:30.346,,
7233,973,154,210,8,14,1:21.822,1:21.517,
2583,256,63,25,4,14,,,
5683,891,819,207,20,22,2:07.384,,
4639,845,3,131,8,7,1:23.507,1:22.569,1:22.599
5200,869,819,206,25,21,1:19.220,,
5337,875,813,3,18,15,1:39.024,1:38.725,
2587,256,91,15,29,18,,,
2130,228,83,18,20,17,1:30.471,,
2,18,9,2,4,2,1:26.103,1:25.315,1:26.869
726,52,2,2,9,6,1:13.472,1:12.888,1:13.081
6952,960,822,3,77,8,1:48.655,1:47.918,1:47.612
5057,863,808,207,21,20,1:35.823,,
6432,932,826,9,26,8,1:16.415,1:15.891,1:16.079
4716,848,22,3,11,13,1:39.602,1:39.489,
4558,841,816,166,25,22,1:30.822,,
6412,931,832,5,55,8,1:17.246,1:16.762,1:16.931
7144,969,830,9,33,5,1:24.482,1:24.092,1:23.485
2135,229,71,3,5,2,1:20.866,,
3218,12,4,4,7,13,1:45.707,1:45.136,
2240,242,63,25,4,13,1:31.035,,
1786,201,74,18,23,21,1:47.265,,
2990,1,3,3,16,5,1:25.846,1:25.123,1:26.973
1883,210,56,6,6,9,1:24.862,,
2890,269,49,15,30,9,1:21.921,,
7240,974,8,6,7,1,1:13.117,1:12.231,1:12.178
6467,934,822,3,77,4,1:34.171,1:33.020,1:33.149
2304,244,85,30,17,25,1:30.149,,
4787,851,808,4,10,12,1:23.070,1:22.284,
5854,899,813,3,16,17,1:27.367,,
2883,269,71,3,0,2,1:20.766,,
2441,250,30,22,1,16,1:59.079,,
4417,107,2,17,18,17,1:12.829,,
6545,939,817,9,3,2,1:46.166,1:45.291,1:44.428
6501,936,831,15,12,18,1:24.997,,
7085,966,4,1,14,11,1:20.552,1:20.282,
257,30,7,5,14,9,1:46.777,1:46.544,1:48.951
6831,954,835,4,30,17,1:15.459,,
7383,981,840,3,18,4,1:37.653,1:37.002,1:37.032
1333,86,42,3,8,15,1:48.898,,
3445,341,811,164,21,24,1:27.122,,
5476,881,817,5,19,13,1:37.722,1:38.822,
46,20,13,6,2,2,1:31.937,1:31.188,1:33.123
7030,963,4,1,14,22,1:37.155,,
4312,101,17,19,14,12,1:14.802,,
1072,67,29,8,23,22,1:26.001,,
5969,903,828,207,9,20,2:00.646,,
989,64,21,4,2,5,1:15.916,1:14.540,1:14.894
786,54,34,8,23,22,1:40.720,,
