year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1979,NHL,HAR,3,0,3,0,8,18,22,0,0,7,0,2,10,1
1999,NHL,SJS,12,5,7,0,27,37,164,2,10,63,2,13,61,2
1922,NHL,MTL,2,1,1,0,2,3,44,,,,,,,
1994,NHL,BOS,5,1,4,0,5,14,47,2,2,20,1,5,17,0
1974,NHL,PHI,17,12,5,0,53,34,335,0,11,65,0,14,89,1
1962,NHL,MTL,5,1,4,0,6,14,48,,,,,,,
1969,NHL,MNS,6,2,4,0,16,20,82,,7,,1,10,,0
1992,NHL,BUF,8,4,4,0,31,28,116,0,10,39,2,10,36,1
1995,NHL,PHI,12,6,6,0,37,28,290,0,15,71,3,7,63,0
1959,NHL,MTL,8,8,0,0,29,11,79,,,,,,,
1979,NHL,PHI,19,13,6,0,78,53,530,4,16,76,3,23,117,5
1932,NHL,DET,4,2,2,0,8,8,41,,,,,,,
1999,NHL,BUF,5,1,4,0,8,14,70,4,3,18,1,9,28,0
1936,NHL,TOR,2,0,2,0,1,5,21,,,,,,,
1982,NHL,VAN,4,1,3,0,14,17,136,0,2,20,0,4,18,0
1948,NHL,BOS,5,1,4,0,10,16,50,,,,,,,
1988,NHL,WAS,6,2,4,0,19,25,155,0,9,43,,9,34,1
1997,NHL,STL,10,6,4,0,29,31,185,4,13,75,3,7,69,1
1975,WHA,PHR,5,2,3,0,13,17,,,,,,,,
1949,NHL,NYR,12,7,5,0,32,29,105,,,,,,,
1998,NHL,DAL,23,16,7,0,64,44,279,2,13,107,0,9,95,3
2000,NHL,CAR,6,2,4,0,8,20,115,0,3,29,1,2,24,0
1997,NHL,PHI,5,1,4,0,9,18,90,4,3,36,2,9,31,0
1928,NHL,NYA,2,0,1,1,0,1,18,,,,,,,
2010,NHL,BOS,25,16,9,0,81,53,396,4,10,88,1,15,96,4
1984,NHL,DET,3,0,3,0,8,23,101,0,2,16,0,7,16,0
1984,NHL,BUF,5,2,3,0,22,22,151,4,2,25,0,6,25,0
2008,NHL,MTL,4,0,4,0,6,17,103,2,0,8,0,4,16,0
1992,NHL,NJD,5,1,4,0,13,23,99,0,4,28,1,7,27,1
1973,NHL,CHI,11,6,5,0,30,35,196,,9,,0,9,,0
1980,NHL,PHI,12,6,6,0,48,39,415,10,11,37,0,14,61,2
1994,NHL,STL,7,3,4,0,27,27,210,2,6,45,6,11,43,1
2011,NHL,PIT,6,2,4,0,26,30,149,0,9,29,3,12,23,0
2002,NHL,STL,7,3,4,0,21,17,137,4,10,48,1,7,47,0
1982,NHL,NYR,9,5,4,0,33,37,171,2,9,47,3,10,40,1
1975,WHA,CAC,10,5,5,0,36,37,,,,,,,,
1958,NHL,MTL,11,8,3,0,39,28,133,,,,,,,
2007,NHL,PHI,17,9,8,0,52,54,232,4,15,67,2,18,75,2
1997,NHL,WAS,21,12,9,0,53,44,319,6,14,84,2,15,115,3
