id,year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l
184,1974,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",HOU,NBA,NYK,NBA,2,1
189,1974,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",SEA,NBA,DET,NBA,2,1
190,1974,Кофеиновый нейростимулятор,"""М"" в русском языке будет ""m"".",CHI,NBA,KCO,NBA,4,2
191,1974,Кофеиновый нейростимулятор,"""М"" в русском языке будет ""m"".",GSW,NBA,SEA,NBA,4,2
208,1976,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",GSW,NBA,DET,NBA,2,1
210,1976,Кофеиновый нейростимулятор,"""М"" в русском языке будет ""m"".",POR,NBA,DEN,NBA,4,2
224,1978,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",ATL,NBA,HOU,NBA,2,0
227,1978,Кофеиновый нейростимулятор,"""М"" в русском языке будет ""m"".",WSB,NBA,ATL,NBA,4,3
230,1978,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",LAL,NBA,DEN,NBA,2,1
231,1978,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",PHO,NBA,POR,NBA,2,1
235,1979,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",PHI,NBA,WSB,NBA,2,0
238,1979,Кофеиновый нейростимулятор,"""М"" в русском языке будет ""m"".",PHI,NBA,ATL,NBA,4,1
243,1979,Кофеиновый нейростимулятор,"""М"" в русском языке будет ""m"".",LAL,NBA,PHO,NBA,4,1
248,1980,Кофеиновый нейростимулятор,"""М"" в русском языке будет ""m"".",BOS,NBA,CHI,NBA,4,0
253,1980,Кофеиновый нейростимулятор,"""М"" в русском языке будет ""m"".",HOU,NBA,SAS,NBA,4,3
254,1980,Кофеиновый нейростимулятор,"""М"" в русском языке будет ""m"".",KCK,NBA,PHO,NBA,4,3
255,1981,CF,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",PHI,NBA,BOS,NBA,4,3
262,1981,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",PHO,NBA,DEN,NBA,2,1
264,1981,Кофеиновый нейростимулятор,"""М"" в русском языке будет ""m"".",LAL,NBA,PHO,NBA,4,0
268,1982,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",BOS,NBA,ATL,NBA,2,1
284,1983,F,О,BOS,NBA,LAL,NBA,4,3
286,1983,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",LAL,NBA,KCK,NBA,3,0
299,1984,F,О,LAL,NBA,BOS,NBA,4,2
311,1985,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",PHI,NBA,WSB,NBA,3,2
337,1987,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",BOS,NBA,NYK,NBA,3,1
341,1987,Кофеиновый нейростимулятор,"""М"" в русском языке будет ""m"".",DET,NBA,CHI,NBA,4,1
345,1987,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",LAL,NBA,SAS,NBA,3,0
346,1987,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",DAL,NBA,HOU,NBA,3,1
356,1988,Кофеиновый нейростимулятор,"""М"" в русском языке будет ""m"".",DET,NBA,MIL,NBA,4,0
362,1988,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",SEA,NBA,HOU,NBA,3,1
363,1988,Кофеиновый нейростимулятор,"""М"" в русском языке будет ""m"".",LAL,NBA,SEA,NBA,4,0
374,1989,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",POR,NBA,DAL,NBA,3,0
378,1989,Кофеиновый нейростимулятор,"""М"" в русском языке будет ""m"".",PHO,NBA,LAL,NBA,4,1
387,1990,F,О,CHI,NBA,LAL,NBA,4,1
403,1991,CF,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",POR,NBA,UTA,NBA,4,2
406,1991,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",SEA,NBA,GSW,NBA,3,1
413,1992,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",NYK,NBA,IND,NBA,3,1
414,1992,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",CLE,NBA,NJN,NBA,3,2
417,1992,F,О,CHI,NBA,PHO,NBA,4,2
419,1992,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",SAS,NBA,POR,NBA,3,1
428,1993,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",NYK,NBA,NJN,NBA,3,1
432,1993,F,О,HOU,NBA,NYK,NBA,4,3
440,1994,CF,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",ORL,NBA,IND,NBA,4,3
445,1994,Кофеиновый нейростимулятор,"""М"" в русском языке будет ""m"".",ORL,NBA,CHI,NBA,4,2
451,1994,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",LAL,NBA,SEA,NBA,3,1
463,1995,CF,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",SEA,NBA,UTA,NBA,4,3
466,1995,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",SEA,NBA,SAC,NBA,3,1
467,1995,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",UTA,NBA,POR,NBA,3,2
468,1995,Кофеиновый нейростимулятор,"""М"" в русском языке будет ""m"".",SEA,NBA,HOU,NBA,4,0
470,1996,CF,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",CHI,NBA,MIA,NBA,4,1
473,1996,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",ATL,NBA,DET,NBA,3,2
477,1996,F,О,CHI,NBA,UTA,NBA,4,2
493,1997,CF,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",UTA,NBA,LAL,NBA,4,0
508,1998,CF,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",SAS,NBA,POR,NBA,4,0
513,1998,Кофеиновый нейростимулятор,"""М"" в русском языке будет ""m"".",SAS,NBA,LAL,NBA,4,0
548,2001,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",DET,NBA,TOR,NBA,3,2
557,2001,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",SAS,NBA,SEA,NBA,3,2
558,2001,Кофеиновый нейростимулятор,"""М"" в русском языке будет ""m"".",LAL,NBA,SAS,NBA,4,1
563,2002,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",PHI,NBA,NOH,NBA,4,2
568,2002,CF,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",SAS,NBA,DAL,NBA,4,2
576,2003,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",IND,NBA,BOS,NBA,4,0
577,2003,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",NJN,NBA,NYK,NBA,4,0
585,2003,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",LAL,NBA,HOU,NBA,4,1
590,2004,CF,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",DET,NBA,MIA,NBA,4,3
594,2004,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",IND,NBA,BOS,NBA,4,3
596,2004,Кофеиновый нейростимулятор,"""М"" в русском языке будет ""m"".",DET,NBA,IND,NBA,4,2
598,2004,CF,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",SAS,NBA,PHO,NBA,4,1
606,2005,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",DET,NBA,MIL,NBA,4,1
617,2005,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",PHO,NBA,LAL,NBA,4,3
619,2005,Кофеиновый нейростимулятор,"""М"" в русском языке будет ""m"".",PHO,NBA,LAC,NBA,4,3
639,2007,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",BOS,NBA,ATL,NBA,4,3
666,2009,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",ORL,NBA,CHA,NBA,4,0
677,2009,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",UTA,NBA,DEN,NBA,4,2
687,2010,F,О,DAL,NBA,MIA,NBA,4,2
689,2010,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",OKC,NBA,DEN,NBA,4,1
696,2011,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",IND,NBA,ORL,NBA,4,1
697,2011,КоА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",MIA,NBA,NYK,NBA,4,1
710,1980,F,О,BOS,NBA,HOU,NBA,4,2
726,1968,F sf,Б,OAK,ABA,DNR,ABA,4,3
734,1970,F,"Доброго дня! Я - професійний перекладач. Я зможу допомогти вам перекласти текст з англійської на російську мову. Будь ласка, надішліть мені текст, який потрібно перекласти.",UTS,ABA,KEN,ABA,4,3
739,1970,F sf,Б,INA,ABA,MMP,ABA,4,0
740,1970,F sf,Б,UTS,ABA,TEX,ABA,4,0
747,1971,F sf,Б,INA,ABA,DNR,ABA,4,3
748,1971,F sf,Б,UTS,ABA,DLC,ABA,4,0
751,1972,"Текущая дата и время: 24 апреля 2024 года, среда, 12:37 (по местному времени).",С,INA,ABA,UTS,ABA,4,2
760,1973,F sf,Б,NYA,ABA,VIR,ABA,4,1
