name,river,lake,sea,length,sourcelongitude,sourcelatitude,mountains,sourcealtitude,estuarylongitude,estuarylatitude
Синий Нил,Нил,,,1783.0,37.3,12.0,Эфиопские высоты,1830.0,32.5,15.6
Пру́т,Дунай,,,953.0,24.55,48.16,Карпаты,,28.21,45.47
Миссури,Миссисипи,Озеро Форт-Пек,,4130.0,-111.5,45.9,,1232.0,-90.12,38.81
Кура,,Каспийское море,,1364.0,42.76,40.7,Курдистан,2650.0,49.43,39.28
Здравствуйте,,,Андаманское море,2980.0,91.9,32.5,,5450.0,97.5,17.0
Нарв,,,Балтийское море,78.0,27.49,58.68,,30.0,28.04,59.46
Уэлль,Убанги,,,1130.0,30.5,2.0,Восточноафриканская рифтовая область,,22.5,4.0
Морава,Дунай,,,185.0,21.4,43.7,,,21.1,44.6
Сион,Рона,,,480.0,6.2,48.1,Вогезы,451.0,4.8,45.7
Олт,Дунай,,,615.0,25.8,46.65,Карпаты,1280.0,24.8,43.7
Аму́р,,,Оखотское море,2824.0,121.48,53.33,,305.0,140.73,53.1
Шатт-эль-Араб,,,Персидский залив,193.0,47.44,31.0,,20.0,48.6,29.9
Семлик,,Озеро Сезо-Секо/Альберт-зее,,230.0,29.6,-0.35,Восточноафриканская рифтовая область,920.0,30.9,1.7
Лиммат,Аре,,,36.3,8.64,47.23,,406.0,8.23631,47.5018
Ока,Волга,,,1480.0,36.1,52.5,,,44.0,56.3
Луаула,,Озеро Мверу,,300.0,29.7,-11.2,Восточноафриканская рифтовая область,1140.0,28.7,-9.0
Бани,Нигер,,,430.0,-6.56,12.6,,285.0,-4.2,14.52
Луара,,,Атлантический океан,1013.0,4.22,44.84,Цевенны,1408.0,-2.18,47.27
Санага,,Ситэ-Бамакау,Атлантический океан,918.0,,,,,9.65,3.55
Одер,,,Балтийское море,866.0,17.52,49.61,Содружество гор Слодь,634.0,14.59,53.6
Мурад,,Озеро Кебан,,720.0,44.1,39.55,Курдистан,1950.0,38.75,38.8
Фими,Ква,,,200.0,18.2,-2.7,,,16.9,3.0
Рюсс,Аре,Верастаттерсее,,164.0,8.54,46.56,Альпы,2431.0,8.2371,47.4921
Худсонская река,,,Атлантический океан,493.0,-73.95,44.1,Адирондакские горы,1309.0,-74.0,40.7
Река Святого Лаврентия,,,Атлантический океан,1197.0,-76.55,44.2,,75.0,-64.8,49.6
