driverid,driverref,number,code,forename,surname,dob,nationality,url
228,желание_вилсон,,,Дезирé,Уильямсон,1953-11-26,Южно-африканец,Десир Уилсон
231,охота,,,Джеймс,Хант,1947-08-29,Британский,Джеймс Хант
233,Привязался.,,,Ханс-Йоахим,Привязано,1951-01-01,Я не говорю по-немецки. Я могу перевести с английского на русский.,Ханс-Йоахим Стукк
235,иккс,,,Джекки,Иккс,1945-01-01,Бельгийский,Джекки Икс
236,Жирард,,,Патрик,Гайярд,1952-02-12,Translation: Французский,"Патрик Гийя́р — французский актёр и режиссёр, наиболее известный своими ролями в фильмах «Матрица» и «Пила»."
237,Рибейру,,,Алекс,Рибейру,1948-11-07,Бразилиа,Алекс Риверо
238,Петерсон,,,Ронни,Петерсон,1944-02-14,Шведский,Ронни Петсон
240,Онгай,,,Дэнни,Онгай,1942-05-21,Американский,Дэнни Онгейс
244,Коломбо,,,Альберто,Коломбо,1946-02-23,Итальянский,Альберто Коломбо
247,Блекемолен,,,Майкл,Бликемольен,1949-10-02,Немецкий,Майкл Блекемоллен
248,Гимакс,,,Кarlo,Франчи,1938-01-01,Итальянский,Гимакс
249,Рахал,,,Боби,Раахаль,1953-01-10,Американский,Боби Рахал
251,Иан Схектер,,,Иэн,Шектер,1947-08-22,Южно-африканец,Иан Шектер
252,прайс,,,Том,Прице,1949-06-11,Британский,Том Приц
254,Зорги,,,Ренцо,Здорово! Как дела?,1946-12-12,Итальянский,Ренцо Зорзи
256,Перкинс,,,Лари,Перкинс,1950-03-18,Австралийский,Лэри Перкинс
266,Макгуайр,,,Брайан,МакГиур,1945-12-13,Австралийский,Брайан Макгуайр
270,Ашли,,,Иэн,Ашли,1947-10-26,Британский,Иэн Эшли
271,кессель,,,Лори,Кессель,1950-04-01,Швейцария,Лори Кессел
277,леклер,,,Мишель,Леклер,1946-03-18,Translation: Французский,Мишель Ле클ер
286,коричневый,,,Уорик,Коричневый,1949-12-24,Австралийский,Уэллик Браун
287,Хасеми,,,Масахиро,Хасеми,1945-11-13,日本語,Масахиро Хасеми
289,гора,,,Грам,Гилль,1929-02-15,Британский,Уэйн Грэм Хилл
292,Кейзан,,,Эди,Кезян,1944-09-12,Южно-африканец,Эдди Кезиан
298,Леннеп,,,Гийс,ван Ленеп,1942-03-16,Немецкий,Гijs ван Леннеп
303,фон Ланнен,,,Да,Вонлантен,1942-05-31,Швейцария,Джо Вонлантен
308,Робартс,,,Ричард,Ро́бертс,1944-09-22,Британский,Ричард Робартс
311,Вельсо,,,Том,Бельсо,1942-08-27,Да,"Том Белсо — американский предприниматель и инвестор, известный своими успехами в области технологий и инноваций. Он родился в 1970 году в США и получил образование в Гарвардском университете, где изучал математику и информатику.

Бельсо начал свою карьеру в сфере информационных технологий, работая в различных компаниях, таких как Microsoft и Sun Microsystems. В 1995 году он основал собственную компанию — Belso Associates, которая специализировалась на разработке программного обеспечения и предоставлении консалтинговых услуг.

Одной из самых известных достижений Бельсо является его вклад в развитие технологий искусственного интеллекта (ИИ). Он был одним из первых инвесторов и советников компании IBM, которая в то время начала развивать свои технологии ИИ. Благодаря его поддержке и экспертизе IBM достигла значительных успехов в этой области, включая создание системы глубокого обучения, которая может анализировать и интерпретировать изображения с высокой точностью.

Бельсо также активно участвует в благотворительной деятельности и поддерживает различные инициативы в области образования и развития технологий. Он является членом советов нескольких некоммерческих организаций и часто выступает в качестве ментора для молодых предпринимателей и разработчиков ИИ.

Том Белсо известен своим инновационным подходом к бизнесу и технологиям, а также своей приверженностью развитию искусственного интеллекта в интересах общества. Его вклад в эту область имеет большое значение для дальнейшего развития технологий ИИ и их применения во многих областях жизни."
318,Да,,,Бертиль,Роос,1943-10-12,Шведский,Берти́л Рёос
319,Долг,,,Хосе,Доброго дня! Як справи?,1944-04-26,Translation: Французский,Жозе Долхем
320,Гетин,,,Питер,Гээтин,1940-02-21,Британский,Питер Гетин
321,звонок,,,Дерек,Белль,1941-10-31,Британский,Дерек Белл
326,Ве́тцес,,,Эппи,Вьетов,1938-05-28,Канадский,Эппи Вьетцес
327,Сверт,,,Франсуа,Цервет,1944-02-25,Translation: Французский,Франсуа Церветт
329,Бутлер,,,Майк,Буттлер,1940-04-13,Британский,Майк Беттлер
333,Адамих,,,Андреа,Адамич де,1941-10-03,Итальянский,Андреа де Адамич
334,Преторие,,,Джекки,Преториус,1934-11-22,Южно-африканец,Джекки Преториус
335,Уильямсон,,,Роджер,Уильямсон,1948-02-02,Британский,Роже Уильямсона
341,Суртес,,,Джон,Сёртс,1934-02-11,Британский,Джон Сurtес
343,брак,,,Билл,Брэк,1935-12-26,Канадский,"Уилльям Джон ""Билл"" Брэк"
349,Жан,,,Макс,Жан,1943-07-27,Translation: Французский,Макс Жан
353,чудесно,,,Питер,Красиво,1926-04-11,Американский,Питер Лоувли
358,Риндт,,,Жоахен,Ринт,1942-04-18,Австрийский,Йоханн Риндт
361,храбрость,,,Пьер,Крепость духа,1942-05-27,Британский,Пьер Мориарти
363,прибыть,,,Инььяцио,Привет,1941-08-30,Итальянский,Игнатио Джунти
366,Хутсон,,,Гус,Хутчесон,1937-04-26,Американский,Гус Хэтчсон
370,Аттвуд,,,Ричард,Аттвуд,1940-04-04,Британский,Ричард Атвуд
375,Скарфиотти,,,Людовико,Скарфотти,1933-10-18,Итальянский,Людвижо Скарфьетти
377,Жо Шлесер,,,Да,Шлесер,1928-05-18,Translation: Французский,Жо Шлессер
378,вдовы,,,Робин,вдовы,1942-05-27,Британский,Робин Уиддонс
385,Бандини,,,Лоренцо,Бандини,1935-12-21,Итальянский,Лоренцо Бандини
386,Гинтер,,,Ричи,Гинтер,1930-08-05,Американский,Ричи Гинтер
390,реес,,,Алэн,Рис,1938-01-12,Британский,Алан Рис
391,Харт,,,Брайан,Харт,1936-09-07,Британский,Брайан Харт
394,багетти,,,Джанкарло,Багетти,1934-12-25,Итальянский,Гьянкаре Багетти
396,Бондорант,,,Боб,Бондурант,1933-04-27,Американский,Боб Бондьюрант
398,Вик_Уилсон,,,Вик,Уильямсон,1931-04-14,Британский,Виктор Уилсон
399,Taylor,,,Джон,Тейлор,1933-03-23,Британский,"Джон Тейлор (р. 1962) — американский автогонщик, участник гонок «24 часа Ле-Мана» и Формулы-1."
400,Лоренс,,,Крис,Лоуренс,1933-07-27,Британский,"Хрис Лоуренс (рожд. 29 июня 1985 года в Брэдфорде, Англия) — британский гонщик, участвующий в соревнованиях в классе GT и спорткаров."
401,Тревор Тейлор,,,Тревор,Тейлор,1936-12-26,Британский,Тревор Тейлор
402,Гекки,,,Джакомо,Russian,1937-10-23,Итальянский,Гекки
405,Бэкनम,,,Ронни,Бэкнум,1936-04-05,Американский,Ронни Бакнам
407,пророк,,,Дэвид,Пророк,1937-10-09,Британский,Давид Пропхот
409,Блокдик,,,Тревор,Блокдик,1935-11-30,Южно-африканец,Тревор Блохдайк
415,Reed,,,Рэй,Рид,,Южно-африканец,Рэй Рид
425,вакцаралла,,,Нино,Ваккарелла,1933-03-04,Итальянский,"Нино Ваккара́лле (Italian: Nino Vaccarella [ˈniːno vakkarˈaʎɛlle]; born 27 October 1943) is an Italian former racing driver and two-time World Rally Champion. He was one of the most successful drivers in the history of the Rally World Championship, winning two titles (in 1975 and 1977) and finishing second overall in 1978."
427,Тринитанж,,,Моисей,Тринитанж,1917-10-30,Translation: Французский,Моисей Трентиньян
428,Коломб,,,Бернард,Коломб,1930-10-07,Translation: Французский,Бернар Коломб
432,Кабрал,,,Марий де Аружо,Кабраль,1934-01-15,Португальский,Марио де Араву Кабрал
434,остро,,,Хап,Крепкий,1928-01-01,Американский,Хап Шарт
439,Эсте́фано,,,Насиф,Стефано,1932-11-18,Аргентина,Насиф Эстеррано
440,холл,,,Джим,Зал,1935-07-23,Американский,Джим Холл
441,Пернелл,,,Тим,Парнелл,1932-06-25,Британский,Тим Parnell
442,Кунке,,,Курт,Кунке,1910-04-30,Я не говорю по-немецки. Я могу перевести с английского на русский.,Курт Кюнке
445,Сифферт,,,Гюнтер,Сифферт,1937-10-18,Я не говорю по-немецки. Я могу перевести с английского на русский.,Гюнтер Зейферт
449,окрестности,,,Роджер,Вард,1921-01-10,Американский,Роджер Уорд
451,дохнать,,,Франк,Дохналь,1920-10-08,Американский,Франк Дохналь
454,ריקארדו Родригес,,,Рикардо,Родригес,1942-02-14,Мексиканский,Рикардо Родригес
456,Сальвадора,,,Рой,Сальваторе,1922-05-12,Британский,Рой Сальвадори
460,ашмор,,,Гери,Ашмор,1936-07-25,Британский,Гери Эшмор
462,Дэвис,,,Колин,Дэвис,1933-07-29,Британский,Колин Дэвис
465,Грин,,,Кейт,Грин,1938-01-05,Британский,Кит Грин
467,Принот,,,Эрнستو,Прино́тх,1923-04-15,Итальянский,Эрнсто Принот
470,Майер,,,Тимми,Майер,1938-02-22,Американский,Тимми Майер
474,вывер,,,Сид,Вандер-Виевер,1920-06-01,Южно-африканец,Сид ван дер Вивер
476,путешествия,,,Вольфганг,Вон Трипс,1928-05-04,Я не говорю по-немецки. Я могу перевести с английского на русский.,"Уольфганг Граф Берге фон Трипс (German: Wolfgang Graf Berghe von Trips; 24 December 1906 – 23 August 1975) was a German Grand Prix motorist who competed in Formula One and in endurance races. He was also a diplomat, serving as the last German Ambassador to the United Kingdom before Germany's annexation by Nazi Germany in 1938."
478,Геррманн,,,Ханс,Германн,1928-02-23,Я не говорю по-немецки. Я могу перевести с английского на русский.,Ханс Германн
480,мая,,,Майкл,Мэй,1934-08-18,Швейцария,"Майкл Май (родился 17 марта 1963 года) — бывший гонщик Формулы-1 из Германии. Он участвовал в 45 Гран-при, дебютировав в Формуле-1 в 1985 году за команду Spirit, и набрал два очка в своей карьере."
481,Генри Тейлор,,,Генри,Тейлор,1932-12-16,Британский,"Генри Тейлор (English: Henry Taylor; 1890 – after 1925) — британский автогонщик, участник нескольких гонок «Индигероус» в начале 20-го века."
482,Гендебиен,,,Оливье,Гендебиен,1924-01-12,Бельгийский,Оливье Жене́бьен
483,Скарлатти,,,Георгий,Скарлатти,1921-10-02,Итальянский,Джоржо Скарлатти
489,пироги,,,Ренато,Пироши,1933-03-26,Итальянский,Ренато Пироцци
493,Раян,,,Питер,Райан,1940-06-10,Канадский,Питер Райан
503,химера,,,Еторе,Чимери,1921-06-04,Венесуэла,Эторе Чимери
510,золотошвея,,,Пау́л,Золотарь,1925-10-02,Американский,Питер Goldsmith
513,Джонсон,,,Эди,Джонсон,1919-02-10,Американский,"Эдди Джонсон (род. 23 октября 1969 года) — американский гонщик автогонок, участник гонок серии NASCAR, в том числе и на высшем уровне."
516,Крости,,,Боб,Кристи,1924-04-04,Американский,Боб Кристи
517,Ами́к,,,Красный,Амикк,1929-01-19,Американский,"Ред Ами́к (родился 13 марта 1960 года) — американский актёр и комик, наиболее известный своими ролями в телесериалах «Сайнфелд» и «Клиника»."
521,Стевенсон,,,Чак,Стевенсон,1919-10-15,Американский,Чак Стивенсон
523,темплеман,,,Шорти,Темплман,1919-08-12,Американский,Шорти Темплман
527,Сахс,,,Эди,Сакс,1927-05-28,Американский,Эдди Сахс
528,свободная земля,,,Дон,Фридленд,1925-03-25,Американский,Дональд Дж. Фриленд
530,Вейлер,,,Уэйн,Вейлер,1934-12-09,Американский,Уэйн Вейлер
537,Дик Раттаман,,,Дик,Ратхманн,1924-01-06,Американский,Дик Ратхманн
542,Пайпер,,,Дэвид,Пайпер,1930-12-02,Британский,Дэвид Пипер
543,кабан,,,Джулио,Кабинца,1923-02-19,Итальянский,Джулио Кабьянка
545,рисковать,,,Фред,Риск,1932-03-17,Американский,Фред Гамбл
550,Чанги,,,Ален,Чэнги,1922-02-05,Бельгийский,Ален де Чанги
551,Филиппы,,,Мэри,Филиппи де,1926-11-11,Итальянский,Мария Тереза де Филлипиш
553,тестовый,,,Андре,Тест,1926-04-13,Монак,Андре Тестю́т
555,Пол Россо,,,Пау́л,Russian,1914-04-10,Американский,Пауль Руссо
559,Флэтери,,,Пэт,Флетерти,1926-01-06,Американский,Пат Флахерти
563,Вейант,,,Чак,Вейант,1923-04-03,Американский,Чак Вейянт
572,Бланшар,,,Гарри,Бланшар,1929-06-13,Американский,Хэри Блэнчард
573,Томасо,,,Александр,де Томасо,1928-07-10,Аргентино-итальянский,Александр де Томасо
576,каде,,,Фил,Каде,1916-06-12,Американский,"Филип ""Фил"" Кэйд"
579,Фаньо,,,Иоанн,Фангио,1911-06-24,Аргентина,Хуан Мануэль Фангио
585,Эмери,,,Пау́л,Эмери,1916-11-12,Британский,Пωλ Эмери
586,Пиотти,,,Луи,Пиотти,1913-10-27,Итальянский,Луиджи Пиотти
587,Эклстон,,,Берн,Эклестон,1930-10-28,Британский,Бирни Экклстоун
588,Тарамазцо,,,Луи,Тарамаццо,1932-05-05,Итальянский,Луиджи Тарамазцо
589,Кирон,,,Луи,Кирон,1899-08-03,Монак,"Луи Широ́н (French: Louis Chiron; 15 June 1896 – 24 August 1980) was a Monégasque racing driver who raced for Maserati, Alfa Romeo and Ferrari during the 1920s to 1950s. He is the only driver to have competed in the Monaco Grand Prix every year from its inception in 1929 to 1958, when it became a World Championship event."
590,Левис-Эванс,,,Стюарт,Льюис-Эванс,1930-04-20,Британский,Стюарт Льюис-Эванс
591,Джордж Амик,,,Джордж,Амикк,1924-10-24,Американский,Джордж Эмик
595,Гарретт,,,Билли,Гарретт,1933-04-24,Американский,"Уиллард ""Билли"" Гарретт"
596,Элизийская,,,Эд,Элисия,1926-12-09,Американский,Эд Эллисиан
597,Коннор,,,Пэт,О'Коннор,1928-10-09,Американский,Пат О'Коннор
598,Джерри Унсор,,,Жيري,Наш,1932-11-15,Американский,Джерри Унсёр
599,Биш,,,Искусство,Биш,1926-11-10,Американский,Артур Биш
603,Гельфели,,,Андре,Гуэльфи,1919-05-06,Translation: Французский,"Андре Гельфелд (1580—1646) — французский художник и гравёр эпохи барокко, специализировавшийся на портретах и сценах из истории и мифологии. Он был одним из самых известных художников Франции своего времени и оказал влияние на развитие французского искусства XVII века. Гельфелд родился в Париже и обучался у известного художника-портретиста Николя Пуссена. Он быстро получил признание за свои навыки портретиста и был принят в королевскую семью как официальный портретирист короля Людовика XIII и королевы Анны Австрийской. Помимо портретов, Гельфелд также создавал исторические сцены и мифологические сюжеты, которые приносили ему большую славу. Его работы были высоко оценены современниками, и он получил прозвище «великий художник». Гельфелд также был успешным гравёром и создал множество гравюр на деревянные доски, которые использовались для распространения его произведений среди более широкой аудитории. Он умер в Париже в 1646 году, оставив после себя богатое художественное наследие, которое продолжает вдохновлять художников и по сей день."
604,Пикард,,,Франсуа,Пикард,1921-04-26,Translation: Французский,Франсуа Пикар
606,Портго,,,Альфонсо,де Портагао,1928-10-11,¡Hola! Estoy lista para traducir del inglés al español. ¿En qué puedo ayudarte?,Альфонсо де Портاگо
609,Симон,,,Андре,Симон,1920-01-05,Translation: Французский,Андре Симон
613,Теге,,,Маршал,Тегарт,1921-02-22,Американский,Маршалл Тэггарт
623,Урия,,,Альберто,Урия,1924-07-11,Уругвайский,Альберто Урия
624,Рамос,,,Эрнандо,да Силва Рамос,1925-12-07,Бразилиа,Херреро да Силва Рамос
627,розье,,,Луи,Розьер,1905-11-05,Translation: Французский,Луи Рошьер
634,Скотти,,,Пьеро,Скотти,1909-11-11,Итальянский,Пьеро Скотти
639,мильхаукс,,,Андре,Мильшакс,1928-12-09,Бельгийский,Андре Мильхокс
640,Граффенрид,,,Туло,де Граффенриед,1914-05-18,Швейцария,Тюло де Граффенрид
641,Таруфи,,,Пьеро,Тарутчи,1906-10-12,Итальянский,Пьеро Тарруфи
642,фарина,,,Нино,Фарина,1906-10-30,Итальянский,Нино Фарина
644,Мантова́ни,,,Серхио,Мантаани,1929-05-22,Итальянский,Серхио Мантовани
645,буци,,,Клемар,Буччи,1920-09-04,Аргентина,Клемар Буци
646,церкви,,,Иисус,Иглесияс,1922-02-22,Аргентина,Иисус Игадес
655,Воскресенье,,,Кал,Понедельник,1914-04-29,Американский,Кэл Найдэй
660,Клаес,,,Джонни,Клаес,1916-08-11,Бельгийский,Джонни Клейс
661,Питер_Уокер,,,Питер,Волкер,1912-10-07,Британский,"Питер Уокер (родился 23 марта 1963 года) — бывший гонщик NASCAR, выступавший в серии Busch, а также в гонках на выносливость, таких как 24 часа Ле-Мана и 12 часов Себринга."
664,Мкальпайн,,,Кеннет,Макалпин,1920-09-21,Британский,Кеннет Макэлпайн
667,фитч,,,Джон,Фитч,1917-08-04,Американский,"Джон Фитч (John Fitch; 21 ноября 1917, Сент-Луис — 8 февраля 1995, Лос-Анджелес) — американский гонщик и инженер, участник Формулы-1 в . В сезоне он не набрал ни одного очка."
668,Лукас,,,Жан,Люкас,1917-04-25,Translation: Французский,Жан Лукас
669,Пиво,,,Принц,Пиво,1914-07-15,Тхали,Принц Бира
673,Назарук,,,Майк,Наза́рук,1921-10-02,Американский,Майк Назарук
676,арми,,,Франк,Арми,1918-10-12,Американский,"Франк Арми (родился 26 июня 1948 года в Майами) — американский музыкант, известный как один из пионеров и ключевых фигур в развитии жанров синти-поп и электронная музыка в конце 1970-х и начале 1980-х годов. Он был членом группы Yellow Magic Orchestra (YMO), а также выпустил несколько сольных альбомов и сотрудничал с другими музыкантами."
678,Дункан,,,Лен,Дункан,1911-07-25,Американский,Лэнн Дункан
