circuitid,circuitref,name,location,country,lat,lng,alt,url
36,Якарепага,Автоодом на международном уровне Нельсона Пике,Рио-де-Жанейро,Бразилия,-22.9756,-43.395,,Автоудобная дорога имени Нельсона Пике
37,Детройт,Детройтский уличный круговой маршрут,Детройт,США,42.3298,-83.0401,,detройтский уличный круг
38,бренды_хатч,Брендс-Хэтч,Кент,Великобритания,51.3569,0.263056,,Бренды Хэтч
39,Зандворт,Парк цирка Зандворт,Зандворт,Нидерланды,52.3888,4.54092,,"Википедия - Circuit Zandvoort


Кирпичный автодром Зандворт (Dutch: Circuit Park Zandvoort) — автодром в Нидерландах, расположенный в деревне Зандворт, провинция Северная Голландия. Автодром известен своими быстрыми поворотами и высокой скоростью трассы, что делает его одним из самых быстрых трейсов в мире автоспорта.

История
Автодром был построен в 1950-х годах и с тех пор стал местом проведения многих престижных гоночных событий, включая Гран-при Нидерландов Формулы-1 с 1950 по 1973 год (за исключением 1963 года) и с 1984 по 1989 год. Автодром также используется для проведения других гоночных серий, таких как гонки на выносливость GT, гонки туринговых автомобилей и мотогонок.

Трасса
Трасса автодрома Зандворт имеет длину 4,260 км (2,642 мили) и состоит из 13 поворотов по направлению против часовой стрелки. Трасса известна своими быстрыми прямыми и крутыми поворотами, что делает ее одной из самых быстрых трасс в мире автоспорта.

Гран-при Нидерландов
С 1950 по 1973 год и снова с 1984 по 1989 год автодром Зандворт был местом проведения Гран-при Нидерландов Формулы-1. За это время на трассе были проведены 21 гран-при, включая 11 победных гонок Хуана Мануэля Фанхио, который выиграл пять из них.

В настоящее время
Сегодня автодром Зандворт по-прежнему используется для проведения гоночных событий и является популярным местом для проведения гоночных мероприятий. Он также используется в качестве трассы для тестирования автомобилей и как место для обучения водителей."
40,зола,Золдер,Хеусден-Золдер,Бельгия,50.9894,5.25694,,Золдер
41,Дижон,Дижон-Преной,Дижон,Франция,47.3625,4.89913,,Дижон-Преной
42,Даллас,Фейр-Парк,Даллас,США,32.7774,-96.7587,,Фэр-Парк
43,Длинный пляж,Долгий-Бич,Калифорния,США,33.7651,-118.189,,"Википедия: Лонг-Бич, Калифорния"
44,Лас-Вегас,Гараж Геври Каллога,Невада,США,36.1162,-115.174,,Википедия - свободная энциклопедия
45,Ярама,Жарама,Мадрид,Испания,40.6171,-3.58558,,Круговорот Ярма
46,Ваткинс-Глен,Ваткинс-Глен,Нью-Йоркский штат,США,42.3369,-76.9272,,Уитфилдский автодром
47,Аندرсторп,Шторкранберг,Андерсторп,Швеция,57.2653,13.6042,,Скандинавская гоночная трасса
48,Моспорт,Моспорт Интернациональная гоночная трасса,Онтарио,Канада,44.0481,-78.6756,,Моспорт
49,Монжуик,Монжуик,Барселона,Испания,41.3664,2.15167,,Шоссейный круг Монтжуик
50,Нивелль,Нивель-Больвур,Брюссель,Бельгия,50.6211,4.32694,,"Нивель-Бауло́рс — район в Бельгии, находящийся на юге страны и граничащий с Францией. Его название происходит от двух основных городов в районе — Nivelles и Bauloors. Район имеет площадь 185,96 км² и население 306 744 человека (2018 год)."
51,шутка,Шарада-циркут,Клермон-Ферран,Франция,45.7472,3.03889,,Циркада
52,Тремблант,Циркуит Мон-Тремблант,Квебек,Канада,46.1877,-74.6099,,Кирпичный дом на сайте Circuit Mont-Tremblant
53,Эстарсы,Руан-Лесезар,Руан,Франция,49.3306,1.00458,,Руан-Лез-Эссар
54,леманы,Леман,Леман,Франция,47.95,0.224231,,"Circuit де Ла Сартр

Circuit de La Sarthe (также известен как Bugatti Circuit[1]) — автодром в Ла-Сартье, во французской области Луара, который используется для гонок и тест-драйвов."
55,Реймс,Реймс-Гю,Реймс,Франция,49.2542,3.93083,,"Реймс-Гук – это район в городе Реймс во Франции. Он расположен к востоку от центра города, вдоль реки Марна, и известен своим историческим замком и кафедральным собором.

История района Реймс-Гуй тесно связана с историей города Реймс в целом. Реймский собор, расположенный в этом районе, является одним из самых известных готических соборов во Франции и был местом коронования многих французских королей. Замок Реймса, также расположенный в Реймс-Гуй, был построен в XII веке и служил резиденцией для правителей страны.

Реймский собор известен своим впечатляющим архитектурой и внутренним убранством. Он имеет длину 129 метров и ширину 48 метров, с высоким сводчатым потолком и огромными витражами. Внутри собора находятся многочисленные реликвии, включая корону Франции и реликвии, связанные с жизнью Иисуса Христа.

Замок Реймса, расположенный рядом с собором, был построен в XII веке как крепость для защиты города. В последующие века он использовался как королевская резиденция, а затем как тюрьма. Сегодня замок Реймса открыт для публики и является популярной туристической достопримечательностью.

Реймс-Гуй также известен своими виноградниками и винодельнями. Регион является частью винодельческого региона Шампань, и здесь производятся некоторые из самых известных игристых вин в мире. Виноградники и винодельни района Реймса-Гуй предлагают экскурсии и дегустации для посетителей."
56,Джордж,Принс-Джордж-Циркуит,Восточная провинция Каприи,Южная Африка,-33.0486,27.8736,,Принц-Джордж-Циркут
57,Целтвейг,Целтвейг,Стирия,Австрия,47.2039,14.7478,,Зельтовегская воздушная база
58,Аинтрие,Айнтрейн,Ливерпуль,Великобритания,53.4769,-2.94056,,Аин트리 Мотор Ринге́т
59,Боа-Виста,Циркуито да Порту,Опорто,Португалия,41.1705,-8.67325,,Циркито да Боснии
60,Риверсайд,"Международная автодром ""Риверсайд""",Калифорния,США,33.937,-117.273,,Риверсайд Интернешнл Рейсвей
61,авус,Авус,Берлин,Германия,52.4806,13.2514,,"Авус - это автострада в Берлине, Германия. Она проходит через несколько районов Берлина и соединяет центр города с его северным и западным пригородами. Авус является важной транспортной артерией в Берлине и имеет общую длину около 21 километра.

Название ""Авус"" происходит от латинского слова ""Abus"", что означает ""безопасный путь"". Авус была построена в конце 19-го века и открыта для движения в 1873 году, что сделало ее одной из первых автострад в Германии.

Автострада проходит через несколько известных достопримечательностей Берлина, включая Бранденбургские ворота, Рейхстаг и Берлинский кафедральный собор. На Авусе также расположены несколько крупных парков и зеленых пространств, таких как Тиргартен и Großer Tiergarten.

Авус является многополосной автомагистралью с разделительной полосой, что позволяет обеспечивать безопасное и эффективное движение транспортных средств. На автостради есть несколько выходов и въездов, которые позволяют водителям легко добраться до других дорог и районов Берлина.

В целом, Авус является важной транспортной инфраструктурой в Берлине, которая соединяет различные районы города и обеспечивает удобное сообщение между ними. Она также является популярной достопримечательностью для туристов, которые могут наблюдать за городскими пейзажами с этой автострады."
62,Монсанто,Круг Монсанто Парка,Лиссабон,Португалия,38.7197,-9.20306,,Монсантопаркский маршрут
63,Себринг,Северинг Интернациональн Рейсвей,Флорида,США,27.4547,-81.3483,,Шоссейная гонка Себринга
64,аин-диаб,Эйн-Диб,Кассабланка,Марокко,33.5786,-7.6875,,"Айн-Диябский электрический circuit — это интегральная схема, разработанная IBM в 1958 году и используемая в некоторых их компьютерах, включая IBM 704, IBM 709, IBM 7010 и IBM 7015. Он был разработан как более эффективная альтернатива ранее использованному микросхеме Williams Tubeprocessor."
65,Пескара,Пескара,Пескара,Италия,42.475,14.1508,,"Пескара — это автодром в Италии, расположенный в регионе Абруццо, недалеко от города Пескара. Автодром был построен в 1957 году и использовался для проведения автогонок и мотоциклетных гонок. С 1962 по 1974 год на автодроме проходили Гран-при Италии Формулы-1, а с 1980 по 1983 год — Гран-при Сан-Марино."
66,Бремгартен,Круг Бремгартен,Берн,Швейцария,46.9589,7.40194,,Циркут Бремгартен
67,Педралбес,Педральбес,Барселона,Испания,41.3903,2.11667,,Педралбесский круговой маршрут
68,Будда,Международный трасс Будд,Утер-Прадеш,Индия,28.3487,77.5331,,Будд Интернэшнл Кьюбикт
69,Америки,Циркут Америки,Остин,США,30.1328,-97.6411,,Циркут Америки
70,ред-болл-ринг,Ред Булл Ринг,Шпильберг,Австрия,47.2197,14.7647,,Википедия: Ред-Булл-Ринг
71,Сочи,Сочи Автодром,Сочи,Россия,43.4057,39.9578,,Сочи-автодром
72,Имперский порт,Улица Порт Империал,Нью-Джерси,США,40.7769,-74.0111,,Порт-Империйский уличный круг
73,БАК,Бакурический трамплин,Баку,Азербайджан,40.3725,49.8533,,Бакинский городской трасс
