constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
11498,510,58,0.0,15,15,0
13927,17,6,70.0,4,4,1
17761,765,105,3.0,3,3,0
17773,767,66,8.0,4,4,0
17824,773,87,29.0,3,3,2
18858,758,32,3.0,4,4,0
18873,760,66,14.0,3,3,1
18875,760,95,0.0,9,9,0
18878,760,169,0.0,8,8,0
19063,749,105,0.0,7,7,0
19107,753,171,0.0,10,10,0
19126,755,6,26.0,3,3,1
19340,740,66,0.0,6,6,0
19383,744,173,0.0,8,8,0
19538,732,170,17.0,2,2,1
19558,734,66,31.0,1,1,2
19575,735,170,25.0,3,3,1
19596,736,176,1.0,8,8,0
19602,736,177,0.0,17,17,0
19606,737,26,19.0,4,4,0
19610,737,6,18.0,6,6,0
19795,719,176,0.0,5,5,0
19804,720,34,4.0,4,4,0
20159,717,95,0.0,12,12,0
20354,699,183,0.0,6,6,0
20365,700,186,0.0,12,12,0
20388,701,66,19.0,1,1,1
20412,703,184,0.0,13,13,0
20417,703,181,2.0,6,6,0
20702,696,190,0.0,14,14,0
20762,681,183,2.0,9,9,0
20789,683,191,27.0,1,1,2
20801,683,82,0.0,15,15,0
20815,684,193,0.0,16,16,0
20846,686,6,20.0,4,4,0
20879,688,170,6.0,9,9,0
20914,689,193,0.0,20,20,0
20998,672,66,17.0,5,5,0
21006,673,194,2.0,10,10,0
21069,677,180,53.0,1,1,4
21092,678,11,14.0,6,6,0
21098,678,195,14.0,7,7,0
21351,663,6,5.0,5,5,0
21376,665,180,47.0,2,2,2
21583,648,66,10.0,6,6,1
21643,653,187,31.0,5,5,0
21649,654,66,22.0,6,6,1
21651,654,82,21.0,7,7,0
21671,655,85,0.0,12,12,0
21693,634,63,1.0,8,8,0
21727,637,82,8.0,6,6,0
21728,637,180,13.0,4,4,0
21767,640,201,0.0,10,10,0
21943,624,37,6.0,7,7,0
21990,628,25,33.0,3,3,2
22006,630,32,61.0,1,1,5
22050,608,37,0.0,8,8,0
22192,618,1,55.0,3,3,3
22230,591,63,3.0,4,4,0
22233,591,58,0.0,10,10,0
22283,595,63,3.0,9,9,0
22284,595,32,13.0,4,4,1
22311,597,25,27.0,3,3,1
22340,599,26,1.0,11,11,0
22349,599,80,1.0,12,12,0
22361,600,25,45.0,3,3,2
22373,600,78,0.0,16,16,0
22377,601,37,6.0,9,9,0
22436,604,66,10.0,7,7,0
22440,604,32,42.0,4,4,3
22738,584,67,2.0,9,9,0
22830,589,202,9.5,6,6,0
22848,589,203,0.0,19,19,0
22853,560,37,3.0,4,4,0
22873,561,32,0.0,11,11,0
22877,561,63,0.0,13,13,0
22896,562,64,0.0,16,16,0
22899,563,59,0.0,13,13,0
22958,566,37,6.0,5,5,0
22962,566,63,2.0,11,11,0
22985,567,66,0.0,19,19,0
23015,569,37,6.0,9,9,0
23022,569,67,10.0,4,4,0
23033,570,1,43.0,3,3,3
23041,570,67,19.0,4,4,1
23051,571,59,0.0,14,14,0
23137,575,57,2.0,12,12,0
23144,575,66,0.0,20,20,0
23196,546,67,1.0,10,10,0
23235,549,56,8.0,7,7,0
23351,556,37,0.0,13,13,0
23384,557,64,0.0,13,13,0
23430,559,72,0.0,15,15,0
23455,528,1,3.0,6,6,0
23489,530,56,6.0,5,5,0
23626,537,34,40.0,2,2,1
23652,538,65,0.0,14,14,0
23681,540,1,14.0,8,8,0
23722,542,32,86.0,1,1,8
24061,517,6,45.0,1,1,3
24064,517,21,2.0,7,7,0
24138,521,54,0.0,13,13,0
24191,524,61,0.0,17,17,0
24200,525,3,75.0,2,2,5
24231,526,182,0.0,13,13,0
24327,343,166,0.0,12,12,0
24350,345,164,0.0,11,11,0
24444,351,205,0.0,10,10,0
24459,352,166,0.0,12,12,0
24493,354,15,44.0,8,8,0
24502,355,4,163.0,5,5,0
24579,845,6,75.0,3,3,0
24737,857,166,0.0,12,12,0
24748,858,205,0.0,10,10,0
24754,859,9,650.0,1,1,12
24837,864,9,109.0,1,1,1
24871,866,164,0.0,12,12,0
24895,868,164,0.0,12,12,0
24967,869,1,160.0,3,3,2
24968,869,9,230.0,1,1,3
25053,874,6,263.0,3,3,3
25073,875,207,0.0,11,11,0
25104,877,5,22.0,9,9,0
25106,877,131,136.0,5,5,1
25112,878,9,440.0,1,1,7
25183,884,10,32.0,5,5,0
25274,892,15,17.0,8,8,0
25308,895,3,1.0,9,9,0
25331,897,206,0.0,10,10,0
25395,215,15,8.0,7,7,0
25453,220,22,53.0,3,3,1
25471,221,24,6.0,9,9,0
25509,272,31,0.0,13,13,0
25694,269,30,0.0,14,14,0
25698,270,17,23.0,5,5,0
25701,270,32,0.0,12,12,0
25712,271,17,25.0,5,5,0
25736,36,4,4.0,3,3,0
25759,38,3,2.0,5,5,0
25804,42,7,9.0,5,5,0
25819,43,5,0.0,9,9,0
25832,45,6,111.0,1,1,5
25833,45,1,138.0,11,"""E"" переводится с английского как ""Е"".",5
25964,903,131,154.0,1,1,4
26026,908,206,2.0,9,9,0
26072,912,207,0.0,11,11,0
26078,913,10,117.0,5,5,0
26112,916,5,30.0,7,7,0
26126,917,208,10.0,8,8,0
26135,918,15,0.0,10,10,0
26218,933,209,0.0,10,10,0
26224,934,10,39.0,5,5,0
26260,938,131,451.0,1,1,10
26375,941,131,531.0,1,1,12
26465,950,4,0.0,9,9,0
26504,954,9,130.0,3,3,1
26527,955,3,90.0,4,4,0
26557,948,131,43.0,1,1,1
26562,948,10,6.0,6,6,0
26563,948,5,3.0,7,7,0
26694,965,10,138.0,4,4,0
26730,968,1,76.0,6,6,0
26780,973,15,4.0,9,9,0
26785,974,9,97.0,3,3,0
26804,976,131,250.0,1,1,4
