year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1988,NHL,NYR,NYR,WA,PT,3,DSF,80,37,35,8.0,,82,,,310,307,New York Rangers,1891,14,85,457,17,85,371,13
1940,NHL,TOR,TOR,,,2,SF,48,28,14,6.0,,62,,,145,99,Toronto Maple Leafs,306,,,,,,,
2006,NHL,DAL,DAL,WC,PC,3,CQF,82,50,25,,7,107,9,4,226,197,Dallas Stars,1133,22,79,427,6,59,377,3
1984,NHL,NJD,NJD,WA,PT,5,,80,22,48,10.0,,54,,,264,346,New Jersey Devils,1282,16,70,362,15,73,317,9
1937,NHL,MTM,MTM,,CA,4,,48,12,30,6.0,,30,,,101,149,Montreal Maroons,470,,,,,,,
1993,NHL,PIT,PIT,EC,NE,1,CQF,84,44,27,13.0,,101,,,299,285,Pittsburgh Penguins,1624,20,76,404,11,72,401,6
2002,NHL,CHI,CHI,WC,CE,3,,82,30,33,13.0,6,79,,,207,226,Chicago Blackhawks,1189,30,39,308,8,56,369,8
2003,NHL,DAL,DAL,WC,PC,2,CQF,82,41,26,13.0,2,97,,,194,175,Dallas Stars,1143,20,52,328,11,44,311,5
1981,NHL,VAN,VAN,CC,SM,2,F,80,30,33,17.0,,77,,,290,286,Vancouver Canucks,1840,16,64,337,10,68,315,8
1920,PCHA,VA2,VIC,,,3,,24,10,13,1.0,,21,,,72,88,Victoria Aristocrats,,,,,,,,
2008,NHL,DET,DET,WC,CE,1,F,82,51,21,,10,112,6,4,295,244,Detroit Red Wings,824,14,90,353,4,71,327,6
2007,NHL,CHI,CHI,WC,CE,3,,82,40,34,,8,88,5,4,239,235,Chicago Blackhawks,1383,12,58,365,6,69,385,17
1964,NHL,MTL,MTL,,,2,SC,70,36,23,11.0,,83,,,211,185,Montreal Canadiens,1033,,57,328,8,42,301,5
1996,NHL,FLO,FLO,EC,AT,3,CQF,82,35,28,19.0,,89,,,221,201,Florida Panthers,1628,20,50,352,17,50,346,5
1968,NHL,OAK,CLE,,WD,2,QF,76,29,36,11.0,,69,,,219,251,Oakland Seals,807,,44,286,5,42,226,3
1983,NHL,DET,DET,CC,NO,3,DSF,80,31,42,7.0,,69,,,298,323,Detroit Red Wings,1546,10,79,356,10,77,311,9
2000,NHL,CHI,CHI,WC,CE,4,,82,29,40,8.0,5,71,,,210,246,Chicago Blackhawks,1001,24,41,318,12,52,323,15
1913,NHA,OT1,STE,,,4,,20,11,9,0.0,,22,,,65,71,Ottawa Senators,,,,,,,,
1972,NHL,TOR,TOR,,ED,6,,78,27,41,10.0,,64,,,247,279,Toronto Maple Leafs,716,2,44,274,8,51,239,3
1996,NHL,DAL,DAL,WC,CE,1,CQF,82,48,26,8.0,,104,,,252,198,Dallas Stars,1325,10,46,314,9,51,308,11
2009,NHL,PIT,PIT,EC,AT,2,CSF,82,47,28,,7,101,8,2,257,237,Pittsburgh Penguins,1195,12,56,326,8,52,327,7
1989,NHL,HAR,CAR,WA,AD,4,DSF,80,38,33,9.0,,85,,,275,268,Hartford Whalers,2102,12,80,398,10,74,401,12
1981,NHL,WAS,WAS,WA,PT,5,,80,26,41,13.0,,65,,,319,338,Washington Capitals,1932,14,93,418,11,67,309,8
1991,NHL,HAR,CAR,WA,AD,4,DSF,80,26,41,13.0,,65,,,247,283,Hartford Whalers,1793,16,73,414,11,86,396,10
1959,NHL,DET,DET,,,4,SF,70,26,29,15.0,,67,,,186,197,Detroit Red Wings,538,,,,,,,
2011,NHL,COL,COL,WC,NW,3,,82,41,35,,6,88,9,2,208,220,Colorado Avalanche,902,12,41,223,4,47,277,5
1939,NHL,NYR,NYR,,,2,SC,48,27,11,10.0,,64,,,136,77,New York Rangers,510,,,,,,,
1921,PCHA,VA2,VIC,,,3,,24,11,12,1.0,,23,,,61,71,Victoria Aristocrats,,,,,,,,
1999,NHL,PIT,PIT,EC,AT,3,CSF,82,37,31,8.0,6,88,,,241,236,Pittsburgh Penguins,1221,16,54,346,11,56,321,7
1913,PCHA,VA1,SPO,,,1,F,16,10,6,0.0,,20,,,86,80,Victoria Aristocrats,,,,,,,,
1972,NHL,STL,STL,,WD,4,QF,78,32,34,12.0,,76,,,233,251,St. Louis Blues,1195,4,37,251,1,51,272,6
1982,NHL,WIN,PHO,CC,SM,4,DSF,80,33,39,8.0,,74,,,311,333,Winnipeg Jets,1089,18,78,330,7,67,246,10
1956,NHL,MTL,MTL,,,2,SC,70,35,23,12.0,,82,,,210,155,Montreal Canadiens,868,,,,,,,
1944,NHL,CHI,CHI,,,5,,50,13,30,7.0,,33,,,141,194,Chicago Black Hawks,250,,,,,,,
1962,NHL,NYR,NYR,,,5,,70,22,36,12.0,,56,,,211,233,New York Rangers,657,,,,,,,
1973,NHL,PIT,PIT,,WD,5,,78,28,41,9.0,,65,,,242,273,Pittsburgh Penguins,950,10,47,276,4,47,245,12
1930,NHL,OTS,STE,,CA,5,,44,10,30,4.0,,24,,,91,142,Ottawa Senators,486,,,,,,,
1975,NHL,CLF,CLE,WA,AD,4,,80,27,42,11.0,,65,,,250,278,California Golden Seals,1058,20,71,382,10,52,262,9
1973,NHL,VAN,VAN,,ED,7,,78,24,43,11.0,,59,,,224,296,Vancouver Canucks,952,10,55,279,8,70,269,4
1970,NHL,BUF,BUF,,ED,5,,78,24,39,15.0,,63,,,217,291,Buffalo Sabres,1188,10,56,298,12,56,302,5
1926,NHL,DTC,DET,,AM,5,,44,12,28,4.0,,28,,,76,105,Detroit Cougars,419,,,,,,,
1952,NHL,BOS,BOS,,,3,F,70,28,29,13.0,,69,,,152,172,Boston Bruins,528,,,,,,,
1979,NHL,BOS,BOS,WA,AD,2,QF,80,46,21,13.0,,105,,,310,234,Boston Bruins,1460,18,60,246,4,53,312,8
1935,NHL,TOR,TOR,,CA,2,F,48,23,19,6.0,,52,,,126,106,Toronto Maple Leafs,579,,,,,,,
1926,NHL,NYR,NYR,,AM,1,SF,44,25,13,6.0,,56,,,95,72,New York Rangers,385,,,,,,,
2009,NHL,NJD,NJD,EC,AT,1,CQF,82,48,27,,7,103,6,5,222,191,New Jersey Devils,859,16,51,273,5,41,239,7
1986,NHL,DET,DET,CC,NO,2,CF,80,34,36,10.0,,78,,,260,274,Detroit Red Wings,2209,12,69,336,7,73,357,9
1973,WHA,NEW,CAR,,EW,1,AVQF,78,43,31,4.0,,90,,,291,260,New England Whalers,875,18,47,228,7,36,197,3
1938,NHL,BOS,BOS,,,1,SC,48,36,10,2.0,,74,,,156,76,Boston Bruins,251,,,,,,,
1967,NHL,STL,STL,,WD,3,F,74,27,31,16.0,,70,,,177,191,St. Louis Blues,790,,38,223,7,39,245,10
2006,NHL,PHI,PHI,EC,AT,5,,82,22,48,,12,56,1,6,214,303,Philadelphia Flyers,1301,16,53,376,14,65,420,15
1986,NHL,TOR,TOR,CC,NO,4,DF,80,32,42,6.0,,70,,,286,319,Toronto Maple Leafs,1827,14,52,303,10,71,323,17
1946,NHL,CHI,CHI,,,6,,60,19,37,4.0,,42,,,193,274,Chicago Black Hawks,474,,,,,,,
1971,NHL,CLF,CLE,,WD,6,,78,21,39,18.0,,60,,,216,288,California Golden Seals,1007,6,44,278,6,55,259,5
2001,NHL,BUF,BUF,EC,NE,5,,82,35,35,11.0,1,82,,,213,200,Buffalo Sabres,1217,16,50,374,6,41,304,7
2001,NHL,NJD,NJD,EC,AT,3,CQF,82,41,28,9.0,4,95,,,205,187,New Jersey Devils,1010,18,44,261,8,43,264,2
1981,NHL,NYI,NYI,WA,PT,1,SC,80,54,16,10.0,,118,,,385,250,New York Islanders,1328,2,80,284,3,65,332,16
1947,NHL,NYR,NYR,,,4,SF,60,21,26,13.0,,55,,,176,201,New York Rangers,482,,,,,,,
1917,NHL,OTS,STE,,,3,,22,9,13,0.0,,18,,,102,114,Ottawa Senators,333,,,,,,,
1984,NHL,DET,DET,CC,NO,3,DSF,80,27,41,12.0,,66,,,313,357,Detroit Red Wings,1741,6,73,324,15,89,339,10
1975,NHL,PIT,PIT,WA,NO,3,PRE,80,35,33,12.0,,82,,,339,303,Pittsburgh Penguins,1004,14,75,307,13,68,292,8
2006,NHL,OTT,OTT,EC,NE,2,F,82,48,25,,9,105,2,6,288,222,Ottawa Senators,1173,12,72,403,12,61,394,17
1948,NHL,TOR,TOR,,,4,SC,60,22,25,13.0,,57,,,147,161,Toronto Maple Leafs,706,,,,,,,
2005,NHL,PIT,PIT,EC,AT,5,,82,22,46,,14,58,1,6,244,316,Pittsburgh Penguins,1559,20,94,495,16,113,533,13
1910,NHA,QU1,BKN,,,5,,16,4,12,0.0,,8,,,65,97,Quebec Bulldogs,,,,,,,,
1951,NHL,CHI,CHI,,,6,,70,17,44,9.0,,43,,,158,241,Chicago Black Hawks,629,,,,,,,
1990,NHL,STL,STL,CC,NO,2,DF,80,47,22,11.0,,105,,,310,250,St. Louis Blues,1987,16,70,348,18,55,339,10
1987,NHL,PHI,PHI,WA,PT,3,DSF,80,38,33,9.0,,85,,,292,292,Philadelphia Flyers,2194,26,83,461,6,90,475,15
1974,NHL,ATF,CAL,CC,PT,4,,80,34,31,15.0,,83,,,243,233,Atlanta Flames,915,14,56,283,9,56,270,4
1989,NHL,BUF,BUF,WA,AD,2,DSF,80,45,27,8.0,,98,,,286,248,Buffalo Sabres,1449,16,79,358,7,58,351,7
1961,NHL,MTL,MTL,,,1,SF,70,42,14,14.0,,98,,,259,166,Montreal Canadiens,818,,,,,,,
1922,NHL,TRS,TOR,,,3,,24,13,10,1.0,,27,,,82,88,Toronto St. Patricks,241,,,,,,,
2011,NHL,AND,ANA,WC,PC,5,,82,34,36,,12,80,3,7,204,231,Anaheim Ducks,980,18,45,271,5,51,283,4
1960,NHL,BOS,BOS,,,6,,70,15,42,13.0,,43,,,176,254,Boston Bruins,810,,,,,,,
1966,NHL,BOS,BOS,,,6,,70,17,43,10.0,,44,,,182,253,Boston Bruins,764,,34,250,9,53,240,4
2000,NHL,BUF,BUF,EC,NE,2,CSF,82,46,30,5.0,1,98,,,218,184,Buffalo Sabres,1249,8,60,373,5,40,334,6
1953,NHL,NYR,NYR,,,5,,70,29,31,10.0,,68,,,161,182,New York Rangers,717,,,,,,,
1926,NHL,NYA,BKN,,CA,4,,44,17,25,2.0,,36,,,82,91,New York Americans,359,,,,,,,
1983,NHL,CHI,CHI,CC,NO,4,DSF,80,30,42,8.0,,68,,,277,311,Chicago Black Hawks,1358,8,67,332,7,74,342,8
1997,NHL,EDM,EDM,WC,PC,3,CSF,82,35,37,10.0,,80,,,215,224,Edmonton Oilers,1690,10,77,483,11,66,406,10
1915,NHA,MOC,MTL,,,1,SC,24,16,7,1.0,,33,,,104,76,Montreal Canadiens,,,,,,,,
1975,WHA,HOU,HOU,,WW,1,AVF,80,53,27,0.0,,106,,,341,263,Houston Aeros,1093,,77,254,10,43,301,13
2009,NHL,MIN,MIN,WC,NW,4,,82,38,36,,8,84,5,7,219,246,Minnesota Wild,924,10,59,309,13,53,306,4
1984,NHL,CHI,CHI,CC,NO,2,CF,80,38,35,7.0,,83,,,309,299,Chicago Black Hawks,1432,20,62,285,5,77,334,10
1994,NHL,DAL,DAL,WC,CE,5,CQF,48,17,23,8.0,,42,,,136,135,Dallas Stars,1117,10,39,248,7,34,218,4
2008,NHL,LAK,LAK,WC,PC,5,,82,34,37,,11,79,5,8,207,234,Los Angeles Kings,1207,16,69,360,8,62,362,4
1935,NHL,NYA,BKN,,CA,3,SF,48,16,25,7.0,,39,,,109,122,New York Americans,392,,,,,,,
1969,NHL,TOR,TOR,,ED,6,,76,29,34,13.0,,71,,,222,242,Toronto Maple Leafs,898,12,49,242,7,60,269,5
1969,NHL,PIT,PIT,,WD,2,SF,76,26,38,12.0,,64,,,182,238,Pittsburgh Penguins,1038,4,53,315,5,66,282,2
1912,NHA,TBS,TBS,,,4,,20,9,11,0.0,,18,,,86,95,Toronto Blueshirts,,,,,,,,
1974,NHL,BOS,BOS,WA,AD,2,PRE,80,40,26,14.0,,94,,,345,245,Boston Bruins,1153,6,86,299,10,59,316,14
2000,NHL,STL,STL,WC,CE,2,CF,82,43,22,12.0,5,103,,,249,195,St. Louis Blues,1345,14,72,385,7,57,389,15
1924,NHL,TRS,TOR,,,2,SF,30,19,11,0.0,,38,,,90,84,Toronto St. Patricks,274,,,,,,,
1997,NHL,SJS,SJS,WC,PC,4,CQF,82,34,38,10.0,,78,,,210,216,San Jose Sharks,1417,20,54,400,5,59,398,10
2000,NHL,NYR,NYR,EC,AT,4,,82,33,43,5.0,1,72,,,250,290,New York Rangers,1522,18,65,363,12,86,400,16
1910,NHA,MOW,MTW,,,4,,16,7,9,0.0,,14,,,73,88,Montreal Wanderers,,,,,,,,
1985,NHL,NJD,NJD,WA,PT,6,,80,28,49,3.0,,59,,,300,374,New Jersey Devils,1424,16,70,355,5,103,400,5
2005,NHL,BOS,BOS,EC,NE,5,,82,29,37,,16,74,2,8,230,266,Boston Bruins,1174,12,62,418,10,78,479,9
2003,NHL,NYI,NYI,EC,AT,3,CQF,82,38,29,11.0,4,91,,,237,210,New York Islanders,1168,16,54,325,5,52,359,11
1916,PCHA,SPO,SPO,,,4,,23,8,15,0.0,,16,,,89,143,Spokane Canaries,,,,,,,,
1982,NHL,STL,STL,CC,NO,4,DSF,80,25,40,15.0,,65,,,285,316,St. Louis Blues,1281,12,67,316,12,63,336,9
1929,NHL,NYR,NYR,,AM,3,SF,44,17,17,10.0,,44,,,136,143,New York Rangers,437,,,,,,,
1978,NHL,LAK,LAK,WA,NO,3,PRE,80,34,34,12.0,,80,,,292,286,Los Angeles Kings,1134,12,76,318,8,55,245,6
1922,NHL,OTS,STE,,,1,SC,24,14,9,1.0,,29,,,77,54,Ottawa Senators,195,,,,,,,
1933,NHL,MTM,MTM,,CA,3,SF,48,19,18,11.0,,49,,,117,122,Montreal Maroons,414,,,,,,,
1967,NHL,CHI,CHI,,ED,4,SF,74,32,26,16.0,,80,,,212,222,Chicago Black Hawks,602,,37,234,6,37,218,9
2010,NHL,NYR,NYR,EC,AT,3,CQF,82,44,33,,5,93,9,3,233,198,New York Rangers,1074,14,49,290,5,42,257,11
1996,NHL,TBL,TBL,EC,AT,6,,82,32,40,10.0,,74,,,217,247,Tampa Bay Lightning,1686,10,47,340,9,55,361,13
1928,NHL,OTS,STE,,CA,4,,44,14,17,13.0,,41,,,54,67,Ottawa Senators,463,,,,,,,
1927,NHL,MTL,MTL,,CA,1,SF,44,26,11,7.0,,59,,,116,48,Montreal Canadiens,496,,,,,,,
1921,NHL,HAM,BKN,,,4,,24,7,17,0.0,,14,,,88,105,Hamilton Tigers,106,,,,,,,
1927,NHL,TOR,TOR,,CA,4,,44,18,18,8.0,,44,,,89,88,Toronto Maple Leafs,522,,,,,,,
2010,NHL,SJS,SJS,WC,PC,1,CF,82,48,25,,9,105,5,5,248,213,San Jose Sharks,931,10,68,289,7,56,274,6
1992,NHL,NYR,NYR,WA,PT,6,,84,34,39,11.0,,79,,,304,308,New York Rangers,1657,10,77,420,18,84,446,12
1981,NHL,PIT,PIT,WA,PT,4,DSF,80,31,36,13.0,,75,,,310,337,Pittsburgh Penguins,2212,10,99,404,14,92,399,8
1944,NHL,DET,DET,,,2,F,50,31,14,5.0,,67,,,218,161,Detroit Red Wings,285,,,,,,,
2007,NHL,MTL,MTL,EC,NE,1,CSF,82,47,25,,10,104,5,6,262,222,Montreal Canadiens,1090,18,90,374,3,60,342,8
1990,NHL,PIT,PIT,WA,PT,1,SC,80,41,33,6.0,,88,,,342,305,Pittsburgh Penguins,1641,8,89,388,12,73,351,12
1994,NHL,LAK,LAK,WC,PC,4,,48,16,23,9.0,,41,,,142,174,Los Angeles Kings,978,18,35,200,8,42,221,5
1982,NHL,BOS,BOS,WA,AD,1,CF,80,50,20,10.0,,110,,,327,228,Boston Bruins,1202,18,67,302,6,53,275,8
1944,NHL,BOS,BOS,,,4,SF,50,16,30,4.0,,36,,,179,219,Boston Bruins,295,,,,,,,
1996,NHL,TOR,TOR,WC,CE,6,,82,30,44,8.0,,68,,,230,273,Toronto Maple Leafs,1331,12,48,309,8,59,328,11
1989,NHL,STL,STL,CC,NO,2,DF,80,37,34,9.0,,83,,,295,279,St. Louis Blues,1809,12,79,351,12,67,351,9
1945,NHL,CHI,CHI,,,3,SF,50,23,20,7.0,,53,,,200,178,Chicago Black Hawks,339,,,,,,,
1939,NHL,NYA,BKN,,,6,QF,48,15,29,4.0,,34,,,106,140,New York Americans,236,,,,,,,
1977,NHL,CLE,CLE,WA,AD,4,,80,22,45,13.0,,57,,,230,325,Cleveland Barons,1010,10,42,275,8,61,235,3
1983,NHL,WIN,PHO,CC,SM,4,DSF,80,31,38,11.0,,73,,,340,374,Winnipeg Jets,1579,10,80,374,18,86,341,13
1999,NHL,CHI,CHI,WC,CE,3,,82,33,37,10.0,2,78,,,242,245,Chicago Blackhawks,1444,20,52,325,13,58,355,10
1984,NHL,MNS,DAL,CC,NO,4,DF,80,25,43,12.0,,62,,,268,321,Minnesota North Stars,1735,14,71,335,14,88,358,4
1932,NHL,MTM,MTM,,CA,2,QF,48,22,20,6.0,,50,,,135,119,Montreal Maroons,442,,,,,,,
2002,NHL,OTT,OTT,EC,NE,1,CF,82,52,21,8.0,1,113,,,263,182,Ottawa Senators,1135,22,83,391,8,50,332,4
1999,NHL,NYR,NYR,EC,AT,4,,82,29,38,12.0,3,73,,,218,246,New York Rangers,916,4,55,325,9,49,292,5
1945,NHL,DET,DET,,,4,SF,50,20,20,10.0,,50,,,146,159,Detroit Red Wings,302,,,,,,,
1983,NHL,HAR,CAR,WA,AD,5,,80,28,42,10.0,,66,,,288,320,Hartford Whalers,1184,16,80,329,14,68,301,5
1936,NHL,DET,DET,,AM,1,SC,48,25,14,9.0,,59,,,128,102,Detroit Red Wings,244,,,,,,,
1941,NHL,NYR,NYR,,,1,SF,48,29,17,2.0,,60,,,177,143,New York Rangers,390,,,,,,,
2009,NHL,CBS,CBS,WC,CE,5,,82,32,35,,15,79,2,10,216,259,Columbus Blue Jackets,1086,16,56,308,9,61,334,6
2002,NHL,DAL,DAL,WC,PC,1,CSF,82,46,17,15.0,4,111,,,245,169,Dallas Stars,1166,28,62,327,6,50,346,9
2009,NHL,COL,COL,WC,NW,2,CQF,82,43,30,,9,95,7,5,244,233,Colorado Avalanche,1027,26,56,310,9,60,303,8
1992,NHL,CHI,CHI,CC,NO,1,DSF,84,47,25,12.0,,106,,,279,230,Chicago Blackhawks,2394,12,94,510,10,81,490,14
1940,NHL,NYA,BKN,,,7,,48,8,29,11.0,,27,,,99,186,New York Americans,231,,,,,,,
2003,NHL,CHI,CHI,WC,CE,5,,82,20,43,11.0,8,59,,,188,259,Chicago Blackhawks,1318,18,55,349,14,63,383,5
1988,NHL,MTL,MTL,WA,AD,1,F,80,53,18,9.0,,115,,,315,218,Montreal Canadiens,1537,8,80,381,13,58,326,6
1938,NHL,TOR,TOR,,,3,F,48,19,20,9.0,,47,,,114,107,Toronto Maple Leafs,372,,,,,,,
1986,NHL,QUE,COL,WA,AD,4,DF,80,31,39,10.0,,72,,,267,276,Quebec Nordiques,1741,12,76,354,12,52,311,8
1977,NHL,TOR,TOR,WA,AD,3,SF,80,41,29,10.0,,92,,,271,237,Toronto Maple Leafs,1258,4,57,261,7,55,295,5
1982,NHL,CAL,CAL,CC,SM,2,DF,80,32,34,14.0,,78,,,321,317,Calgary Flames,1146,10,65,273,6,59,258,7
1924,NHL,OTS,STE,,,4,,30,17,12,1.0,,35,,,83,66,Ottawa Senators,350,,,,,,,
1996,NHL,CAL,CAL,WC,PC,5,,82,32,41,9.0,,73,,,214,239,Calgary Flames,1444,16,61,361,19,58,345,11
2007,NHL,MIN,MIN,WC,NW,1,CQF,82,44,28,,10,98,3,8,223,218,Minnesota Wild,1098,12,64,338,10,49,330,3
1952,NHL,NYR,NYR,,,6,,70,17,37,16.0,,50,,,152,211,New York Rangers,548,,,,,,,
1991,NHL,BUF,BUF,WA,AD,3,DSF,80,31,37,12.0,,74,,,289,299,Buffalo Sabres,2713,14,105,466,11,91,424,8
2001,NHL,PHO,PHO,WC,PC,2,CQF,82,40,27,9.0,6,95,,,228,210,Phoenix Coyotes,1154,16,53,341,6,60,356,8
1968,NHL,BOS,BOS,,ED,2,SF,76,42,18,16.0,,100,,,303,221,Boston Bruins,1291,,60,266,4,54,351,13
