playerid,award,year,lgid,note,pos
bauerbo01,Second Team All-Star,1940,NHL,,RW
bauerbo01,Second Team All-Star,1946,NHL,,RW
belfoed01,All-Rookie,1990,NHL,,G
belfoed01,Calder,1990,NHL,,
belfoed01,Crozier,1999,NHL,,
belfoed01,First Team All-Star,1990,NHL,,G
belfoed01,First Team All-Star,1992,NHL,,G
belfoed01,Jennings,1990,NHL,,
belfoed01,Jennings,1992,NHL,,
belfoed01,Jennings,1994,NHL,,
belfoed01,Jennings,1998,NHL,shared,
belfoed01,Second Team All-Star,1994,NHL,,G
belfoed01,Vezina,1990,NHL,,
belfoed01,Vezina,1992,NHL,,
belivje01,Art Ross,1955,NHL,,
belivje01,Conn Smythe,1964,NHL,,
belivje01,First Team All-Star,1954,NHL,,C
belivje01,First Team All-Star,1955,NHL,,C
belivje01,First Team All-Star,1956,NHL,,C
belivje01,First Team All-Star,1958,NHL,,C
belivje01,First Team All-Star,1959,NHL,,C
belivje01,First Team All-Star,1960,NHL,,C
belivje01,Hart,1955,NHL,,
belivje01,Hart,1963,NHL,,
belivje01,Second Team All-Star,1957,NHL,,C
belivje01,Second Team All-Star,1963,NHL,,C
belivje01,Second Team All-Star,1965,NHL,,C
belivje01,Second Team All-Star,1968,NHL,,C
bellbr01,All-Rookie,1984,NHL,,D
bellobr01,Second Team All-Star,1989,NHL,,LW
bennibr01,All-Rookie,1986,NHL,,D
bentldo01,Art Ross,1942,NHL,,
bentldo01,First Team All-Star,1942,NHL,,LW
bentldo01,First Team All-Star,1943,NHL,,LW
bentldo01,First Team All-Star,1946,NHL,,LW
bentldo01,Second Team All-Star,1948,NHL,,C
hedbean01,Kaplan,1974,WHA,Rookie,
parkbr01,Second Team All-Star,1972,NHL,,D
parkbr01,First Team All-Star,1971,NHL,,D
pecami01,Selke,2001,NHL,,
gadsbbi01,Second Team All-Star,1952,NHL,,D
flamafe01,Second Team All-Star,1954,NHL,,D
howego01,First Team All-Star,1952,NHL,,RW
yzermst01,Selke,1999,NHL,,
stanowa01,First Team All-Star,1940,NHL,,D
dumarwo01,Second Team All-Star,1946,NHL,,LW
berarbr01,Calder,1996,NHL,,
leclajo01,First Team All-Star,1997,NHL,,LW
hullbo01,First Team All-Star,1959,NHL,,LW
laperja01,First Team All-Star,1965,NHL,,D
parenbe01,Vezina,1973,NHL,tie,
liutmi01,Second Team All-Star,1986,NHL,,G
sakicjo01,Hart,2000,NHL,,
prestri01,Playoff MVP,1978,WHA,,
mckendo01,Lady Byng,1959,NHL,,
gardihe01,Hart,1926,NHL,,
thomsji01,Second Team All-Star,1951,NHL,,D
gillicl01,First Team All-Star,1977,NHL,,LW
brindro01,All-Rookie,1989,NHL,,LW
salmibo01,Second Team All-Star,1974,NHL,,D
jagrja01,Pearson,1999,NHL,,
eriksth01,All-Rookie,1983,NHL,,D
drydeke01,Vezina,1975,NHL,,
tardima01,First Team All-Star,1976,WHA,,LW
hodgeke01,First Team All-Star,1973,NHL,,RW
kariypa01,Lady Byng,1996,NHL,,
brimsfr01,Calder,1938,NHL,,
bossymi01,Lady Byng,1983,NHL,,
jacksbu01,First Team All-Star,1934,NHL,,LW
hedbean01,First Team All-Star,1975,WHA,,RW
howego01,First Team All-Star,1962,NHL,,RW
hextaro01,First Team All-Star,1986,NHL,,G
macinal01,First Team All-Star,1989,NHL,,D
crosbsi01,Hart,2006,NHL,,
vaskomo01,Second Team All-Star,1962,NHL,,D
wakeler01,Second Team All-Star,1977,WHA,,G
mikitst01,Art Ross,1964,NHL,,
hasekdo01,All-Rookie,1991,NHL,,G
sedinhe01,Hart,2009,NHL,,
gretzwa01,Lady Byng,1993,NHL,,
richama01,First Team All-Star,1955,NHL,,RW
kleslro01,All-Rookie,2001,NHL,,D
fernama01,Jennings,2006,NHL,shared,
lindste01,First Team All-Star,1955,NHL,,LW
masonst01,Calder,2008,NHL,,
malkiev01,Lindsay,2011,NHL,,
kurrija01,First Team All-Star,1984,NHL,,RW
salosa01,All-Rookie,1998,NHL,,D
osgooch01,Jennings,2007,NHL,shared,
jackmba01,All-Rookie,2002,NHL,,D
kesseph01,Masterton,2006,NHL,,
coultar01,Second Team All-Star,1937,NHL,,D
selante01,First Team All-Star,1992,NHL,,RW
messima01,Pearson,1991,NHL,,
lidstni01,First Team All-Star,2001,NHL,,D
campbbr02,Lady Byng,2011,NHL,,
mcneige01,Second Team All-Star,1952,NHL,,G
orrbo01,First Team All-Star,1972,NHL,,D
gretzwa01,Plus-Minus,1983,NHL,,
brimsfr01,First Team All-Star,1941,NHL,,G
gretzwa01,Second Team All-Star,1987,NHL,,C
clancki01,First Team All-Star,1930,NHL,,D
lindste01,First Team All-Star,1952,NHL,,LW
howelha01,First Team All-Star,1966,NHL,,D
cowlebi01,Hart,1942,NHL,,
jenseal01,Jennings,1983,NHL,shared,
thompti01,Vezina,1935,NHL,,
bourqra01,Norris,1990,NHL,,
clappdi01,Second Team All-Star,1930,NHL,,RW
thornjo01,Hart,2005,NHL,,
potvide01,First Team All-Star,1977,NHL,,D
froesbo01,Second Team All-Star,1985,NHL,,G
hullbo01,First Team All-Star,1966,NHL,,LW
popiepo01,First Team All-Star,1976,WHA,,D
laflegu01,Pearson,1977,NHL,,
sakicjo01,Pearson,2000,NHL,,
primejo01,Lady Byng,1931,NHL,,
laflegu01,First Team All-Star,1979,NHL,,RW
fleurth01,Second Team All-Star,1994,NHL,,RW
hampste01,Masterton,1968,NHL,,
prattba01,Second Team All-Star,1944,NHL,,D
jacksbu01,First Team All-Star,1933,NHL,,LW
sedinhe01,First Team All-Star,2010,NHL,,C
malkiev01,Art Ross,2008,NHL,,
pronoma01,Second Team All-Star,1958,NHL,,D
potvide01,Norris,1978,NHL,,
turgesy01,All-Rookie,1983,NHL,,LW
lawsoda01,First Team All-Star,1972,WHA,,RW
howego01,Second Team All-Star,1966,NHL,,RW
quackbi01,First Team All-Star,1950,NHL,,D
hullbo01,First Team All-Star,1964,NHL,,LW
hullbr01,First Team All-Star,1990,NHL,,RW
desjaer01,Second Team All-Star,1998,NHL,,D
perryco01,Richard,2010,NHL,,
dilloce01,Second Team All-Star,1935,NHL,,RW
esposph01,First Team All-Star,1970,NHL,,C
joliaau01,Second Team All-Star,1934,NHL,,LW
ovechal01,Hart,2008,NHL,,
orrbo01,Norris,1970,NHL,,
stlouma01,Second Team All-Star,2010,NHL,,RW
ovechal01,Richard,2007,NHL,,
brodatu01,Second Team All-Star,1941,NHL,,G
seibeea01,First Team All-Star,1943,NHL,,D
smithbi01,Jennings,1982,NHL,shared,
blakero01,All-Rookie,1990,NHL,,D
keithdu01,Norris,2009,NHL,,
kariypa01,Second Team All-Star,2002,NHL,,LW
fedorse01,Selke,1993,NHL,,
lemiema01,Second Team All-Star,1985,NHL,,C
shmyrpa01,First Team All-Star,1973,WHA,,D
chelich01,First Team All-Star,1994,NHL,,D
kurrija01,Second Team All-Star,1988,NHL,,RW
reganla01,Calder,1956,NHL,,
parisza01,Second Team All-Star,2008,NHL,,LW
quickjo01,Conn Smythe,2011,NHL,,
koivusa01,King Clancy,2006,NHL,,
hullbr01,Pearson,1990,NHL,,
rollial01,Vezina,1950,NHL,,
brodatu01,Vezina,1940,NHL,,
mcsorma01,Plus-Minus,1990,NHL,tie,
jagrja01,Art Ross,1997,NHL,,
lafonpa01,Second Team All-Star,1992,NHL,,C
daneyke01,Masterton,1999,NHL,,
keonda01,Second Team All-Star,1961,NHL,,C
coultar01,Second Team All-Star,1934,NHL,,D
gardich01,First Team All-Star,1931,NHL,,G
kennete01,Hart,1954,NHL,,
selante01,First Team All-Star,1996,NHL,,RW
kanepa01,All-Rookie,2007,NHL,,F
kellyre01,First Team All-Star,1954,NHL,,D
lemiema01,First Team All-Star,1992,NHL,,C
ovechal01,Calder,2005,NHL,,
laflegu01,Art Ross,1976,NHL,,
howego01,Hart,1959,NHL,,
lemiema01,All-Rookie,1984,NHL,,C
lemiema01,First Team All-Star,1987,NHL,,C
vanekth01,Second Team All-Star,2006,NHL,,LW
schmimi01,Art Ross,1939,NHL,,
howema01,First Team All-Star,1985,NHL,,D
gretzwa01,Second Team All-Star,1997,NHL,,C
bourqra01,Second Team All-Star,1988,NHL,,D
hallgl01,First Team All-Star,1968,NHL,,G
brimsfr01,Second Team All-Star,1945,NHL,,G
seibeea01,Second Team All-Star,1935,NHL,,D
sauvebo01,Jennings,1984,NHL,shared,
shmyrpa01,First Team All-Star,1975,WHA,,D
cloutre01,Hunter,1978,WHA,Scoring,
ratelje01,Second Team All-Star,1971,NHL,,C
hextaro01,All-Rookie,1986,NHL,,G
orrbo01,First Team All-Star,1969,NHL,,D
lehtije01,Selke,2002,NHL,,
ovechal01,Art Ross,2007,NHL,,
lecavvi01,Second Team All-Star,2006,NHL,,C
pilotpi01,First Team All-Star,1963,NHL,,D
kurrija01,Lady Byng,1984,NHL,,
robinla01,Norris,1979,NHL,,
vanbijo01,First Team All-Star,1985,NHL,,G
worslgu01,Calder,1952,NHL,,
heatlda01,First Team All-Star,2006,NHL,,RW
lidstni01,First Team All-Star,2000,NHL,,D
millery01,First Team All-Star,2009,NHL,,G
leclajo01,Second Team All-Star,1995,NHL,,LW
gardija01,All-Rookie,2011,NHL,,D
sawchte01,Vezina,1951,NHL,,
gomezsc01,All-Rookie,1999,NHL,,F
hullbo01,First Team All-Star,1965,NHL,,LW
hextabr01,Art Ross,1941,NHL,,
chelich01,First Team All-Star,1995,NHL,,D
gretzwa01,Kaplan,1978,WHA,Rookie,
heatlda01,All-Rookie,2001,NHL,,F
hasekdo01,Pearson,1996,NHL,,
macadal01,Masterton,1979,NHL,,
charazd01,Plus-Minus,2010,NHL,,
sandfed01,Second Team All-Star,1953,NHL,,LW
malakvl01,All-Rookie,1992,NHL,,D
brodema01,Vezina,2003,NHL,,
delveal01,Lady Byng,1968,NHL,,
boyesbr01,All-Rookie,2005,NHL,,F
roypa01,First Team All-Star,1988,NHL,,G
bournbo01,Masterton,1987,NHL,,
robinla01,Second Team All-Star,1980,NHL,,D
johnsmi01,All-Rookie,1997,NHL,,F
potvife01,All-Rookie,1992,NHL,,G
stevesc01,Second Team All-Star,1996,NHL,,D
vachoro01,Second Team All-Star,1974,NHL,,G
lidstni01,Norris,2002,NHL,,
charazd01,Second Team All-Star,2007,NHL,,D
hedbean01,First Team All-Star,1977,WHA,,RW
orrbo01,Norris,1971,NHL,,
plantja01,First Team All-Star,1955,NHL,,G
gretzwa01,Plus-Minus,1984,NHL,,
zettehe01,Second Team All-Star,2007,NHL,,LW
howego01,Davidson,1973,WHA,MVP,
roypa01,Jennings,1991,NHL,,
laperja01,Second Team All-Star,1963,NHL,,D
hasekdo01,First Team All-Star,1993,NHL,,G
krejcda01,Plus-Minus,2008,NHL,,
smithcl01,Lady Byng,1943,NHL,,
friesje01,All-Rookie,1994,NHL,,F
malikma01,Plus-Minus,2003,NHL,tie,
gilbero01,Second Team All-Star,1967,NHL,,RW
croziro01,Conn Smythe,1965,NHL,,
mooredi01,Art Ross,1958,NHL,,
burepa01,Richard,2000,NHL,,
mccoofr01,Calder,1944,NHL,,
kerrti01,Second Team All-Star,1986,NHL,,RW
lidstni01,First Team All-Star,1999,NHL,,D
kehoeri01,Lady Byng,1980,NHL,,
sandede01,Calder,1967,NHL,,
stastpa01,All-Rookie,2006,NHL,,F
mahovfr01,Second Team All-Star,1969,NHL,,LW
giacoed01,Second Team All-Star,1967,NHL,,G
macmibo01,Lady Byng,1978,NHL,,
carlsjo01,All-Rookie,2010,NHL,,D
sheppra01,All-Rookie,1987,NHL,,RW
geoffbe01,Second Team All-Star,1954,NHL,,RW
gaborma01,Second Team All-Star,2011,NHL,,RW
ovechal01,First Team All-Star,2006,NHL,,LW
lehtije01,Selke,1997,NHL,,
robitlu01,First Team All-Star,1992,NHL,,LW
lemelre01,Jennings,1989,NHL,shared,
huselkr01,All-Rookie,2001,NHL,,F
johnsch01,Second Team All-Star,1930,NHL,,D
boyleda01,Second Team All-Star,2008,NHL,,D
flamafe01,Second Team All-Star,1957,NHL,,D
malkiev01,First Team All-Star,2007,NHL,,C
bouwmja01,All-Rookie,2002,NHL,,D
carlema01,All-Rookie,2006,NHL,,D
carbogu01,Selke,1988,NHL,,
ovechal01,First Team All-Star,2009,NHL,,LW
mahovfr01,First Team All-Star,1972,NHL,,LW
willish01,All-Rookie,2000,NHL,,F
drillgo01,Lady Byng,1937,NHL,,
drydeke01,First Team All-Star,1976,NHL,,G
kaspest01,Selke,1981,NHL,,
pecami01,Selke,1996,NHL,,
jonsske01,All-Rookie,1994,NHL,,D
perregi01,Second Team All-Star,1975,NHL,,C
sykorpe01,All-Rookie,1995,NHL,,F
hextaro01,Vezina,1986,NHL,,
mikitst01,First Team All-Star,1967,NHL,,C
breweca01,Second Team All-Star,1969,NHL,,D
thompti01,Second Team All-Star,1930,NHL,,G
drydeda01,Hatskin,1978,WHA,Best Goaltender,
stewaga01,Calder,1942,NHL,,
cournyv01,Second Team All-Star,1970,NHL,,RW
hallgl01,First Team All-Star,1959,NHL,,G
kovalil01,First Team All-Star,2011,NHL,,LW
gorinbu01,Masterton,1977,NHL,,
redmomi01,Second Team All-Star,1973,NHL,,RW
lemiema01,Second Team All-Star,1986,NHL,,C
howarji01,All-Rookie,2009,NHL,,G
gretzwa01,Art Ross,1982,NHL,,
stamkst01,Richard,2009,NHL,shared,
masonst01,Second Team All-Star,2008,NHL,,G
langwro01,Norris,1982,NHL,,
priceca01,All-Rookie,2007,NHL,,G
sjobela01,First Team All-Star,1977,WHA,,D
howema01,Kaplan,1973,WHA,Rookie,
cookbi01,Second Team All-Star,1933,NHL,,RW
graharo02,First Team All-Star,1974,WHA,,G
houslph01,Second Team All-Star,1991,NHL,,D
oconnbu01,Lady Byng,1947,NHL,,
zhamnal01,Second Team All-Star,1994,NHL,,C
ftorero01,Second Team All-Star,1977,WHA,,C
cleghod01,Art Ross,1918,NHL,,
mogilal01,Second Team All-Star,1995,NHL,,RW
hainsge01,Vezina,1927,NHL,,
larocmi01,Vezina,1976,NHL,shared,
francro01,Lady Byng,1997,NHL,,
reardke01,Second Team All-Star,1948,NHL,,D
conacch01,Second Team All-Star,1931,NHL,,RW
nighbfr01,Lady Byng,1924,NHL,,
macouja01,All-Rookie,1983,NHL,,D
shoreed01,First Team All-Star,1930,NHL,,D
jagrja01,First Team All-Star,2005,NHL,,RW
hallgl01,Second Team All-Star,1955,NHL,,G
harvedo01,Norris,1957,NHL,,
havlama01,All-Rookie,2000,NHL,,F
hejdumi01,Second Team All-Star,2002,NHL,,RW
eschero01,Jennings,2002,NHL,shared,
turcoma01,Crozier,2000,NHL,,
roachjo01,First Team All-Star,1932,NHL,,G
harvedo01,First Team All-Star,1952,NHL,,D
harvedo01,Norris,1960,NHL,,
datsypa01,Lady Byng,2006,NHL,,
nasluma02,First Team All-Star,2003,NHL,,LW
waltomi01,Second Team All-Star,1973,WHA,,RW
plantja01,Vezina,1957,NHL,,
verstkr01,All-Rookie,2008,NHL,,F
esposph01,Second Team All-Star,1974,NHL,,C
robitlu01,All-Rookie,1986,NHL,,LW
roypa01,First Team All-Star,1989,NHL,,G
orrbo01,First Team All-Star,1971,NHL,,D
skinnje01,Calder,2010,NHL,,
kennete01,Second Team All-Star,1953,NHL,,C
howego01,Second Team All-Star,1958,NHL,,RW
drydeke01,Vezina,1976,NHL,shared,
henryca01,Lady Byng,1957,NHL,,
nabokev01,Calder,2000,NHL,,
richama01,Second Team All-Star,1951,NHL,,RW
stevesc01,Second Team All-Star,1991,NHL,,D
brimsfr01,Second Team All-Star,1939,NHL,,G
stlouma01,Second Team All-Star,2006,NHL,,RW
roypa01,Vezina,1991,NHL,,
greente01,Second Team All-Star,1968,NHL,,D
lemiema01,Art Ross,1987,NHL,,
nighbfr01,Lady Byng,1925,NHL,,
gretzwa01,Hart,1979,NHL,,
roypa01,Vezina,1989,NHL,,
jagrja01,First Team All-Star,1997,NHL,,RW
langwro01,Norris,1983,NHL,,
kerrda01,First Team All-Star,1939,NHL,,G
burepa01,Second Team All-Star,2000,NHL,,RW
mikitst01,Second Team All-Star,1964,NHL,,C
oconnbu01,Second Team All-Star,1947,NHL,,C
robitlu01,First Team All-Star,1988,NHL,,LW
macinal01,First Team All-Star,1990,NHL,,D
whitebi01,Second Team All-Star,1973,NHL,,D
richama01,First Team All-Star,1947,NHL,,RW
clarkwe01,All-Rookie,1985,NHL,,LW
howego01,Second Team All-Star,1960,NHL,,RW
roypa01,Vezina,1988,NHL,,
prongch01,First Team All-Star,1999,NHL,,D
mosdeke01,Second Team All-Star,1954,NHL,,C
howego01,Second Team All-Star,1955,NHL,,RW
mikitst01,Lady Byng,1966,NHL,,
coffepa01,Second Team All-Star,1983,NHL,,D
gretzwa01,Conn Smythe,1987,NHL,,
hullbo01,Second Team All-Star,1977,WHA,,LW
seibeea01,Second Team All-Star,1940,NHL,,D
kellyre01,First Team All-Star,1952,NHL,,D
meekeho01,Calder,1946,NHL,,
jarrega01,Second Team All-Star,1972,WHA,,LW
nieuwjo01,King Clancy,1994,NHL,,
schmimi01,First Team All-Star,1939,NHL,,C
wortero01,Second Team All-Star,1931,NHL,,G
graharo02,Second Team All-Star,1975,WHA,,G
thompti01,Vezina,1932,NHL,,
kovalil01,Second Team All-Star,2003,NHL,,LW
crawfja01,First Team All-Star,1945,NHL,,D
kurrija01,Second Team All-Star,1985,NHL,,RW
leetcbr01,Second Team All-Star,1990,NHL,,D
bossymi01,First Team All-Star,1980,NHL,,RW
smithge01,All-Rookie,1989,NHL,,D
savarse01,Second Team All-Star,1978,NHL,,D
trottbr01,Art Ross,1978,NHL,,
ovechal01,Richard,2008,NHL,,
sakicjo01,First Team All-Star,2001,NHL,,C
bourqra01,First Team All-Star,1989,NHL,,D
henryca01,Second Team All-Star,1957,NHL,,LW
harvedo01,First Team All-Star,1956,NHL,,D
sandsto01,All-Rookie,1984,NHL,,RW
roypa01,Jennings,1987,NHL,shared,
bourqra01,First Team All-Star,1979,NHL,,D
nealja01,First Team All-Star,2011,NHL,,RW
murzyda01,All-Rookie,1985,NHL,,D
shuttst01,First Team All-Star,1976,NHL,,LW
sawchte01,Second Team All-Star,1962,NHL,,G
warwigr01,Calder,1941,NHL,,
zubovse01,Second Team All-Star,2005,NHL,,D
redmomi01,First Team All-Star,1972,NHL,,RW
vailer01,Calder,1974,NHL,,
larmest01,All-Rookie,1982,NHL,,RW
durnabi01,First Team All-Star,1943,NHL,,G
selbybr01,Calder,1965,NHL,,
stlouma01,Lady Byng,2010,NHL,,
ratelje01,Lady Byng,1971,NHL,,
smithsi01,Lady Byng,1954,NHL,,
sakicjo01,Conn Smythe,1995,NHL,,
bourqra01,First Team All-Star,1987,NHL,,D
middlri01,Lady Byng,1981,NHL,,
bourqra01,First Team All-Star,1993,NHL,,D
turcoma01,Second Team All-Star,2002,NHL,,G
graharo02,Hatskin,1974,WHA,Best Goaltender,
dejorde01,Vezina,1966,NHL,shared,
howego01,Art Ross,1956,NHL,,
masonst01,All-Rookie,2008,NHL,,G
gretzwa01,Second Team All-Star,1989,NHL,,C
pennest01,All-Rookie,1984,NHL,,G
daleyjo01,Second Team All-Star,1976,WHA,,G
mullejo01,First Team All-Star,1988,NHL,,RW
tardima01,Howe,1977,WHA,MVP,
richama01,First Team All-Star,1944,NHL,,RW
mikitst01,First Team All-Star,1963,NHL,,C
potvide01,Norris,1977,NHL,,
richama01,Second Team All-Star,1956,NHL,,RW
neelyca01,Second Team All-Star,1990,NHL,,RW
careyji01,First Team All-Star,1995,NHL,,G
gretzwa01,Art Ross,1989,NHL,,
blaketo01,First Team All-Star,1939,NHL,,LW
jagrja01,Pearson,2005,NHL,,
parenbe01,Vezina,1974,NHL,,
parkbr01,First Team All-Star,1973,NHL,,D
ovechal01,Second Team All-Star,2010,NHL,,LW
martiri01,Second Team All-Star,1976,NHL,,LW
riggipa01,Second Team All-Star,1983,NHL,,G
loweke01,King Clancy,1989,NHL,,
lundqhe01,Vezina,2011,NHL,,
lafonpa01,Masterton,1994,NHL,,
goodfeb01,Hart,1939,NHL,,
raynech01,Second Team All-Star,1949,NHL,,G
coffepa01,Second Team All-Star,1982,NHL,,D
trembjc01,Murphy,1974,WHA,Best Defenceman,
dionnma01,Pearson,1978,NHL,,
bourqra01,Second Team All-Star,1985,NHL,,D
cloutre01,First Team All-Star,1978,WHA,,RW
stevesc01,Conn Smythe,1999,NHL,,
kellyre01,Lady Byng,1950,NHL,,
chelich01,Messier,2006,NHL,,
stevesc01,Plus-Minus,1993,NHL,,
gareda01,Second Team All-Star,1979,NHL,,RW
zalapza01,All-Rookie,1988,NHL,,D
roussbo01,Calder,1961,NHL,,
fedorse01,First Team All-Star,1993,NHL,,C
mosiebi01,Lady Byng,1944,NHL,,
howema01,First Team All-Star,1982,NHL,,D
pilotpi01,First Team All-Star,1965,NHL,,D
haywabr01,Jennings,1986,NHL,shared,
crawfco01,All-Rookie,2010,NHL,,G
lemiema01,First Team All-Star,1996,NHL,,C
gretzwa01,Pearson,1981,NHL,,
harmogl01,Second Team All-Star,1948,NHL,,D
mikitst01,First Team All-Star,1966,NHL,,C
brodema01,First Team All-Star,2003,NHL,,G
smithsi01,First Team All-Star,1954,NHL,,LW
trembjc01,Murphy,1972,WHA,Best Defenceman,
leetcbr01,First Team All-Star,1991,NHL,,D
cowlebi01,First Team All-Star,1943,NHL,,C
thornjo01,Second Team All-Star,2002,NHL,,C
theodjo01,Crozier,2001,NHL,,
staplpa01,First Team All-Star,1973,WHA,,D
schneco01,Jennings,2010,NHL,shared,
howego01,First Team All-Star,1974,WHA,,RW
gretzwa01,Art Ross,1980,NHL,,
gainebo01,Selke,1978,NHL,,
bourqra01,First Team All-Star,1995,NHL,,D
weighdo01,King Clancy,2010,NHL,,
messima01,Hart,1989,NHL,,
gilbero01,First Team All-Star,1971,NHL,,RW
hullbo01,Second Team All-Star,1975,WHA,,LW
stewaja01,First Team All-Star,1942,NHL,,D
quackbi01,Lady Byng,1948,NHL,,
tardima01,Hunter,1977,WHA,Scoring,
worslgu01,First Team All-Star,1967,NHL,,G
sakicjo01,Plus-Minus,2000,NHL,tie,
carlewa01,Second Team All-Star,1973,WHA,,C
blaketo01,First Team All-Star,1944,NHL,,LW
sedinda01,Second Team All-Star,2009,NHL,,LW
brodema01,Jennings,2009,NHL,,
kellyre01,First Team All-Star,1956,NHL,,D
bouchfr01,Second Team All-Star,1930,NHL,,C
hullbo01,First Team All-Star,1973,WHA,,LW
coffepa01,Norris,1994,NHL,,
dionnma01,Second Team All-Star,1980,NHL,,C
esposph01,Hart,1968,NHL,,
lidstni01,Second Team All-Star,2009,NHL,,D
fernama01,Jennings,2008,NHL,shared,
lindrer01,All-Rookie,1992,NHL,,C
orrbo01,Norris,1973,NHL,,
larocmi01,Vezina,1977,NHL,shared,
crosbsi01,Pearson,2006,NHL,,
maddejo01,Selke,2000,NHL,,
malkiev01,Hart,2011,NHL,,
oatesad01,Second Team All-Star,1990,NHL,,C
drillgo01,Second Team All-Star,1941,NHL,,RW
gretzwa01,Lady Byng,1998,NHL,,
myersty01,All-Rookie,2009,NHL,,D
brodema01,Vezina,2007,NHL,,
yzermst01,All-Rookie,1983,NHL,,C
lindste01,First Team All-Star,1949,NHL,,LW
trottbr01,Second Team All-Star,1981,NHL,,C
howego01,First Team All-Star,1957,NHL,,RW
gretzwa01,Second Team All-Star,1979,NHL,,C
stanlal01,Second Team All-Star,1965,NHL,,D
suterga01,All-Rookie,1985,NHL,,D
gretzwa01,Hart,1985,NHL,,
gretzwa01,Lady Byng,1990,NHL,,
laflegu01,Art Ross,1975,NHL,,
elliobr01,Jennings,2011,NHL,shared,
wilsodo01,First Team All-Star,1981,NHL,,D
leclajo01,Second Team All-Star,1996,NHL,,LW
gillicl01,First Team All-Star,1978,NHL,,LW
robinla01,First Team All-Star,1976,NHL,,D
gretzwa01,First Team All-Star,1983,NHL,,C
selante01,Richard,1998,NHL,,
blakero01,Second Team All-Star,1999,NHL,,D
hejdumi01,Richard,2002,NHL,,
mironbo01,All-Rookie,1993,NHL,,D
stevesc01,First Team All-Star,1987,NHL,,D
hullbo01,First Team All-Star,1961,NHL,,LW
grahadi01,Selke,1990,NHL,,
orrbo01,Norris,1969,NHL,,
vachoro01,Second Team All-Star,1976,NHL,,G
kanepa01,First Team All-Star,2009,NHL,,RW
bullehy01,Second Team All-Star,1951,NHL,,D
whitebi01,Second Team All-Star,1972,NHL,,D
conacro01,First Team All-Star,1948,NHL,,LW
tkachke01,Second Team All-Star,1997,NHL,,LW
hodgeke01,First Team All-Star,1970,NHL,,RW
wardro01,Second Team All-Star,1972,WHA,,C
reibedu01,Lady Byng,1955,NHL,,
lecavvi01,Richard,2006,NHL,,
lemiema01,Pearson,1987,NHL,,
goulemi01,Second Team All-Star,1982,NHL,,LW
gretzwa01,Pearson,1986,NHL,,
hullbo01,Davidson,1972,WHA,MVP,
jagrja01,Art Ross,1999,NHL,,
quackbi01,First Team All-Star,1948,NHL,,D
quackbi01,First Team All-Star,1947,NHL,,D
gardich01,First Team All-Star,1930,NHL,,G
breweca01,First Team All-Star,1962,NHL,,D
selante01,Calder,1992,NHL,,
kingkr01,King Clancy,1995,NHL,,
dumarwo01,Second Team All-Star,1940,NHL,,LW
olmstbe01,Second Team All-Star,1952,NHL,,LW
