playerid,year,stint,tmid,w,l,sa,ga
ramoka01,2008,1,TBL,1,3,13,5
caronse01,2005,1,PIT,0,3,10,6
fernama01,2005,1,MIN,4,2,19,4
lehtoka01,2007,1,ATL,4,3,18,5
gigueje01,2005,1,ANA,3,7,31,12
kolesvi01,2005,1,COL,1,0,7,0
andercr01,2011,1,OTT,6,1,25,7
bryzgil01,2006,1,AND,0,4,13,6
pavelon01,2011,1,WPG,3,3,20,8
smithmi02,2007,1,DAL,2,0,6,0
macdojo01,2010,1,DET,1,2,9,2
raycran01,2010,1,DAL,2,0,6,1
wardca01,2005,1,CAR,1,0,3,0
brodema01,2010,1,NJD,1,1,9,2
dunhami01,2005,1,ATL,0,2,4,3
gustajo01,2009,1,TOR,2,1,7,3
hardijo01,2011,1,MIN,5,3,23,5
lehtoka01,2010,1,DAL,3,7,33,14
raycran01,2008,1,COL,2,0,8,1
howarji01,2010,1,DET,3,2,17,2
masonch02,2011,1,WPG,1,1,8,3
conklty01,2011,1,DET,1,0,3,0
luongro01,2010,1,VAN,3,5,26,12
andercr01,2008,1,FLO,0,4,11,7
fleurma01,2005,1,PIT,0,2,5,4
tellqmi01,2005,1,TOR,1,1,5,2
lawsona01,2010,1,NYI,1,1,6,4
norrefr01,2007,1,CBS,0,4,10,4
millery01,2009,1,BUF,4,4,31,11
andercr01,2005,1,CHI,0,3,7,5
fleurma01,2010,1,PIT,8,2,38,6
turcoma01,2008,1,DAL,5,6,43,16
luongro01,2006,1,VAN,5,3,31,10
toskave01,2008,1,TOR,4,5,29,14
gigueje01,2009,1,AND,1,2,8,4
hedbejo01,2009,1,ATL,4,2,21,5
nabokev01,2011,1,NYI,5,1,18,4
niemian02,2009,1,CHI,6,2,32,6
grahajo01,2005,1,TBL,4,1,16,4
gerbema01,2010,1,EDM,1,0,4,1
lehtoka01,2008,1,ATL,4,1,22,5
khabini01,2007,1,CHI,2,4,19,7
dipieri01,2007,1,NYI,3,2,21,6
garonma01,2005,1,LAK,4,1,16,3
macdojo01,2006,1,DET,0,1,7,3
dubiewa01,2009,1,MIN,1,0,2,0
nabokev01,2007,1,SJS,6,6,40,18
nabokev01,2008,1,SJS,5,4,32,11
nabokev01,2006,1,SJS,2,1,10,4
nabokev01,2009,1,SJS,6,6,50,13
garonma01,2011,1,TBL,1,1,6,1
backsni01,2010,1,MIN,1,4,17,8
auldal01,2007,2,BOS,2,3,15,5
conklty01,2007,1,PIT,2,3,15,7
auldal01,2011,1,OTT,0,1,4,3
legacma01,2008,1,STL,3,1,13,4
theodjo01,2008,1,WAS,4,4,22,6
sanfocu01,2007,1,VAN,0,1,4,2
millery01,2008,1,BUF,8,2,40,9
drouije01,2009,1,EDM,4,3,37,11
pavelon01,2011,1,WPG,3,3,20,8
mclenja01,2006,1,CAL,0,1,11,4
turcoma01,2008,1,DAL,5,6,43,16
bouchbr01,2009,1,PHI,1,2,7,4
leclapa01,2007,1,CBS,3,4,23,10
varlasi01,2009,1,WAS,3,4,33,9
ramoka01,2008,1,TBL,1,3,13,5
quickjo01,2011,1,LAK,6,8,47,16
thomati01,2007,1,BOS,3,4,18,6
rinnepe01,2009,1,NAS,6,3,45,11
fleurma01,2008,1,PIT,3,4,22,6
elliobr01,2008,1,OTT,2,2,16,6
hackema01,2011,1,MIN,1,0,5,2
hedbejo01,2009,1,ATL,4,2,21,5
auldal01,2009,1,DAL,2,2,15,2
nabokev01,2011,1,NYI,5,1,18,4
tellqmi01,2006,2,PHO,3,1,16,4
smithmi02,2011,1,PHO,6,8,46,15
dubnyde01,2011,1,EDM,5,2,27,7
toivoha01,2006,1,BOS,1,1,8,3
fleurma01,2009,1,PIT,6,2,23,6
vokouto01,2008,1,FLO,3,4,19,6
dipieri01,2006,1,NYI,5,4,44,9
bironma01,2008,1,PHI,2,3,17,5
norrefr01,2008,1,CBS,0,1,2,1
gerbema01,2006,1,OTT,1,2,10,3
lehtoka01,2009,1,DAL,1,0,4,0
aebisda01,2006,1,MTL,2,2,18,6
leclapa01,2005,1,CBS,4,2,18,4
sanfocu01,2011,1,CBS,2,3,15,5
osgooch01,2007,1,DET,2,3,16,8
bouchbr01,2005,1,PHO,1,0,3,0
crawfco01,2005,1,CHI,0,1,3,2
crawfco01,2010,1,CHI,4,3,19,3
schneco01,2008,1,VAN,0,1,3,3
lindban01,2011,1,NAS,1,0,3,0
kolziol01,2007,1,WAS,2,4,34,11
toskave01,2007,1,TOR,2,3,15,6
macdojo01,2008,1,NYI,3,3,15,6
ersbeer01,2007,1,LAK,1,1,10,2
toivoha01,2007,1,STL,1,2,9,2
toivoha01,2005,1,BOS,0,1,3,2
reimeja01,2011,1,TOR,2,1,8,3
irvinle01,2011,1,CAL,0,1,4,2
raycran01,2009,1,VAN,2,1,12,6
khabini01,2010,1,EDM,1,3,18,4
masonch02,2009,1,STL,5,3,28,8
greisth01,2009,1,SJS,1,0,6,0
elliobr01,2009,1,OTT,2,4,21,7
ramoka01,2007,1,TBL,0,1,2,2
raycran01,2006,1,TOR,3,6,32,13
budajpe01,2011,1,MTL,0,4,15,7
grahajo01,2006,1,CAR,0,1,3,2
pavelon01,2011,1,WPG,3,3,20,8
smithmi02,2006,1,DAL,1,0,3,0
clemmsc01,2011,1,FLO,2,3,20,7
masonst01,2011,1,CBS,2,2,10,4
theodjo01,2010,1,MIN,2,1,15,7
lehtoka01,2008,1,ATL,4,1,22,5
toskave01,2006,1,SJS,0,1,3,3
brodema01,2010,1,NJD,1,1,9,2
fleurma01,2009,1,PIT,6,2,23,6
hasekdo01,2005,1,OTT,2,4,16,6
theodjo01,2011,1,FLO,4,7,37,14
osgooch01,2008,1,DET,4,2,21,6
auldal01,2006,1,FLO,0,3,8,6
sabouda01,2007,1,PIT,4,1,26,6
legacma01,2009,1,CAR,2,2,16,4
munroad01,2005,1,CHI,0,1,4,2
fernama01,2006,1,MIN,7,1,32,9
scrivbe01,2011,1,TOR,1,1,5,2
ellisda01,2009,1,NAS,2,1,10,2
caronse01,2005,1,PIT,0,3,10,6
conklty01,2010,1,STL,0,2,7,6
hedbejo01,2005,1,DAL,4,0,17,3
dunhami01,2006,1,NYI,1,1,8,3
morrimi01,2005,1,EDM,5,2,24,6
kiprumi01,2008,1,CAL,3,2,14,3
lalimpa01,2008,1,BUF,0,3,10,4
nabokev01,2005,1,SJS,0,4,13,8
quickjo01,2010,1,LAK,10,0,44,8
masonch02,2005,1,NAS,2,0,5,0
bachmri01,2011,1,DAL,0,1,3,1
markkju01,2005,1,EDM,1,3,16,8
gigueje01,2009,1,AND,1,2,8,4
dipieri01,2010,1,NYI,2,1,9,3
howarji01,2011,1,DET,7,2,27,5
masonst01,2011,1,CBS,2,2,10,4
eschero01,2006,1,PHI,0,1,2,2
burkese01,2006,1,LAK,2,2,22,11
theodjo01,2009,1,WAS,2,2,16,7
auldal01,2010,1,MTL,0,1,4,1
bouchbr01,2009,1,PHI,1,2,7,4
pavelon01,2009,1,ATL,0,4,11,6
legacma01,2009,1,CAR,2,2,16,4
rolosdw01,2010,1,NYI,0,1,3,2
auldal01,2007,2,BOS,2,3,15,5
raycran01,2008,1,COL,2,0,8,1
gigueje01,2009,1,AND,1,2,8,4
schneco01,2011,1,VAN,2,1,8,3
turcoma01,2010,1,CHI,2,2,13,7
dubiewa01,2009,1,MIN,1,0,2,0
theodjo01,2010,1,MIN,2,1,15,7
leclapa01,2007,1,CBS,3,4,23,10
hedbejo01,2009,1,ATL,4,2,21,5
rinnepe01,2009,1,NAS,6,3,45,11
khabini01,2010,1,EDM,1,3,18,4
vokouto01,2005,1,NAS,4,3,20,8
lehtoka01,2008,1,ATL,4,1,22,5
labarja01,2011,1,PHO,0,2,11,7
brustba01,2006,1,LAK,1,1,5,1
smithmi02,2007,1,DAL,2,0,6,0
josepcu01,2008,1,TOR,2,1,11,3
sauveph01,2005,1,CAL,1,0,3,0
gerbema01,2007,1,OTT,2,2,16,5
budajpe01,2007,1,COL,1,2,9,4
irvinle01,2011,1,CAL,0,1,4,2
hardijo01,2005,1,MIN,1,0,3,1
backsni01,2008,1,MIN,5,2,21,5
hardijo01,2008,1,MIN,0,1,2,1
fleurma01,2005,1,PIT,0,2,5,4
nabokev01,2011,1,NYI,5,1,18,4
thibajo01,2006,1,PIT,1,1,5,3
norrefr01,2007,1,CBS,0,4,10,4
wardca01,2007,1,CAR,1,3,11,6
masonst01,2009,1,CBS,0,7,28,12
wardca01,2008,1,CAR,2,4,19,7
bacasja01,2006,1,STL,1,1,6,2
gerbema01,2007,1,OTT,2,2,16,5
belfoed01,2005,1,TOR,2,4,14,6
wardca01,2006,1,CAR,0,4,14,6
huetcr01,2008,1,CHI,2,2,12,5
lindban01,2011,1,NAS,1,0,3,0
bironma01,2005,1,BUF,2,3,12,5
legacma01,2006,1,STL,5,3,25,7
bishobe01,2008,1,STL,0,1,4,2
elliobr01,2009,1,OTT,2,4,21,7
brodema01,2006,1,NJD,10,6,60,20
nabokev01,2007,1,SJS,6,6,40,18
elliobr01,2008,1,OTT,2,2,16,6
wardca01,2009,1,CAR,1,3,13,7
bishobe01,2011,1,OTT,0,2,6,3
rolosdw01,2010,1,NYI,0,1,3,2
conklty01,2005,1,EDM,0,1,2,2
millery01,2008,1,BUF,8,2,40,9
elliobr01,2010,1,OTT,0,4,8,6
khabini01,2011,1,EDM,0,5,20,12
thomati01,2007,1,BOS,3,4,18,6
schneco01,2011,1,VAN,2,1,8,3
masonch02,2007,1,NAS,1,4,13,5
masonch02,2011,1,WPG,1,1,8,3
bernijo01,2009,1,LAK,1,0,6,0
andercr01,2005,1,CHI,0,3,7,5
dunhami01,2006,1,NYI,1,1,8,3
auldal01,2011,1,OTT,0,1,4,3
gigueje01,2007,1,AND,6,5,30,10
andercr01,2006,1,FLO,1,0,2,0
holmqjo01,2006,1,TBL,6,1,33,4
quickjo01,2011,1,LAK,6,8,47,16
dunhami01,2005,1,ATL,0,2,4,3
theodjo01,2005,1,MTL,1,1,6,1
kolesvi01,2005,1,COL,1,0,7,0
aebisda01,2005,1,COL,2,1,10,2
masonch02,2005,1,NAS,2,0,5,0
leclapa01,2007,1,CBS,3,4,23,10
rasktu01,2011,1,BOS,2,2,14,6
varlasi01,2011,1,COL,8,0,24,2
howarji01,2010,1,DET,3,2,17,2
mcelhcu01,2009,2,AND,1,2,8,4
osgooch01,2009,1,DET,1,2,8,4
halakja01,2011,1,STL,3,7,32,9
auldal01,2010,1,MTL,0,1,4,1
gustajo01,2011,1,TOR,1,3,11,4
bryzgil01,2010,1,PHO,4,5,32,11
budajpe01,2009,1,COL,0,1,5,1
raycran01,2006,1,TOR,3,6,32,13
backsni01,2009,1,MIN,2,7,38,14
lenevda01,2005,1,PHO,0,1,3,1
andercr01,2009,1,COL,7,4,51,16
elliobr01,2010,1,OTT,0,4,8,6
halakja01,2007,1,MTL,0,1,3,1
backsni01,2008,1,MIN,5,2,21,5
rinnepe01,2010,1,NAS,6,4,34,7
thomati01,2006,1,BOS,8,2,46,8
kolziol01,2006,1,WAS,1,5,17,9
elliobr01,2010,2,COL,2,1,10,1
rolosdw01,2011,1,TBL,2,2,15,5
crawfco01,2005,1,CHI,0,1,3,2
fleurma01,2007,1,PIT,1,0,3,0
brodema01,2005,1,NJD,8,3,38,9
lalimpa01,2005,1,STL,0,2,5,3
ellisda01,2007,1,NAS,2,1,9,4
leclapa01,2006,1,CBS,1,1,15,4
reimeja01,2010,1,TOR,1,3,11,3
gustajo01,2010,1,TOR,2,1,10,4
hasekdo01,2005,1,OTT,2,4,16,6
legacma01,2007,1,STL,2,3,17,4
noronmi01,2005,1,BUF,0,0,1,1
wardca01,2005,1,CAR,1,0,3,0
schneco01,2011,1,VAN,2,1,8,3
hedbejo01,2009,1,ATL,4,2,21,5
bironma01,2006,2,PHI,0,1,3,2
conklty01,2010,1,STL,0,2,7,6
millery01,2011,1,BUF,5,4,34,11
mclenja01,2005,1,FLO,0,1,4,2
nabokev01,2009,1,SJS,6,6,50,13
backsni01,2010,1,MIN,1,4,17,8
conklty01,2009,1,STL,2,2,10,5
wardca01,2011,1,CAR,1,4,14,6
aubinje01,2005,1,TOR,0,2,5,2
bacasja01,2006,1,STL,1,1,6,2
kolesvi01,2005,1,COL,1,0,7,0
bachmri01,2011,1,DAL,0,1,3,1
marksja02,2011,1,FLO,0,1,3,1
raycran01,2008,1,COL,2,0,8,1
conklty01,2008,1,DET,2,2,13,4
toskave01,2005,1,SJS,0,3,12,5
wardca01,2008,1,CAR,2,4,19,7
vokouto01,2007,1,FLO,5,6,41,11
neuvimi01,2011,1,WAS,3,2,17,7
conklty01,2007,1,PIT,2,3,15,7
dunhami01,2005,1,ATL,0,2,4,3
poulike01,2010,1,NYI,0,1,3,2
elliobr01,2011,1,STL,1,3,14,5
bouchbr01,2008,1,SJS,1,1,6,2
rolosdw01,2005,2,EDM,1,3,12,7
peterju01,2010,1,CAR,0,1,2,2
backsni01,2006,1,MIN,3,5,32,15
huetcr01,2007,1,MTL,2,3,13,5
bobrose01,2010,1,PHI,1,4,17,9
emeryra01,2007,1,OTT,1,3,15,7
osgooch01,2007,1,DET,2,3,16,8
lindban01,2011,1,NAS,1,0,3,0
conklty01,2006,1,CBS,1,1,5,2
vokouto01,2006,1,NAS,2,3,17,7
macdojo01,2010,1,DET,1,2,9,2
priceca01,2010,1,MTL,3,2,24,6
hillejo01,2010,1,AND,4,2,26,4
masonch02,2007,1,NAS,1,4,13,5
ellisda01,2009,1,NAS,2,1,10,2
drouije01,2008,1,EDM,1,0,3,0
caronse01,2005,1,PIT,0,3,10,6
luongro01,2008,1,VAN,3,4,29,8
dipieri01,2006,1,NYI,5,4,44,9
theodjo01,2005,1,MTL,1,1,6,1
budajpe01,2009,1,COL,0,1,5,1
huetcr01,2009,1,CHI,3,4,38,13
leighmi01,2009,1,CAR,1,0,3,0
gustajo01,2010,1,TOR,2,1,10,4
rasktu01,2010,1,BOS,1,1,5,2
bironma01,2009,1,NYI,2,1,8,3
peterju01,2011,1,CAR,0,2,6,3
legacma01,2007,1,STL,2,3,17,4
brodema01,2009,1,NJD,6,4,31,9
priceca01,2007,1,MTL,3,2,22,4
lehtoka01,2010,1,DAL,3,7,33,14
grahajo01,2005,1,TBL,4,1,16,4
hedbejo01,2005,1,DAL,4,0,17,3
khabini01,2009,1,EDM,2,2,12,4
conklty01,2009,1,STL,2,2,10,5
pavelon01,2010,1,ATL,3,5,24,9
masonch02,2006,1,NAS,4,2,20,6
lehtoka01,2006,1,ATL,7,4,30,10
thomati01,2007,1,BOS,3,4,18,6
eschero01,2006,1,PHI,0,1,2,2
bironma01,2008,1,PHI,2,3,17,5
emeryra01,2006,1,OTT,1,4,19,8
kolziol01,2005,1,WAS,4,5,44,15
bryzgil01,2011,1,PHI,3,5,25,13
lundqhe01,2006,1,NYR,8,4,50,9
reimeja01,2010,1,TOR,1,3,11,3
cloutda01,2007,1,LAK,1,0,4,1
morrimi01,2005,1,EDM,5,2,24,6
bryzgil01,2007,1,AND,0,1,3,1
dubnyde01,2009,1,EDM,2,1,11,3
fleurma01,2005,1,PIT,0,2,5,4
masonch02,2010,1,ATL,2,2,17,4
niittan01,2009,1,TBL,3,4,23,5
masonch02,2005,1,NAS,2,0,5,0
bironma01,2007,1,PHI,2,6,20,13
gerbema01,2007,1,OTT,2,2,16,5
weekeke01,2008,1,NJD,2,0,6,2
budajpe01,2007,1,COL,1,2,9,4
gigueje01,2007,1,AND,6,5,30,10
toskave01,2006,1,SJS,0,1,3,3
enrotjh01,2010,1,BUF,3,0,19,5
lundqhe01,2011,1,NYR,4,3,25,7
varlasi01,2011,1,COL,8,0,24,2
rolosdw01,2006,1,EDM,3,2,21,6
rolosdw01,2005,1,MIN,0,1,8,2
quickjo01,2008,1,LAK,4,1,14,4
osgooch01,2008,1,DET,4,2,21,6
kolesvi01,2005,1,COL,1,0,7,0
brodema01,2008,1,NJD,2,1,10,3
aebisda01,2005,1,COL,2,1,10,2
bouchbr01,2009,1,PHI,1,2,7,4
thomati01,2011,1,BOS,7,1,26,6
johnsch02,2009,1,NYR,0,1,5,2
raycran01,2008,1,COL,2,0,8,1
shielst01,2005,1,ATL,0,1,2,1
ramoka01,2008,1,TBL,1,3,13,5
brodema01,2006,1,NJD,10,6,60,20
lalimpa01,2008,1,BUF,0,3,10,4
dubiewa01,2006,1,NYI,2,0,6,1
halakja01,2011,1,STL,3,7,32,9
kiprumi01,2009,1,CAL,2,7,27,15
gigueje01,2009,2,TOR,1,2,8,4
luongro01,2007,1,VAN,6,8,54,15
smithmi02,2011,1,PHO,6,8,46,15
bishobe01,2008,1,STL,0,1,4,2
clemmsc01,2006,1,NJD,0,2,6,3
conklty01,2005,1,EDM,0,1,2,2
toskave01,2006,1,SJS,0,1,3,3
labarja01,2007,1,LAK,2,1,10,5
kiprumi01,2008,1,CAL,3,2,14,3
dubiewa01,2009,1,MIN,1,0,2,0
weekeke01,2008,1,NJD,2,0,6,2
elliobr01,2009,1,OTT,2,4,21,7
masonst01,2008,1,CBS,6,5,31,9
mclenja01,2005,1,FLO,0,1,4,2
valiqst01,2007,1,NYR,2,2,11,3
macdojo01,2006,2,BOS,0,1,3,2
montoal01,2010,1,NYI,0,2,9,3
garonma01,2010,1,CBS,1,3,12,4
huetcr01,2009,1,CHI,3,4,38,13
millery01,2005,1,BUF,3,2,17,5
hedbejo01,2010,1,NJD,2,1,11,3
masonch02,2008,1,STL,3,4,18,7
hardijo01,2011,1,MIN,5,3,23,5
aebisda01,2006,1,MTL,2,2,18,6
bironma01,2006,2,PHI,0,1,3,2
lundqhe01,2010,1,NYR,7,3,46,7
rolosdw01,2009,1,NYI,5,5,39,15
backsni01,2009,1,MIN,2,7,38,14
toskave01,2008,1,TOR,4,5,29,14
denisma01,2006,1,TBL,4,1,20,2
vokouto01,2007,1,FLO,5,6,41,11
millery01,2010,1,BUF,2,1,8,4
niittan01,2006,1,PHI,1,4,23,6
enrotjh01,2011,1,BUF,2,3,22,8
hardijo01,2005,1,MIN,1,0,3,1
vokouto01,2011,1,WAS,1,1,4,2
valiqst01,2008,1,NYR,1,2,12,3
osgooch01,2008,1,DET,4,2,21,6
halakja01,2007,1,MTL,0,1,3,1
huetcr01,2005,1,MTL,1,2,9,3
kolziol01,2007,1,WAS,2,4,34,11
norrefr01,2007,1,CBS,0,4,10,4
backsni01,2007,1,MIN,1,6,21,12
wardca01,2007,1,CAR,1,3,11,6
lundqhe01,2007,1,NYR,6,7,42,13
lindban01,2011,1,NAS,1,0,3,0
rolosdw01,2010,1,NYI,0,1,3,2
dipieri01,2007,1,NYI,3,2,21,6
thomati01,2005,1,BOS,2,6,31,9
thomati01,2009,1,BOS,5,5,33,9
bernijo01,2010,1,LAK,0,2,5,3
brodema01,2006,1,NJD,10,6,60,20
johnsbr02,2011,1,PIT,0,1,3,2
bironma01,2011,1,NYR,0,2,7,3
hillejo01,2008,1,AND,5,1,31,5
masonch02,2011,1,WPG,1,1,8,3
niittan01,2007,1,PHI,1,0,3,0
backsni01,2011,1,MIN,5,6,32,15
rolosdw01,2005,1,MIN,0,1,8,2
clemmsc01,2005,1,NJD,1,1,7,3
kolziol01,2005,1,WAS,4,5,44,15
masonst01,2011,1,CBS,2,2,10,4
fernama01,2006,1,MIN,7,1,32,9
ellisda01,2008,1,NAS,1,3,11,6
gerbema01,2006,1,OTT,1,2,10,3
aebisda01,2005,1,COL,2,1,10,2
fleurma01,2011,1,PIT,9,2,39,9
lalimpa01,2007,1,CHI,3,0,9,2
sanfocu01,2005,1,STL,3,5,25,10
dipieri01,2005,1,NYI,8,3,41,12
macdojo01,2010,1,DET,1,2,9,2
prusema01,2005,1,CBS,1,0,8,1
turcoma01,2009,1,DAL,4,8,53,15
masonch02,2006,1,NAS,4,2,20,6
ramoka01,2007,1,TBL,0,1,2,2
greisth01,2011,1,SJS,1,1,7,2
lundqhe01,2008,1,NYR,9,4,40,10
fleurma01,2006,1,PIT,9,5,39,9
osgooch01,2009,1,DET,1,2,8,4
khabini01,2005,1,CHI,2,1,15,5
masonst01,2008,1,CBS,6,5,31,9
andercr01,2006,1,FLO,1,0,2,0
priceca01,2009,1,MTL,2,3,17,5
backsni01,2006,1,MIN,3,5,32,15
josepcu01,2006,1,PHO,2,1,13,2
dubnyde01,2010,1,EDM,0,6,19,10
bishobe01,2010,1,STL,1,0,4,2
kiprumi01,2010,1,CAL,8,4,41,12
schaeno01,2005,1,SJS,1,0,4,1
hillejo01,2010,1,AND,4,2,26,4
rolosdw01,2010,2,TBL,3,3,24,6
raycran01,2006,1,TOR,3,6,32,13
rinnepe01,2011,1,NAS,4,5,30,9
brodema01,2010,1,NJD,1,1,9,2
rolosdw01,2005,2,EDM,1,3,12,7
bernijo01,2010,1,LAK,0,2,5,3
leighmi01,2009,1,CAR,1,0,3,0
dubnyde01,2011,1,EDM,5,2,27,7
huetcr01,2007,2,WAS,2,0,5,0
thomati01,2011,1,BOS,7,1,26,6
clemmsc01,2006,1,NJD,0,2,6,3
legacma01,2007,1,STL,2,3,17,4
fleurma01,2011,1,PIT,9,2,39,9
leclapa01,2008,1,CBS,0,1,3,2
emeryra01,2009,1,PHI,2,1,9,2
hedbejo01,2008,1,ATL,3,0,13,1
hardijo01,2008,1,MIN,0,1,2,1
hillejo01,2011,1,AND,3,7,40,17
johnsch02,2009,1,NYR,0,1,5,2
budajpe01,2008,1,COL,7,4,35,13
khabini01,2005,1,CHI,2,1,15,5
labarja01,2011,1,PHO,0,2,11,7
emeryra01,2011,1,CHI,1,3,13,5
khabini01,2010,1,EDM,1,3,18,4
osgooch01,2007,1,DET,2,3,16,8
hasekdo01,2007,1,DET,3,2,12,3
masonst01,2011,1,CBS,2,2,10,4
smithmi02,2009,1,TBL,1,3,14,5
quickjo01,2008,1,LAK,4,1,14,4
budajpe01,2010,1,COL,3,0,14,1
cloutda01,2005,1,VAN,0,1,2,2
turcoma01,2007,1,DAL,3,3,23,9
lundqhe01,2006,1,NYR,8,4,50,9
luongro01,2005,1,FLO,4,4,27,7
aebisda01,2006,1,MTL,2,2,18,6
valiqst01,2008,1,NYR,1,2,12,3
backsni01,2009,1,MIN,2,7,38,14
dubiewa01,2006,1,NYI,2,0,6,1
lawsona01,2010,1,NYI,1,1,6,4
hedbejo01,2010,1,NJD,2,1,11,3
masonch02,2005,1,NAS,2,0,5,0
danisya01,2009,1,NJD,0,1,3,3
wardca01,2005,1,CAR,1,0,3,0
niittan01,2007,1,PHI,1,0,3,0
luongro01,2010,1,VAN,3,5,26,12
vokouto01,2008,1,FLO,3,4,19,6
legacma01,2007,1,STL,2,3,17,4
osgooch01,2005,1,DET,2,1,8,2
hardijo01,2008,1,MIN,0,1,2,1
rolosdw01,2008,1,EDM,4,4,24,5
huetcr01,2007,1,MTL,2,3,13,5
hillejo01,2007,1,AND,2,1,12,5
poggeju01,2008,1,TOR,0,1,2,2
fleurma01,2010,1,PIT,8,2,38,6
burkese01,2005,1,TBL,2,3,11,5
bryzgil01,2010,1,PHO,4,5,32,11
kolziol01,2007,1,WAS,2,4,34,11
legacma01,2005,1,DET,2,2,17,7
pavelon01,2009,1,ATL,0,4,11,6
dipieri01,2009,1,NYI,1,0,8,3
garnemi01,2005,1,ATL,0,2,8,4
climima01,2008,1,DAL,1,0,3,2
theodjo01,2009,1,WAS,2,2,16,7
grahajo01,2006,1,CAR,0,1,3,2
leighmi01,2009,1,CAR,1,0,3,0
smithmi02,2010,1,TBL,1,0,4,0
montoal01,2011,1,NYI,2,2,13,5
ellisda01,2010,1,TBL,2,3,24,6
emeryra01,2007,1,OTT,1,3,15,7
clemmsc01,2008,1,NJD,2,1,12,3
dubiewa01,2009,1,MIN,1,0,2,0
fernama01,2006,1,MIN,7,1,32,9
