coachid,award,year,lgid,note
weilaco01c,First Team All-Star,1940,NHL,
sathegl01c,Jack Adams,1985,NHL,
dineebi01c,Schmertz,1976,WHA,
francbo01c,Jack Adams,2001,NHL,
patrile01c,First Team All-Star,1934,NHL,
demerja01c,Jack Adams,1987,NHL,
vigneal01c,Jack Adams,2006,NHL,
ruffli01c,Jack Adams,2005,NHL,
huculsa01c,Schmertz,1974,WHA,
rossar01c,Second Team All-Star,1942,NHL,
hartce01c,Second Team All-Star,1936,NHL,
boudrbr01c,Jack Adams,2007,NHL,
burnspa01c,Jack Adams,1997,NHL,
bowmasc01c,Jack Adams,1976,NHL,
krommbo01c,Jack Adams,1977,NHL,
irvindi01c,Second Team All-Star,1940,NHL,
irvindi01c,Second Team All-Star,1932,NHL,
patrile01c,First Team All-Star,1937,NHL,
quinnpa01c,Jack Adams,1979,NHL,
quennjo01c,Jack Adams,1999,NHL,
tippeda01c,Jack Adams,2009,NHL,
bouchfr01c,First Team All-Star,1941,NHL,
bylsmda01c,Jack Adams,2010,NHL,
brophjo01c,Schmertz,1978,WHA,
irvindi01c,First Team All-Star,1945,NHL,
patrile01c,First Team All-Star,1930,NHL,
adamsja01c,Second Team All-Star,1944,NHL,
patrile01c,First Team All-Star,1935,NHL,
irvindi01c,First Team All-Star,1943,NHL,
suttebr01c,Jack Adams,1990,NHL,
irvindi01c,Second Team All-Star,1934,NHL,
crawfma01c,Jack Adams,1994,NHL,
irvindi01c,First Team All-Star,1944,NHL,
thomppa01c,First Team All-Star,1939,NHL,
gormato01c,Second Team All-Star,1935,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
sherofr01c,Jack Adams,1973,NHL,
adamsja01c,First Team All-Star,1936,NHL,
tessior01c,Jack Adams,1982,NHL,
martija02c,Jack Adams,1998,NHL,
burnspa01c,Jack Adams,1992,NHL,
arboual01c,Jack Adams,1978,NHL,
demerja01c,Jack Adams,1986,NHL,
burnspa01c,Jack Adams,1988,NHL,
irvindi01c,Second Team All-Star,1933,NHL,
cherrdo01c,Jack Adams,1975,NHL,
pulfobo01c,Jack Adams,1974,NHL,
lemaija01c,Jack Adams,1993,NHL,
bowmasc01c,Jack Adams,1995,NHL,
patrile01c,First Team All-Star,1931,NHL,
patrile01c,First Team All-Star,1933,NHL,
dineebi01c,Schmertz,1977,WHA,
murrabr01c,Jack Adams,1983,NHL,
berenre01c,Jack Adams,1980,NHL,
gottsjo01c,Second Team All-Star,1945,NHL,
rossar01c,First Team All-Star,1938,NHL,
wattto01c,Jack Adams,1981,NHL,
dayha01c,Second Team All-Star,1943,NHL,
hitchke01c,Jack Adams,2011,NHL,
juliecl01c,Jack Adams,2008,NHL,
barbebi01c,Jack Adams,2000,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
quinnpa01c,Jack Adams,1991,NHL,
adamsja01c,First Team All-Star,1942,NHL,
tortojo01c,Jack Adams,2003,NHL,
keenami01c,Jack Adams,1984,NHL,
kelleja01c,Baldwin,1972,WHA,
nolante01c,Jack Adams,1996,NHL,
murdobo01c,Jack Adams,1989,NHL,
krommbo01c,Schmertz,1975,WHA,
rossar01c,Second Team All-Star,1937,NHL,
hartce01c,Second Team All-Star,1936,NHL,
cherrdo01c,Jack Adams,1975,NHL,
krommbo01c,Jack Adams,1977,NHL,
berenre01c,Jack Adams,1980,NHL,
lemaija01c,Jack Adams,2002,NHL,
dayha01c,Second Team All-Star,1943,NHL,
murdobo01c,Jack Adams,1989,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
barbebi01c,Jack Adams,2000,NHL,
burnspa01c,Jack Adams,1992,NHL,
quinnpa01c,Jack Adams,1991,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
dineebi01c,Schmertz,1977,WHA,
burnspa01c,Jack Adams,1988,NHL,
thomppa01c,First Team All-Star,1939,NHL,
rossar01c,Second Team All-Star,1942,NHL,
adamsja01c,First Team All-Star,1936,NHL,
sherofr01c,Jack Adams,1973,NHL,
sathegl01c,Jack Adams,1985,NHL,
patrile01c,First Team All-Star,1937,NHL,
quennjo01c,Jack Adams,1999,NHL,
patrile01c,First Team All-Star,1935,NHL,
weilaco01c,First Team All-Star,1940,NHL,
lemaija01c,Jack Adams,1993,NHL,
huculsa01c,Schmertz,1974,WHA,
irvindi01c,Second Team All-Star,1934,NHL,
bouchfr01c,First Team All-Star,1941,NHL,
rossar01c,Second Team All-Star,1937,NHL,
brophjo01c,Schmertz,1978,WHA,
duttore01c,Second Team All-Star,1938,NHL,
thomppa01c,Second Team All-Star,1941,NHL,
martija02c,Jack Adams,1998,NHL,
gormato01c,Second Team All-Star,1935,NHL,
quinnpa01c,Jack Adams,1979,NHL,
irvindi01c,Second Team All-Star,1940,NHL,
patrile01c,First Team All-Star,1934,NHL,
harribi01c,Baldwin,1973,WHA,
tessior01c,Jack Adams,1982,NHL,
keenami01c,Jack Adams,1984,NHL,
irvindi01c,First Team All-Star,1943,NHL,
dineebi01c,Schmertz,1976,WHA,
tippeda01c,Jack Adams,2009,NHL,
tortojo01c,Jack Adams,2003,NHL,
demerja01c,Jack Adams,1987,NHL,
irvindi01c,First Team All-Star,1945,NHL,
irvindi01c,Second Team All-Star,1932,NHL,
demerja01c,Jack Adams,1986,NHL,
boudrbr01c,Jack Adams,2007,NHL,
bylsmda01c,Jack Adams,2010,NHL,
arboual01c,Jack Adams,1978,NHL,
patrile01c,First Team All-Star,1931,NHL,
juliecl01c,Jack Adams,2008,NHL,
nolante01c,Jack Adams,1996,NHL,
pulfobo01c,Jack Adams,1974,NHL,
kelleja01c,Baldwin,1972,WHA,
hitchke01c,Jack Adams,2011,NHL,
patrile01c,First Team All-Star,1933,NHL,
bowmasc01c,Jack Adams,1976,NHL,
murrabr01c,Jack Adams,1983,NHL,
irvindi01c,First Team All-Star,1944,NHL,
adamsja01c,Second Team All-Star,1944,NHL,
gottsjo01c,Second Team All-Star,1945,NHL,
patrile01c,First Team All-Star,1932,NHL,
adamsja01c,First Team All-Star,1942,NHL,
rossar01c,First Team All-Star,1938,NHL,
krommbo01c,Schmertz,1975,WHA,
francbo01c,Jack Adams,2001,NHL,
krommbo01c,Schmertz,1975,WHA,
quinnpa01c,Jack Adams,1991,NHL,
patrile01c,First Team All-Star,1932,NHL,
sathegl01c,Jack Adams,1985,NHL,
dayha01c,Second Team All-Star,1943,NHL,
bouchfr01c,First Team All-Star,1941,NHL,
burnspa01c,Jack Adams,1988,NHL,
patrile01c,First Team All-Star,1930,NHL,
krommbo01c,Jack Adams,1977,NHL,
brophjo01c,Schmertz,1978,WHA,
rossar01c,First Team All-Star,1938,NHL,
irvindi01c,First Team All-Star,1945,NHL,
irvindi01c,First Team All-Star,1943,NHL,
burnspa01c,Jack Adams,1997,NHL,
arboual01c,Jack Adams,1978,NHL,
ruffli01c,Jack Adams,2005,NHL,
adamsja01c,First Team All-Star,1942,NHL,
dineebi01c,Schmertz,1976,WHA,
murdobo01c,Jack Adams,1989,NHL,
patrile01c,First Team All-Star,1937,NHL,
adamsja01c,First Team All-Star,1936,NHL,
berenre01c,Jack Adams,1980,NHL,
pulfobo01c,Jack Adams,1974,NHL,
weilaco01c,First Team All-Star,1940,NHL,
burnspa01c,Jack Adams,1992,NHL,
quennjo01c,Jack Adams,1999,NHL,
tessior01c,Jack Adams,1982,NHL,
gottsjo01c,Second Team All-Star,1945,NHL,
barbebi01c,Jack Adams,2000,NHL,
sherofr01c,Jack Adams,1973,NHL,
berenre01c,Jack Adams,1980,NHL,
pulfobo01c,Jack Adams,1974,NHL,
sathegl01c,Jack Adams,1985,NHL,
bowmasc01c,Jack Adams,1976,NHL,
irvindi01c,First Team All-Star,1943,NHL,
hartce01c,Second Team All-Star,1936,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
suttebr01c,Jack Adams,1990,NHL,
wattto01c,Jack Adams,1981,NHL,
rossar01c,Second Team All-Star,1937,NHL,
arboual01c,Jack Adams,1978,NHL,
bouchfr01c,First Team All-Star,1941,NHL,
demerja01c,Jack Adams,1986,NHL,
thomppa01c,Second Team All-Star,1941,NHL,
patrile01c,First Team All-Star,1935,NHL,
patrile01c,First Team All-Star,1931,NHL,
dayha01c,Second Team All-Star,1943,NHL,
juliecl01c,Jack Adams,2008,NHL,
ruffli01c,Jack Adams,2005,NHL,
rossar01c,First Team All-Star,1938,NHL,
cherrdo01c,Jack Adams,1975,NHL,
bouchfr01c,Second Team All-Star,1939,NHL,
bowmasc01c,Jack Adams,1995,NHL,
irvindi01c,Second Team All-Star,1933,NHL,
dineebi01c,Schmertz,1976,WHA,
irvindi01c,Second Team All-Star,1932,NHL,
irvindi01c,First Team All-Star,1945,NHL,
hitchke01c,Jack Adams,2011,NHL,
burnspa01c,Jack Adams,1992,NHL,
adamsja01c,First Team All-Star,1942,NHL,
harribi01c,Baldwin,1973,WHA,
burnspa01c,Jack Adams,1997,NHL,
rossar01c,Second Team All-Star,1942,NHL,
gormato01c,Second Team All-Star,1935,NHL,
patrile01c,First Team All-Star,1934,NHL,
tippeda01c,Jack Adams,2009,NHL,
patrile01c,First Team All-Star,1930,NHL,
murrabr01c,Jack Adams,1983,NHL,
kelleja01c,Baldwin,1972,WHA,
patrile01c,First Team All-Star,1937,NHL,
irvindi01c,Second Team All-Star,1934,NHL,
huculsa01c,Schmertz,1974,WHA,
tessior01c,Jack Adams,1982,NHL,
murdobo01c,Jack Adams,1989,NHL,
lemaija01c,Jack Adams,2002,NHL,
krommbo01c,Schmertz,1975,WHA,
martija02c,Jack Adams,1998,NHL,
patrile01c,First Team All-Star,1933,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
patrile01c,First Team All-Star,1932,NHL,
krommbo01c,Jack Adams,1977,NHL,
demerja01c,Jack Adams,1987,NHL,
quinnpa01c,Jack Adams,1979,NHL,
adamsja01c,First Team All-Star,1936,NHL,
irvindi01c,First Team All-Star,1944,NHL,
vigneal01c,Jack Adams,2006,NHL,
keenami01c,Jack Adams,1984,NHL,
duttore01c,Second Team All-Star,1938,NHL,
francbo01c,Jack Adams,2001,NHL,
weilaco01c,First Team All-Star,1940,NHL,
bylsmda01c,Jack Adams,2010,NHL,
quennjo01c,Jack Adams,1999,NHL,
dineebi01c,Schmertz,1977,WHA,
tortojo01c,Jack Adams,2003,NHL,
crawfma01c,Jack Adams,1994,NHL,
nolante01c,Jack Adams,1996,NHL,
quennjo01c,Jack Adams,1999,NHL,
patrile01c,First Team All-Star,1935,NHL,
irvindi01c,Second Team All-Star,1940,NHL,
demerja01c,Jack Adams,1987,NHL,
francbo01c,Jack Adams,2001,NHL,
vigneal01c,Jack Adams,2006,NHL,
gormato01c,Second Team All-Star,1935,NHL,
suttebr01c,Jack Adams,1990,NHL,
