season,daynum,wteam,wscore,lteam,lscore,wloc,numot
1990,136,1247,79,1379,63,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
1993,137,1417,81,1235,70,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
1995,138,1268,82,1400,68,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
1995,136,1242,82,1159,68,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2003,136,1281,72,1356,71,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2013,152,1257,72,1455,68,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
1989,137,1393,104,1137,81,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
1999,138,1163,78,1307,56,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
1990,145,1116,88,1400,85,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
1986,145,1257,84,1120,76,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
1986,138,1261,83,1272,81,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
1997,152,1246,78,1278,69,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2005,145,1257,93,1452,85,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",1
2011,137,1112,77,1272,75,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2007,139,1272,78,1305,62,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
1994,145,1112,92,1281,72,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
1998,136,1229,82,1397,81,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",1
1994,136,1269,78,1402,60,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
1994,136,1196,64,1241,62,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
1987,137,1431,98,1112,91,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",1
1999,136,1196,75,1335,61,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2011,136,1287,62,1257,61,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
1986,143,1261,70,1210,64,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
1985,137,1268,69,1275,68,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",1
2000,136,1268,74,1233,59,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
