season,slot,strongseed,weakseed
2011,R1В2,В02,W-15
2007,R2X1,Р1Х1,Р1Х8
1995,Р4В1,Р2В1,Р2В2
1995,R2-Y1,R1Y1,R1Y8
1994,R2Z3,R1З3,Р1З6
1991,R1Х3,X03,I14
2007,З16,Z16a,"Я не понимаю, о чем идет речь. Пожалуйста, уточните ваш запрос."
2008,Р6ЧХ,R5WХ,Р5YZ
2001,R1W1,Ул61,В16
1996,R1W1,Ул61,В16
2014,R1Х7,0x07,Десять
2008,R2W1,R1W1,Р1В8
1990,Р2В3,R1W3,R1V6
1986,Рэйни,R2-Y1,R2Y4
2000,R1V7,В07,Windows 10
2001,Р2В2,R2W2,Р2В3
2013,Р1Х1,X01,X16
2000,Р1З5,Z05,Зи12
1987,Р1Х1,X01,X16
2005,R1W5,W05,W12
1996,Р2В4,R1W4,R1W5
2002,R2Z3,R1З3,Р1З6
2013,R1З4,З04,Зи-тридцать
2009,Р2В2,R2W2,Р2В3
1999,Р1Я3,Йо3,2019
1998,R2Y3,Р1Я3,Р1Y6
1988,R1З4,З04,Зи-тридцать
2008,R4X1,Рекс-1,Рекс-2
1985,Р2В1,R2W1,Р2В4
1994,Р1Y6,2006,"Y11: 11-й год после Y0 (от английского «Year Zero») или Y11, как иногда называют этот год, обозначает год в любой хронологии, который начинается с цифры «11» и заканчивается на «1». Он соответствует периоду с 2011 года по 2012 год включительно."
2001,Р5YZ,Р4Я1,Р4З1
1985,R1Y7,2007,Десятая серия
2008,R1Y1,2001,Я-16
2008,R1Х4,X04,X13
2005,R1З8,З08,З-09
1985,R2X1,Р1Х1,Р1Х8
1997,R2Y4,R1Y4,Р1य5
1995,Р1Х8,X08,ХХХ13
1992,R2X1,Р1Х1,Р1Х8
2009,R1Y1,2001,Я-16
2012,R1V6,W06,В11
2014,R1x2,X02,X15
2014,R1Y8,8:00,Noo
2008,R5WХ,Р4В1,R4X1
1989,Р6ЧХ,R5WХ,Р5YZ
2004,Р2В3,R1W3,R1V6
2001,R1З8,З08,З-09
2001,R2Y4,R1Y4,Р1य5
2005,R1Y4,Четверг,Я-13
2000,Р2В1,R2W1,Р2В4
1986,Р1З6,З06,З-11
1985,Р6ЧХ,R5WХ,Р5YZ
1994,R2X1,Р1Х1,Р1Х8
1991,R1x2,X02,X15
1988,R2W1,R1W1,Р1В8
2007,Р2Х2,R1x2,R1Х7
1999,Р1य5,5,12-й
1998,Р4Я1,Рэйни,Р2Э
2013,R1W1,Ул61,В16
2000,Р1З2,Зо2,З15
2007,R1З4,З04,Зи-тридцать
1999,R1W1,Ул61,В16
1994,Р4Я1,Рэйни,Р2Э
2012,R1x2,X02,X15
1989,R5WХ,Р4В1,R4X1
1995,Р1Х1,X01,X16
2000,Р1Я3,Йо3,2019
2010,R1Y1,2001,Я-16
2001,Р1Х8,X08,ХХХ13
2000,R2X1,Р1Х1,Р1Х8
1990,Р1З1,Z01,З16
2005,Р4Я1,Рэйни,Р2Э
2008,Р1Y2,1943,15 лет
1990,R1Y1,2001,Я-16
1992,R1В2,В02,W-15
1994,R2X4,R1Х4,R1X-5
1993,R1x2,X02,X15
2006,Р1Х8,X08,ХХХ13
2003,Р2В3,R1W3,R1V6
2002,R2Z2,Р1З2,Р1З7
2012,Р1Я3,Йо3,2019
2003,R1x2,X02,X15
2010,R2Y3,Р1Я3,Р1Y6
2010,R4X1,Рекс-1,Рекс-2
2002,Р1В8,В08,W09
1992,Р2Х3,R1Х3,R1Х6
2001,Я-16,Я16а,"Я не вижу запроса на перевод в этом сообщении. Пожалуйста, предоставьте текст для перевода, и я с радостью выполню вашу просьбу."
1988,Р1З7,З07,З10
2013,"Y11: 11-й год после Y0 (от английского «Year Zero») или Y11, как иногда называют этот год, обозначает год в любой хронологии, который начинается с цифры «11» и заканчивается на «1». Он соответствует периоду с 2011 года по 2012 год включительно.",Y11a,"Я не вижу в вашем запросе текста для перевода. Пожалуйста, предоставьте текст, который нужно перевести с английского на русский язык, и я с радостью помогу вам."
2007,Р2В4,R1W4,R1W5
1993,R1В2,В02,W-15
1991,R1В2,В02,W-15
2004,R1Y7,2007,Десятая серия
1998,Р3З2,R2Z2,R2Z3
1992,R1W3,W03,W14
2011,Р3З2,R2Z2,R2Z3
2001,Р4З1,Р3З1,Р3З2
2008,R2Z4,R1З4,Р1З5
2011,Р1З1,Z01,З16
1986,R1W5,W05,W12
2013,R1Y7,2007,Десятая серия
1988,R1Y7,2007,Десятая серия
1990,Рекс-1,R2X1,R2X4
2012,R2-Y1,R1Y1,R1Y8
1990,R1V6,W06,В11
1988,R5WХ,Р4В1,R4X1
2000,R2Y3,Р1Я3,Р1Y6
1991,Р4В1,Р2В1,Р2В2
1987,R2Y4,R1Y4,Р1य5
1995,Р1य5,5,12-й
2002,Р2Э,R2Y2,R2Y3
2001,R1З3,З03,Зи-четырнадцать
1992,R1Y1,2001,Я-16
1985,Р2В3,R1W3,R1V6
2010,R1V6,W06,В11
2014,Р4З1,Р3З1,Р3З2
2000,R1В2,В02,W-15
1992,R2Z2,Р1З2,Р1З7
2014,Р4В1,Р2В1,Р2В2
1998,R1Х6,X06,X11
1989,Рэйни,R2-Y1,R2Y4
2005,Р1Я3,Йо3,2019
2003,R1W3,W03,W14
1996,R1W3,W03,W14
1989,R1Y4,Четверг,Я-13
1992,Р4В1,Р2В1,Р2В2
1992,R4X1,Рекс-1,Рекс-2
2001,R1Y7,2007,Десятая серия
1992,"Я не понимаю, о чем вы спрашиваете. Можете ли вы пояснить ваш запрос?",Р1З1,R1З8
2006,Р2В3,R1W3,R1V6
2003,Р1Y6,2006,"Y11: 11-й год после Y0 (от английского «Year Zero») или Y11, как иногда называют этот год, обозначает год в любой хронологии, который начинается с цифры «11» и заканчивается на «1». Он соответствует периоду с 2011 года по 2012 год включительно."
1994,R1V7,В07,Windows 10
2013,Рэйни,R2-Y1,R2Y4
1988,R1Y4,Четверг,Я-13
1995,R1Х7,0x07,Десять
2014,R2Y2,Р1Y2,R1Y7
