season,daynum,wteam,wscore,lteam,lscore,wloc,numot
1993,50,1199,95,1114,64,H,0
2009,47,1145,68,1298,63,H,0
2014,75,1374,58,1416,46,A,0
1991,101,1140,75,1361,55,H,0
1994,58,1461,73,1429,69,N,0
2005,18,1280,67,1388,54,N,0
1991,124,1110,70,1456,57,N,0
1989,114,1164,69,1299,66,A,0
2001,53,1209,74,1412,63,N,0
2011,87,1245,66,1123,53,A,0
2006,93,1102,71,1161,56,H,0
1995,68,1461,70,1161,69,A,0
1992,77,1261,115,1270,67,H,0
2011,100,1241,68,1180,54,A,0
2003,129,1409,81,1431,47,H,0
2001,79,1266,72,1378,68,H,0
2010,20,1206,69,1231,66,N,0
2001,40,1281,77,1387,73,H,0
2003,103,1130,76,1274,65,H,0
1999,68,1354,62,1288,44,H,0
1999,34,1282,49,1124,46,N,0
2008,34,1225,58,1186,49,H,0
2002,77,1151,79,1459,77,H,0
2007,92,1251,80,1421,65,H,0
2004,56,1193,60,1337,56,N,0
1998,18,1376,76,1268,72,N,0
1996,100,1380,72,1212,69,H,0
1995,117,1271,81,1224,66,A,0
1992,37,1395,66,1334,61,H,0
2009,130,1409,70,1412,67,N,0
1999,103,1270,86,1372,80,A,0
2007,110,1404,59,1389,58,H,0
1993,40,1365,85,1381,76,N,0
2007,26,1247,69,1384,60,A,0
1993,118,1301,68,1210,63,H,0
1994,96,1279,68,1376,62,H,0
1998,117,1419,94,1427,80,A,0
2010,102,1145,71,1265,56,H,0
2007,29,1321,61,1274,59,H,0
2011,117,1362,77,1258,75,H,0
2001,82,1385,82,1437,70,H,0
1996,114,1278,60,1326,57,H,0
2009,68,1440,103,1157,102,H,0
1995,96,1147,70,1198,68,A,0
2007,69,1231,73,1277,51,H,0
1987,54,1448,57,1423,56,H,0
1993,68,1209,60,1158,50,H,0
1988,39,1228,109,1227,53,H,0
1988,58,1323,64,1382,49,N,0
1994,89,1172,72,1151,71,H,0
2002,124,1354,59,1299,58,H,0
2000,113,1204,80,1459,77,H,1
1995,47,1143,82,1278,75,H,0
2013,6,1135,58,1127,49,A,0
1991,53,1184,80,1423,64,H,0
2010,51,1437,97,1174,63,H,0
2012,114,1328,77,1329,64,H,0
1989,112,1424,104,1253,74,H,0
2004,18,1129,76,1339,66,A,0
2009,68,1254,76,1447,61,A,0
2004,23,1345,61,1402,50,N,0
1996,86,1409,55,1166,52,H,0
2008,54,1313,76,1240,72,A,0
2003,59,1424,74,1236,62,H,0
2013,58,1361,72,1167,57,H,0
2011,51,1281,75,1228,64,N,0
1988,124,1246,78,1279,71,A,0
2008,82,1417,85,1333,62,A,0
1995,47,1147,115,1372,107,H,0
1995,89,1463,68,1162,55,H,0
2007,98,1365,74,1362,62,H,0
2007,75,1189,64,1111,63,A,0
2000,34,1145,89,1193,86,H,0
1985,58,1456,53,1306,45,N,0
2011,52,1280,69,1360,52,N,0
1998,99,1183,64,1398,56,A,0
1989,131,1278,78,1326,70,A,0
2006,129,1200,64,1247,62,N,0
1988,75,1150,68,1239,65,H,0
2011,27,1390,81,1177,74,N,1
2003,36,1251,77,1440,69,H,0
1985,60,1428,69,1184,62,H,0
2003,113,1405,66,1138,59,A,0
2011,100,1245,80,1185,70,H,0
1990,110,1453,64,1320,50,H,0
2010,75,1184,79,1369,63,H,0
2012,72,1400,61,1401,51,H,0
2000,31,1349,52,1322,49,H,0
2003,79,1220,66,1456,51,A,0
1997,94,1283,77,1166,71,H,0
1988,117,1241,63,1110,55,H,0
1988,73,1423,66,1144,50,A,0
2013,61,1283,77,1179,65,A,0
1988,103,1293,78,1398,70,A,0
2013,73,1335,54,1312,53,A,0
1988,99,1119,89,1193,73,H,0
1998,38,1222,57,1170,43,H,0
1992,72,1116,99,1280,78,H,0
2000,20,1379,88,1108,58,H,0
1994,96,1437,92,1130,86,H,0
2012,87,1324,92,1355,87,H,0
2011,110,1173,64,1182,63,H,0
1992,56,1389,60,1119,47,A,0
1992,65,1157,79,1172,62,H,0
1989,100,1257,69,1153,66,A,0
1995,119,1410,58,1249,54,A,0
1988,78,1371,82,1344,80,H,0
2014,47,1337,76,1223,64,H,0
2007,47,1452,76,1366,41,H,0
1987,113,1426,74,1419,71,H,0
2012,75,1368,67,1394,55,H,0
2004,121,1405,84,1141,76,A,0
1989,26,1360,68,1250,58,N,0
