abbreviation,name,city,country,province,established
NATO,North Atlantic Treaty Organization,Brussels,B,Brabant,1949-09-17
G-24,Group of 24,Brussels,B,Brabant,1972-01-01
OPANAL,Agency for the Prohibition of Nuclear Weapons in Latin America and the Caribbean,Mexico City,MEX,Distrito Federal,1967-02-14
IDB,Islamic Development Bank,Jeddah,SA,Saudi Arabia,1973-12-15
ICFTU,International Confederation of Free Trade Unions,Brussels,B,Brabant,1949-12-01
SAARC,South Asian Association for Regional Cooperation,Kathmandu,NEP,Nepal,1985-12-08
SADC,Southern African Development Community,Gaborone,RB,Botswana,1992-08-17
UNFICYP,United Nations Force in Cyprus,New York,USA,New York,1964-03-04
AFESD,Arab Fund for Economic and Social Development,,,,1968-05-16
CEPGL,Economic Community of the Great Lakes Countries,,,,1976-09-26
UDEAC,Central African Customs and Economic Union,Bangui,RCA,Central African Republic,1964-12-08
IADB,Inter-American Development Bank,Washington,USA,Distr. Columbia,1959-04-08
Sparteca,South Pacific Regional Trade and Economic Cooperation Agreement,,,,1981-01-01
UNIDO,United Nations Industrial Development Organization,Vienna,A,Vienna,1966-11-17
UNMOGIP,United Nations Military Observer Group in India and Pakistan,New York,USA,New York,1948-08-13
CACM,Central American Common Market,Guatemala City,GCA,Guatemala,1960-12-13
ECLAC,Economic Commission for Latin America and the Caribbean,Santiago,RCH,Chile,1948-02-25
EU,European Union,Brussels,B,Brabant,1992-02-07
FZ,Franc Zone,Paris,F,Ile de France,1945-12-20
UNIKOM,United Nations Iraq-Kuwait Observation Mission,New York,USA,New York,1991-04-09
ANC,North Atlantic Cooperation Council,Brussels,B,Brabant,1991-11-08
UNMOT,United Nations Mission of Observers in Tajikistan,New York,USA,New York,1994-12-16
APEC,Asia Pacific Economic Cooperation,Singapore,SGP,Singapore,1989-11-07
IFAD,International Fund for Agricultural Development,Rome,I,Lazio,1974-11-01
IMO,International Maritime Organization,London,GB,Greater London,1958-03-17
ISO,International Organization for Standardization,Geneva,CH,GE,1947-02-01
CCC,Customs Cooperation Council,Brussels,B,Brabant,1950-12-15
EADB,East African Development Bank,Kampala,EAU,Uganda,1967-06-06
CEEAC,Economic Community of Central African States,Libreville,G,Gabon,1983-10-18
UNHCR,United Nations Office of the High Commissioner for Refugees,Geneva,CH,GE,1949-12-03
UNAVEM III,United Nations Angola Verification Mission,New York,USA,New York,1988-12-20
WHO,World Health Organization,Geneva,CH,GE,1946-07-22
Caricom,Caribbean Community and Common Market,Georgetown,GUY,Guyana,1973-07-04
CP,Colombo Plan,Colombo,CL,Sri Lanka,1951-07-01
RG,Rio Group,,,,1988-01-01
UNITAR,United Nations Institute for Training and Research,,,,1963-12-11
G-77,Group of 77,,,,1967-10-01
WIPO,World Intellectual Property Organization,Geneva,CH,GE,1967-07-14
AsDB,Asian Development Bank,Manila,RP,Philippines,1966-12-19
LAES,Latin American Economic System,Caracas,YV,Distrito Federal,1975-10-17
IFRCS,International Federation of Red Cross and Red Crescent Societies,Geneva,CH,GE,1919-05-05
UNIFIL,United Nations Interim Force in Lebanon,New York,USA,New York,1978-03-19
WEU,Western European Union,Brussels,B,Brabant,1954-10-23
ICRM,International Red Cross and Red Crescent Movement,Geneva,CH,GE,1928-01-01
ANZUS,Australia-New Zealand-United States Security Treaty,Canberra,AUS,Australia Capital Territory,1951-09-01
G-2,Group of 2,,,,
