schoolid,schoolname,schoolcity,schoolstate,schoolnick
milligantn,Milligan College,Milligan College,TN,Buffaloes
rutgers,Rutgers University,New Brunswick,NJ,Scarlet Knights
latech,Louisiana Tech University,Ruston,LA,Bulldogs
byu,Brigham Young University,Provo,UT,Cougars
scarolina,University of South Carolina,Columbia,SC,Gamecocks
sanfran,University of San Francisco,San Francisco,CA,Dons
wheaton,Wheaton College,Wheaton,IL,Thunder
semost,Southeast Missouri State University,Cape Girardeau,MO,Red Hawks
gardwebb,Gardner-Webb University,Boiling Springs,NC,Bulldogs
lacollege,Louisiana College,Pineville,LA,Wildcats
nalabama,University of North Alabama,Florence,AL,Lions
neillinois,Northeastern Illinois University,Chicago,IL,
vandy,Vanderbilt University,Nashville,TN,Commodores
lehigh,Lehigh University,Bethlehem,PA,Mountain Hawks
millikin,Millikin University,Decatur,IL,Big Blue
ucdavis,"University of California, Davis",Davis,CA,Aggies
virginiast,Virginia State University,Petersburg,VA,Trojans
baldwalloh,Baldwin-Wallace College,Berea,OH,Yellow Jackets
viterbowi,Viterbo University,LaCrosse,WI,Hawks
tnmartin,University of Tennessee at Martin,Martin,TN,Skyhawks
concrdiamn,Concordia University,Saint Paul,MN,Golden Bears
presbytrn,Presbyterian College,Clinton,SC,Blue Hose
chicagost,Chicago State University,Chicago,IL,Cougars
bostoncoll,Boston College,Chestnut Hill,MA,Eagles
alabamaam,Alabama A&M University,Normal,AL,Bulldogs
georgewash,George Washington University,Washington,DC,Colonials
okstate,Oklahoma State University,Stillwater,OK,Cowboys
vmi,Virginia Military Institute,Lexington,VA,Keydets
swoklahoma,Southwestern Oklahoma State University,Weatherford,OK,Bulldogs
pugetsound,University of Puget Sound,Tacoma,WA,Loggers
bryant,Bryant College,Smithfield,RI,Bulldogs
arktech,Arkansas Tech University,Russellville,AR,Wonder Boys
temple,Temple University,Philadelphia,PA,Owls
brown,Brown University,Providence,RI,Bears
notredame,University of Notre Dame,South Bend,IN,Fighting Irish
winstsalst,Winston-Salem State University,Winston-Salem,NC,Rams
pennst,Pennsylvania State University,State College,PA,Nittany Lions
nebkearney,University of Nebraska at Kearney,Kearney,NE,Lopers
kentst,Kent State University,Kent,OH,Golden Flashes
mankatost,"Minnesota State University, Mankato",Mankato,MN,Mavericks
baylor,Baylor University,Waco,TX,Bears
loyolamary,Loyola Marymount University,Los Angeles,CA,Lions
alabama,University of Alabama,Tuscaloosa,AL,Crimson Tide
nwmost,Northwest Missouri State University,Maryville,MO,Bearcats
calstla,"California State University, Los Angeles",Los Angeles,CA,Golden Eagles
wistvnspt,University of Wisconsin-Stevens Point,Stevens Point,WI,Pointers
scstate,South Carolina State University,Orangeburg,SC,Bulldogs
lebvalley,Lebanon Valley College,Annville,PA,Flying Dutchmen
bridgeport,University of Bridgeport,Bridgeport,CT,Purple Knights
ballst,Ball State University,Muncie,IN,Cardinals
waynest,Wayne State University,Detroit,MI,Warriors
charlotte,University of North Carolina at Charlotte,Charlotte,NC,49ers
calipa,California University of Pennsylvania,California,PA,Vulcans
trinityct,Trinity College,Hartford,CT,Bantams
morganst,Morgan State University,Baltimore,MD,Bears
grambling,Grambling State University,Grambling,LA,Tigers
bostonuniv,Boston University,Boston,MA,Terriers
genevapa,Geneva College,Beaver Falls,PA,Golden Tornadoes
sflorida,University of South Florida,Tampa,FL,Bulls
richmond,University of Richmond,Richmond,VA,Spiders
batesme,Bates College,Lewiston,ME,Bobcats
valdostast,Valdosta State University,Valdosta,GA,Blazers
montevallo,University of Montevallo,Montevallo,AL,Falcons
fairldick,Fairleigh Dickinson University,Teaneck,NJ,Knights
colocollege,Colorado College,Colorado Springs,CO,Tigers
ulala,University of Louisiana at Lafayette,Lafayette,LA,Ragin' Cajuns
belmont,Belmont University,Nashville,TN,Bruins
hawaiihilo,University of Hawaii at Hilo,Hilo,HI,Vulcans
montanast,Montana State University,Bozeman,MT,Bobcats
hiramoh,Hiram College,Hiram,OH,Terriers
ucsb,"University of California, Santa Barbara",Santa Barbara,CA,Gauchos
umkc,University of Missouri-Kansas City,Kansas City,MO,Kangaroos
unc,University of North Carolina,Chapel Hill,NC,Tarheels
texas,University of Texas at Austin,Austin,TX,Longhorns
oglethrpga,Oglethorpe University,Atlanta,GA,Stormy Petrels
arkmont,University of Arkansas-Monticello,Monticello,AR,Boll Weevils
oberlinoh,Oberlin College,Oberlin,OH,Yeoman
azusapac,Azusa Pacific University,Azusa,CA,Cougars
depauwin,DePauw University,Greencastle,IN,Tigers
ithacany,Ithaca College,Ithaca,NY,Bombers
sacheart,Sacred Heart University,Fairfield,CT,Pioneers
ouachitab,Ouachita Baptist University,Arkadelphia,AR,Tigers
clarksonny,Clarkson University,Potsdam,NY,Knights
salabama,University of South Alabama,Mobile,AL,Jaguars
arizonast,Arizona State University,Tempe,AZ,Sun Devils
bowlgreen,Bowling Green State University,Bowling Green,OH,Falcons
uncgreen,University of North Carolina at Greensboro,Greensboro,NC,Spartans
huntercuny,"Hunter College, The City University of New York",New York,NY,Hawks
tamukvill,Texas A&M University-Kingsville,Kingsville,TX,Javelinas
tulane,Tulane University,New Orleans,LA,Green Wave
maine,University of Maine,Orono,ME,Black Bears
depaul,DePaul University,Chicago,IL,Blue Demons
mcneese,McNeese State University,Lake Charles,LA,Cowboys
mtolive,Mount Olive College,Mount Olive,NC,Trojans
mansfield,Mansfield University of Pennsylvania,Mansfield,PA,Mountaineers
washcolltn,Washington College (TN),Jonesborough,TN,
salemintl,Salem International University,Salem,WV,Tigers
cincy,University of Cincinnati,Cincinnati,OH,Bearcats
cmissouri,Central Missouri State University,Warrensburg,MO,Mules
baruchcuny,"Baruch College, The City University of New York",New York,NY,Bearcats
samhouston,Sam Houston State University,Huntsville,TX,Bearkats
lewclarkst,Lewis-Clark State College,Lewiston,ID,Warriors
kywesleyan,Kentucky Wesleyan College,Owensboro,KY,Panthers
tuftsma,Tufts University,Medford,MA,Jumbos
oregon,University of Oregon,Eugene,OR,Ducks
trnsylvnia,Transylvania University,Lexington,KY,Pioneers
thielpa,Thiel College,Greenville,PA,Tomcats
pittsbst,Pittsburg State University,Pittsburg,KS,Gorillas
washburn,Washburn University of Topeka,Topeka,KS,Ichabods
georgiasou,Georgia Southern University,Statesboro,GA,Eagles
utarl,University of Texas at Arlington,Arlington,TX,Mavericks
marist,Marist College,Poughkeepsie,NY,Red Foxes
stedwardtx,St. Edward's University,Austin,TX,Hilltoppers
jamesmad,James Madison University,Harrisonburg,VA,Dukes
austinpeay,Austin Peay State University,Clarksville,TN,Governors
iona,Iona College,New Rochelle,NY,Gaels
prairview,Prairie View A&M University,Prairie View,TX,Panthers
macmurryil,MacMurray College,Jacksonville,IL,Highlanders
stpeters,Saint Peter's College,Jersey City,NJ,Peacocks
davidson,Davidson College,Davidson,NC,Wildcats
loyolamd,Loyola College in Maryland,Baltimore,MD,Greyhounds
johnbrwnar,John Brown University,Siloam Springs,AR,Golden Eagles
sarkansas,Southern Arkansas University,Magnolia,AR,Muleriders
iawesleyan,Iowa Wesleyan College,Mount Pleasant,IA,Tigers
winthrop,Winthrop University,Rock Hill,SC,Eagles
emoryga,Emory University,Atlanta,GA,Eagles
muhlenberg,Muhlenberg College,Allentown,PA,Mules
arizona,University of Arizona,Tucson,AZ,Wildcats
wrightst,Wright State University,Dayton,OH,Raiders
nwstate,Northwestern State University of Louisiana,Natchitoches,LA,Demons
utahst,Utah State University,Logan,UT,Aggies
waynesburg,Waynesburg College,Waynesburg,PA,Yellow Jackets
nflorida,University of North Florida,Jacksonville,FL,Ospreys
wesleyanct,Wesleyan University,Middletown,CT,Cardinals
grovecity,Grove City College,Grove City,PA,Wolverines
washjeffpa,Washington & Jefferson College,Washington,PA,Presidents
michigan,University of Michigan,Ann Arbor,MI,Wolverines
elizbthtwn,Elizabethtown College,Elizabethtown,PA,Blue Jays
mosouthern,Missouri Southern State University-Joplin,Joplin,MO,Lions
stmartinwa,Saint Martin's College,Lacey,WA,Saints
macollege,Massachusetts College of Liberal Arts,North Adams,MA,Trailblazers
arkansaspb,University of Arkansas at Pine Bluff,Pine Bluff,AR,Golden Lions
hendrsonst,Henderson State University,Arkadelphia,AR,Reddies
linfieldor,Linfield College,McMinnville,OR,Wildcats
crdstritch,Cardinal Stritch University,Milwaukee,WI,Wolves
swtexas,Southwest Texas State University,San Marcos,TX,Bobcats
wlmpennia,William Penn University,Oskaloosa,IA,Statesmen
bakerks,Baker University,Baldwin City,KS,Wildcats
wflorida,University of West Florida,Pensacola,FL,Argonauts
tennessee,University of Tennessee,Knoxville,TN,Volunteers
colorado,University of Colorado,Boulder,CO,Buffaloes
nycortland,State University of New York College at Cortland,Cortland,NY,Red Dragons
ric,Rhode Island College,Providence,RI,Anchormen
pittsburgh,University of Pittsburgh,Pittsburgh,PA,Panthers
wichitast,Wichita State University,Wichita,KS,Shockers
denver,University of Denver,Denver,CO,Pioneers
nwestern,Northwestern University,Evanston,IL,Wildcats
savcolad,Savannah College of Art and Design,Savannah,GA,Bees
highpoint,High Point University,High Point,NC,Panthers
arkansasst,Arkansas State University,Jonesboro,AR,Indians
