playerid,yearid,gamenum,gameid,teamid,lgid,gp,startingpos
adcocjo01,1960,2,ALS196007130,ML1,NL,1.0,3.0
ageeto01,1966,0,NLS196607120,CHA,AL,1.0,
ageeto01,1967,0,ALS196707110,CHA,AL,1.0,
aguilri01,1991,0,ALS199107090,MIN,AL,1.0,
aguilri01,1992,0,NLS199207140,MIN,AL,1.0,
aguilri01,1993,0,ALS199307130,MIN,AL,1.0,
aguirha01,1962,1,ALS196207100,DET,AL,0.0,
aguirha01,1962,2,NLS196207300,DET,AL,1.0,
alexado01,1988,0,NLS198807120,DET,AL,0.0,
alfoned01,2000,0,NLS200007110,NYN,NL,1.0,
allendi01,1965,0,ALS196507130,PHI,NL,1.0,5.0
allendi01,1966,0,NLS196607120,PHI,NL,1.0,
allendi01,1967,0,ALS196707110,PHI,NL,1.0,5.0
allendi01,1970,0,NLS197007140,SLN,NL,1.0,3.0
allendi01,1972,0,NLS197207250,CHA,AL,1.0,3.0
allendi01,1973,0,ALS197307240,CHA,AL,0.0,
allendi01,1974,0,NLS197407230,CHA,AL,1.0,3.0
allenjo02,1938,0,NLS193807060,CLE,AL,1.0,
alleyge01,1967,0,ALS196707110,PIT,NL,1.0,6.0
alleyge01,1968,0,NLS196807090,PIT,NL,0.0,
allisbo01,1959,2,NLS195908030,WS1,AL,0.0,
allisbo01,1963,0,ALS196307090,MIN,AL,1.0,
allisbo01,1964,0,NLS196407070,MIN,AL,1.0,3.0
alomaro01,1990,0,NLS199007100,SDN,NL,1.0,
alomaro01,1991,0,ALS199107090,TOR,AL,1.0,4.0
alomaro01,1992,0,NLS199207140,TOR,AL,1.0,4.0
alomaro01,1993,0,ALS199307130,TOR,AL,1.0,4.0
alomaro01,1994,0,NLS199407120,TOR,AL,1.0,4.0
alomaro01,1995,0,ALS199507110,TOR,AL,1.0,
alomaro01,1996,0,NLS199607090,BAL,AL,1.0,4.0
alomaro01,1997,0,ALS199707080,BAL,AL,1.0,4.0
alomaro01,1998,0,NLS199807070,BAL,AL,1.0,4.0
alomaro01,1999,0,ALS199907130,CLE,AL,1.0,4.0
alomaro01,2000,0,NLS200007110,CLE,AL,1.0,4.0
alomaro01,2001,0,ALS200107100,CLE,AL,1.0,
alomasa01,1970,0,NLS197007140,CAL,AL,1.0,
alomasa02,1990,0,NLS199007100,CLE,AL,1.0,2.0
alomasa02,1991,0,ALS199107090,CLE,AL,1.0,2.0
alomasa02,1992,0,NLS199207140,CLE,AL,1.0,2.0
alomasa02,1996,0,NLS199607090,CLE,AL,1.0,
alomasa02,1997,0,ALS199707080,CLE,AL,1.0,
alomasa02,1998,0,NLS199807070,CLE,AL,1.0,
aloufe01,1962,1,ALS196207100,SFN,NL,1.0,
aloufe01,1966,0,NLS196607120,ATL,NL,0.0,
aloufe01,1968,0,NLS196807090,ATL,NL,1.0,
alouma01,1968,0,NLS196807090,PIT,NL,1.0,
alouma01,1969,0,ALS196907230,PIT,NL,1.0,8.0
aloumo01,1994,0,NLS199407120,MON,NL,1.0,
aloumo01,1997,0,ALS199707080,FLO,NL,1.0,
aloumo01,1998,0,NLS199807070,HOU,NL,1.0,
aloumo01,2001,0,ALS200107100,HOU,NL,1.0,
aloumo01,2004,0,NLS200407130,CHN,NL,1.0,
aloumo01,2005,0,ALS200507120,SFN,NL,1.0,
altmage01,1961,1,NLS196107110,CHN,NL,1.0,
wilheho01,1959,1,NLS195907070,BAL,AL,0.0,
eckerde01,1992,0,NLS199207140,OAK,AL,1.0,
garvest01,1985,0,ALS198507160,SDN,NL,1.0,3.0
cainma01,2009,0,NLS200907140,SFN,NL,0.0,
blassst01,1972,0,NLS197207250,PIT,NL,1.0,
niekrph01,1969,0,ALS196907230,ATL,NL,1.0,
sorenla01,1978,0,NLS197807110,ML4,AL,1.0,
powervi01,1959,1,NLS195907070,CLE,AL,1.0,
riverma01,2004,0,NLS200407130,NYA,AL,1.0,
elliobo01,1945,0,,PIT,NL,0.0,
pepitjo01,1964,0,NLS196407070,NYA,AL,1.0,
sanfoja02,1957,0,NLS195707090,PHI,NL,1.0,
beckegl01,1970,0,NLS197007140,CHN,NL,1.0,4.0
hunteca01,1973,0,ALS197307240,OAK,AL,1.0,1.0
smithoz01,1986,0,NLS198607150,SLN,NL,1.0,6.0
chandsp01,1946,0,ALS194607090,NYA,AL,0.0,
stargwi01,1965,0,ALS196507130,PIT,NL,1.0,7.0
rosepe01,1979,0,ALS197907170,PHI,NL,1.0,
yastrca01,1978,0,NLS197807110,BOS,AL,0.0,
simmote01,1974,0,NLS197407230,SLN,NL,0.0,
kurowwh01,1947,0,NLS194707080,SLN,NL,1.0,
blasido01,1958,0,ALS195807080,SLN,NL,1.0,
nettlgr01,1978,0,NLS197807110,NYA,AL,1.0,
cliftha01,1937,0,ALS193707070,SLA,AL,0.0,
sheffga01,1998,0,NLS199807070,LAN,NL,1.0,
brettge01,1985,0,ALS198507160,KCA,AL,1.0,5.0
gagneer01,2003,0,ALS200307150,LAN,NL,1.0,
dawsoan01,1983,0,ALS198307060,MON,NL,1.0,8.0
carrach01,1951,0,ALS195107100,CHA,AL,1.0,6.0
colavro01,1965,0,ALS196507130,CLE,AL,1.0,9.0
mastewa02,1948,0,ALS194807130,WS1,AL,1.0,1.0
coopewa01,1947,0,NLS194707080,NY1,NL,1.0,2.0
loesbi01,1957,0,NLS195707090,BAL,AL,1.0,
blantcy01,1941,0,ALS194107080,PHI,NL,0.0,
oliveal01,1980,0,NLS198007080,TEX,AL,1.0,
randowi01,1976,0,NLS197607130,NYA,AL,0.0,
goodmiv01,1939,0,ALS193907110,CIN,NL,1.0,9.0
lonboji01,1967,0,ALS196707110,BOS,AL,0.0,
raineti01,1981,0,ALS198108090,MON,NL,1.0,
koufasa01,1966,0,NLS196607120,LAN,NL,1.0,1.0
oswalro01,2007,0,NLS200707100,HOU,NL,0.0,
doerrbo01,1943,0,ALS194307130,BOS,AL,1.0,4.0
ryanbj01,2006,0,NLS200607110,TOR,AL,1.0,
carewro01,1983,0,ALS198307060,CAL,AL,1.0,3.0
hollaal01,1984,0,NLS198407100,PHI,NL,0.0,
blantcy01,1937,0,ALS193707070,PIT,NL,1.0,
dickebi01,1937,0,ALS193707070,NYA,AL,1.0,2.0
wrighcl01,1970,0,NLS197007140,CAL,AL,1.0,
mondari01,1968,0,NLS196807090,OAK,AL,1.0,
warddu01,1993,0,ALS199307130,TOR,AL,1.0,
marioma01,1945,0,,SLN,NL,0.0,
berrayo01,1959,1,NLS195907070,NYA,AL,0.0,
lollash01,1950,0,ALS195007110,SLA,AL,0.0,
willite01,1958,0,ALS195807080,BOS,AL,1.0,
macdomi01,2003,0,ALS200307150,KCA,AL,0.0,
isrinja01,2000,0,NLS200007110,OAK,AL,1.0,
braunry02,2011,0,NLS201107120,MIL,NL,,
elliobo01,1941,0,ALS194107080,PIT,NL,1.0,
bonilbo01,1988,0,NLS198807120,PIT,NL,1.0,5.0
moorejo02,1940,0,NLS194007090,NY1,NL,1.0,
wilheho01,1959,2,NLS195908030,BAL,AL,1.0,
baergca01,1995,0,ALS199507110,CLE,AL,1.0,4.0
blaloha01,2004,0,NLS200407130,TEX,AL,1.0,
porteda02,1974,0,NLS197407230,ML4,AL,0.0,
hurstbr01,1987,0,ALS198707140,BOS,AL,0.0,
eckstda01,2005,0,ALS200507120,SLN,NL,1.0,6.0
larkiba01,1988,0,NLS198807120,CIN,NL,1.0,
mayswi01,1959,2,NLS195908030,SFN,NL,1.0,8.0
russebi01,1976,0,NLS197607130,LAN,NL,1.0,
demarfr02,1937,0,ALS193707070,CHN,NL,1.0,8.0
fieldpr01,2007,0,NLS200707100,MIL,NL,1.0,3.0
renteed01,2004,0,NLS200407130,SLN,NL,1.0,6.0
boyerke01,1963,0,ALS196307090,SLN,NL,1.0,5.0
ruffire01,1934,0,NLS193407100,NYA,AL,1.0,
spahnwa01,1954,0,ALS195407130,ML1,NL,1.0,
repulri01,1956,0,ALS195607100,SLN,NL,1.0,
bradlmi01,2008,0,ALS200807150,TEX,AL,1.0,10.0
dykstle01,1990,0,NLS199007100,PHI,NL,1.0,8.0
offerjo01,1995,0,ALS199507110,LAN,NL,1.0,
rosebjo01,1961,1,NLS196107110,LAN,NL,0.0,
burgesm01,1955,0,NLS195507120,CIN,NL,1.0,
wettejo01,1996,0,NLS199607090,NYA,AL,0.0,
fingero01,1982,0,NLS198207130,ML4,AL,1.0,
maricju01,1971,0,ALS197107130,SFN,NL,1.0,
hentgpa01,1993,0,ALS199307130,TOR,AL,0.0,
jonesan01,2006,0,NLS200607110,ATL,NL,0.0,
hoffmtr01,2009,0,NLS200907140,MIL,NL,1.0,
patekfr01,1976,0,NLS197607130,KCA,AL,1.0,
oliveal01,1983,0,ALS198307060,MON,NL,1.0,3.0
rogerke01,2006,0,NLS200607110,DET,AL,1.0,1.0
arnovmo01,1939,0,ALS193907110,PHI,NL,0.0,
reyesjo01,2007,0,NLS200707100,NYN,NL,1.0,6.0
