playerid,yearid,stint,glf,gcf,grf
turnetu01,1895,1,31.0,9.0,15.0
gorege01,1892,1,0.0,50.0,3.0
walketi01,1923,1,26.0,0.0,0.0
earlebi01,1894,1,1.0,0.0,0.0
graneja01,1912,1,75.0,0.0,0.0
richbla01,1929,1,2.0,0.0,132.0
sullito01,1886,1,0.0,0.0,1.0
freigho01,1926,1,0.0,1.0,0.0
carrofr01,1887,1,8.0,33.0,5.0
sutclsy01,1888,1,0.0,0.0,4.0
kilroma01,1886,1,1.0,1.0,0.0
reilljo01,1887,1,1.0,6.0,2.0
riceha02,1952,1,77.0,4.0,5.0
burnsge01,1914,1,102.0,0.0,54.0
harpege02,1924,2,0.0,3.0,107.0
loudeba01,1913,1,0.0,1.0,4.0
laabsch01,1942,1,36.0,25.0,80.0
polhema01,1887,1,0.0,0.0,20.0
elliobo01,1940,1,4.0,31.0,113.0
smithal04,1953,1,4.0,0.0,35.0
eggleda01,1884,1,2.0,61.0,0.0
beeched02,1898,1,0.0,8.0,0.0
mcaleji01,1892,1,0.0,149.0,0.0
laabsch01,1946,1,6.0,0.0,66.0
pafkoan01,1950,1,0.0,138.0,6.0
holmeto01,1945,1,32.0,2.0,121.0
fogarji01,1886,1,0.0,1.0,59.0
libkeal01,1945,1,27.0,0.0,82.0
hugheto01,1904,2,0.0,2.0,0.0
williot01,1904,1,,,21.0
hollibu01,1898,1,2.0,26.0,0.0
muellhe02,1941,1,0.0,1.0,20.0
orsater01,1928,1,2.0,0.0,15.0
lyonsha01,1887,2,0.0,0.0,1.0
ryanji01,1886,1,38.0,8.0,24.0
wilmowa01,1888,1,119.0,0.0,0.0
foremfr01,1892,2,5.0,0.0,1.0
mchalbo01,1898,1,0.0,9.0,0.0
mazzeme01,1939,1,18.0,0.0,7.0
burkeje01,1904,1,147.0,0.0,0.0
jonesfi01,1907,1,0.0,154.0,0.0
gilleca01,1946,1,11.0,67.0,0.0
whitege01,1913,1,4.0,4.0,3.0
chappla01,1916,2,12.0,0.0,2.0
hartto01,1891,1,0.0,3.0,0.0
neisbe01,1927,2,6.0,9.0,7.0
quinnpa01,1875,1,0.0,1.0,1.0
terrybi01,1929,1,1.0,0.0,0.0
mattira01,1914,1,12.0,0.0,12.0
conefr01,1871,1,18.0,0.0,1.0
hamilbi01,1899,1,2.0,78.0,1.0
long01,1888,1,0.0,0.0,1.0
millebi02,1922,1,15.0,90.0,36.0
staintu01,1938,3,2.0,21.0,0.0
bennech01,1883,1,1.0,4.0,7.0
klingjo01,1901,1,0.0,0.0,1.0
piercgr01,1883,2,0.0,17.0,1.0
galatmi01,1936,1,6.0,9.0,27.0
fultzda01,1904,1,0.0,90.0,0.0
hornsro01,1921,1,6.0,0.0,0.0
mackco01,1888,1,2.0,0.0,2.0
byrdsa01,1929,1,6.0,16.0,32.0
heitmhe01,1910,1,15.0,11.0,2.0
harpege02,1926,1,44.0,8.0,8.0
krugear01,1910,1,47.0,0.0,0.0
bayha01,1902,1,3.0,0.0,0.0
westlwa01,1947,1,0.0,12.0,97.0
hendeha01,1884,1,1.0,0.0,2.0
brownto01,1888,1,6.0,2.0,99.0
dykesji01,1927,1,0.0,4.0,1.0
gordosi01,1952,1,142.0,0.0,0.0
tayloda01,1935,1,99.0,0.0,0.0
zettlge01,1872,2,0.0,0.0,1.0
willite01,1950,1,86.0,0.0,0.0
longda01,1890,1,0.0,21.0,0.0
mackife01,1946,1,0.0,71.0,1.0
metzlal01,1930,2,1.0,36.0,19.0
wyrosjo01,1952,2,2.0,1.0,87.0
buffich01,1890,1,1.0,2.0,2.0
brownea01,1938,1,2.0,0.0,0.0
danieja02,1952,1,13.0,0.0,75.0
fishebo01,1916,1,1.0,0.0,0.0
smithel01,1900,1,27.0,0.0,0.0
altroni01,1909,2,2.0,0.0,1.0
coopecl01,1917,1,9.0,3.0,2.0
frencwa01,1928,1,8.0,0.0,11.0
ashburi01,1951,1,0.0,154.0,0.0
whitejo01,1933,1,16.0,32.0,6.0
elybo01,1886,1,4.0,1.0,0.0
johnsji01,1925,1,2.0,0.0,18.0
johnsbo01,1942,1,148.0,0.0,1.0
dailyco01,1893,1,2.0,0.0,7.0
merklfr01,1908,1,2.0,0.0,3.0
stranpa01,1924,1,0.0,39.0,5.0
whitede01,1881,1,2.0,0.0,15.0
cramedo01,1932,1,0.0,45.0,42.0
mcdonji02,1902,1,0.0,0.0,2.0
hassebu01,1937,1,1.0,6.0,1.0
gormaja01,1884,1,4.0,0.0,0.0
weintph01,1934,1,12.0,9.0,0.0
donlimi01,1900,1,2.0,35.0,10.0
hattogr01,1946,1,2.0,0.0,0.0
delsiji01,1955,1,98.0,3.0,0.0
hurleje01,1889,1,0.0,0.0,1.0
fishere01,1910,1,14.0,0.0,5.0
lehnepa01,1951,1,6.0,0.0,0.0
booeev01,1914,1,4.0,1.0,0.0
youngba01,1942,1,0.0,54.0,0.0
morgabi02,1884,1,17.0,2.0,13.0
ganzeba01,1927,1,4.0,9.0,0.0
glennjo01,1874,1,2.0,1.0,17.0
willite01,1951,1,147.0,0.0,0.0
harrisp01,1926,1,7.0,11.0,48.0
westsa01,1927,1,5.0,8.0,5.0
neaglja01,1883,3,0.0,8.0,7.0
keelewi01,1906,1,1.0,0.0,151.0
wicklal01,1919,1,0.0,0.0,15.0
mcghebi01,1945,1,40.0,0.0,9.0
grothjo01,1947,1,1.0,0.0,0.0
holdsji01,1875,1,0.0,43.0,2.0
hoffmda01,1910,1,0.0,102.0,4.0
finnelo01,1942,1,3.0,1.0,92.0
lushbi01,1904,1,125.0,13.0,0.0
chartmi01,1944,1,4.0,0.0,3.0
orourmi01,1890,1,0.0,0.0,3.0
holmedu01,1898,2,113.0,0.0,0.0
myattge01,1945,1,1.0,0.0,31.0
burkeje01,1895,1,130.0,0.0,1.0
frencpa01,1917,1,0.0,0.0,1.0
cunnibe01,1888,1,1.0,0.0,0.0
speaktr01,1925,1,0.0,109.0,0.0
dorseje02,1911,1,0.0,1.0,0.0
leibone01,1915,1,0.0,52.0,0.0
moseswa01,1941,1,0.0,0.0,109.0
clarkea01,1928,1,0.0,27.0,0.0
gallajo02,1939,2,56.0,0.0,11.0
singtfr01,1938,1,0.0,0.0,17.0
onsloja01,1912,1,0.0,0.0,0.0
gardngi01,1887,1,0.0,0.0,11.0
clarkjo02,1898,1,2.0,0.0,4.0
gordosi01,1950,1,123.0,0.0,0.0
vanhage01,1896,1,0.0,133.0,0.0
hafeybu01,1936,1,0.0,18.0,10.0
jamiech01,1929,1,93.0,0.0,0.0
reynoca01,1933,1,123.0,2.0,0.0
thomaki01,1953,1,6.0,0.0,9.0
brownge01,1910,2,0.0,20.0,9.0
asbelji01,1938,1,7.0,0.0,3.0
heidrem01,1902,1,0.0,109.0,0.0
rothrja01,1937,1,6.0,52.0,0.0
campbbr01,1930,1,4.0,0.0,0.0
milesde01,1940,1,15.0,18.0,18.0
campbvi01,1912,1,0.0,144.0,0.0
leonaan01,1877,1,37.0,0.0,0.0
baldwki01,1889,1,1.0,1.0,2.0
hessot01,1907,1,2.0,0.0,0.0
coonejo01,1924,1,0.0,15.0,1.0
hamilbi01,1896,1,6.0,125.0,0.0
walketi01,1912,1,3.0,6.0,22.0
hahned01,1906,2,55.0,0.0,75.0
miksied01,1955,1,0.0,76.0,41.0
brodist01,1898,1,0.0,42.0,0.0
martiph01,1872,1,0.0,0.0,25.0
ortizro01,1950,1,0.0,0.0,19.0
lowrepe01,1949,2,77.0,1.0,0.0
moorejo01,1929,1,10.0,4.0,1.0
canavhu01,1918,1,1.0,1.0,0.0
sipekdi01,1945,1,14.0,0.0,17.0
walkecu01,1924,2,3.0,23.0,86.0
viaule01,1891,1,0.0,0.0,1.0
lemonji01,1954,1,1.0,0.0,32.0
millebi01,1902,1,0.0,0.0,1.0
colewi01,1910,1,0.0,22.0,0.0
greenji02,1954,1,137.0,0.0,0.0
wilmowa01,1893,1,84.0,10.0,0.0
harrifr01,1884,1,4.0,3.0,1.0
grahabe01,1884,2,0.0,25.0,15.0
heathje01,1949,1,26.0,0.0,5.0
moorege03,1940,1,0.0,0.0,6.0
kellyki01,1887,1,1.0,0.0,61.0
howariv01,1917,1,0.0,4.0,0.0
beatied01,1889,1,0.0,0.0,0.0
thrasbu01,1916,1,0.0,0.0,7.0
northhu01,1911,2,0.0,19.0,0.0
westma01,1929,1,1.0,1.0,0.0
milleha01,1916,1,0.0,2.0,1.0
welshji01,1925,1,7.0,1.0,109.0
marsaar01,1912,1,7.0,82.0,13.0
frencwa01,1923,1,0.0,10.0,0.0
foleycu01,1882,1,0.0,1.0,84.0
bannoji01,1896,1,2.0,1.0,73.0
holbebi01,1881,1,0.0,0.0,3.0
lushbi01,1895,1,4.0,0.0,1.0
mercewi01,1900,1,0.0,0.0,14.0
youngde01,1909,1,1.0,0.0,1.0
badgrre01,1930,1,4.0,14.0,43.0
mccosba01,1952,1,11.0,0.0,9.0
purcebl01,1882,1,78.0,5.0,0.0
congabu01,1902,1,0.0,5.0,41.0
kilroma01,1890,1,1.0,0.0,1.0
smithal01,1904,1,0.0,6.0,0.0
ferguch01,1887,1,2.0,4.0,0.0
moranpa01,1901,1,0.0,0.0,3.0
weathro01,1942,1,0.0,117.0,0.0
lejeula01,1915,1,0.0,18.0,0.0
murphwi01,1884,2,4.0,0.0,0.0
averiea01,1936,1,0.0,150.0,0.0
oakesre01,1910,1,3.0,118.0,6.0
thompha02,1952,1,20.0,51.0,1.0
tobinja01,1924,1,1.0,1.0,130.0
harpege02,1916,1,2.0,4.0,8.0
mcguito01,1914,1,4.0,0.0,1.0
gillepe01,1887,1,76.0,0.0,0.0
wrighra01,1890,1,0.0,70.0,18.0
mayswi01,1955,1,0.0,152.0,0.0
mcgrajo01,1893,1,10.0,0.0,1.0
jonesfi01,1915,1,0.0,1.0,2.0
hickmji01,1919,1,4.0,6.0,22.0
quinnfr01,1899,1,4.0,6.0,0.0
dusaker01,1951,2,1.0,10.0,1.0
mannle01,1919,2,40.0,0.0,0.0
hermage01,1946,1,12.0,4.0,17.0
barnibi01,1874,1,0.0,4.0,25.0
campho01,1917,1,0.0,4.0,1.0
collibi01,1891,1,0.0,0.0,1.0
raymoha01,1889,1,1.0,0.0,0.0
wrighru01,1926,1,5.0,0.0,0.0
smithel02,1916,1,1.0,0.0,56.0
esterdu01,1882,1,38.0,7.0,0.0
thomaro01,1906,1,0.0,142.0,0.0
dunlafr01,1883,1,0.0,0.0,1.0
fullesh01,1894,1,0.0,0.0,2.0
jonesde01,1918,1,1.0,1.0,0.0
houcksa01,1879,1,1.0,5.0,42.0
singtfr01,1937,1,14.0,0.0,50.0
gardngi01,1884,1,1.0,0.0,39.0
clarkfr01,1902,1,110.0,0.0,4.0
reillch01,1880,1,1.0,14.0,1.0
drakela01,1945,1,1.0,0.0,0.0
haydeja01,1908,1,0.0,0.0,11.0
orsater01,1935,1,6.0,26.0,28.0
dalryab01,1882,1,84.0,0.0,0.0
mcderre01,1912,1,5.0,0.0,0.0
tayloja01,1898,1,0.0,0.0,1.0
snydere01,1876,1,54.0,0.0,1.0
simmoal01,1941,1,5.0,0.0,0.0
hendeha01,1885,1,1.0,0.0,0.0
cramedo01,1933,1,0.0,152.0,0.0
hallbo01,1905,2,24.0,12.0,7.0
falkbi01,1930,1,25.0,0.0,18.0
shochge01,1886,1,1.0,0.0,24.0
orourji01,1886,1,1.0,62.0,0.0
dunnja01,1902,1,1.0,3.0,40.0
willicy01,1917,1,0.0,136.0,0.0
leibone01,1920,1,3.0,4.0,98.0
ewingbo01,1903,1,1.0,1.0,1.0
manseto01,1883,1,0.0,0.0,34.0
moorera01,1934,1,16.0,0.0,56.0
heathje01,1944,1,31.0,5.0,1.0
hendrja01,1902,2,0.0,0.0,2.0
hoppjo01,1940,1,12.0,27.0,0.0
arnovmo01,1940,2,57.0,0.0,3.0
tuckeol01,1928,1,0.0,0.0,14.0
reisepe01,1948,1,17.0,10.0,5.0
borkobo01,1955,2,3.0,2.0,4.0
moranbi01,1892,1,2.0,0.0,0.0
hotalpe01,1887,1,0.0,126.0,0.0
vollmcl01,1953,2,104.0,0.0,2.0
haasmu01,1925,1,0.0,1.0,1.0
woodke01,1953,1,7.0,0.0,0.0
tatumto01,1947,2,9.0,37.0,4.0
colewi01,1909,1,0.0,46.0,0.0
hafeych01,1928,1,117.0,0.0,16.0
breitte01,1892,1,0.0,0.0,10.0
busbypa01,1943,1,2.0,0.0,8.0
wallsle01,1952,1,1.0,18.0,0.0
mcginti01,1875,1,0.0,0.0,2.0
edwarha01,1941,1,2.0,0.0,14.0
bentlja01,1925,1,0.0,0.0,3.0
mariore01,1943,1,4.0,0.0,0.0
shottbu01,1914,1,0.0,152.0,0.0
longhe01,1892,1,11.0,1.0,0.0
chadbch01,1918,1,0.0,27.0,0.0
cuyleki01,1934,1,0.0,136.0,6.0
crowlbi01,1883,2,0.0,0.0,11.0
hoganed02,1888,1,26.0,0.0,52.0
hermaba01,1935,2,76.0,0.0,0.0
staffge01,1896,1,53.0,0.0,0.0
cramedo01,1934,1,0.0,152.0,0.0
brucelo01,1904,1,11.0,10.0,5.0
shankho01,1925,1,3.0,0.0,1.0
highadi01,1875,2,0.0,0.0,3.0
allisar01,1875,2,0.0,0.0,37.0
bealsto01,1872,1,0.0,2.0,0.0
manseto01,1883,2,25.0,2.0,1.0
reisepe01,1951,1,20.0,6.0,1.0
titusjo01,1905,1,0.0,0.0,147.0
donovbi01,1912,1,0.0,0.0,2.0
craftha01,1942,1,0.0,33.0,0.0
heimva01,1942,1,9.0,0.0,3.0
cramedo01,1948,1,0.0,1.0,0.0
carrocl01,1890,1,112.0,0.0,24.0
phillbi01,1879,1,0.0,1.0,1.0
gilmoji01,1875,1,0.0,0.0,1.0
willide01,1928,1,0.0,5.0,1.0
hoelsar01,1907,1,0.0,6.0,2.0
ruthba01,1926,1,82.0,0.0,68.0
mathebo01,1873,1,0.0,0.0,5.0
galanau01,1937,1,133.0,6.0,1.0
kennebo01,1948,2,2.0,0.0,48.0
finlebi01,1886,1,0.0,7.0,1.0
gallabi01,1883,2,0.0,2.0,0.0
barnhcl01,1926,1,54.0,0.0,8.0
martyjo01,1940,1,0.0,115.0,3.0
davisle01,1901,2,0.0,0.0,86.0
hartucl01,1952,1,3.0,0.0,22.0
powelja03,1940,1,3.0,2.0,2.0
hoganke01,1921,1,0.0,1.0,0.0
carrocl01,1888,1,1.0,0.0,4.0
thomsbo01,1951,1,33.0,43.0,3.0
glynnbi01,1954,1,0.0,0.0,1.0
boylebu01,1933,1,45.0,34.0,10.0
mccorje01,1884,1,5.0,0.0,1.0
radclri01,1934,1,0.0,0.0,14.0
gilmogr01,1915,1,0.0,0.0,119.0
kellyge01,1928,1,9.0,0.0,4.0
carrocl01,1887,1,102.0,1.0,0.0
thornwa01,1898,1,2.0,26.0,6.0
ewingjo01,1884,2,0.0,1.0,0.0
mccreto01,1901,1,4.0,78.0,0.0
dolanco01,1900,1,0.0,0.0,13.0
krugear01,1910,3,15.0,0.0,0.0
pechige01,1886,1,0.0,2.0,2.0
gionfal01,1945,1,13.0,82.0,11.0
bordafr01,1937,1,3.0,7.0,15.0
douglkl01,1897,1,28.0,2.0,13.0
smithge01,1886,1,1.0,0.0,0.0
getzich01,1886,1,1.0,0.0,0.0
thornjo01,1891,1,1.0,2.0,0.0
shottbu01,1919,1,67.0,0.0,0.0
kellech01,1943,1,141.0,0.0,0.0
oconnja01,1897,1,0.0,30.0,22.0
talbobo01,1953,1,0.0,7.0,0.0
spencst01,1944,1,0.0,150.0,0.0
newsosk01,1936,1,1.0,0.0,0.0
carswfr01,1953,1,3.0,0.0,0.0
murphda02,1908,1,2.0,12.0,70.0
shankho01,1919,1,6.0,0.0,0.0
striege01,1884,4,6.0,0.0,0.0
weisebu01,1916,1,4.0,0.0,0.0
durnige01,1925,1,0.0,0.0,4.0
speaktr01,1909,1,0.0,142.0,0.0
stiveja01,1893,1,3.0,0.0,5.0
allenbo01,1897,1,0.0,1.0,0.0
vosmijo01,1930,1,1.0,4.0,0.0
kalinal01,1954,1,0.0,0.0,135.0
weigera01,1948,1,2.0,0.0,0.0
killefr01,1898,2,2.0,0.0,2.0
ganlebo01,1907,1,62.0,13.0,78.0
gainede01,1914,2,0.0,1.0,0.0
orsater01,1932,1,40.0,55.0,1.0
clarkfr01,1913,1,2.0,0.0,0.0
kressre01,1934,2,6.0,0.0,4.0
lallyda01,1891,1,0.0,4.0,37.0
flemito01,1904,1,0.0,0.0,1.0
elliobo01,1945,1,0.0,0.0,61.0
goldsfr01,1880,1,0.0,10.0,0.0
kellech01,1942,1,152.0,0.0,0.0
jonesfi01,1896,1,0.0,0.0,103.0
watwojo01,1932,2,7.0,25.0,14.0
comorad01,1927,1,15.0,1.0,0.0
chapmbe01,1934,1,41.0,87.0,23.0
smithja03,1925,1,5.0,38.0,28.0
reynoca01,1934,1,2.0,66.0,33.0
collish01,1917,1,9.0,0.0,64.0
saniced01,1951,1,10.0,0.0,0.0
farrejo01,1886,1,0.0,1.0,0.0
estalbo01,1939,1,70.0,0.0,4.0
dimagdo01,1947,1,0.0,134.0,0.0
kinsl01,1893,1,0.0,0.0,1.0
hanlone01,1883,1,2.0,88.0,0.0
schulfr02,1933,1,0.0,142.0,0.0
karlobi01,1930,1,1.0,0.0,0.0
allenet01,1938,1,2.0,5.0,0.0
ellicjo01,1875,1,0.0,2.0,
goldsgo01,1952,1,2.0,0.0,0.0
taylobi03,1954,1,7.0,0.0,2.0
laabsch01,1947,1,6.0,0.0,1.0
sweench01,1882,1,0.0,0.0,1.0
eversho01,1955,1,10.0,16.0,31.0
mountfr01,1882,3,1.0,5.0,0.0
jenkito01,1932,1,0.0,0.0,12.0
dwyerfr01,1892,2,1.0,2.0,3.0
jeffcha01,1951,1,14.0,39.0,34.0
harpege02,1922,1,1.0,5.0,103.0
daniela01,1887,1,10.0,5.0,0.0
dylerjo01,1882,1,1.0,0.0,0.0
bushjo01,1926,1,0.0,0.0,1.0
millewa02,1914,1,74.0,31.0,6.0
cicerjo01,1945,1,1.0,0.0,6.0
clarkal01,1951,1,0.0,0.0,3.0
rickema01,1950,2,18.0,0.0,63.0
medwijo01,1934,1,144.0,0.0,5.0
colmafr01,1947,1,6.0,0.0,0.0
mccosba01,1939,1,0.0,145.0,0.0
burtfr01,1882,1,10.0,0.0,0.0
eastoja01,1890,1,0.0,1.0,1.0
kleinch01,1941,1,2.0,0.0,12.0
heathcl01,1926,1,13.0,13.0,110.0
richmjo01,1881,1,0.0,24.0,1.0
comorad01,1934,1,47.0,9.0,66.0
townsha01,1904,1,0.0,0.0,2.0
mccormi02,1950,2,2.0,42.0,0.0
cramedo01,1942,1,0.0,150.0,0.0
mertesa01,1904,1,130.0,17.0,0.0
staffge01,1890,1,1.0,1.0,2.0
phillde01,1899,1,1.0,0.0,1.0
kleinch01,1938,1,3.0,0.0,118.0
stephge01,1955,1,71.0,4.0,0.0
dobyla01,1950,1,0.0,140.0,0.0
brownto01,1897,1,0.0,115.0,0.0
mcaleja01,1909,1,27.0,32.0,20.0
gardngi01,1883,1,0.0,35.0,0.0
laporfr01,1908,1,0.0,2.0,3.0
moynami01,1884,2,1.0,0.0,2.0
meuseir01,1921,1,38.0,1.0,46.0
fishesh01,1930,1,24.0,0.0,42.0
purtebi01,1911,1,0.0,1.0,0.0
sladear01,1884,1,0.0,0.0,2.0
walkeos01,1875,1,0.0,0.0,1.0
hoffmda01,1906,2,0.0,98.0,0.0
oconnja01,1896,1,0.0,3.0,9.0
hendrti01,1912,1,0.0,22.0,0.0
willike01,1923,1,145.0,0.0,0.0
lynchto01,1885,1,9.0,4.0,0.0
outlaji01,1944,1,71.0,6.0,60.0
mccarto01,1892,1,0.0,1.0,151.0
sneedjo01,1890,1,0.0,0.0,9.0
chapmbe01,1931,1,90.0,0.0,50.0
glavito01,1951,1,2.0,14.0,1.0
jonesfi01,1903,1,0.0,136.0,0.0
marshjo01,1903,1,2.0,1.0,0.0
mckened01,1884,1,0.0,2.0,8.0
seedsbo01,1934,2,26.0,2.0,21.0
mannfr01,1885,1,0.0,97.0,0.0
seerepa01,1949,1,0.0,0.0,2.0
evans01,1875,1,1.0,0.0,0.0
kennebo01,1948,1,25.0,0.0,5.0
raymoha01,1888,1,0.0,0.0,1.0
bresnro01,1901,1,7.0,0.0,1.0
