yearid,teamid,lgid,playerid,salary
2003,LAN,NL,shueypa01,3916667
1991,ATL,NL,grantma01,540000
2003,CLE,AL,wohlema01,2600000
2012,PHI,NL,kendrky01,3585000
1989,ATL,NL,smoltjo01,86000
2010,PHI,NL,madsory01,4833333
2007,TOR,AL,mcdonjo03,750000
1997,NYA,AL,coneda01,6666667
1987,KCA,AL,saberbr01,740000
1988,MON,NL,webstmi01,550000
1996,CHA,AL,magrajo01,175000
2003,HOU,NL,chenbr01,550000
2000,SLN,NL,veresda01,1366667
1996,DET,AL,gomezch02,275000
2006,TBA,AL,leetr01,2450000
2000,MIN,AL,jonesja04,225000
1999,SEA,AL,bournra01,400000
2011,PIT,NL,mccutan01,452500
1998,LAN,NL,princto01,350000
1992,CAL,AL,abbotji01,1850000
1986,NYN,NL,mcdowro01,185000
1997,HOU,NL,ausmubr01,1075000
2008,LAN,NL,lowede01,10000000
2002,HOU,NL,oswalro01,300000
2011,CIN,NL,volqued01,1625000
1986,DET,AL,onealra01,80000
2001,CLE,AL,cordewi01,2666667
2010,OAK,AL,kouzmke01,3100000
1989,PHI,NL,nietoto01,115000
1996,BOS,AL,gordoto01,3050000
1992,CHA,AL,hibbagr01,210000
2000,CHA,AL,wunscke01,200000
1996,TEX,AL,cookde01,330000
2008,BAL,AL,bradfch01,3666666
1995,KCA,AL,cooksbr01,109000
1994,NYA,AL,stanlmi02,612500
2001,BOS,AL,nomohi01,4500000
1995,KCA,AL,goodwto01,145000
1990,OAK,AL,nelsoge01,650000
1998,SLN,NL,gaettga01,1000000
1990,SEA,AL,colesda01,690000
1993,MON,NL,vandejo02,142500
2001,NYN,NL,agbaybe01,260000
2003,SLN,NL,stechge01,305000
1994,FLO,NL,frasewi01,120000
2000,TBA,AL,rollsda01,200000
2004,ATL,NL,gryboke01,377500
1990,PHI,NL,krukjo01,655000
1998,KCA,AL,belchti01,2300000
2006,NYN,NL,loducpa01,6599206
2001,NYA,AL,pettian01,7000000
1997,BOS,AL,stanlmi02,2100000
1997,PHI,NL,daultda01,4825000
2004,NYA,AL,brownke01,15714286
1994,COL,NL,moorema01,123000
2012,TOR,AL,drabeky01,485900
1994,CLE,AL,belleal01,2775000
2010,SEA,AL,mooread01,401000
2002,PIT,NL,nunezab01,200000
1993,PHI,NL,munozbo01,109000
1998,BAL,AL,baineha01,1275000
2006,COL,NL,shealry01,329000
1996,NYA,AL,polleda01,109000
2007,BOS,AL,tavarju01,3350000
1997,MIN,AL,tewksbo01,2000000
1991,BOS,AL,grayje01,155000
2012,MIA,NL,sanchan01,8000000
1985,CHA,AL,dotsori01,900000
1990,PIT,NL,lavalmi01,575000
1993,MON,NL,lakerti01,113500
1989,PIT,NL,kingje01,68000
1998,PIT,NL,mccurje01,205000
1987,ML4,AL,crimch01,62500
2005,COL,NL,sullico01,316000
1994,CHN,NL,buechst01,2550000
1996,DET,AL,barteki01,109000
1998,BOS,AL,fryeje01,2100000
1993,TOR,AL,hentgpa01,182500
2008,PIT,NL,maholpa01,424500
1991,CIN,NL,saboch01,1250500
1998,MIL,NL,mercejo02,1050000
2004,SFN,NL,niekrla01,300000
1998,HOU,NL,reynosh01,3325000
2004,CLE,AL,riskeda01,1025000
2011,MIL,NL,gomezca01,1500000
1995,SEA,AL,flemida01,750000
2000,NYN,NL,hamptmi01,5750000
2011,BOS,AL,alberma01,875000
1986,SFN,NL,driesda01,700000
2010,SFN,NL,wilsobr01,6500000
2001,TOR,AL,gonzaal01,4250000
2004,TBA,AL,baldero01,320000
1993,COL,NL,benavfr01,167500
2009,BAL,AL,jonesad01,435000
1994,CAL,AL,perezed01,135000
2000,SEA,AL,moyerja01,6000000
2005,BOS,AL,damonjo01,8250000
1992,CHN,NL,vizcajo01,177000
2011,HOU,NL,johnsch05,424000
1994,TEX,AL,whitema02,165000
1999,DET,AL,cruzne01,210000
2003,CHN,NL,patteco01,365000
1998,CLE,AL,frymatr01,5400000
2006,WAS,NL,astacpe01,750000
2000,NYN,NL,mahompa01,750000
1998,MON,NL,urbinug01,565000
2010,COL,NL,belisma01,850000
2010,LAN,NL,broxtjo01,4000000
1990,TEX,AL,nenro01,100000
2010,LAA,AL,bulgeja01,418000
1998,CIN,NL,boonebr01,2800000
2007,CIN,NL,freelry01,2325000
1994,PIT,NL,deweyma01,140000
1991,ATL,NL,smithlo01,2041667
2012,SEA,AL,iwakuhi01,1500000
1988,SLN,NL,morrijo07,75000
1986,CLE,AL,garlawa01,215000
2003,SLN,NL,klinest02,1800000
1997,CHA,AL,kreutch01,647500
2007,PIT,NL,sanchfr01,2750000
1999,CIN,NL,johnsbr01,775000
1988,DET,AL,sheripa01,343000
2007,CHA,AL,iguchta01,3250000
1995,OAK,AL,tombean01,129000
1995,BOS,AL,hansoer01,1500000
2008,DET,AL,bazaryo01,395000
2010,KCA,AL,bloomwi01,1700000
1999,COL,NL,abbotku01,900000
1991,CIN,NL,quinolu01,300000
1997,FLO,NL,rapppa01,1125000
2005,MIN,AL,radkebr01,9000000
2000,FLO,NL,burneaj01,204000
1987,ATL,NL,griffke01,1150000
1995,OAK,AL,steinte01,4200000
2003,ANA,AL,washbja01,3875000
1997,ML4,AL,mercejo02,153000
1998,CHA,AL,navarja01,5000000
1991,TOR,AL,tablepa01,700000
1985,CHA,AL,baineha01,675000
1994,NYN,NL,burnije01,175000
1988,CHN,NL,martida01,135000
2005,CHA,AL,politcl01,1000000
2010,TEX,AL,francfr01,3265000
2011,SLN,NL,schumsk01,2750000
1999,COL,NL,wrighja01,375000
2009,MIL,NL,riskeda01,4250000
1993,OAK,AL,pettiga01,300000
1990,LAN,NL,gonzajo02,150000
2011,BOS,AL,gonzaad01,6300000
1994,DET,AL,samueju01,400000
2000,LAN,NL,shawje01,5383333
1998,PHI,NL,jeffegr01,6000000
1993,CLE,AL,ojedabo01,1700000
1994,BAL,AL,hoilech01,2000000
1996,OAK,AL,bordimi01,2000000
1997,SEA,AL,amarari01,550000
2001,CLE,AL,thomeji01,7875000
2005,ARI,NL,greensh01,7833333
2004,HOU,NL,ensbemo01,380000
2010,WAS,NL,englije01,400000
2011,SDN,NL,patteer01,423300
2000,NYA,AL,martiti02,4800000
1996,BAL,AL,polonlu01,250000
2008,TOR,AL,stairma01,1625000
1991,SDN,NL,gwynnto01,2162500
1995,CLE,AL,amaroru02,175000
2002,MIL,NL,loretma01,5000000
1999,TEX,AL,palmera01,8849931
1998,ARI,NL,anderbr02,775000
2010,TOR,AL,tallebr01,2000000
1997,ML4,AL,jacksda03,275000
1987,NYA,AL,kittlro01,425000
1987,CIN,NL,oestero01,750000
1991,ATL,NL,stantmi02,120000
1996,CIN,NL,harrile01,550000
1996,DET,AL,nevinph01,120000
1995,COL,NL,aceveju01,109000
1986,PIT,NL,morriji01,317500
2009,LAA,AL,santaer01,3800000
2001,OAK,AL,piattad01,217500
2007,LAN,NL,beimejo01,912500
2003,TOR,AL,creekdo01,700000
1992,ATL,NL,sandede02,600000
2002,DET,AL,redmama01,300000
1994,SLN,NL,royerst01,130000
1996,TEX,AL,stevele01,109000
1993,KCA,AL,gordoto01,890000
2000,BOS,AL,lewisda01,2400000
1996,SLN,NL,ludwier01,109000
1993,OAK,AL,davisst02,900000
2008,SFN,NL,linceti01,405000
2002,TEX,AL,rockejo01,2500000
2008,PIT,NL,nadyxa01,3350000
1999,NYA,AL,bellicl01,200000
1990,MON,NL,perezyo01,100000
1985,TEX,AL,schmida01,344000
2003,NYA,AL,zeileto01,1500000
2007,TOR,AL,johnsre02,3075000
1985,CAL,AL,suttodo01,750000
1987,ATL,NL,alexado01,650000
2007,LAA,AL,moseldu01,380500
1988,SLN,NL,colemvi01,700000
2007,WAS,NL,cordech01,4150000
1986,LAN,NL,howelke01,175000
1998,CLE,AL,mesajo01,1700000
2009,SEA,AL,cedenro02,822500
1990,SLN,NL,costejo01,105000
2009,LAA,AL,bulgeja01,403000
1988,PIT,NL,kippebo01,125000
1993,HOU,NL,willibr01,140000
2007,LAN,NL,tomkobr01,4100000
2007,MIN,AL,bonsebo01,397500
1987,CHA,AL,lapoida01,65000
1992,CAL,AL,ortonjo01,130000
1998,PIT,NL,rincori01,245000
1988,SLN,NL,lawleto01,125000
2011,NYA,AL,martiru01,4000000
2001,CHN,NL,girarjo01,2000000
2001,SLN,NL,kileda01,6666667
2008,FLO,NL,rabelmi01,390000
1993,CHN,NL,gracema01,3100000
1997,CHA,AL,sirotmi01,165000
1999,NYN,NL,kinkami01,200000
2012,OAK,AL,donaljo02,480000
2000,CLE,AL,loftoke01,7500000
1997,NYA,AL,irabuhi01,2325000
2006,DET,AL,dingmcr01,330000
2003,TEX,AL,fultzaa01,600000
1999,CHN,NL,heredfe01,275000
1996,TOR,AL,crabtti01,133000
2002,BOS,AL,crawfpa02,205000
1996,SDN,NL,tewksbo01,1500000
2005,COL,NL,chacosh01,2350000
1995,ATL,NL,kleskry01,190000
1992,CHA,AL,huffmi01,145000
1998,COL,NL,bicheda01,5291667
1987,ATL,NL,benedbr01,615000
2010,CHN,NL,marmoca01,2125000
2010,DET,AL,jacksau01,400000
2001,ARI,NL,milleda02,1250000
2011,NYA,AL,swishni01,9100000
2011,BAL,AL,greggke01,4200000
1993,COL,NL,tatumji01,112000
1986,NYA,AL,guidrro01,975000
1985,BAL,AL,shelbjo01,130000
1994,CHA,AL,johnsda05,109000
1993,COL,NL,seaneru01,135000
2005,LAN,NL,lowede01,7000000
2010,FLO,NL,ugglada01,7800000
1985,CHA,AL,guilloz01,60000
2005,SFN,NL,tomkobr01,2650000
2012,CHN,NL,maholpa01,4250000
1994,LAN,NL,astacpe01,325000
2006,PIT,NL,bayja01,1000000
2009,HOU,NL,booneaa01,750000
2007,CHN,NL,ramirar01,9000000
1998,SDN,NL,cianfar01,475000
2012,LAN,NL,treanma01,850000
1992,CHN,NL,wilkiri01,140000
1988,SDN,NL,wynnema01,255000
1986,SFN,NL,uribejo01,133000
2002,TOR,AL,thurmco01,200000
2004,BOS,AL,mccarda01,500000
1996,BOS,AL,stanlmi02,2300000
2001,FLO,NL,clemema01,900000
1994,TOR,AL,whitede03,3133334
1993,TEX,AL,leema02,1900000
2004,KCA,AL,asencmi01,328500
2009,DET,AL,larisje01,403000
2005,MIL,NL,santovi01,420000
1994,DET,AL,wellsda01,2500000
2001,ARI,NL,delluda01,325000
2002,MIN,AL,romerjc01,215000
1991,OAK,AL,shower01,800000
1992,PHI,NL,greento01,255000
2005,TBA,AL,mccluse01,320000
2002,SEA,AL,guillca01,1400000
1992,TOR,AL,hentgpa01,109000
1997,TOR,AL,nixonot01,2500000
2002,MON,NL,tatisfe01,4500000
1992,BOS,AL,clarkja01,2900000
1998,NYA,AL,sveumda01,800000
1995,CHN,NL,bankswi01,240000
2006,WAS,NL,guzmacr01,4200000
2008,ARI,NL,byrneer01,6666666
1987,CIN,NL,larkiba01,77500
2012,ARI,NL,paterjo01,487500
1985,SDN,NL,roystje01,325000
2010,WAS,NL,burnese01,775000
1991,BAL,AL,millira01,330000
1991,SEA,AL,davisal01,1725000
1985,CHA,AL,walkegr01,195000
1986,CHA,AL,squirmi01,200000
2001,PHI,NL,oropeed01,200000
1986,KCA,AL,mcraeha01,650000
1997,CHA,AL,eyresc01,150000
2008,COL,NL,corpama01,775000
1992,HOU,NL,guerrju01,109000
2007,CLE,AL,gutiefr01,381900
1989,CLE,AL,youngmi01,150000
1999,SLN,NL,tatisfe01,270000
1995,CIN,NL,taubeed01,710000
2000,BAL,AL,trombmi01,2250000
1996,MON,NL,veresda01,200000
2002,PIT,NL,wilsoja02,232000
2007,COL,NL,lawrebr01,500000
2006,DET,AL,verlaju01,980000
1993,TOR,AL,stottto01,2325000
1997,ML4,AL,valenjo03,1445667
1996,SEA,AL,davisti01,140000
1993,ML4,AL,eldreca01,175000
1987,MON,NL,engleda01,145000
2006,TEX,AL,shousbr01,725000
1995,MIN,AL,mearepa01,165000
1987,BOS,AL,barrema02,575000
2005,MIN,AL,castrju01,1000000
2004,CLE,AL,vizquom01,6000000
1992,PIT,NL,lindjo01,2000000
2005,NYN,NL,dejeami01,1150000
1994,SDN,NL,shiplcr01,275000
1999,DET,AL,kidama01,1600000
1989,SEA,AL,diazma01,77500
2002,HOU,NL,blumge01,315000
1995,BAL,AL,gomezle02,925000
1986,SEA,AL,morgami01,125000
1994,ML4,AL,mercejo02,109000
1998,COL,NL,bailero01,355000
2001,OAK,AL,damonjo01,7100000
2001,KCA,AL,meadobr01,1900000
2009,BOS,AL,ramirra02,441000
2010,CIN,NL,gomesjo01,800000
2001,BAL,AL,bordimi01,4500000
2004,BOS,AL,mirabdo01,825000
2003,CHA,AL,thomafr04,5000000
1993,BAL,AL,obandsh01,109000
2000,OAK,AL,hernara02,211000
1991,NYN,NL,obriech01,300000
2009,DET,AL,ordonma01,18971596
1999,LAN,NL,shawje01,3408333
2011,CIN,NL,cairomi01,1000000
1991,BOS,AL,boltoto01,290000
2012,CLE,AL,hernaro01,7000000
2009,TEX,AL,harrima01,405500
1993,KCA,AL,montgje01,3816666
2008,PIT,NL,dumatph01,390500
1986,CLE,AL,bandoch01,225000
1990,SEA,AL,brantmi01,170000
1998,SLN,NL,loopebr01,170000
1999,KCA,AL,reichda01,200000
1997,NYN,NL,johnsla03,3050000
2001,NYA,AL,bellicl01,230000
2012,LAA,AL,harenda01,12750000
2012,TEX,AL,snydebr03,481000
1992,SLN,NL,zeileto01,315000
1990,CIN,NL,scuddsc01,107000
1993,CIN,NL,smilejo01,3475000
2005,OAK,AL,melhuad01,385000
2012,NYN,NL,geedi01,502000
1993,TOR,AL,schofdi02,800000
2003,FLO,NL,tejermi01,300000
2002,HOU,NL,ensbemo01,200000
2011,CLE,AL,bucktr01,625000
1996,TEX,AL,stillku01,150000
1994,HOU,NL,harnipe01,3205000
1987,NYA,AL,henderi01,1670000
1991,NYA,AL,saxst01,1650001
2010,MIL,NL,narvech01,406500
2006,ARI,NL,byrneer01,2250000
2012,MIN,AL,casilal01,1382500
2003,BAL,AL,bauerri01,325000
2009,SFN,NL,molinbe01,6500000
1992,CAL,AL,curtich01,109000
1998,HOU,NL,montgra01,185000
1993,KCA,AL,joynewa01,4400000
2005,ARI,NL,clarkto02,750000
1998,CLE,AL,ramirma02,2850000
2012,MIA,NL,ramirha01,15000000
1993,ML4,AL,austiji02,150000
2000,MON,NL,vazquja01,280000
2010,SFN,NL,velezeu01,416000
2012,LAN,NL,lindbjo01,483000
2006,HOU,NL,lidgebr01,3975000
1991,CHN,NL,girarjo01,225000
2001,TOR,AL,kochbi01,733333
1989,SLN,NL,guerrpe01,1833333
1994,ML4,AL,scanlbo01,500000
1993,MON,NL,berryse01,121000
1993,BOS,AL,russeje01,2175000
2010,SFN,NL,schiena01,416500
2012,PIT,NL,resopch01,850000
2009,WAS,NL,harriwi01,1500000
2004,BOS,AL,arroybr01,332500
1991,CAL,AL,eichhma01,680000
2008,SEA,AL,lowema01,390000
1994,NYN,NL,riverlu01,450000
2006,TOR,AL,towerjo01,2300000
2003,PIT,NL,suppaje01,500000
1999,DET,AL,anderma01,240000
2011,SEA,AL,kennead01,750000
2000,ATL,NL,smoltjo01,8500000
1994,MON,NL,aloumo01,1415000
2001,COL,NL,gantro01,1750000
1995,HOU,NL,gonzalu01,1500000
2003,ARI,NL,randost01,300000
2002,MON,NL,collilo01,250000
1996,ML4,AL,bonesri01,1425000
2008,SFN,NL,sanchjo01,395000
2005,FLO,NL,harrile01,425000
2005,CHA,AL,widgech01,500000
1996,ATL,NL,houstty01,109000
1999,SLN,NL,paquecr01,300000
1988,ATL,NL,jamesdi01,360000
2004,SEA,AL,soriara01,335000
2000,ARI,NL,gilkebe01,5250000
1992,NYA,AL,kamiesc01,120000
2000,TBA,AL,eilanda01,300000
2012,NYA,AL,loganbo02,1875000
1985,PHI,NL,koosmje01,600000
1990,PIT,NL,merceor01,100000
1985,SDN,NL,brownbo04,150000
1990,CHN,NL,dunstsh01,1250000
1995,DET,AL,flahejo01,172500
2012,NYA,AL,roberda08,1600000
2000,NYA,AL,willibe02,12357143
1992,CLE,AL,skinnjo01,700000
1997,CIN,NL,brantje01,2800000
2001,LAN,NL,nunezjo02,200000
1993,FLO,NL,carpecr01,725000
1996,TEX,AL,clarkwi02,5657365
1996,CAL,AL,schofdi02,250000
1997,LAN,NL,crometr01,181000
2006,LAN,NL,cruzjo02,2910000
2011,COL,NL,giambja01,1000000
2006,LAN,NL,izturce01,3200000
2008,NYN,NL,smithjo05,398000
1996,NYA,AL,perezme01,4650000
1986,OAK,AL,atherke01,183700
1997,BOS,AL,valenjo02,3750000
2011,CHN,NL,woodke02,1500000
2009,ATL,NL,hudsoti01,15500000
2003,PHI,NL,liebemi01,7250000
1995,SFN,NL,vanlawi01,142500
1997,DET,AL,nevinph01,178000
1998,TBA,AL,whiteri01,250000
1993,TOR,AL,eichhma01,850000
1991,SLN,NL,gedmari01,150000
1985,NYN,NL,fostege01,1942857
1987,KCA,AL,eisenji01,72500
2005,SLN,NL,grudzma01,1000000
2001,BAL,AL,riverlu02,205000
1993,SDN,NL,hernaje02,122500
1990,CHA,AL,thigpbo01,325000
2000,DET,AL,palmede01,7000000
2001,NYN,NL,harrile01,1100000
2010,PHI,NL,hamelco01,6650000
1995,OAK,AL,gatesbr01,190000
1989,MON,NL,brookhu01,950000
2008,OAK,AL,bartoda02,390000
1990,PIT,NL,littlsc01,100000
1995,CLE,AL,assenpa01,1287000
1987,MON,NL,fitzgmi02,210000
2010,ATL,NL,wagnebi02,6750000
2011,PHI,NL,rolliji01,8500000
2005,MIL,NL,sheetbe01,6000000
2007,LAN,NL,brazoyh01,395000
1990,ATL,NL,claryma01,125000
2008,MIL,NL,riskeda01,4000000
2002,CIN,NL,larueja01,305000
2006,CLE,AL,blakeca01,3050000
2010,ATL,NL,escobyu01,435000
1998,CHA,AL,snydejo02,170000
1996,MIN,AL,milletr01,109000
2002,COL,NL,neaglde01,7000000
2002,NYN,NL,weathda01,1833333
1993,PHI,NL,krukjo01,2450000
2002,ATL,NL,jonesan01,10000000
1994,TEX,AL,brownke01,4225000
2002,TEX,AL,micelda01,1000000
1992,SDN,NL,stillku01,1750000
2004,ANA,AL,figgich01,320000
2007,MIN,AL,rincoju01,2000000
1992,KCA,AL,melvibo01,900000
2000,NYA,AL,clemero02,6350000
2003,KCA,AL,lopezal02,1500000
1995,LAN,NL,kellyro01,3733334
2003,BAL,AL,ericksc01,7030000
2000,ARI,NL,mantema01,2831000
2001,DET,AL,easleda01,5075000
1992,NYN,NL,gallada01,628750
2007,WAS,NL,belliro01,750000
2010,LAA,AL,evanste01,405000
1985,MIN,AL,violafr01,375000
1993,CLE,AL,parrila02,125000
2004,BAL,AL,surhobj01,800000
1995,SDN,NL,benesan01,3400000
1993,ML4,AL,surhobj01,2530000
1992,ML4,AL,higuete01,3500000
2000,FLO,NL,pennybr01,200000
2000,DET,AL,nitkocj01,950000
1994,CHA,AL,raineti01,3650000
1998,SLN,NL,kellypa03,325000
1988,CHA,AL,bostoda01,75000
2009,ARI,NL,montemi01,425000
1998,SLN,NL,paintla01,430000
2011,FLO,NL,buckjo01,5000000
2003,OAK,AL,singlch01,1200000
2001,ANA,AL,valdeis01,2500000
1995,BOS,AL,naehrti01,642500
1987,KCA,AL,jonesro01,65000
2010,CHA,AL,pierzaj01,6750000
2012,HOU,NL,martijd02,483000
2005,HOU,NL,bagweje01,18000000
2000,MIN,AL,maysjo01,240000
1999,TEX,AL,greerru01,3300000
2008,BAL,AL,bynumfr01,390000
1995,MON,NL,lansimi01,250000
1997,CLE,AL,ogeach01,533333
1990,TEX,AL,mielkga01,110000
1994,NYN,NL,bonilbo01,6300000
2001,SEA,AL,mechegi01,275000
1988,CLE,AL,tablepa01,800000
2001,CIN,NL,wohlema01,500000
2003,OAK,AL,gantro01,350000
1987,PIT,NL,rayjo01,807000
1989,ATL,NL,evansda01,415000
1996,BOS,AL,cordewi01,1850000
1988,SEA,AL,renteri01,65500
1997,OAK,AL,younger02,195000
1990,CLE,AL,belleal01,117000
2012,WAS,NL,burnese01,2350000
2005,TBA,AL,cartela02,361000
1993,LAN,NL,snydeco02,1500000
1998,TBA,AL,smithbo06,170000
1997,TEX,AL,tatisfe01,150000
1986,BOS,AL,crawfst01,330000
2008,BOS,AL,drewjd01,14000000
2009,SLN,NL,rasmuco01,400000
2010,LAN,NL,kuoho01,950000
