awardid,yearid,lgid,playerid,pointswon,pointsmax,votesfirst
Cy Young,1988,AL,violafr01,138,140,27.0
MVP,2001,NL,rodrife01,4,448,0.0
Cy Young,1982,NL,rogerst01,29,120,1.0
MVP,1932,AL,allenjo02,8,80,0.0
MVP,1969,NL,cartyri01,12,336,0.0
MVP,1949,NL,musiast01,226,336,5.0
MVP,1943,AL,troutdi01,38,336,0.0
Cy Young,1986,NL,krukomi01,15,120,0.0
MVP,1952,NL,hamnegr01,5,336,0.0
MVP,1960,AL,daleybu01,3,336,0.0
MVP,1956,AL,niemabo01,55,336,0.0
MVP,1975,AL,toddji01,5,336,0.0
MVP,1980,AL,rivermi01,7,392,0.0
MVP,1994,AL,bereja01,1,392,0.0
MVP,1952,AL,mitchda01,11,336,0.0
MVP,1975,AL,doylede01,5,336,0.0
MVP,1974,AL,allendi01,8,336,0.0
MVP,1973,NL,mayle01,9,336,0.0
MVP,1980,AL,coopece01,160,392,0.0
MVP,1998,AL,jacksmi02,1,392,0.0
Rookie of the Year,1985,NL,mcdowro01,2,120,0.0
Rookie of the Year,1953,NL,greenji02,1,24,1.0
MVP,2005,NL,kentje01,18,448,0.0
MVP,1998,NL,jonesch06,56,448,0.0
MVP,1994,NL,benesan01,1,392,0.0
MVP,1944,NL,coopewa01,72,336,1.0
MVP,1932,AL,simmoal01,13,80,
Rookie of the Year,1949,NL,newcodo01,21,24,21.0
MVP,1952,AL,lemonbo01,58,336,0.0
MVP,1912,NL,marquru01,13,64,
Rookie of the Year,1973,NL,ziskri01,0,24,0.0
MVP,1946,AL,henrito01,1,336,0.0
MVP,1954,AL,mantlmi01,16,336,0.0
MVP,1914,AL,mcbrige01,5,64,0.0
MVP,1961,AL,aparilu01,16,280,0.0
MVP,1972,AL,palmeji01,21,336,0.0
MVP,1973,NL,marshmi01,93,336,0.0
Cy Young,1982,AL,vuckope01,87,140,14.0
Cy Young,1976,NL,seaveto01,1,120,0.0
MVP,1999,NL,gonzalu01,12,448,0.0
MVP,2001,AL,boonebr01,259,392,7.0
MVP,1952,AL,robined01,47,336,0.0
MVP,1962,NL,clemero01,6,280,0.0
MVP,1990,NL,larkiba01,82,336,0.0
MVP,2005,NL,wrighda03,18,448,0.0
MVP,1925,AL,riceha01,18,64,
MVP,1927,AL,lyonste01,34,64,0.0
Rookie of the Year,1950,AL,fordwh01,6,24,6.0
MVP,1956,AL,mantlmi01,336,336,24.0
MVP,1953,AL,reynoal01,37,336,0.0
Cy Young,2007,AL,bedarer01,1,140,0.0
MVP,1924,AL,booneik01,2,64,0.0
Rookie of the Year,1993,AL,dipotje01,1,140,0.0
MVP,2004,NL,burnije01,3,448,0.0
MVP,1914,AL,milancl01,2,64,0.0
MVP,2003,NL,guerrvl01,10,448,0.0
MVP,1947,NL,mizejo01,144,336,2.0
MVP,1956,AL,vernomi01,14,336,0.0
MVP,1946,AL,dimagjo01,6,336,0.0
MVP,1989,NL,daviser01,44,336,0.0
Cy Young,1972,NL,jenkife01,23,120,0.0
MVP,1980,AL,stonest01,53,392,0.0
Cy Young,1982,AL,sutclri01,14,140,1.0
MVP,1940,NL,danniha01,64,336,0.0
MVP,1943,NL,hermabi01,140,336,0.0
MVP,1951,AL,woodlge01,5,336,0.0
MVP,1928,NL,fordho01,2,80,0.0
MVP,1932,NL,bushgu01,1,80,0.0
Cy Young,1991,AL,tapanke01,6,140,1.0
MVP,1964,NL,santoro01,59,280,0.0
Cy Young,1981,NL,seaveto01,67,120,8.0
MVP,1998,NL,bondsba01,66,448,0.0
MVP,2011,AL,canoro01,112,392,0.0
Cy Young,2010,NL,bellhe01,4,224,0.0
Rookie of the Year,1996,NL,renteed01,84,140,10.0
MVP,1964,AL,peterga01,44,280,0.0
MVP,2007,AL,lackejo01,4,392,0.0
Rookie of the Year,1987,AL,greenmi01,9,140,0.0
MVP,1980,NL,cedence01,14,336,0.0
MVP,1946,NL,walkeha01,9,336,0.0
MVP,1955,AL,valdijo01,1,336,0.0
MVP,1948,AL,beardge01,52,336,0.0
Rookie of the Year,1974,AL,sundbji01,1,24,1.0
MVP,1974,AL,ryanno01,24,336,0.0
MVP,1971,NL,beckegl01,35,336,0.0
MVP,1927,NL,hargrbu01,6,80,0.0
MVP,1997,AL,clarkto02,13,392,0.0
MVP,1925,AL,heilmha01,20,64,
MVP,1937,NL,demarfr02,9,80,0.0
MVP,1926,NL,carlsha01,16,80,
MVP,1944,NL,galanau01,1,336,0.0
MVP,1983,NL,dawsoan01,213,336,1.0
MVP,1931,NL,branded01,15,80,
MVP,1979,AL,singlke01,241,392,3.0
MVP,1931,AL,macfada01,2,80,0.0
Rookie of the Year,1989,AL,worthcr01,16,140,0.0
MVP,1965,NL,hartji01,13,280,0.0
MVP,1989,AL,mcgwima01,1,392,0.0
MVP,1984,NL,garvest01,5,336,0.0
MVP,1928,AL,combsea01,13,64,
MVP,1925,AL,cochrmi01,8,64,
MVP,1946,NL,sainjo01,95,336,0.0
MVP,1953,AL,kuennha01,23,336,0.0
MVP,1998,NL,vaughgr01,185,448,0.0
MVP,1970,NL,harrebu01,10,336,0.0
MVP,1940,NL,werbebi01,36,336,0.0
MVP,1967,NL,gibsobo01,5,280,0.0
Cy Young,1972,NL,blassst01,35,120,0.0
MVP,1977,AL,mcraeha01,3,392,0.0
MVP,1954,AL,boonera01,1,336,0.0
MVP,1993,AL,loftoke01,11,392,0.0
MVP,1995,NL,hayesch01,4,392,0.0
MVP,1994,NL,butlebr01,1,392,0.0
Cy Young,1981,AL,guidrro01,2,140,0.0
MVP,1944,NL,barrejo01,8,336,0.0
MVP,1957,AL,lollash01,2,336,0.0
MVP,1968,AL,whitero01,17,280,0.0
MVP,1979,NL,schmimi01,32,336,0.0
MVP,2002,AL,anderga01,184,392,0.0
MVP,1945,NL,lopezal01,2,336,0.0
MVP,1948,AL,dobyla01,3,336,0.0
MVP,1943,NL,musiast01,267,336,13.0
Cy Young,1986,NL,scottmi03,98,120,15.0
MVP,1999,NL,sosasa01,87,448,0.0
MVP,2007,AL,jeterde01,17,392,0.0
MVP,1978,NL,luzingr01,48,336,0.0
Rookie of the Year,1987,NL,mathegr01,1,120,0.0
MVP,1966,NL,willsma01,5,280,0.0
Cy Young,1981,NL,suttebr01,1,120,0.0
MVP,1966,AL,ageeto01,63,280,0.0
MVP,1973,NL,billija01,6,336,0.0
MVP,1941,NL,coonejo01,20,336,
MVP,1944,AL,spencst01,56,336,0.0
Cy Young,1991,NL,smithle02,60,120,4.0
MVP,1912,AL,birmijo01,2,64,0.0
MVP,1958,AL,malzofr01,1,336,0.0
MVP,1956,NL,bankser01,2,336,0.0
MVP,1939,NL,mizejo01,178,336,1.0
MVP,1998,AL,clemero02,49,392,0.0
MVP,1939,AL,fellebo01,155,336,3.0
MVP,1985,NL,marshmi02,11,336,0.0
MVP,1938,AL,mcquige02,7,336,0.0
MVP,1982,AL,baylodo01,8,392,0.0
MVP,1989,NL,thompmi02,3,336,0.0
MVP,1996,AL,palmera01,104,392,0.0
MVP,1911,NL,hoblidi01,2,64,0.0
Cy Young,1991,NL,averyst01,1,120,0.0
MVP,1949,AL,applilu01,3,336,0.0
MVP,1970,NL,clenddo01,26,336,0.0
MVP,1959,NL,boyerke01,37,336,0.0
MVP,1982,AL,thomago01,44,392,0.0
MVP,2009,NL,gonzaad01,30,448,0.0
MVP,1994,NL,grissma02,22,392,0.0
MVP,1977,NL,benchjo01,3,336,0.0
MVP,1967,NL,brocklo01,49,280,0.0
MVP,1983,NL,hernake01,1,336,0.0
Rookie of the Year,1947,ML,robinja02,129,165,
MVP,1939,AL,willite01,126,336,0.0
MVP,1993,AL,hoilech01,10,392,0.0
MVP,1959,NL,jonessa02,130,336,0.0
Rookie of the Year,1982,NL,deleolu01,10,120,0.0
MVP,1943,NL,adamsac01,7,336,0.0
MVP,2003,NL,grudzma01,3,448,0.0
MVP,1947,NL,leonadu02,32,336,1.0
MVP,1962,AL,radatdi01,8,280,0.0
MVP,1924,AL,gerbewa01,4,64,0.0
MVP,1997,AL,clemero02,56,392,0.0
Rookie of the Year,1992,NL,willibr01,1,120,0.0
MVP,2000,AL,justida01,23,392,0.0
MVP,1985,NL,mcgeewi01,280,336,14.0
MVP,1986,AL,fletcsc01,5,392,0.0
MVP,1969,AL,cardele01,27,336,0.0
MVP,1962,NL,boyerke01,5,280,0.0
Rookie of the Year,2008,NL,sotoge01,158,160,31.0
MVP,1970,AL,mcdanli01,8,336,0.0
Cy Young,1995,AL,coneda01,18,140,0.0
MVP,1997,AL,jonesdo01,5,392,0.0
MVP,1984,NL,cartega01,32,336,0.0
Rookie of the Year,1970,NL,carbobe01,8,24,8.0
MVP,1932,NL,hermabi01,16,80,
MVP,1965,NL,lefebji01,7,280,0.0
MVP,1947,NL,spahnwa01,26,336,0.0
Cy Young,1978,AL,palmeji01,14,140,0.0
MVP,1947,NL,cavarph01,6,336,0.0
MVP,1939,AL,foxxji01,170,336,1.0
MVP,2003,AL,foulkke01,20,392,0.0
MVP,1960,AL,barbest01,7,336,0.0
Rookie of the Year,2002,AL,penaca01,1,140,0.0
MVP,1978,AL,lefloro01,21,392,0.0
MVP,1971,NL,sanguma01,49,336,0.0
MVP,1966,NL,rosepe01,31,280,0.0
MVP,1932,NL,kleinch01,78,80,6.0
MVP,1951,AL,berrayo01,184,336,6.0
Cy Young,1983,AL,quiseda01,81,140,9.0
Rookie of the Year,1984,AL,nippeal01,1,140,0.0
MVP,1969,AL,cuellmi01,55,336,0.0
MVP,1950,AL,willite01,7,336,0.0
Cy Young,1982,AL,caudibi01,4,140,0.0
Rookie of the Year,1957,NL,sanfoja02,16,24,16.0
Cy Young,1980,AL,gossari01,37,140,2.0
Rookie of the Year,1982,NL,sandbry01,9,120,1.0
Cy Young,1969,AL,mclaide01,10,24,10.0
MVP,1999,NL,bagweje01,276,448,1.0
MVP,2012,NL,beltrca01,6,448,0.0
MVP,2012,AL,ibanera01,1,392,0.0
MVP,2009,AL,rodrial01,31,392,0.0
MVP,1975,NL,garvest01,50,336,0.0
MVP,1951,NL,robinja02,92,336,1.0
MVP,1945,AL,newsosk01,1,336,0.0
MVP,1989,AL,fernato01,9,392,0.0
MVP,2010,AL,choosh01,9,392,0.0
MVP,1949,AL,priddje01,3,336,0.0
MVP,1942,AL,bonhati01,102,336,0.0
MVP,1971,AL,bandosa01,182,336,4.0
Rookie of the Year,2003,NL,reyesjo01,1,160,0.0
Rookie of the Year,1995,NL,johnsch04,1,140,0.0
MVP,1961,NL,aaronha01,39,224,0.0
MVP,1942,AL,borowha01,8,336,0.0
MVP,1932,AL,walkege02,1,80,0.0
Cy Young,1975,NL,suttodo01,1,120,0.0
MVP,1979,NL,richajr01,12,336,0.0
MVP,1994,AL,davisch01,3,392,0.0
MVP,1962,NL,aaronha01,72,280,0.0
MVP,1968,AL,powelbo01,4,280,0.0
MVP,1997,AL,radkebr01,2,392,0.0
MVP,1922,AL,bassljo01,13,64,
MVP,1941,AL,hayesfr01,3,336,0.0
MVP,1972,AL,freehbi01,3,336,0.0
MVP,1973,AL,nelsoda01,2,336,0.0
Rookie of the Year,1985,AL,salasma01,2,140,0.0
MVP,1962,AL,moranbi02,28,280,0.0
MVP,1938,NL,camildo01,5,336,0.0
MVP,1942,NL,javeral01,3,336,0.0
MVP,1948,AL,henrito01,63,336,0.0
Cy Young,1976,AL,garlawa01,1,120,0.0
MVP,2012,AL,beltrad01,210,392,0.0
MVP,1934,NL,lopezal01,1,80,0.0
Cy Young,1975,NL,messean01,1,120,0.0
MVP,1942,AL,flemile01,4,336,0.0
MVP,1928,NL,traynpi01,28,80,
Rookie of the Year,2004,NL,matsuka01,1,160,0.0
MVP,2004,NL,rolensc01,226,448,1.0
MVP,1936,NL,hubbeca01,60,80,6.0
Rookie of the Year,1995,AL,nunnajo01,2,140,0.0
Cy Young,2012,AL,verlaju01,149,196,13.0
MVP,1993,NL,maddugr01,17,392,0.0
MVP,1969,AL,perraro01,25,336,0.0
MVP,1941,NL,lopezal01,8,336,0.0
MVP,1948,NL,milleed03,4,336,0.0
MVP,1979,NL,madlobi01,14,336,1.0
MVP,1993,AL,belleal01,81,392,0.0
MVP,1999,AL,rodriiv01,252,392,7.0
MVP,1932,AL,gosligo01,7,80,0.0
Cy Young,1985,NL,reardje01,1,120,0.0
MVP,2010,AL,beltrad01,83,392,0.0
MVP,1947,NL,sainjo01,20,336,0.0
MVP,1981,NL,carltst01,41,336,0.0
MVP,1965,NL,stargwi01,15,280,0.0
MVP,1954,NL,crandde01,13,336,0.0
MVP,1932,NL,traynpi01,17,80,
MVP,2008,NL,ramirar01,66,448,0.0
Cy Young,1981,AL,martide01,3,140,0.0
MVP,1962,NL,crandde01,2,280,0.0
MVP,1976,AL,bluevi01,10,336,0.0
MVP,1923,AL,peckiro01,6,64,0.0
MVP,1968,NL,reganph01,7,280,0.0
MVP,1935,AL,applilu01,7,80,0.0
MVP,1925,NL,sandhe01,3,80,0.0
MVP,2001,AL,ramirma02,50,392,0.0
MVP,1985,AL,quiseda01,39,392,0.0
MVP,1999,AL,alomaro01,226,392,4.0
Rookie of the Year,1998,AL,arrojro01,61,140,4.0
MVP,1991,NL,gantro01,110,336,0.0
MVP,2003,AL,garcino01,99,392,1.0
MVP,2008,NL,hollima01,13,448,0.0
Rookie of the Year,1949,AL,kuzavbo01,1,24,1.0
MVP,2006,NL,garcino01,18,448,0.0
Rookie of the Year,2000,AL,wunscke01,2,140,0.0
MVP,1911,AL,cobbty01,64,64,8.0
MVP,1961,NL,rosebjo01,4,224,0.0
MVP,1980,NL,benchjo01,7,336,0.0
MVP,1999,NL,evereca01,15,448,0.0
Cy Young,1972,AL,lylesp01,3,120,0.0
MVP,1933,NL,lucasre01,3,80,0.0
Rookie of the Year,1969,AL,mayca01,5,24,5.0
MVP,1951,NL,reesepe01,15,336,0.0
Rookie of the Year,1974,NL,madlobi01,1,24,1.0
MVP,2000,NL,alfoned01,6,448,0.0
Rookie of the Year,2004,AL,buckjo01,1,140,0.0
MVP,1952,NL,snidedu01,29,336,1.0
MVP,1968,AL,robinbr01,8,280,0.0
MVP,1950,NL,robinja02,23,336,0.0
MVP,1952,AL,mantlmi01,143,336,3.0
MVP,2004,NL,nevinph01,1,448,0.0
MVP,1939,AL,applilu01,1,336,0.0
Rookie of the Year,1989,NL,jeffegr01,18,120,0.0
MVP,1986,NL,hayesvo01,41,336,0.0
MVP,2005,AL,youngmi02,20,392,0.0
MVP,1955,AL,kuennha01,8,336,0.0
MVP,1985,NL,goodedw01,162,336,1.0
MVP,1953,NL,haddiha01,9,336,0.0
MVP,1991,NL,glavito02,16,336,0.0
MVP,1934,AL,foxxji01,11,80,
MVP,1939,NL,hermabi01,1,336,0.0
MVP,2003,AL,chaveer01,18,392,0.0
MVP,1973,AL,otisam01,112,336,0.0
Rookie of the Year,1988,AL,gallada01,18,140,2.0
MVP,2004,NL,aloumo01,15,448,0.0
MVP,1988,AL,yountro01,34,392,0.0
MVP,1958,NL,bankser01,283,336,16.0
MVP,1925,AL,peckiro01,45,64,
MVP,1954,AL,berrayo01,230,336,7.0
MVP,1966,AL,robinfr02,280,280,20.0
MVP,1952,AL,berrayo01,104,336,0.0
Rookie of the Year,2005,AL,swishni01,6,140,0.0
MVP,1934,NL,terrybi01,30,80,
MVP,1960,NL,larkeno01,21,336,0.0
MVP,1943,AL,dickebi01,58,336,2.0
MVP,1939,NL,goodmiv01,4,336,0.0
MVP,1962,AL,pascuca02,14,280,0.0
MVP,1977,NL,smithre06,112,336,0.0
MVP,1913,NL,knabeot01,4,64,0.0
MVP,1983,AL,ripkeca01,322,392,15.0
MVP,1928,AL,cissebi01,4,64,0.0
MVP,1962,NL,koufasa01,3,280,0.0
MVP,1995,AL,mcgwima01,7,392,0.0
MVP,1989,NL,johnsho01,153,336,0.0
MVP,2003,AL,ortizda01,130,392,4.0
MVP,1988,AL,cansejo01,392,392,28.0
MVP,1992,AL,baergca01,31,392,0.0
Rookie of the Year,1996,AL,damicje01,1,140,0.0
MVP,1950,AL,carrach01,21,336,0.0
Cy Young,1992,AL,morrija02,10,140,1.0
Rookie of the Year,1969,NL,oliveal01,3,24,3.0
MVP,1995,AL,salmoti01,110,392,0.0
MVP,1933,NL,vaughar01,2,80,0.0
MVP,1990,NL,drabedo01,59,336,0.0
MVP,1971,AL,retteme01,8,336,0.0
Rookie of the Year,1987,NL,magrajo01,10,120,0.0
MVP,1964,AL,wagnele01,9,280,0.0
MVP,1954,AL,heganji01,5,336,0.0
Cy Young,2008,AL,mussimi01,2,140,0.0
MVP,2005,AL,rodrial01,331,392,16.0
MVP,1990,AL,burksel01,25,392,0.0
MVP,1961,AL,thomale03,1,280,0.0
MVP,1976,AL,fingero01,12,336,0.0
Rookie of the Year,2004,AL,greinza01,16,140,0.0
MVP,2001,AL,suzukic01,289,392,11.0
MVP,1970,NL,ageeto01,13,336,0.0
MVP,1958,NL,mazerbi01,61,336,1.0
MVP,1939,AL,heathje01,7,336,0.0
MVP,2000,NL,edmonji01,208,448,0.0
Rookie of the Year,1982,NL,saxst01,63,120,9.0
MVP,1943,NL,dahlgba01,2,336,0.0
MVP,1950,AL,yosted01,8,336,0.0
Rookie of the Year,1987,AL,whitede03,5,140,0.0
MVP,2012,AL,pujolal01,8,392,0.0
Rookie of the Year,1973,AL,medicdo01,2,24,2.0
MVP,1961,AL,piersji01,10,280,0.0
MVP,1962,NL,groatdi01,7,280,0.0
MVP,1927,NL,ulricdu01,2,80,0.0
Rookie of the Year,2002,AL,menchke01,2,140,0.0
MVP,1976,NL,brocklo01,3,336,0.0
MVP,1995,NL,larkiba01,281,392,11.0
MVP,1952,NL,metkoca01,2,336,0.0
MVP,1925,AL,flagsir01,10,64,
MVP,1979,NL,hornebo01,1,336,0.0
MVP,1985,NL,cartega01,116,336,0.0
MVP,1964,AL,powelbo01,28,280,0.0
Rookie of the Year,1991,NL,chambwe01,3,120,0.0
MVP,1965,NL,rojasco01,5,280,0.0
Cy Young,1972,NL,marshmi01,8,120,0.0
MVP,1943,NL,ottme01,9,336,0.0
MVP,1935,NL,allenet01,4,80,0.0
MVP,1952,NL,roepr01,7,336,0.0
MVP,1935,AL,cramedo01,18,80,0.0
Rookie of the Year,1967,NL,seaveto01,11,20,11.0
MVP,1965,AL,millest01,45,280,0.0
MVP,1994,AL,vaughmo01,10,392,0.0
Rookie of the Year,1991,AL,gomezle02,1,140,0.0
MVP,1955,NL,mayswi01,165,336,0.0
MVP,1932,AL,leveyji01,5,80,0.0
MVP,1995,NL,jonesch06,3,392,0.0
