managerid,yearid,teamid,lgid,inseason,g,w,l,rank,plyrmgr
quinnjo02m,1899,CL4,NL,2,116,12,104,12,Y
mauchge01m,1973,MON,NL,1,162,79,83,4,N
narroje01m,2005,CIN,NL,2,93,46,46,5,N
dykesji01m,1953,PHA,AL,1,157,59,95,7,N
sislege01m,1926,SLA,AL,1,155,62,92,7,Y
chapmja01m,1890,LS2,AA,1,136,88,44,1,N
tracyji01m,2001,LAN,NL,1,162,86,76,3,N
rothsla01m,2001,TBA,AL,1,14,4,10,5,N
zimmedo01m,1982,TEX,AL,1,96,38,58,6,N
stengca01m,1951,NYA,AL,1,154,98,56,1,N
birmijo01m,1915,CLE,AL,1,28,12,16,7,N
bakerdu01m,1994,SFN,NL,1,115,55,60,2,N
jonesfi01m,1908,CHA,AL,1,156,88,64,3,Y
maddojo99m,2009,TBA,AL,1,162,84,78,3,N
callani01m,1912,CHA,AL,1,158,78,76,4,Y
virdobi01m,1984,MON,NL,1,131,64,67,5,N
gerhajo01m,1883,LS2,AA,1,98,52,45,5,Y
hallmbi01m,1897,SLN,NL,3,50,13,36,12,Y
rappve99m,1984,CIN,NL,1,121,51,70,5,N
rosepe01m,1989,CIN,NL,1,125,59,66,5,N
pinielo01m,2007,CHN,NL,1,162,85,77,1,N
manuech01m,2000,CLE,AL,1,162,90,72,2,N
rodgebu01m,1987,MON,NL,1,162,91,71,3,N
rolfere01m,1951,DET,AL,1,154,73,81,5,N
frankhe01m,1978,CHN,NL,1,162,79,83,3,N
merrist99m,1991,NYA,AL,1,162,71,91,5,N
mcaleji01m,1904,SLA,AL,1,156,65,87,6,N
mccarjo99m,1934,NYA,AL,1,154,94,60,2,N
mutriji99m,1887,NY1,NL,1,129,68,55,4,N
edwardo01m,1988,CLE,AL,1,162,78,84,6,N
griffcl01m,1913,WS1,AL,1,155,90,64,2,Y
houkra01m,1969,NYA,AL,1,162,80,81,5,N
ofarrbo01m,1927,SLN,NL,1,153,92,61,2,Y
melesa01m,1967,MIN,AL,1,50,25,25,2,N
hornsro01m,1936,SLA,AL,1,155,57,95,7,Y
valenbo02m,1986,TEX,AL,1,162,87,75,2,N
gardero01m,2007,MIN,AL,1,162,79,83,3,N
bresnro01m,1911,SLN,NL,1,158,75,74,5,Y
comisch01m,1886,SL4,AA,1,139,93,46,1,Y
girarjo01m,2008,NYA,AL,1,162,89,73,3,N
huggimi01m,1914,SLN,NL,1,157,81,72,3,Y
wedgeer01m,2006,CLE,AL,1,162,78,84,4,N
machake01m,2006,OAK,AL,1,162,93,69,1,N
chancfr01m,1923,BOS,AL,1,154,61,91,8,N
friscfr01m,1936,SLN,NL,1,155,87,67,2,Y
oatesjo01m,1994,BAL,AL,1,112,63,49,2,N
houkra01m,1974,DET,AL,1,162,72,90,6,N
schaebo99m,1991,KCA,AL,2,1,1,0,6,N
cochrmi01m,1934,DET,AL,1,154,101,53,1,Y
toscaca99m,2003,TOR,AL,1,162,86,76,3,N
brenlbo01m,2001,ARI,NL,1,162,92,70,1,N
mckeoja99m,1997,CIN,NL,2,63,33,30,3,N
torrejo01m,2009,LAN,NL,1,162,95,67,1,N
fuchsju99m,1929,BSN,NL,1,154,56,98,8,N
mackco01m,1914,PHA,AL,1,158,99,53,1,N
wrighha01m,1878,BSN,NL,1,60,41,19,1,N
aloufe01m,2003,SFN,NL,1,161,100,61,1,N
kellyto01m,1992,MIN,AL,1,162,90,72,2,N
hinchaj01m,2009,ARI,NL,2,133,58,75,5,N
ansonca01m,1887,CHN,NL,1,127,71,50,3,Y
sewellu01m,1952,CIN,NL,1,98,39,59,6,N
morrijo01m,1884,BSN,NL,1,116,73,38,2,Y
berrayo01m,1984,NYA,AL,1,162,87,75,3,N
pinielo01m,1991,CIN,NL,1,162,74,88,5,N
herzowh01m,1978,KCA,AL,1,162,92,70,1,N
southbi01m,1944,SLN,NL,1,157,105,49,1,N
comisch01m,1890,CHP,PL,1,138,75,62,4,Y
harribu01m,1948,NYA,AL,1,154,94,60,3,N
dyered01m,1947,SLN,NL,1,156,89,65,2,N
nichoki01m,1904,SLN,NL,1,155,75,79,5,Y
ottme01m,1948,NY1,NL,1,76,37,38,5,N
tappeel01m,1961,CHN,NL,7,79,35,43,7,N
hornsro01m,1926,SLN,NL,1,156,89,65,1,Y
lasorto01m,1994,LAN,NL,1,115,58,56,1,N
kellejo01m,1902,CIN,NL,3,60,34,26,4,Y
trembda99m,2010,BAL,AL,1,54,15,39,5,N
fanniji01m,1982,MON,NL,1,162,86,76,3,N
andersp01m,1989,DET,AL,1,162,59,103,7,N
sheehto02m,1960,SFN,NL,2,98,46,50,5,N
russejo02m,2009,PIT,NL,1,161,62,99,6,N
cottich01m,1985,SEA,AL,1,162,74,88,6,N
raderdo02m,1991,CAL,AL,1,124,61,63,7,N
fogelho99m,1887,IN3,NL,3,70,20,49,8,N
weaveea99m,1981,BAL,AL,1,105,59,46,2,N
showabu99m,2000,ARI,NL,1,162,85,77,3,N
harrilu01m,1971,ATL,NL,1,162,82,80,3,N
robinfr02m,1975,CLE,AL,1,159,79,80,4,Y
mattibo01m,1980,TOR,AL,1,162,67,95,7,N
sawyeed99m,1959,PHI,NL,1,155,64,90,8,N
stovage01m,1912,SLA,AL,2,117,41,74,7,Y
crandde01m,1975,ML4,AL,1,161,67,94,5,N
leylaji99m,1986,PIT,NL,1,162,64,98,6,N
harribu01m,1936,WS1,AL,1,153,82,71,4,N
murtada01m,1959,PIT,NL,1,155,78,76,4,N
comisch01m,1887,SL4,AA,1,138,95,40,1,Y
guilloz01m,2009,CHA,AL,1,162,79,83,3,N
bauerha01m,1966,BAL,AL,1,160,97,63,1,N
shepala99m,1969,PIT,NL,1,157,84,73,3,N
mcgrajo01m,1924,NY1,NL,3,81,45,35,1,N
johnswa01m,1930,WS1,AL,1,154,94,60,2,N
mccarjo99m,1939,NYA,AL,1,152,106,45,1,N
durocle01m,1949,NY1,NL,1,156,73,81,5,N
larusto01m,1990,OAK,AL,1,162,103,59,1,N
dressch01m,1961,ML1,NL,1,130,71,58,4,N
harrilu01m,1970,ATL,NL,1,162,76,86,5,N
lopesda01m,2002,MIL,NL,1,15,3,12,6,N
ansonca01m,1895,CHN,NL,1,133,72,58,4,Y
durocle01m,1966,CHN,NL,1,162,59,103,10,N
clarkda05m,2009,HOU,NL,2,13,4,9,5,N
mccarjo99m,1948,BOS,AL,1,155,96,59,2,N
valenbo02m,1997,NYN,NL,1,162,88,74,3,N
southbi01m,1943,SLN,NL,1,157,105,49,1,N
fohlle01m,1925,BOS,AL,1,152,47,105,8,N
hendrja01m,1927,CIN,NL,1,153,75,78,5,N
lathaju01m,1882,PH4,AA,1,75,41,34,2,Y
davisge01m,1900,NY1,NL,2,78,39,37,8,Y
haneyfr01m,1954,PIT,NL,1,154,53,101,8,N
wrighha01m,1879,BSN,NL,1,84,54,30,2,N
hackech99m,1885,BR3,AA,1,37,15,22,5,N
southbi01m,1929,SLN,NL,1,90,43,45,4,Y
maddojo99m,1996,CAL,AL,3,22,8,14,4,N
gastoci01m,2009,TOR,AL,1,162,75,87,4,N
eversjo01m,1921,CHN,NL,1,96,41,55,7,N
spaldal01m,1877,CHN,NL,1,60,26,33,5,Y
riddogr99m,1990,SDN,NL,2,82,38,44,5,N
wilheka01m,1922,PHI,NL,1,154,57,96,7,N
washiro01m,2008,TEX,AL,1,162,79,83,2,N
coxbo01m,1982,TOR,AL,1,162,78,84,6,N
wagneho01m,1917,PIT,NL,2,5,1,4,8,Y
fohlle01m,1918,CLE,AL,1,129,73,54,2,N
larusto01m,1986,CHA,AL,1,64,26,38,5,N
garneph01m,2000,DET,AL,1,162,79,83,3,N
lajoina01m,1906,CLE,AL,1,157,89,64,3,Y
durocle01m,1967,CHN,NL,1,162,87,74,3,N
cushmch99m,1891,ML3,AA,1,36,21,15,3,N
bolesjo99m,1999,FLO,NL,1,162,64,98,5,N
killebi01m,1932,SLA,AL,1,154,63,91,6,N
leylaji99m,1993,PIT,NL,1,162,75,87,5,N
leylaji99m,1994,PIT,NL,1,114,53,61,3,N
mcbridi01m,1874,PH1,NA,1,56,33,23,3,Y
kingcl01m,1975,ATL,NL,1,134,58,76,5,N
mileyda99m,2005,CIN,NL,1,70,27,43,6,N
torrejo01m,2007,NYA,AL,1,162,94,68,2,N
howleda01m,1931,CIN,NL,1,154,58,96,8,N
zimmedo01m,1976,BOS,AL,2,76,42,34,3,N
fergubo01m,1887,NY4,AA,1,30,6,24,7,N
knighlo01m,1883,PH4,AA,1,98,66,32,1,Y
robinwi01m,1929,BRO,NL,1,153,70,83,6,N
peckiro01m,1931,CLE,AL,1,155,78,76,4,N
traynpi01m,1938,PIT,NL,1,152,86,64,2,N
coxbo01m,1999,ATL,NL,1,162,103,59,1,N
cantijo99m,1907,WS1,AL,1,154,49,102,8,N
hornsro01m,1931,CHN,NL,1,156,84,70,3,Y
mcbridi01m,1871,PH1,NA,1,28,21,7,1,Y
cronijo01m,1940,BOS,AL,1,154,82,72,5,Y
barnibi01m,1890,BL3,AA,1,38,15,19,6,N
mckecbi01m,1924,PIT,NL,1,153,90,63,3,N
williji99m,1888,CL3,AA,1,64,20,44,6,N
sislege01m,1925,SLA,AL,1,154,82,71,3,Y
peskyjo01m,1964,BOS,AL,1,160,70,90,8,N
rigglji99m,2008,SEA,AL,2,90,36,54,4,N
murtada01m,1963,PIT,NL,1,162,74,88,8,N
dykesji01m,1938,CHA,AL,1,149,65,83,6,Y
maddojo99m,2008,TBA,AL,1,162,97,65,1,N
aloufe01m,1993,MON,NL,1,162,94,68,2,N
bancrfr99m,1883,CL2,NL,1,100,55,42,4,N
mcveyca01m,1873,BL1,NA,1,33,20,13,3,Y
clarkfr01m,1903,PIT,NL,1,141,91,49,1,Y
robinwi01m,1927,BRO,NL,1,154,65,88,6,N
crossla01m,1899,CL4,NL,1,38,8,30,12,Y
garneph01m,2001,DET,AL,1,162,66,96,4,N
buckeal99m,1904,BSN,NL,1,155,55,98,7,N
richapa01m,1954,CHA,AL,1,146,91,54,3,N
rosemch01m,1890,SL4,AA,3,15,7,8,3,Y
actama99m,2011,CLE,AL,1,162,80,82,2,N
gowdyha01m,1946,CIN,NL,2,4,3,1,6,N
wallabo01m,1937,CIN,NL,2,25,5,20,8,N
coxbo01m,1984,TOR,AL,1,163,89,73,2,N
mackco01m,1903,PHA,AL,1,137,75,60,2,N
virdobi01m,1972,PIT,NL,1,155,96,59,1,N
jennihu01m,1917,DET,AL,1,155,78,75,4,N
morgajo01m,1990,BOS,AL,1,162,88,74,1,N
andersp01m,1988,DET,AL,1,162,88,74,2,N
gibsoge01m,1934,PIT,NL,1,51,27,24,5,N
willidi02m,1977,MON,NL,1,162,75,87,5,N
kennebo01m,1968,OAK,AL,1,163,82,80,6,N
collite99m,1999,ANA,AL,1,133,51,82,4,N
kingcl01m,1969,SFN,NL,1,162,90,72,2,N
alstowa01m,1964,LAN,NL,1,164,80,82,7,N
mackco01m,1921,PHA,AL,1,155,53,100,8,N
moorete01m,1954,PHI,NL,2,77,35,42,4,N
chapmbe01m,1948,PHI,NL,1,79,37,42,6,N
schoere01m,1970,SLN,NL,1,162,76,86,4,N
garcida99m,1982,CLE,AL,1,162,78,84,7,N
mackco01m,1923,PHA,AL,1,153,69,83,6,N
lefebji01m,1989,SEA,AL,1,162,73,89,6,N
ottme01m,1947,NY1,NL,1,155,81,73,4,Y
wilsoji01m,1943,CHN,NL,1,154,74,79,5,N
coonejo01m,1949,BSN,NL,2,46,20,25,4,N
tayloza02m,1949,SLA,AL,1,155,53,101,7,N
grimebu01m,1938,BRO,NL,1,151,69,80,7,N
hodgegi01m,1970,NYN,NL,1,162,83,79,3,N
gastoci01m,1994,TOR,AL,1,115,55,60,3,N
hengled99m,1884,CHU,UA,1,74,34,39,5,N
mclarjo99m,2008,SEA,AL,1,72,25,47,4,N
fohlle01m,1917,CLE,AL,1,156,88,66,3,N
torrejo01m,1980,NYN,NL,1,162,67,95,5,N
mutriji99m,1886,NY1,NL,1,124,75,44,3,N
harribu01m,1950,WS1,AL,1,155,67,87,5,N
chancfr01m,1914,NYA,AL,1,137,60,74,6,Y
trebeto99m,1986,ML4,AL,2,9,6,3,6,N
boudrlo01m,1945,CLE,AL,1,147,73,72,5,Y
frankhe01m,1968,SFN,NL,1,163,88,74,2,N
stanked01m,1967,CHA,AL,1,162,89,73,4,N
torrejo01m,1979,NYN,NL,1,163,63,99,6,N
dykesji01m,1954,BAL,AL,1,154,54,100,7,N
berrayo01m,1964,NYA,AL,1,164,99,63,1,N
harribu01m,1924,WS1,AL,1,156,92,62,1,Y
mackco01m,1901,PHA,AL,1,137,74,62,4,N
bushdo01m,1928,PIT,NL,1,152,85,67,4,N
williji03m,2002,HOU,NL,1,162,84,78,2,N
mcaleji01m,1901,CLE,AL,1,138,54,82,7,Y
brownfr99m,1882,WOR,NL,1,41,9,32,8,N
torboje01m,2002,FLO,NL,1,162,79,83,4,N
ansonca01m,1893,CHN,NL,1,128,56,71,9,Y
streega01m,1931,SLN,NL,1,154,101,53,1,Y
snydepo01m,1882,CN2,AA,1,80,55,25,1,Y
jennihu01m,1915,DET,AL,1,156,100,54,2,N
harribu01m,1940,WS1,AL,1,154,64,90,7,N
woodji01m,1872,TRO,NA,1,25,15,10,5,Y
fregoji01m,1996,PHI,NL,1,162,67,95,5,N
sullite01m,1883,SL4,AA,1,79,53,26,2,N
griffcl01m,1914,WS1,AL,1,158,81,73,3,Y
torrejo01m,1983,ATL,NL,1,162,88,74,2,N
machake01m,2003,OAK,AL,1,162,96,66,1,N
willidi02m,1972,OAK,AL,1,155,93,62,1,N
narroje01m,2006,CIN,NL,1,162,80,82,3,N
chapmbe01m,1946,PHI,NL,1,155,69,85,5,Y
kenneji99m,1890,BR4,AA,1,100,26,73,9,N
dykesji01m,1959,DET,AL,2,137,74,63,4,N
mauchge01m,1976,MIN,AL,1,162,85,77,3,N
herzowh01m,1987,SLN,NL,1,162,95,67,1,N
mosesfe99m,1884,RIC,AA,1,46,12,30,10,N
murtada01m,1971,PIT,NL,1,162,97,65,1,N
yorkto01m,1878,PRO,NL,1,62,33,27,3,Y
robinfr02m,1982,SFN,NL,1,162,87,75,3,N
loftuto01m,1890,CIN,NL,1,134,77,55,4,N
bochybr01m,2002,SDN,NL,1,162,66,96,5,N
barnibi01m,1885,BL2,AA,1,110,41,68,8,N
cookedu01m,1948,PHI,NL,2,13,6,6,6,N
gonzami01m,1938,SLN,NL,2,17,8,8,6,N
blackbu02m,2011,SDN,NL,1,162,71,91,5,N
trebeto99m,1991,ML4,AL,1,162,83,79,4,N
felskjo01m,1987,PHI,NL,1,61,29,32,4,N
weaveea99m,1973,BAL,AL,1,162,97,65,1,N
hartnga01m,1940,CHN,NL,1,154,75,79,5,Y
goryljo01m,1980,MIN,AL,2,36,23,13,3,N
herzowh01m,1982,SLN,NL,1,162,92,70,1,N
fregoji01m,1987,CHA,AL,1,162,77,85,5,N
mitchfr01m,1917,CHN,NL,1,157,74,80,5,N
fohlle01m,1919,CLE,AL,1,78,44,34,2,N
altobjo01m,1985,BAL,AL,1,55,29,26,4,N
tannech01m,1973,CHA,AL,1,162,77,85,5,N
gibbojo02m,2007,TOR,AL,1,162,83,79,3,N
schalra01m,1928,CHA,AL,1,75,32,42,5,Y
lajoina01m,1905,CLE,AL,1,58,37,21,5,Y
griffcl01m,1911,CIN,NL,1,159,70,83,6,N
malonfe01m,1874,CH2,NA,1,36,18,18,5,Y
mitchfr01m,1922,BSN,NL,1,154,53,100,8,N
sharsbi99m,1890,PH4,AA,1,132,54,78,8,N
huntebi03m,1978,TEX,AL,1,161,86,75,2,N
mackco01m,1949,PHA,AL,1,154,81,73,5,N
chapmja01m,1882,WOR,NL,3,37,7,30,8,N
bauerha01m,1967,BAL,AL,1,161,76,85,7,N
colliji01m,1905,BOS,AL,1,153,78,74,4,Y
harribu01m,1951,WS1,AL,1,154,62,92,7,N
dorgami01m,1880,PRO,NL,3,39,26,12,2,Y
mcnamjo99m,1969,OAK,AL,2,13,8,5,2,N
houkra01m,1978,DET,AL,1,162,86,76,5,N
watkibi01m,1888,KC2,AA,3,25,8,17,8,N
houkra01m,1972,NYA,AL,1,155,79,76,4,N
houkra01m,1983,BOS,AL,1,162,78,84,6,N
littlgr99m,2003,BOS,AL,1,162,95,67,2,N
richapa01m,1952,CHA,AL,1,156,81,73,3,N
barnibi01m,1893,LS3,NL,1,126,50,75,11,N
stengca01m,1943,BSN,NL,2,107,47,60,6,N
hutchfr01m,1961,CIN,NL,1,154,93,61,1,N
altobjo01m,1979,SFN,NL,1,140,61,79,4,N
donovpa01m,1897,PIT,NL,1,135,60,71,8,Y
keanejo99m,1965,NYA,AL,1,162,77,85,6,N
clarkfr01m,1904,PIT,NL,1,156,87,66,4,Y
andersp01m,1971,CIN,NL,1,162,79,83,5,N
cammebi99m,1876,NY3,NL,1,57,21,35,6,N
rignebi01m,1965,CAL,AL,1,162,75,87,7,N
seleefr99m,1893,BSN,NL,1,131,86,43,1,N
hendrja01m,1918,SLN,NL,1,133,51,78,8,N
oatesjo01m,1993,BAL,AL,1,162,85,77,3,N
phillle99m,1970,CAL,AL,1,162,86,76,3,N
hornsro01m,1933,SLA,AL,3,54,19,33,8,Y
morgajo01m,1989,BOS,AL,1,162,83,79,3,N
gleaski01m,1919,CHA,AL,1,140,88,52,1,N
manuech01m,2002,CLE,AL,1,86,39,47,3,N
ansonca01m,1880,CHN,NL,1,86,67,17,1,Y
cayloop99m,1886,CN2,AA,1,141,65,73,5,N
coxbo01m,1994,ATL,NL,1,114,68,46,2,N
mcguide01m,1908,BOS,AL,1,115,53,62,5,Y
mackco01m,1907,PHA,AL,1,150,88,57,2,N
fitzsfr01m,1944,PHI,NL,1,154,61,92,8,N
donovpa01m,1906,BRO,NL,1,153,66,86,5,Y
rodried02m,2011,FLO,NL,1,71,32,39,5,N
wilsoji01m,1934,PHI,NL,1,149,56,93,7,Y
wilheka01m,1921,PHI,NL,2,67,26,41,8,Y
willsma01m,1981,SEA,AL,1,25,6,18,6,N
gibsoge01m,1933,PIT,NL,1,154,87,67,2,N
dykesji01m,1939,CHA,AL,1,155,85,69,4,Y
altobjo01m,1984,BAL,AL,1,162,85,77,5,N
torrejo01m,1982,ATL,NL,1,162,89,73,1,N
larusto01m,1982,CHA,AL,1,162,87,75,3,N
tannech01m,1982,PIT,NL,1,162,84,78,4,N
shottbu01m,1934,CIN,NL,2,1,1,0,8,N
phillho99m,1885,PT1,AA,1,111,56,55,3,N
fergubo01m,1880,TRN,NL,1,83,41,42,4,Y
smithma01m,1955,PHI,NL,1,154,77,77,4,N
stanked01m,1953,SLN,NL,1,157,83,71,3,Y
tinkejo01m,1916,CHN,NL,1,156,67,86,5,Y
lachere01m,1982,SEA,AL,1,162,76,86,4,N
martibi02m,1982,OAK,AL,1,162,68,94,5,N
houkra01m,1966,NYA,AL,2,140,66,73,10,N
smithma01m,1956,PHI,NL,1,154,71,83,5,N
stanked01m,1977,TEX,AL,2,1,1,0,2,N
bruckea01m,1952,CIN,NL,2,5,3,2,6,N
haneyfr01m,1957,ML1,NL,1,155,95,59,1,N
dressch01m,1957,WS1,AL,1,20,4,16,8,N
aloufe01m,1992,MON,NL,2,125,70,55,2,N
tannech01m,1981,PIT,NL,1,103,46,56,4,N
friscfr01m,1944,PIT,NL,1,158,90,63,2,N
zimmedo01m,1988,CHN,NL,1,163,77,85,4,N
fergubo01m,1875,HR1,NA,1,86,54,28,3,Y
hanlone01m,1889,PIT,NL,3,46,26,18,5,Y
lemonbo01m,1977,CHA,AL,1,162,90,72,3,N
vukovjo01m,1988,PHI,NL,2,9,5,4,6,N
bragabo01m,1963,ML1,NL,1,163,84,78,6,N
burkeji01m,1905,SLN,NL,2,90,34,56,6,Y
joosted01m,1954,PHA,AL,1,156,51,103,8,Y
valenbo02m,1996,NYN,NL,2,31,12,19,4,N
parrila01m,1998,DET,AL,2,25,13,12,5,N
clarkfr01m,1911,PIT,NL,1,156,85,69,3,Y
melvibo01m,2011,OAK,AL,2,99,47,52,4,N
williji03m,1988,TOR,AL,1,162,87,75,3,N
mackco01m,1917,PHA,AL,1,154,55,98,8,N
nixonru01m,1990,ATL,NL,1,65,25,40,6,N
barroed99m,1919,BOS,AL,1,138,66,71,6,N
mckecbi01m,1945,CIN,NL,1,154,61,93,7,N
rowlapa99m,1917,CHA,AL,1,156,100,54,1,N
speaktr01m,1921,CLE,AL,1,154,94,60,2,Y
freyji99m,1985,CHN,NL,1,162,77,84,4,N
jonesfi01m,1914,SLF,FL,2,40,12,26,8,Y
matheed01m,1972,ATL,NL,2,50,23,27,4,N
melvibo01m,2009,ARI,NL,1,29,12,17,4,N
tracyji01m,2004,LAN,NL,1,162,93,69,1,N
riddogr99m,1991,SDN,NL,1,162,84,78,3,N
boudrlo01m,1960,CHN,NL,2,139,54,83,7,N
greenda02m,1995,NYN,NL,1,144,69,75,2,N
mannija01m,1877,CN1,NL,3,20,7,12,6,Y
howsedi01m,1984,KCA,AL,1,162,84,78,1,N
boyerke01m,1979,SLN,NL,1,163,86,76,3,N
hutchfr01m,1959,CIN,NL,2,74,39,35,5,N
kellyto01m,1989,MIN,AL,1,162,80,82,5,N
dressch01m,1964,DET,AL,1,163,85,77,4,N
mcveyca01m,1878,CN1,NL,1,61,37,23,2,Y
gardnbi02m,1987,KCA,AL,1,126,62,64,2,N
gibsoge01m,1922,PIT,NL,1,65,32,33,3,N
mcnamjo99m,1988,BOS,AL,1,85,43,42,1,N
lucchfr99m,1972,PHI,NL,1,76,26,50,6,N
malonfe01m,1873,PH2,NA,1,10,8,2,2,Y
robinwi01m,1914,BRO,NL,1,154,75,79,5,N
morrijo01m,1885,BSN,NL,1,113,46,66,5,Y
mackco01m,1924,PHA,AL,1,152,71,81,5,N
foutzda01m,1894,BRO,NL,1,135,70,61,5,Y
lanieha01m,1988,HOU,NL,1,162,82,80,5,N
rolfere01m,1952,DET,AL,1,73,23,49,8,N
wathajo01m,1991,KCA,AL,1,37,15,22,6,N
oneilst01m,1948,DET,AL,1,154,78,76,5,N
hornsro01m,1927,NY1,NL,2,33,22,10,3,Y
showabu99m,1999,ARI,NL,1,162,100,62,1,N
mcclell01m,2002,PIT,NL,1,161,72,89,4,N
guilloz01m,2007,CHA,AL,1,162,72,90,4,N
mcnamjo99m,1986,BOS,AL,1,161,95,66,1,N
mckecbi01m,1936,BSN,NL,1,157,71,83,6,N
robinfr02m,1977,CLE,AL,1,57,26,31,5,N
mckecbi01m,1934,BSN,NL,1,152,78,73,4,N
larusto01m,1994,OAK,AL,1,114,51,63,2,N
sveumda01m,2012,CHN,NL,1,162,61,101,5,N
hutchfr01m,1957,SLN,NL,1,154,87,67,2,N
lamonge01m,1995,CHA,AL,1,31,11,20,3,N
ozarkda99m,1977,PHI,NL,1,162,101,61,1,N
knighra01m,1997,CIN,NL,1,99,43,56,3,N
griffcl01m,1903,NYA,AL,1,136,72,62,4,Y
bakerdu01m,1993,SFN,NL,1,162,103,59,2,N
krolja99m,1980,SLN,NL,2,1,0,1,4,N
houkra01m,1961,NYA,AL,1,163,109,53,1,N
mauchge01m,1966,PHI,NL,1,162,87,75,4,N
willidi02m,1971,OAK,AL,1,161,101,60,1,N
tennefr02m,1905,BSN,NL,1,156,51,103,7,Y
ozarkda99m,1973,PHI,NL,1,162,71,91,6,N
virdobi01m,1978,HOU,NL,1,162,74,88,5,N
stengca01m,1962,NYN,NL,1,161,40,120,10,N
irwinar01m,1895,PHI,NL,1,133,78,53,3,N
mcbrige01m,1921,WS1,AL,1,154,80,73,4,N
unglabo01m,1907,BOS,AL,3,29,9,20,7,Y
gardnbi02m,1981,MIN,AL,2,73,30,43,4,N
stallge01m,1920,BSN,NL,1,153,62,90,7,N
holliho01m,1875,WS6,NA,1,20,4,16,10,Y
farrejo03m,2012,TOR,AL,1,162,73,89,4,N
mclarjo99m,2007,SEA,AL,2,84,43,41,2,N
watkibi01m,1887,DTN,NL,1,127,79,45,1,N
stallge01m,1901,DET,AL,1,136,74,61,3,N
tracyji01m,2003,LAN,NL,1,162,85,77,2,N
mooreja01m,1985,OAK,AL,1,162,77,85,5,N
shannda01m,1889,LS2,AA,3,58,10,46,8,Y
herzowh01m,1981,SLN,NL,1,103,59,43,2,N
andersp01m,1986,DET,AL,1,162,87,75,3,N
fanniji01m,1984,MON,NL,2,30,14,16,5,N
lavagco01m,1960,WS1,AL,1,154,73,81,5,N
showabu99m,2005,TEX,AL,1,162,79,83,3,N
schmegu99m,1888,CN2,AA,1,137,80,54,4,N
cronijo01m,1941,BOS,AL,1,155,84,70,2,Y
rodgebu01m,1980,ML4,AL,3,23,13,10,3,N
valenbo02m,2000,NYN,NL,1,162,94,68,2,N
rickebr01m,1923,SLN,NL,1,154,79,74,5,N
kingcl01m,1970,SFN,NL,1,42,19,23,3,N
