year,lgid,tmid,franchid,confid,divid,rank,confrank,playoff,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,o_tmrebound,d_tmrebound,homewon,homelost,awaywon,awaylost,neutwon,neutloss,confwon,confloss,divwon,divloss,pace,won,lost,games,min,arena,attendance,bbtmid
1966,NBA,DET,DET,,WD,5,0,,Detroit Pistons,3523,8542,1969,2725,0,0,0,0,5511,1465,2198,0,0,0,9015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9463,697,0,12,18,9,19,9,14,0,0,14,22,0,30,51,81,19590.0,Cobo Arena,32767,DET
1966,NBA,LAL,LAL,,WD,3,0,DS,Los Angeles Lakers,3786,8466,2192,2917,0,0,0,0,5415,1906,2168,0,0,0,9764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9736,604,0,21,18,12,20,3,7,0,0,14,22,0,36,45,81,19565.0,Los Angeles Memorial Sports Arena,32767,LAL
1967,NBA,DET,DET,,ED,4,0,DS,Detroit Pistons,3755,8386,2215,3129,0,0,0,0,5452,1700,2240,0,0,0,9725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9889,790,0,21,11,12,23,7,8,0,0,15,25,0,40,42,82,19780.0,Cobo Arena,32767,DET
1967,NBA,LAL,LAL,,WD,2,0,F,Los Angeles Lakers,3827,8031,2283,3143,0,0,0,0,5225,1983,2152,0,0,0,9937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9477,654,0,30,11,18,19,4,0,0,0,28,12,0,52,30,82,19865.0,The Forum,32767,LAL
1967,NBA,SEA,SEA,,WD,5,0,,Seattle Supersonics,3772,8593,2188,3042,0,0,0,0,5338,1998,2372,0,0,0,9732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10261,591,0,9,19,7,24,7,16,0,0,15,25,0,23,59,82,19755.0,Seattle Center Coliseum,32767,SEA
1968,NBA,DET,DET,,ED,6,0,,Detroit Pistons,3609,7997,2141,3025,0,0,0,0,4471,1757,2105,0,0,0,9359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9618,0,0,21,17,7,30,4,3,0,0,13,27,0,32,50,82,19755.0,Cobo Arena,32767,DET
1968,NBA,LAL,LAL,,WD,1,0,F,Los Angeles Lakers,3574,7620,2056,3161,0,0,0,0,4749,2068,1773,0,0,0,9204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8864,0,0,32,9,21,18,2,0,0,0,30,10,0,55,27,82,19905.0,The Forum,32767,LAL
1968,NBA,MIL,MIL,,ED,7,0,,Milwaukee Bucks,3537,8258,1966,2638,0,0,0,0,4727,1882,2187,0,0,0,9040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9460,0,0,15,19,8,27,4,9,0,0,7,29,0,27,55,82,19680.0,Milwaukee Arena,32767,MIL
1968,NBA,PHO,PHO,,WD,7,0,,Phoenix Suns,3541,8242,2080,2950,0,0,0,0,4508,1918,2086,0,0,0,9162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9878,0,0,11,26,4,28,1,12,0,0,8,30,0,16,66,82,19805.0,Arizona Veterans Memorial Coliseum,32767,PHO
1968,NBA,SEA,SEA,,WD,6,0,,Seattle Supersonics,3543,8149,2105,2979,0,0,0,0,4498,1927,2281,0,0,0,9191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9589,0,0,18,18,6,29,6,5,0,0,15,23,0,30,52,82,19830.0,Seattle Center Coliseum,32767,SEA
1969,NBA,DET,DET,,ED,7,0,,Detroit Pistons,3565,7657,2116,2881,0,0,0,0,3831,1709,1930,0,0,0,9246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9518,0,0,18,20,10,25,3,6,0,0,10,30,0,31,51,82,19855.0,Cobo Arena,32767,DET
1969,NBA,LAL,LAL,,WD,2,0,F,Los Angeles Lakers,3668,7952,1991,2641,0,0,0,0,4154,2030,1896,0,0,0,9327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9164,0,0,27,14,17,21,2,1,0,0,24,16,0,46,36,82,19830.0,The Forum,32767,LAL
1969,NBA,MIL,MIL,,ED,2,0,DF,Milwaukee Bucks,3923,8041,1895,2589,0,0,0,0,4419,2168,1971,0,0,0,9741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9363,0,0,27,11,24,14,5,1,0,0,27,13,0,56,26,82,19780.0,Milwaukee Arena,32767,MIL
1969,NBA,PHO,PHO,,WD,3,0,DS,Phoenix Suns,3676,7856,2434,3270,0,0,0,0,4183,2076,2183,0,0,0,9786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9927,0,0,22,15,12,25,5,3,0,0,24,16,0,39,43,82,19805.0,Arizona Veterans Memorial Coliseum,32767,PHO
1969,NBA,SEA,SEA,,WD,5,0,,Seattle Supersonics,3709,8029,2171,2851,0,0,0,0,4312,2214,2175,0,0,0,9589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9796,0,0,22,14,10,26,4,6,0,0,14,26,0,36,46,82,19780.0,Seattle Center Coliseum,32767,SEA
1970,NBA,DET,DET,WC,MW,4,6,,Detroit Pistons,3468,7730,2093,2808,0,0,0,0,3923,1696,1969,0,0,0,9029,3525,7713,2040,0,0,2703,0,0,4292,1912,2087,0,0,0,9090,0,0,24,17,20,19,1,1,19,23,6,12,0,45,37,82,19855.0,Cobo Arena,32767,DET
1970,NBA,LAL,LAL,WC,PC,1,3,CF,Los Angeles Lakers,3739,7857,1933,2717,0,0,0,0,4269,2205,1709,0,0,0,9411,3796,8511,1567,0,0,2107,0,0,4552,2078,1951,0,0,0,9159,0,0,30,11,17,22,1,1,25,19,15,7,0,48,34,82,19755.0,The Forum,32767,LAL
1970,NBA,MIL,MIL,WC,MW,1,1,F,Milwaukee Bucks,3972,7803,1766,2379,0,0,0,0,4344,2249,1847,0,0,0,9710,3489,8224,1727,0,0,2322,0,0,4004,1923,1770,0,0,0,8705,0,0,34,2,28,13,4,1,36,8,14,4,0,66,16,82,19780.0,Milwaukee Arena,32767,MIL
1970,NBA,PHO,PHO,WC,MW,3,5,,Phoenix Suns,3503,8021,2327,3078,0,0,0,0,4442,1927,2132,0,0,0,9333,3506,7828,2165,0,0,2923,0,0,4173,2069,2202,0,0,0,9177,0,0,27,14,19,20,2,0,25,19,9,9,0,48,34,82,19780.0,Arizona Veterans Memorial Coliseum,32767,PHO
1970,NBA,POR,POR,WC,PC,5,9,,Portland Trail Blazers,3721,8562,2025,2671,0,0,0,0,4210,2227,2024,0,0,0,9467,3900,8333,2037,0,0,2758,0,0,4885,2267,2035,0,0,0,9837,0,0,18,21,9,26,2,6,6,28,3,15,0,29,53,82,19755.0,Memorial Coliseum,32767,POR
1970,NBA,SEA,SEA,WC,PC,4,8,,Seattle Supersonics,3664,8034,2101,2790,0,0,0,0,4456,2049,1917,0,0,0,9429,3803,8117,1985,0,0,2679,0,0,4156,1994,2062,0,0,0,9591,0,0,27,13,11,30,0,1,16,28,10,14,0,38,44,82,19730.0,Seattle Center Coliseum,32767,SEA
1971,NBA,DET,DET,WC,MW,4,8,,Detroit Pistons,3482,7665,1981,2653,0,0,0,0,3970,1687,1954,0,0,0,8945,3822,8106,1862,0,0,2474,0,0,4377,2214,1931,0,0,0,9506,0,0,16,25,9,30,1,1,10,32,4,14,0,26,56,82,19805.0,Cobo Arena,32767,DET
1971,NBA,GSW,GSW,WC,PC,2,4,CS,Golden State Warriors,3477,7923,1917,2500,0,0,0,0,4450,1854,1840,0,0,0,8871,3560,8082,1688,0,0,2265,0,0,4381,1968,1912,0,0,0,8808,0,0,27,8,21,20,3,3,26,18,14,10,0,51,31,82,19705.0,Oakland-Alameda County Coliseum Arena,32767,GSW
1971,NBA,HOU,HOU,WC,PC,4,7,,Houston Rockets,3590,8277,1813,2424,0,0,0,0,4433,1777,1992,0,0,0,8993,3542,7817,2037,0,0,2737,0,0,4298,1945,1944,0,0,0,9121,0,0,15,20,14,23,5,5,14,31,9,15,0,34,48,82,19730.0,Hofheinz Pavilion,32767,HOU
1971,NBA,LAL,LAL,WC,PC,1,1,NC,Los Angeles Lakers,3920,7998,2080,2833,0,0,0,0,4628,2232,1636,0,0,0,9920,3699,8553,1515,0,0,1972,0,0,4290,1994,1997,0,0,0,8913,0,0,36,5,31,7,2,1,36,8,21,3,0,69,13,82,19755.0,The Forum,32767,LAL
1971,NBA,MIL,MIL,WC,MW,1,2,CF,Milwaukee Bucks,3813,7653,1774,2399,0,0,0,0,4269,2160,1862,0,0,0,9400,3370,8025,1745,0,0,2358,0,0,3922,1843,1788,0,0,0,8485,0,0,31,5,27,12,5,2,33,11,13,5,0,63,19,82,19780.0,Milwaukee Arena,32767,MIL
1971,NBA,PHO,PHO,WC,MW,3,5,,Phoenix Suns,3599,7877,2336,2999,0,0,0,0,4301,1976,2026,0,0,0,9534,3568,7896,1947,0,0,2658,0,0,4009,1929,2182,0,0,0,9083,0,0,30,11,19,20,0,2,24,20,7,11,0,49,33,82,19880.0,Arizona Veterans Memorial Coliseum,32767,PHO
1971,NBA,POR,POR,WC,PC,5,9,,Portland Trail Blazers,3462,7840,1835,2494,0,0,0,0,3996,2090,1873,0,0,0,8759,3841,7906,1875,0,0,2499,0,0,4439,2312,1903,0,0,0,9557,0,0,14,26,4,35,0,3,6,40,4,20,0,18,64,82,19805.0,Memorial Coliseum,32767,POR
1971,NBA,SEA,SEA,WC,PC,3,6,,Seattle Supersonics,3461,7457,2035,2659,0,0,0,0,4123,1976,1738,0,0,0,8957,3619,8029,1681,0,0,2248,0,0,4183,2037,1975,0,0,0,8919,0,0,28,12,18,22,1,1,21,23,12,12,0,47,35,82,19755.0,Seattle Center Coliseum,32767,SEA
1972,NBA,DET,DET,WC,MW,3,5,,Detroit Pistons,3666,7916,1710,2294,0,0,0,0,4105,1882,1812,0,0,0,9042,3803,8064,1418,0,0,1862,0,0,4019,2263,1891,0,0,0,9024,0,0,26,15,13,25,1,2,24,26,9,11,0,40,42,82,19780.0,Cobo Arena,32767,DET
1972,NBA,GSW,GSW,WC,PC,2,4,CF,Golden State Warriors,3715,8163,1493,1871,0,0,0,0,4405,1985,1693,0,0,0,8923,3603,8163,1463,0,0,1891,0,0,4265,2034,1766,0,0,0,8669,0,0,27,14,18,20,2,1,26,24,14,12,0,47,35,82,19730.0,Oakland-Alameda County Coliseum Arena,32767,GSW
1972,NBA,HOU,HOU,EC,CD,3,5,,Houston Rockets,3772,8249,1706,2152,0,0,0,0,4060,1939,1949,0,0,0,9250,3824,8119,1744,0,0,2290,0,0,4338,2104,1902,0,0,0,9392,0,0,14,14,10,28,9,7,21,25,9,13,0,33,49,82,19680.0,Hofheinz Pavilion,32767,HOU
1972,NBA,KCO,SAC,WC,MW,4,7,,KC-Omaha Kings,3621,7581,1580,2036,0,0,0,0,3628,2118,2054,0,0,0,8822,3698,7640,1665,0,0,2174,0,0,3961,1885,1816,0,0,0,9061,0,0,24,17,12,29,0,0,20,30,6,14,0,36,46,82,19780.0,Municipal Auditorium,32767,KCO
1972,NBA,LAL,LAL,WC,PC,1,2,F,Los Angeles Lakers,3740,7819,1679,2264,0,0,0,0,4562,2302,1636,0,0,0,9159,3646,8409,1167,0,0,1583,0,0,4101,1963,1941,0,0,0,8459,0,0,30,11,28,11,2,0,40,10,22,4,0,60,22,82,19755.0,The Forum,32767,LAL
1972,NBA,MIL,MIL,WC,MW,1,1,CS,Milwaukee Bucks,3759,7808,1271,1687,0,0,0,0,4245,2226,1763,0,0,0,8789,3385,8028,1345,0,0,1783,0,0,3916,1906,1601,0,0,0,8115,0,0,33,5,25,15,2,2,38,12,15,5,0,60,22,82,19755.0,Milwaukee Arena,32767,MIL
1972,NBA,PHO,PHO,WC,PC,3,6,,Phoenix Suns,3612,7942,1931,2437,0,0,0,0,4003,1944,2012,0,0,0,9155,3758,8005,1744,0,0,2318,0,0,4139,2166,2068,0,0,0,9260,0,0,22,19,15,25,1,0,22,28,14,12,0,38,44,82,19755.0,Arizona Veterans Memorial Coliseum,32767,PHO
1972,NBA,POR,POR,WC,PC,5,9,,Portland Trail Blazers,3588,7842,1531,2129,0,0,0,0,3928,2102,1970,0,0,0,8707,3709,7780,1800,0,0,2327,0,0,4236,2271,1885,0,0,0,9218,0,0,13,28,8,32,0,1,10,40,6,20,0,21,61,82,19730.0,Memorial Coliseum,32767,POR
1972,NBA,SEA,SEA,WC,PC,4,8,,Seattle Supersonics,3447,7681,1606,2080,0,0,0,0,4161,1958,1877,0,0,0,8500,3678,8093,1628,0,0,2156,0,0,4158,2145,1875,0,0,0,8984,0,0,16,25,10,29,0,2,17,33,9,17,0,26,56,82,19780.0,Seattle Center Coliseum,32767,SEA
1973,NBA,DET,DET,WC,MW,3,3,CS,Detroit Pistons,3453,7515,1654,2164,0,0,1200,2681,3881,1956,1930,793,1763,419,8560,3376,7499,1475,0,0,1932,1173,2632,3805,1980,1996,772,1822,410,8227,0,0,29,12,23,17,0,1,34,16,9,11,0,52,30,82,19755.0,Cobo Arena,32767,DET
1973,NBA,GSW,GSW,WC,PC,2,5,,Golden State Warriors,3721,8020,1569,2018,0,0,1379,3035,4414,1989,1893,668,1667,450,9011,3619,7995,1563,0,0,2054,1227,2702,3929,2027,1826,714,1477,465,8801,0,0,23,18,20,20,1,0,24,26,15,11,0,44,38,82,19705.0,Oakland-Alameda County Coliseum Arena,32767,GSW
1973,NBA,HOU,HOU,EC,CD,3,6,,Houston Rockets,3564,7426,1682,2071,0,0,1063,2588,3651,2212,2104,727,1681,407,8810,3551,7433,1719,0,0,2337,1162,2619,3781,2122,1994,707,1737,375,8821,0,0,18,23,13,25,1,2,21,25,9,13,0,32,50,82,19855.0,Hofheinz Pavilion,32767,HOU
1973,NBA,KCO,SAC,WC,MW,4,7,,KC-Omaha Kings,3369,7342,1628,2104,0,0,1112,2554,3666,1744,1916,796,1791,384,8366,3580,7514,1512,0,0,1950,1210,2650,3860,1916,1907,723,1765,373,8672,0,0,20,21,13,28,0,0,18,32,4,16,0,33,49,82,19705.0,Municipal Auditorium,32767,KCO
1973,NBA,LAL,LAL,WC,PC,1,4,CS,Los Angeles Lakers,3536,7803,1879,2443,0,0,1365,2970,4335,2179,2032,794,1913,653,8951,3667,8364,1546,0,0,2044,1525,2786,4311,2061,2135,797,1719,430,8880,0,0,30,11,17,24,0,0,30,20,14,12,0,47,35,82,19755.0,The Forum,32767,LAL
1973,NBA,MIL,MIL,WC,MW,1,1,F,Milwaukee Bucks,3726,7571,1328,1741,0,0,1133,2881,4014,2225,1864,726,1694,519,8780,3311,7799,1499,0,0,1969,1269,2487,3756,1909,1707,719,1554,312,8121,0,0,31,7,24,16,4,0,34,16,14,6,0,59,23,82,19755.0,Milwaukee Arena,32767,MIL
1973,NBA,PHO,PHO,WC,PC,4,8,,Phoenix Suns,3555,7726,1737,2235,0,0,1090,2723,3813,2052,2123,658,1666,305,8847,3648,7809,1843,0,0,2356,1220,2773,3993,2180,2003,810,1637,396,9139,0,0,24,17,6,34,0,1,16,34,11,15,0,30,52,82,19755.0,Arizona Veterans Memorial Coliseum,32767,PHO
1973,NBA,POR,POR,WC,PC,5,9,,Portland Trail Blazers,3585,7684,1591,2112,0,0,1254,2598,3852,2106,2050,797,1823,341,8761,3664,7571,1825,0,0,2299,1197,2678,3875,2308,1961,866,1713,415,9153,0,0,22,19,5,34,0,2,18,32,13,13,0,27,55,82,19730.0,Memorial Coliseum,32767,POR
1973,NBA,SEA,SEA,WC,PC,3,6,,Seattle Supersonics,3584,8056,1606,2095,0,0,1323,2706,4029,2106,2074,689,1622,294,8774,3554,7675,1875,0,0,2427,1173,2932,4105,2255,2012,730,1796,355,8983,0,0,22,19,14,27,0,0,21,29,12,14,0,36,46,82,19755.0,Seattle Center Coliseum,32767,SEA
1974,NBA,DET,DET,WC,MW,3,5,C1,Detroit Pistons,3289,7053,1533,1975,0,0,1002,2515,3517,1916,1866,679,1557,380,8111,3409,7257,1410,0,0,1793,1104,2550,3654,2012,1875,663,1523,306,8228,0,0,26,15,14,27,0,0,21,25,10,16,0,40,42,82,19705.0,Cobo Arena,32767,DET
1971,ABA,VIR,VIR,,ED,2,0,DF,Virginia Squires,3913,8458,2101,2788,61,247,1720,2941,4661,1764,2234,0,1645,0,9988,3780,8333,2209,145,446,2923,1724,2938,4662,1830,2150,0,1634,0,9914,0,0,23,18,20,21,2,0,0,0,32,22,0,45,39,84,20385.0,Norfolk Scope,0,VIR
1988,NBA,HOU,HOU,WC,MW,2,5,C1,Houston Rockets,3412,7196,1909,2527,164,523,1211,2554,3765,2016,2026,789,1569,501,8897,3413,7290,1806,187,534,2372,1145,2428,3573,2015,2013,800,1455,439,8819,0,0,31,10,14,27,0,0,33,25,19,11,0,45,37,82,19855.0,The Summit,32767,HOU
2004,NBA,HOU,HOU,WC,SW,3,5,C1,Houston Rockets,2846,6419,1551,1986,553,1521,874,2601,3475,1733,1807,563,1135,378,7796,2720,6423,1571,454,1343,2116,892,2444,3336,1696,1773,607,1087,335,7465,0,0,26,15,25,16,0,0,33,19,10,6,0,51,31,82,19855.0,Toyota Center,32767,HOU
1947,PBLA,OMA,OMA,,NO,5,0,,Omaha Tomahawks,118,0,62,103,0,0,0,0,0,0,79,0,0,0,298,144,0,57,98,0,0,0,0,0,0,86,0,0,0,345,0,0,1,3,1,0,0,1,0,0,0,0,0,2,4,6,,Creighton University,0,
1995,NBA,MIA,MIA,EC,AT,3,8,C1,Miami Heat,2902,6348,1553,2187,552,1458,999,2495,3494,1752,2158,574,1394,439,7909,2734,6303,1878,446,1237,2498,982,2315,3297,1645,2031,662,1288,403,7792,0,0,26,15,16,25,0,0,29,25,13,12,0,42,40,82,19780.0,Miami Arena,32767,MIA
2008,NBA,MEM,MEM,WC,SW,5,12,,Memphis Grizzlies,2865,6311,1570,2077,398,1106,847,2337,3184,1423,1777,615,1252,385,7698,3018,6378,1574,536,1510,2043,842,2431,3273,1735,1786,632,1194,443,8146,0,0,16,25,8,33,0,0,14,38,5,11,92,24,58,82,19805.0,FedExForum,32767,
1938,NBL,HAM,HAM,,WE,4,0,,Hammond Ciesar All-Americans,367,0,238,0,0,0,0,0,0,0,0,0,0,0,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137,0,0,4,10,0,14,0,0,0,0,0,0,0,4,24,28,,,0,HAM
1952,NBA,PHW,GSW,,ED,5,0,,Philadelphia Warriors,1987,5546,1560,2298,0,0,0,0,3763,1513,1860,0,0,0,5534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6031,418,0,4,13,1,28,7,16,0,0,7,33,0,12,57,69,16785.0,Philadelphia Civic Center,32767,PHW
1937,NBL,WAR,CWH,,EA,5,0,,Warren Penns,121,0,76,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,2,3,1,6,0,0,0,0,0,0,0,3,9,12,,,0,WAR
1997,NBA,CHI,CHI,EC,CD,1,1,NC,Chicago Bulls,3064,6801,1492,2009,311,962,1243,2438,3681,1952,1691,696,1178,353,7931,2797,6483,1425,329,1022,1956,1016,2239,3255,1595,1774,657,1268,356,7348,0,0,37,4,25,16,0,0,42,12,21,7,0,62,20,82,19855.0,United Center,32767,CHI
2011,NBA,HOU,HOU,WC,SW,4,0,,Houston Rockets,2489,5543,1018,1301,478,1330,770,2014,2784,1404,1347,496,955,319,6474,2474,5427,1142,1490,369,1136,729,2028,2757,1321,1215,495,972,340,6459,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,0,,,0,
1990,NBA,CLE,CLE,EC,CD,6,9,,Cleveland Cavaliers,3259,6857,1665,2176,160,479,1011,2329,3340,2240,1672,643,1281,450,8343,3459,7117,1464,163,505,1916,1097,2398,3495,2150,1895,710,1226,394,8545,0,0,23,18,10,31,0,0,23,31,11,19,0,33,49,82,19830.0,Coliseum at Richfield,32767,CLE
1995,NBA,NJN,NJN,EC,AT,6,12,,New Jersey Nets,2881,6750,1672,2244,250,746,1350,2503,3853,1752,1880,627,1375,571,7684,3006,6625,1476,543,1415,1994,1028,2355,3383,1876,1925,665,1270,516,8031,0,0,20,21,10,31,0,0,21,33,8,17,0,30,52,82,19905.0,Brendan Byrne Arena,32767,NJN
2002,NBA,HOU,HOU,WC,MW,5,9,,Houston Rockets,2840,6461,1569,2044,439,1267,1024,2564,3588,1506,1602,594,1276,493,7688,2891,6681,1399,386,1113,1805,979,2353,3332,1683,1794,663,1082,381,7567,0,0,28,13,15,26,0,0,26,26,11,13,0,43,39,82,19930.0,Compaq Center,32767,HOU
1995,NBA,UTA,UTA,WC,MW,2,3,CF,Utah Jazz,3129,6417,1769,2302,377,1013,993,2373,3366,2139,2046,667,1215,418,8404,2747,6174,1820,550,1428,2422,936,2149,3085,1640,1983,584,1284,409,7864,0,0,34,7,21,20,0,0,33,19,14,10,0,55,27,82,19780.0,Delta Center,32767,UTA
2001,NBA,POR,POR,WC,PC,3,6,C1,Portland Trail Blazers,3004,6671,1451,1901,466,1318,1085,2444,3529,1926,1613,702,1172,368,7925,2951,6508,1312,466,1285,1771,890,2328,3218,1945,1651,612,1208,410,7680,0,0,30,11,19,22,0,0,27,25,14,10,0,49,33,82,19830.0,Rose Garden Arena,32767,POR
2011,NBA,IND,IND,EC,CD,2,0,CS,Indiana Pacers,2354,5375,1349,1724,392,1064,826,2070,2896,1228,1430,523,925,357,6449,2305,5304,1179,1617,442,1259,794,1998,2792,1292,1428,433,985,398,6231,0,0,0,0,0,0,0,0,0,0,0,0,0,42,24,0,,,0,
1948,NBL,DTK,DTK,,EA,5,0,,Detroit Vagabond Kings,430,0,301,469,0,0,0,0,0,0,0,0,0,0,1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,0,0,1,4,0,12,1,1,0,0,0,0,0,2,17,19,,,0,DTK
1980,NBA,SEA,SEA,WC,PC,6,10,,Seattle Supersonics,3343,7145,1813,2376,32,117,1167,2434,3601,1945,1986,628,1524,438,8531,3453,7421,1718,42,157,2323,1247,2357,3604,2044,2044,747,1348,387,8666,0,0,22,19,12,29,0,0,23,37,7,23,0,34,48,82,19780.0,King County Domed Stadium,32767,SEA
