id,playerid,year,stint,tmid,lgid,gp,gs,minutes,points,orebounds,drebounds,rebounds,assists,steals,blocks,turnovers,pf,fgattempted,fgmade,ftattempted,ftmade,threeattempted,threemade,postgp,postgs,postminutes,postpoints,postorebounds,postdrebounds,postrebounds,postassists,poststeals,postblocks,postturnovers,postpf,postfgattempted,postfgmade,postftattempted,postftmade,postthreeattempted,postthreemade,note
5750,duncati01,2004,1,SAS,NBA,66,0,2203,1342,202,530,732,179,45,174,127,144,1042,517,455,305,9,3,23,0,869,542,87,199,286,63,8,52,62,66,425,197,205,147,5,1,
5752,duncati01,2006,1,SAS,NBA,80,0,2725,1599,213,632,845,273,66,190,223,203,1131,618,568,362,9,1,20,0,737,444,73,156,229,65,13,62,59,59,334,174,149,96,0,0,
5753,duncati01,2007,1,SAS,NBA,78,0,2653,1508,237,644,881,218,56,151,178,185,1178,585,463,338,4,0,17,0,666,343,61,186,247,56,15,35,41,41,301,135,115,72,5,1,
5870,eatonma01,1988,1,UTA,NBA,82,0,2914,508,227,616,843,83,40,315,142,290,407,188,200,132,0,0,3,0,99,25,11,22,33,1,1,2,7,6,17,8,11,9,0,0,
6915,fraziwa01,1969,1,NYK,NBA,77,0,3040,1609,0,0,465,629,0,0,0,203,1158,600,547,409,0,0,19,0,834,304,0,0,149,156,0,0,0,53,247,118,89,68,0,0,
6916,fraziwa01,1970,1,NYK,NBA,80,0,3455,1736,0,0,544,536,0,0,0,240,1317,651,557,434,0,0,12,0,501,271,0,0,70,54,0,0,0,45,204,108,75,55,0,0,
6917,fraziwa01,1971,1,NYK,NBA,77,0,3126,1788,0,0,513,446,0,0,0,185,1307,669,557,450,0,0,16,0,704,388,0,0,112,98,0,0,0,48,276,148,125,92,0,0,
6918,fraziwa01,1972,1,NYK,NBA,78,0,3181,1648,0,0,570,461,0,0,0,186,1389,681,350,286,0,0,17,0,765,373,0,0,124,106,0,0,0,52,292,150,94,73,0,0,
6919,fraziwa01,1973,1,NYK,NBA,80,0,3338,1643,120,416,536,551,161,15,0,212,1429,674,352,295,0,0,12,0,491,270,21,74,95,48,21,4,0,41,225,113,49,44,0,0,
6920,fraziwa01,1974,1,NYK,NBA,78,0,3204,1675,90,375,465,474,190,14,0,205,1391,672,400,331,0,0,3,0,124,71,3,17,20,21,11,0,0,4,46,29,16,13,0,0,
7183,garneke01,1999,1,MIN,NBA,81,0,3243,1857,223,733,956,401,120,126,268,205,1526,759,404,309,81,30,4,0,171,75,13,30,43,35,5,3,11,12,78,30,16,13,3,2,
7184,garneke01,2000,1,MIN,NBA,81,0,3202,1784,219,702,921,401,111,145,230,204,1475,704,467,357,66,19,4,0,165,84,10,38,48,17,4,6,6,13,58,27,36,30,3,0,
7185,garneke01,2001,1,MIN,NBA,81,0,3175,1714,243,738,981,422,96,126,229,184,1401,659,448,359,116,37,3,0,130,72,16,40,56,15,5,5,12,11,56,24,32,23,2,1,
7186,garneke01,2002,1,MIN,NBA,82,0,3322,1883,244,858,1102,495,113,129,229,199,1481,743,502,377,71,20,6,0,265,162,11,83,94,31,10,10,18,23,138,71,28,17,9,3,
7187,garneke01,2003,1,MIN,NBA,82,0,3231,1987,245,894,1139,409,120,178,212,202,1611,804,465,368,43,11,18,0,782,438,39,224,263,92,24,41,75,57,372,168,125,97,16,5,
7188,garneke01,2004,1,MIN,NBA,82,0,3121,1817,247,861,1108,466,121,112,222,207,1360,683,549,445,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7192,garneke01,2008,1,BOS,NBA,57,0,1773,899,78,407,485,144,63,68,90,128,740,393,132,111,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8821,havlijo01,1971,1,BOS,NBA,82,0,3698,2252,0,0,672,614,0,0,0,183,1957,897,549,458,0,0,11,0,517,301,0,0,92,70,0,0,0,35,235,108,99,85,0,0,
8822,havlijo01,1972,1,BOS,NBA,80,0,3367,1902,0,0,567,529,0,0,0,195,1704,766,431,370,0,0,12,0,479,285,0,0,62,65,0,0,0,24,235,112,74,61,0,0,
8823,havlijo01,1973,1,BOS,NBA,76,0,3091,1716,138,349,487,447,95,32,0,196,1502,685,416,346,0,0,18,0,811,487,28,88,116,108,24,6,0,43,411,199,101,89,0,0,
8824,havlijo01,1974,1,BOS,NBA,82,0,3132,1573,154,330,484,432,110,16,0,231,1411,642,332,289,0,0,11,0,464,232,18,39,57,51,16,1,0,38,192,83,76,66,0,0,
8825,havlijo01,1975,1,BOS,NBA,76,0,2598,1289,116,198,314,278,97,29,0,204,1121,504,333,281,0,0,15,0,505,198,18,38,56,51,12,5,0,32,180,80,47,38,0,0,
9437,hollili01,1977,1,POR,NBA,81,0,2741,1285,81,196,277,380,157,29,241,268,1202,531,300,223,0,0,6,0,223,100,5,24,29,33,7,0,19,21,89,40,29,20,0,0,
9625,howardw01,2008,1,ORL,NBA,79,0,2820,1624,336,757,1093,112,77,231,240,270,979,560,849,504,2,0,23,23,903,467,99,254,353,43,20,60,67,102,268,161,228,145,2,0,
9626,howardw01,2009,1,ORL,NBA,82,0,2843,1503,284,798,1082,144,75,228,274,287,834,510,816,483,7,0,14,14,497,254,38,117,155,19,11,49,51,59,140,86,158,82,0,0,
10224,jamesle01,2008,1,CLE,NBA,81,0,3057,2304,106,507,613,587,137,93,241,139,1613,789,762,594,384,132,14,14,580,494,19,109,128,102,23,12,38,30,312,159,199,149,81,27,
10225,jamesle01,2009,1,CLE,NBA,76,0,2966,2258,71,483,554,651,125,77,261,119,1528,768,773,593,387,129,11,11,460,320,15,87,102,84,19,20,42,23,211,106,120,88,50,20,
10469,johnsde01,1978,1,SEA,NBA,80,0,2717,1270,146,228,374,280,100,97,191,209,1110,482,392,306,0,0,17,0,691,356,44,60,104,69,28,26,51,63,302,136,109,84,0,0,
10470,johnsde01,1979,1,SEA,NBA,81,0,2937,1540,173,241,414,332,144,82,227,267,1361,574,487,380,58,12,15,0,582,257,25,39,64,57,27,10,43,48,244,100,62,52,15,5,
10471,johnsde01,1980,1,PHO,NBA,79,0,2615,1486,160,203,363,291,136,61,208,244,1220,532,501,411,51,11,7,0,267,137,7,26,33,20,9,9,19,18,110,52,42,32,5,1,
10472,johnsde01,1981,1,PHO,NBA,80,0,2937,1561,142,268,410,369,105,55,233,253,1228,577,495,399,42,8,7,0,271,156,13,18,31,32,15,4,25,28,132,63,39,30,3,0,
10581,johnsgu01,1969,1,BAL,NBA,78,0,2919,1353,0,0,1086,264,0,0,0,269,1282,578,272,197,0,0,7,0,298,129,0,0,80,9,0,0,0,20,111,51,34,27,0,0,
10582,johnsgu01,1970,1,BAL,NBA,66,0,2538,1202,0,0,1128,192,0,0,0,227,1090,494,290,214,0,0,11,0,365,143,0,0,114,30,0,0,0,34,128,54,47,35,0,0,
10816,jonesbo01,1976,1,DEN,NBA,82,0,2419,1238,174,504,678,264,186,162,0,238,879,501,329,236,0,0,6,0,187,72,11,24,35,21,17,14,0,25,64,31,17,10,0,0,
10817,jonesbo01,1977,1,DEN,NBA,75,0,2440,1088,164,472,636,252,137,126,194,221,761,440,277,208,0,0,13,0,390,166,36,66,102,35,16,9,24,42,116,66,46,34,0,0,
10820,jonesbo01,1980,1,PHI,NBA,81,0,2046,1096,142,293,435,226,95,74,149,226,755,407,347,282,3,0,16,0,443,235,35,53,88,33,18,21,32,60,160,81,88,73,0,0,
