year,lgid,tmid,franchid,confid,divid,rank,confrank,playoff,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,o_tmrebound,d_tmrebound,homewon,homelost,awaywon,awaylost,neutwon,neutloss,confwon,confloss,divwon,divloss,pace,won,lost,games,min,arena,attendance,bbtmid
1982,NBA,NYK,NYK,EC,AT,4,5,Компьютерная наука,Нью-Йорк Никс,3272,6793,1621,2282,33,131,1080,2263,3343,2034,2180,701,1509,378,8198,3132,6592,1695,38,166,2260,1073,2337,3410,1873,2116,694,1682,399,7997,0,0,26,15,18,23,0,0,31,27,10,14,0,44,38,82,19805.0,Madison Square Garden (IV),32767,NYK
2000,NBA,PHO,PHO,WC,PC,3,6,C1,Финикс Санз,2944,6757,1490,1973,332,1054,970,2529,3499,1905,1863,775,1250,429,7710,2792,6422,1618,327,937,2127,902,2588,3490,1652,1819,682,1433,416,7529,0,0,31,10,20,21,0,0,30,22,12,12,0,51,31,82,19805.0,Арены Уэста Америки,32767,PHO
1990,NBA,DET,DET,EC,CD,2,3,КФ,Детройт Пистонс,3194,6875,1686,2211,131,440,1206,2452,3658,1825,1869,487,1181,367,8205,3053,6743,1674,157,504,2173,1002,2274,3276,1736,1987,581,1127,289,7937,0,0,32,9,18,23,0,0,33,21,19,11,0,50,32,82,19805.0,Дворец в Аубурн Хиллз,32767,DET
2003,NBA,POR,POR,WC,PC,3,10,,Портленд Трэйл Блэйзерс,2898,6467,1263,1728,381,1102,1040,2376,3416,1768,1554,613,1213,443,7440,2954,6567,1219,417,1222,1618,1016,2292,3308,1912,1534,657,1120,390,7544,0,0,25,16,16,25,0,0,22,30,13,11,0,41,41,82,19980.0,Арены «Роза»,32767,POR
1978,NBA,DEN,DEN,WC,MW,2,4,C1,Денвер Наггетс,3517,7311,2046,2841,0,0,1307,2596,3903,2166,2106,673,1666,416,9080,3631,7616,1713,0,0,2277,1218,2429,3647,2173,2262,738,1529,471,8975,0,0,29,12,18,23,0,0,24,16,8,8,0,47,35,82,19705.0,Арена спорта Макниколса,32767,DEN
1980,NBA,HOU,HOU,WC,MW,2,6,"Здравствуйте! Я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Хьюстон Рокетс,3573,7335,1711,2223,21,118,1216,2347,3563,2099,1901,705,1451,390,8878,3617,7341,1568,49,171,2108,1177,2367,3544,2191,1977,689,1430,367,8851,0,0,25,16,15,26,0,0,32,28,19,11,0,40,42,82,19805.0,Встреча,32767,HOU
1997,NBA,NJN,NJN,EC,AT,2,8,C1,Нью-Джерси Нетс,3055,6928,1750,2351,310,937,1344,2137,3481,1685,1917,777,1180,314,8170,3016,6406,1653,356,1030,2211,1079,2316,3395,1771,2023,616,1482,515,8041,0,0,26,15,17,24,0,0,27,27,12,12,0,43,39,82,19880.0,Арену Континентал Эируэс,32767,NJN
2009,NBA,CLE,CLE,EC,CD,1,0,Компьютерная наука,Кливленд Кавальерс,3101,6391,1569,2180,602,1582,791,2692,3483,1835,1591,564,1137,425,8373,2935,6633,1444,524,1511,1907,794,2366,3160,1661,1708,542,1045,325,7838,0,0,0,0,0,0,0,0,0,0,0,0,93,61,21,0,,,0,
1976,NBA,NYN,NJN,EC,AT,5,11,,Нью-Йорк Нетс,3096,7222,1673,2274,0,0,1157,2547,3704,1422,2178,802,1630,435,7865,3279,7074,1863,0,0,2488,1149,2937,4086,1910,1970,778,1735,512,8421,0,0,10,31,12,29,0,0,14,26,6,10,0,22,60,82,19730.0,Nassau-ветеранов-мемориальный колизей,32767,NYN
1994,NBA,NJN,NJN,EC,AT,5,11,,Нью-Джерси Нетс,2939,6738,1750,2305,414,1297,1213,2569,3782,1884,1844,544,1300,548,8042,3182,6904,1495,440,1176,2073,1056,2435,3491,1826,1911,733,1104,440,8299,0,0,20,21,10,31,0,0,21,35,13,15,0,30,52,82,19880.0,Брендан Берри Арена,32767,NJN
2011,NBA,NOH,NOH,WC,SW,5,0,,Нью-Орлеан Хорнетс,2300,5103,1057,1397,259,777,724,1991,2715,1368,1324,488,1024,316,5916,2305,5188,1129,1487,425,1342,731,1910,2641,1379,1235,523,915,380,6164,0,0,0,0,0,0,0,0,0,0,0,0,0,21,45,0,,,0,
1999,NBA,SAS,SAS,WC,MW,2,4,C1,Сан-Антонио Сперс,2952,6393,1652,2214,330,882,927,2666,3593,1819,1716,614,1233,551,7886,2884,6781,1276,355,1036,1726,986,2410,3396,1667,1893,645,1181,429,7399,0,0,31,10,22,19,0,0,33,19,16,8,0,53,29,82,19855.0,Аламодо-дом,32767,SAN
2007,NBA,WAS,WAS,EC,SE,2,5,C1,Вашингтон Уизардс,2986,6695,1557,1991,575,1614,1007,2404,3411,1607,1606,632,1032,391,8104,3015,6537,1418,683,1768,1880,900,2478,3378,1958,1656,529,1102,360,8131,0,0,25,16,18,23,0,0,29,23,10,6,92,43,39,82,19905.0,Центральный офис Verizon,32767,
1994,NBA,CHH,NOH,EC,CD,2,4,C1,Шарлотт Хорнетс,3051,6438,1587,2042,560,1409,832,2395,3227,2072,1685,620,1224,399,8249,3088,6807,1375,429,1289,1859,1102,2365,3467,1898,1859,535,1216,368,7980,0,0,29,12,21,20,0,0,36,20,17,11,0,50,32,82,19805.0,Колизей Шарлотты,32767,CHA
1992,NBA,HOU,HOU,WC,MW,1,2,Компьютерная наука,Хьюстон Рокетс,3280,6744,1584,2090,387,1073,985,2532,3517,2115,1699,682,1295,543,8531,3255,7129,1432,242,730,1877,1167,2295,3462,1965,1793,717,1228,327,8184,0,0,31,10,24,17,0,0,36,18,19,7,0,55,27,82,19780.0,Встреча,32767,HOU
1968,ABA,LAS,UTS,,WD,5,0,,Лос-Анджелес Старз,3208,7419,2291,3243,218,678,0,0,4141,1244,2276,0,1520,0,8925,3407,7416,2247,102,378,3042,0,0,4209,1452,2366,0,1519,0,9163,0,0,22,17,10,25,1,3,0,0,21,27,0,33,45,78,18995.0,Лос-Анджелесский мемориальный спортивный арена,0,LAS
1960,NBA,PHW,GSW,,ED,2,0,ДС,Филадельфия Уорриорз,3768,8883,2022,3108,0,0,0,0,5938,1959,1936,0,0,0,9558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9484,662,0,23,6,12,21,11,6,0,0,22,17,0,46,33,79,19060.0,Филадельфийский гражданский центр,32767,PHW
1996,NBA,DET,DET,EC,CD,3,5,C1,Детройт Пистонс,2827,6095,1487,1995,582,1499,858,2292,3150,1554,1652,632,1041,283,7723,2768,6231,1229,528,1430,1668,964,2264,3228,1795,1784,488,1195,282,7293,0,0,30,11,24,17,0,0,34,20,17,11,0,54,28,82,19830.0,Дворец в Аубурн Хиллз,32767,DET
1950,NPBL,DNN,DNN,,WE,2,0,,Денвер Рефинеры,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704,0,0,12,2,3,14,3,0,0,0,0,0,0,18,16,34,,Арену Денверского аудиториума,0,
1999,NBA,DAL,DAL,WC,MW,4,9,,Даллас Маверикс,3195,7047,1407,1751,519,1326,931,2444,3375,1810,1770,592,1124,416,8316,3225,7053,1484,429,1244,2005,1251,2719,3970,1901,1814,604,1318,416,8363,0,0,22,19,18,23,0,0,28,24,12,12,0,40,42,82,19730.0,Арену Реюнион,32767,DAL
1966,NBA,BOS,BOS,,ED,2,0,DF,Бостон Селтикс,3724,8325,2216,2963,0,0,0,0,5703,1962,2138,0,0,0,9664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9012,724,0,27,4,25,11,8,6,0,0,30,6,0,60,21,81,19615.0,Бостонский сад,32767,BOS
1990,NBA,DAL,DAL,WC,MW,6,12,,Даллас Маверикс,3245,6890,1512,1986,193,600,984,2360,3344,1821,1840,581,1186,397,8195,3346,6945,1700,178,583,2296,1116,2489,3605,2025,1778,650,1147,400,8570,0,0,20,21,8,33,0,0,17,39,7,21,0,28,54,82,19805.0,Арену Реюнион,32767,DAL
1975,NBA,WSB,WAS,EC,CD,2,3,Компьютерная наука,Вашингтон Уизардс,3416,7234,1595,2215,0,0,1019,2812,3831,1823,1921,696,1672,485,8427,3377,7636,1482,0,0,1992,1145,2687,3832,1705,1988,810,1510,338,8236,0,0,31,10,17,24,0,0,24,22,14,12,0,48,34,82,19905.0,Капитал-центр,32767,WAS
1985,NBA,SEA,SEA,WC,PC,5,11,,Сиэтл Суперсоникс,3335,7059,1815,2331,79,300,1145,2256,3401,1977,2168,745,1435,295,8564,3301,6774,1913,57,224,2491,1027,2308,3335,2038,2008,654,1467,406,8572,0,0,24,17,7,34,0,0,23,37,11,19,0,31,51,82,19930.0,Колизей Сиэтл-центр,32767,SEA
1976,NBA,CLE,CLE,EC,CD,4,6,C1,Кливленд Кавальерс,3451,7688,1468,1993,0,0,1312,2563,3875,1845,1951,579,1356,472,8370,3265,7268,1748,0,0,2325,1202,2711,3913,1736,1908,660,1542,389,8278,0,0,29,12,14,27,0,0,19,21,8,12,0,43,39,82,19780.0,Колизей в Ричфилде,32767,CLE
1991,NBA,UTA,UTA,WC,MW,1,2,КФ,"""Юта Джаз""",3379,6866,1961,2490,158,458,1097,2543,3640,2188,1746,715,1264,448,8877,3292,7178,1535,234,695,2056,1146,2255,3401,1925,1958,646,1205,458,8353,0,0,37,4,18,23,0,0,37,17,20,6,0,55,27,82,19880.0,Дельта-центр,32767,UTA
1967,ABA,KEN,KEN,,ED,4,0,ДС,Кентукки Колонны,3044,7427,1921,2677,141,461,0,0,4404,1165,1928,0,1319,0,8150,2997,7236,2112,101,393,2890,0,0,4262,1043,1880,0,1350,0,8207,0,0,25,14,10,26,1,2,0,0,17,25,0,36,42,78,18795.0,Конференц-центр Louisville,0,KEN
1948,NBA,BOS,BOS,,ED,5,0,,Бостон Селтикс,1706,5483,1181,1856,0,0,0,0,0,1135,1382,0,0,0,4593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4768,0,0,17,12,7,20,1,3,0,0,12,18,0,25,35,60,14600.0,Бостонский сад,32767,BOS
1947,NBA,CHS,CHS,,WD,2,0,SF,Чикаго Стейлз,1390,4683,860,1305,0,0,0,0,0,432,1138,0,0,0,3640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3513,0,0,14,10,14,10,0,0,0,0,11,13,0,28,20,48,11695.0,Чикагский стадион,0,CHS
