year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1967,NHL,STL,18,8,10,0,42,50,323,,10,,3,12,,5
1954,NHL,BOS,5,1,4,0,9,16,55,,,,,,,
1991,NHL,EDM,16,8,8,0,49,54,340,0,14,78,0,17,90,1
1983,NHL,STL,11,6,5,0,30,31,241,4,8,42,3,8,49,3
1979,NHL,NYR,9,4,5,0,21,22,194,0,5,39,2,4,40,1
1979,NHL,LAK,4,1,3,0,10,21,73,2,1,16,2,3,15,2
1994,NHL,BOS,5,1,4,0,5,14,47,2,2,20,1,5,17,0
1989,NHL,MTL,11,5,6,0,29,29,235,4,2,51,2,9,56,0
1999,NHL,WAS,5,1,4,0,8,17,83,0,3,21,0,6,29,1
1980,NHL,NYR,14,7,7,0,60,56,402,6,11,59,4,18,65,2
1979,NHL,PHI,19,13,6,0,78,53,530,4,16,76,3,23,117,5
1963,NHL,TOR,14,8,6,0,39,31,262,,,,,,,
1974,NHL,BOS,3,1,2,0,15,12,47,0,2,14,0,4,14,1
1981,NHL,CAL,3,0,3,0,5,10,112,2,2,12,0,2,10,0
1998,NHL,TOR,17,9,8,0,43,46,252,0,12,87,3,13,71,0
1973,NHL,PHI,17,12,5,0,54,36,578,,14,,1,9,,2
1979,NHL,NYI,21,15,6,0,88,66,550,0,25,96,3,14,88,7
1936,NHL,BOS,3,1,2,0,6,8,15,,,,,,,
2002,NHL,WAS,6,2,4,0,15,14,88,4,5,27,1,4,27,0
2003,NHL,NAS,6,2,4,0,9,12,76,0,1,29,1,2,29,1
1976,NHL,BUF,6,2,4,0,21,19,96,0,6,23,1,2,20,0
1970,NHL,STL,6,2,4,0,15,16,120,,4,,0,6,,1
1995,NHL,DET,19,10,9,0,58,46,302,4,20,112,1,13,89,5
2000,NHL,EDM,6,2,4,0,13,16,83,0,5,31,0,4,26,0
1925,NHL,MTM,4,2,0,2,8,5,40,,,,,,,
1951,NHL,BOS,7,3,4,0,12,18,51,,,,,,,
1974,WHA,QUN,15,8,7,0,55,48,,,,,,,,
2011,NHL,BOS,7,3,4,0,15,16,52,0,2,23,0,3,19,0
1923,NHL,MTL,2,2,0,0,5,2,15,,,,,,,
1982,NHL,WIN,3,0,3,0,9,14,74,0,6,17,3,2,11,0
1958,NHL,TOR,12,5,7,0,32,39,173,,,,,,,
1995,NHL,CAL,4,0,4,0,7,16,56,0,0,21,0,4,21,0
1975,NHL,CHI,4,0,4,0,3,13,67,2,2,16,1,3,17,0
1997,NHL,LAK,4,0,4,0,8,16,108,0,1,29,0,8,36,0
1982,NHL,CHI,13,7,6,0,49,51,269,4,12,60,2,17,62,2
1966,NHL,CHI,6,2,4,0,14,18,81,,,,,,,
2010,NHL,WAS,9,4,5,0,23,24,84,4,5,35,0,5,38,0
1972,NHL,STL,5,1,4,0,9,22,51,,2,,1,4,,0
1920,NHL,TRS,2,0,2,0,0,7,24,,,,,,,
2011,NHL,PHI,11,5,6,0,41,44,225,2,15,42,1,13,47,4
2006,NHL,NYI,5,1,4,0,11,17,54,2,2,19,0,4,24,0
2008,NHL,PHI,6,2,4,0,16,18,116,0,4,30,0,4,32,1
2000,NHL,CAR,6,2,4,0,8,20,115,0,3,29,1,2,24,0
2005,NHL,MTL,6,2,4,0,17,15,68,0,6,27,0,6,30,0
1979,NHL,TOR,3,0,3,0,8,17,101,0,4,15,0,7,23,0
1982,NHL,CAL,9,4,5,0,30,49,317,2,9,45,5,8,43,2
1926,NHL,CHI,2,0,1,1,5,10,30,,,,,,,
1922,PCHA,VC1,2,1,1,0,3,5,,,,,,,,
1998,NHL,PIT,13,6,7,0,35,36,183,2,8,45,1,6,50,0
1984,NHL,QUE,18,9,9,0,58,63,533,6,16,87,3,18,90,2
1916,NHA,MOC,2,1,1,0,7,6,,,,,,,,
1996,NHL,NYR,15,9,6,0,36,35,218,2,10,64,1,14,68,1
1914,NHA,OT1,2,1,1,0,4,1,,,,,,,,
1986,NHL,EDM,21,16,5,0,87,57,477,4,17,91,1,14,84,5
1993,NHL,CHI,6,2,4,0,10,15,121,2,4,29,1,9,32,0
1959,NHL,CHI,4,0,4,0,6,14,30,,,,,,,
1940,NHL,MTL,3,1,2,0,7,8,34,,,,,,,
1932,NHL,DET,4,2,2,0,8,8,41,,,,,,,
1994,NHL,DAL,5,1,4,0,10,17,95,0,3,26,0,9,30,1
1986,NHL,NYR,6,2,4,0,13,22,172,0,4,35,2,3,32,0
1980,NHL,BUF,8,4,4,0,30,30,175,0,10,27,1,5,28,0
1924,WCHL,CAT,2,0,1,1,1,3,,,,,,,,
1985,NHL,QUE,3,0,3,0,7,16,116,0,3,16,1,5,14,1
1991,NHL,NYR,13,6,7,0,47,49,277,2,13,58,1,11,62,5
1991,NHL,HAR,7,3,4,0,18,21,147,0,6,40,1,8,41,2
