name,islands,area,height,type,longitude,latitude
Принцип,,142.0,927.0,волканический,7.4,1.6
Лонг-Айленд,,3566.0,,,-73.3,40.8
Ангилла,Малые Антильские острова,91.0,65.0,,-64.0,18.0
Тимор,Острова Суматра,33850.0,2963.0,,124.9,-9.2
Шёрингмааког,Западные Фрисландские острова,40.0,,,6.2,53.5
Джава,Острова Суматра,126650.0,3676.0,,111.25,-7.5
Корфу,Ионические острова,593.0,906.0,,19.8,39.6
Юра,Внутренние Гебридские острова,367.0,785.0,,-6.0,56.0
Оаху,Гавайские острова,1557.0,1225.0,,-158.0,21.5
Доброго дня! Чим я можу Вам допомогти?,Азоры,61.0,402.0,волканический,-28.0,39.0
Гештальт,,1491.0,,,,
Тринидад,Малые Антильские острова,4827.0,940.0,,-61.35,10.4
Большой Коморо,Коморы,1148.0,,,43.4,-11.7
Понапе,Микронезийские острова,336.0,782.0,волканический,158.2,6.85
Курсы,,8680.0,2706.0,,8.4,41.4
Гран-Терр,Малые Антильские острова,589.0,,волканический,-61.4,16.3
Ругун,,926.0,161.0,,13.4,54.5
Шикоку,Япония,18000.0,1965.0,волканический,134.0,34.0
Сент-Томас,Малые Антильские острова,31.0,,,-64.9,18.3
Манитоулин,,2766.0,,,-82.2,45.75
Ольхон,,730.0,1276.0,,107.4,53.15
Мальта,Мальта,246.0,252.0,,14.5,35.9
Саваи,Острова Самоа,1707.0,1858.0,волканический,-172.4,-13.6
Сеймланд,,7439.0,,,12.0,55.3
Панエリア,Липари,3.4,421.0,волканический,15.05,38.65
Сент-Китс,Малые Антильские острова,164.0,1156.0,волканический,-62.75,17.3
Санта-Хелена,,122.0,,волканический,-5.44,-15.56
Сент-Люсия,Малые Антильские острова,616.0,950.0,волканический,-60.5,14.0
Маджуро,Маршалловы Острова,9.2,,атолл,171.4,7.1
Влиланд,Западные Фрисландские острова,40.0,,,5.0,53.25
Гомера,Канареи,369.0,1487.0,волканический,-17.3,28.1
Шри-Ланка,,65610.0,,,80.0,7.0
Остров Мэн,Британские острова,588.0,621.0,,-4.5,54.1
Сумбава,Острова Суматра,15448.0,2850.0,,116.1,-8.8
Парамушир,Курильские острова,2042.0,1816.0,волканический,155.75,50.5
Лампедуза,,20.0,113.0,волканический,13.2,35.4
Сан-Мария,Азоры,97.0,,волканический,-25.1,37.0
Остров Рене Левассера,,2020.0,952.0,,-68.7,51.4
Тонга-Тапу,Острова Тувалу,260.0,65.0,Корал,-175.15,-21.2
Суматра,Острова Суматра,473000.0,3805.0,,102.0,0.0
Ванкуверский остров,,31285.0,2195.0,,-125.65,49.6
Панай,Филиппины,12297.0,2117.0,,122.5,11.15
Амеланд,Западные Фрисландские острова,57.6,,,5.75,53.5
Ла-Пальма,Канареи,708.0,2426.0,волканический,-17.9,28.7
Линоса,,5.0,195.0,волканический,13.85,35.85
Спекерог,Острова Остфрисия,18.2,3.0,,7.6,53.8
