city,province,country,island
Южный Пойнт,Эссекс,ГБ,Великая Британия
Ямагата,Ямагата,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Хонсю
Корор,Палау,ПАЛ,Корор
Ньюарк-он-Трент,Ноттингемшир,ГБ,Великая Британия
Духа Святого,Духа Святого,С,Куба
Абердин,Грампиан,ГБ,Великая Британия
Толиара,Толиара,РМ,Мадагаскар
Мелеко́к,Палау,ПАЛ,Бабельтуап
Роузо,Доминиканская Республика,WD,Доминиканская Республика
Нагойя,Аити,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Хонсю
Эдинбург,Лотиан,ГБ,Великая Британия
Рутин,Дерби셔,ГБ,Великая Британия
Урава,Сайтама,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Хонсю
Самаринд,Индонезия,Ри,Бали
Лутон,Бедфордшир,ГБ,Великая Британия
Кардифф,Кардифф,ГБ,Великая Британия
Сассари,Сардиния,я,Сардиния
Панчьяо,Тайвань,RC,Тайвань
Цебу,Филиппины,РП,Цебу
Манама,Бахрейн,БРН,Бахрейн
Калоакан,Филиппины,РП,Люсон
Кармартен,Кармартешир,ГБ,Великая Британия
Форт-де-Франс,Мартиника,МАРТ,Мартиника
Лидс,Западный Йоркшир,ГБ,Великая Британия
Стирлинг,Центральный,ГБ,Великая Британия
Челмсфорд,Эссекс,ГБ,Великая Британия
Мо́лд,Флинтшир,ГБ,Великая Британия
Горсам,Вест-Сассекс,ГБ,Великая Британия
Рикявик,Исландия,A,Исландия
Рочестер на Медуэ,Кент,ГБ,Великая Британия
Кёто,Кёто,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Хонсю
Долина,Ангилла,АКСА,Ангилла
Сент-Питер-порт,Гернси,ГБГ,Гернси
Лландриндод-Уеллс,Поуис,ГБ,Великая Британия
Сент-Пьер,Сент-Пьер и Микелон,Спами,Сент-Пьер
Мацусяма,Эхиме,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Шикоку
Брайтон,Восточный Сассекс,ГБ,Великая Британия
Честер,Чешир,ГБ,Великая Британия
Нукуалоа,Тонга,ТO,Тонга-Тапу
Ригейт,Сури,ГБ,Великая Британия
Чичестер,Вест-Сассекс,ГБ,Великая Британия
Ллангефни,Англия,ГБ,Англия
Пингдунг,Тайвань,RC,Тайвань
Акурейри,Исландия,A,Исландия
Плимут,Монсеррат,МНТП,Монсеррат
Пинар-дель-Рио,Пинар-дель-Рио,С,Куба
Маджунга,Маханганга,РМ,Мадагаскар
Манадо,Индонезия,Ри,Сулевеси
Валетта,Мальта,М,Мальта
Блэкберн,Ланкашир,ГБ,Великая Британия
Копенгаген,Дания,ДК,Сеймланд
Окленд,Новая Зеландия,Новая Зеландия,Тэ Ика-а-Мауи (Северный остров)
Бридженд,Бридженд,ГБ,Великая Британия
Таваи,сабах,МАЛ,Бали
Гертфорд,Гертфордшир,ГБ,Великая Британия
Юнго,Тайвань,RC,Тайвань
Дандевер,Тайсайд,ГБ,Великая Британия
Брэкнелл,Беркшир,ГБ,Великая Британия
Прайя,Кабо-Верде,Резюме,Сантьяго
Гифу,Гифу,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Хонсю
Милтон-Кинс,Бакингемшир,ГБ,Великая Британия
Болтон,Больше Манчестер,ГБ,Великая Британия
Инвернесс,Высокогорье,ГБ,Великая Британия
Порт-о-Пренс,Гаити,РХ,Испания
Кингс-Линн,Норфолк,ГБ,Великая Британия
Анциранана,Анциранана,РМ,Мадагаскар
Оита,Оита,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Кюсю
Кобе,Хёго,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Хонсю
Салисбери,Уилтшир,ГБ,Великая Британия
Тоттори,Тоттори,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Хонсю
Гейтсхед,Тайн и Уэр,ГБ,Великая Британия
Киркלס,Западный Йоркшир,ГБ,Великая Британия
Понта-Делгада,Азоры,"Пожалуйста, предоставьте текст для перевода.",Сао-Мигел
Линкольн,Линкольншир,ГБ,Великая Британия
Фукусима,Фукусима,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Хонсю
Цзуй,Мие,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Хонсю
Кру,Чешир,ГБ,Великая Британия
Джеймстаун,Санта-Хелена,ХЕЛКС,Санта-Хелена
Колчестер,Эссекс,ГБ,Великая Британия
Тайвань,Тайвань,RC,Тайвань
Наха,Окинава,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Окинава
Маджуро,Маршалловы Острова,МХ,Маджуро
Каназава,Ишикава,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Хонсю
Богор,Индонезия,Ри,Джава
Западный остров,Кокосовые острова,Коко,Пулов Пanjang
Хсинчжан,Тайвань,RC,Тайвань
Виктория,Британская Колумбия,КДН,Ванкуверский остров
Тайбей,Тайвань,RC,Тайвань
Банда-Ачех,Индонезия,Ри,Суматра
Тойама,Тойама,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Хонсю
Агана,Гوام,ГВАМ,Гوام
Крайстчерч,Новая Зеландия,Новая Зеландия,Тэ Вака-а-Мауи (Южный остров)
Кедири,Индонезия,Ри,Джава
Уоррингтон,Чешир,ГБ,Великая Британия
Нук,Гренландия,ГРОЗ,Гренландия
Порт-Талбот,Нед и Порт-Талбот,ГБ,Великая Британия
