country1,country2,length
"Добро пожаловать в БР! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",ВИ,2200.0
СУД,ЧХ,1360.0
"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",МК,4.4
Ешь,АВР,217.0
ЕАУ,АВР,169.0
Афг,ИР,936.0
GE,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",723.0
Афг,"Извините, но я не понимаю ваш запрос. Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, уточните ваш запрос, и я с радостью помогу вам.",137.0
ТЖ,Да,1281.0
ТМ,"Извините, но я не понимаю ваш запрос. Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, уточните ваш запрос, и я с радостью помогу вам.",1621.0
КР,НИХ,309.0
Ирак,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",181.0
"Конечно! Я могу помочь вам перевести текст с английского на русский. Просто предоставьте мне текст, который вы хотите перевести, и я постараюсь сделать это как можно более точно и естественно звучащим по-русски. Желаю хорошего дня!",ГКА,203.0
ДЖИ,SP,58.0
АРЛ,РН,354.0
No additional text provided. Please provide the text you would like translated.,СМАР,15.0
Индия,МЯ,1463.0
ЧХ,ВАН,87.0
БД,МЯ,193.0
"Извините, но я не понимаю ваш запрос. Можете ли вы уточнить, что именно вы хотите перевести?",ГР,494.0
АЗ,ИР,611.0
ЦИ,OK,610.0
D,НЛ,577.0
МОК,МВ,1569.0
"Добро пожаловать в БР! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",ХОЧУ,1119.0
КГЗ,"Извините, но я не понимаю ваш запрос. Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, уточните ваш запрос, и я с радостью помогу вам.",1099.0
ЕАУ,Зре,765.0
МОК,АССА,491.0
ОМ,ОАЭ,410.0
ПК,ТЖ,523.0
А,СК,91.0
"Конечно! Я могу помочь вам перевести текст с английского на русский. Просто предоставьте мне текст, который вы хотите перевести, и я постараюсь сделать это как можно более точно и естественно звучащим по-русски. Желаю хорошего дня!",ХСА,342.0
БЕН,РН,266.0
"Да, я могу помочь вам с переводом. Просто предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас.",ЛВ,453.0
ЕАК,ЕАУ,933.0
КАМ,ВАН,1690.0
ОВ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",290.0
ОМ,Да,288.0
БОЛ,РЧ,861.0
АЛ,МНЭ,172.0
АВТ,Зре,1577.0
ИР,ПК,909.0
Че-з,ПЛ,658.0
АЛ,МК,151.0
Че-з,D,646.0
К,А,803.0
БХТ,Индия,605.0
НЕП,ТЖ,1236.0
РИМ,ММ,2237.0
АССА,СД,430.0
АЛ,КΟΣ,112.0
КР,ПА,330.0
БИХ,SRБ,302.0
Че-з,СК,215.0
МНЭ,SRБ,124.0
"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",УА,1576.0
OK,СН,330.0
МОК,ЗВ,1231.0
"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",SF,1313.0
ГР,МК,228.0
ДЗ,ТН,965.0
"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",SF,729.0
СА,Да,1458.0
КΟΣ,SRБ,352.0
Хонкс,ТЖ,30.0
ЭК,ПЭ,1420.0
АРЛ,ЧХ,1055.0
— Да?,АРЛ,1150.0
В,НЛ,450.0
Ирак,СА,814.0
А,я,430.0
БЕН,ВАН,773.0
МВ,З,837.0
Макс,ТЖ,0.34
БОЛ,"Пожалуйста, предоставьте текст для перевода.",750.0
Ч,я,740.0
МОК,СД,105.0
Клиент,ВИ,2050.0
РАМ,ИР,35.0
— Да?,СУД,1273.0
БФ,ГГ,548.0
Лаос,ТЖ,423.0
"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",СК,515.0
МНГ,ТЖ,4673.0
КΟΣ,МНЭ,79.0
ГКА,ХСА,256.0
Ешь,З,338.0
По,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",959.0
СН,Ваг,740.0
ДЗ,РИМ,463.0
АЗ,ТР,9.0
OK,ММ,858.0
Тад,ТЖ,414.0
Индия,ПК,2912.0
АНГ,Зре,2511.0
PNG,Ри,820.0
ДЗ,МА,1559.0
Афг,Тад,1206.0
Ирак,ТР,331.0
МК,SRБ,62.0
КАЗ,КГЗ,1051.0
АВТ,КРБ,467.0
СА,ОАЭ,457.0
К,Да,1228.0
БХТ,ТЖ,470.0
НАМ,RB,1360.0
АЛ,ГР,282.0
По,УА,891.0
БИ,Ешь,451.0
РА,"Добро пожаловать! Я готов помочь с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести.",579.0
"Добро пожаловать в БР! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",РА,1224.0
Здравствуйте! Как я могу вам помочь?,SF,586.0
Индия,ТЖ,3380.0
ОМ,СА,676.0
КРБ,Зре,2410.0
ЕАК,СУД,232.0
АВТ,ЧХ,1197.0
ХР,СЛО,546.0
КАМ,КРБ,523.0
Клиент,ПА,225.0
ЭФИ,SP,1626.0
"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!","Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",623.0
ДЖИ,ЕР,113.0
ИР,ТР,499.0
ПЛ,СК,444.0
В,D,167.0
Ешь,ЕАУ,396.0
ГГ,РТ,877.0
З,ЗВ,797.0
"Добро пожаловать в БР! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",СМЭ,597.0
МД,УА,939.0
Ч,D,334.0
Индия,НЕП,1690.0
Ешь,Зре,459.0
КΟΣ,МК,159.0
АВР,Зре,217.0
"""ГНБ"" на русском языке означает ""Государственная пограничная служба"". Это название организации, отвечающей за управление государственной границей и обеспечение ее безопасности.",OK,386.0
RL,Сирия,375.0
"Извините, но я не понимаю ваш запрос. Можете ли вы уточнить, что именно вы хотите перевести?",МК,148.0
Ч,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",573.0
По,"Да, я могу помочь вам с переводом. Просто предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас.",502.0
ЭФИ,СУД,1606.0
КАМ,ГК,189.0
ЕАК,ЭФИ,830.0
ЕР,СУД,605.0
МЯ,ТЖ,2185.0
"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",УА,531.0
БЗ,Мексика,250.0
"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",SRБ,151.0
