name,mountains,height,type,longitude,latitude
Саджама,Андес,6542.0,вулкан,-68.9,-18.1
Везувий,,1281.0,вулкан,14.4,40.8
Шнейкоппе,Сутесьские горы,1602.0,,15.7,50.7
Андринיטра,,2658.0,волканический,47.0,-22.5
Пик Победы,Тянь-Шань,7439.0,,80.1,42.0
Фако,,4095.0,вулкан,9.2,4.2
Пика Джая,Судирманский хребет,4884.0,,137.11,-4.1
Невадо-де-Колима,Кордильера-Вулканика,4330.0,вулкан,-104.0,20.0
Мусала,Балкан,2925.0,,23.6,42.2
Рас Дашчан Терара,Амаре,4533.0,волканический,38.4,13.2
Иразу,Горная цепь Таламанка,3432.0,вулкан,-83.9,10.0
Гора Бэри,"Сьерра-Невада, Калифорния",4006.0,,-118.3,37.9
Фудзисан,,3776.0,вулкан,139.0,35.0
Хумфрис-Пик,Рюкки-Муунтыны,3850.0,волканический,-111.65,35.3
Килиманджаро,Восточноафриканская рифтовая система,5895.0,вулкан,37.35,-3.05
Гека,,1491.0,вулкан,-19.7,64.0
Кинасу,,4101.0,гранит,116.5,6.1
Иллампу,Кордильера-Реаль,6368.0,гранит,-68.5,-15.8
Пюи-де-Санси,Цевенны,1885.0,волканический,2.8,45.5
Ицтакцихуаль,Кордильера-Вулканика,5286.0,волканический,-98.6,19.2
Меру,Восточноафриканская рифтовая система,4567.0,вулкан,36.8,-3.2
Церро Чирипо,Горная цепь Таламанка,3819.0,волканический,-83.5,9.5
Герлаховский סטит,Бескиды,2655.0,,20.1,49.2
Брокен,Гарц,1141.0,,10.6,51.8
Царатанана,,2876.0,волканический,48.5,-14.0
Мт Колумбия,Рюкки-Муунтыны,3747.0,,-117.44,52.15
Улuru,,869.0,монолит,131.0,-25.3
Дамаванд,Эльбурсы,5610.0,вулкан,52.1,35.95
Тамгак,Азбине,1800.0,волканический,9.0,19.0
Бельчуха,Алтае,4506.0,,86.4,49.48
Силисиали,,1858.0,волканический,-172.4,-13.6
Питон де ла Фурнез,,2631.0,вулкан,55.7,-21.2
Пик Каньона,Рюкки-Муунтыны,4302.0,,-105.0,38.8
Пеле,,1397.0,вулкан,-61.15,14.8
Глитертинд,,2452.0,,8.1,61.4
Гильуэй,,4368.0,вулкан,143.9,-6.05
Пико-Туркиньо,Сьерра-Местра,1974.0,,-76.8,20.0
Ампато,Андес,6288.0,вулкан,-71.9,-15.8
Тирич Мир,Гиндукуш,7690.0,,71.8,36.25
Ю Шань,,3950.0,,121.0,23.5
Гора Косциуско,Снежные горы,2228.0,,148.0,-36.5
Ма́тти Робсон,Рюкки-Муунтыны,3954.0,,-119.1,52.3
Тхабана Нтленяна,Дракенскург,3482.0,,29.3,-29.5
Чепух Согнь Гьон,Альпы,2228.0,,9.2,46.85
Джабал Марра,Дарфур,3088.0,волканический,24.6,13.0
Арарат,Курдистан,5165.0,волканический,44.3,39.7
Гора Блу-Маунтин,,2256.0,,-76.4,18.1
Звездная башня,Центральная Кордильера,1993.0,,-7.6,40.3
Маунт-Вашингтон,Аппалачи,1917.0,,-71.3,44.3
Гора Харни,Рюкки-Муунтыны,2207.0,,-103.4,44.0
Снаефелл,,1833.0,волканический,-15.2,64.5
Ринджани,,3726.0,вулкан,116.5,-8.4
Кайласх,Трансгималая,6714.0,,81.3,31.05
Муунт Эверест,Гималаи,8848.0,,86.9,28.0
Джабаль-лу-Наба,Ливан,3088.0,,36.1,34.3
Олимпиада,,2917.0,,22.35,40.1
Аконкагуа,Андес,6962.0,,-70.0,-32.65
Уаскаран,Белая Cordillera,6768.0,,-77.3,-9.0
Рока-де-лос-Мучахос,Канарские острова,2426.0,вулкан,-17.9,28.75
Хотака-даке,,3190.0,вулкан,138.0,36.0
Финстерергорн,Альпы,4274.0,,8.1,46.5
Борах-Пик,Рюкки-Муунтыны,3859.0,,-113.8,44.1
Чимборазо,Андес,6287.0,вулкан,-78.5,-1.2
Народная,Ура́л,1895.0,,60.1,65.0
Мерапа,,2914.0,вулкан,110.4,-7.5
Пик королевы Марии,,2060.0,вулкан,-12.3,-37.1
Пик Райнер,Каскадные горы,4392.0,вулкан,-121.75,46.5
Хохголлинг,Альпы,2862.0,,13.75,47.3
Пико Боливар,Андес,4981.0,,-71.0,8.6
Сабалан,Курдистан,4811.0,волканический,47.8,38.3
Манаслу,Гималаи,8163.0,,84.6,28.55
Монте Фальтерона,Апеннины,1654.0,,11.7,43.9
Мавензи,Восточноафриканская рифтовая система,5148.0,вулкан,37.45,-3.1
Гашербрум-1,Каракорум,8080.0,,76.7,35.6
Олимпос,Троодос,1952.0,,32.85,34.9
Демирказик,Овен,3756.0,,35.2,37.8
Мт Логэн,Элиас-рейдж,5959.0,,-140.4,60.6
Гора Апо,,2954.0,волканический,125.45,7.0
Фого,Острова Πράя,2829.0,вулкан,-24.4,14.95
Веллер-Пик,Рюкки-Муунтыны,4011.0,,-105.4,36.55
Кракатау,,813.0,вулкан,105.4,-6.1
Кебнекасе,,2114.0,,18.3,67.5
Нанда Дви,Гималаи,7816.0,,80.0,30.4
Касбек,Кавказ,5033.0,волканический,44.31,42.42
Монте-Цинто,Курсы,2706.0,,8.9,42.4
Аусангатэ,Гора Вилканота,6336.0,,-71.2,-13.8
Софриер-Хиллз,,1050.0,вулкан,-62.2,16.7
Мт Редаубт,Алеутские горы,3108.0,вулкан,-152.75,60.5
Ойос-дель-Салядо,Андес,6893.0,вулкан,-68.5,-27.1
Пиц Бернина,Альпы,4048.0,,9.9,46.4
Псилоритис,КрЕта,2456.0,,24.7,35.2
Ллула-Иякао,Андес,6739.0,вулкан,-68.5,-24.7
Тахат,Агэггар,3003.0,волканический,5.5,23.3
Пидуруталагала,,2524.0,,80.8,7.0
Пико де Агулхас Нэрас,Бразилийские Высоцкие равнины,2791.0,,-44.65,-22.4
Элгон,Восточноафриканская рифтовая система,4321.0,волканический,34.55,1.1
Пико Базиль,,3011.0,вулкан,8.7,3.5
Jezерце,Балкан,2694.0,,19.4,42.3
Тамбору,,2850.0,вулкан,118.0,-8.2
Руапеху,,2797.0,вулкан,175.6,-39.3
Маунтин-Кук,Новые Зеландские Альпы,3754.0,,170.2,-43.6
Пико Христофор Колум,Сьерра-Невада-де-Санто-Мартин,5775.0,,-73.7,10.85
Ликанкабур,Андес,5920.0,вулкан,-67.9,-22.8
Башня Церредо,Кордильера-Кантабрика,2648.0,,4.85,43.2
Гран-Парадизо,Альпы,4061.0,,7.25,45.5
Джеокул,,1876.0,,7.2,60.3
Мт Бона,Элиас-рейдж,5005.0,,-141.75,61.4
Папо-манасеу,,2335.0,волканический,160.1,-9.7
Питон дэ Неж,,3069.0,волканический,55.5,-21.1
