country,name,percentage
МНТП,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",100.0
GE,армянский,7.0
ГВАМ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",38.3
"Извините, но я не понимаю ваш запрос. Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, уточните ваш запрос, и я с радостью помогу вам.",Узбекский,74.3
АМСА,Самоан,90.6
ХР,сербский,96.0
Вафу,Уоллисий,58.9
"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Венгерский,98.2
ПК,Балохи,3.0
"Извините, но я не понимаю ваш запрос. Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, уточните ваш запрос, и я с радостью помогу вам.",Таджик,4.4
Нет,Корейский,100.0
ИР,Балохи,1.0
Кайм,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести с английского на русский язык?",3.2
Ч,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните ваше желание или предоставьте дополнительную информацию.",18.0
Здравствуйте! Как я могу вам помочь?,Swedish,100.0
ПА,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",14.0
Ч,"Я не могу перевести это предложение, потому что оно на английском языке. Пожалуйста, предоставьте текст для перевода на немецкий язык.",65.0
КЛ,Тамил,18.0
ИР,Лури,2.0
Да,Арабский,100.0
No additional text provided. Please provide the text you would like translated.,Креол,1.6
ТМ,Узбекский,9.0
ИР,Турецкий,1.0
Индия,"Hindi (хинди) — одна из официальных языков Индии, принадлежащая индийской ветви индоарийских языков и являющаяся официальным языком нескольких штатов, включая Делли, Бихар, Джхаркханд, Чхаттисгарх и другие. Это один из самых распространенных языков в мире, на котором говорят более 672 миллионов человек, что делает его пятым по популярности языком в мире после китайского, испанского, английского и арабского.",30.0
Австралия,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",100.0
НМИС,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",10.8
НМИС,Чаморро,22.4
