abbreviation,name,city,country,province,established
Г-10,Группа из 10 человек,Париж,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Отделение Франции,1962-10-01
BCИЭ,Центральный банк Центральной Америки по экономической интеграции,Тегусигальпа,ХСА,Франсиско Моразан,1960-12-13
Г-11,Группа из 11 человек,,,,1984-06-22
Международный совет по авиации (МКА),Международная организация гражданской авиации,Монреаль,КДН,Кبک,1944-12-07
ОПЕК,Организация стран-экспортеров нефти,Вена,А,Вена,1960-09-14
С,Содружество,Лондон,ГБ,Великая Лондон,1931-12-31
ФАО,Организация Объединенных Наций по продовольствию и сельскому хозяйству,Рим,я,Лацио,1945-10-16
Меркосур,Южно-конный общий рынок,Буенос-Айрес,РА,Федеральный округ,1991-03-26
Wтоо,Всемирная организация туризма,Мадрид,"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!",Мадрид,1975-01-02
SFП,Форум южной части Тихого океана,Сува,Фиджи,Фиджи,1971-08-05
IGАДД,Межправительственное агентство по засухе и развитию,Джибути,ДЖИ,Джибути,1986-01-15
Г-7,Группа семи,,,,1985-09-22
ОЭСР,Организация экономического сотрудничества и развития,Париж,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Отделение Франции,1960-12-14
АФЭСД,Арабский фонд экономического и социального развития,,,,1968-05-16
Г-2,Группа из двух,,,,
АЛ,Лига арабских государств,Каир,— Да?,Кахира,1945-03-22
ЮНКТАД,Конференция Организации Объединенных Наций по торговле и развитию,Женева,Ч,GE,1964-12-30
КП,Коломбоский план,Коломбо,КЛ,Шри-Ланка,1951-07-01
ЕАСТ,Европейское экономическое сообщество,Женева,Ч,GE,1960-01-04
ООН,Организация Объединенных Наций по промышленному развитию,Вена,А,Вена,1966-11-17
"Да, я понимаю. Как я могу вам помочь?",Организация исламского сотрудничества,Джедда,СА,Саудовская Аравия,1969-09-22
ЭКО,Организация экономического сотрудничества,Тэран,ИР,Тэран,1985-01-01
Минирсо,Миссия Организации Объединенных Наций по референдуму в Западной Сахаре,Нью-Йорк,США,Нью-Йорк,1991-04-29
CBS,Совет государств Балтийского моря,,,,1992-03-05
ЦЕЗА,Экономическое сообщество центральноафриканских государств,Либревиль,"Доброго дня! Я готов допомогти вам з перекладу. Надішліть мені текст, який потрібно перекласти, і я зроблю це якомога швидше.",Габон,1983-10-18
Африканский банк развития,Африканский банк развития,Абиджан,ЦИ,Кост-д’Ивуар,1963-08-04
ЮНЕСКО,"Организация Объединенных Наций по образованию, науке и культуре",Париж,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Отделение Франции,1945-11-16
Инмарат,Международная организация мобильной спутниковой связи,Лондон,ГБ,Великая Лондон,1976-09-03
НИБ,Северный инвестиционный банк,Хельсинки,SF,УусМА,1975-12-04
Уником,Миссия Организации Объединенных Наций по наблюдению между Ираком и Кувейтом,Нью-Йорк,США,Нью-Йорк,1991-04-09
Международный банк реконструкции и развития,Международный банк реконструкции и развития,Вашингтон,США,Распределительная колония,1944-07-22
КАКМ,Центральноамериканский общий рынок,Гватемала-Сити,ГКА,Гватемала,1960-12-13
УДЕАК,Центральноафриканское таможенное и экономическое сообщество,Бангui,АВТ,Центральная Африканская Республика,1964-12-08
G-19,Группа из 19 человек,,,,1975-10-01
АМУ,Союз арабских государств Магриба,Рабат,МА,Марокко,1989-02-17
ВADB,Банк развития Западной Африки,Лома,РТ,Того,1973-11-14
ККК,Совет по взаимопомощи в вопросах таможенного регулирования,Брюссель,В,Прованс,1950-12-15
АСЕАН,Азиатско-Тихоокеанское экономическое сотрудничество,Сингапур,SGП,Сингапур,1989-11-07
"Бельгия, Нидерланды, Люксембург",Бельгийский экономический союз,Брюссель,В,Прованс,1958-02-03
АДБ,Азиатский банк развития,Манила,РП,Филиппины,1966-12-19
МНО,Международный олимпийский комитет,Луган,Ч,VD,1894-06-23
UNФИКП,Силы Организации Объединенных Наций на Кипре,Нью-Йорк,США,Нью-Йорк,1964-03-04
САКУ,Южноафриканское таможенное союзное агентство,Претория,АССА,Гавани,1969-12-11
АКП,"Африканские, карибские и тихоокеанские страны",Брюссель,В,Прованс,1976-04-01
МЦР,Международное движение Красного Креста и Красного Полумесяца,Женева,Ч,GE,1928-01-01
ЕАДБ,Восточно-Африканский банк развития,Кампала,ЕАУ,Уганда,1967-06-06
"Добро пожаловать в Chatbot Coral! Я готов помочь вам с переводом текста. Пожалуйста, предоставьте текст, который вы хотите перевести.",Агентство по ядерной энергии,,,,1958-01-01
УКР,"Договор о безопасности между Австралией, Новой Зеландией и США",Канберра,Австралия,Австралийский столичный регион,1951-09-01
ИФК,Международная финансовая корпорация,Вашингтон,США,Распределительная колония,1955-05-25
ООН,Университет Организации Объединенных Наций,,,,1973-12-06
МВФ,Международный валютный фонд,Вашингтон,США,Распределительная колония,1944-07-22
ДОПР,Силы наблюдателей за разоружением Организации Объединенных Наций,Дамаск,Сирия,Сирия,1974-05-31
Экономическое сообщество стран Западной Африки,Экономическое сообщество стран Западной Африки,Лагос,ВАН,Нигерия,1975-05-28
АБЕДА,Арабский банк экономического развития в Африке,Хартум,СУД,ал Хартум,1974-02-18
ЦЕРН,Европейская организация по ядерным исследованиям,Женева,Ч,GE,1953-07-01
ФРОНТЕКС,Операция ООН по восстановлению доверия в Хорватии,Нью-Йорк,США,Нью-Йорк,1995-03-31
ООПЭК,Организация арабских стран-экспортеров нефти,,,,1968-01-09
АСЕАН,Ассоциация государств Юго-Восточной Азии,Джакарта,Ри,Индонезия,1967-08-09
УНАВЕМ III,Миссия ООН по проверке в Анголе,Нью-Йорк,США,Нью-Йорк,1988-12-20
КГ,Содружество Независимых Государств,Минск,По,Белоруссия,1991-12-08
САДК,Южно-Африканский сообщество по развитию,Габороне,RB,Ботсван,1992-08-17
КЕС,Экономическая комиссия для Европы,Женева,Ч,GE,1947-03-28
МТЦР,Режим контроля за технологиями ракетных технологий,,,,1987-04-16
ЗС,Комитет Занггера,,,,
Г-77,Группа 77,,,,1967-10-01
ЦЕПГЛ,Экономическое сообщество стран Большого озера,,,,1976-09-26
ИИА,Международное агентство по энергии,Париж,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Отделение Франции,1974-11-15
GCC - Совет по сотрудничеству стран Персидского залива,Совет сотрудничества стран Персидского залива,Рияд,СА,Саудовская Аравия,1981-05-25
Главная компонентный анализ (PCA),Постоянный Арбитражный Суд,,,,1899-07-29
ООНТОС,Организация по контролю за перемирием ООН,Иерусалим,IЛ,Центральный,1948-05-01
Опанал,Агентство по запрещению ядерного оружия в Латинской Америке и Карибском бассейне,Мексико-Сити,Мексика,Федеральный округ,1967-02-14
МКС,Международная торговая палата,Париж,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Отделение Франции,1919-01-01
Международная федерация сельскохозяйственных производителей,Международный фонд сельскохозяйственного развития,Рим,я,Лацио,1974-11-01
Кто?,Всемирная организация здравоохранения,Женева,Ч,GE,1946-07-22
UNРWA,Ближневосточное агентство ООН по делам беженцев (УВКБ ООН),Вена,А,Вена,1949-12-08
Интерпол,Международная организация уголовной полиции,Лион,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Рон-Альпы,1956-06-13
СЧЁ,Агентство по культурному и техническому сотрудничеству,Париж,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Отделение Франции,1970-03-21
G-3,Группа из 3,,,,1990-10-01
UNМОГИП,Группа военных наблюдателей Организации Объединенных Наций в Индии и Пакистане,Нью-Йорк,США,Нью-Йорк,1948-08-13
МКО,Всемирная метеорологическая организация,Женева,Ч,GE,1947-10-11
Кариком,Карибское сообщество и Общий рынок,Джорджтаун,ХОЧУ,Гайана,1973-07-04
WCL,Всемирная конфедерация труда,Брюссель,В,Прованс,1920-06-19
