name,code,capital,province,area,population
Эл-Сальвадор,"Конечно! Я могу помочь вам перевести текст с английского на русский. Просто предоставьте мне текст, который вы хотите перевести, и я постараюсь сделать это как можно более точно и естественно звучащим по-русски. Желаю хорошего дня!",Сан-Сальвадор,Эл-Сальвадор,21040.0,5828987
Чад,ЧХ,Нджамена,Чад,1284000.0,6976845
Вьетнам,Да,Ханой,Вьетнам,329560.0,73976973
Косово,КΟΣ,Приштина,Косово,10887.0,1804838
Руанда,АВР,Кигали,Руанда,26340.0,6853359
Суринам,СМЭ,Парамарибо,Суринам,163270.0,436418
Шри-Ланка,КЛ,Коломбо,Шри-Ланка,65610.0,18553074
Бутан,БХТ,Тхимфу,Бутан,47000.0,1822625
Ливия,АРЛ,Триполи,Ливия,1759540.0,5445436
Молдавия,МД,Кишинёв,Молдавия,33700.0,4463847
Танзания,Ешь,Дар-эс-Салам,Дар-эс-Салам,945090.0,29058470
Кирибати,КИР,Тарава,Кирибати,717.0,80919
Нидерландские Антильские острова,No additional text provided. Please provide the text you would like translated.,Виллемстад,Нидерландские Антильские острова,960.0,227049
Гибралтар,GBZ,Гибралтар,Гибралтар,6.5,28765
Каймановы острова,Кайм,Джорджтаун,Каймановы острова,262.0,49035
Гвинея,OK,Конакри,Гвинея,245860.0,7411981
Ирландия,В реальной жизни,Дублин,Ирландия,70280.0,3566833
Гана,ГГ,Аккра,Гана,238540.0,17698271
Пуэрто-Рико,ПР,Сан-Хуан,Пуэрто-Рико,8870.0,3971020
Македония,МК,Скопье,Македония,25333.0,2104035
Канада,КДН,Оттава,Онтарио,9976140.0,28820671
Эфиопия,ЭФИ,Аддис-Абеба,Эфиопия,1127130.0,57171662
Кипр,Ц,Никосия,Кипр,9251.0,744609
Белоруссия,По,Минск,Белоруссия,207600.0,10415973
Литва,"Да, я могу помочь вам с переводом. Просто предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас.",Вильнюс,Литва,65200.0,3646041
Афганистан,Афг,Кабул,Афганистан,647500.0,22664136
Венгрия,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Будапешт,Будапешт (город),93030.0,10002541
Австрия,А,Вена,Вена,83850.0,8023244
Зайер,Зре,Киншаса,Киншаса,2345410.0,46498539
Камбоджа,К,Пномпень,Камбоджа,181040.0,10861218
Антигуа и Барбуда,АГ,Сан-Хуан,Антигуа и Барбуда,442.0,65647
Турция,ТР,Анкара,Анкара,780580.0,62484478
Израиль,IЛ,Иерусалим,Центральный,20770.0,5421995
Швеция,Здравствуйте! Как я могу вам помочь?,Стокгольм,Стокгольм,449964.0,8900954
Виргинские острова,ВИРГ,Шарлотта Амале,Виргинские острова,352.0,97120
Кувейт,КВТ,Кувейт,Кувейт,17820.0,1950047
Сан-Томе и Принсипи,"STP - система управления запуском (English: Staggered Transmission Power control) — техника управления мощностью передачи в беспроводных сетях, которая позволяет оптимизировать использование мощности передачи и улучшить качество обслуживания сети.",Сан-Томе и Принсипи,Сан-Томе и Принсипи,1001.0,144128
Ангола,АНГ,Луанда,Луанда,1246700.0,10342899
Сомали,SP,Могадишу,Сомали,637660.0,9639151
Кения,ЕАК,Наироби,Наироби,582650.0,28176686
Казахстан,КАЗ,Алматы,Алматы,2717300.0,16916463
Албания,АЛ,Тиране,Албания,28750.0,3249136
Джибути,ДЖИ,Джибути,Джибути,22000.0,427642
Россия,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Москва,Москва,17075200.0,148178487
Доминиканская Республика,Дом,Санто-Доминго,Доминиканская Республика,48730.0,8088881
Парагвай,"Пожалуйста, предоставьте текст для перевода.",Асу́ньо,Парагвай,406750.0,5504146
Бенин,БЕН,Порту-Ново,Бенин,112620.0,5709529
Замбия,З,Лусака,Лусака,752610.0,9159072
Иран,ИР,Тэран,Тэран,1648000.0,66094264
Плотина Газа,Газа,,,360.0,813332
Южная Корея,РОК,Сеул,Южная Корея,98480.0,45482291
Коста-Рика,КР,Сан-Хосе,Сан-Хосе,51100.0,3463083
Грузия,GE,Тбилиси,Грузия,69700.0,5219810
Украина,УА,Киев,Киевская,603700.0,50864009
Бельгия,В,Брюссель,Прованс,30510.0,10170241
Соломоновы Острова,СЛБ,Хониара,Соломоновы Острова,28450.0,412902
Куба,С,Хавана,Гавана,110860.0,10951334
Самоа,WS,Апия,Самоа,2860.0,214384
Греция,ГР,Афины,Аттика,131940.0,10538594
Мексика,Мексика,Мексико-Сити,Федеральный округ,1972550.0,95772462
Бердс-Тайлз,БЕРМ,Хамильтон,Бердс-Тайлз,53.3,67837
Свазиленд,СД,Мбабане,Свазиленд,17360.0,998730
Венесуэла,ВИ,Каркас,Федеральный округ,912050.0,21983188
Белиз,БЗ,Белемпан,Белиз,22960.0,219296
Мавритания,РИМ,Нуакшот,Мавритания,1030700.0,2336048
Индия,Индия,Новый Дели,Дели,3287590.0,952107694
Багамские острова,БС,Нассау,Багамские острова,13940.0,259367
Монако,МК,Монако,Монако,1.9,31719
Нигерия,ВАН,Абуجا,Нигерия,923770.0,103912489
Соединённые Штаты Америки,США,Вашингтон,Распределительная колония,9372610.0,266476278
Северная Корея,Нет,Пхеньян,Северная Корея,120540.0,23904124
Польша,ПЛ,Варшава,Варшавское,312683.0,38642565
Тонга,ТO,Нукуалоа,Тонга,748.0,106466
Эквадор,ЭК,Кито,Эквадор,283560.0,11466291
Жерси,"Okay, I will only provide translations without additional text or extra information.",Сент-Хелир,Жерси,117.0,87848
Зимбабве,ЗВ,Хараре,Зимбабве,390580.0,11271314
Маршалловы Острова,МХ,Маджуро,Маршалловы Острова,181.3,58363
Новая Зеландия,Новая Зеландия,Веллингтон,Новая Зеландия,268680.0,3547983
Дания,ДК,Копенгаген,Дания,43070.0,5249632
Сирия,Сирия,Дамаск,Сирия,185180.0,15608648
Саудовская Аравия,СА,Рияд,Саудовская Аравия,1960580.0,19409058
Мьянма,МЯ,Рангун,Янгон,678500.0,45975625
Бразилия,"Добро пожаловать в БР! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Бразилиа,Федеральный округ,8511960.0,162661214
Филиппины,РП,Манила,Филиппины,299764.0,74480848
Исландия,A,Рикявик,Исландия,103000.0,270292
Туркские и Каймановы острова,Тука,Великий Тёрк,Туркские и Каймановы острова,430.0,22942
Норвегия,"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",Осло,Осло,324220.0,4383807
Мартиника,МАРТ,Форт-де-Франс,Мартиника,1128.0,399151
Сейшельские Острова,SY,Виктория,Сейшельские Острова,455.0,77575
Тувалу,ТУВ,Фунафути,Тувалу,26.0,10146
Острова Кука,КУХАР,Аваруа,Острова Кука,240.0,11870
Тайвань,RC,Тайбей,Тайвань,36179.0,21465881
Гернси,ГБГ,Сент-Питер-порт,Гернси,194.0,62920
Сент-Винсент и Гренадины,Западная Вирджиния,Кингстаун,Сент-Винсент и Гренадины,389.0,118344
Коморы,COМ,Морони,Коморы,2170.0,569237
Испания,"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!",Мадрид,Мадрид,504750.0,39181114
Того,РТ,Лома,Того,56790.0,4570530
Египет,— Да?,Каир,Кахира,1001450.0,63575107
Барбадос,БДС,Бриджтаун,Барбадос,430.0,257030
Мая́лт,маё,Мамуццо,Мая́лт,374.0,223765
Гвинея-Бисау,"""ГНБ"" на русском языке означает ""Государственная пограничная служба"". Это название организации, отвечающей за управление государственной границей и обеспечение ее безопасности.",Бисау,Гвинея-Бисау,36120.0,1151330
Словения,СЛО,Любляна,Словения,20256.0,1951443
Босния и Герцеговина,БИХ,Сараево,Босния и Герцеговина,51233.0,2656240
Непал,НЕП,Катманду,Непал,140800.0,22094033
Доминиканская Республика,WD,Роузо,Доминиканская Республика,746.0,82926
Экваториальная Гвинея,ГК,Малабо,Экваториальная Гвинея,28050.0,431282
Сеньегал,СН,Дакар,Дакар,196190.0,9092749
Оман,ОМ,Мускат,Оман,212460.0,2186548
Свалбард,СВАКС,Лонгйёрбьен,Свалбард,62049.0,2116
Лесото,LS,Масеру,Лесото,30350.0,1970781
Вали и Футуна,Вафу,Мата-Ут,Вали и Футуна,274.0,15289
Мальдивы,МВ,Мужской,Мальдивы,300.0,270758
Эстония,ОВ,Таллинн,Эстония,45100.0,1459428
Латвия,ЛВ,Рига,Латвия,64100.0,2468982
Лаос,Лаос,Вьентьян,Лаос,236800.0,4975772
Переезд,Воссоединение,Сент-Денис,Переезд,2510.0,679198
Вануат,ВУ,Порт-Вила,Вануат,14760.0,177504
Объединенные Арабские Эмираты,ОАЭ,Абудаби,Абудаби,75581.0,3057337
Германия,D,Берлин,Берлин,356910.0,83536115
Северные Марианские острова,НМИС,Сипан,Северные Марианские острова,477.0,88662
Гوام,ГВАМ,Агана,Гوام,541.3,178430
Киргизстан,КГЗ,Бишкек,Киргизстан,198500.0,4529648
Болгария,"Извините, но я не понимаю ваш запрос. Можете ли вы уточнить, что именно вы хотите перевести?",София,Болгария,110910.0,8612757
Аруба,АРУ,Оранджестад,Аруба,193.0,103065
Санта-Хелена,ХЕЛКС,Джеймстаун,Санта-Хелена,413.0,7637
Габон,"Доброго дня! Я готов допомогти вам з перекладу. Надішліть мені текст, який потрібно перекласти, і я зроблю це якомога швидше.",Либревиль,Габон,267670.0,1172798
Британские Виргинские острова,БВИР,Город-порт Род-Таун,Британские Виргинские острова,153.0,24491
Мозамбик,МОК,Мапуту,Мапуту (город),801590.0,17877927
Таиланд,А,Бангкок,Таиланд,514000.0,58851357
Тринидад и Тобаго,ТТ,Порт-о-Спен,Тринидад и Тобаго,5130.0,1272385
Французская Полинезия,ФPOL,Папеете,Французская Полинезия,4167.0,287032
Гонконг,Хонкс,Гонконг,Гонконг,1092.0,7055071
Конго,КРБ,Браззавиль,Конго,342000.0,2527841
Западный берег,Запад,,,5860.0,1427741
Гамбия,Ваг,Банжу,Гамбия,11300.0,1204984
Финляндия,SF,Хельсинки,УусМА,337030.0,5105230
Кокосовые острова,Коко,Западный остров,Кокосовые острова,14.0,596
Франция,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Париж,Отделение Франции,547030.0,58317450
Нигер,РН,Ниамей,Нигер,1267000.0,9113001
Катар,A,Доха,Катар,11000.0,547761
Фиджи,Фиджи,Сува,Фиджи,18270.0,782381
Чили,РЧ,Сантьяго,Чили,756950.0,14333258
Науру,НАО,Ярен,Науру,21.0,10273
Сент-Китс и Невис,КН,Бассетер,Сент-Китс и Невис,269.0,41369
Бангладеш,БД,Дака,Бангладеш,144000.0,123062800
Тунис,ТН,Тунис,Тунис,163610.0,9019687
Южная Африка,АССА,Претория,Гавани,1219910.0,41743459
Мальта,М,Валетта,Мальта,320.0,375576
Гватемала,ГКА,Гватемала-Сити,Гватемала,108890.0,11277614
Китай,ТЖ,Пекин,Пекин (город),9596960.0,1210004956
Кабо-Верде,Резюме,Прайя,Кабо-Верде,4030.0,449066
Американская Самоа,АМСА,Паго-Паго,Американская Самоа,199.0,65628
Нидерланды,НЛ,Амстердам,"Нидерланды, Северная Голландия",37330.0,15568034
Румыния,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",Бухарест,Бухарест,237500.0,21657162
Малави,МВ,Лилонгве,Малави,118480.0,9452844
Ниуэ,Нуэ,Алофи,Ниуэ,260.0,1398
Палау,ПАЛ,Мелеко́к,Палау,458.0,16952
Восточный Тимор,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести:",Дили,Восточный Тимор,15007.0,1131612
Сьерра-Леоне,Wallet,Фритаун,Сьерра-Леоне,71740.0,4793121
Аргентина,РА,Буенос-Айрес,Федеральный округ,2766890.0,34672997
Человек,ГБМ,Дуглас,Человек,588.0,73837
Пакистан,ПК,Исламабад,Пакистан,803940.0,129275660
Эритрея,ЕР,Асмэра,Эритрея,121320.0,3427883
Лихтенштейн,ФЛ,Вадуц,Лихтенштейн,160.0,31122
Андорра,И,Андорра-ла-Вилла,Андорра,450.0,72766
Острова Питкерн,ПИТЦ,Адамстاون,Острова Питкерн,47.0,48
Гренландия,ГРОЗ,Нук,Гренландия,2175600.0,58203
Люксембург,Здравствуйте! Как я могу вам помочь?,Люксембург,Люксембург,2586.0,415870
