river,country,province
Белый Нил,СУД,Аали и Нил
Тахо,"Пожалуйста, предоставьте текст для перевода.",Лиссабон
Ориноко,ВИ,Амазонки
Тисс,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Бардо-Абауи-Земплен
Тигр,ТР,Мардин
Рио-Негро,"Добро пожаловать в БР! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Раума
Иордания,Запад,Западный берег
Амударжа,"Извините, но я не понимаю ваш запрос. Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, уточните ваш запрос, и я с радостью помогу вам.",Самарканд
Сеньегал,OK,Гвинея
Тичино,Ч,Ти
Висло,ПЛ,Тарнобыржское
Глома,"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",Акмэрус
Парагвай,РА,Чако
Изер,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Рон-Альпы
Волга,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Тверская область
Морава,Че-з,Пража
Мур,А,Цюрих
Пой,я,Пьемонте
Парагвай,"Пожалуйста, предоставьте текст для перевода.",Парагвай
Семлики,Зре,Киву
Эбро,"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!",Каталония
Уругвай,"Добро пожаловать! Я готов помочь с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести.",Уругвай
Ура́л,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Республика Башкортостан
Олт,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",Харгита
Март,А,Нижняя Австрия
Амударжа,"Извините, но я не понимаю ваш запрос. Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, уточните ваш запрос, и я с радостью помогу вам.",Каракыпогистон
Уругвай,РА,Миссии
Тоболь,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Тюменская область
Ясеный,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Республика Тыва
Жокульс-фьорд,A,Исландия
Луалаба,Зре,Верхняя Заир
Блу Нил,СУД,ал Хартум
об,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Томская область
Массы,НЛ,Гелдерланд
Зайер,Зре,Верхняя Заир
Иравад,ТЖ,Тибет
Рио Магдалена,Клиент,Магдалена
Миссури,США,Айова
Салон,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Рон-Альпы
Висло,ПЛ,Гданске
Черный Дрин,МК,Македония
Мур,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Зала
Глома,"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",Сёр Трондалаг
Парана,РА,Сан-Фе
Гараонна,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Лангедок-Руссильон
Иллёр,А,Ворарлберг
Джангсте,ТЖ,Чэньгань
Днепр,УА,Киевская
Саар,D,Райнланд-Пфальц
Санага,КАМ,Это
Река Детройт,КДН,Онтарио
Пибор,СУД,Аали и Нил
Вуокса,SF,Куопио
Гуадиана,"Пожалуйста, предоставьте текст для перевода.",Бе́жа
Новый,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Ленингтонская область
Санага,КАМ,Центр
Лоара,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Пей-де-ла-Луар
Тибер,я,Тоскана
Днестр,УА,Чернивецкая
Нэккар,D,Баден-Вюртемберг
Сень,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Отделение Франции
Далалев,Здравствуйте! Как я могу вам помочь?,Упсала
Ангара,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Красноярский край
Хванго,ТЖ,Чэньгань
Лукенья,Зре,Восточная область Касай
Мурат,ТР,Эльбазиг
Лукенья,Зре,Западный Касай
Висло,ПЛ,Торунские
Дуро,"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!",Кастилья и Леон
Бене,ВАН,Нигерия
Миссури,США,Канзас
Салон,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Бургундия
Парана,РА,Федеральный округ
Гётеэльв,Здравствуйте! Как я могу вам помочь?,Гётеборг и Бохус
Джангсте,ТЖ,Хубэй
Лаген,"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",Опланд
Сальцах,А,Цюрих
Одер,ПЛ,Щецинский
Ганг,Индия,Западный Бенгал
Тичино,я,Пьемонте
Дунай,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",Иалома́та
Еуфрат,Ирак,Аль-Кадисия
Ти́мз,ГБ,Кент
Муррей-Деринг,Австралия,Южный Австралия
Токантинс,"Добро пожаловать в БР! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Токантинс
Олт,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",Олт
Ока,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Тульская область
Рейн,Ч,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
Индус,ПК,Пакистан
Гуадиана,"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!",Касилья-ла-Манча
Нил,— Да?,Эль-Калубия
Волга,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Самарская область
Тоболь,КАЗ,Костанай
Мур,СЛО,Словения
Ти́мз,ГБ,Великая Лондон
Ленa,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Республика Саха (Якутия)
Ура́л,КАЗ,Атырау
Брахмапутра,Индия,Аруначал-Прадеш
Черный Дрин,АЛ,Албания
Пецхора,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Архангельская область
Куйло,АНГ,Бие
Санага,КАМ,Коте/литораль
Одер,ПЛ,Горцовое
Миссисипи,США,Миннесота
Ищим,КАЗ,Солтустик Казахстан
Нил,— Да?,Кахира
Санга,КАМ,Это
Волга,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Астраханская область
Ваердаляэльв,Здравствуйте! Как я могу вам помочь?,Даларна
Рио Магдалена,Клиент,Хуила
Миссури,США,Небраска
Волга,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Иванову область
Аллегхени-река,США,Нью-Йорк
Тибер,я,Лацио
Рио Сан-Хуан,КР,Геренде
Парагвай,БОЛ,Боливия
Северная Двина,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Архангельская область
Чуапа,Зре,Экватор
Ура́л,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Челябинская область
Шабель,SP,Сомали
Ориноко,ВИ,Анзоа́тегуи
Меконг,ТЖ,Юньнань
Охио-Ривер,США,Западная Вирджиния
Тигр,Ирак,Месопотамия
Волга,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Республика Татарстан
Иравад,МЯ,Мандалай
Токантинс,"Добро пожаловать в БР! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Маражо
Атабара,СУД,Восточное Средиземноморье
Чатанга,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Красноярский край
Рио-Гранде,Мексика,Чихуахуа
Аарэ,Ч,БЕ
Гвадекивир,"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!",Андалусия
Лайне,D,Нижняя Саксония
Дунай,D,Бавария
Шилка,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Чити́нская обла́сть
Тигр,Ирак,Васит
Куанго,АНГ,Северный Лунда
Тахо,"Пожалуйста, предоставьте текст для перевода.",Сантарем
Дунай,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",Константина
Еуфрат,Ирак,Аль-Басра
Еуфрат,Ирак,Ал-Анабар
Дунай,"Извините, но я не понимаю ваш запрос. Можете ли вы уточнить, что именно вы хотите перевести?",Болгария
Лех,А,Тироль
Дуро,"Пожалуйста, предоставьте текст для перевода.",Авеиро
Карун,ИР,Бойер Ахмад э Кокилуе
Умэаэльв,Здравствуйте! Как я могу вам помочь?,Вастеработтен
Далалев,Здравствуйте! Как я могу вам помочь?,Даларна
Лоара,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Авирон
Одер,D,Саксония
Саар,D,Саарланд
Западная Двина,По,Белоруссия
Иордания,IЛ,Север
Касаи,Зре,Западный Касай
Касаи,АНГ,Лунда-Суль
Парана,РА,Энтре-Риос
Рона,Ч,VD
Тисс,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Хадду Бихар
Ти́мз,ГБ,Беркшир
Сырдараджа,"Извините, но я не понимаю ваш запрос. Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, уточните ваш запрос, и я с радостью помогу вам.",Наманган
Касаи,Зре,Шаба/Катанга
Дوبс,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Франш-Конте
Везер,D,Нижняя Саксония
Аммер,D,Бавария
Салон,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Лоран
Акагера,Ешь,Мванза
Рюсс,Ч,ЛУ
Иллёр,D,Баден-Вюртемберг
Дунай,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Будапешт (город)
Рио Магдалена,Клиент,Боливар
Мур,А,Стирия
Арувими,Зре,Верхняя Заир
Мурат,ТР,Мус
Еуфрат,ТР,Адияман
Дунай,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",Брейла
Одер,D,Мекленбург-Передняя Померания
Пру́т,УА,Чернивецкая
Висло,ПЛ,Белорусское
Меконг,А,Таиланд
Массы,НЛ,Лимбург
Паймяки,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Мурманская область
Саар,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Лоран
Остердалевельв,Здравствуйте! Как я могу вам помочь?,Даларна
Южная Моравия,МК,Македония
Рио Лерма,Мексика,Мичоакан
Белый Дрин,АЛ,Албания
Сохранить,ХР,Хорватия
Меконг,ТЖ,Тибет
Куанго,АНГ,Малаンジ
Одер,ПЛ,Легницы
Иртыш,КАЗ,Семей
Днестр,УА,Хмельниччина
Рейн,D,Баден-Вюртемберг
Ти́мз,ГБ,Уилтшир
Замбеци,МОК,Тет
Одер,D,Бранденбург
Замбеци,МОК,Замбезия
Тигр,ТР,Сирнак
Висло,ПЛ,Люблинское
Лимпопо,МОК,Газа
Марн,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Отделение Франции
Хванго,ТЖ,Шаньдун
Дунай,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",Мехединти
Раб,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Весьпрем
Иртыш,КАЗ,Павлодар
Белый Нил,СУД,ал Хартум
Миссури,США,Миссури
Волга,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Пензенская область
Эбро,"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!",Риоха
Марн,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Шампань-Арденн
Луапула,Зре,Шаба/Катанга
Днестр,УА,Ивано-Франковск
Здравствуйте,МОК,Тет
Гуадиана,"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!",Экстремадура
Ганг,Индия,Бихар
Тибер,я,Умбрия
Ти́мз,ГБ,Эссекс
Аарэ,Ч,АГ
Пой,я,Венето
Парана,"Добро пожаловать в БР! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Гоас
Ориноко,ВИ,Дельта Амакуро
Джангсте,ТЖ,Хунань
Теннесси,США,Теннесси
Шари,ЧХ,Чад
Люва,Зре,Шаба/Катанга
Ганг,БД,Бангладеш
Сырдараджа,"Извините, но я не понимаю ваш запрос. Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, уточните ваш запрос, и я с радостью помогу вам.",Ташкент
Куйло,Зре,Бандунду
Колумбийская река,США,Орегон
Шабель,ЭФИ,Эфиопия
Рона,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Рон-Альпы
Тисс,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Сегед (город в Венгрии)
Иртыш,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Тюменская область
Ленa,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Иркутская область
Тисс,УА,Закарпатье
Лулуа,Зре,Западный Касай
Массы,НЛ,Северная Брабантская область
Дунай,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Толна
Река Коннектикут,США,Нью-Гэмпшир
Лаген,"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",Хедмарк
Рейн,НЛ,Гелдерланд
Здравствуйте,МЯ,Кайин
Здравствуйте,ТЖ,Тибет
Массы,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Лоран
Рио Мадейра,"Добро пожаловать в БР! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Амазонки
Иравад,МЯ,Айярвади
Рио-Гранде,Мексика,Нуэво-Леон
Еуфрат,ТР,Санлиурфа
Луапула,З,Луапула
Март,СК,Словакия
Меконг,Да,Вьетнам
Южная Моравия,SRБ,Сербия
