river,country,province
Атабара,СУД,Восточное Средиземноморье
Эльба,D,Нижняя Саксония
Рейн,НЛ,Южный Голландия
Морава,Че-з,Пража
Шатт аль-Араб,Ирак,Ал-Анабар
Пру́т,МД,Молдавия
Энс,А,Нижняя Австрия
Минчо,я,Венето
Висло,ПЛ,Гданске
Везер,D,Бремен
Мурат,ТР,Эльбазиг
Инн,D,Бавария
Марн,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Отделение Франции
Дон,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Ростовская область
Лулуа,Зре,Западный Касай
Остердалевельв,Здравствуйте! Как я могу вам помочь?,Даларна
Еуфрат,Ирак,Ал-Анабар
Иравад,МЯ,Качин
Куанго,Зре,Бандунду
Везер,D,Нижняя Саксония
Река Детройт,КДН,Онтарио
Луапула,З,Луапула
Ока,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Нижняя Новгородская область
Сухона,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Вологодская область
Бому,Зре,Экватор
Иртыш,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Тюменская область
Мур,ХР,Хорватия
Охио-Ривер,США,Иллинойс
Трюки-река,США,Невада
Река Святого Лаврентия,КДН,Кبک
Тхёрсра,A,Исландия
Сальцах,D,Бавария
Западная Моравия,SRБ,Сербия
Рио Сан-Хуан,КР,Алахуела
Сеньегал,СН,Сент-Луис
Фими,Зре,Бандунду
Клараэльв,Здравствуйте! Как я могу вам помочь?,Варमलанд
Аллегхени-река,США,Пенсильвания
Волга,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Астраханская область
Колыма,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Республика Саха (Якутия)
Пой,я,Эмилия-Романья
Совпадение,СУД,Аали и Нил
Дунай,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",Тулча
Карун,ИР,Хузестан
Парана,РА,Буенос-Айрес
Пандши,Афг,Афганистан
Ти́мз,ГБ,Кент
Бому,АВТ,Центральная Африканская Республика
Нил,— Да?,Думят
Гуадиана,"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!",Андалусия
Муррунджиди-река,Австралия,Новый Южный Уэльс
Ваердаляэльв,Здравствуйте! Как я могу вам помочь?,Даларна
Вперёд,D,Нижняя Саксония
Бahr эль-Джебель/Альберт-Нил,СУД,Аали и Нил
Кура,АЗ,Азербайджан
Умэаэльв,Здравствуйте! Как я могу вам помочь?,Вастеработтен
Ангара,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Красноярский край
Лайне,D,Тюрингия
Нил,— Да?,Эль-Дакахилия
Санага,КАМ,Коте/литораль
Инн,А,Тироль
Ленa,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Республика Саха (Якутия)
Улуйоки,SF,Уулу
Дوبс,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Бургундия
Иордания,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Иордания
Март,СК,Словакия
Лома́ми,Зре,Верхняя Заир
Вурм,D,Бавария
Сохранить,SRБ,Сербия
Гамбия,Ваг,Гамбия
Северная Двина,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Архангельская область
Мёзель,D,Райнланд-Пфальц
Здравствуйте,МОК,Тет
Рио Сан-Хуан,НИХ,Никарагуа
Сальцах,А,Цюрих
Лоара,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Пей-де-ла-Луар
Лиммат,Ч,АГ
Маникуган,КДН,Кبک
Аарэ,Ч,АГ
Дрин,АЛ,Албания
Олт,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",Олт
Гараонна,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Акитен
Рио-Дешадо,БОЛ,Боливия
Хванго,ТЖ,Шаньдун
Морава,SRБ,Сербия
Парагвай,"Пожалуйста, предоставьте текст для перевода.",Парагвай
Руки,Зре,Экватор
Катун,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Алтайский край
Фульда,D,Гессен
Саскачеваньский река,КДН,Саскачеван
Паймяки,"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",Финнмарк
Арувими,Зре,Верхняя Заир
Ваг,СК,Словакия
Кольорадо,Мексика,Сонора
Ясеный,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Красноярский край
Виктория Нил,ЕАУ,Уганда
Рио-Маморе,БОЛ,Боливия
Глома,"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",Оестфолд
Бригах,D,Баден-Вюртемберг
Нaryn,Тад,Худжанд
Парагвай,РА,Чако
Иордания,Запад,Западный берег
Лукенья,Зре,Бандунду
Руизи,Зре,Киву
Ти́мз,ГБ,Эссекс
Дуро,"Пожалуйста, предоставьте текст для перевода.",Порту
Свир,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Ленингтонская область
Энс,А,Верхняя Австрия
Арканзас,США,Арканзас
Ниагарский водопад,КДН,Онтарио
Ривьер-Ришелье,КДН,Кبک
Ашана,Ри,Индонезия
Эцх,я,Венето
Пандши,Тад,Хатлон
Шабель,SP,Сомали
Рио Сан-Франциско,"Добро пожаловать в БР! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Алагоас
Лех,D,Бавария
Прекрасная река Дарлинг,Австралия,Новый Южный Уэльс
Токантинс,"Добро пожаловать в БР! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Пара
Река Коннектикут,США,Коннектикут
Амударжа,"Извините, но я не понимаю ваш запрос. Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, уточните ваш запрос, и я с радостью помогу вам.",Каракыпогистон
Ваал,АССА,Северная Кеп
Кольорадо,Мексика,Баха-Калифорния
Аммер,D,Бавария
Лимпопо,МОК,Газа
Ура́л,КАЗ,Атырау
Тибер,я,Лацио
Изер,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Рон-Альпы
Рио-Гранде,США,Техас
Энс,А,Цюрих
Март,А,Нижняя Австрия
Бусира,Зре,Экватор
Рио Магдалена,Клиент,Атлантико
Чатанга,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Красноярский край
Массы,НЛ,Южный Голландия
Лаген,"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",Акмэрус
Река Мерримак,США,Массачусетс
Река Юкон,США,Аляска
Днестр,УА,Оδεςка
