city,province,country,river,lake,sea
Гонолулу,Гавайи,США,,,Тихоокеанский океан
Виктория,Британская Колумбия,КДН,,,Тихоокеанский океан
Вонсан,Северная Корея,Нет,,,Яма́йское мо́ре
Циндао,Шаньдун,ТЖ,,,Жёлтое море
Чиба,Чиба,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,,Тихоокеанский океан
Пусан,Южная Корея,РОК,,,Яма́йское мо́ре
Серапиково,Московская область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Ока,,
Тольятти,Самарская область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Волга,,
Хуалиэнь,Тайвань,RC,,,Тихоокеанский океан
Майткина,Качин,МЯ,Иравад,,
Мессина,Сицилия,я,,,Средиземное море
Дублин,Ирландия,В реальной жизни,,,Ирландское море
Дака,Бангладеш,БД,Ганг,,
Эль-Гиза,Эль-Гиза,— Да?,Нил,,
Семаранг,Индонезия,Ри,,,Южно-Китайское море
Батон-Руж,Луизиана,США,Миссисипи,,
Симбирск,Ульяновская область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Волга,,
Конкордия,Энтре-Риос,РА,Уругвай,,
Пул,Дорсет,ГБ,,,Канал
Циудад Хуарес,Чихуахуа,Мексика,Рио-Гранде,,
Анкона,Марш,я,,,Средиземное море
Пирей,Аттика,ГР,,,Средиземное море
Альбукерке,Новый Мексико,США,Рио-Гранде,,
Бремерхафен,Бремен,D,Везер,,Северное море
Бахия-Бланка,Буенос-Айрес,РА,,,Атлантический океан
Виллемстад,Нидерландские Антильские острова,No additional text provided. Please provide the text you would like translated.,,,Карибское море
Ан-Наджаф,Ан-Наджаф,Ирак,Еуфрат,,
Уджунг-Панданг,Индонезия,Ри,,,Южно-Китайское море
Цюрих,Ж,Ч,Лиммат,Цюрихское озеро,
Чита,Чити́нская обла́сть,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Шилка,,
Гарнёсанд,Западно-Рандерс,Здравствуйте! Как я могу вам помочь?,,,Балтийское море
Вакаяма,Вакаяма,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,,Тихоокеанский океан
Великий Тёрк,Туркские и Каймановы острова,Тука,,,Атлантический океан
Осло,Осло,"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",,,Скегеррак
Мосс,Оестфолд,"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",,,Скегеррак
Дакар,Дакар,СН,,,Атлантический океан
Братислава,Словакия,СК,Дунай,,
Шарджха,эш Шариках,ОАЭ,,,Персидский залив
Солтур,СО,Ч,Аарэ,,
Картахена,Мурсия,"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!",,,Средиземное море
Виктория,Сейшельские Острова,SY,,,Индийский океан
Севилья,Андалусия,"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!",Гвадекивир,,
Аннаб,Алжир,ДЗ,,,Средиземное море
Онища,Нигерия,ВАН,Нигер,,
Кена,Кена,— Да?,Нил,,
Лион,Рон-Альпы,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Салон,,
Гданьск,Гданске,ПЛ,Висло,,Балтийское море
Находка,Приморский край,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,,Яма́йское мо́ре
Нумей,Новая Каледония,Национальное центральное агентство,,,Тихоокеанский океан
Ульм,Баден-Вюртемберг,D,Дунай,,
Вроцлав,Вроцлавские,ПЛ,Одер,,
Роттердам,Бавария,D,Дунай,,
Остравица,Североморск,Че-з,Одер,,
Довер,Кент,ГБ,,,Канал
Джибути,Джибути,ДЖИ,,,Гольф Стрев
Поса́ды,Миссии,РА,Парана,,
Эль-Ариш,Сина аш-Шамилях,— Да?,,,Средиземное море
Саутгемптон,Гэмпшир,ГБ,,,Канал
Санкт-Петербург,Флорида,США,,,Гольфстрим
Сволвер,Северо-Западный регион России,"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",,,Норвежское море
Мосул,Ниневия,Ирак,Тигр,,
Сарагоса,Арагон,"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!",Эбро,,
Запорожье,Запорожье,УА,Днепр,,
Монровия,Либерия,LB,,,Атлантический океан
Монtevидео,Уругвай,"Добро пожаловать! Я готов помочь с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести.",,,Атлантический океан
Юэян,Хунань,ТЖ,Джангсте,,
Волгоград,Волгоградская область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Волга,,
Боуэнсворт,Дорсет,ГБ,,,Канал
Долина,Ангилла,АКСА,,,Атлантический океан
Мацусяма,Эхиме,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,,Тихоокеанский океан
Сурабая,Индонезия,Ри,,,Южно-Китайское море
Гренобль,Рон-Альпы,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Изер,,
Синидж,Северная Корея,Нет,,,Жёлтое море
Эдмонтон,Альберта,КДН,Саскачеваньский река,,
Торонто,Онтарио,КДН,,Озеро Онтарио,
Пиза,Тоскана,я,Арно,,
Норфолк,Виргиния,США,,,Атлантический океан
Калуга,Кировская область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Ока,,
Джеймстаун,Санта-Хелена,ХЕЛКС,,,Атлантический океан
Бадалона,Каталония,"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!",,,Средиземное море
Нойс,Северный Рейн-Вестфалия,D,Рейн,,
Дили,Восточный Тимор,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести:",,,Южно-Китайское море
Кременчук,Полтавская,УА,Днепр,,
Альбани,Западная Австралия,Австралия,,,Индийский океан
Астрахань,Астраханская область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Волга,,
Братск,Иркутская область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Ангара,,
Нантонг,Джянсу,ТЖ,Джангсте,,
Аарау,АГ,Ч,Аарэ,,
Фукуока,Фукуока,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,,Яма́йское мо́ре
Курган,Курская область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Тоболь,,
Кардифф,Кардифф,ГБ,,,Ирландское море
Банги-Моенге,Индонезия,Ри,,,Южно-Китайское море
Картахена,Мурсия,"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!",,,Средиземное море
Сент-Питер-порт,Гернси,ГБГ,,,Канал
Маленький Рок,Арканзас,США,Арканзас,,
Хельсinki,Баден-Вюртемберг,D,Нэккар,,
Каосюань,Тайвань,RC,,,Южная Китайская бухта
Аракаю,Сергипе,"Добро пожаловать в БР! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,,Атлантический океан
Рабат,Марокко,МА,,,Атлантический океан
Ошава,Онтарио,КДН,,Озеро Онтарио,
Хаммерфест,Финнмарк,"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",,,Баренцево море
Луян,Хенань,ТЖ,Хванго,,
Мата-Ут,Вали и Футуна,Вафу,,,Тихоокеанский океан
Хельсинки,УусМА,SF,,,Балтийское море
Рейноса,Тамаулипас,Мексика,Рио-Гранде,,
Хевр,Высокая Нормандия,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Сень,,Канал
Бонн,Северный Рейн-Вестфалия,D,Рейн,,
Пуэрто-Каррено,Вичада,Клиент,Ориноко,,
Хамхунг Хуннам,Северная Корея,Нет,,,Яма́йское мо́ре
Августбург,Бавария,D,Лех,,
Болцано,Трентино-Альто-Адидже,я,Эцх,,
Маннхейм,Баден-Вюртемберг,D,Рейн,,
Портленд,Орегон,США,Колумбийская река,,
Висбаден,Гессен,D,Главная,,
Афины,Аттика,ГР,,,Средиземное море
Роттердам,Бавария,D,Дунай,,
Бриджтаун,Барбадос,БДС,,,Атлантический океан
Канзас-Сити,Миссури,США,Миссури,,
Хартум-Север,ал Хартум,СУД,Нил,,
Пара-пара,Индонезия,Ри,,,Южно-Китайское море
Баку,Азербайджан,АЗ,,Каспийское море,
Миязакки,Миязакки,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,,Тихоокеанский океан
Стэнли,Фолклендские острова,Фолк,,,Атлантический океан
Ла-Пласа,Буенос-Айрес,РА,,,Атлантический океан
Тетуан,Марокко,МА,,,Средиземное море
Алжир,Алжир,ДЗ,,,Средиземное море
Гётеборг,Гётеборг и Бохус,Здравствуйте! Как я могу вам помочь?,Гётеэльв,,Кэттегат
Генуя,Лигурия,я,,,Средиземное море
Тонлинг,Аньхой,ТЖ,Джангсте,,
Лондон,Великая Лондон,ГБ,Ти́мз,,
Севилья,Андалусия,"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!",Гвадекивир,,
Серапиково,Московская область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Ока,,
Мариго,Сент-Мартин,СМАР,,,Карибское море
Далянь,Ляонинг,ТЖ,,,Жёлтое море
Бангui,Центральная Африканская Республика,АВТ,Убанги,,
Верано,Венето,я,Эцх,,
Нэнси,Лоран,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",Мёзель,,
Хуалиэнь,Тайвань,RC,,,Тихоокеанский океан
Асу́ньо,Парагвай,"Пожалуйста, предоставьте текст для перевода.",Парагвай,,
Брисбен,Квинсленд,Австралия,,,Тихоокеанский океан
Сент-Луис,Миссури,США,Миссури,,
Хейю,Северная Корея,Нет,,,Жёлтое море
Поро,Турку-Порi,SF,Кокемae penjoki,,
Омдурман,ал Хартум,СУД,Нил,,
Тромсе,Тромсё,"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",,,Норвежское море
Котка,Кими,SF,Кимийоки,,Балтийское море
Дандевер,Тайсайд,ГБ,,,Северное море
Мосул,Ниневия,Ирак,Тигр,,
Санья,Хайнань,ТЖ,,,Южная Китайская бухта
Жэньцзян,Джянсу,ТЖ,Джангсте,,
Хамильтон,Бердс-Тайлз,БЕРМ,,,Атлантический океан
Неймеген,Гелдерланд,НЛ,Рейн,,
Пуэрто-Лемпира,Спасибо Богу,ХСА,,,Карибское море
Пекалонг,Индонезия,Ри,,,Южно-Китайское море
Баку,Азербайджан,АЗ,,Каспийское море,
Казань,Республика Татарстан,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Волга,,
Эль Тур,Сина Аль-Джанубийя,— Да?,,,Красный море
Тбилиси,Грузия,GE,Кура,,
Гамбург,Гамбург,D,Эльба,,
Лос-Анджелес,Калифорния,США,,,Тихоокеанский океан
Йонкерс,Нью-Йорк,США,Хадсонская река,,
Наполи,Кампания,я,,,Средиземное море
Кливленд,О하이о,США,,Озеро Эри,
Манама,Бахрейн,БРН,,,Персидский залив
La Спе́ця,Лигурия,я,,,Средиземное море
Сторноуэй,Внешние Херывыды,ГБ,,,Атлантический океан
Пьер,Южная Дакота,США,Миссури,Озеро Оаше,
Пиза,Тоскана,я,Арно,,
Дар-эс-Салам,Дар-эс-Салам,Ешь,,,Индийский океан
Тольятти,Самарская область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Волга,,
Порту,Порту,"Пожалуйста, предоставьте текст для перевода.",Дуро,,Атлантический океан
Кита Кюсю,Фукуока,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,,Яма́йское мо́ре
Кананга,Западный Касай,Зре,Лулуа,,
Чикаго,Иллинойс,США,,Озеро Мичиган,
Куско,Куско,ПЭ,Амазонки,,
Самара,Салах ад-Дин,Ирак,Тигр,,
Наха,Окинава,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,,Восточное Китайское море
Сент-Пьер,Сент-Пьер и Микелон,Спами,,,Атлантический океан
Мокпо,Южная Корея,РОК,,,Жёлтое море
Нижний Новгород,Нижняя Новгородская область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Волга,,
Шаши,Хубэй,ТЖ,Джангсте,,
Гонолулу,Гавайи,США,,,Тихоокеанский океан
Хяннин,Хубэй,ТЖ,Джангсте,,
Маннхейм,Баден-Вюртемберг,D,Рейн,,
Теселоник,Кедрики Македония,ГР,,,Средиземное море
Ича́нг,Хубэй,ТЖ,Джангсте,,
Калиари,Сардиния,я,,,Средиземное море
Портсмут,Гэмпшир,ГБ,,,Канал
Нукуалоа,Тонга,ТO,,,Тихоокеанский океан
Хобарт,Тасмания,Австралия,,,Тихоокеанский океан
Кассабланка,Марокко,МА,,,Атлантический океан
Мюнхен,Бавария,D,Изар,,
Окайама,Окайама,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,,Тихоокеанский океан
Шолнок,Шолнок,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Тисс,,
Черкасы,Черкасс,УА,Днепр,,
Гома,Киву,Зре,,Озеро Киву,
Агадир,Марокко,МА,,,Атлантический океан
берга́н,Хорданланд,"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",,,Северное море
Мастрихт,Лимбург,НЛ,Массы,,
Хаммерфест,Финнмарк,"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",,,Баренцево море
Хейю,Северная Корея,Нет,,,Жёлтое море
Канберра,Австралийский столичный регион,Австралия,Муррунджиди-река,Озеро Берли Гриффин,
Ноксвилл,Теннесси,США,Теннесси,,
Либревиль,Габон,"Доброго дня! Я готов допомогти вам з перекладу. Надішліть мені текст, який потрібно перекласти, і я зроблю це якомога швидше.",,,Атлантический океан
Наталья,Рио-Гранде-ду-Норте,"Добро пожаловать в БР! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,,Атлантический океан
Город-боливар,Боливар,ВИ,Ориноко,,
Нантонг,Джянсу,ТЖ,Джангсте,,
Ванерсборг,Альсвуг,Здравствуйте! Как я могу вам помочь?,Гётеэльв,Ваенерн,
Красноярск,Красноярский край,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Ясеный,,
Влоре,Албания,АЛ,,,Средиземное море
Шишоу,Хубэй,ТЖ,Джангсте,,
Лервик,Шетланд,ГБ,,,Северное море
Нук,Гренландия,ГРОЗ,,,Атлантический океан
Бельфаст,Северная Ирландия,ГБ,,,Ирландское море
Независимость,Миссури,США,Миссури,,
Валенсия,Валенсия,"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!",,,Средиземное море
Малмё,Малмехус,Здравствуйте! Как я могу вам помочь?,,,Балтийское море
Августбург,Бавария,D,Лех,,
Генуя,Лигурия,я,,,Средиземное море
Проживение,Род-Айленд,США,,,Атлантический океан
Дандевер,Тайсайд,ГБ,,,Северное море
Кампече,Кампече,Мексика,,,Гольфстрим
Архангельск,Архангельская область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Северная Двина,,Баренцево море
Уст-Илимск,Иркутская область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Ангара,,
Сан-Луи́с,Маражо,"Добро пожаловать в БР! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,,Атлантический океан
Маннхейм,Баден-Вюртемберг,D,Нэккар,,
Майнц,Райнланд-Пфальц,D,Рейн,,
Йосу,Южная Корея,РОК,,,Восточное Китайское море
Резистенция,Чако,РА,Парана,,
Тетуан,Марокко,МА,,,Средиземное море
Дака,Бангладеш,БД,Ганг,,
Росток,Мекленбург-Передняя Померания,D,,,Балтийское море
Иньчунь,Нинся Хуйцзу,ТЖ,Хванго,,
Мус,Мус,ТР,Мурат,,
Абудаби,Абудаби,ОАЭ,,,Персидский залив
Кобе,Хёго,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,,Тихоокеанский океан
Торонто,Онтарио,КДН,,Озеро Онтарио,
Верано,Венето,я,Эцх,,
Монреаль,Кبک,КДН,Река Святого Лаврентия,,
Барранкабамеха,Южный Сантандер,Клиент,Рио Магдалена,,
Корор,Палау,ПАЛ,,,Тихоокеанский океан
Джеймстаун,Санта-Хелена,ХЕЛКС,,,Атлантический океан
Гамбург,Гамбург,D,Эльба,,
Вуху,Аньхой,ТЖ,Джангсте,,
Малахал,Аали и Нил,СУД,Белый Нил,,
Хуалиэнь,Тайвань,RC,,,Тихоокеанский океан
Самава,Мутанна,Ирак,Еуфрат,,
Миязакки,Миязакки,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,,Тихоокеанский океан
Сегед,Сегед (город в Венгрии),"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Тисс,,
Виану-ду-Каштру,Виану-ду-Каштру,"Пожалуйста, предоставьте текст для перевода.",,,Атлантический океан
Гайдельберг,Баден-Вюртемберг,D,Нэккар,,
Осло,Осло,"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",,,Скегеррак
Толедо,О하이о,США,,Озеро Эри,
