name,country,population,area,capital,capprov
Джунин,ПЭ,1132448,44409.0,Хуанкаяо,Джунин
Тошиги,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",1984390,6414.0,Уцоно́мия,Тошиги
Палау,ПАЛ,16952,,Мелеко́к,Палау
Амурская область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",1037800,363700.0,Благовещенск,Амурская область
Кабардино-Балкарская Республика,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",789900,12500.0,Нальчик,Кабардино-Балкарская Республика
Аали и Нил,СУД,1599605,238792.0,Малахал,Аали и Нил
Гуанакасте,КР,254530,10141.0,Либерия,Гуанакасте
Мор и Ромсдал,"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",237290,,Мольде,Мор и Ромсдал
Салах ад-Дин,Ирак,723500,26175.0,Самара,Салах ад-Дин
Тарнобыржское,ПЛ,604300,6283.0,Тарновское воеводство,Тарнобыржское
Миссисипи,США,2730501,123514.0,Джексон,Миссисипи
Пецс (муниципий),"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",171600,113.0,Пецс,Пецс (муниципий)
НВ,Ч,36466,276.0,Станис,НВ
Ламайекэ,ПЭ,1009655,14231.0,Чиклаё,Ламайекэ
Санлиурфа,ТР,1001455,18584.0,Урфа,Санлиурфа
Люксембург,В,234664,4441.0,Арлон,Люксембург
Сакаря,ТР,683061,4817.0,Сакаря,Сакаря
Акитен,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",2796000,41309.0,Бордо,Акитен
Висконсин,США,5169677,145436.0,Мэдисон,Висконсин
Весьпрем,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",378300,4689.0,Весьпрем,Весьпрем
Мурманская область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",1048000,144900.0,Мурманск,Мурманская область
Самогит,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",340000,6035.0,Капошвар,Самогит
Джонкопинг,Здравствуйте! Как я могу вам помочь?,309738,9944.0,Джонкопинг,Джонкопинг
Северный Йоркшир,ГБ,720900,8309.0,Норталлертон,Северный Йоркшир
сабах,МАЛ,1736902,73620.0,Кота-Кинбалу,сабах
Бенни Суиф,— Да?,1586000,1322.0,Бенни Суиф,Бенни Суиф
Острова Кука,КУХАР,11870,,Аваруа,Острова Кука
Тет,МОК,734600,100724.0,Тет,Тет
Эль-Дакахилия,— Да?,3828000,3471.0,Эль-Мансура,Эль-Дакахилия
Эль-Гарбия,— Да?,3113000,1942.0,Танта,Эль-Гарбия
Индيانا,США,5864108,93719.0,Индианаполис,Индيانا
Баяркут,ТР,107330,3652.0,Баяркут,Баяркут
Переезд,Воссоединение,679198,,Сент-Денис,Переезд
Энтре-Риос,РА,1020257,78781.0,Парана,Энтре-Риос
Жезказган,КАЗ,484400,312600.0,Жезказган,Жезказган
Грузия,GE,5219810,,Тбилиси,Грузия
Исландия,A,270292,,Рикявик,Исландия
Сурхондарь,"Извините, но я не понимаю ваш запрос. Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, уточните ваш запрос, и я с радостью помогу вам.",1437000,20800.0,Термиз,Сурхондарь
Финнмарк,"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",75667,,Вадсёе,Финнмарк
Пильские,ПЛ,485700,8205.0,Пила,Пильские
Остров Молодости,С,71000,2396.0,Новая Гера,Остров Молодости
Сент-Китс и Невис,КН,41369,,Бассетер,Сент-Китс и Невис
Кордова,РА,2766683,165321.0,Кордова,Кордова
Эрзекан,ТР,299251,11903.0,Эрзекан,Эрзекан
Сент-Луис,СН,680200,44127.0,Сент-Луис,Сент-Луис
Северный Рейн-Вестфалия,D,17816079,34077.0,Дуссельдорф,Северный Рейн-Вестфалия
Западно-Рандерс,Здравствуйте! Как я могу вам помочь?,261280,21678.0,Гарнёсанд,Западно-Рандерс
Арад,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",507000,7652.0,Арад,Арад
Авеиро,"Пожалуйста, предоставьте текст для перевода.",656000,2808.0,Авеиро,Авеиро
Ньюфаундленд,КДН,551792,404517.0,Сан-Хуан,Ньюфаундленд
"Провенс, Кот д'Аzur","Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",4258000,31400.0,Марсель,"Провенс, Кот д'Аzur"
Лемпира,ХСА,194600,4290.0,спасибо,Лемпира
Линди,Ешь,646600,66046.0,Линди,Линди
Норрботтен,Здравствуйте! Как я могу вам помочь?,264834,98913.0,Люлеа,Норрботтен
Бускруд,"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",219967,,Драммен,Бускруд
Кардифф,ГБ,306600,139.0,Кардифф,Кардифф
Вореион Айяион,ГР,189541,3836.0,Мытилини,Вореион Айяион
Блэнау Гвенет,ГБ,73300,109.0,Эбв-Вэйл,Блэнау Гвенет
Сардиния,я,1657000,24090.0,Калиари,Сардиния
Северо-Цейский,Че-з,1190000,7819.0,Усти-над-Лабем,Северо-Цейский
Куопио,SF,252000,,Куопио,Куопио
Лорестан,ИР,1501778,28803.0,Хорарамабад,Лорестан
Нью-Бельен,РА,388833,94078.0,Нью-Бельен,Нью-Бельен
Кирехир,ТР,256862,6570.0,Кирехир,Кирехир
Западный берег,Запад,1427741,,,
Самсун,ТР,1158400,9579.0,Самсун,Самсун
Канчери,ТР,279129,8454.0,Канчери,Канчери
Гуанчжоу,ТЖ,66890000,186000.0,Гуангчжоу,Гуанчжоу
Яракуй,ВИ,466152,7100.0,Сан-Филипе,Яракуй
Сент-Люсия,ВЛ,157862,,Кастри,Сент-Люсия
Хедмарк,"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",186355,,Хамар,Хедмарк
Лара,ВИ,1430968,19800.0,Баркисимето,Лара
акр,"Добро пожаловать в БР! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",483483,153149.0,Рио-Бранко,акр
Республика Саха (Якутия),"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",1022800,3103200.0,Якутск,Республика Саха (Якутия)
Бангладеш,БД,123062800,,Дака,Бангладеш
Рондония,"Добро пожаловать в БР! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",1221290,238512.0,Порту-Вельху,Рондония
Селангор,МАЛ,2289236,7956.0,Шах Алам,Селангор
Восточное Средиземноморье,СУД,1083024,476040.0,ад Дамир,Восточное Средиземноморье
Боливар,ВИ,1142210,238000.0,Город-боливар,Боливар
Тернопольская,УА,1175100,13800.0,Тернополь,Тернопольская
Тумбес,ПЭ,173616,4669.0,Тумбес,Тумбес
Кумамото,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",1859793,7408.0,Кумамото,Кумамото
Коннектикут,США,3269858,12997.0,Хартфорд,Коннектикут
Делавэр,США,731581,5297.0,Довер,Делавэр
Литва,"Да, я могу помочь вам с переводом. Просто предоставьте мне текст, который вы хотите перевести с английского на русский язык, и я сделаю это для вас.",3646041,,Вильнюс,Литва
Колон,ПА,222600,7247.0,Колон,Колон
Зала,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",302600,3786.0,Залаэгерсег,Зала
Акита,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",1213667,11612.0,Акита,Акита
Джу,Ч,69188,836.0,Делемон,Джу
Французская Гвинея,ФГУ,151187,,Кайен,Французская Гвинея
Баряна,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",417100,4487.0,Пецс,Пецс (муниципий)
Гавайи,США,1183723,16760.0,Гонолулу,Гавайи
Вранье,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",394000,4863.0,Фокшаны,Вранье
Антверпен,В,1610695,2867.0,Антверпен,Антверпен
Марш,я,1438000,9693.0,Анкона,Марш
Бенин,БЕН,5709529,,Порту-Ново,Бенин
Центральный,ГБ,273400,2700.0,Стирлинг,Центральный
Карнатака,Индия,44977201,191791.0,Бангалор,Карнатака
Альзас,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",1624000,8280.0,Страсбург,Альзас
Каса-Наре,Клиент,147472,44640.0,Йопал,Каса-Наре
Бакhtаран,ИР,1622159,23667.0,Бакhtаран,Бакhtаран
Арагон,"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!",1183576,47720.0,Сарагоса,Арагон
Кроненберг,Здравствуйте! Как я могу вам помочь?,178612,8458.0,Ваксё,Кроненберг
Киндо,Клиент,392208,1845.0,Армения,Киндо
Гольчин,С,972000,9301.0,Гольчин,Гольчин
Янгон,МЯ,3965900,10171.0,Рангун,Янгон
Республика Карелия,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",785000,172400.0,Петрозаводск,Республика Карелия
Каракыпогистон,"Извините, но я не понимаю ваш запрос. Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, уточните ваш запрос, и я с радостью помогу вам.",1343000,164900.0,Нукус,Каракыпогистон
Кумбрия,ГБ,489700,6810.0,Карлайл,Кумбрия
Нидерландские Антильские острова,No additional text provided. Please provide the text you would like translated.,227049,,Виллемстад,Нидерландские Антильские острова
Нигерия,ВАН,103912489,,Абуجا,Нигерия
Касказини Уджунга,Ешь,97000,470.0,Мкоконони,Касказини Уджунга
Иринга,Ешь,1208900,58864.0,Иринга,Иринга
Пермский край,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",3009400,160600.0,Перм,Пермский край
Свалбард,СВАКС,2116,,Лонгйёрбьен,Свалбард
Алжир,ДЗ,29183032,,Алжир,Алжир
Систан и Baluchestan,ИР,1455102,181578.0,Захедан,Систан и Baluchestan
Девон,ГБ,1040000,6711.0,Экстер,Девон
Самарканд,"Извините, но я не понимаю ваш запрос. Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, уточните ваш запрос, и я с радостью помогу вам.",2322000,16400.0,Самарканд,Самарканд
Решове,ПЛ,734100,4397.0,Ржешов,Решове
Черниговская,УА,938600,31900.0,Чернигов,Черниговская
Синьцзян-Уйгурский автономный район,ТЖ,16320000,1600000.0,Урумчи,Синьцзян-Уйгурский автономный район
Западный Кейп,АССА,4118000,129386.0,Кейптаун,Западный Кейп
Кусини Пemba,Ешь,127600,332.0,Шакке Шакке,Кусини Пemba
Порту,"Пожалуйста, предоставьте текст для перевода.",1622300,2395.0,Порту,Порту
Мата́нзас,С,596000,11978.0,Мата́нзас,Мата́нзас
Сирнак,ТР,262006,7172.0,Сирнак,Сирнак
Дорсет,ГБ,662900,2654.0,Дортмунд,Дорсет
Львовская,УА,2764400,21800.0,Львов,Львовская
Сингида,Ешь,791800,49341.0,Сингида,Сингида
Мекленбург-Передняя Померания,D,1832298,23170.0,Шверин,Мекленбург-Передняя Померания
Великая Лондон,ГБ,6803100,1579.0,Лондон,Великая Лондон
Мичоакан,Мексика,3870604,59864.0,Моралия,Мичоакан
Зеленогорские,ПЛ,664700,8868.0,Зелёная Гора,Зеленогорские
Тальдыкорган,КАЗ,721500,118500.0,Тальдыкорган,Тальдыкорган
Фолклендские острова,Фолк,3140,,Стэнли,Фолклендские острова
Коморы,COМ,569237,,Морони,Коморы
Тамबकунда,СН,370000,59602.0,Тамबकунда,Тамबकунда
Тунис,ТН,9019687,,Тунис,Тунис
Ивате,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",1419505,15277.0,Мориока,Ивате
Край Краснодарский,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",5043900,76000.0,Краснодар,Край Краснодарский
Вастманланд,Здравствуйте! Как я могу вам помочь?,259438,6302.0,Вастра,Вастманланд
Остерготланд,Здравствуйте! Как я могу вам помочь?,406100,10562.0,Линчёпинг,Остерготланд
Куско,ПЭ,1107473,71891.0,Куско,Куско
Непал,НЕП,22094033,,Катманду,Непал
Теренггану,МАЛ,770931,12955.0,Кuala Теренггану,Теренггану
Запорожье,УА,2099600,27200.0,Запорожье,Запорожье
Ниневия,Ирак,1507926,35899.0,Мосул,Ниневия
Дания,ДК,5249632,,Копенгаген,Дания
Mirанда,ВИ,2303302,7950.0,Лос-Текес,Mirанда
Иордания,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",4212152,,Амман,Иордания
Волгоградская область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",2703700,113900.0,Волгоград,Волгоградская область
Аруначал-Прадеш,Индия,864558,83743.0,Итанагар,Аруначал-Прадеш
Черногория,МНЭ,672180,,Подгорица,Черногория
Республика Северная Осетия,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",662600,8000.0,Владикавказ,Республика Северная Осетия
Гронинген,НЛ,557995,2344.0,Гронинген,Гронинген
Карас Северин,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",408000,8503.0,Ресита,Карас Северин
Сан-Луис,РА,286458,76748.0,Сан-Луис,Сан-Луис
Касилья-ла-Манча,"Добро пожаловать в Киберпанку! Это место для тех, кто ценит уникальный стиль и атмосферу киберпанка. Наши клиенты - это искатели приключений, которые хотят окунуться в мир будущего, где технологии переплетаются с человеческим опытом. Мы предлагаем широкий выбор продукции, вдохновленной киберпанк-естетикой: от электроники до одежды и аксессуаров. Присоединяйтесь к нам и откройте для себя захватывающий мир киберпанка!",1656179,79462.0,Толедо,Касилья-ла-Манча
Оребр,Здравствуйте! Как я могу вам помочь?,273608,8519.0,Оребр,Оребр
Асу́т,— Да?,2456000,1553.0,Асу́т,Асу́т
Нижняя Новгородская область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",3726400,74800.0,Нижний Новгород,Нижняя Новгородская область
Берлин,D,3472009,889.0,Берлин,Берлин
Коте/литораль,КАМ,1354800,20239.0,Дуала,Коте/литораль
Мардин,ТР,557727,8891.0,Мардин,Мардин
Либерия,LB,2109789,,Монровия,Либерия
Аякучо,ПЭ,517397,43814.0,Аякучо,Аякучо
Матруха,— Да?,182000,212112.0,Марса Матрух,Матруха
Апуримак,ПЭ,409630,20895.0,Абансай,Апуримак
Бургенландия,А,273000,3965.0,Эйзенштадт,Бургенландия
ЛУ,Ч,340536,1493.0,Люцерн,ЛУ
Человек,ГБМ,73837,,Дуглас,Человек
Гвадалахара,Мексика,4406568,30589.0,Гвадалахара,Гвадалахара
Льеж,В,1006081,3862.0,Льеж,Льеж
Липетская область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",1250200,24100.0,Липецк,Липетская область
Параиба,"Добро пожаловать в БР! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",3305562,56584.0,Жоао Пессоа,Параиба
Guerро,Мексика,2916567,63749.0,Чилпансинго,Guerро
Экватор,Зре,3960187,403293.0,Мбандака,Экватор
Франш-Конте,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",1097000,16202.0,Безансон,Франш-Конте
Республика Тыва,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",309700,170500.0,Красный,Республика Тыва
Формоса,РА,398413,72066.0,Формоса,Формоса
Дерби셔,ГБ,91300,844.0,Рутин,Дерби셔
Юньнань,ТЖ,39390000,394000.0,Кунминь,Юньнань
Еврейская Автономная Область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",209900,36000.0,Бировиджан,Еврейская Автономная Область
Саффолк,ГБ,661900,3797.0,Ипсвич,Саффолк
Лимбург,В,755593,2422.0,Хасельт,Лимбург
Коррес,ХСА,732600,3954.0,Сан-Педро-Сула,Коррес
Бयलостоки,ПЛ,697000,10055.0,Бяла-Писка,Бयलостоки
Кириккале,ТР,349396,4365.0,Кириккале,Кириккале
Яма́наси,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",881996,4463.0,Кофу,Яма́наси
Западный Касай,Зре,3465756,156967.0,Кананга,Западный Касай
Арепа,ПЭ,999851,63345.0,Арепа,Арепа
ГЛ,Ч,39410,685.0,Гларус,ГЛ
Парагвай,"Пожалуйста, предоставьте текст для перевода.",5504146,,Асу́ньо,Парагвай
Сетубал,"Пожалуйста, предоставьте текст для перевода.",713700,5064.0,Сетубал,Сетубал
Анталия,ТР,1132211,20591.0,Анталия,Анталия
Американская Самоа,АМСА,65628,,Паго-Паго,Американская Самоа
Ульяновская область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",1495200,37300.0,Симбирск,Ульяновская область
Кемеровская область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",3063500,95500.0,Кемеровская область,Кемеровская область
Толима,Клиент,1142220,23562.0,Ибагуа,Толима
Среднепиренейье,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",2431000,45349.0,Тулуза,Среднепиренейье
Понедельник,МЯ,1680200,12297.0,Мулмеин,Понедельник
Хебэй,ТЖ,63880000,190000.0,Шиьяцзянчжоу,Хебэй
Хунань,ТЖ,63550000,210000.0,Чанша,Хунань
Зайер,АНГ,192000,40130.0,Мбanza-Конго,Зайер
Шри-Ланка,КЛ,18553074,,Коломбо,Шри-Ланка
Мартиника,МАРТ,399151,,Форт-де-Франс,Мартиника
Дариен,ПА,45000,16671.0,Ла-Пальма,Дариен
Дияла,Ирак,955112,19076.0,Бакубах,Дияла
Намибе,АНГ,115000,58137.0,Намибе,Намибе
Будапешт (город),"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",2008500,525.0,Будапешт,Будапешт (город)
Варвикшир,ГБ,489900,1981.0,Уорик,Варвикшир
Хорданланд,"Нет, я не понимаю, о чем вы спрашиваете. Можете перефразировать ваш запрос?",399702,,берга́н,Хорданланд
ЗГ,Ч,92392,238.0,Зуг,ЗГ
Толиара,РМ,1396700,161405.0,Толиара,Толиара
Карганды,КАЗ,1270100,115400.0,Караганда,Карганды
Гвинея,OK,7411981,,Конакри,Гвинея
Шанси,ТЖ,30450000,156000.0,Тайюань,Шанси
Восточный Сассекс,ГБ,716500,1795.0,Льюис,Восточный Сассекс
Сирдаре,"Извините, но я не понимаю ваш запрос. Вы хотите, чтобы я перевел что-то с английского на русский? Пожалуйста, уточните ваш запрос, и я с радостью помогу вам.",600000,5100.0,Гулистон,Сирдаре
Новая Esparta,ВИ,330307,1150.0,Аскансион,Новая Esparta
Крити,ГР,537183,8336.0,Ираклион,Крити
Новгородская область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",742600,55300.0,Новгород,Новгородская область
Сури,ГБ,1035500,1679.0,Кингстон,Сури
Ботошани,"Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",468000,4965.0,Ботошани,Ботошани
Сантьяго-де-Эстеро,РА,671988,136351.0,Сантьяго-дель-Эстеро,Сантьяго-де-Эстеро
Коппербайт,З,1866400,31328.0,Ндола,Коппербайт
Вануат,ВУ,177504,,Порт-Вила,Вануат
Ката́рма,РА,264324,102602.0,Сан-Фернандо-дель-Валье-де-Ламака,Ката́рма
Луга,СН,490400,29188.0,Луга,Луга
Центральный,ЕАК,3110000,13176.0,Боль,Центральный
Диярбакыр,ТР,1094996,15355.0,Диярбакыр,Диярбакыр
Выдокорески,Че-з,1240000,11240.0,Градец-Кралове,Выдокорески
Нова-Скотия,КДН,909282,55490.0,Халифакс,Нова-Скотия
Хидальго,Мексика,2112473,20987.0,Пачука-де-Сото,Хидальго
Самарская область,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",3311500,53600.0,Самара,Самарская область
Минас-Жерайс,"Добро пожаловать в БР! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",16660691,588383.0,Бело-Оризонти,Минас-Жерайс
Суринам,СМЭ,436418,,Парамарибо,Суринам
Куэрнавака,Мексика,703536,50350.0,Четумал,Куэрнавака
Табаско,Мексика,1748769,24661.0,Виллагермоса,Табаско
Кусини Уджонга,Ешь,70200,854.0,Коанэ,Кусини Уджонга
Албания,АЛ,3249136,,Тиране,Албания
Вайоминг,США,479743,253324.0,Шайенн,Вайоминг
Стирия,А,1203000,16386.0,Грац,Стирия
Колон,ХСА,167900,8875.0,Трюхильо,Колон
Араука,Клиент,89972,23818.0,Араука,Араука
Флинтшир,ГБ,145300,437.0,Мо́лд,Флинтшир
Бургундия,"Добро пожаловать в Coral, искусственный интеллект, который может переводить тексты с английского на русский язык и обратно. Я здесь, чтобы помочь вам в переводе ваших текстов. Просто напишите текст, который нужно перевести, и укажите язык, на который требуется перевод. Например, ""Переведите следующую фразу: 'Добро пожаловать в Coral' на русский язык"" и я сделаю это для вас.",1609000,31582.0,Джон,Бургундия
Норфолк,ГБ,759400,5368.0,Норфолк,Норфолк
Бахр-эль-Газаль,СУД,2265510,200894.0,Вау,Бахр-эль-Газаль
Лимон,КР,237183,9189.0,Лимон,Лимон
Мванза,Ешь,1878300,19592.0,Мванза,Мванза
СО,Ч,239264,790.0,Солтур,СО
Чельмское,ПЛ,248500,3866.0,Чемблу,Чельмское
Теннесси,США,5368198,109153.0,Нэшвилл,Теннесси
Пунтаренас,КР,357103,11277.0,Пунтаренас,Пунтаренас
Искусственный интеллект,Ч,14750,172.0,Аппенцель,Искусственный интеллект
Авон,ГБ,962000,1346.0,Бристоль,Авон
