name,river,lake,sea,length,sourcelongitude,sourcelatitude,mountains,sourcealtitude,estuarylongitude,estuarylatitude
Умэаэльв,,Сторуман,Балтийское море,470.0,15.0,66.1,,,20.1,63.5
Луалаба,Зайер,,,,27.0,-12.0,,,25.2,0.5
Изар,Дунай,,,295.0,11.4,47.37,Альпы,1.16,12.98,48.8
Акагера,,Озеро Виктория,,275.0,29.3,-2.5,Восточноафриканская рифтовая система,2700.0,33.0,-1.0
Хадсонская река,,,Атлантический океан,493.0,-73.95,44.1,Адирондакские горы,1309.0,-74.0,40.7
Шилка,Аμούр,,,560.0,111.0,49.8,,,121.48,53.33
Уругвай,,,Атлантический океан,1790.0,-52.0,-27.5,,1800.0,-58.4,-33.9
Катун,об,,,688.0,86.56,49.75,Алтае,2000.0,85.0,52.43
Бене,Нигер,,,1400.0,12.58,7.58,,1100.0,6.75,7.78
Ривьер-Ришелье,Река Святого Лаврентия,,,124.0,-73.3,45.0,,30.0,-73.1,46.0
Нигер,,Озеро Каинджи,Атлантический океан,4184.0,-10.87,9.65,,490.0,6.42,5.32
Колыма,,,Сибирское море,2129.0,145.0,61.5,,,161.49,69.63
Изер,Рона,,,290.0,7.0,45.4,Альпы,2770.0,4.9,45.0
Тибер,,,Средиземное море,405.0,12.08,43.77,Апеннины,1348.0,12.23,41.74
Лех,Дунай,,,264.0,10.0,47.17,Альпы,1840.0,10.93,48.73
Хванго,,,Жёлтое море,4845.0,96.2,35.3,,4500.0,119.14,37.74
Виктория Нил,,Озеро Сезо-Секо/Альбертзее,,,33.0,-1.0,Восточноафриканская рифтовая система,1134.0,30.9,1.7
Баро,Совпадение,,,,,,,,,
Меконг,,,Южная Китайская бухта,4350.0,94.0,32.5,,5200.0,107.0,9.0
Саар,Мёзель,,,227.0,7.15,48.5,Вогезы,640.0,6.6,49.7
Иравад,,,Андаманское море,2170.0,98.0,29.0,,4300.0,96.0,17.0
Энс,Дунай,,,254.0,13.35,47.33,Альпы,1375.0,14.52,48.24
Кокемae penjoki,,,Балтийское море,121.0,23.0,61.3,,,21.2,61.3
Река Мерримак,,,Атлантический океан,177.0,-71.6,43.4,,,-70.8119,42.8194
Морава,Дунай,,,185.0,21.4,43.7,,,21.1,44.6
Сухона,Северная Двина,,,558.0,59.0,39.0,,180.0,60.9,46.3
Теннесси,Охио-Ривер,Чикамауга-Лейк,,1049.0,-83.0,35.2,Аппалаи,,-88.63,37.07
Руки,Зайер,,,130.0,19.0,-0.3,,,18.0,0.0
Раб,Дунай,,,250.0,15.52,47.35,Альпы,1150.0,17.63,47.69
Маникуган,Река Святого Лаврентия,,,560.0,-68.7,51.4,,350.0,-68.15,49.2
Глома,,,Скегеррак,604.0,12.0,62.6,,860.0,10.95,59.2
Амударжа,,Оозеро Араль,,1415.0,68.3,37.1,,310.0,59.0,44.0
Вперёд,Везер,,,211.0,11.23,52.1,,130.0,9.18,52.94
Ищим,Иртыш,,,2450.0,71.5,52.0,,,71.5,58.0
Тахо,,,Атлантический океан,1007.0,-1.7,40.32,Иберские горы,1.58,-9.3,38.7
Ганг,,,Бангла- залив,2511.0,79.5,30.5,,,90.0,22.0
Вуокса,,Оゼロ Ладога,,162.0,28.75,61.2,,,31.54,60.81
Касаи,Ква,,,1983.0,19.3,-10.96,,,17.4,3.3
Джангсте,,,Восточное Китайское море,6380.0,91.2,33.5,,5405.0,121.5,32.0
Люва,Луалаба,,,350.0,28.7,-9.0,Восточноафриканская рифтовая система,931.0,27.0,-7.0
Сырдараджа,,Оозеро Араль,,2129.0,71.7,41.0,,,60.5,46.0
Бани,Нигер,,,430.0,-6.56,12.6,,285.0,-4.2,14.52
Рио Мадейра,Амазонки,,,1450.0,-65.4,-10.4,,,-58.76,-3.4
Здравствуйте,,,Андаманское море,2980.0,91.9,32.5,,5450.0,97.5,17.0
Мур,Дроу,,,453.0,13.35,47.13,Альпы,1898.0,16.88,46.3
Вера,Везер,,,292.0,10.96,50.5,Тюрингские горы,797.0,9.65,51.4
Тоболь,об,,,1591.0,60.8,51.2,Ура́л,,68.25,58.2
Остердалевельв,Далалев,Сильян,,241.0,12.6,62.2,,,15.1,60.7
Лимпопо,,,Индийский океан,1750.0,28.0,-26.0,,1800.0,34.0,-25.2
Миссури,Миссисипи,Озеро Форт-Пек,,4130.0,-111.5,45.9,,1232.0,-90.12,38.81
Висло,,,Балтийское море,1047.0,19.01,49.61,Бескиды,1100.0,18.95,54.36
Санага,,Барраж де Мбакау,Атлантический океан,918.0,,,,,9.65,3.55
Лукенья,Фими,,,900.0,24.5,-6.8,,,16.9,3.0
Пой,,,Средиземное море,652.0,7.09,44.7,Альпы,2022.0,12.43,44.95
Саскачеваньский река,,Озеро Виннипег,,1392.0,-123.0,52.5,,1920.0,-97.97,52.77
Бахр эль-Гасал,Белый Нил,,,716.0,,,,,30.43,9.5
Свир,,Оゼロ Ладога,,224.0,35.49,60.99,,33.0,32.79,60.51
Кемиджоки,,,Балтийское море,550.0,28.9525,67.96,,230.0,24.45,65.77
Парагвай,Парана,,,2549.0,-56.5,-14.5,,,-58.4,-27.3
Нэккар,Рейн,,,367.0,8.5,48.05,,706.0,8.44,49.51
Тичино,Пой,Озеро Маджоре,,248.0,8.42,46.475,Альпы,2400.0,9.235,45.14
Лиммат,Аарэ,,,36.3,8.64,47.23,,406.0,8.23631,47.5018
Карасу,,Озеро Кебан,,720.0,41.3,49.9,Курдистан,1950.0,38.75,38.8
Санга,Зайер,,,530.0,15.0,6.0,,,17.0,-2.0
Муррунджиди-река,Муррей-Деринг,Озеро Берли Гриффин,,1579.0,148.5,-37.0,Снежные горы,,143.22,-34.73
Куйло,Ква,,,970.0,14.7,-11.3,,,17.4,3.3
Ура́л,,Каспийское море,,2428.0,59.0,54.0,Ура́л,,51.9,47.1
Карун,Шатт аль-Араб,,,950.0,50.1,32.35,Загросы,,48.17,30.43
Одер,,,Балтийское море,866.0,17.52,49.61,Сутесьские горы,634.0,14.59,53.6
Гётеэльв,,,Кэттегат,93.0,12.34,58.4,,44.0,11.9,57.7
Днестр,,,Чёрное море,1352.0,23.0,49.0,Карπάты,1000.0,30.23,46.35
Колумбийская река,,Озеро Франклина Д. Рузвельта,Тихоокеанский океан,1953.0,-115.85,50.2,,808.0,-124.06,46.24
Эльба,,,Северное море,1091.0,15.54,50.78,Сутесьские горы,1.386,8.71,53.89
Альцгеймер,Инн,Хейссен,,150.0,12.35,47.3,Альпы,,12.8,48.3
Река Нельсон,,,Арктический океан,664.0,-97.97,52.77,,218.0,-92.33,57.15
Кольорадо,,Озеро Пауелл,Тихоокеанский океан,2330.0,-105.7,40.35,,2700.0,-114.8,31.81
Пибор,Совпадение,,,,,,,,,
Паймяки,,,Баренцево море,145.0,28.3,68.95,,119.0,30.05,60.75
Лайне,Вперёд,,,281.0,10.32,51.39,,340.0,9.59,52.72
Здравствуйте,Замбеци,,,402.0,35.2,-14.2,Восточноафриканская рифтовая система,474.0,35.5,-18.0
Бусира,Руки,,,830.0,20.8,-0.2,,,19.0,-0.3
Дроу,Дунай,,,749.0,12.26,46.73,Альпы,1450.0,18.93,45.54
Брег,Дунай,,,45.9,8.16,48.1,Чёрный лес,1078.0,8.52,47.95
Река Маккензи,,,Арктический океан,1903.0,-113.9,61.7,,156.0,-135.02,69.2
Убанги,Зайер,,,1120.0,22.5,4.0,,,17.7,-0.8
Жокульс-фьорд,,,Норвежское море,206.0,-16.5,64.8,,,-16.6,66.2
Морава,Эльба,,,440.0,13.56,48.97,Бохемские горы,1174.0,14.47,50.35
Замбеци,,Озеро Карибا,Индийский океан,2574.0,24.2,-11.0,,1500.0,36.0,-19.0
Клараэльв,,Ваенерн,,460.0,11.9,62.2,,662.0,13.5,59.4
Река Детройт,,Озеро Эри,,200.0,-82.6,42.1,,176.0,-82.2,43.0
Лоара,,,Атлантический океан,1013.0,4.22,44.84,Цевенны,1408.0,-2.18,47.27
Совпадение,Белый Нил,,,740.0,,,,,31.65,9.63
Тхёрсра,,,Атлантический океан,230.0,-18.0,65.0,,,-20.8,63.9
Белый Нил,Нил,,,,30.43,9.5,,,32.5,15.6
Шари,,Чадское озеро,,1400.0,21.0,8.0,,,14.0,13.2
Куанго,Ква,,,1100.0,14.2,-11.5,,,17.4,3.3
Ориноко,,,Атлантический океан,2140.0,-63.5,2.0,Сьерра-Параима,,-62.0,9.0
Рио Магдалена,,,Карибское море,1538.0,-77.0,2.0,Андес,,-74.8,10.95
Тисс,Дунай,,,1308.0,24.25,48.1,Карπάты,460.0,20.3,45.05
Западная Двина,,,Балтийское море,1020.0,34.0,56.0,Уолдай-Хиллз,228.0,24.1,57.0
Салон,Рона,,,480.0,6.2,48.1,Вогезы,451.0,4.8,45.7
Гвадекивир,,,Атлантический океан,657.0,-3.0,37.8,Кордилья Бетика,1400.0,-6.35,36.8
Рио Сан-Франциско,,Озеро Собрадинго,Атлантический океан,2830.0,-43.0,-20.3,,1200.0,-36.4,-10.5
Южная Моравия,Морава,,,295.0,21.4,42.1,,,21.4,43.7
Кура,,Каспийское море,,1364.0,42.76,40.7,Курдистан,2650.0,49.43,39.28
Западная Моравия,Морава,,,308.0,20.2,43.85,,,21.4,43.7
Новый,,,Балтийское море,74.0,31.53,60.82,,4.0,30.17,59.95
Мёзель,Рейн,,,544.0,6.89,47.89,Вогезы,715.0,7.61,50.37
Индус,,,Арабское море,3180.0,79.7,32.45,,5300.0,67.4,24.0
Нил,,Озеро Насер,Средиземное море,,32.5,15.6,,,31.0,31.5
Белый Дрин,Дрин,,,175.0,20.2,42.7,,,20.4,42.1
Нарв,,,Балтийское море,78.0,27.49,58.68,,30.0,28.04,59.46
Блу Нил,Нил,,,1783.0,37.3,12.0,Эфиопские равнины,1830.0,32.5,15.6
Олт,Дунай,,,615.0,25.8,46.65,Карπάты,1280.0,24.8,43.7
Рейн,,Боденське озеро,Северное море,1324.0,8.7,46.6,Альпы,2345.0,4.0,51.9
Пецхора,,,Баренцево море,1809.0,59.0,62.0,Ура́л,,54.0,68.5
Северная Двина,,,Баренцево море,740.0,60.9,46.3,,180.0,40.5333,64.55
Рона,,Озеро Леман,Средиземное море,812.0,8.38,46.57,Альпы,1753.0,4.84,43.33
Сень,,,Канал,776.0,4.71,47.48,,470.0,0.1,49.42
Ока,Волга,,,1480.0,36.1,52.5,,,44.0,56.3
Ашана,,,Малазийский пролив,150.0,98.7,2.7,,905.0,99.2,3.1
Пандши,Амударжа,,,1125.0,73.0,37.0,Памир,4130.0,68.3,37.1
Днепр,,,Чёрное море,2201.0,34.0,55.5,Уолдай-Хиллз,220.0,32.252,46.5257
Иртыш,об,,,4248.0,90.0,47.9,Алтае,2930.0,68.93,61.07
Дуро,,,Атлантический океан,897.0,-3.0,42.0,Иберские горы,2160.0,-8.66,41.15
Фульда,Везер,,,221.0,9.9,50.5,Роэн,850.0,9.65,51.4
Гараонна,,,Атлантический океан,647.0,0.8,42.73,Пиренеи,,-0.6,45.0
Нaryn,Сырдараджа,,,807.0,78.0,42.0,Тянь-Шань,,71.7,41.0
