abbreviation,name,city,country,province,established
АККТ,Агентство по культурному и техническому сотрудничеству,Париж,F,Иль де Франция,1970-03-21
БДЭАК,Банк развития центральноафриканских государств,Браззавиль,КБК,Конго,1975-12-03
ОЧЭС,Зона Черноморского экономического сотрудничества,,,,1992-06-25
МВФ,Международный валютный фонд,Вашингтон,США,ЕВРОПЕЙСКАЯ ЭКОНОМИЧЕСКАЯ КОМИССИЯ,1944-07-22
КХЦ,Совет таможенного сотрудничества,Брюссель,B,Брабант,1950-12-15
Спартека,Южнотихоокеанское региональное соглашение о торговле и экономическом сотрудничестве,,,,1981-01-01
ЮНИТАР,Учебный и научно-исследовательский институт Организации Объединенных Наций,,,,1963-12-11
Бенилюкс,Экономический союз &lt; &lt; Бенилюкс &gt; &gt;,Брюссель,B,Брабант,1958-02-03
CDB,Карибский банк развития,,,,1969-10-18
ЗЕС,Западноевропейский союз,Брюссель,B,Брабант,1954-10-23
ЦЕРН,Европейская организация ядерных исследований,Женева,CH,ГЭ,1953-07-01
ТСЮА,Таможенный союз южной части Африки,Претория,RSA,Гаутенг,1969-12-11
ЕКА,Европейское космическое агентство,Париж,F,Иль де Франция,1973-07-31
РКРТ,Режим контроля за ракетной технологией,,,,1987-04-16
CP,План Коломбо,Коломбо,Кл,Шри-Ланка,1951-07-01
ГВНООНИП,Группа военных наблюдателей Организации Объединенных Наций в Индии и Пакистане,Нью-Йорк,США,Нью-Йорк,1948-08-13
ГЯП,Группа ядерных поставщиков,Вена,A,Вена,
МКСП,Международная конфедерация свободных профсоюзов,Брюссель,B,Брабант,1949-12-01
БКИ,Центральноамериканский банк экономической интеграции,Тегусигальпа,HCA,Франциско Моразан,1960-12-13
ДН,Движение неприсоединения,Джакарта,РИ,Индонезия,1961-09-01
МБРР,Международный банк реконструкции и развития,Вашингтон,США,ЕВРОПЕЙСКАЯ ЭКОНОМИЧЕСКАЯ КОМИССИЯ,1944-07-22
Интелсат,Международная организация спутниковой связи,Вашингтон,США,ЕВРОПЕЙСКАЯ ЭКОНОМИЧЕСКАЯ КОМИССИЯ,1971-08-20
МОК,Международный олимпийский комитет,Лозанна,CH,VD,1894-06-23
Группа восьми,Группа 8,,,,1975-10-01
Группа 15,Группа 15,Женева,CH,ГЭ,
О-2,Группа 2,,,,
ИСО,Международная организация по стандартизации,Женева,CH,ГЭ,1947-02-01
Кариком,Карибское сообщество и Общий рынок,Джорджтаун,Парень,Гайана,1973-07-04
ОАГ,Организация американских государств,Вашингтон,США,ЕВРОПЕЙСКАЯ ЭКОНОМИЧЕСКАЯ КОМИССИЯ,1948-04-30
WTRO,Всемирная торговая организация,,,,1994-04-15
СААРК,Ассоциация регионального сотрудничества стран Южной Азии,Катманду,NEP,Непал,1985-12-08
ПСФ,Южнотихоокеанский форум,Сува,ФСО,Фиджи,1971-08-05
КАСМ,Центральноамериканский общий рынок,Город Гватемала,СУА,Гватемала,1960-12-13
СПРООН,Силы превентивного развертывания Организации Объединенных Наций,,,,1995-03-31
C,Содружество,Лондон,ГБ,Большой Лондон,1931-12-31
АСЕАН,Ассоциация государств Юго-Восточной Азии,Джакарта,РИ,Индонезия,1967-08-09
О-3,Группа 3,,,,1990-10-01
ВКЛ,Всемирная конфедерация труда,Брюссель,B,Брабант,1920-06-19
О-6,Группа 6,,,,1984-05-22
AMU,Союз арабского Магриба,Рабат,МЭТ,Марокко,1989-02-17
CEPGL,Экономическое сообщество стран Великих озер,,,,1976-09-26
УВКБ,Управление Верховного комиссара Организации Объединенных Наций по делам беженцев,Женева,CH,ГЭ,1949-12-03
МООНПР,Миссия Организации Объединенных Наций по оказанию помощи Руанде,Нью-Йорк,США,Нью-Йорк,1993-10-05
ЕС,Европейский союз,Брюссель,B,Брабант,1992-02-07
ОООНВД,Операция Организации Объединенных Наций по восстановлению доверия в Хорватии,Нью-Йорк,США,Нью-Йорк,1995-03-31
ЕЭК,Европейская экономическая комиссия,Женева,CH,ГЭ,1947-03-28
АТЭС,Азиатско-тихоокеанское экономическое сотрудничество,Сингапур,SGP,Сингапур,1989-11-07
МСЭ,Международный союз электросвязи,Женева,CH,ГЭ,1932-12-09
СЕ,Совет Европы,Страсбург,F,Alsace,1949-05-05
ВОИС,Всемирная организация интеллектуальной собственности,Женева,CH,ГЭ,1967-07-14
НС,Совет северных стран,Стокгольм,И,Стокгольм,1952-03-16
МЭА,Международное энергетическое агентство,Париж,F,Иль де Франция,1974-11-15
Инмарсат,Международная организация подвижной спутниковой связи,Лондон,ГБ,Большой Лондон,1976-09-03
ЭКОВАС,Экономическое сообщество западноафриканских государств,Лагос,ВАН,Нигерия,1975-05-28
