name,islands,area,height,type,longitude,latitude
Восточный Фолкленд,Фолклендские острова,6605.0,705.0,,-58.8,-51.8
Невис,Малые Антильские острова,93.0,985.0,вулканическое,-62.3,17.0
Лансароте,Канареи,846.0,671.0,вулканическое,-13.6,29.0
Организация &lt; &lt; Новая Каледония &gt; &gt;,Новая Каледония,16372.0,1628.0,,166.27,-22.16
Остров Ванкувер,,31285.0,2195.0,,-125.65,49.6
Ява,Острова Сунда,126650.0,3676.0,,111.25,-7.5
Norderney,&quot; Ostfrisische Inseln &quot;,26.3,5.0,,7.9,53.7
Рота,Марианские острова,85.0,495.0,,145.2,15.15
Лесбос,Споры,1636.0,968.0,,26.3,39.2
Чеджу,,1845.0,1950.0,вулканическое,126.5,33.4
Вануа Леву,Острова Фиджи,5500.0,,вулканическое,179.25,-16.35
Самосир,,852.0,,вулканическое,98.85,2.6
Науру,,21.0,60.0,кораллы,167.0,-1.0
Льюис и Харрис,Внешние гебриды,2170.0,,,-6.8,57.9
Филикуди,Острова Липари,9.5,774.0,вулканическое,14.55,38.6
Вулкан,Острова Липари,21.2,499.0,вулканическое,15.0,38.4
Изабель,Галапагосские острова,5436.0,1707.0,вулканическое,-91.3,-1.0
Антигуа,Малые Антильские острова,281.0,400.0,,-61.8,17.05
Великобритании,Британские острова,229850.0,1344.0,,-1.5,53.0
Шьермониког,&lt; &lt; Вестфриз &gt; &gt;,40.0,,,6.2,53.5
Эмбон,Молукканские острова,775.0,1225.0,,128.2,-3.7
Сантьяго,Кабо-Верде,991.0,1394.0,вулканическое,-23.6,15.1
Амрум,Nordfrisische Inseln,20.5,32.0,,8.3,54.65
Лузон,Филиппины,108172.0,2928.0,,121.0,16.1
Харк,,20.5,,,50.2,29.1
Питкэрн,Острова Питкэрн,4.5,347.0,вулканическое,-130.05,-25.04
