resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
16259,659,341,66,14,12,9.0,9,9,0.0,87,,,,,,,13
18316,757,529,108,1,15,4.0,4,4,3.0,200,+1:47.09,13356290.0,,,,,1
21659,877,17,9,2,2,,R,20,0.0,37,,,32.0,14.0,1:46.959,186.935,4
1847,106,2,17,18,16,13.0,13,13,0.0,52,,,25.0,17.0,1:35.524,218.847,11
2303,128,17,18,22,20,,W,21,0.0,0,,,,,,,78
2780,151,31,3,6,8,4.0,4,4,3.0,60,+1:08.772,5202542.0,,,,,1
6003,289,57,32,11,21,9.0,9,9,0.0,70,,,,,,,12
13829,563,208,182,33,0,,F,28,0.0,0,,,,,,,81
14810,600,238,32,1,8,4.0,4,4,3.0,14,+1:24.2,6179200.0,,,,,1
14656,594,231,64,24,9,,R,28,0.0,45,,,,,,,3
12902,531,199,6,11,1,8.0,8,8,0.0,74,,,,,,,11
19061,792,643,105,18,16,5.0,5,5,2.0,91,,,,,,,15
21895,888,815,1,6,13,8.0,8,8,4.0,60,+38.306,6113017.0,50.0,15.0,1:36.134,192.780,1
3730,194,63,21,17,14,9.0,9,9,0.0,60,,,,,,,12
3960,204,64,21,16,20,,R,22,0.0,10,,,,,,,20
4724,240,57,1,8,7,4.0,4,4,3.0,70,,,,,,,11
3325,175,65,24,17,13,,W,22,0.0,0,,,,,,,66
5044,253,55,6,27,6,2.0,2,2,6.0,67,+2.684,6001728.0,,,,,1
7439,333,127,41,15,14,12.0,12,12,0.0,59,,,,,,,12
15566,629,199,34,30,11,,R,22,0.0,14,,,,,,,22
19432,809,657,113,14,1,1.0,1,1,9.0,200,3:53:01.69,13981690.0,,,,,1
19529,813,647,6,5,1,1.0,1,1,8.5,90,2:50:00.0,10200000.0,,,,,1
611,47,13,6,5,1,1.0,1,1,10.0,58,1:26:42.161,5202161.0,18.0,2.0,1:27.922,218.566,1
18344,757,536,110,8,22,,R,32,0.0,34,,,,,,,3
19974,830,697,51,77,10,,R,14,0.0,12,,,,,,,121
