playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
feigege01,Джордж,Джордж,,Фейгенбаум,,,,,G,0.0,0.0,73.0,185.0,Кентукки (ДНП),Лю?,1928-07-02,,,,Новый Утрехт,Бруклин,Нью-Йорк,США,2000-12-25,W
aldrico01,Коул,Коул,David,Алдрих,,,,,C,0.0,0.0,83.0,245.0,Канзас,,1988-10-31,Бёрнсвилль,МН,США,Джефферсон,Блумингтон,МН,США,0000-00-00,W
davisbr01,Брэд,Брэдли,Ernest,Дэвис,,,,Брэд,G,0.0,0.0,75.0,180.0,Мэриленд,,1955-12-17,Монака,ПА,США,Старший сотрудник &lt; &lt; Монака &gt; &gt;,Монака,ПА,США,0000-00-00,W
bowmaar01,,Искусство,,Боуман,,,,,G,0.0,0.0,0.0,0.0,Св. Иосифа (ИН),,0000-00-00,,,,,,,,0000-00-00,W
fratemi01,Майк,Майк,,Фрателло,,,,,,0.0,0.0,67.0,150.0,Государство Монтклер,,1947-02-24,,,,,,,,0000-00-00,
gunnike01,,Кеннет,W.,Огнестрельное оружие,,,,Кен,Ф-Г,0.0,0.0,71.0,0.0,Индианаa,,1914-06-04,Шелбивиль,ВНУТРЕННИЕ,США,Шелбивиль,Шелбивиль,ВНУТРЕННИЕ,США,1991-04-02,W
wilcoto01,,Энтони,,Уилкокс,,,,Тони,C,0.0,0.0,80.0,200.0,Виттенберг,,0000-00-00,,,,Восточный,Кливленд,Ооо.,США,0000-00-00,B
reynoge01,Джордж,Джордж,,Рейнольдс,,,,,G,0.0,0.0,76.0,195.0,Хьюстон,&lt; &lt; Имперская долина &gt; &gt;,1947-11-23,,,,Центральный,Ньюарк,NJ,США,0000-00-00,B
raymocr01,Крейг,Крейг,Milford,Рэймонд,,,,,C,0.0,0.0,83.0,235.0,Бригам Янг,,1945-04-05,Абердин,WA,США,Гудзонский залив,Ванкувер,WA,США,0000-00-00,W
iavarma01,Марк,Маркус,John,Яварони,,,,Марк,F,0.0,0.0,80.0,210.0,Вирджиния,,1956-09-15,Чили,Нью-Йорк,США,Кеннеди,Прозвучание,Нью-Йорк,США,0000-00-00,W
spudijo01,,,,Скульптура,,,,,F,0.0,0.0,0.0,0.0,,,0000-00-00,,,,,,,,0000-00-00,W
grayed01,Эд,Эдвард,,Серый,,,Младший.,Эд,G,0.0,0.0,75.0,210.0,Калифорния,Теннесси/Южный Айдахо,1975-09-27,Риверсайд,КА,США,Север,Риверсайд,КА,США,0000-00-00,B
maddoti01,Тито,Теодор,,Мэддокс,,,,Тито,G,0.0,0.0,75.0,190.0,Государство Фресно,,1981-06-07,Комптон,КА,США,Комптон,Комптон,КА,США,0000-00-00,B
pacejo01,Джо,Иосиф,,Пейс,,,,Джо,C,0.0,0.0,82.0,220.0,Мэриленд Восточный Шор,Коппинское государство,1953-12-18,Нью-Брансуик,NJ,США,Город Хардистон,Франклин,NJ,США,0000-00-00,B
meriwpo01,Портер,Портер,Louis,Мериветер,,,,,G,0.0,0.0,74.0,180.0,Теннессийский штат,,1940-03-16,,,,Линкольн,Эвансвилль,ВНУТРЕННИЕ,США,2009-11-13,B
corchch01,Крис,Кристофер,,Корчиани,,,,"Крис, огонь",G,0.0,0.0,71.0,185.0,штат Северная Каролина,,1968-03-28,Коралловые гейблы,ФЛ,США,Озера Майами,Хиалея,ФЛ,США,0000-00-00,W
roberst01,Стэнли,Стэнли,Corvet,Робертс,,,,,C,0.0,0.0,84.0,285.0,Государство Луизиана,,1970-02-07,Хопкинс,ПК,США,Нижняя Ричленд,Хопкинс,ПК,США,0000-00-00,B
levincl01,Клифф,Клиффорд,Eugene,Левингстон,,,,Клифф,F,0.0,0.0,80.0,210.0,Штат Уичита,,1961-01-04,Сан-Диего,КА,США,Сэмюэл Ф.Б. Морс,Сан-Диего,КА,США,0000-00-00,B
simmoco01,Конни,Корнилий,Leo,Симмонс,,,,Конни,С-Ф,0.0,0.0,80.0,222.0,нет,,1925-03-15,Ньюарк,NJ,США,Промывка,Промывка,Нью-Йорк,США,1989-04-15,W
hordgce01,Седрик,Седрик,Tyrone,Горджы,,,,,Ф-С,0.0,0.0,80.0,220.0,Южная Каролина,Оберн,1957-01-08,Монтгомери,AL,США,Роберт Э. Ли/Г.В. Карвер,Монтгомери,AL,США,0000-00-00,B
murredo01,Дори,Дори,S.,Мюррей,,,,,Ф-С,0.0,0.0,80.0,215.0,Детройт,,1943-09-07,Детройт,МИ,США,Касс-Тех,Детройт,МИ,США,0000-00-00,B
warbipe01,Перри,Перри,L.,Уорбингтон,,,,,G,0.0,0.0,74.0,165.0,Южная Грузия,Лейк-Сити,1952-09-05,Атланта,GA,США,Цена,Атланта,GA,США,2008-11-09,B
peeplge01,Джордж,Джордж,Albert,Пепли,,,,,С-Ф,0.0,0.0,79.0,190.0,Айова,,1943-10-30,?,GA,США,&lt; &lt; Экорс &gt; &gt;,&lt; &lt; Экорс &gt; &gt;,МИ,США,0000-00-00,B
stranre01,,Рено,O.,Стренд,,,,,G-F,0.0,0.0,72.0,195.0,нет,,1909-05-14,,,,,,,,1988-06-27,W
bloommi01,Майк,Мейер,,Блум,,,,Майк,Ф-С,0.0,0.0,78.0,190.0,Храм,,1915-01-14,Нью-Йорк,Нью-Йорк,США,Трентон,Трентон,NJ,США,1993-06-05,W
weathcl01,Кларенс,Кларенс,,Спун с погодой,,,,"Малыш Баркли, Спун",F,0.0,0.0,78.0,240.0,Южная Миссисипи,,1970-09-08,Кроуфорд,MS,США,Мотли,Колумб,MS,США,0000-00-00,B
dinwibi01,Билл,Уильям,E.,Динвидди,,,,"АКА Рашид К. Шабазз, Билл, Даймонд Билл, Уидди,",F,0.0,0.0,79.0,220.0,Нью-Мексико-Хайлендс,,1943-07-15,Манси,ВНУТРЕННИЕ,США,Центральное управление,Манси,ВНУТРЕННИЕ,США,0000-00-00,B
boothca01,Кельвин,Кельвин,Lawrence,Бут,,,,,C,0.0,0.0,83.0,230.0,Пенсильвания,,1976-05-07,Рейнольдсбург,Ооо.,США,Гроувпорт Мэдисон,Рейнольдсбург,Ооо.,США,0000-00-00,B
pilchjo01,Джон,Джон,A.,Грязь,,,,,F,0.0,0.0,75.0,185.0,Вайоминг,,1925-08-11,Шеридан,WY,США,Термополис,Термополис,WY,США,1991-06-14,W
rileybo01,Боб,Роберт,J.,Райли,,,,Боб,F,0.0,0.0,81.0,235.0,Гора Святой Марии,,1948-07-06,ht) Колумбус,Ооо.,США,,,,,0000-00-00,W
grangda01,Дэнни,Дэнни,,Грейнджер,,,Младший.,,F,0.0,0.0,80.0,225.0,Новая Мексика,Брэдли,1983-04-20,Новый Орлеан,Лос-Анджелес,США,Грейс Кинг,Метайри,Лос-Анджелес,США,0000-00-00,B
mcgriel01,Элтон,Элтон,Wayne,МакГрифф,,,,Мак,C,0.0,0.0,81.0,225.0,Крейтон,Сан-Франциско CC,1942-08-21,Корсикана,TX,США,,,,,0000-00-00,B
rushma01,,Малкольм,W.,Вперёд!,,,,Маль,F,0.0,0.0,72.0,170.0,Бетани (WV),,1909-04-02,,,,,,,,1989-01-01,W
lapchjo01,Джо,Джо,,Лэпчик,,,,,,0.0,0.0,77.0,185.0,,,1900-04-12,,,,,,,,0000-00-00,
oberbre01,,Кеннет,L.,Обербрунер,,,,Красный,Ф-Г,0.0,0.0,71.0,175.0,Нотр-Дам,,1918-10-05,ht) Эшланд,ЖИ,США,,,,,1991-09-06,W
mckinbi01,Билли,Уильям,Mervin,МакКинни,,,,Билли,G,0.0,0.0,72.0,160.0,Северо-западный,,1955-06-05,Вукеган,Ил,США,Сион-Бентон,Сион,Ил,США,0000-00-00,B
anderje01,Иероним,Иероним,,Андерсон,,,,Джей,G,0.0,0.0,77.0,195.0,Западная Вирджиния,,1953-10-09,Маллены,WV,США,Маллены,Маллены,WV,США,2009-08-01,B
rascobo01,Бобби,Роберт,B.,Раское,,,,Бобби,G-F,0.0,0.0,76.0,205.0,Западный Кентукки,,1940-07-22,Округ Тригг,KY,США,Округ Дейвисс,Оуэнсборо,KY,США,0000-00-00,W
popsoda01,Дэйв,Дэвид,G.,Попсон,,,,Дэйв,Ф-С,0.0,0.0,82.0,220.0,Северная Каролина,,1964-05-17,Кингстон,ПА,США,Бишоп О'Рейли,Кингстон,ПА,США,0000-00-00,W
stanste01,Теренс,Теренс,R.,Стэнсбери,,,,,G,0.0,0.0,77.0,170.0,Храм,,1961-02-27,Лос-Анджелес,КА,США,Ньюарк/Вашингтон,Ньюарк/Лос-Анджелес,DE/CA,США,0000-00-00,B
paultbi01,Билли,Уильям,Edward,Паульц,,,,"Билли, волшебник",С-Ф,0.0,0.0,83.0,235.0,Сент-Джонс (НЙ),Кэмерон Дж.К.,1948-07-30,Река Эдж,NJ,США,Река Делл,Река Эдж,NJ,США,0000-00-00,W
scrugch01,,Чарли,,Крючки,,,,,F,0.0,0.0,72.0,180.0,Джорджия Технология,,0000-00-00,,,,,,,,0000-00-00,W
ellisda01,Дейл,Дейл,,Эллис,,,,Ламар Мундан,G-F,0.0,0.0,79.0,205.0,Теннесси,,1960-08-06,Мариетта,GA,США,Мариетта,Мариетта,GA,США,0000-00-00,B
spoeler01,Эрик,Эрик,,Шпельстра,,,,,,0.0,0.0,0.0,0.0,,,0000-00-00,,,,,,,,0000-00-00,
greenla01,Ламар,Ламар,Anthony,Зеленый,,,,Сладкий.,Ф-С,0.0,0.0,79.0,210.0,Государство Мореед,,1947-03-22,Бирмингем,AL,США,Карвер,Бирмингем,AL,США,0000-00-00,B
jepsele01,Лес,Лесли,Burnell,Йепсен,,,,"Лэс, Большой Мальчик",C,0.0,0.0,84.0,237.0,Айова,,1967-06-24,Боубелы,ND,США,Боубелы,Боубелы,ND,США,0000-00-00,W
madseal01,,Al,,Мэдсен,,,,,G,0.0,0.0,70.0,170.0,Техас,,0000-00-00,,,,"Мальчики, технологии",Милуоки,ЖИ,США,0000-00-00,W
vocega01,Гэри,Гэри,Anthony,Воке,,,,,F,0.0,0.0,81.0,240.0,Нотр-Дам,,1965-11-24,,,ДЖАМ,Святой Николас Толентинский,Бронкс,Нью-Йорк,США,0000-00-00,B
birdsot01,Отис,Отис,Lee,Птица,,,,Птица,G,0.0,0.0,75.0,190.0,Хьюстон,,1955-12-09,Зимний Хэйвен,ФЛ,США,Зимний Хэйвен,Зимний Хэйвен,ФЛ,США,0000-00-00,B
grahaca01,Кэл,Кельвин,J.,Грэм,,,,Кэл,G,0.0,0.0,74.0,195.0,Гэннон,,1944-06-07,,,,Моррис,Бронкс,Нью-Йорк,США,0000-00-00,B
youngwi01,,Вилли,,Молодой,,,,,C,0.0,0.0,0.0,0.0,Висконсин,,0000-00-00,,,,,,,,0000-00-00,W
listeal01,Алтон,Алтон,Lavelle,Листер,,,,,С-Ф,0.0,0.0,84.0,240.0,Государство Аризона,"Сан-Джасинто, Дж.К.",1958-10-01,Даллас,TX,США,Вудроу Уилсон,Даллас,TX,США,0000-00-00,B
jonessa01,Сэм,Самуэль,,Джонс,,,,Сэм,G-F,0.0,0.0,76.0,198.0,Колледж Северной Каролины,,1933-06-24,Уилмингтон,НС,США,Лоринбургский институт,Лоринбург,НС,США,0000-00-00,B
langan01,Эндрю,Эндрю,Charles,Лэнг,,,Младший.,,C,0.0,0.0,83.0,245.0,Арканзас,,1966-06-28,Сосновой блеф,ОАР,США,Долларвей,Сосновой блеф,ОАР,США,0000-00-00,B
billuch01,Чонси,Чонси,Ray,Билли,,,,,G,0.0,0.0,75.0,202.0,Колорадо,,1976-09-25,Денвер,CO,США,Джордж Вашингтон,Денвер,CO,США,0000-00-00,B
butleal01,Al,Элберт,J.,Батлер,,,,Al,G,0.0,0.0,74.0,175.0,Ниагара,,1938-07-09,Рочестер,Нью-Йорк,США,Восточный,Рочестер,Нью-Йорк,США,2000-07-17,B
grahaor01,Орландо,Орландо,,Грэм,,,,,F,0.0,0.0,80.0,220.0,Ауберн-Монтомери,Западный Техасский штат,1965-05-05,Монтгомери,AL,США,Сидни Ланье,Монтгомери,AL,США,0000-00-00,B
levinsi01,,Сид,,Левин,,,,,G,0.0,0.0,67.0,185.0,нет,,0000-00-00,,,,,,,,0000-00-00,W
adrieje01,Джефф,Джефф,,Адриан,,,,,F,0.0,0.0,79.0,243.0,Коннектикут,,1986-02-10,Бруклин,МЭТ,США,Бруклин/Брюстерская академия,Бруклин/Вольфеборо,МГ/НГ,США,0000-00-00,B
upshake01,Кельвин,Кельвин,Parnell,Апшоу,,,,,G,0.0,0.0,74.0,180.0,Юта,NE Oklahoma A&M,1963-01-24,Чикаго,Ил,США,Маршалл,Чикаго,Ил,США,0000-00-00,B
duerote01,Терри,Терри,,Дюрод,,,,Сладкий срок,G,0.0,0.0,74.0,180.0,Детройт,,1956-07-29,Королевский оук,МИ,США,Highland Park,Highland Park,МИ,США,0000-00-00,B
mccloge01,Джордж,Джордж,Aaron,МакКлауд,,,III,,G-F,0.0,0.0,78.0,205.0,Флорида,,1967-05-27,Пляж Дейтона,ФЛ,США,Фундаментальные районы,Пляж Дейтона,ФЛ,США,0000-00-00,B
powelro01,Вас понял.,Вас понял.,,Пауэлл,,,Младший.,,F,0.0,0.0,78.0,225.0,Иллинойс,,1984-06-26,Джулиет,Ил,США,Джулиет,Джулиет,Ил,США,0000-00-00,B
gatespo01,,Уильям,P.,Ворота,,,,Поп,Ф-Г,0.0,0.0,74.0,196.0,Кларк (ГА),,1917-08-30,Декатура,AL,США,Бенджамин Франклин,Нью-Йорк,Нью-Йорк,США,1999-12-02,B
stoneji01,,Джеймс,,Камень,,,,"Джим, Боксхед",F,0.0,0.0,77.0,220.0,Остин Пи,,0000-00-00,,,,,,,,0000-00-00,W
cunnico01,,Гарольд,Brewer,Каннингем,,,,Куки,Ф-С,0.0,0.0,75.0,210.0,Штат Огайо,,1905-02-04,Г-н Вернон,Ооо.,США,Г-н Вернон,Г-н Вернон,Ооо.,США,1995-11-03,W
martike02,Кевин,Кевин,Dallas,Мартин,,,Младший.,,G,0.0,0.0,79.0,185.0,Западная Каролина,,1983-02-01,Зансвилль,Ооо.,США,Зансвилль,Зансвилль,Ооо.,США,0000-00-00,B
biasaha01,Хэнк,Генрих,Arcado,Биасатти,,,,Хэнк,G,0.0,0.0,71.0,175.0,Предположение (ОНТ),,1922-01-14,Беано,,ИТА,Гордон Макгрегор,Виндзор,ВО ВСТРЕЧЕ,КАН,1996-04-20,W
lefkoha01,Хэнк,Генрих,A.,Лефковиц,,,,Хэнк,F,0.0,0.0,74.0,190.0,Западный резерв,,1923-08-31,,,,Кливлендские высоты,Кливлендские высоты,Ооо.,США,2007-04-21,W
phillbo02,,Боб,,Филлипс,,,,,G,0.0,0.0,0.0,0.0,,,0000-00-00,,,,,,,,0000-00-00,W
horanjo01,Джонни,Джон,F.,Горан,,,,"Джонни, Вертикальный Гифен",F,0.0,0.0,80.0,190.0,Дейтон,,1932-11-24,,,,Военная академия Сент-Томаса,Сент-Пол,МН,США,1980-11-14,W
wrighla01,Ларри,Ларри,Glenn,Райт,,,,,G,0.0,0.0,72.5,160.0,Храмирование,,1954-11-23,Монро,Лос-Анджелес,США,Ричвуд/Западный,Монро/Вашингтон,ЛА/Координатор,США,0000-00-00,B
thompbi01,Билли,Уильям,Stansbury,Томпсон,,,,"Билли, Б.Т. Экспресс",F,0.0,0.0,79.0,195.0,Луисвилль,,1963-12-01,Кэмден,NJ,США,Кэмден,Кэмден,NJ,США,0000-00-00,B
kottmha01,Гарольд,Гарольд,W.,Коттман,,,,,C,0.0,0.0,79.0,220.0,Калвер Стоктон,,1922-08-22,,,,Глазго,Глазго,МО,США,2004-11-30,W
hawkiju01,Хуакин,Хуакин,Juan,Хокинс,,,,Ястреб,F,0.0,0.0,79.0,205.0,Государство Лонг-Бич,,1973-07-02,Гардена,КА,США,Линвуд,Линвуд,КА,США,0000-00-00,B
thomaja01,Джамель,Джамель,,Томас,,,,,F,0.0,0.0,78.0,215.0,Провидение,,1973-03-25,Бруклин,Нью-Йорк,США,Авраам Линкольн,Бруклин,Нью-Йорк,США,0000-00-00,B
chapple01,Лен,Леонард,Roy,Чапелл,,,,"Лен, Ленни, Тайрон, Штейн",Ф-С,0.0,0.0,80.0,240.0,Уэйк Форест,,1941-01-31,Портаж,ПА,США,Портаж,Портаж,ПА,США,0000-00-00,W
behnkel01,Элмер,Элмер,H.,Бенке,,,,,C,0.0,0.0,79.0,210.0,Брэдли,,1929-02-03,Рокфорд,Ил,США,Маренго,Маренго,Ил,США,0000-00-00,W
turnebi01,Билл,Уильям,R.,Тёрнер,,,III,Билл,F,0.0,0.0,79.0,220.0,Акрон,,1944-02-18,Кливленд,Ооо.,США,Центральный хоуер,Акрон,Ооо.,США,0000-00-00,B
greenje02,Джефф,Джеффри,Lynn,Зеленый,,,,Джефф,F,0.0,0.0,81.0,228.0,Джорджтаун,,1986-08-28,Чеверли,MD,США,Северо-западный,Хьятсвилль,MD,США,0000-00-00,B
anderja01,Джеймс,Джеймс,Lee,Андерсон,,,,,G,0.0,0.0,78.0,215.0,Штат Оклахома,,1989-03-25,Эль-Дорадо,ОАР,США,Город перевалки,Город перевалки,ОАР,США,0000-00-00,B
salvake01,Кевин,Кевин,Michael,Сальвадорi,,,,,C,0.0,0.0,84.0,231.0,Северная Каролина,,1970-12-30,Колеса,WV,США,Сетон-Ласалль,Питтсбург,ПА,США,0000-00-00,W
tinslge01,Джордж,Джордж,T.,Тинсли,,,,,F,0.0,0.0,77.0,205.0,Кентукки Уэслиан,,1946-09-19,Луисвилль,KY,США,Мужской,Луисвилль,KY,США,0000-00-00,B
nodlebo01,,Роберт,,Нодлер,,,,Боб,G,0.0,0.0,76.0,195.0,,,0000-00-00,,,,KC-Wyandotte,Канзас-Сити,KS,США,0000-00-00,W
norrimo01,Мучьи,Мартин,,Норрис,,,,Мучьи,G,0.0,0.0,73.0,175.0,Западная Флорида,Одесса JC/Auburn,1973-07-27,Вашингтон,РС,США,Кардозо,Вашингтон,РС,США,0000-00-00,B
jonesju01,Джумейн,Джумейн,Lanard,Джонс,,,,,Ф-С,0.0,0.0,80.0,218.0,Грузия,,1979-02-10,Какао,ФЛ,США,Митчелл-Бейкер,Камила,GA,США,0000-00-00,B
fishma01,Мэтт,Мэттью,Edward,Рыба,,,,Мэтт,C,0.0,0.0,83.0,235.0,КООН-Уилмингтон,,1969-11-18,Вашингтон,IA,США,Вашингтон,Вашингтон,IA,США,0000-00-00,W
quabida01,,Дэвид,,Квабиус,,,,Дэйв,G,0.0,0.0,72.0,185.0,Маркетт,,1916-03-16,,,,Северный отдел,Милуоки,ЖИ,США,1983-06-19,W
sweetmi01,Майк,Майкл,Damien,Сладкий.,,,,Майк,F,0.0,0.0,80.0,260.0,Джорджтаун,,1982-10-25,Вашингтон,РС,США,Оксон Хилл,Оксон Хилл,MD,США,0000-00-00,B
silvena01,,Нэт,,Сильверберг,,,,,G,0.0,0.0,74.0,180.0,Бруклинский колледж,Лю?,0000-00-00,,,,,,,,0000-00-00,W
ellisle01,Лерой,Лерой,,Эллис,,,,,С-Ф,0.0,0.0,82.0,210.0,Сент-Джонс (НЙ),,1940-03-10,Дальше Роквей,Нью-Йорк,США,Томас Джефферсон,Бруклин,Нью-Йорк,США,2012-06-02,B
hughela01,Ларри,Ларри,Darnell,Хьюз,,,,,G,0.0,0.0,77.0,184.0,Сент-Луис,,1979-01-23,Сент-Луис,МО,США,Христианские братья,Сент-Луис,МО,США,0000-00-00,B
