year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1921,WCHL,CAT,2,0,1,1,1,2,,,,,,,,
1953,NHL,MTL,11,7,4,0,28,18,160,,,,,,,
1980,NHL,QUE,5,2,3,0,17,22,221,4,5,24,2,2,13,0
1985,NHL,NYI,3,0,3,0,4,11,84,0,1,11,0,3,13,0
1935,NHL,MTM,3,0,3,0,1,6,22,,,,,,,
1961,NHL,MTL,6,2,4,0,13,19,83,,,,,,,
1980,NHL,PHI,12,6,6,0,48,39,415,10,11,37,0,14,61,2
1963,NHL,MTL,7,3,4,0,14,17,168,,,,,,,
1982,NHL,NYI,20,15,5,0,94,53,329,0,20,81,3,13,100,3
1975,WHA,PHR,5,2,3,0,13,17,,,,,,,,
1999,NHL,FLO,4,0,4,0,6,12,54,0,1,14,1,2,16,0
1917,NHL,TOA,2,1,1,0,10,7,68,,,,,,,
1934,NHL,MTM,7,5,0,2,16,8,56,,,,,,,
1978,NHL,PIT,7,2,5,0,16,25,84,0,2,28,1,4,19,0
1931,NHL,DTF,2,0,1,1,1,3,10,,,,,,,
1983,NHL,CAL,11,6,5,0,41,46,224,2,10,53,2,11,49,3
1975,WHA,NEW,17,10,7,0,53,40,,,,,,,,
1974,NHL,BOS,3,1,2,0,15,12,47,0,2,14,0,4,14,1
2003,NHL,NJD,5,1,4,0,9,14,28,0,3,18,0,4,12,0
1958,NHL,MTL,11,8,3,0,39,28,133,,,,,,,
1949,NHL,NYR,12,7,5,0,32,29,105,,,,,,,
1992,NHL,TOR,21,11,10,0,69,63,413,0,17,104,7,21,90,0
2008,NHL,WAS,14,7,7,0,41,38,162,0,11,52,0,13,65,2
2009,NHL,BUF,6,2,4,0,15,16,114,2,0,19,0,6,22,0
1994,NHL,DAL,5,1,4,0,10,17,95,0,3,26,0,9,30,1
1991,NHL,VAN,13,6,7,0,44,35,243,0,10,70,1,11,63,1
1980,NHL,EDM,9,5,4,0,35,35,157,2,9,43,2,15,46,1
1996,NHL,PHO,7,3,4,0,17,17,111,2,3,26,0,6,28,0
1994,NHL,PIT,12,5,7,0,37,43,236,4,11,58,1,10,61,1
1993,NHL,CAL,7,3,4,0,20,23,173,8,5,44,1,6,41,1
1994,NHL,DET,18,12,6,0,61,44,264,0,22,89,1,14,78,3
1961,NHL,TOR,12,8,4,0,40,30,178,,,,,,,
1982,NHL,MTL,3,0,3,0,2,8,51,0,1,13,0,2,7,0
2001,NHL,SJS,12,7,5,0,34,32,124,0,5,48,0,5,48,0
1973,WHA,CLC,5,1,4,0,9,18,,,,,,,,
1973,NHL,CHI,11,6,5,0,30,35,196,,9,,0,9,,0
1944,NHL,BOS,7,3,4,0,22,22,30,,,,,,,
1944,NHL,DET,14,7,7,0,31,31,40,,,,,,,
1976,NHL,LAK,9,4,5,0,35,37,158,0,12,40,2,7,33,0
1994,NHL,CHI,16,9,7,0,45,39,203,0,9,68,1,11,75,1
1981,NHL,STL,10,5,5,0,39,36,234,4,6,44,1,10,50,1
2005,NHL,OTT,10,5,5,0,36,29,164,2,14,56,3,7,55,1
1963,NHL,TOR,14,8,6,0,39,31,262,,,,,,,
1975,NHL,CHI,4,0,4,0,3,13,67,2,2,16,1,3,17,0
1969,NHL,CHI,8,4,4,0,26,28,87,,8,,2,8,,0
1970,NHL,MTL,20,12,8,0,75,63,379,,16,,2,17,,1
1975,NHL,MTL,13,12,1,0,44,26,187,0,11,53,0,9,46,3
2006,NHL,BUF,16,9,7,0,44,39,162,0,11,88,1,14,75,0
1970,NHL,CHI,18,11,7,0,59,42,289,,17,,1,11,,1
1967,NHL,LAK,7,3,4,0,21,26,114,,5,,1,4,,0
1921,WCHL,REG,6,3,1,2,7,8,,,,,,,,
1952,NHL,DET,6,2,4,0,21,21,50,,,,,,,
2002,NHL,OTT,18,11,7,0,43,34,214,2,12,83,1,6,73,3
1988,NHL,MTL,21,14,7,0,67,51,456,6,16,97,,9,88,2
1973,WHA,MFS,11,6,5,0,39,40,,,,,,,,
1972,WHA,CLC,9,5,4,0,33,22,,,9,39,0,8,55,1
1938,NHL,DET,6,3,3,0,16,15,51,,,,,,,
2011,NHL,CHI,6,2,4,0,12,17,89,0,1,19,0,4,19,0
1989,NHL,TOR,5,1,4,0,16,20,257,0,4,28,1,8,28,1
1965,NHL,TOR,4,0,4,0,6,15,151,,,,,,,
1952,NHL,BOS,11,5,6,0,30,37,109,,,,,,,
1917,PCHA,SEA,2,0,1,1,2,3,,,,,,,,
2006,NHL,PIT,5,1,4,0,10,18,78,0,4,28,0,6,24,0
1974,WHA,MFS,12,6,6,0,44,42,,,,,,,,
1974,NHL,CHI,8,3,5,0,22,35,142,0,5,36,1,9,35,0
2008,NHL,CAL,6,2,4,0,16,21,83,4,2,18,0,7,24,0
1937,NHL,NYR,3,1,2,0,7,8,24,,,,,,,
