constructorid,constructorref,name,nationality,url
29,работа на ногах,Футболка,Британские,http://en.wikipedia.org/wiki/Footwork_Arrows
30,Мирный,Тихоокеанский регион,Британские,http://en.wikipedia.org/wiki/Pacific_Racing
31,Симтек,Симтек,Британские,http://en.wikipedia.org/wiki/Simtek
32,команда_лотус,Команда Lotus,Британские,http://en.wikipedia.org/wiki/Team_Lotus
33,Личинка,Лорушка,Французский,http://en.wikipedia.org/wiki/Larrousse
34,Брабхем,Брэбхэм,Британские,http://en.wikipedia.org/wiki/Brabham
35,Даллара,Даллара,Итальянский,http://en.wikipedia.org/wiki/Dallara
36,eldimetal,Фондметалл,Итальянский,http://en.wikipedia.org/wiki/Fondmetal
37,марш,март,Британские,http://en.wikipedia.org/wiki/march_Engineering
38,Мода,Андреа Мода,Итальянский,http://en.wikipedia.org/wiki/Andrea_Moda_Formula
39,ags,AGS,Французский,http://en.wikipedia.org/wiki/Automobiles_Gonfaronnaises_Sportives
40,Ламбо,Ламбо,Итальянский,http://en.wikipedia.org/wiki/Modena_(gacing_team)
41,Лейтон,Лейтон Хаус,Британские,http://en.wikipedia.org/wiki/Leyton_House
42,колония,Колони,Итальянский,http://en.wikipedia.org/wiki/Enzo_Coloni_Racing_Car_Systems
44,Евробрун,Евро Брун,Итальянский,http://en.wikipedia.org/wiki/euro_Brun
45,Оселла,Оселла,Итальянский,http://en.wikipedia.org/wiki/Osella
46,Оникс,Оникс,Британские,http://en.wikipedia.org/wiki/Onyx_(гонка_team)
47,жизнь,Жизнь,Итальянский,http://en.wikipedia.org/wiki/Life_(Racing_Team)
48,риал,Rial,Немецкий,http://en.wikipedia.org/wiki/Rial_%28racing_team%29
49,Скорость зачистки,Закскорость,Немецкий,http://en.wikipedia.org/wiki/Zakspeed
50,баран,ВДА,Британские,http://en.wikipedia.org/wiki/RAM_Racing
51,Alfa,Alfa Romeo,Итальянский,http://en.wikipedia.org/wiki/Alfa_Romeo_(Формула_One)
52,дух,Дух,Британские,http://en.wikipedia.org/wiki/Spirit_(gacing_team)
53,Толман,Толман,Британские,http://en.wikipedia.org/wiki/Toleman
54,ats,САР,Итальянский,http://en.wikipedia.org/wiki/ATS_(колесы)
55,Теодор,Теодор,Гонконг,http://en.wikipedia.org/wiki/Theodore_Racing
56,fittipaldi,Фиттипальди,Бразилия,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29
57,endign,Энсин,Британские,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29
58,тень,Тень,Британские,http://en.wikipedia.org/wiki/Shadow_Racing_Cars
59,Волк,Волк,Канада,http://en.wikipedia.org/wiki/Walter_Wolf_Racing
60,Мерзарио,Мерзарио,Итальянский,http://en.wikipedia.org/wiki/Merzario
61,kauhsen,Каухсен,Немецкий,http://en.wikipedia.org/wiki/Kauhsen
66,brm,БРМ,Британские,http://en.wikipedia.org/wiki/BRM
81,текно,Текно,Итальянский,http://en.wikipedia.org/wiki/Tecno
86,Томасо,Де Томасо,Итальянский,http://en.wikipedia.org/wiki/De_Tomaso
87,Купер,Купер,Британские,http://en.wikipedia.org/wiki/Cooper_Car_Company
104,Бехра-порше,Бехра-Порше,Итальянский,http://en.wikipedia.org/wiki/Behra-Porsche
105,Мазерати,Мазерати,Итальянский,http://en.wikipedia.org/wiki/Maserati
131,Мерседес,Мерседес,Немецкий,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One
170,Копер-климакс,Купер-Климакс,Британские,http://en.wikipedia.org/wiki/Cooper_Car_Company
172,Лотос-климакс,Лотос-климакс,Британские,http://en.wikipedia.org/wiki/Team_Lotus
174,Де-томасо-оска,Де Томасо-Оска,Итальянский,http://en.wikipedia.org/wiki/De_Tomaso
175,de_tomaso-alfa_romeo,Де Томасо-Альфа Ромео,Итальянский,http://en.wikipedia.org/wiki/De_Tomaso
179,de_tomaso-ferrari,Де Томасо-Феррари,Итальянский,http://en.wikipedia.org/wiki/De_Tomaso
180,Лотос-форд,Лотос-Форд,Британские,http://en.wikipedia.org/wiki/Team_Lotus
191,Брабхем-репко,Брабхам-Репко,Британские,http://en.wikipedia.org/wiki/Brabham
