yearid,teamid,lgid,playerid,g_all,g_batting,g_defense,g_p,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr
1933,BRO,NL,picinva01,6,,6,6,0,6,0,0,0,0,0,0,0,0,,
1933,BRO,NL,rosenma01,5,,5,5,0,0,0,0,0,0,1,1,0,2,,
1933,BRO,NL,ryanro01,30,,30,30,30,0,0,0,0,0,0,0,0,0,,
1933,BRO,NL,shautjo01,41,,41,41,41,0,0,0,0,0,0,0,0,0,,
1933,BRO,NL,stripjo01,141,,141,141,0,0,0,0,140,0,0,0,0,0,,
1933,BRO,NL,sukefcl01,20,,20,20,0,18,0,0,0,0,0,0,0,0,,
1933,BRO,NL,tayloda01,103,,103,103,0,0,0,0,0,0,0,91,0,91,,
1933,BRO,NL,thurssl01,32,,32,32,32,0,0,0,0,0,0,0,0,0,,
1933,BRO,NL,wilsoha01,117,,117,117,0,0,0,5,0,0,75,8,7,90,,
1933,BRO,NL,wrighgl01,71,,71,71,0,0,9,0,2,51,0,0,0,0,,
1933,BSN,NL,bergewa01,137,,137,137,0,0,0,0,0,0,0,136,0,136,,
1933,BSN,NL,bettshu01,35,,35,35,35,0,0,0,0,0,0,0,0,0,,
1933,BSN,NL,branded01,47,,47,47,41,0,0,0,0,0,0,0,0,0,,
1933,BSN,NL,brownbo02,6,,6,6,5,0,0,0,0,0,0,0,0,0,,
1933,BSN,NL,cantwbe01,49,,49,49,40,0,0,0,0,0,0,0,0,0,,
1933,BSN,NL,clarkea01,7,,7,7,0,0,0,0,0,0,3,3,0,6,,
1933,BSN,NL,falleed01,11,,11,11,9,0,0,0,0,0,0,0,0,0,,
1933,BSN,NL,fordho01,5,,5,5,0,0,0,0,0,5,0,0,0,0,,
1933,BSN,NL,frankfr02,43,,43,43,43,0,0,0,0,0,0,0,0,0,,
1933,BSN,NL,gyseldi01,58,,58,58,0,0,0,5,42,1,0,0,0,0,,
1933,BSN,NL,hargrpi01,45,,45,45,0,25,0,0,0,0,0,0,0,0,,
1933,BSN,NL,hogansh01,96,,96,96,0,95,0,0,0,0,0,0,0,0,,
1933,BSN,NL,holladu01,13,,13,13,0,0,0,0,0,0,7,0,0,7,,
1933,BSN,NL,jordabu01,152,,152,152,0,0,150,0,0,0,0,0,0,0,,
1933,BSN,NL,knothfr01,44,,44,44,0,0,0,0,33,9,0,0,0,0,,
1933,BSN,NL,leeha01,88,,88,88,0,0,0,0,0,0,85,2,0,87,,
1933,BSN,NL,mangule01,25,,25,25,25,0,0,0,0,0,0,0,0,0,,
1933,BSN,NL,maranra01,143,,143,143,0,0,0,142,0,0,0,0,0,0,,
2010,ARI,NL,bensokr01,3,3.0,3,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,ARI,NL,boyerbl01,54,0.0,51,54,54,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,ARI,NL,carradj01,18,0.0,18,18,18,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,ARI,NL,churcry01,37,6.0,37,11,0,0,0,0,0,0,9,3,0,11,0.0,28.0
2010,ARI,NL,crosbbo01,9,2.0,9,3,0,0,0,1,2,0,0,0,0,0,0.0,7.0
2010,ARI,NL,hamptmi01,10,0.0,10,10,10,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,ARI,NL,harenda01,23,21.0,22,21,21,0,0,0,0,0,0,0,0,0,0.0,2.0
2010,ARI,NL,heilmaa01,70,0.0,67,70,70,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,ARI,NL,howrybo01,14,0.0,14,14,14,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,ARI,NL,jacksco01,42,37.0,42,39,0,0,3,0,0,0,36,0,0,36,0.0,5.0
2010,ARI,NL,jacksed01,22,21.0,20,21,21,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,ARI,NL,johnske05,154,148.0,154,149,0,0,0,149,0,0,0,0,0,0,2.0,5.0
2010,ARI,NL,larocad01,151,145.0,151,146,0,0,146,0,0,0,0,0,0,0,2.0,6.0
2010,ARI,NL,lopezro01,33,33.0,31,33,33,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,ARI,NL,ojedaau01,59,11.0,59,36,0,0,0,15,12,9,0,0,0,0,0.0,28.0
2010,ARI,NL,quallch01,43,0.0,41,43,43,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,ARI,NL,saundjo01,13,13.0,13,13,13,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,ARI,NL,snydech02,65,58.0,65,61,0,61,0,0,0,0,0,0,0,0,0.0,4.0
2010,ARI,NL,willido03,6,5.0,5,6,6,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,ATL,NL,ankieri01,47,34.0,47,45,0,0,0,0,0,0,0,45,0,45,0.0,3.0
2010,ATL,NL,cabreme01,147,115.0,147,136,0,0,0,0,0,0,84,55,25,136,0.0,15.0
2010,ATL,NL,diazma02,84,53.0,84,63,0,0,0,0,0,0,63,0,0,63,0.0,26.0
2010,ATL,NL,farnsky01,23,0.0,23,23,23,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,ATL,NL,glaustr01,128,109.0,128,115,0,0,114,0,1,0,0,0,0,0,2.0,18.0
2010,ATL,NL,gonzaal02,72,71.0,72,72,0,0,0,0,0,72,0,0,0,0,0.0,0.0
2010,ATL,NL,hinsker01,131,68.0,131,79,0,0,32,0,1,0,50,0,0,50,1.0,56.0
2010,ATL,NL,hudsoti01,35,34.0,33,34,34,0,0,0,0,0,0,0,0,0,0.0,1.0
2010,ATL,NL,infanom01,134,106.0,134,125,0,0,0,65,29,19,15,0,6,21,0.0,13.0
2010,ATL,NL,jonesch06,95,87.0,95,89,0,0,0,0,89,0,0,0,0,0,1.0,8.0
2010,ATL,NL,leede02,39,36.0,39,39,0,0,39,0,0,0,0,0,0,0,0.0,2.0
2010,ATL,NL,lowede01,34,33.0,32,33,33,0,0,0,0,0,0,0,0,0,0.0,1.0
2010,ATL,NL,mccanbr01,143,131.0,143,136,0,136,0,0,0,0,0,0,0,0,2.0,12.0
2010,ATL,NL,mclouna01,85,68.0,85,77,0,0,0,0,0,0,8,71,0,77,0.0,8.0
2010,ATL,NL,proctsc01,6,0.0,6,6,6,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,ATL,NL,resopch01,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,ATL,NL,rossda01,59,33.0,59,57,0,57,0,0,0,0,0,0,0,0,0.0,4.0
2010,ATL,NL,wagnebi02,71,0.0,70,71,71,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,BAL,AL,andinro01,16,16.0,16,16,0,0,0,8,6,7,0,0,0,0,0.0,0.0
2010,BAL,AL,atkinga01,44,39.0,44,30,0,0,30,0,0,0,0,0,0,0,9.0,5.0
2010,BAL,AL,gonzami02,29,0.0,0,29,29,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,BAL,AL,guthrje01,32,32.0,1,32,32,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,BAL,AL,hendrma01,52,1.0,3,52,52,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,BAL,AL,izturce01,150,142.0,150,150,0,0,0,0,0,150,0,0,0,0,0.0,0.0
2010,BAL,AL,lugoju01,93,62.0,93,85,0,0,0,60,7,26,1,0,0,1,2.0,2.0
2010,BAL,AL,meredcl01,21,0.0,2,21,21,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,BAL,AL,millwke01,31,31.0,2,31,31,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,BAL,AL,ohmanwi01,51,0.0,6,51,51,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,BAL,AL,patteco01,90,74.0,90,64,0,0,0,0,0,0,56,10,1,64,17.0,8.0
2010,BAL,AL,roberbr01,59,58.0,59,59,0,0,0,59,0,0,0,0,0,0,0.0,1.0
2010,BAL,AL,scottlu01,131,121.0,131,33,0,0,19,0,0,0,14,0,0,14,93.0,10.0
2010,BAL,AL,tejadmi01,97,97.0,97,93,0,0,0,0,93,0,0,0,0,0,4.0,0.0
2010,BAL,AL,wiggity01,154,151.0,154,146,0,0,99,40,22,0,0,0,0,0,7.0,3.0
2010,BOS,AL,atchisc01,43,1.0,2,43,43,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,BOS,AL,beckejo02,21,21.0,0,21,21,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,BOS,AL,beltrad01,154,151.0,154,154,0,0,0,0,154,0,0,0,0,0,0.0,0.0
2010,BOS,AL,cabrefe01,1,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,BOS,AL,camermi01,48,43.0,48,46,0,0,0,0,0,0,0,46,0,46,0.0,2.0
2010,BOS,AL,cashke01,29,19.0,29,29,0,29,0,0,0,0,0,0,0,0,0.0,0.0
2010,BOS,AL,delcama01,48,0.0,4,48,48,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,BOS,AL,drewjd01,139,128.0,139,133,0,0,0,0,0,0,0,0,133,133,1.0,10.0
2010,BOS,AL,hallbi03,120,96.0,119,115,1,0,0,51,5,6,55,7,9,65,0.0,13.0
2010,BOS,AL,hermije01,52,43.0,52,49,0,0,0,0,0,0,46,0,3,49,1.0,8.0
2010,BOS,AL,hillri01,6,0.0,0,6,6,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,BOS,AL,lackejo01,34,33.0,3,33,33,0,0,0,0,0,0,0,0,0,0.0,1.0
2010,BOS,AL,lopezfe01,4,3.0,4,4,0,0,0,3,2,1,0,0,0,0,0.0,0.0
2010,BOS,AL,lowelmi01,73,56.0,73,47,0,0,43,0,4,0,0,0,0,0,16.0,15.0
2010,BOS,AL,martivi01,127,122.0,127,119,0,110,14,0,0,0,0,0,0,0,4.0,4.0
2010,BOS,AL,mcdonda02,117,80.0,117,114,0,0,0,0,0,0,30,69,34,114,0.0,16.0
2010,BOS,AL,nelsojo01,8,0.0,1,8,8,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,BOS,AL,ortizda01,145,138.0,145,4,0,0,4,0,0,0,0,0,0,0,135.0,7.0
2010,BOS,AL,papeljo01,65,0.0,3,65,65,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,BOS,AL,schoesc01,15,0.0,0,15,15,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,BOS,AL,scutama01,150,147.0,150,148,0,0,0,16,0,132,0,0,0,0,0.0,3.0
2010,BOS,AL,shealry01,5,0.0,5,1,0,0,1,0,0,0,0,0,0,0,0.0,4.0
2010,BOS,AL,varitja01,39,27.0,39,39,0,39,0,0,0,0,0,0,0,0,0.0,0.0
2010,BOS,AL,wakefti01,32,19.0,2,32,32,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,BOS,AL,youklke01,102,99.0,102,102,0,0,101,0,2,0,0,0,0,0,0.0,0.0
2010,CHA,AL,buehrma01,33,33.0,2,33,33,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,CHA,AL,castrra01,37,31.0,37,34,0,34,0,0,0,0,0,0,0,0,3.0,3.0
1936,PIT,NL,lucasre01,69,,69,69,27,0,0,0,0,0,0,0,0,0,,
1951,CLE,AL,zuverge01,16,,16,16,16,0,0,0,0,0,0,0,0,0,,
1936,CHA,AL,dietrbi01,14,,14,14,14,0,0,0,0,0,0,0,0,0,,
1881,DTN,NL,trottsa01,6,,6,6,0,6,0,0,0,0,0,0,0,0,,
1943,WS1,AL,gomezle01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,
2010,MIL,NL,vargacl01,17,0.0,16,17,17,0,0,0,0,0,0,0,0,0,0.0,0.0
1967,SFN,NL,halleto01,141,,141,141,0,136,0,0,0,0,0,0,1,1,,
1971,SDN,NL,hernaen01,143,,143,143,0,0,0,0,0,143,0,0,0,0,,
1895,WSN,NL,mccaubi01,1,,1,1,0,0,0,0,0,1,0,0,0,0,,
2008,OAK,AL,harderi01,13,2.0,2,13,13,0,0,0,0,0,0,0,0,0,0.0,0.0
2004,KCA,AL,georgch02,10,1.0,1,10,10,0,0,0,0,0,0,0,0,0,0.0,0.0
1894,BSN,NL,ryanja01,53,,53,53,0,51,2,0,0,0,0,0,0,0,,
1916,PIT,NL,mamaual01,45,,45,45,45,0,0,0,0,0,0,0,0,0,,
1928,BOS,AL,bradlhe01,15,,15,15,15,0,0,0,0,0,0,0,0,0,,
2007,OAK,AL,bowenro01,21,14.0,21,21,0,21,0,0,0,0,0,0,0,0,0.0,0.0
1914,WS1,AL,boehljo01,27,,27,27,27,0,0,0,0,0,0,0,0,0,,
1921,CLE,AL,covelst01,43,,43,43,43,0,0,0,0,0,0,0,0,0,,
1920,CHA,AL,jacksjo01,146,,146,146,0,0,0,0,0,0,145,0,0,145,,
1915,BRF,FL,myersha01,118,,118,118,0,0,107,0,0,0,0,0,0,0,,
1994,CLE,AL,martide01,24,0.0,0,24,24,0,0,0,0,0,0,0,0,0,0.0,0.0
1991,OAK,AL,youngcu01,41,0.0,1,41,41,0,0,0,0,0,0,0,0,0,0.0,0.0
2005,TOR,AL,towerjo01,33,3.0,3,33,33,0,0,0,0,0,0,0,0,0,0.0,0.0
1977,SEA,AL,jonesri01,10,0.0,0,10,10,0,0,0,0,0,0,0,0,0,0.0,0.0
2005,HOU,NL,jimerch01,1,0.0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,0.0
1979,PIT,NL,robinbi02,148,95.0,148,143,0,0,28,0,3,0,119,0,6,125,0.0,13.0
2000,FLO,NL,castilu01,136,135.0,136,136,0,0,0,136,0,0,0,0,0,0,0.0,0.0
1937,CIN,NL,kleinte01,7,,7,7,7,0,0,0,0,0,0,0,0,0,,
1967,CAL,AL,cardejo02,108,,108,108,0,0,0,0,0,0,27,70,17,101,,
1972,CIN,NL,chaneda01,83,,83,83,0,0,0,12,10,64,0,0,0,0,,
2006,KCA,AL,siscoan01,65,0.0,4,65,65,0,0,0,0,0,0,0,0,0,0.0,0.0
2002,ANA,AL,kennead01,144,124.0,144,139,0,0,0,139,0,0,0,1,0,1,1.0,12.0
1950,PHI,NL,meyerru01,32,,32,32,32,0,0,0,0,0,0,0,0,0,,
1970,MIN,AL,holtji01,142,,142,142,0,0,2,0,0,0,76,52,4,130,,
1952,BRO,NL,roepr01,27,,27,27,27,0,0,0,0,0,0,0,0,0,,
1996,OAK,AL,groombu01,72,0.0,0,72,72,0,0,0,0,0,0,0,0,0,0.0,0.0
1954,PHA,AL,shantbo01,7,,7,7,2,0,0,0,0,0,0,0,0,0,,
2006,KCA,AL,burgoam01,68,0.0,5,68,68,0,0,0,0,0,0,0,0,0,0.0,0.0
1996,MON,NL,chavera01,4,1.0,4,3,0,3,0,0,0,0,0,0,0,0,0.0,1.0
1914,CLE,AL,bisholl01,3,,3,3,3,0,0,0,0,0,0,0,0,0,,
2002,CLE,AL,avenbr01,7,6.0,7,7,0,0,0,0,0,0,5,1,1,7,0.0,1.0
1925,NY1,NL,wilsoha01,62,,62,62,0,0,0,0,0,0,27,23,4,50,,
1944,BSN,NL,macphha01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,
1974,BAL,AL,baylodo01,137,127.0,137,133,0,0,8,0,0,0,114,1,26,129,0.0,7.0
2011,COL,NL,cookaa01,23,17.0,22,18,18,0,0,0,0,0,0,0,0,0,0.0,1.0
2007,SLN,NL,welleto01,20,10.0,18,20,20,0,0,0,0,0,0,0,0,0,0.0,0.0
1902,CIN,NL,crawfsa01,140,,140,140,0,0,0,0,0,0,7,0,133,140,,
2007,BAL,AL,gibboja01,84,71.0,84,45,0,0,0,0,0,0,43,0,2,45,28.0,12.0
1942,SLN,NL,brownji03,145,,145,145,0,0,0,82,66,12,0,0,0,0,,
1961,PIT,NL,morynwa01,40,,40,40,0,0,0,0,0,0,6,0,5,11,,
1997,TEX,AL,stevele01,137,107.0,137,82,0,0,62,0,0,0,3,0,19,22,33.0,27.0
1951,NYA,AL,sheasp01,25,,25,25,25,0,0,0,0,0,0,0,0,0,,
1889,IN3,NL,hinespa01,121,,121,121,0,0,109,0,0,0,0,12,0,12,,
1947,WS1,AL,mcbrito01,56,,56,56,0,0,0,0,1,0,43,4,5,51,,
1910,SLA,AL,croucbi01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,
1882,PH4,AA,kienzbi01,9,,9,9,0,0,0,0,0,0,0,9,0,9,,
1885,PRO,NL,bassech01,82,,82,82,0,1,0,39,20,23,0,0,0,0,,
1960,CLE,AL,tiefebo01,6,,6,6,6,0,0,0,0,0,0,0,0,0,,
1977,SDN,NL,wehrmda01,30,6.0,30,30,30,0,0,0,0,0,0,0,0,0,0.0,0.0
1910,CIN,NL,clarkto01,64,,64,64,0,56,0,0,0,0,0,0,0,0,,
1918,BRO,NL,nixonal01,6,,6,6,0,0,0,0,0,0,2,0,1,4,,
1936,BOS,AL,cronijo01,81,,81,81,0,0,0,0,21,60,0,0,0,0,,
1902,NY1,NL,jonesji01,67,,67,67,0,0,0,0,0,0,49,3,15,67,,
1884,BLU,UA,robinya01,102,,102,102,11,11,0,3,71,14,0,0,0,0,,
1992,ML4,AL,robinro01,8,0.0,0,8,8,0,0,0,0,0,0,0,0,0,0.0,0.0
2006,TBA,AL,greenni01,17,12.0,17,15,0,0,0,4,0,10,0,0,1,1,0.0,1.0
1907,SLN,NL,noonape01,74,,74,74,0,70,0,0,0,0,0,0,0,0,,
1962,MIN,AL,arrigge01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,
1962,BOS,AL,earlear01,38,,38,38,38,0,0,0,0,0,0,0,0,0,,
