yearid,teamid,lgid,playerid,salary
1989,NYN,NL,johnsho01,772500
1990,OAK,AL,gallemi01,500000
1994,CIN,NL,boonebr01,175000
2005,LAN,NL,ledeeri01,1000000
1994,NYA,AL,stanlmi02,612500
1993,CLE,AL,fermife01,975000
2004,MON,NL,smithda06,310000
2002,MIL,NL,sheetbe01,290000
1996,LAN,NL,mondera01,950000
2002,SFN,NL,bondsba01,15000000
2006,CHA,AL,ozunapa01,500000
2010,ARI,NL,abreuto01,407000
1988,KCA,AL,garbege01,500000
1993,CLE,AL,grimsja01,125000
1995,CHA,AL,devermi01,1350000
1997,FLO,NL,coninje01,2800000
1996,KCA,AL,gubicma01,1600000
2010,TOR,AL,janssca01,700000
2004,CIN,NL,lidleco01,2750000
2012,HOU,NL,weilaky01,481500
1985,PIT,NL,reuscri01,200000
1988,CIN,NL,larkiba01,127500
1986,LAN,NL,cedence01,200000
1999,CHN,NL,gonzaje01,265000
2001,CLE,AL,drewti01,202000
1997,CLE,AL,gilesbr02,175000
1994,CIN,NL,delucri01,240000
1989,MON,NL,thompri01,68000
2007,LAA,AL,riverju01,2025000
1994,CHN,NL,youngan01,230000
2009,HOU,NL,smithja05,500000
1991,OAK,AL,youngcu01,775000
1986,NYA,AL,berrada01,557500
1990,DET,AL,wardga01,537500
2002,BAL,AL,moriami01,200000
2012,TOR,AL,escobyu01,5000000
2010,CIN,NL,stubbdr01,400000
1998,KCA,AL,pichahi01,2150000
1993,COL,NL,murphda05,200000
2005,TOR,AL,batismi01,4750000
1992,NYN,NL,johnsho01,2266667
1986,NYA,AL,kempst01,1220000
2002,HOU,NL,mlickda01,6200000
2011,NYA,AL,hugheph01,2700000
2011,NYN,NL,rodrifr03,12166666
2011,SEA,AL,pauleda01,422000
1996,SLN,NL,parreje01,675000
1986,CLE,AL,oelkebr01,65000
2008,WAS,NL,loducpa01,5000000
2005,BOS,AL,foulkke01,7500000
2009,SEA,AL,branyru01,1400000
2002,ARI,NL,klassda01,227500
1993,TEX,AL,burnsto02,575000
2008,NYN,NL,sosajo02,2000000
1999,TBA,AL,sorrepa01,3000000
1998,FLO,NL,johnsch04,3300000
2000,CHN,NL,girarjo01,2000000
1991,TEX,AL,petrage01,562500
2004,MIN,AL,thomabr01,300000
2005,TBA,AL,singlch01,550000
2004,TEX,AL,nixla01,300000
1985,CLE,AL,thornan01,1100000
1986,ATL,NL,morenom01,100000
1996,ATL,NL,waltoje01,500000
1986,MIN,AL,hatchmi01,666667
1999,CLE,AL,roberda07,200000
1986,LAN,NL,vonohda01,68500
1990,SFN,NL,rileser01,675000
1986,KCA,AL,whitefr01,485000
2011,SDN,NL,patteer01,423300
1996,NYN,NL,clarkma01,1100000
2002,CLE,AL,sabatcc01,700000
2010,SEA,AL,byrneer01,400000
1996,PIT,NL,micelda01,220000
2010,SDN,NL,eckstda01,1000000
2004,NYN,NL,weathda01,3933333
2008,PHI,NL,lidgebr01,6350000
2012,WAS,NL,morsemi01,3500000
2000,ANA,AL,belchti01,4600000
1985,PIT,NL,madlobi01,975500
1994,ML4,AL,mathemi01,109000
1995,BOS,AL,rodrifr02,109000
1992,ATL,NL,pendlte01,3025000
2003,ARI,NL,counscr01,2516667
2005,CLE,AL,westbja01,2900000
2006,NYN,NL,valenjo03,912500
1990,SDN,NL,roberbi01,195000
2003,COL,NL,neaglde01,9000000
1999,SFN,NL,bondsba01,9381057
2010,CHN,NL,zambrca01,18875000
2006,COL,NL,hollima01,500000
1989,DET,AL,pettiga01,440000
1999,ARI,NL,batisto01,375000
1998,TOR,AL,escobke01,220000
2000,SLN,NL,mcgwima01,9333333
1990,BAL,AL,holtobr01,347500
1990,DET,AL,whitalo01,1800000
2008,TEX,AL,metcatr01,392000
2008,OAK,AL,evelada01,395000
1999,ANA,AL,obriech01,700000
1989,PHI,NL,frohwto01,68000
1990,TOR,AL,lawleto01,250000
1998,PIT,NL,collilo01,176000
2004,BAL,AL,juliojo01,385000
1987,NYA,AL,kittlro01,425000
2004,BOS,AL,timlimi01,2500000
2008,MIN,AL,bassbr01,390000
1999,CHA,AL,rodrili01,200000
1987,KCA,AL,jacksbo01,330000
2000,KCA,AL,suzukma01,220000
1986,SLN,NL,hurdlcl01,120000
1985,LAN,NL,honeyri01,705000
1993,ML4,AL,bonesri01,190000
1999,SDN,NL,jacksda04,203000
1987,CIN,NL,oneilpa01,65000
1987,SLN,NL,magrajo01,62500
1991,NYA,AL,blowemi01,130000
2000,CHN,NL,brockta01,200000
1995,ML4,AL,bronkje01,116000
1995,KCA,AL,lockhke01,124000
2008,DET,AL,verlaju01,1130000
2009,CIN,NL,haranaa01,14000000
1996,OAK,AL,corsiji01,450000
2001,SFN,NL,dunstsh01,1000000
2000,SDN,NL,cunnawi01,230000
1995,DET,AL,doherjo02,375000
1999,KCA,AL,fussech01,200000
1997,SLN,NL,mcgeewi01,1300000
2008,FLO,NL,johnsjo09,390000
2003,SLN,NL,mathemi01,3250000
1986,CAL,AL,corbedo01,410000
2005,DET,AL,ordonma01,7200000
2006,SDN,NL,castivi02,3200000
1985,ML4,AL,oglivbe01,560000
2000,BOS,AL,wasdijo01,625000
2009,TOR,AL,purceda01,403700
1999,CLE,AL,justida01,7000000
2012,CHA,AL,jonesna01,480000
1997,KCA,AL,kingje01,2500000
1996,OAK,AL,batisto01,109000
1992,BAL,AL,mclemma01,325000
1996,SEA,AL,griffke02,7650000
2007,SEA,AL,batismi01,6000000
2000,CHN,NL,younger01,4500000
2006,LAN,NL,garcino01,6000000
2004,PHI,NL,hernaro01,750000
2006,SFN,NL,greento02,700000
1990,NYA,AL,eilanda01,103500
2004,NYA,AL,crosbbu01,301400
1994,DET,AL,kreutch01,1000000
2000,SLN,NL,oroscje01,1100000
1993,CLE,AL,jeffere01,142500
2004,NYN,NL,glavito02,10765608
1986,TOR,AL,shephro01,90000
1989,NYA,AL,wardga01,68000
1995,NYN,NL,barryje01,109000
1997,SEA,AL,ibanera01,150000
2002,TBA,AL,hallto02,210000
2000,TOR,AL,borbope02,800000
2011,FLO,NL,cousisc01,414000
1996,CAL,AL,slaugdo01,350000
1997,CLE,AL,thomeji01,2625000
1998,KCA,AL,barbebr02,175000
2007,TOR,AL,hallaro01,12750000
2000,CIN,NL,stynech01,375000
1993,SFN,NL,bondsba01,4516666
1986,LAN,NL,madlobi01,841667
1997,MON,NL,paniajo01,155000
1994,CHN,NL,zambred01,112000
2002,CLE,AL,mcdonjo03,210000
2011,CHA,AL,buehrma01,14000000
1996,TOR,AL,castito02,660000
2001,SFN,NL,worreti01,1300000
1996,PIT,NL,wilkima01,109000
2003,MIL,NL,fostejo01,300000
1985,ML4,AL,burrira01,581250
2009,CHN,NL,leede02,13250000
2012,HOU,NL,bucktr01,580000
1993,NYA,AL,abbotji01,2350000
1998,TBA,AL,gorecri01,200000
2004,HOU,NL,lambmi01,352000
1995,PHI,NL,bennega01,109000
1991,TEX,AL,francju01,2350000
1987,NYA,AL,tollewa01,385000
2006,TOR,AL,schoesc01,2750000
1996,TEX,AL,pavliro01,1250000
2009,TOR,AL,litscje01,414400
2011,CIN,NL,gomesjo01,1750000
1999,TOR,AL,greensh01,3125000
1991,CLE,AL,brownje01,800000
1987,HOU,NL,darwida01,740000
1999,KCA,AL,giambje01,200000
2003,HOU,NL,vizcajo01,2000000
1998,TEX,AL,pavliro01,1600000
2002,ANA,AL,cookde01,1250000
1994,SEA,AL,davisti01,109000
1997,TOR,AL,merceor01,2700000
1997,LAN,NL,candito01,3000000
2000,CLE,AL,martito02,225000
1999,CLE,AL,alomaro01,7049966
1995,PHI,NL,sprinde01,109000
2005,BOS,AL,schilcu01,14500000
2008,TEX,AL,guarded01,2000000
2000,NYN,NL,cookde01,2200000
2007,TOR,AL,phillja04,500000
2006,SDN,NL,gilesbr02,7666666
1994,PHI,NL,prattto02,155000
2000,SLN,NL,vinafe01,2300000
1985,NYN,NL,gardero01,100000
1992,HOU,NL,biggicr01,1425000
1997,KCA,AL,hanseje01,150000
1993,NYN,NL,maddumi01,1012500
1997,COL,NL,walkela01,6325000
2002,ATL,NL,mossda01,215000
2010,PHI,NL,polanpl01,5166666
1986,HOU,NL,wallide01,366667
2005,CIN,NL,hancojo01,327250
2011,TOR,AL,hillaa01,5000000
2001,TOR,AL,paintla01,1000000
2002,CLE,AL,bradlmi01,221000
2007,WAS,NL,wagnery01,425000
1991,TEX,AL,parenma01,280000
2001,ANA,AL,molinbe01,350000
1997,CIN,NL,stynech01,165000
1999,ARI,NL,finlest01,5375000
1999,FLO,NL,orieke01,240000
1990,BAL,AL,mitchjo02,111000
1997,DET,AL,cummijo01,215000
2006,DET,AL,spurlch01,725000
1997,DET,AL,colemvi01,500000
2008,CHN,NL,lillyte01,8000000
2000,BAL,AL,ryanbj01,204000
1988,ML4,AL,sveumda01,185000
1997,ANA,AL,leyriji01,1916972
1987,SLN,NL,colemvi01,160000
2012,ATL,NL,jonesch06,14000000
1996,SLN,NL,alicelu01,750000
2007,TBA,AL,ryuja01,382200
2011,SEA,AL,raych01,1000000
2006,WAS,NL,cordech01,525000
1990,NYA,AL,velarra01,136500
2003,MON,NL,cordewi01,600000
2011,TOR,AL,carlsje01,450000
1992,PHI,NL,brantje01,109000
1995,PHI,NL,gallada01,250000
1989,MON,NL,heskejo01,417000
1999,NYN,NL,hershor01,2500000
1990,NYA,AL,gerenbo01,180000
2010,SEA,AL,vargaja01,412500
1994,ML4,AL,bronkje01,114000
1995,HOU,NL,swindgr01,4450000
1991,ATL,NL,stantmi02,120000
1985,SLN,NL,harpebr01,135000
2012,WAS,NL,gonzagi01,3350000
1986,BAL,AL,dempsri01,442066
1989,SEA,AL,reynoha01,635000
1988,SDN,NL,krukjo01,250000
2003,MON,NL,tatisfe01,6500000
2004,ARI,NL,gonzalu01,8250000
2008,LAA,AL,santaer01,420000
2005,NYA,AL,karsast01,6000000
1997,LAN,NL,gagnegr01,3000000
1997,BOS,AL,macksh01,1850000
2008,PIT,NL,meekev01,390000
1998,LAN,NL,howarth01,425000
2002,KCA,AL,shousbr01,215000
2011,OAK,AL,bartoda02,425000
2002,PHI,NL,mercahe01,255000
1986,KCA,AL,biancbu01,165000
2006,CLE,AL,blakeca01,3050000
1992,MIN,AL,harpebr01,2500000
2008,SFN,NL,durhara01,7500000
2000,LAN,NL,fettemi01,550000
1995,TEX,AL,foxer01,154000
1991,ATL,NL,leibrch01,1833333
1998,CLE,AL,martito02,190000
2001,TOR,AL,fryeje01,1000000
2000,SEA,AL,wilsoda01,4000000
1996,OAK,AL,groombu01,195000
1985,BAL,AL,lynnfr01,1090000
1998,TBA,AL,whiteri01,250000
1995,CHN,NL,bulliji01,187500
1993,FLO,NL,harvebr01,4225000
2002,NYA,AL,hitchst01,4936719
1996,CIN,NL,boonebr01,725000
2012,ATL,NL,oflaher01,2490000
1998,CLE,AL,ogeach01,1033333
2006,SLN,NL,loopebr01,3500000
1997,BAL,AL,hoilech01,3600000
2010,MIN,AL,moraljo02,412500
2006,BAL,AL,gomezch02,850000
2006,FLO,NL,ramirha01,327000
2012,PHI,NL,ruizca01,3700000
1997,CHA,AL,penato01,425000
1988,CLE,AL,snydeco02,185000
1997,SLN,NL,petkoma01,325000
1990,SEA,AL,swiftbi02,370000
1988,CAL,AL,hendrge01,989333
2007,SDN,NL,bowenro01,382300
1992,SFN,NL,manwaki01,360000
1992,LAN,NL,daviser01,3600000
2010,PIT,NL,ascanjo01,410000
1998,ARI,NL,sodowcl01,214000
1985,DET,AL,herndla01,675000
1995,PHI,NL,westda01,950000
1990,SEA,AL,bradlsc01,460000
2010,OAK,AL,pennicl01,405000
1994,TEX,AL,hulseda01,210000
1990,BAL,AL,bradlph01,1150000
2008,CIN,NL,freelry01,3000000
1989,OAK,AL,hassero01,600000
1989,BOS,AL,murphro01,295000
1985,BAL,AL,martiti01,440000
1997,MON,NL,bennesh01,150000
2006,TBA,AL,baldero01,2000000
1994,COL,NL,ritzke01,165000
2009,NYA,AL,teixema01,20625000
1997,NYA,AL,nelsoje01,1090000
1991,PIT,NL,palacvi01,125000
1992,ML4,AL,fettemi01,140000
1996,SDN,NL,steveto01,125000
2005,SDN,NL,eatonad01,3375000
2012,CHN,NL,bakerje03,1375000
1998,MON,NL,henlebo01,170000
2006,PHI,NL,santaju01,800000
1995,SLN,NL,saboch01,109000
1988,CHN,NL,durhale01,1383333
1995,TOR,AL,parrila02,290000
2001,ATL,NL,verasqu01,3900000
2001,BOS,AL,valenjo02,6350000
1997,PIT,NL,womacto01,160000
1993,NYN,NL,walkech01,635000
1995,BOS,AL,rodrica01,167000
1993,MON,NL,vandejo02,142500
1999,MIL,NL,belliro01,200000
1995,SLN,NL,urbanto01,150000
1992,TOR,AL,weathda01,121000
1992,CLE,AL,baergca01,525000
1997,SLN,NL,greensc01,150000
1990,SDN,NL,templga01,550000
1992,TEX,AL,husonje01,182500
1988,SLN,NL,lindeji01,75000
1999,NYA,AL,riverma01,4250000
2009,LAN,NL,loretma01,1250000
1998,KCA,AL,dyeje01,230000
1995,NYA,AL,kamiesc01,1100000
2003,MON,NL,stewasc01,327000
2010,NYA,AL,posadjo01,13100000
1998,TOR,AL,fernato01,2000000
2001,LAN,NL,olsongr01,1750000
2008,BOS,AL,pedrodu01,457000
2002,CLE,AL,lawtoma02,5250000
1996,HOU,NL,biggicr01,2075000
1985,DET,AL,brookto01,250000
2010,SEA,AL,snellia01,4450000
1999,TOR,AL,lloydgr01,1025000
1989,CLE,AL,olinst01,68000
2003,SDN,NL,hanseda01,550000
1997,PIT,NL,cummimi01,180000
2012,TBA,AL,niemaje01,2750000
2000,ARI,NL,finlest01,5375000
1989,KCA,AL,quiseda01,2515362
2011,HOU,NL,castrja01,421500
2008,CHN,NL,dempsry01,7333333
1996,CAL,AL,langsma01,5000000
1986,PHI,NL,kniceal01,80000
1997,COL,NL,pulliha01,150000
1993,SDN,NL,walteda01,132500
2009,SDN,NL,gilesbr02,9000000
1986,BOS,AL,quinore01,60000
2007,ARI,NL,byrneer01,4575000
2006,MIN,AL,cuddymi01,1300000
1994,MON,NL,millira01,600000
1996,TOR,AL,rislebi01,235000
2010,NYN,NL,tatisfe01,850000
1991,CIN,NL,armstja01,215000
1998,SLN,NL,claytro01,3500000
2008,NYN,NL,easleda01,950000
1996,BAL,AL,mussimi01,4000000
1985,LAN,NL,guerrpe01,1270000
1989,SDN,NL,abnersh01,77500
1999,TOR,AL,greenwi01,1000000
2009,LAA,AL,oliveda02,3665000
1989,CHA,AL,caldeiv01,380000
1988,CLE,AL,bandoch01,325000
1996,KCA,AL,howarda02,600000
1994,TEX,AL,beltres01,130000
1985,HOU,NL,reynocr01,350000
1993,NYA,AL,leyriji01,152000
2003,TOR,AL,huckake01,313000
1988,ATL,NL,rungepa01,107500
2009,SFN,NL,lowryno01,4750000
2010,CHN,NL,carides01,403000
2006,TBA,AL,childja01,327000
1999,FLO,NL,redmomi01,220000
2012,LAA,AL,harenda01,12750000
1998,LAN,NL,bruskji01,200000
2001,SEA,AL,olerujo01,6700000
2008,ATL,NL,soriara01,2650000
1986,LAN,NL,guerrpe01,1370000
1991,SDN,NL,anderla02,2000000
1996,KCA,AL,appieke01,5051250
2011,DET,AL,zumayjo01,1400000
2001,MIL,NL,belliro01,310000
1994,SLN,NL,gilkebe01,1635000
1995,MON,NL,grudzma01,109000
1992,CAL,AL,langsma01,3550000
2007,CHA,AL,anderbr03,390000
2003,BOS,AL,gonzadi01,300000
1997,CIN,NL,fordybr01,150000
2003,ARI,NL,koplomi01,300000
1986,CHA,AL,bradlsc01,66500
2007,HOU,NL,moehlbr01,500000
2009,NYA,AL,ramired01,422450
1987,CHN,NL,sandesc01,850000
2004,MIL,NL,kiescbr01,380000
1993,SDN,NL,teufeti01,762500
2006,SLN,NL,marquja01,5150000
1997,LAN,NL,zeileto01,3100000
2012,CHA,AL,thornma01,5500000
1989,CIN,NL,madissc01,70000
1995,MON,NL,perezca01,109000
2001,MIN,AL,maysjo01,260000
1998,CHA,AL,sierrru01,500000
2010,OAK,AL,sheetbe01,10000000
1990,ATL,NL,lillide01,135000
2008,LAA,AL,matthga02,9400000
2004,TOR,AL,kershja01,315000
2004,ANA,AL,ortizra01,3266667
1993,COL,NL,girarjo01,670000
1986,SLN,NL,smithoz01,1940000
1990,NYN,NL,omallto01,155000
1987,KCA,AL,quirkja01,200000
2004,SDN,NL,hernara02,2937500
1992,TEX,AL,palmede01,142500
2010,TOR,AL,valdeme01,409500
1994,SFN,NL,beckro01,750000
2001,TEX,AL,galaran01,6000000
2002,FLO,NL,leede02,2700000
2004,MIN,AL,roajo01,320000
1987,ATL,NL,alexado01,650000
1987,BOS,AL,hendeda01,525000
1993,BAL,AL,valenfe01,650000
2009,SLN,NL,ludwiry01,3700000
1993,NYN,NL,youngan01,205000
1996,NYN,NL,minorbl01,198000
2011,BOS,AL,gonzaad01,6300000
2004,TBA,AL,gipsoch01,350000
1996,CIN,NL,ruffijo01,195000
2011,HOU,NL,delroen01,417000
2012,BAL,AL,jonesad01,6150000
1985,BOS,AL,staplda01,325000
2004,TEX,AL,blaloha01,550000
2007,SFN,NL,zitoba01,10000000
1990,PHI,NL,lakest01,340000
1997,MIN,AL,ritchto01,150000
1999,PHI,NL,brewebi01,320000
1997,CIN,NL,taubeed01,900000
2007,NYN,NL,padilju01,384000
2010,PIT,NL,mccutan01,422500
2005,NYA,AL,sheffga01,13000000
2002,CHA,AL,glovega01,240000
1988,MIN,AL,lombast01,152500
2008,KCA,AL,hudsolu01,475000
2012,COL,NL,nelsoch01,480000
2004,HOU,NL,everead01,370000
2006,MIL,NL,sheetbe01,9625000
1995,FLO,NL,hernaje02,207281
2006,TOR,AL,lillyte01,4000000
1996,CAL,AL,dicksja01,109000
2012,CHN,NL,garzama01,9500000
2012,CIN,NL,stubbdr01,527500
1996,CLE,AL,leiussc01,300000
2004,CLE,AL,blakeca01,352400
2007,TEX,AL,sosasa01,500000
1997,NYA,AL,kellypa03,1100000
1989,MON,NL,johnsra05,70000
1986,CHA,AL,cowlejo01,295000
2010,BAL,AL,roberbr01,10000000
1990,HOU,NL,meadolo01,100000
2010,TEX,AL,andruel01,418420
2010,PIT,NL,doumiry01,3650000
2011,PHI,NL,bastaan01,419000
1996,TEX,AL,tettlmi01,1461649
2007,TEX,AL,youngmi02,3575000
1996,SLN,NL,gallemi01,300000
1994,CHN,NL,wendetu01,112000
2011,KCA,AL,maiermi01,459000
2002,BAL,AL,madurca01,270000
2009,TEX,AL,harrima01,405500
1987,MIN,AL,bushra01,300000
2007,ATL,NL,johnske05,380000
2006,CHA,AL,credejo01,2675000
1989,MON,NL,owensp01,565000
2007,FLO,NL,deazaal01,380000
1991,PHI,NL,lakest01,390000
2008,CLE,AL,sabatcc01,11000000
2003,OAK,AL,tejadmi01,5125000
2007,NYA,AL,cairomi01,750000
2011,OAK,AL,harderi01,1500000
1990,CLE,AL,skinnjo01,280000
1985,MIN,AL,smithmi03,335000
1993,CHA,AL,huffmi01,180000
2001,FLO,NL,owenser01,1250000
1995,KCA,AL,montgje01,4166667
1985,ATL,NL,benedbr01,545000
1999,PHI,NL,abreubo01,400000
2011,FLO,NL,sanchga01,431000
1992,CHA,AL,alvarwi01,130000
1997,ANA,AL,turnech01,155000
2004,ARI,NL,colbrgr01,2750000
2010,ATL,NL,hinsker01,1000000
1997,NYN,NL,baergca01,4750000
2000,COL,NL,maynebr01,1750000
1996,SFN,NL,dunstsh01,1460941
1995,ML4,AL,ignasmi01,125000
2012,CHA,AL,vicieda01,2500000
2004,ANA,AL,escobke01,5750000
1996,ML4,AL,loretma01,109000
2006,SDN,NL,cassisc01,328000
2000,CIN,NL,bicheda01,7000000
2001,ARI,NL,kimby01,762500
2005,SDN,NL,sweenma01,575000
1990,NYN,NL,violafr01,1966667
1996,CHN,NL,bullesc01,160000
2008,SLN,NL,ryanbr01,393000
1991,MON,NL,walkela01,185000
1992,KCA,AL,mcraebr01,275000
1991,DET,AL,gullibi01,1825000
1995,PIT,NL,martial03,375000
2008,SFN,NL,holmst01,390000
2000,COL,NL,ledesaa01,525000
2006,SDN,NL,roberda07,2250000
2002,SFN,NL,worreti01,1400000
2009,LAN,NL,wadeco01,402500
2005,LAN,NL,desseel01,1300000
2002,BOS,AL,daubabr01,2325000
1993,SDN,NL,brocado01,109000
2000,NYN,NL,piazzmi01,12071429
2010,CHN,NL,lillyte01,13000000
2006,HOU,NL,berkmla01,14500000
1993,TEX,AL,leibrch01,2833334
1989,SLN,NL,mathegr01,125000
1988,SFN,NL,leonaje01,900000
2012,ARI,NL,mileywa01,481000
1999,ANA,AL,washbja01,217500
1994,FLO,NL,mathete01,118000
1990,SDN,NL,schirca01,600000
1986,SEA,AL,phelpke01,235000
2011,OAK,AL,blevije01,420000
1989,TOR,AL,felixju01,68000
1994,TOR,AL,stewada01,4250000
1989,KCA,AL,sanchis01,70500
2009,OAK,AL,blevije01,405000
1995,COL,NL,munozmi01,300000
1996,TOR,AL,quantpa01,775000
2006,BOS,AL,schilcu01,13000000
2006,SFN,NL,niekrla01,345000
2004,ARI,NL,fossuca01,345000
2008,CHN,NL,blanche01,3175000
2010,PIT,NL,raynojo01,400000
1999,LAN,NL,brumfja01,385000
2010,CHA,AL,penara01,1200000
1987,KCA,AL,leibrch01,850000
1986,HOU,NL,hatchbi01,80000
1988,CLE,AL,thornan01,1100000
2007,BOS,AL,crispco01,3833333
2009,SDN,NL,hillsh01,500000
1990,DET,AL,mosebll01,1400000
1988,CIN,NL,saboch01,62500
1990,BOS,AL,rominke01,250000
1991,NYN,NL,herrto01,1400000
2006,TOR,AL,speieju01,2250000
1989,OAK,AL,cadargr01,154071
1991,MON,NL,sampebi01,161000
1995,SFN,NL,hillgl01,800000
1999,CHA,AL,thomafr04,7000000
2009,LAA,AL,escobke01,10000000
2010,BAL,AL,wiggity01,3500000
1991,LAN,NL,samueju01,1575000
1987,BAL,AL,arnolto01,62500
2009,DET,AL,seaybo01,1300000
1989,MON,NL,galaran01,865000
1996,HOU,NL,bagweje01,4875000
2012,LAA,AL,willije02,820000
2002,MON,NL,rodrihe02,300000
2011,TEX,AL,morelmi01,426000
1988,CHN,NL,palmera01,90000
1988,CAL,AL,downibr01,900000
1994,NYN,NL,bogarti01,162500
1997,FLO,NL,whisema01,150000
2010,BOS,AL,camermi01,7750000
1986,BAL,AL,davisst02,510000
1991,MON,NL,martide01,3333333
1985,BOS,AL,bucknbi01,747500
2006,OAK,AL,harderi01,1250000
1996,SDN,NL,lopezlu02,155000
1986,CHN,NL,speiech01,275000
1999,CHA,AL,fordybr01,230000
2003,DET,AL,patteda04,2500000
1990,LAN,NL,crewsti01,215000
2001,COL,NL,wasdijo01,975000
1992,SEA,AL,griffke02,2025000
1986,MON,NL,newmaal01,62500
1991,PIT,NL,smithza01,2225000
1997,SLN,NL,lankfra01,4466667
1988,CLE,AL,schatda01,325000
1999,NYN,NL,alfoned01,2800000
2003,TOR,AL,politcl01,845000
1998,KCA,AL,myersro02,195000
1992,DET,AL,fieldce01,4500000
2004,TOR,AL,wellsve01,870000
1995,ATL,NL,lemkema01,1250000
1995,TOR,AL,greensh01,130000
2005,SLN,NL,diazei01,600000
2011,KCA,AL,adcocna01,414000
1999,BOS,AL,portuma01,2700000
1990,ML4,AL,knudsma01,150000
2005,BOS,AL,paytoja01,3500000
2010,ATL,NL,diazma02,2550000
1986,SEA,AL,reedje01,81500
1997,CHN,NL,houstty01,185000
2002,ARI,NL,swindgr01,2833333
1991,NYA,AL,habyajo01,105000
2002,CHN,NL,bellhma01,224000
2008,LAA,AL,kotchca01,1450000
2009,MIL,NL,rivermi02,415000
2011,PIT,NL,olsensc01,450000
1987,CLE,AL,hallme01,550000
1990,MIN,AL,newmaal01,350000
1998,CHA,AL,bradfch01,170000
2009,FLO,NL,helmswe01,950000
2001,LAN,NL,donnech01,300000
1989,MIN,AL,gagnegr01,570000
1996,SFN,NL,javiest01,1000000
1999,ARI,NL,frascjo01,345000
1986,KCA,AL,jonesly01,185000
1999,MIL,NL,weathda01,405000
1993,CLE,AL,ojedabo01,1700000
1989,SLN,NL,pagnoto01,90000
2006,TOR,AL,frasoja01,359000
1997,CHN,NL,rojasme01,4583333
1993,PHI,NL,amaroru02,150000
2006,CHN,NL,howrybo01,3000000
1996,ATL,NL,jonesan01,109000
2009,DET,AL,anderjo03,400000
1985,TEX,AL,walkedu01,185000
2006,ARI,NL,hudsoor01,2300000
2012,CHN,NL,castile01,480000
1998,DET,AL,castifr01,1750000
2009,CHN,NL,milesaa01,2200000
1991,TEX,AL,bohanbr01,105000
2010,FLO,NL,sanchbr01,412500
2010,NYN,NL,reyesjo01,9375000
1994,SEA,AL,griffke02,5100000
1993,BOS,AL,penato01,2200000
1988,SFN,NL,melenfr01,70000
2004,SDN,NL,linebsc01,326000
1996,SDN,NL,hoffmtr01,955000
1997,LAN,NL,dreifda01,220000
1987,ATL,NL,mahleri01,695000
2006,COL,NL,torreyo01,850000
2005,CHN,NL,burnije01,4500000
1991,PIT,NL,walkbo01,850000
1999,TOR,AL,butlero01,275000
2006,MIN,AL,redmomi01,900000
1989,MON,NL,hudlere01,90000
1986,KCA,AL,balbost01,525000
1995,BOS,AL,haselbi01,200000
1987,LAN,NL,sciosmi01,875000
1995,OAK,AL,tombean01,129000
1986,MON,NL,thompsc01,170000
2004,PHI,NL,burrepa01,4250000
2004,CLE,AL,escobal01,302200
1999,SEA,AL,martied01,3500000
1992,MIN,AL,waynega01,155000
1997,MIN,AL,roberri02,205000
2001,MIN,AL,guarded01,1800000
