playerid,yearid,stint,teamid,lgid,w,l,g,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,baopp,era,ibb,wp,hbp,bk,bfp,gf,r,sh,sf,gidp
secrido01,1969,1,CHA,AL,0,1,19,0,0,0,0,120,35,27,7,14,23,0.0,6.0,2.0,1.0,1.0,0.0,170.0,7.0,28,,,
heaveda01,1975,1,SFN,NL,3,1,42,0,0,0,1,192,62,17,2,31,35,0.0,2.0,4.0,7.0,1.0,1.0,275.0,23.0,18,,,
leftwph01,1993,1,CAL,AL,4,6,12,12,1,0,0,242,81,34,5,27,31,0.0,3.0,1.0,1.0,3.0,0.0,343.0,0.0,35,,,
torremi01,1969,1,SLN,NL,10,4,24,15,3,0,0,323,96,43,7,62,61,0.0,3.0,2.0,4.0,3.0,0.0,467.0,2.0,47,,,
fishech04,1901,1,NY1,NL,0,0,1,1,0,0,0,12,11,7,0,2,1,0.0,15.0,,0.0,0.0,0.0,0.0,0.0,9,,,
batismi01,2000,1,MON,NL,0,1,4,0,0,0,0,25,19,13,2,3,7,0.0,14.0,0.0,0.0,2.0,0.0,49.0,0.0,14,,,
gladdfr01,1970,1,HOU,NL,7,4,63,0,0,0,18,213,84,32,4,24,46,0.0,4.0,8.0,7.0,3.0,0.0,324.0,44.0,39,,,
upshace01,1974,1,CLE,AL,0,1,7,0,0,0,0,24,10,3,1,4,7,0.0,3.0,1.0,0.0,0.0,0.0,36.0,5.0,4,,,
collior01,1909,1,WS1,AL,0,0,1,0,0,0,0,3,0,0,0,0,1,0.0,0.0,,0.0,0.0,0.0,3.0,1.0,0,,,
donohpe01,1921,1,CIN,NL,7,6,21,11,7,0,1,355,117,44,5,26,44,0.0,3.0,,1.0,0.0,0.0,485.0,7.0,48,,,
doschja01,1908,1,CIN,NL,1,3,7,4,3,0,0,133,31,9,1,22,7,0.0,1.0,,1.0,3.0,0.0,183.0,1.0,19,,,
boveemi01,1997,1,ANA,AL,0,0,3,0,0,0,0,10,3,2,1,1,5,0.0,5.0,0.0,0.0,0.0,0.0,14.0,3.0,2,,,
champbi01,1976,1,ML4,AL,0,1,10,3,0,0,0,73,35,19,0,13,8,0.0,7.0,2.0,3.0,1.0,0.0,115.0,1.0,20,,,
brownmo01,1907,1,CHN,NL,20,6,34,27,20,6,3,699,180,36,2,40,107,0.0,1.0,,4.0,6.0,0.0,881.0,7.0,51,,,
heatone01,1985,1,CLE,AL,9,17,36,33,5,1,0,623,244,113,19,80,82,0.0,4.0,2.0,2.0,7.0,2.0,921.0,2.0,119,,,
hunteji01,1991,1,ML4,AL,0,5,8,6,0,0,0,93,45,25,3,17,14,0.0,7.0,0.0,3.0,4.0,0.0,152.0,0.0,26,,,
sullito01,1888,1,KC2,AA,8,16,24,24,24,0,0,644,227,81,2,68,84,,3.0,,28.0,24.0,0.0,941.0,0.0,146,,,
wintecl01,1924,1,BOS,AL,0,1,4,2,0,0,0,21,22,16,0,4,3,0.0,20.0,,0.0,0.0,0.0,48.0,1.0,16,,,
gurala01,1983,1,KCA,AL,11,18,34,31,5,0,0,601,220,109,23,76,57,0.0,4.0,6.0,0.0,8.0,0.0,881.0,1.0,119,,,
gubicma01,1990,1,KCA,AL,4,7,16,16,2,0,0,282,101,47,5,38,71,0.0,4.0,4.0,2.0,4.0,1.0,409.0,0.0,48,,,
mcmahsa01,1893,1,BLN,NL,23,18,43,40,35,0,1,1039,378,168,6,156,79,0.0,4.0,,17.0,0.0,0.0,0.0,3.0,232,,,
buttefr01,1872,1,MID,,3,2,6,5,5,0,0,147,81,28,0,1,0,,5.0,,,,0.0,,,78,,,
youngcu01,1992,2,NYA,AL,3,0,13,5,0,0,0,130,51,16,1,10,13,0.0,3.0,1.0,0.0,2.0,0.0,188.0,3.0,21,,,
colemjo05,1974,1,DET,AL,14,12,41,41,11,2,0,857,272,137,30,158,177,0.0,4.0,13.0,13.0,12.0,0.0,1262.0,0.0,160,,,
willich01,1977,1,SFN,NL,6,5,55,8,1,0,0,358,116,53,9,60,41,0.0,4.0,16.0,3.0,3.0,0.0,512.0,10.0,62,,,
lapoida01,1989,1,NYA,AL,6,9,20,20,0,0,0,341,146,71,12,45,51,0.0,5.0,4.0,1.0,2.0,2.0,524.0,0.0,73,,,
troutdi01,1957,1,BAL,AL,0,0,2,0,0,0,0,1,4,3,0,0,0,0.0,81.0,0.0,0.0,0.0,0.0,5.0,1.0,3,,,
mcdonbe01,1993,1,BAL,AL,13,14,34,34,7,1,0,661,185,83,17,86,171,0.0,3.0,4.0,7.0,5.0,1.0,914.0,0.0,92,,,
millebo04,1973,2,DET,AL,4,2,22,0,0,0,1,126,34,16,3,22,23,0.0,3.0,2.0,1.0,0.0,0.0,174.0,10.0,16,,,
whiteea01,1931,1,DET,AL,13,16,34,34,22,0,0,814,287,123,22,118,81,0.0,4.0,,3.0,5.0,0.0,1197.0,0.0,152,,,
pillehe01,1922,1,DET,AL,19,12,40,37,18,4,1,824,270,87,6,95,71,0.0,2.0,,6.0,15.0,0.0,1183.0,3.0,110,,,
hartzpa01,1977,1,CAL,AL,8,12,41,23,6,0,4,568,200,75,14,38,79,0.0,3.0,6.0,5.0,4.0,1.0,793.0,12.0,92,,,
viaule01,1892,1,CL4,NL,0,1,1,1,0,0,0,3,5,4,0,1,0,0.0,36.0,,0.0,0.0,0.0,0.0,0.0,5,,,
johnsja02,2000,1,BAL,AL,1,10,25,13,0,0,0,323,119,84,21,61,79,0.0,7.0,2.0,3.0,4.0,0.0,501.0,3.0,95,,,
stanlbo01,1988,1,BOS,AL,6,4,57,0,0,0,5,305,90,36,6,29,57,0.0,3.0,7.0,5.0,7.0,1.0,419.0,31.0,41,,,
chrisla01,1983,1,PHI,NL,2,4,9,9,0,0,0,145,42,21,2,17,44,0.0,3.0,1.0,2.0,1.0,0.0,203.0,0.0,25,,,
astacpe01,1998,1,COL,NL,13,14,35,34,0,0,0,628,245,145,39,74,170,,6.0,0.0,2.0,17.0,0.0,938.0,0.0,160,,,
helliri01,2006,1,MIL,NL,0,2,20,2,0,0,0,105,25,16,6,15,32,,4.0,0.0,1.0,0.0,0.0,142.0,4.0,17,,,
nichotr01,1880,1,WOR,NL,0,2,2,2,2,0,0,53,29,8,0,4,4,0.0,4.0,,1.0,,0.0,85.0,0.0,16,,,
williwo02,2006,1,SDN,NL,12,5,25,24,0,0,0,436,152,59,21,35,72,,3.0,3.0,4.0,7.0,1.0,624.0,0.0,68,,,
dayza01,2006,2,WAS,NL,1,3,5,5,0,0,0,80,29,14,2,11,13,,4.0,1.0,1.0,2.0,0.0,119.0,0.0,15,,,
kitsofr01,1906,1,WS1,AL,6,14,30,21,15,1,0,591,196,80,2,57,59,0.0,3.0,,4.0,6.0,0.0,0.0,7.0,97,,,
kimbeha01,1937,1,SLA,AL,0,2,3,2,1,0,0,46,16,4,2,9,5,0.0,2.0,,1.0,0.0,0.0,72.0,1.0,13,,,
odayha01,1887,1,WS8,NL,8,20,30,30,29,0,0,764,255,118,15,109,86,0.0,4.0,,31.0,9.0,0.0,1122.0,0.0,197,,,
kimby01,2000,1,ARI,NL,6,6,61,1,0,0,14,212,52,35,9,46,111,0.0,4.0,5.0,3.0,9.0,2.0,320.0,30.0,39,,,
clearma01,1987,1,ML4,AL,8,5,58,1,0,0,6,235,70,39,9,55,81,0.0,4.0,3.0,3.0,5.0,0.0,360.0,37.0,46,,,
wertzbi01,1994,1,CLE,AL,0,0,1,0,0,0,0,13,9,5,0,1,1,0.0,10.0,0.0,0.0,0.0,0.0,23.0,0.0,5,,,
affelje01,2006,2,COL,NL,4,2,27,0,0,0,1,82,31,21,4,13,20,,6.0,3.0,0.0,1.0,0.0,128.0,9.0,23,,,
palmelo01,1974,1,SDN,NL,2,5,22,8,1,0,0,219,68,46,9,59,52,0.0,5.0,6.0,10.0,7.0,0.0,343.0,1.0,48,,,
glynned01,1985,1,MON,NL,0,0,3,0,0,0,0,7,5,5,0,4,2,0.0,19.0,0.0,0.0,0.0,0.0,16.0,0.0,5,,,
camniho01,1904,1,PIT,NL,1,4,10,2,2,0,0,147,48,23,0,20,21,0.0,4.0,,2.0,3.0,0.0,208.0,8.0,37,,,
deleojo01,1995,2,MON,NL,0,1,7,0,0,0,0,25,7,7,2,7,12,0.0,7.0,0.0,0.0,1.0,0.0,40.0,1.0,7,,,
kirbyjo01,1887,1,IN3,NL,1,6,8,8,5,0,0,186,70,42,3,43,7,0.0,6.0,,4.0,2.0,0.0,302.0,0.0,64,,,
valdeis01,2000,1,CHN,NL,2,4,12,12,0,0,0,201,71,40,17,27,45,0.0,5.0,2.0,0.0,2.0,0.0,291.0,0.0,40,,,
niekrph01,1981,1,ATL,NL,7,7,22,22,3,3,0,418,120,48,6,56,62,0.0,3.0,2.0,2.0,1.0,0.0,578.0,0.0,56,,,
ramirho01,2011,1,LAA,AL,1,0,12,0,0,0,0,27,16,6,1,2,4,,6.0,0.0,1.0,0.0,0.0,40.0,3.0,7,,,
wagnery01,2004,1,CIN,NL,3,2,49,0,0,0,0,155,59,27,7,27,37,0.0,4.0,2.0,6.0,2.0,0.0,242.0,5.0,31,,,
ellswdi01,1970,2,ML4,AL,0,0,14,0,0,0,1,47,11,3,0,3,9,0.0,1.0,0.0,1.0,1.0,0.0,61.0,4.0,3,,,
milletr02,2003,1,TOR,AL,2,2,79,0,0,0,3,158,46,27,7,28,44,0.0,4.0,3.0,2.0,5.0,0.0,233.0,18.0,30,,,
spaldal01,1876,1,CHN,NL,47,12,61,60,53,8,0,1586,542,103,6,26,39,0.0,1.0,,1.0,,0.0,2219.0,1.0,226,,,
sandesc02,1994,1,SDN,NL,4,8,23,20,0,0,1,333,103,59,10,48,109,0.0,4.0,4.0,10.0,5.0,1.0,485.0,2.0,63,,,
mallobo01,1943,1,CIN,NL,0,0,6,0,0,0,0,30,14,7,1,8,4,0.0,6.0,,0.0,0.0,0.0,29.0,3.0,8,,,
langedi01,1974,1,CAL,AL,3,8,21,18,1,0,0,341,111,48,10,47,57,0.0,3.0,0.0,3.0,4.0,1.0,504.0,0.0,63,,,
hemmige01,1897,1,LS3,NL,3,4,9,8,7,0,0,201,80,38,5,25,7,0.0,5.0,,1.0,1.0,0.0,0.0,1.0,59,,,
langedi01,1973,1,CAL,AL,2,1,17,4,1,0,0,158,61,26,9,21,27,0.0,4.0,2.0,1.0,1.0,0.0,238.0,4.0,30,,,
rodriro01,1967,1,KC1,AL,1,1,15,5,0,0,2,121,42,16,4,14,29,0.0,3.0,1.0,0.0,1.0,0.0,176.0,3.0,17,,,
cartepa01,1919,1,CHN,NL,5,4,28,7,2,0,1,255,81,25,1,28,17,0.0,2.0,,0.0,2.0,0.0,359.0,20.0,36,,,
leeth01,1948,1,NY1,NL,1,3,11,4,1,0,0,98,41,16,3,12,17,0.0,4.0,,0.0,1.0,0.0,150.0,0.0,20,,,
washbja01,2001,1,ANA,AL,11,10,30,30,1,0,0,580,196,81,25,54,126,,3.0,4.0,3.0,7.0,0.0,813.0,0.0,89,,,
pruiete01,1908,1,BOS,AL,1,7,13,6,1,1,2,176,55,13,1,21,28,0.0,1.0,,2.0,4.0,2.0,46.0,7.0,30,,,
willira01,2009,1,CHA,AL,0,1,25,0,0,0,0,53,13,9,2,12,22,,4.0,4.0,0.0,3.0,0.0,80.0,6.0,9,,,
coopewi01,1926,2,DET,AL,0,4,8,3,0,0,0,41,27,17,0,9,2,0.0,11.0,,0.0,3.0,0.0,78.0,0.0,18,,,
eckerde01,1996,1,SLN,NL,0,6,63,0,0,0,30,180,65,22,8,6,49,0.0,3.0,2.0,0.0,4.0,0.0,251.0,53.0,26,,,
rhoderi01,1978,1,LAN,NL,10,8,30,23,6,3,0,494,160,67,13,51,79,0.0,3.0,0.0,7.0,3.0,0.0,697.0,4.0,77,,,
hernaro01,1992,1,CHA,AL,7,3,43,0,0,0,12,213,45,13,4,20,68,0.0,1.0,1.0,2.0,4.0,0.0,277.0,27.0,15,,,
langedi01,1972,1,CAL,AL,0,0,2,1,0,0,0,23,7,4,0,2,8,0.0,4.0,0.0,1.0,0.0,0.0,32.0,0.0,4,,,
myersmi01,2006,1,NYA,AL,1,2,62,0,0,0,0,92,29,11,3,10,22,,3.0,1.0,1.0,3.0,0.0,132.0,6.0,14,,,
swancr01,1973,1,NYN,NL,0,1,3,1,0,0,0,25,16,8,2,2,4,0.0,8.0,0.0,0.0,0.0,0.0,42.0,0.0,9,,,
daussho01,1926,1,DET,AL,12,6,35,5,0,0,9,373,135,58,6,49,27,0.0,4.0,,0.0,0.0,0.0,536.0,23.0,63,,,
perezme01,1994,1,NYA,AL,9,4,22,22,1,0,0,454,134,69,16,58,109,0.0,4.0,5.0,7.0,3.0,1.0,632.0,0.0,74,,,
mclaufr01,1884,3,KCU,UA,0,0,2,1,0,0,0,30,15,6,0,2,3,,5.0,,0.0,,0.0,,1.0,12,,,
weathda01,2009,2,MIL,NL,1,3,25,0,0,0,0,72,26,13,3,11,10,,4.0,1.0,0.0,2.0,0.0,107.0,4.0,15,,,
pavanca01,2001,1,MON,NL,1,6,8,8,0,0,0,128,59,30,7,16,36,,6.0,1.0,0.0,2.0,1.0,199.0,0.0,33,,,
grantma01,1993,1,HOU,NL,0,0,6,0,0,0,0,33,11,1,0,5,6,0.0,0.0,2.0,0.0,0.0,0.0,46.0,3.0,4,,,
riedljo01,2001,1,CIN,NL,1,1,29,0,0,0,1,101,22,9,1,14,23,,2.0,0.0,5.0,2.0,0.0,136.0,14.0,9,,,
anderbr02,2001,1,ARI,NL,4,9,29,22,1,0,0,400,156,77,25,30,55,,5.0,2.0,2.0,1.0,1.0,571.0,1.0,93,,,
wadderu01,1897,1,LS3,NL,0,1,2,1,1,0,0,42,17,5,0,6,5,0.0,3.0,,0.0,1.0,0.0,64.0,1.0,6,,,
beckbo01,1945,2,PIT,NL,6,1,14,5,4,0,0,189,54,15,2,14,20,0.0,2.0,,0.0,0.0,0.0,248.0,2.0,19,,,
jonessh01,1950,1,NY1,NL,13,16,40,28,11,2,2,597,188,102,26,90,97,0.0,4.0,,2.0,7.0,0.0,858.0,4.0,114,,,
rabech01,1958,1,CIN,NL,0,3,9,1,0,0,0,56,25,9,3,9,10,0.0,4.0,0.0,0.0,0.0,0.0,87.0,1.0,10,,,
leecl02,2010,2,TEX,AL,4,6,15,15,2,0,0,326,103,48,11,12,96,,3.0,2.0,1.0,1.0,0.0,435.0,0.0,53,,,
yorkji01,1972,1,HOU,NL,0,1,26,0,0,0,0,108,45,21,3,18,25,0.0,5.0,3.0,3.0,1.0,0.0,164.0,14.0,21,,,
mcbridi01,1875,1,PH1,,44,14,60,60,59,6,0,1614,602,118,4,25,10,,1.0,,,,0.0,,,297,,,
gumpera01,1946,1,NYA,AL,11,3,33,12,4,0,1,398,113,34,8,32,63,0.0,2.0,,0.0,0.0,0.0,532.0,10.0,44,,,
hartefr01,1913,1,CIN,NL,1,1,17,2,0,0,0,140,47,20,3,19,10,0.0,3.0,,3.0,0.0,0.0,198.0,10.0,23,,,
ohmanwi01,2008,1,ATL,NL,4,1,83,0,0,0,1,176,51,24,3,22,53,,3.0,4.0,2.0,1.0,0.0,248.0,16.0,27,,,
stalltr01,1961,1,BOS,AL,2,7,43,14,1,0,2,398,110,72,15,96,109,0.0,4.0,2.0,3.0,1.0,0.0,587.0,10.0,75,,,
martiph01,1873,1,NY2,,0,1,6,1,1,0,0,102,50,13,0,7,1,,3.0,,,,0.0,,,37,,,
hraboal01,1970,1,SLN,NL,2,1,16,1,0,0,0,57,22,10,2,7,12,0.0,4.0,1.0,1.0,0.0,0.0,85.0,7.0,10,,,
keegaed01,1962,1,PHI,NL,0,0,4,0,0,0,0,24,6,2,1,5,5,0.0,2.0,0.0,0.0,1.0,0.0,34.0,3.0,2,,,
kraveke01,1982,1,CHN,NL,1,1,13,2,0,0,0,75,27,17,3,18,20,0.0,6.0,2.0,1.0,0.0,0.0,123.0,2.0,20,,,
johnsmi02,1997,2,MON,NL,2,5,11,11,0,0,0,150,54,33,8,21,28,0.0,5.0,2.0,4.0,0.0,0.0,220.0,0.0,34,,,
reynoro01,1914,1,DET,AL,5,3,26,7,3,1,0,234,62,18,0,39,31,0.0,2.0,,1.0,6.0,1.0,315.0,12.0,26,,,
vasbica01,1902,1,CLE,AL,0,0,2,0,0,0,0,15,5,5,1,8,2,0.0,9.0,,1.0,0.0,0.0,0.0,2.0,5,,,
perisma01,1999,1,TEX,AL,0,0,4,1,0,0,0,31,8,3,0,2,17,0.0,2.0,1.0,1.0,0.0,0.0,40.0,3.0,3,,,
alvarwi01,1992,1,CHA,AL,5,3,34,9,0,0,1,301,103,58,12,65,66,0.0,5.0,2.0,2.0,4.0,0.0,455.0,4.0,64,,,
thigpbo01,1991,1,CHA,AL,7,5,67,0,0,0,30,209,63,27,10,38,47,0.0,3.0,8.0,2.0,4.0,0.0,309.0,58.0,32,,,
meredcl01,2008,1,SDN,NL,0,3,73,0,0,0,0,211,79,32,6,24,49,,4.0,3.0,2.0,1.0,0.0,302.0,19.0,34,,,
blylebe01,1978,1,PIT,NL,14,10,34,34,11,4,0,731,217,82,17,66,182,0.0,3.0,5.0,6.0,6.0,2.0,1011.0,0.0,94,,,
milleju01,2002,1,TOR,AL,9,5,25,18,0,0,0,307,103,63,12,66,68,,5.0,2.0,6.0,11.0,0.0,469.0,2.0,70,,,
schored01,1915,1,CHN,NL,0,0,2,0,0,0,0,18,9,5,0,5,3,0.0,7.0,,0.0,0.0,0.0,29.0,1.0,5,,,
hobbigl01,1957,1,CHN,NL,0,0,2,0,0,0,0,13,6,5,0,5,3,0.0,10.0,0.0,1.0,0.0,0.0,24.0,1.0,5,,,
papeljo01,2007,1,BOS,AL,1,3,59,0,0,0,37,175,30,12,5,15,84,,1.0,0.0,0.0,4.0,0.0,224.0,53.0,12,,,
kerfech01,1990,2,ATL,NL,3,1,25,0,0,0,2,92,31,19,2,23,27,0.0,5.0,3.0,0.0,0.0,0.0,143.0,10.0,22,,,
uhlege01,1925,1,CLE,AL,13,11,29,26,17,1,0,632,218,96,5,78,68,0.0,4.0,,5.0,8.0,0.0,925.0,2.0,118,,,
walkuji02,1937,1,SLA,AL,9,12,27,18,6,0,0,451,218,123,16,83,46,0.0,7.0,,8.0,0.0,0.0,720.0,4.0,127,,,
suppaje01,1999,1,KCA,AL,10,12,32,32,4,1,0,626,222,105,28,62,103,0.0,4.0,4.0,5.0,3.0,1.0,887.0,0.0,113,,,
carltst01,1972,1,PHI,NL,27,10,41,41,30,8,0,1039,257,76,17,87,310,0.0,1.0,8.0,8.0,1.0,2.0,1351.0,0.0,84,,,
clarkma01,1997,1,NYN,NL,8,7,23,22,1,0,0,426,158,67,18,47,72,0.0,4.0,2.0,4.0,3.0,0.0,608.0,0.0,74,,,
wenzfr01,1968,1,BOS,AL,0,0,1,0,0,0,0,3,0,0,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0,,,
blankte01,1929,1,CHA,AL,0,2,8,1,0,0,0,55,28,18,3,9,7,0.0,8.0,,1.0,0.0,0.0,90.0,5.0,18,,,
gonzajo01,1937,1,BOS,AL,1,2,8,2,2,0,0,93,37,15,1,11,11,0.0,4.0,,0.0,0.0,0.0,140.0,3.0,16,,,
paronch01,2009,1,HOU,NL,0,0,6,0,0,0,0,20,15,9,4,1,3,,12.0,0.0,0.0,0.0,0.0,36.0,1.0,9,,,
frasoja01,2006,1,TOR,AL,3,2,51,0,0,0,0,150,47,24,8,17,51,,4.0,1.0,3.0,2.0,0.0,215.0,12.0,24,,,
daalom01,1994,1,LAN,NL,0,0,24,0,0,0,0,41,12,5,1,5,9,0.0,3.0,0.0,1.0,0.0,1.0,55.0,5.0,5,,,
allenjo02,1942,1,BRO,NL,10,6,27,15,5,1,3,354,106,42,11,39,50,0.0,3.0,,1.0,2.0,0.0,494.0,9.0,53,,,
adamste01,2000,1,LAN,NL,6,9,66,0,0,0,2,253,80,33,6,39,56,0.0,3.0,0.0,5.0,0.0,0.0,369.0,18.0,42,,,
russejo01,1921,1,CHA,AL,2,5,11,9,4,0,0,199,82,39,3,35,15,0.0,5.0,,0.0,1.0,0.0,306.0,1.0,42,,,
riskeda01,2010,1,MIL,NL,0,0,23,0,0,0,0,70,25,13,2,8,16,,5.0,0.0,1.0,2.0,0.0,104.0,5.0,14,,,
espinni01,1981,1,PHI,NL,2,5,14,14,2,0,0,221,98,50,11,24,22,0.0,6.0,2.0,1.0,1.0,0.0,327.0,0.0,52,,,
planter01,1993,1,SEA,AL,0,0,20,0,0,0,1,29,11,7,0,12,3,0.0,6.0,1.0,1.0,1.0,0.0,53.0,4.0,7,,,
seleaa01,1995,1,BOS,AL,3,1,6,6,0,0,0,97,32,11,3,14,21,0.0,3.0,0.0,3.0,3.0,0.0,146.0,0.0,14,,,
dotsori01,1984,1,CHA,AL,14,15,32,32,14,1,0,737,216,98,24,103,120,0.0,3.0,5.0,4.0,7.0,1.0,1035.0,0.0,110,,,
nelsore01,1911,1,SLA,AL,3,9,16,13,6,0,0,243,103,47,1,44,24,0.0,5.0,,5.0,7.0,2.0,369.0,3.0,68,,,
mannji01,2001,1,HOU,NL,0,0,4,0,0,0,0,16,3,2,0,4,5,,3.0,0.0,0.0,2.0,0.0,23.0,1.0,2,,,
sudhowi01,1899,2,SLN,NL,13,10,26,24,18,0,0,568,203,76,6,67,33,0.0,3.0,,2.0,15.0,0.0,0.0,2.0,110,,,
anderla02,1986,1,PHI,NL,0,0,10,0,0,0,0,38,19,6,0,3,9,0.0,4.0,0.0,0.0,0.0,0.0,55.0,1.0,8,,,
lewalde01,1981,1,CLE,AL,0,0,7,0,0,0,0,40,16,8,1,2,11,0.0,5.0,0.0,0.0,0.0,0.0,57.0,4.0,8,,,
darenvi01,2003,1,COL,NL,0,0,3,0,0,0,0,7,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,1,,,
knowlda01,1967,1,WS2,AL,6,8,61,1,0,0,14,340,91,34,5,52,85,0.0,2.0,12.0,2.0,4.0,3.0,465.0,35.0,37,,,
mantema01,1995,1,FLO,NL,0,1,12,0,0,0,0,40,12,7,1,13,15,0.0,4.0,0.0,1.0,0.0,0.0,64.0,3.0,8,,,
haasmo01,1979,1,ML4,AL,11,11,29,28,8,1,0,554,198,98,26,59,95,0.0,4.0,2.0,9.0,0.0,0.0,790.0,0.0,112,,,
leitema01,1998,1,PHI,NL,7,5,69,0,0,0,23,266,67,35,8,47,84,,3.0,5.0,5.0,8.0,0.0,378.0,50.0,36,,,
grimsja01,1996,1,CAL,AL,5,7,35,20,2,1,0,391,150,99,14,74,82,0.0,6.0,5.0,11.0,13.0,0.0,620.0,4.0,110,,,
toppiru01,1962,1,KC1,AL,0,0,2,0,0,0,0,6,1,3,0,5,1,0.0,13.0,0.0,0.0,0.0,0.0,11.0,1.0,3,,,
pinaho01,1970,1,WS2,AL,5,3,61,0,0,0,6,213,66,22,4,35,41,0.0,2.0,9.0,4.0,3.0,1.0,309.0,30.0,25,,,
smithbo01,1915,1,BUF,FL,0,0,1,0,0,0,0,3,1,2,0,2,0,9.0,18.0,,0.0,1.0,0.0,0.0,1.0,2,,,
willivi01,1906,1,PIT,NL,23,13,41,36,32,6,1,966,295,62,0,76,124,0.0,1.0,,8.0,5.0,0.0,1262.0,5.0,84,,,
martide01,1981,1,BAL,AL,14,5,25,24,9,2,0,537,173,66,10,62,88,0.0,3.0,1.0,6.0,2.0,1.0,753.0,0.0,84,,,
blackjo02,1953,1,BRO,NL,6,3,34,3,0,0,5,218,74,43,12,27,42,0.0,5.0,,0.0,1.0,1.0,315.0,17.0,46,,,
howelke01,1987,1,LAN,NL,3,4,40,2,0,0,1,165,54,30,7,29,60,0.0,4.0,2.0,5.0,0.0,1.0,239.0,17.0,32,,,
kiefejo01,1925,1,BOS,AL,0,2,2,2,0,0,0,45,20,10,0,9,4,0.0,6.0,,0.0,1.0,0.0,75.0,0.0,12,,,
pattebo01,1985,1,SDN,NL,0,0,3,0,0,0,0,12,13,11,2,3,1,0.0,24.0,0.0,0.0,0.0,1.0,26.0,2.0,11,,,
zitoba01,2012,1,SFN,NL,15,8,32,32,1,1,0,553,186,85,20,70,114,,4.0,6.0,1.0,5.0,0.0,799.0,0.0,91,,,
