playerid,yearid,teamid,lgid,round,pos,g,gs,innouts,po,a,e,dp,tp,pb,sb,cs
rizzuph01,1951,NYA,AL,WS,SS,6,6,159.0,14,23,1,8,0,,,
eyresc01,2002,SFN,NL,NLCS,P,4,0,5.0,0,0,0,0,0,,0.0,0.0
jonesja04,2007,CHN,NL,NLDS1,CF,3,3,75.0,3,0,0,0,0,,,
andujjo01,1985,SLN,NL,WS,P,2,1,12.0,0,1,0,0,0,,1.0,1.0
daviser01,2000,SLN,NL,NLDS1,RF,1,1,27.0,0,0,0,0,0,,,
greenmi01,1988,BOS,AL,ALCS,LF,4,4,102.0,4,0,0,0,0,,,
valenjo03,2000,CHA,AL,ALDS2,SS,3,3,82.0,10,17,1,5,0,,,
willidi01,1931,PHA,AL,WS,SS,7,7,183.0,7,24,0,2,0,,,
dunstsh01,1989,CHN,NL,NLCS,SS,5,5,126.0,10,14,1,1,0,,,
stewale01,1933,WS1,AL,WS,P,1,1,6.0,0,0,0,0,0,,0.0,0.0
martibi02,1956,NYA,AL,WS,2B,7,6,161.0,12,18,0,4,0,,,
sojolu01,1996,NYA,AL,WS,2B,3,0,30.0,4,2,0,0,0,,,
blausje01,1992,ATL,NL,NLCS,SS,7,7,171.0,8,17,2,1,0,,,
smithoz01,1996,SLN,NL,NLCS,SS,2,2,51.0,7,2,0,1,0,,,
rossco01,2010,SFN,NL,WS,RF,3,3,60.0,3,0,0,0,0,,,
groteje01,1978,LAN,NL,WS,C,2,0,11.0,3,0,0,0,0,0.0,0.0,0.0
pennohe01,1914,PHA,AL,WS,P,1,0,9.0,0,0,0,0,0,,1.0,1.0
hallji02,1965,MIN,AL,WS,CF,2,2,51.0,2,0,0,0,0,,,
wohlema01,1996,ATL,NL,NLCS,P,3,0,9.0,0,0,0,0,0,,0.0,0.0
smithlo01,1982,SLN,NL,WS,LF,6,6,144.0,11,0,0,0,0,,,
loftoke01,2002,SFN,NL,NLCS,CF,5,5,130.0,14,1,0,1,0,,,
bentoal01,1945,DET,AL,WS,P,3,0,14.0,0,3,0,0,0,,0.0,2.0
fernato01,1997,CLE,AL,WS,2B,5,3,110.0,9,14,2,3,0,,,
doylede01,1975,BOS,AL,ALCS,2B,3,3,81.0,5,8,1,2,0,,,
davisro01,1968,SLN,NL,WS,RF,2,2,51.0,5,0,0,0,0,,,
bellja01,1991,PIT,NL,NLCS,SS,7,7,189.0,12,19,1,2,0,,,
siebeno01,1967,BOS,AL,WS,RF,1,0,3.0,0,0,0,0,0,,,
posadjo01,2009,NYA,AL,WS,C,6,4,126.0,38,3,1,0,0,1.0,4.0,0.0
adamssp01,1931,SLN,NL,WS,3B,2,2,15.0,0,1,0,0,0,0.0,0.0,0.0
rockejo01,1999,ATL,NL,NLCS,P,6,0,20.0,0,0,0,0,0,,3.0,1.0
lewisdu01,1916,BOS,AL,WS,LF,5,5,147.0,9,1,0,0,0,,,
maddoga01,1977,PHI,NL,NLCS,CF,2,2,54.0,6,0,0,0,0,,,
schreos01,1905,PHA,AL,WS,C,3,3,69.0,17,4,0,1,0,0.0,8.0,2.0
burgesm01,1960,PIT,NL,WS,C,5,5,123.0,27,2,0,0,0,3.0,0.0,1.0
garcica01,1992,PIT,NL,NLCS,2B,1,0,3.0,0,0,0,0,0,,,
macksh01,1991,MIN,AL,ALCS,RF,5,5,138.0,3,0,1,0,0,,,
molinya01,2012,SLN,NL,NLDS1,C,5,5,129.0,43,2,0,0,0,0.0,0.0,0.0
schumha02,1937,NY1,NL,WS,P,1,1,18.0,0,1,0,0,0,,0.0,0.0
rislebi01,1995,SEA,AL,ALDS2,P,4,0,9.0,0,0,0,0,0,,0.0,0.0
friscfr01,1921,NY1,NL,WS,3B,8,8,213.0,12,23,2,3,0,,,
keyji01,1996,NYA,AL,ALDS2,P,1,1,15.0,0,0,0,0,0,,1.0,0.0
mayru01,1981,NYA,AL,AEDIV,P,1,0,6.0,0,0,1,0,0,,0.0,0.0
postwa01,1961,CIN,NL,WS,RF,2,2,51.0,2,0,0,0,0,,,
koufasa01,1959,LAN,NL,WS,P,2,1,27.0,0,0,0,0,0,,0.0,0.0
kentje01,2008,LAN,NL,NLCS,2B,2,0,22.0,1,2,0,0,0,,,
gonzalu01,1997,HOU,NL,NLDS2,LF,3,3,75.0,13,1,1,0,0,,,
bosweda01,1965,MIN,AL,WS,P,1,0,8.0,0,0,0,0,0,,2.0,0.0
mirabdo01,2003,BOS,AL,ALCS,C,3,2,54.0,15,0,0,0,0,1.0,1.0,0.0
helliri01,2003,FLO,NL,NLDS1,P,1,0,1.0,0,0,0,0,0,,0.0,0.0
bryanro01,1971,SFN,NL,NLCS,P,1,0,6.0,0,0,0,0,0,,0.0,0.0
greenha01,1935,DET,AL,WS,1B,2,2,54.0,17,2,3,2,0,,,
nelsoje01,2003,NYA,AL,ALCS,P,4,0,9.0,0,0,0,0,0,,0.0,0.0
breuema01,1942,NYA,AL,WS,P,1,0,0.0,0,0,1,0,0,,0.0,0.0
rodriau01,1981,NYA,AL,ALCS,3B,1,0,6.0,0,0,0,0,0,,,
belanma01,1979,BAL,AL,ALCS,SS,3,1,43.0,0,6,0,0,0,,,
carrocl02,1972,CIN,NL,WS,P,5,0,17.0,1,3,0,0,0,,0.0,1.0
eichhma01,1993,TOR,AL,WS,P,1,0,1.0,0,0,0,0,0,,0.0,0.0
forscbo01,1987,SLN,NL,WS,P,3,0,19.0,1,0,0,1,0,,0.0,0.0
hendrge01,1982,SLN,NL,NLCS,RF,3,3,81.0,5,0,0,0,0,,,
weavemo01,1933,WS1,AL,WS,P,1,1,31.0,1,5,0,0,0,,0.0,0.0
oroscje01,1996,BAL,AL,ALDS1,P,4,0,3.0,0,0,0,0,0,,1.0,0.0
merckke01,1991,ATL,NL,NLCS,P,1,0,2.0,0,0,0,0,0,,1.0,0.0
kimby01,2003,BOS,AL,ALDS2,P,1,0,2.0,0,0,0,0,0,,0.0,0.0
peraljh01,2012,DET,AL,ALDS2,SS,5,5,128.0,11,7,0,2,0,0.0,0.0,0.0
willimi02,1989,CHN,NL,NLCS,P,2,0,3.0,0,0,0,0,0,,1.0,0.0
brownbo04,1981,NYA,AL,WS,CF,1,0,6.0,1,0,0,0,0,,,
uribeju01,2005,CHA,AL,ALCS,SS,5,5,135.0,7,26,1,3,0,,,
grebecr01,1993,CHA,AL,ALCS,3B,1,0,3.0,0,0,0,0,0,,,
castito02,1993,TOR,AL,WS,P,2,0,10.0,0,0,0,0,0,,1.0,0.0
mcclell01,1989,CHN,NL,NLCS,C,2,0,6.0,3,0,0,0,0,0.0,1.0,0.0
martivi01,2007,CLE,AL,ALDS2,1B,1,1,27.0,9,0,0,1,0,,,
washicl01,1974,OAK,AL,ALCS,RF,3,3,81.0,11,0,0,0,0,,,
wilsoha01,1929,CHN,NL,WS,CF,5,5,131.0,14,0,1,0,0,,,
grossga01,2008,TBA,AL,WS,RF,1,1,24.0,1,0,0,0,0,,,
westbja01,2011,SLN,NL,WS,P,2,0,,1,0,0,0,0,,,
leyriji01,1998,SDN,NL,NLCS,1B,3,1,30.0,5,0,0,1,0,,,
brocklo01,1968,SLN,NL,WS,LF,7,7,186.0,14,0,1,0,0,,,
wrighgl01,1927,PIT,NL,WS,SS,4,4,104.0,5,13,1,2,0,,,
jenksbo01,2005,CHA,AL,WS,P,4,0,15.0,0,1,0,0,0,,1.0,0.0
escobke01,2007,LAA,AL,ALDS1,P,1,1,15.0,3,0,0,0,0,,1.0,0.0
bauerha01,1952,NYA,AL,WS,RF,7,5,153.0,10,0,0,0,0,,,
howarel01,1962,NYA,AL,WS,C,6,6,159.0,37,1,0,1,0,0.0,1.0,1.0
holkewa01,1917,NY1,NL,WS,1B,6,6,153.0,67,0,1,1,0,,,
hayesch01,1996,NYA,AL,WS,1B,1,0,6.0,1,0,0,1,0,,,
wynnema01,1989,CHN,NL,NLCS,CF,1,0,6.0,0,0,0,0,0,,,
timlimi01,2003,BOS,AL,ALCS,P,5,0,16.0,1,0,0,0,0,,1.0,0.0
armstja01,1990,CIN,NL,WS,P,1,0,9.0,0,0,0,0,0,,0.0,0.0
rizzuph01,1953,NYA,AL,WS,SS,6,6,156.0,11,19,1,4,0,,,
youngcu01,1990,OAK,AL,WS,P,1,0,3.0,0,0,0,0,0,,0.0,0.0
nehfar01,1923,NY1,NL,WS,P,2,2,49.0,0,6,0,1,0,,0.0,0.0
henketo01,1985,TOR,AL,ALCS,P,3,0,19.0,1,0,0,0,0,,1.0,2.0
schupfe01,1917,NY1,NL,WS,P,2,2,31.0,1,4,0,0,0,,1.0,1.0
martipe02,2004,BOS,AL,WS,P,1,1,21.0,0,0,0,0,0,,0.0,0.0
rommeed01,1931,PHA,AL,WS,P,1,0,3.0,0,0,0,0,0,,0.0,0.0
renteed01,2004,SLN,NL,WS,SS,4,4,102.0,9,7,1,2,0,,,
myersbr01,2008,PHI,NL,NLDS2,P,1,1,21.0,0,1,0,1,0,,0.0,0.0
jacksco01,2007,ARI,NL,NLCS,1B,2,2,51.0,13,2,2,1,0,,,
whitter01,1985,TOR,AL,ALCS,C,7,7,177.0,50,3,0,1,0,0.0,2.0,4.0
venturo01,2000,NYN,NL,WS,3B,5,5,140.0,1,8,0,1,0,,,
raridbi01,1919,CIN,NL,WS,C,5,5,135.0,25,3,1,0,0,0.0,4.0,3.0
birddo01,1978,KCA,AL,ALCS,P,2,0,3.0,0,0,0,0,0,,0.0,0.0
helliri01,2003,FLO,NL,WS,P,1,0,8.0,0,0,0,0,0,,0.0,0.0
walketo04,2006,SDN,NL,NLDS2,2B,3,2,53.0,6,8,0,7,0,,,
magrajo01,1987,SLN,NL,NLCS,P,1,1,12.0,0,1,0,0,0,,1.0,0.0
spilbry01,2009,COL,NL,NLDS2,RF,2,2,51.0,4,0,0,0,0,,,
isrinja01,2001,OAK,AL,ALDS2,P,2,0,6.0,0,0,0,0,0,,0.0,0.0
mcewijo01,2000,NYN,NL,NLDS2,LF,3,0,11.0,0,0,0,0,0,,,
rossco01,2010,SFN,NL,NLCS,RF,6,6,126.0,9,0,0,0,0,,,
olsongr02,1991,ATL,NL,WS,C,7,7,193.0,47,6,0,1,0,0.0,7.0,3.0
rolensc01,2006,SLN,NL,WS,3B,5,5,132.0,3,9,1,2,0,,,
zitoba01,2000,OAK,AL,ALDS1,P,1,1,17.0,0,0,0,0,0,,0.0,0.0
hawpebr01,2007,COL,NL,NLDS2,RF,3,3,81.0,4,0,0,0,0,,,
turneji01,1940,CIN,NL,WS,P,1,1,18.0,0,1,0,0,0,,0.0,0.0
rolfere01,1939,NYA,AL,WS,3B,4,4,111.0,4,8,1,2,0,,,
lairdge01,2012,DET,AL,ALDS2,C,2,2,48.0,14,1,0,0,0,0.0,2.0,1.0
garcino01,2003,BOS,AL,ALDS2,SS,5,5,146.0,5,18,1,0,0,,,
cedenro01,1999,NYN,NL,NLDS2,CF,1,0,3.0,0,0,0,0,0,,,
hendrel01,1974,BAL,AL,ALCS,C,3,2,57.0,11,1,0,0,0,0.0,1.0,2.0
litwhda01,1943,SLN,NL,WS,LF,4,4,102.0,12,0,0,0,0,,,
guilloz01,1999,ATL,NL,WS,SS,1,1,27.0,4,3,1,1,0,,,
stantmi02,1997,NYA,AL,ALDS1,P,3,0,3.0,0,0,0,0,0,,0.0,0.0
francje02,2005,ATL,NL,NLDS2,RF,4,4,130.0,9,0,0,0,0,,,
sandere02,2002,SFN,NL,NLCS,RF,4,4,100.0,15,0,0,0,0,,,
polanpl01,2011,PHI,NL,NLDS1,3B,5,5,,7,9,0,0,0,,,
larsedo01,1955,NYA,AL,WS,P,1,1,12.0,0,1,0,0,0,,1.0,0.0
baylodo01,1974,BAL,AL,ALCS,LF,4,4,105.0,9,0,0,0,0,,,
foggjo01,2007,COL,NL,NLCS,P,1,1,18.0,1,2,0,1,0,,0.0,0.0
pennybr01,2003,FLO,NL,WS,P,2,2,37.0,1,0,0,0,0,,1.0,0.0
glavito02,1997,ATL,NL,NLCS,P,2,2,40.0,0,4,0,0,0,,0.0,0.0
pinielo01,1976,NYA,AL,WS,RF,2,1,29.0,0,0,0,0,0,,,
hrbekke01,1991,MIN,AL,WS,1B,7,7,199.0,65,8,0,4,0,,,
shawbo01,1959,CHA,AL,WS,P,2,2,42.0,0,4,0,0,0,,2.0,0.0
johnslo01,1965,LAN,NL,WS,LF,7,7,180.0,13,1,1,0,0,,,
pavanca01,2009,MIN,AL,ALDS1,P,1,1,21.0,1,0,0,0,0,,0.0,0.0
landrti01,1983,BAL,AL,ALCS,RF,3,2,60.0,4,0,0,0,0,,,
robinbr01,1971,BAL,AL,WS,3B,7,7,183.0,6,17,2,1,0,,,
counscr01,2001,ARI,NL,NLDS2,2B,5,4,108.0,4,11,0,1,0,,,
jacksre01,1982,CAL,AL,ALCS,RF,5,5,120.0,3,0,0,0,0,,,
honeyri01,1996,SLN,NL,NLCS,P,5,0,12.0,0,0,0,0,0,,0.0,0.0
gullibi01,1981,MON,NL,NEDIV,P,1,1,23.0,0,2,0,0,0,,0.0,0.0
meuseir01,1922,NY1,NL,WS,LF,5,5,138.0,3,0,0,0,0,,,
wilsowi02,1984,KCA,AL,ALCS,CF,3,3,84.0,10,0,0,0,0,,,
rodriiv01,2003,FLO,NL,WS,C,6,6,165.0,49,4,0,1,0,0.0,2.0,2.0
walkegr01,1983,CHA,AL,ALCS,1B,1,1,21.0,7,1,0,2,0,,,
thompha02,1954,NY1,NL,WS,3B,4,4,111.0,5,12,0,1,0,,,
pettian01,2009,NYA,AL,ALDS1,P,1,1,19.0,0,0,0,0,0,,1.0,0.0
smithza01,1995,BOS,AL,ALDS1,P,1,0,4.0,0,0,0,0,0,,0.0,0.0
raschvi01,1952,NYA,AL,WS,P,3,2,51.0,0,1,0,0,0,,1.0,0.0
mantlmi01,1955,NYA,AL,WS,RF,2,1,45.0,2,0,0,0,0,,,
wilsocj01,2010,TEX,AL,ALDS1,P,1,1,19.0,0,1,0,0,0,,0.0,0.0
utleych01,2011,PHI,NL,NLDS1,2B,5,5,,10,18,0,4,0,,,
wallide01,1981,HOU,NL,NWDIV,1B,1,1,24.0,3,1,1,0,0,,,
northbi01,1974,OAK,AL,ALCS,CF,4,4,108.0,14,0,0,0,0,,,
sheripa01,1987,DET,AL,ALCS,RF,4,3,81.0,7,2,0,0,0,,,
mcdougi01,1955,NYA,AL,WS,3B,7,7,180.0,6,13,1,1,0,,,
colemvi01,1987,SLN,NL,WS,LF,7,7,177.0,10,2,0,0,0,,,
mordemi01,1996,ATL,NL,NLCS,3B,1,0,3.0,0,0,0,0,0,,,
naragha01,1954,CLE,AL,WS,C,1,0,3.0,1,0,0,0,0,0.0,0.0,0.0
messean01,1974,LAN,NL,NLCS,P,1,1,21.0,1,2,0,1,0,,0.0,0.0
lerchra01,1981,ML4,AL,AEDIV,P,1,1,18.0,0,1,0,1,0,,0.0,1.0
gantro01,1992,ATL,NL,NLCS,LF,7,7,172.0,16,0,0,0,0,,,
chavera01,2005,HOU,NL,NLDS2,1B,1,0,9.0,2,1,0,0,0,,,
guerrpe01,1983,LAN,NL,NLCS,3B,4,4,102.0,1,8,0,0,0,,,
caldwra02,1920,CLE,AL,WS,P,1,1,1.0,0,0,0,0,0,,0.0,0.0
yeagest01,1981,LAN,NL,WS,C,6,5,114.0,20,0,0,0,0,0.0,3.0,0.0
shoppke01,2007,CLE,AL,ALDS2,C,1,1,27.0,5,1,0,0,0,0.0,0.0,0.0
encarju01,2006,SLN,NL,NLCS,RF,6,6,156.0,7,1,0,1,0,,,
chalkda01,1980,KCA,AL,WS,3B,1,0,9.0,0,1,0,0,0,,,
sandera01,1944,SLN,NL,WS,1B,6,6,165.0,51,2,0,3,0,,,
marshmi01,1974,LAN,NL,NLCS,P,2,0,9.0,0,0,0,0,0,,0.0,0.0
knoblch01,1999,NYA,AL,ALCS,2B,5,5,126.0,8,10,1,3,0,,,
tinslle01,1995,BOS,AL,ALDS1,CF,1,1,38.0,1,0,0,0,0,,,
wheelda01,2008,TBA,AL,ALDS2,P,1,0,3.0,0,0,0,0,0,,0.0,0.0
lindeji01,1987,SLN,NL,WS,RF,1,0,3.0,0,0,0,0,0,,,
tinnibu01,1932,CHN,NL,WS,P,2,0,7.0,0,1,0,0,0,,0.0,0.0
mclouna01,2012,BAL,AL,ALWC,LF,1,1,27.0,3,0,0,0,0,0.0,0.0,0.0
caseyhu01,1947,BRO,NL,WS,P,6,0,31.0,2,3,0,1,0,,0.0,0.0
fuentbr01,2007,COL,NL,NLCS,P,4,0,11.0,0,0,0,0,0,,0.0,0.0
leibone01,1919,CHA,AL,WS,RF,4,3,93.0,3,0,0,0,0,,,
coggiri01,1974,BAL,AL,ALCS,RF,3,3,81.0,6,0,0,0,0,,,
brunter01,2008,PHI,NL,NLCS,LF,4,0,24.0,1,0,0,0,0,,,
rincoju01,2004,MIN,AL,ALDS2,P,3,0,10.0,0,0,0,0,0,,0.0,0.0
cardele01,1969,MIN,AL,ALCS,SS,3,3,94.0,14,12,1,3,0,,,
pennohe01,1926,NYA,AL,WS,P,3,2,66.0,0,6,0,0,0,,1.0,1.0
mcmicgr01,1996,ATL,NL,NLDS1,P,2,0,4.0,0,0,0,0,0,,0.0,0.0
raudo01,1974,LAN,NL,NLCS,P,1,1,2.0,0,0,0,0,0,,0.0,0.0
felizpe01,2009,PHI,NL,WS,3B,6,6,156.0,1,10,0,0,0,,,
wellsda01,2005,BOS,AL,ALDS1,P,1,1,20.0,1,1,0,0,0,,0.0,0.0
martivi01,2011,DET,AL,ALDS1,C,5,0,,0,0,0,0,0,,,
larkige01,1987,MIN,AL,WS,1B,1,0,3.0,1,0,0,0,0,,,
kentje01,2004,HOU,NL,NLCS,2B,7,7,175.0,14,18,0,2,0,,,
lucasga01,1986,CAL,AL,ALCS,P,4,0,7.0,0,0,0,0,0,,0.0,0.0
hatchmi01,1988,LAN,NL,NLCS,1B,6,6,126.0,33,1,2,6,0,,,
clemero02,2004,HOU,NL,NLDS2,P,2,2,36.0,1,1,0,0,0,,3.0,0.0
grangwa01,1968,SLN,NL,WS,P,1,0,6.0,0,1,0,1,0,,0.0,0.0
tarasto01,1993,ATL,NL,NLCS,LF,1,0,4.0,0,0,0,0,0,,,
lombavi01,1947,BRO,NL,WS,P,2,2,20.0,0,0,0,0,0,,0.0,0.0
rockejo01,1998,ATL,NL,NLCS,P,6,0,14.0,2,1,0,0,0,,0.0,1.0
bosweda01,1969,MIN,AL,ALCS,P,1,1,32.0,1,4,0,1,0,,0.0,2.0
jeterde01,2009,NYA,AL,ALCS,SS,6,6,176.0,10,23,1,4,0,,,
kaplega01,2004,BOS,AL,WS,RF,3,0,18.0,1,0,0,0,0,,,
gracema01,2001,ARI,NL,WS,1B,6,6,168.0,53,2,1,5,0,,,
lemkema01,1991,ATL,NL,WS,2B,6,6,172.0,14,19,1,4,0,,,
jeterde01,2002,NYA,AL,ALDS1,SS,4,4,102.0,3,13,1,5,0,,,
hergema01,2007,COL,NL,NLCS,P,3,0,9.0,1,0,0,0,0,,0.0,0.0
perezol01,2006,NYN,NL,NLCS,P,2,2,35.0,0,0,0,0,0,,1.0,0.0
winnihe01,1990,CIN,NL,NLCS,CF,2,2,51.0,7,0,0,0,0,,,
bellira01,1996,ATL,NL,NLDS1,SS,3,0,9.0,0,0,0,0,0,,,
burnsge01,1921,NY1,NL,WS,CF,8,8,213.0,9,0,0,0,0,,,
dwyerji01,1983,BAL,AL,ALCS,RF,1,1,24.0,4,0,0,0,0,,,
quantpa01,2004,NYA,AL,ALDS2,P,2,0,6.0,0,1,0,0,0,,0.0,0.0
gutiefr01,2007,CLE,AL,ALDS2,RF,4,2,69.0,7,0,0,0,0,,,
johnsbo03,1972,PIT,NL,NLCS,P,2,0,18.0,0,0,0,0,0,,1.0,1.0
ruthvdi01,1978,PHI,NL,NLCS,P,1,1,14.0,0,0,0,0,0,,1.0,0.0
bakopa01,2000,ATL,NL,NLDS1,C,2,1,12.0,4,0,1,0,0,0.0,0.0,0.0
richabo01,1964,NYA,AL,WS,2B,7,7,186.0,19,19,2,5,0,,,
boonebr01,1995,CIN,NL,NLDS2,2B,3,3,72.0,7,5,0,0,0,,,
mauerjo01,2010,MIN,AL,ALDS2,C,3,3,78.0,18,1,1,0,0,0.0,4.0,0.0
grossga01,2008,TBA,AL,ALCS,RF,6,4,104.0,9,1,0,0,0,,,
uribeju01,2010,SFN,NL,NLCS,SS,3,2,57.0,2,7,0,1,0,,,
evansdw01,1988,BOS,AL,ALCS,RF,4,4,102.0,11,0,0,0,0,,,
abbotku01,1997,FLO,NL,NLDS1,2B,2,2,33.0,3,6,0,2,0,,,
ramirma02,2009,LAN,NL,NLCS,LF,5,5,120.0,9,0,0,0,0,,,
stanlmi01,1972,DET,AL,ALCS,CF,2,1,36.0,5,0,0,0,0,,,
lemkema01,1992,ATL,NL,NLCS,3B,1,0,6.0,0,0,0,0,0,,,
jonesan01,2004,ATL,NL,NLDS2,CF,5,5,138.0,12,1,0,0,0,,,
liddldo01,1954,NY1,NL,WS,P,2,1,21.0,0,1,1,0,0,,0.0,0.0
shubage01,1952,BRO,NL,WS,LF,3,3,60.0,7,0,0,0,0,,,
bellge02,1985,TOR,AL,ALCS,LF,7,7,186.0,13,0,0,0,0,,,
honeyri01,1988,OAK,AL,ALCS,P,3,0,6.0,0,0,0,0,0,,0.0,0.0
daviski01,1933,NY1,NL,WS,CF,5,5,132.0,6,0,0,0,0,,,
grovele01,1931,PHA,AL,WS,P,3,3,78.0,0,0,0,0,0,,2.0,0.0
russebi01,1981,LAN,NL,WS,SS,6,6,153.0,4,26,1,3,0,,,
heathmi02,1978,NYA,AL,WS,C,1,0,3.0,0,0,0,0,0,0.0,0.0,0.0
coraal01,2008,BOS,AL,ALCS,SS,2,2,51.0,4,4,0,0,0,,,
jonesch06,1997,ATL,NL,NLCS,3B,6,6,156.0,1,8,0,0,0,,,
gantro01,1992,ATL,NL,WS,LF,3,2,63.0,3,1,0,0,0,,,
mantlmi01,1960,NYA,AL,WS,CF,7,7,183.0,14,0,0,0,0,,,
rueteki01,2002,SFN,NL,WS,P,2,1,30.0,1,3,0,1,0,,0.0,0.0
raschvi01,1947,NYA,AL,WS,P,2,0,4.0,0,0,0,0,0,,0.0,0.0
witasja01,2001,NYA,AL,ALDS2,P,1,0,2.0,0,0,0,0,0,,0.0,0.0
petkoma01,1996,SLN,NL,NLCS,P,6,0,22.0,1,2,1,1,0,,1.0,0.0
valvejo01,2011,DET,AL,ALDS1,P,3,0,,0,0,0,0,0,,,
pettian01,2010,NYA,AL,ALCS,P,1,1,21.0,0,3,0,0,0,,0.0,0.0
wittmi01,1986,CAL,AL,ALCS,P,2,2,53.0,2,4,0,0,0,,0.0,0.0
oneilpa01,1999,NYA,AL,ALDS2,RF,2,2,48.0,4,0,0,0,0,,,
wilsoji01,1930,SLN,NL,WS,C,4,4,105.0,23,1,0,0,0,1.0,0.0,1.0
vukovge01,1981,PHI,NL,NEDIV,RF,2,1,33.0,6,1,0,0,0,,,
robinke02,2001,SLN,NL,NLDS2,LF,3,0,8.0,0,0,0,0,0,,,
nenro01,1997,FLO,NL,WS,P,4,0,14.0,0,0,0,0,0,,0.0,0.0
torreyo01,2011,TEX,AL,WS,C,1,1,,8,1,0,0,0,0.0,0.0,1.0
oliveda02,2006,NYN,NL,NLCS,P,1,0,18.0,0,2,0,0,0,,0.0,0.0
fultzaa01,2002,SFN,NL,WS,P,2,0,7.0,0,0,0,0,0,,0.0,0.0
etchean01,1971,BAL,AL,ALCS,C,2,1,36.0,11,0,0,0,0,0.0,0.0,2.0
cabreme01,2009,NYA,AL,ALDS1,RF,1,0,3.0,0,0,0,0,0,,,
pinsova01,1961,CIN,NL,WS,CF,5,5,132.0,18,1,1,0,0,,,
mcgeewi01,1982,SLN,NL,WS,CF,6,6,156.0,24,0,0,0,0,,,
willige02,1998,ATL,NL,NLCS,LF,2,0,9.0,0,0,0,0,0,,,
