playerid,awardid,yearid,lgid,tie,notes
johnswa01,Baseball Magazine All-Star,1912,AL,,P1
lyonste01,Baseball Magazine All-Star,1927,AL,,P1
earnsge01,TSN All-Star,1931,ML,,P
maranra01,Baseball Magazine All-Star,1916,NL,,SS
scottji01,Baseball Magazine All-Star,1915,AL,,P2
ramirha01,Silver Slugger,2009,NL,,SS
scottge02,Gold Glove,1976,AL,,1B
grimebu01,Baseball Magazine All-Star,1921,NL,,P1
glavito02,Silver Slugger,1998,NL,,P
antonjo02,TSN All-Star,1959,ML,,P
crespcr01,Baseball Magazine All-Star,1941,NL,,2B
carltst01,Pitching Triple Crown,1972,NL,,
harreke01,TSN Player of the Year,1968,AL,,
sasakka01,Rookie of the Year,2000,AL,,
whitebi03,Gold Glove,1964,NL,,1B
crawfca02,Gold Glove,2010,AL,,OF
dimagjo01,Baseball Magazine All-Star,1937,ML,,CF
gehrilo01,Baseball Magazine All-Star,1930,AL,,1B
yastrca01,TSN All-Star,1965,AL,,OF
griffke02,Gold Glove,1994,AL,,OF
mcdowja01,TSN Pitcher of the Year,1993,AL,,
torrejo01,TSN All-Star,1965,NL,,C
grubeke01,Gold Glove,1990,AL,,3B
marshmi01,TSN Fireman of the Year,1973,NL,,
yorkru01,Baseball Magazine All-Star,1943,ML,,1B
randowi01,TSN All-Star,1987,AL,,2B
donohpe01,Baseball Magazine All-Star,1925,NL,,P3
kinerra01,Baseball Magazine All-Star,1949,NL,,LF
friscfr01,Baseball Magazine All-Star,1931,ML,,2B
daubeja01,Most Valuable Player,1913,NL,,
bottoji01,Most Valuable Player,1928,NL,,
spahnwa01,TSN Pitcher of the Year,1957,NL,,
gibsobo01,Gold Glove,1965,NL,,P
ruthba01,Baseball Magazine All-Star,1931,AL,,RF
heckegu01,Pitching Triple Crown,1884,AA,,
seaveto01,TSN All-Star,1969,NL,,RHP
hunteto01,Branch Rickey Award,2009,ML,,
oneilst01,Baseball Magazine All-Star,1920,AL,,C
koufasa01,TSN All-Star,1966,NL,,P
boggswa01,Silver Slugger,1993,AL,,3B
jeterde01,Hank Aaron Award,2009,AL,,
roushed01,Baseball Magazine All-Star,1924,ML,,CF
willite01,Baseball Magazine All-Star,1950,AL,,LF
eckerde01,TSN Fireman of the Year,1992,AL,,
hafeych01,Baseball Magazine All-Star,1929,NL,,LF
newhoha01,Pitching Triple Crown,1945,AL,,
reulbed01,Baseball Magazine All-Star,1908,NL,,P5
versazo01,Most Valuable Player,1965,AL,,
mathech01,Pitching Triple Crown,1908,NL,,
bakerdu01,NLCS MVP,1977,NL,,
fernato01,Gold Glove,1988,AL,,SS
berryke01,Gold Glove,1972,AL,,OF
stargwi01,Babe Ruth Award,1979,NL,,1B
williea02,Rookie of the Year,1971,NL,,
mayswi01,TSN All-Star,1959,ML,,OF
ramirma02,Hank Aaron Award,2004,AL,,
deandi01,Baseball Magazine All-Star,1934,ML,,P1
evansdw01,TSN All-Star,1984,AL,,OF
nealch01,Gold Glove,1959,NL,,2B
fellebo01,Baseball Magazine All-Star,1940,AL,,P1
griffke02,Comeback Player of the Year,2005,NL,,
oneilst01,Baseball Magazine All-Star,1919,AL,,C
clemero01,Most Valuable Player,1966,NL,,
shantbo01,Gold Glove,1963,NL,,P
alfonan01,TSN Fireman of the Year,2000,NL,,
floodcu01,TSN All-Star,1968,NL,,OF
hendrge01,Silver Slugger,1980,NL,,OF
ruthba01,Baseball Magazine All-Star,1926,AL,,OF
mcgrifr01,Silver Slugger,1992,NL,,1B
cordech01,Rolaids Relief Man Award,2005,NL,,
rudijo01,TSN All-Star,1976,AL,,OF
smithoz01,NLCS MVP,1985,NL,,
hollima01,NLCS MVP,2007,NL,,
jacksjo01,Baseball Magazine All-Star,1912,AL,,OF
willibi01,TSN All-Star,1972,NL,,OF
riceji01,Most Valuable Player,1978,AL,,
wellsve01,Gold Glove,2004,AL,,OF
bakerfr01,Baseball Magazine All-Star,1911,AL,,3B
sandbry01,Silver Slugger,1985,NL,,2B
whitede03,Gold Glove,1988,AL,,OF
jeterde01,TSN All-Star,2007,AL,,SS
whitnpi01,Baseball Magazine All-Star,1937,ML,,3B
jonesra01,TSN All-Star,1975,NL,,LHP
mageesh01,Baseball Magazine All-Star,1910,NL,,LF
camildo01,Baseball Magazine All-Star,1941,NL,,1B
ripkeca01,Silver Slugger,1985,AL,,SS
kaatji01,Gold Glove,1965,AL,,P
vaughmo01,Silver Slugger,1995,AL,,1B
thomafr04,Silver Slugger,1994,AL,,1B
kinerra01,Baseball Magazine All-Star,1950,NL,,LF
shantbo01,Most Valuable Player,1952,AL,,
smithoz01,Gold Glove,1981,NL,,SS
murphda05,Lou Gehrig Memorial Award,1985,ML,,
bridgto01,Baseball Magazine All-Star,1936,ML,,P3
lemonbo01,TSN All-Star,1948,ML,,P
jeterde01,Silver Slugger,2009,AL,,SS
garcida01,Silver Slugger,1982,AL,,2B
santibe01,Gold Glove,1990,NL,,C
thompda01,Hutch Award,1974,ML,,
pettiga01,Gold Glove,1990,AL,,OF
loftoke01,Gold Glove,1994,AL,,OF
sewelri01,Baseball Magazine All-Star,1943,ML,,P3
pujolal01,TSN All-Star,2005,NL,,1B
willima04,Silver Slugger,1997,AL,,3B
cobbty01,Baseball Magazine All-Star,1911,AL,,CF
cochrmi01,Baseball Magazine All-Star,1932,AL,,C
parkeda01,Gold Glove,1978,NL,,OF
sosasa01,Silver Slugger,1998,NL,,OF
delgaca01,TSN All-Star,2003,AL,,1B
fingero01,Most Valuable Player,1981,AL,,
bakerfr01,Baseball Magazine All-Star,1914,ML,,3B
wheatza01,Baseball Magazine All-Star,1925,ML,,LF
rodriiv01,Gold Glove,2007,AL,,C
mantlmi01,Most Valuable Player,1962,AL,,
mattido01,Gold Glove,1994,AL,,1B
chandsp01,Baseball Magazine All-Star,1943,AL,,P1
rodriiv01,Silver Slugger,1994,AL,,C
bagweje01,Most Valuable Player,1994,NL,,
willima04,TSN All-Star,1990,NL,,3B
ruthba01,Baseball Magazine All-Star,1928,AL,,OF
bonilbo01,TSN All-Star,1991,NL,,OF
carltst01,TSN All-Star,1980,NL,,LHP
collied01,Baseball Magazine All-Star,1915,ML,,2B
sullibi03,Baseball Magazine All-Star,1909,AL,,C2
willicy01,Baseball Magazine All-Star,1915,NL,,CF
gibsobo01,Cy Young Award,1968,NL,,
henderi01,Gold Glove,1981,AL,,OF
easleda01,Silver Slugger,1998,AL,,2B
duganjo01,Baseball Magazine All-Star,1922,ML,,3B
benchjo01,Most Valuable Player,1970,NL,,
rosenal01,TSN All-Star,1953,ML,,3B
salmoti01,TSN All-Star,1997,AL,,OF
hernake01,Gold Glove,1984,NL,,1B
yorkru01,Baseball Magazine All-Star,1944,ML,,1B
lidgebr01,Comeback Player of the Year,2008,NL,,
palmeji01,Gold Glove,1976,AL,,P
rosebjo01,Gold Glove,1961,NL,,C
podrejo01,World Series MVP,1955,ML,,
whitefr01,Gold Glove,1987,AL,,2B
kingmda01,TSN All-Star,1979,NL,,OF
cobbty01,Baseball Magazine All-Star,1913,ML,,OF
leonade01,Hutch Award,1986,ML,,
gehrilo01,Baseball Magazine All-Star,1934,ML,,1B
gehrilo01,TSN All-Star,1931,ML,,1B
bondsba01,Silver Slugger,1990,NL,,OF
rolensc01,TSN All-Star,2003,NL,,3B
garvest01,Lou Gehrig Memorial Award,1984,ML,,
camparo01,TSN All-Star,1955,ML,,C
vaughar01,Baseball Magazine All-Star,1933,NL,,SS
fregoji01,TSN All-Star,1967,AL,,SS
morgajo02,TSN All-Star,1977,NL,,2B
bellhe01,TSN Reliever of the Year,2010,NL,,
lajoina01,Baseball Magazine All-Star,1910,ML,,2B
gomezle01,Baseball Magazine All-Star,1932,ML,,P3
newhoha01,Baseball Magazine All-Star,1944,ML,,P1
foxxji01,TSN All-Star,1938,ML,,1B
willite01,TSN All-Star,1955,ML,,OF
rodriiv01,Gold Glove,2000,AL,,C
brettge01,Lou Gehrig Memorial Award,1986,ML,,
gehrich01,Baseball Magazine All-Star,1937,ML,,2B
molinya01,Gold Glove,2011,NL,,C
sandbry01,TSN All-Star,1991,NL,,2B
valenfe01,TSN Pitcher of the Year,1981,NL,,
bresnro01,Baseball Magazine All-Star,1908,ML,,C
peterga01,Rookie of the Year,1963,AL,,
greensh01,Silver Slugger,1999,AL,,OF
trammal01,TSN All-Star,1988,AL,,SS
cochrmi01,TSN All-Star,1930,ML,,C
hubbeca01,Baseball Magazine All-Star,1936,NL,,P1
lyonste01,Baseball Magazine All-Star,1925,AL,,P2
cochrmi01,Baseball Magazine All-Star,1930,AL,,C
rhoderi01,Silver Slugger,1986,NL,,P
rolensc01,Gold Glove,2004,NL,,3B
collied01,Baseball Magazine All-Star,1912,AL,,2B
cobbty01,Baseball Magazine All-Star,1912,AL,,OF
freylo01,Baseball Magazine All-Star,1939,NL,,2B
cutshge01,Baseball Magazine All-Star,1918,NL,,2B
traynpi01,Baseball Magazine All-Star,1929,NL,,3B
gossari01,TSN Fireman of the Year,1975,AL,,
suzukic01,Most Valuable Player,2001,AL,,
grovele01,Baseball Magazine All-Star,1929,AL,,P1
ripkeca01,TSN All-Star,1983,AL,,SS
lawve01,TSN All-Star,1960,ML,,P
dimagjo01,Baseball Magazine All-Star,1946,AL,,CF
hoffmtr01,TSN Fireman of the Year,1998,NL,,
brandja01,Gold Glove,1959,NL,,LF
sundbji01,Gold Glove,1978,AL,,C
blefacu01,Rookie of the Year,1965,AL,,
bondsba01,TSN All-Star,2001,NL,,OF
chandsp01,TSN All-Star,1943,ML,,P
seweljo01,Baseball Magazine All-Star,1926,AL,,SS
palmeji01,TSN All-Star,1973,AL,,RHP
santoro01,Gold Glove,1965,NL,,3B
bondsba01,TSN All-Star,1993,NL,,OF
rayjo01,Silver Slugger,1983,NL,,2B
camparo01,Baseball Magazine All-Star,1949,NL,,C
mathech01,Baseball Magazine All-Star,1913,NL,,P1
carewro01,TSN Player of the Year,1977,AL,,
barrere01,Baseball Magazine All-Star,1945,NL,,P3
mayoed01,TSN Player of the Year,1945,AL,,
johnswa01,Baseball Magazine All-Star,1924,AL,,P1
verlaju01,TSN Pitcher of the Year,2011,AL,,
sutclri01,Lou Gehrig Memorial Award,1987,ML,,
benchjo01,Gold Glove,1977,NL,,C
aparilu01,TSN All-Star,1972,AL,,SS
laryfr01,TSN All-Star,1961,AL,,P
mcgwima01,TSN All-Star,1996,AL,,1B
hornsro01,Baseball Magazine All-Star,1923,NL,,2B
greenha01,TSN All-Star,1940,ML,,OF
fellebo01,Baseball Magazine All-Star,1946,AL,,P1
crawfsa01,Baseball Magazine All-Star,1909,AL,,LF
cochrmi01,TSN All-Star,1929,ML,,C
lordha01,Baseball Magazine All-Star,1910,AL,,3B
kurowwh01,Baseball Magazine All-Star,1945,NL,,3B
morgajo02,TSN Major League Player of the Year,1976,ML,,
fordwh01,Babe Ruth Award,1961,AL,,P
robinfr02,TSN All-Star,1962,NL,,OF
peavyja01,TSN All-Star,2007,NL,,SP
shantbo01,Gold Glove,1958,AL,,P
griffke02,TSN All-Star,1994,AL,,OF
rizzuph01,TSN All-Star,1952,ML,,SS
duganjo01,Baseball Magazine All-Star,1923,AL,,3B
davisma01,TSN Fireman of the Year,1989,NL,,
ramirma02,TSN All-Star,1995,AL,Y,OF
jeterde01,Babe Ruth Award,2000,AL,,SS
riverma01,Babe Ruth Award,1999,AL,,RP
sundbji01,Gold Glove,1979,AL,,C
palmera01,Silver Slugger,1998,AL,,1B
ausmubr01,Gold Glove,2002,NL,,C
greenha01,Baseball Magazine All-Star,1940,ML,,LF
grissma02,Gold Glove,1996,NL,,OF
griffke02,Silver Slugger,1998,AL,,OF
clarkfr01,Baseball Magazine All-Star,1908,ML,,LF
tananfr01,TSN All-Star,1976,AL,,LHP
renteed01,Silver Slugger,2003,NL,,SS
jayjo01,TSN All-Star,1961,NL,,P
larkiba01,Silver Slugger,1995,NL,,SS
puckeki01,Gold Glove,1986,AL,,OF
ruelmu01,Baseball Magazine All-Star,1925,AL,,C1
ripkeca01,Silver Slugger,1984,AL,,SS
chaseha01,Baseball Magazine All-Star,1908,ML,,1B
cobbty01,Baseball Magazine All-Star,1908,ML,,RF
lazzeto01,Baseball Magazine All-Star,1930,AL,,3B
gomezle01,Baseball Magazine All-Star,1934,ML,,P2
aaronha01,TSN All-Star,1969,NL,,OF
raineti01,All-Star Game MVP,1987,ML,,
gehrilo01,TSN Guide MVP,1931,AL,,
bendech01,Baseball Magazine All-Star,1911,AL,,P4
kellge01,Baseball Magazine All-Star,1950,ML,,3B
bancrda01,Baseball Magazine All-Star,1915,ML,,SS
guerrvl01,TSN All-Star,1999,NL,,OF
mccovwi01,Hutch Award,1977,ML,,
ofarrbo01,Most Valuable Player,1926,NL,,
snowjt01,Gold Glove,1995,AL,,1B
verlaju01,TSN Major League Player of the Year,2011,ML,,
seaveto01,TSN All-Star,1973,NL,,RHP
jeterde01,Gold Glove,2004,AL,,SS
bancrda01,Baseball Magazine All-Star,1915,NL,,SS
applilu01,Baseball Magazine All-Star,1936,ML,,SS
castilu01,Gold Glove,2003,NL,,2B
stephve01,Baseball Magazine All-Star,1942,ML,,SS
cuyleki01,Baseball Magazine All-Star,1931,ML,,CF
jonesan01,Gold Glove,2002,NL,,OF
hudsoti01,Comeback Player of the Year,2010,NL,,
torrejo01,TSN All-Star,1966,NL,,C
roushed01,Baseball Magazine All-Star,1921,NL,,OF
roushed01,Baseball Magazine All-Star,1918,NL,,OF
garcino01,Rookie of the Year,1997,AL,,
warnelo01,TSN All-Star,1932,ML,,P
coombja01,Baseball Magazine All-Star,1910,AL,,P2
peavyja01,Cy Young Award,2007,NL,,
boyercl02,Gold Glove,1969,NL,,3B
leachto01,Baseball Magazine All-Star,1910,NL,,CF
brettge01,Most Valuable Player,1980,AL,,
spahnwa01,Baseball Magazine All-Star,1947,NL,,P3
sosasa01,TSN All-Star,1998,NL,,OF
millest01,TSN Fireman of the Year,1963,AL,,
delgaca01,Silver Slugger,2003,AL,,1B
damonjo01,TSN All-Star,2005,AL,,OF
hamptmi01,Silver Slugger,2003,NL,,P
lopezal01,Baseball Magazine All-Star,1945,NL,,C
wanerpa01,Baseball Magazine All-Star,1936,NL,,RF
knoopbo01,Gold Glove,1966,AL,,2B
willite01,TSN All-Star,1948,ML,,OF
niekrph01,Roberto Clemente Award,1980,ML,,
terryra01,Babe Ruth Award,1962,AL,,P
freehbi01,TSN All-Star,1968,AL,,C
schmimi01,TSN Player of the Year,1980,NL,,
cochrmi01,Baseball Magazine All-Star,1935,AL,,C
whitefr01,Gold Glove,1980,AL,,2B
johnsra05,Cy Young Award,2000,NL,,
jonesra01,TSN Pitcher of the Year,1976,NL,,
aaronha01,Most Valuable Player,1957,NL,,
cobbty01,Baseball Magazine All-Star,1914,ML,,OF
clemero02,TSN All-Star,1987,AL,,RHP
daubeja01,Baseball Magazine All-Star,1916,NL,,1B
goodedw01,TSN All-Star,1985,NL,,RHP
whitefr01,Gold Glove,1977,AL,,2B
foxne01,TSN All-Star,1958,ML,,2B
cochrmi01,Baseball Magazine All-Star,1929,AL,,C
spahnwa01,Baseball Magazine All-Star,1950,ML,,P1
renteed01,Silver Slugger,2000,NL,,SS
shantbo01,Gold Glove,1959,AL,,P
bonilbo01,TSN All-Star,1990,NL,,OF
beltrca01,Gold Glove,2007,NL,,OF
friscfr01,Baseball Magazine All-Star,1933,NL,,2B
hornsro01,TSN All-Star,1927,ML,,2B
roushed01,Baseball Magazine All-Star,1923,NL,,OF
cochrmi01,Baseball Magazine All-Star,1932,ML,,C
belleal01,TSN All-Star,1993,AL,,OF
suzukic01,Gold Glove,2008,AL,,OF
archeji01,Baseball Magazine All-Star,1913,NL,,C
piazzmi01,All-Star Game MVP,1996,ML,,
furilca01,Baseball Magazine All-Star,1950,ML,,RF
cobbty01,Baseball Magazine All-Star,1921,ML,,OF
harrebu01,Gold Glove,1971,NL,,SS
brosisc01,TSN All-Star,1998,AL,,3B
mizejo01,TSN All-Star,1948,ML,,1B
kessido01,TSN All-Star,1968,NL,,SS
wagneho01,Baseball Magazine All-Star,1909,ML,,SS
carewro01,Roberto Clemente Award,1977,ML,,
sciosmi01,TSN All-Star,1990,NL,,C
gomezle01,Baseball Magazine All-Star,1937,AL,,P1
righeda01,TSN Fireman of the Year,1986,AL,,
mattido01,Gold Glove,1986,AL,,1B
johnswa01,Baseball Magazine All-Star,1917,AL,,P1
lynnfr01,Gold Glove,1975,AL,,OF
cobbty01,Baseball Magazine All-Star,1916,AL,,OF
oneilst01,Baseball Magazine All-Star,1920,ML,,C
shockur01,Baseball Magazine All-Star,1922,AL,,P2
traynpi01,TSN All-Star,1933,ML,,3B
ramirma02,Silver Slugger,2004,AL,,OF
robinbr01,TSN All-Star,1972,AL,,3B
sabatcc01,ALCS MVP,2009,AL,,
hartnga01,TSN All-Star,1927,ML,,C
campabe01,TSN All-Star,1973,AL,,SS
spahnwa01,Baseball Magazine All-Star,1949,NL,,P2
murphda05,TSN Player of the Year,1982,NL,,
antonjo02,TSN Pitcher of the Year,1954,NL,,
kellyge01,Baseball Magazine All-Star,1924,NL,,1B
pujolal01,NLCS MVP,2004,NL,,
marioma01,TSN Player of the Year,1944,NL,,
kentje01,TSN All-Star,2000,NL,,2B
saxst01,Silver Slugger,1986,NL,,2B
warnelo01,Baseball Magazine All-Star,1935,NL,,P3
suttebr01,Rolaids Relief Man Award,1984,NL,,
kinerra01,TSN All-Star,1950,ML,,OF
hartnga01,Baseball Magazine All-Star,1932,NL,,C
foxpe01,Baseball Magazine All-Star,1944,AL,,RF
garvest01,TSN All-Star,1975,NL,,1B
giambja01,TSN All-Star,2002,AL,,1B
chaseha01,Baseball Magazine All-Star,1917,NL,,1B
johnsda02,TSN All-Star,1973,NL,,2B
smithre06,TSN All-Star,1970,AL,,OF
snidedu01,TSN Player of the Year,1955,NL,,
cartega01,TSN All-Star,1980,NL,,C
rolensc01,Gold Glove,2001,NL,,3B
hernake01,Silver Slugger,1980,NL,,1B
hubbeca01,Baseball Magazine All-Star,1932,NL,,P2
warnelo01,Baseball Magazine All-Star,1933,NL,,P4
bergewa01,Baseball Magazine All-Star,1933,NL,,CF
applilu01,TSN All-Star,1936,ML,,SS
friscfr01,Baseball Magazine All-Star,1930,ML,,2B
gehrilo01,TSN All-Star,1927,ML,,1B
ruthba01,Baseball Magazine All-Star,1919,ML,,OF
lynnfr01,Rookie of the Year,1975,AL,,
matlajo01,All-Star Game MVP,1975,ML,Y,
terrybi01,Baseball Magazine All-Star,1930,ML,,1B
hamptmi01,Silver Slugger,2000,NL,,P
jeterde01,Silver Slugger,2007,AL,,SS
kellech01,Baseball Magazine All-Star,1943,ML,,LF
fostege01,TSN All-Star,1978,NL,,OF
clarkwi02,TSN All-Star,1989,NL,,1B
burksel01,Gold Glove,1990,AL,,OF
morried02,Baseball Magazine All-Star,1928,AL,,P3
covelst01,Baseball Magazine All-Star,1925,ML,,P3
beniqju01,Gold Glove,1977,AL,,OF
gehrilo01,Baseball Magazine All-Star,1936,ML,,1B
gardnla01,Baseball Magazine All-Star,1920,AL,,3B
ortizda01,Silver Slugger,2005,AL,,DH
bondsba01,TSN Major League Player of the Year,1990,ML,,
burdele01,Babe Ruth Award,1957,NL,,P
foxxji01,Baseball Magazine All-Star,1940,AL,,1B
gibsoge01,Baseball Magazine All-Star,1909,NL,,C2
ruffire01,TSN All-Star,1939,ML,,P
leibeha01,Baseball Magazine All-Star,1939,NL,,CF
jackstr01,Baseball Magazine All-Star,1930,NL,,SS
sundbji01,Gold Glove,1981,AL,,C
utleych01,Silver Slugger,2008,NL,,2B
trillma01,Gold Glove,1979,NL,,2B
biggicr01,Gold Glove,1994,NL,,2B
vizquom01,Gold Glove,1999,AL,,SS
cochrmi01,TSN All-Star,1935,ML,,C
coopewa01,Baseball Magazine All-Star,1944,NL,,C
molitpa01,TSN All-Star,1996,AL,,DH
pagejo01,Baseball Magazine All-Star,1949,AL,,P2
cicoted01,Baseball Magazine All-Star,1919,AL,,P2
bagweje01,Silver Slugger,1997,NL,,1B
slaugen01,Baseball Magazine All-Star,1948,NL,,CF
berrayo01,Most Valuable Player,1954,AL,,
bonilbo01,TSN All-Star,1988,NL,,3B
sandbry01,Gold Glove,1987,NL,,2B
peckiro01,Baseball Magazine All-Star,1921,AL,,SS
tejadmi01,Silver Slugger,2005,AL,,SS
beckejo02,ALCS MVP,2007,AL,,
ensbemo01,TSN All-Star,2005,NL,,3B
schoere01,TSN All-Star,1953,ML,,2B
burksel01,TSN All-Star,1996,NL,,OF
bayja01,Rookie of the Year,2004,NL,,
ramirma02,TSN All-Star,2005,AL,,OF
morgajo02,Silver Slugger,1982,NL,,2B
boyerke01,Gold Glove,1961,NL,,3B
santajo01,Pitching Triple Crown,2006,AL,,
rodriiv01,Gold Glove,1994,AL,,C
herrto01,TSN All-Star,1985,NL,,2B
mattido01,Gold Glove,1987,AL,,1B
medwijo01,Most Valuable Player,1937,NL,,
jonesdo01,TSN Fireman of the Year,1992,NL,Y,
rolfere01,Baseball Magazine All-Star,1938,ML,,3B
holtzke01,TSN All-Star,1973,AL,,LHP
metzgbu01,Rookie of the Year,1976,NL,Y,
baergca01,TSN All-Star,1995,AL,,2B
danniha01,Baseball Magazine All-Star,1939,NL,,C
leede02,Silver Slugger,2005,NL,,1B
roberbr01,TSN All-Star,2005,AL,,2B
warnelo01,Baseball Magazine All-Star,1937,ML,,P4
thomafr04,Silver Slugger,2000,AL,,DH
lemonbo01,TSN Pitcher of the Year,1954,AL,,
rodrifr03,Rolaids Relief Man Award,2008,AL,,
woodwi01,TSN Fireman of the Year,1968,AL,,
schalra01,Baseball Magazine All-Star,1915,AL,,C
benchjo01,World Series MVP,1976,ML,,
carltst01,TSN All-Star,1982,NL,,LHP
fieldce01,Silver Slugger,1991,AL,,1B
rudijo01,Gold Glove,1976,AL,,OF
yountro01,Gold Glove,1982,AL,,SS
maddoga01,Gold Glove,1977,NL,,OF
waltebu01,Baseball Magazine All-Star,1940,NL,,P1
olivato01,TSN All-Star,1971,AL,,OF
terrybi01,Baseball Magazine All-Star,1934,NL,,1B
ripkeca01,TSN All-Star,1994,AL,,SS
daviser01,Gold Glove,1987,NL,,OF
landiji01,Gold Glove,1961,AL,,OF
mathech01,Baseball Magazine All-Star,1910,ML,,P2
beltrca01,Rookie of the Year,1999,AL,,
medwijo01,Baseball Magazine All-Star,1941,NL,,LF
greenmi01,TSN All-Star,1988,AL,,OF
robinja02,Baseball Magazine All-Star,1949,NL,,2B
mesajo01,Rolaids Relief Man Award,1995,AL,,
daubeja01,Baseball Magazine All-Star,1911,NL,,1B
boudrlo01,Baseball Magazine All-Star,1947,AL,,SS
guerrvl01,Silver Slugger,2004,AL,,OF
rizzuph01,TSN Player of the Year,1950,AL,,
vanceda01,Baseball Magazine All-Star,1930,NL,,P3
musiast01,TSN All-Star,1944,ML,,OF
speiech01,TSN All-Star,1972,NL,,SS
ottme01,TSN All-Star,1934,ML,,OF
martipe02,Cy Young Award,1997,NL,,
yastrca01,TSN Player of the Year,1967,AL,,
beltrca01,Silver Slugger,2007,NL,,OF
eversjo01,Baseball Magazine All-Star,1908,NL,,2B
dimagjo01,TSN All-Star,1941,ML,,OF
pafkoan01,Baseball Magazine All-Star,1945,ML,,CF
blackew01,Baseball Magazine All-Star,1947,ML,,P2
galaran01,Gold Glove,1990,NL,,1B
mathech01,Baseball Magazine All-Star,1911,NL,,P1
schmiwa01,Baseball Magazine All-Star,1921,NL,,C
schumha02,Baseball Magazine All-Star,1934,NL,,P4
boyerke01,Gold Glove,1960,NL,,3B
morgajo02,TSN All-Star,1976,NL,,2B
leeth01,TSN All-Star,1941,ML,,P
winfida01,TSN All-Star,1984,AL,,OF
lewisda01,Gold Glove,1994,NL,,OF
hoytwa01,Baseball Magazine All-Star,1928,AL,,P2
koufasa01,TSN Major League Player of the Year,1965,ML,,
nokesma01,Silver Slugger,1987,AL,,C
kleinch01,TSN Guide MVP,1931,NL,,
schmimi01,Gold Glove,1980,NL,,3B
dimagjo01,Baseball Magazine All-Star,1947,ML,,CF
treshto01,Rookie of the Year,1962,AL,,
vosmijo01,Baseball Magazine All-Star,1935,AL,,LF
barfije01,Silver Slugger,1986,AL,,OF
rosepe01,Lou Gehrig Memorial Award,1969,ML,,
vizquom01,Gold Glove,1996,AL,,SS
davisal01,Rookie of the Year,1984,AL,,
canoro01,TSN All-Star,2006,AL,,2B
saberbr01,Gold Glove,1989,AL,,P
grohhe01,Baseball Magazine All-Star,1915,NL,,3B
bankser01,Most Valuable Player,1959,NL,,
stirnsn01,TSN All-Star,1945,ML,,2B
willsma01,TSN Major League Player of the Year,1962,ML,,
santajo01,Cy Young Award,2004,AL,,
