managerid,yearid,teamid,lgid,inseason,g,w,l,rank,plyrmgr
colembo01m,1943,BSN,NL,1,46,21,25,6.0,N
marshji01m,1974,CHN,NL,2,69,25,44,6.0,N
ozarkda99m,1973,PHI,NL,1,162,71,91,6.0,N
onsloja01m,1949,CHA,AL,1,154,63,91,6.0,N
lopesda01m,2000,MIL,NL,1,163,73,89,3.0,N
mccarjo99m,1940,NYA,AL,1,155,88,66,3.0,N
mckecbi01m,1938,CIN,NL,1,151,82,68,4.0,N
ozarkda99m,1977,PHI,NL,1,162,101,61,1.0,N
manueje01m,2002,CHA,AL,1,162,81,81,2.0,N
collite99m,1998,ANA,AL,1,162,85,77,2.0,N
curtied99m,1884,ALT,UA,1,25,6,19,10.0,N
mcnamjo99m,1974,SDN,NL,1,162,60,102,6.0,N
bochybr01m,2001,SDN,NL,1,162,79,83,4.0,N
mauchge01m,1976,MIN,AL,1,162,85,77,3.0,N
frankhe01m,1979,CHN,NL,1,155,78,77,5.0,N
alstowa01m,1970,LAN,NL,1,161,87,74,2.0,N
hodgegi01m,1963,WS2,AL,3,121,42,79,10.0,N
gardnbi02m,1983,MIN,AL,1,162,70,92,6.0,N
bancrfr99m,1882,DTN,NL,1,86,42,41,6.0,N
mazzile01m,2004,BAL,AL,1,162,78,84,3.0,N
vondech99m,1897,SLN,NL,4,14,2,12,12.0,N
millera99m,1986,MIN,AL,1,139,59,80,6.0,N
hornsro01m,1935,SLA,AL,1,155,65,87,7.0,Y
comisch01m,1884,SL4,AA,2,25,16,7,4.0,Y
darkal01m,1967,KC1,AL,1,121,52,69,10.0,N
jennihu01m,1917,DET,AL,1,155,78,75,4.0,N
mageele01m,1915,BRF,FL,1,118,53,64,7.0,Y
sislege01m,1925,SLA,AL,1,154,82,71,3.0,Y
bellbu01m,2005,KCA,AL,3,112,43,69,5.0,N
snydepo01m,1884,CN2,AA,2,40,24,14,5.0,Y
sewellu01m,1951,CIN,NL,1,155,68,86,6.0,N
millsbr01m,2012,HOU,NL,1,121,39,82,6.0,N
stoveha01m,1885,PH4,AA,1,113,55,57,4.0,Y
stengca01m,1942,BSN,NL,1,150,59,89,7.0,N
sisledi01m,1964,CIN,NL,4,47,29,18,2.0,N
mcknide99m,1884,PT1,AA,1,12,4,8,10.0,N
griffcl01m,1919,WS1,AL,1,142,56,84,7.0,N
moranpa01m,1917,PHI,NL,1,155,87,65,2.0,N
bezdehu99m,1917,PIT,NL,3,91,30,59,8.0,N
hutchfr01m,1961,CIN,NL,1,154,93,61,1.0,N
rickebr01m,1914,SLA,AL,1,159,71,82,5.0,Y
grimmch01m,1935,CHN,NL,1,154,100,54,1.0,Y
cottich01m,1986,SEA,AL,1,28,9,19,7.0,N
blackbu02m,2012,SDN,NL,1,162,76,86,4.0,N
hackst01m,1954,CHN,NL,1,154,64,90,7.0,N
rigglji99m,1998,CHN,NL,1,163,90,73,2.0,N
moranpa01m,1923,CIN,NL,1,154,91,63,2.0,N
gonzafr99m,2011,ATL,NL,1,162,89,73,2.0,N
robisst99m,1905,SLN,NL,3,50,19,31,6.0,N
ansonca01m,1885,CHN,NL,1,113,87,25,1.0,Y
hackst01m,1956,CHN,NL,1,157,60,94,8.0,N
orourji01m,1884,BFN,NL,1,115,64,47,3.0,Y
gardero01m,2009,MIN,AL,1,163,87,76,1.0,N
winklbo99m,1978,OAK,AL,1,39,24,15,6.0,N
cantijo99m,1908,WS1,AL,1,155,67,85,7.0,N
goryljo01m,1981,MIN,AL,1,37,11,25,7.0,N
altobjo01m,1985,BAL,AL,1,55,29,26,4.0,N
seleefr99m,1890,BSN,NL,1,134,76,57,5.0,N
mcgrajo01m,1902,NY1,NL,3,65,25,38,8.0,Y
francte01m,2007,BOS,AL,1,162,96,66,1.0,N
schoere01m,1973,SLN,NL,1,162,81,81,2.0,N
bancrda01m,1924,BSN,NL,1,154,53,100,8.0,Y
craftha01m,1959,KC1,AL,1,154,66,88,7.0,N
barnibi01m,1888,BL2,AA,1,139,57,80,5.0,N
lopezal01m,1968,CHA,AL,3,11,6,5,8.0,N
darkal01m,1964,SFN,NL,1,162,90,72,4.0,N
bancrda01m,1927,BSN,NL,1,155,60,94,7.0,Y
millera99m,1998,BAL,AL,1,162,79,83,4.0,N
rappve99m,1984,CIN,NL,1,121,51,70,5.0,N
lavagco01m,1959,WS1,AL,1,154,63,91,8.0,N
giffoji99m,1885,NY4,AA,1,108,44,64,7.0,N
tracyji01m,2006,PIT,NL,1,162,67,95,5.0,N
lasorto01m,1995,LAN,NL,1,144,78,66,1.0,N
bristda99m,1977,ATL,NL,4,131,52,79,6.0,N
herzowh01m,1976,KCA,AL,1,162,90,72,1.0,N
muserto01m,1999,KCA,AL,1,161,64,97,4.0,N
lavagco01m,1958,WS1,AL,1,156,61,93,8.0,N
aloufe01m,1995,MON,NL,1,144,66,78,5.0,N
gleaski01m,1920,CHA,AL,1,154,96,58,2.0,N
borosst01m,1983,OAK,AL,1,162,74,88,4.0,N
howleda01m,1932,CIN,NL,1,155,60,94,8.0,N
shottbu01m,1930,PHI,NL,1,156,52,102,8.0,N
bushdo01m,1930,CHA,AL,1,154,62,92,7.0,N
mackco01m,1945,PHA,AL,1,153,52,98,8.0,N
gonzafr99m,2008,FLO,NL,1,161,84,77,3.0,N
kellyto01m,1997,MIN,AL,1,162,68,94,4.0,N
clarkfr01m,1897,LS3,NL,2,92,35,54,11.0,Y
mcgrajo01m,1916,NY1,NL,1,155,86,66,4.0,N
sciosmi01m,2009,LAA,AL,1,162,97,65,1.0,N
willite01m,1970,WS2,AL,1,162,70,92,6.0,N
lopezal01m,1959,CHA,AL,1,156,94,60,1.0,N
johnsda02m,1999,LAN,NL,1,162,77,85,3.0,N
mcgahme99m,1965,KC1,AL,1,26,5,21,10.0,N
bakerde01m,1938,DET,AL,2,57,37,19,4.0,N
owenspa99m,1984,PHI,NL,1,162,81,81,4.0,N
wrighha01m,1871,BS1,,1,31,20,10,3.0,Y
mcnamjo99m,1980,CIN,NL,1,163,89,73,3.0,N
schmegu99m,1887,CN2,AA,1,136,81,54,2.0,N
wrighha01m,1885,PHI,NL,1,111,56,54,3.0,N
dahlebi01m,1912,BRO,NL,1,153,58,95,7.0,N
bragabo01m,1956,PIT,NL,1,157,66,88,7.0,N
lasorto01m,1993,LAN,NL,1,162,81,81,4.0,N
mcgrajo01m,1924,NY1,NL,1,29,16,13,1.0,N
martima01m,1986,SEA,AL,2,1,0,1,7.0,N
sciosmi01m,2005,LAA,AL,1,162,95,67,1.0,N
jorgemi01m,1995,SLN,NL,2,96,42,54,4.0,N
wrighha01m,1872,BS1,,1,48,39,8,1.0,Y
dressch01m,1937,CIN,NL,1,130,51,78,8.0,N
mcmange99m,1877,SL3,NL,1,60,28,32,4.0,N
myattge01m,1969,PHI,NL,2,54,19,35,5.0,N
mccarjo99m,1926,CHN,NL,1,155,82,72,4.0,N
darkal01m,1977,SDN,NL,3,113,48,65,5.0,N
kellyto01m,1995,MIN,AL,1,144,56,88,5.0,N
bristda99m,1969,CIN,NL,1,163,89,73,3.0,N
gibbojo02m,2008,TOR,AL,1,74,35,39,5.0,N
mooreja01m,1986,OAK,AL,1,73,29,44,3.0,N
mcnamjo99m,1991,CLE,AL,1,77,25,52,7.0,N
garneph01m,2007,HOU,NL,1,131,58,73,6.0,N
wilsoji01m,1936,PHI,NL,1,154,54,100,8.0,Y
zimmedo01m,1988,CHN,NL,1,163,77,85,4.0,N
dressch01m,1963,DET,AL,2,102,55,47,5.0,N
mccarjo99m,1933,NYA,AL,1,152,91,59,2.0,N
hardeme01m,1962,CLE,AL,2,2,2,0,6.0,N
meyerbi01m,1952,PIT,NL,1,155,42,112,8.0,N
gardero01m,2010,MIN,AL,1,162,94,68,1.0,N
wedgeer01m,2012,SEA,AL,1,162,75,87,4.0,N
stallge01m,1897,PHI,NL,1,134,55,77,10.0,Y
kittrma01m,1904,WS1,AL,1,18,1,16,8.0,Y
mackco01m,1947,PHA,AL,1,156,78,76,5.0,N
johnsro01m,1944,CHN,NL,2,1,0,1,4.0,N
mccarjo99m,1949,BOS,AL,1,155,96,58,2.0,N
craigro01m,1990,SFN,NL,1,162,85,77,3.0,N
rigglji99m,1995,CHN,NL,1,144,73,71,3.0,N
dierkla01m,1997,HOU,NL,1,162,84,78,1.0,N
andersp01m,1972,CIN,NL,1,154,95,59,1.0,N
yorkru01m,1959,BOS,AL,2,1,0,1,5.0,N
lemonbo01m,1978,NYA,AL,3,68,48,20,1.0,N
harribu01m,1948,NYA,AL,1,154,94,60,3.0,N
weaveea99m,1970,BAL,AL,1,162,108,54,1.0,N
torrejo01m,1984,ATL,NL,1,162,80,82,3.0,N
alstowa01m,1958,LAN,NL,1,154,71,83,7.0,N
craigro01m,1991,SFN,NL,1,162,75,87,4.0,N
bolesjo99m,2000,FLO,NL,1,161,79,82,3.0,N
lopezal01m,1955,CLE,AL,1,154,93,61,2.0,N
rigglji99m,2011,WAS,NL,1,75,38,37,3.0,N
streega01m,1933,SLN,NL,1,91,46,45,5.0,N
coxbo01m,1985,TOR,AL,1,161,99,62,1.0,N
martibi02m,1981,OAK,AL,1,109,64,45,1.0,N
ansonca01m,1892,CHN,NL,1,147,70,76,7.0,Y
sewellu01m,1942,SLA,AL,1,151,82,69,3.0,Y
huggimi01m,1924,NYA,AL,1,153,89,63,2.0,N
woodji01m,1871,CH1,,1,28,19,9,2.0,Y
valenbo02m,2002,NYN,NL,1,161,75,86,5.0,N
herzowh01m,1980,SLN,NL,3,73,38,35,4.0,N
francte01m,2000,PHI,NL,1,162,65,97,5.0,N
sawyeed99m,1952,PHI,NL,1,63,28,35,4.0,N
hendebi99m,1884,BLU,UA,1,106,58,47,4.0,N
austiji01m,1923,SLA,AL,2,51,22,29,5.0,Y
buffich01m,1890,PHP,PL,2,116,61,54,5.0,Y
garneph01m,2004,HOU,NL,2,74,48,26,2.0,N
virdobi01m,1983,MON,NL,1,163,82,80,3.0,N
mcraeha01m,1992,KCA,AL,1,162,72,90,5.0,N
robinwi01m,1918,BRO,NL,1,127,57,69,5.0,N
onsloja01m,1950,CHA,AL,1,31,8,22,6.0,N
wardjo01m,1894,NY1,NL,1,139,88,44,2.0,Y
lasorto01m,1985,LAN,NL,1,162,95,67,1.0,N
harrilu01m,1961,BAL,AL,2,27,17,10,3.0,N
bowerfr01m,1909,BSN,NL,1,76,22,54,8.0,Y
buckeal99m,1890,CL6,AA,1,80,39,41,2.0,N
schoere01m,1972,SLN,NL,1,156,75,81,4.0,N
alstowa01m,1975,LAN,NL,1,162,88,74,2.0,N
harrato01m,1992,TEX,AL,2,76,32,44,4.0,N
bakerde01m,1937,DET,AL,2,54,34,20,2.0,N
alstowa01m,1966,LAN,NL,1,162,95,67,1.0,N
donovpa01m,1902,SLN,NL,1,140,56,78,6.0,Y
cronijo01m,1937,BOS,AL,1,154,80,72,5.0,Y
blackle01m,1928,CHA,AL,2,80,40,40,5.0,N
coxbo01m,2004,ATL,NL,1,162,96,66,1.0,N
burnhwa99m,1887,IN3,NL,1,28,6,22,8.0,N
marioma01m,1951,SLN,NL,1,155,81,73,3.0,N
hanlone01m,1896,BLN,NL,1,132,90,39,1.0,N
lachere01m,1983,SEA,AL,1,73,26,47,7.0,N
friscfr01m,1940,PIT,NL,1,156,78,76,4.0,N
meyerbi01m,1951,PIT,NL,1,155,64,90,7.0,N
melvibo01m,2005,ARI,NL,1,162,77,85,2.0,N
wagnehe01m,1930,BOS,AL,1,154,52,102,8.0,N
fohlle01m,1925,BOS,AL,1,152,47,105,8.0,N
mossle01m,1968,CHA,AL,4,34,12,22,8.0,N
michage01m,1981,NYA,AL,1,82,48,34,1.0,N
mauchge01m,1971,MON,NL,1,162,71,90,5.0,N
hitchbi01m,1963,BAL,AL,1,162,86,76,4.0,N
hermabi01m,1964,BOS,AL,2,2,2,0,8.0,N
paborch01m,1875,NH1,,3,6,1,5,8.0,Y
jennihu01m,1909,DET,AL,1,158,98,54,1.0,Y
ewingbu01m,1899,CIN,NL,1,157,83,67,6.0,N
harribu01m,1925,WS1,AL,1,152,96,55,1.0,Y
bellbu01m,2007,KCA,AL,1,162,69,93,5.0,N
traynpi01m,1935,PIT,NL,1,153,86,67,4.0,Y
corrapa01m,1983,CLE,AL,2,62,30,32,7.0,N
melvibo01m,2008,ARI,NL,1,162,82,80,2.0,N
andersp01m,1975,CIN,NL,1,162,108,54,1.0,N
grohhe01m,1918,CIN,NL,2,10,7,3,3.0,Y
trebeto99m,1987,ML4,AL,1,162,91,71,3.0,N
haneyfr01m,1941,SLA,AL,1,44,15,29,6.0,N
duffyhu01m,1921,BOS,AL,1,154,75,79,5.0,N
fergubo01m,1886,NY4,AA,2,120,48,70,7.0,N
bresnro01m,1912,SLN,NL,1,153,63,90,6.0,Y
mackco01m,1904,PHA,AL,1,155,81,70,5.0,N
youngni99m,1873,WS5,,1,39,8,31,7.0,N
barroed99m,1918,BOS,AL,1,126,75,51,1.0,N
roweja01m,1890,BFP,PL,1,81,22,58,8.0,Y
bluegos01m,1944,WS1,AL,1,154,64,90,8.0,N
sewellu01m,1950,CIN,NL,1,153,66,87,6.0,N
dykesji01m,1951,PHA,AL,1,154,70,84,6.0,N
smithma01m,1956,PHI,NL,1,154,71,83,5.0,N
harribu01m,1942,WS1,AL,1,151,62,89,7.0,N
westrwe01m,1966,NYN,NL,1,161,66,95,9.0,N
maddojo99m,1999,ANA,AL,2,29,19,10,4.0,N
wrighha01m,1887,PHI,NL,1,128,75,48,2.0,N
bambege01m,1982,NYN,NL,1,162,65,97,6.0,N
williji03m,2001,BOS,AL,1,118,65,53,2.0,N
frazijo01m,1976,NYN,NL,1,162,86,76,3.0,N
craftha01m,1963,HOU,NL,1,162,66,96,9.0,N
howear01m,1990,HOU,NL,1,162,75,87,5.0,N
lasorto01m,1989,LAN,NL,1,160,77,83,4.0,N
sulliha02m,1965,KC1,AL,2,136,54,82,10.0,N
howsedi01m,1981,KCA,AL,2,33,20,13,1.0,N
roystje01m,2002,MIL,NL,2,147,53,94,6.0,N
hurdlcl01m,2002,COL,NL,2,140,67,73,4.0,N
brenlbo01m,2004,ARI,NL,1,79,29,50,5.0,N
vernomi01m,1962,WS2,AL,1,162,60,101,10.0,N
bauerha01m,1964,BAL,AL,1,163,97,65,3.0,N
bragabo01m,1964,ML1,NL,1,162,88,74,5.0,N
parkesa01m,1967,NYN,NL,2,11,4,7,10.0,N
donovbi01m,1916,NYA,AL,1,156,80,74,4.0,Y
loftuto01m,1902,WS1,AL,1,138,61,75,6.0,N
schaebo99m,1991,KCA,AL,2,1,1,0,6.0,N
actama99m,2012,CLE,AL,1,156,65,91,5.0,N
hanlone01m,1901,BRO,NL,1,137,79,57,3.0,N
howsedi01m,1982,KCA,AL,1,162,90,72,2.0,N
rickebr01m,1922,SLN,NL,1,154,85,69,3.0,N
chapmja01m,1878,ML2,NL,1,61,15,45,6.0,N
larusto01m,1991,OAK,AL,1,162,84,78,4.0,N
virdobi01m,1976,HOU,NL,1,162,80,82,3.0,N
harrilu01m,1970,ATL,NL,1,162,76,86,5.0,N
fergubo01m,1875,HR1,,1,86,54,28,3.0,Y
andersp01m,1978,CIN,NL,1,161,92,69,2.0,N
davenji01m,1985,SFN,NL,1,144,56,88,6.0,N
stanked01m,1968,CHA,AL,1,79,34,45,8.0,N
mccarjo99m,1927,CHN,NL,1,153,85,68,4.0,N
newmaje01m,1986,OAK,AL,2,10,2,8,3.0,N
peckiro01m,1914,NYA,AL,2,20,10,10,6.0,Y
francte01m,2006,BOS,AL,1,162,86,76,3.0,N
willite01m,1969,WS2,AL,1,162,86,76,4.0,N
weaveea99m,1974,BAL,AL,1,162,91,71,1.0,N
amalfjo01m,1979,CHN,NL,2,7,2,5,5.0,N
mcmilro01m,1972,ML4,AL,2,2,1,1,6.0,N
gibsoge01m,1933,PIT,NL,1,154,87,67,2.0,N
watkibi01m,1889,KC2,AA,1,139,55,82,7.0,N
mauchge01m,1972,MON,NL,1,156,70,86,5.0,N
mackco01m,1910,PHA,AL,1,155,102,48,1.0,N
bauerha01m,1969,OAK,AL,1,149,80,69,2.0,N
hackech99m,1884,CL2,NL,1,113,35,77,7.0,N
valenbo02m,2012,BOS,AL,1,162,69,93,5.0,N
queenme02m,1997,TOR,AL,2,5,4,1,5.0,N
fanniji01m,1982,MON,NL,1,162,86,76,3.0,N
rignebi01m,1962,LAA,AL,1,162,86,76,3.0,N
bancrfr99m,1885,PRO,NL,1,110,53,57,4.0,N
bambege01m,1985,ML4,AL,1,161,71,90,6.0,N
pinielo01m,1998,SEA,AL,1,161,76,85,3.0,N
lachere01m,1982,SEA,AL,1,162,76,86,4.0,N
guilloz01m,2005,CHA,AL,1,162,99,63,1.0,N
jonesfi01m,1917,SLA,AL,1,155,57,97,7.0,N
hastisc01m,1871,RC1,,1,25,4,21,9.0,Y
southbi01m,1929,SLN,NL,1,90,43,45,4.0,Y
dyered01m,1947,SLN,NL,1,156,89,65,2.0,N
johnsda01m,1974,BOS,AL,1,162,84,78,3.0,N
marioma01m,1955,CHA,AL,1,155,91,63,3.0,N
foxch01m,1983,CHN,NL,2,39,17,22,5.0,N
freyji99m,1984,CHN,NL,1,161,96,65,1.0,N
huntebi03m,1978,TEX,AL,1,161,86,75,2.0,N
herzowh01m,1988,SLN,NL,1,162,76,86,5.0,N
silveke01m,1967,ATL,NL,2,3,0,3,7.0,N
cochrmi01m,1937,DET,AL,1,29,16,13,2.0,Y
cravebi01m,1871,TRO,,2,25,12,12,6.0,Y
murtada01m,1963,PIT,NL,1,162,74,88,8.0,N
aloufe01m,1997,MON,NL,1,162,78,84,4.0,N
shottbu01m,1934,CIN,NL,2,1,1,0,8.0,N
owenspa99m,1972,PHI,NL,2,80,33,47,6.0,N
fitzsfr01m,1945,PHI,NL,1,69,18,51,8.0,N
pinielo01m,1995,SEA,AL,1,145,79,66,1.0,N
griffcl01m,1918,WS1,AL,1,130,72,56,3.0,N
bresnro01m,1910,SLN,NL,1,153,63,90,7.0,Y
mckeoja99m,1977,OAK,AL,1,53,26,27,7.0,N
mckeoja99m,1973,KCA,AL,1,162,88,74,2.0,N
melesa01m,1965,MIN,AL,1,162,102,60,1.0,N
martibi02m,1985,NYA,AL,2,145,91,54,2.0,N
melilsk01m,1938,SLA,AL,2,10,2,7,7.0,N
shettbi99m,1899,PHI,NL,1,154,94,58,3.0,N
mccarjo99m,1946,NYA,AL,1,35,22,13,3.0,N
harribu01m,1934,BOS,AL,1,153,76,76,4.0,N
careyma01m,1933,BRO,NL,1,157,65,88,6.0,N
mcgrajo01m,1902,BLA,AL,1,58,26,31,8.0,Y
lasorto01m,1984,LAN,NL,1,162,79,83,4.0,N
maddojo99m,2007,TBA,AL,1,162,66,96,5.0,N
brownda99m,2010,SEA,AL,2,50,19,31,4.0,N
willidi02m,1988,SEA,AL,1,56,23,33,7.0,N
wrighha01m,1888,PHI,NL,1,132,69,61,3.0,N
robinwi01m,1931,BRO,NL,1,153,79,73,4.0,N
leylaji99m,1998,FLO,NL,1,162,54,108,5.0,N
hemusso01m,1959,SLN,NL,1,154,71,83,7.0,Y
hargrmi01m,1992,CLE,AL,1,162,76,86,5.0,N
lyonste01m,1948,CHA,AL,1,154,51,101,8.0,N
mccarjo99m,1937,NYA,AL,1,157,102,52,1.0,N
rickebr01m,1924,SLN,NL,1,154,65,89,6.0,N
chapmja01m,1889,LS2,AA,4,7,1,6,8.0,N
mccarjo99m,1942,NYA,AL,1,154,103,51,1.0,N
andersp01m,1988,DET,AL,1,162,88,74,2.0,N
richapa01m,1955,BAL,AL,1,156,57,97,7.0,N
joosted01m,1954,PHA,AL,1,156,51,103,8.0,Y
chaseha01m,1911,NYA,AL,1,153,76,76,6.0,Y
durocle01m,1943,BRO,NL,1,153,81,72,3.0,Y
tennefr02m,1911,BSN,NL,1,156,44,107,8.0,Y
frankhe01m,1968,SFN,NL,1,163,88,74,2.0,N
fonsele01m,1932,CHA,AL,1,152,49,102,7.0,Y
westrwe01m,1967,NYN,NL,1,151,57,94,10.0,N
griffcl01m,1914,WS1,AL,1,158,81,73,3.0,Y
byrnech99m,1886,BR3,AA,1,141,76,61,3.0,N
ellicjo01m,1884,CHU,UA,3,13,6,6,5.0,Y
willidi02m,1975,CAL,AL,1,161,72,89,6.0,N
dyered01m,1949,SLN,NL,1,157,96,58,2.0,N
colliji01m,1904,BOS,AL,1,157,95,59,1.0,Y
dorgami01m,1880,PRO,NL,3,39,26,12,2.0,Y
ansonca01m,1883,CHN,NL,1,98,59,39,2.0,Y
bancrfr99m,1881,DTN,NL,1,84,41,43,4.0,N
campaco01m,1890,SL4,AA,4,42,27,14,3.0,Y
wrighha01m,1890,PHI,NL,1,22,14,8,3.0,N
jennihu01m,1920,DET,AL,1,155,61,93,7.0,N
gardero01m,2004,MIN,AL,1,162,92,70,1.0,N
gomezpr01m,1975,HOU,NL,1,127,47,80,6.0,N
mcgunbi01m,1890,BRO,NL,1,129,86,43,1.0,N
manueje01m,2009,NYN,NL,1,162,70,92,4.0,N
joycebi01m,1898,NY1,NL,1,43,22,21,7.0,Y
wilsoji01m,1942,CHN,NL,1,155,68,86,6.0,N
coxbo01m,1998,ATL,NL,1,162,106,56,1.0,N
cronijo01m,1938,BOS,AL,1,150,88,61,2.0,Y
lasorto01m,1983,LAN,NL,1,163,91,71,1.0,N
watkibi01m,1886,DTN,NL,1,126,87,36,2.0,N
kellejo01m,1903,CIN,NL,1,141,74,65,4.0,Y
gibsoki01m,2010,ARI,NL,2,83,34,49,5.0,N
asproke01m,1972,CLE,AL,1,156,72,84,5.0,N
boudrlo01m,1952,BOS,AL,1,154,76,78,6.0,Y
kenneke99m,1995,BOS,AL,1,144,86,58,1.0,N
cavarph01m,1952,CHN,NL,1,155,77,77,5.0,Y
mackco01m,1896,PIT,NL,1,131,66,63,6.0,Y
jennihu01m,1911,DET,AL,1,154,89,65,2.0,N
chapmbe01m,1946,PHI,NL,1,155,69,85,5.0,Y
dressch01m,1957,WS1,AL,1,20,4,16,8.0,N
leylaji99m,1999,COL,NL,1,162,72,90,5.0,N
gerenbo01m,2007,OAK,AL,1,162,76,86,3.0,N
tayloza02m,1946,SLA,AL,2,31,13,17,7.0,N
tappeel01m,1961,CHN,NL,7,79,35,43,7.0,N
schlala01m,1914,BUF,FL,1,156,80,71,4.0,Y
donovpa01m,1911,BOS,AL,1,153,78,75,5.0,N
lopesda01m,2002,MIL,NL,1,15,3,12,6.0,N
terrybi01m,1934,NY1,NL,1,153,93,60,2.0,Y
mckeoja99m,2004,FLO,NL,1,162,83,79,3.0,N
berrayo01m,1985,NYA,AL,1,16,6,10,2.0,N
manueje01m,2000,CHA,AL,1,162,95,67,1.0,N
shannda01m,1891,WS9,AA,3,51,15,34,8.0,Y
durocle01m,1966,CHN,NL,1,162,59,103,10.0,N
stallge01m,1919,BSN,NL,1,140,57,82,6.0,N
cochrmi01m,1937,DET,AL,3,47,26,20,2.0,Y
schmegu99m,1888,CN2,AA,1,137,80,54,4.0,N
tayloza02m,1949,SLA,AL,1,155,53,101,7.0,N
dickebi01m,1946,NYA,AL,2,105,57,48,3.0,Y
kellyto01m,1999,MIN,AL,1,162,63,97,5.0,N
terrybi01m,1933,NY1,NL,1,156,91,61,1.0,Y
hutchfr01m,1953,DET,AL,1,158,60,94,6.0,Y
mackco01m,1908,PHA,AL,1,157,68,85,6.0,N
weaveea99m,1976,BAL,AL,1,162,88,74,2.0,N
barroed99m,1904,DET,AL,1,84,32,46,7.0,N
mortoch01m,1884,TL1,AA,1,110,46,58,8.0,Y
rappve99m,1977,SLN,NL,1,162,83,79,3.0,N
gordojo01m,1958,CLE,AL,2,86,46,40,4.0,N
moranpa01m,1915,PHI,NL,1,153,90,62,1.0,N
mosesfe99m,1884,RIC,AA,1,46,12,30,10.0,N
nashbi01m,1896,PHI,NL,1,130,62,68,8.0,Y
gerenbo01m,2011,OAK,AL,1,63,27,36,4.0,N
bochybr01m,2010,SFN,NL,1,162,92,70,1.0,N
sharsbi99m,1889,PH4,AA,1,138,75,58,3.0,N
trembda99m,2010,BAL,AL,1,54,15,39,5.0,N
larusto01m,2002,SLN,NL,1,162,97,65,1.0,N
craigro01m,1979,SDN,NL,1,161,68,93,5.0,N
rignebi01m,1970,MIN,AL,1,162,98,64,1.0,N
bristda99m,1970,ML4,AL,1,163,65,97,4.0,N
herzobu01m,1914,CIN,NL,1,157,60,94,8.0,Y
watkiha99m,1895,NY1,NL,3,35,18,17,9.0,N
felskjo01m,1987,PHI,NL,1,61,29,32,4.0,N
austiji01m,1913,SLA,AL,2,8,2,6,8.0,Y
harribu01m,1927,WS1,AL,1,157,85,69,3.0,Y
griffcl01m,1915,WS1,AL,1,155,85,68,4.0,N
wrighha01m,1884,PHI,NL,1,113,39,73,6.0,N
mauchge01m,1970,MON,NL,1,162,73,89,6.0,N
tenacge01m,1991,TOR,AL,2,33,19,14,1.0,N
larkihe01m,1890,CLP,PL,1,79,34,45,7.0,Y
