name,code,capital,province,area,population
Египет,ЕТ,Каир,Эль-Кахира,1001450.0,63575107
Малайзия,ТЗА,Куала-Лумпур,Федералы Куала-Лумпура,329750.0,19962893
Хорватия,HR,Загреб,Хорватия,56538.0,5004112
Армения,ARM,Ереван,Армения,29800.0,3463574
Барбадос,УРБ,Бриджтаун,Барбадос,430.0,257030
Мьянма,МЬЯ,Рангун,Янгон,678500.0,45975625
Гаити,РЧ,Порт-о-Пренс,Гаити,27750.0,6731539
Италия,IRL,Дублин,Италия,70280.0,3566833
Замбия,Z,Лусака,Лусака,752610.0,9159072
Россия,Р,Москва,Москва,17075200.0,148178487
Гваделупа,ГРАД,Басс-Терре,Гваделупа,1780.0,407768
Либерия,ЛБ,Монровия,Либерия,111370.0,2109789
Фарерские острова,FARX,Торшавн,Фарерские острова,1400.0,43857
Словакия,SK,Братислава,Словакия,48845.0,5374362
Ангилья,AXA,Долина,Ангилья,102.0,14436
Сент-Мартин,СМАРТ,Мариго,Сент-Мартин,54.0,29820
Гренландия,ГРОКС,Нуук,Гренландия,2175600.0,58203
Парагвай,PY,Асунсьон,Парагвай,406750.0,5504146
Сейшельские Острова,SY,Виктория,Сейшельские Острова,455.0,77575
Гватемала,СУА,Город Гватемала,Гватемала,108890.0,11277614
Остров Норфолк,НОРФ,Кингстон,Остров Норфолк,34.6,2209
Колумбия,CO,Богота,"Санта-Фе де Богота, округ Колумбия",1138910.0,36813161
Сент-Люсия,WL,Кастри,Сент-Люсия,620.0,157862
Бруней,БРУ,Бандар Сери Бегаван,Бруней,5770.0,299939
Каймановы острова,Кейм,Джордж Таун,Каймановы острова,262.0,49035
Остров Рождества,XMAS,Летающая рыбная бухта,Остров Рождества,135.0,1402
Острова Питкэрн,ОМТС,Адамстаун,Острова Питкэрн,47.0,48
Латвия,ЛВ,Рига,Латвия,64100.0,2468982
Непал,NEP,Катманду,Непал,140800.0,22094033
Мартиника,МАРТ,Фор-де-Франция,Мартиника,1128.0,399151
Центральноафриканская Республика,РСС,Банги,Центральноафриканская Республика,622980.0,3274426
Украина,UA,Киев,Киевска,603700.0,50864009
Вьетнам,VN,Ханой,Вьетнам,329560.0,73976973
Индонезия,РИ,Джакарта,Индонезия,1919440.0,206611600
Молдова,MD,Кишинев,Молдова,33700.0,4463847
Кения,ЭАК,Найроби,Найроби,582650.0,28176686
Бангладеш,БД,Дакка,Бангладеш,144000.0,123062800
Тонга,К,Нукуалофа,Тонга,748.0,106466
Ливан,RL,Бейрут,Ливан,10400.0,3776317
Гуам,ГУАМ,Агана,Гуам,541.3,178430
Западный берег,ЗАХОД,,,5860.0,1427741
Норвегия,Н,Осло,Осло,324220.0,4383807
Литва,ЭВ,Таллинн,Литва,45100.0,1459428
Гондурас,HCA,Тегусигальпа,Франциско Моразан,112090.0,5605193
Ботсвана,РБ,Габороне,Ботсвана,600370.0,1477630
Ниуэ,НЬЮ,Алофи,Ниуэ,260.0,1398
Куба,C,Гавана,Сьюдад-де-ла-Хабана,110860.0,10951334
Бразилия,КР,Бразилиа,Федеральный департамент,8511960.0,162661214
Того,РТ,Лом,Того,56790.0,4570530
Американское Самоа,АМСА,Паго-Паго,Американское Самоа,199.0,65628
Сальвадор,ES,Сан-Сальвадор,Сальвадор,21040.0,5828987
Бурунди,БИ,Бужумбура,Бурунди,27830.0,5943057
Лихтенштейн,ФЛ,Вадуз,Лихтенштейн,160.0,31122
Соединенное Королевство,ГБ,Лондон,Большой Лондон,244820.0,58489975
Намибия,ДН,Виндхук,Намибия,825418.0,1677243
Северная Корея,Норк,Пхеньян,Северная Корея,120540.0,23904124
Антигуа и Барбуда,АГ,Сент-Джонс,Антигуа и Барбуда,442.0,65647
Судан,СУД,Хартум,Аль-Хартум,2505810.0,31547543
Аруба,ARU,Оранжестад,Аруба,193.0,103065
