schoolid,schoolname,schoolcity,schoolstate,schoolnick
fordham,Fordham University,Bronx,NY,Rams
amerintl,American International College,Springfield,MA,Yellow Jackets
drake,Drake University,Des Moines,IA,Bulldogs
muskingum,Muskingum College,New Concord,OH,Fighting Muskies
montanast,Montana State University,Bozeman,MT,Bobcats
sfaustin,Stephen F. Austin State University,Nacogdoches,TX,Lumberjacks
washst,Washington State University,Pullman,WA,Cougars
sprngfldma,Springfield College,Springfield,MA,Pride
hopemi,Hope College,Holland,MI,Flying Dutchmen
milligantn,Milligan College,Milligan College,TN,Buffaloes
nevada,"University of Nevada, Reno",Reno,NV,Wolfpack
econnst,Eastern Connecticut State University,Willimantic,CT,Warriors
sflorida,University of South Florida,Tampa,FL,Bulls
quincy,Quincy University,Quincy,IL,Hawks
charleston,College of Charleston,Charleston,SC,Cougars
washcolltn,Washington College (TN),Jonesborough,TN,
bucknell,Bucknell University,Lewisburg,PA,Bison
portlandst,Portland State University,Portland,OR,Vikings
floridaam,Florida Agricultural and Mechanical University,Tallahassee,FL,Rattlers
coastcar,Coastal Carolina University,Conway,SC,Chanticleers
casewestrn,Case Western Reserve University,Cleveland,OH,Spartans
manchester,Manchester College,North Manchester,IN,Spartans
newhaven,University of New Haven,New Haven,CT,Chargers
oralrob,Oral Roberts University,Tulsa,OK,Golden Eagles
stjosephin,Saint Joseph's College,Renssalaer,IN,Pumas
movalley,Missouri Valley College,Marshall,MO,Vikings
butler,Butler University,Indianapolis,IN,Bulldogs
tarletonst,Tarleton State University,Stephenville,TX,Texans
sterlingks,Sterling University,Sterling,KS,Warriors
ncentralil,North Central College,Naperville,IL,Cardinals
olivetmi,Olivet College,Olivet,MI,Comets
catawba,Catawba College,Salisbury,NC,Indians
nyoneonta,State University College at Oneonta,Oneonta,NY,Red Dragons
blackbrnil,Blackburn College,Carlinville,IL,Battlin' Beavers
arkmont,University of Arkansas-Monticello,Monticello,AR,Boll Weevils
duke,Duke University,Durham,NC,Blue Devils
pfeiffer,Pfeiffer University,Misenheimer,NC,Falcons
uofsouth,University of the South,Sewanee,TN,Tigers
drexel,Drexel University,Philadelphia,PA,Dragons
ohwesleyan,Ohio Wesleyan University,Delaware,OH,Battling Bishops
mrningside,Morningside College,Sioux City,IA,Mustangs
sonomast,Sonoma State University,Rohnert Park,CA,Seawolves
macollege,Massachusetts College of Liberal Arts,North Adams,MA,Trailblazers
wminsterpa,Westminster College,New Wilmington,PA,Titans
uconn,University of Connecticut,Storrs,CT,Huskies
rutgers,Rutgers University,New Brunswick,NJ,Scarlet Knights
arkansaslr,University of Arkansas at Little Rock,Little Rock,AR,Trojans
txchrist,Texas Christian University,Fort Worth,TX,Horned Frogs
ncolorado,University of Northern Colorado,Greeley,CO,Bears
norleans,University of New Orleans,New Orleans,LA,Privateers
mryvilletn,Maryville College,Maryville,TN,Fighting Scots
latech,Louisiana Tech University,Ruston,LA,Bulldogs
upperiowa,Upper Iowa University,Fayette,IA,Peacocks
ccri,Community College of Rhode Island,Warwick,RI,Knights
ric,Rhode Island College,Providence,RI,Anchormen
coppinst,Coppin State College,Baltimore,MD,Eagles
loyolano,Loyola University New Orleans,New Orleans,LA,Wolfpack
grossmont,Grossmont College,El Cajon,CA,
jksonvilst,Jacksonville State University,Jacksonville,AL,Gamecocks
genevapa,Geneva College,Beaver Falls,PA,Golden Tornadoes
idahost,Idaho State University,Pocatello,ID,Bengals
loyolamary,Loyola Marymount University,Los Angeles,CA,Lions
ucla,"University of California, Los Angeles",Los Angeles,CA,Bruins
pepperdine,Pepperdine University,Malibu,CA,Waves
estroud,East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,Warriors
cmichigan,Central Michigan University,Mount Pleasant,MI,Chippewas
auburn,Auburn University,Auburn,AL,Tigers
sulrossst,Sul Ross State University,Alpine,TX,Lobos
iawesleyan,Iowa Wesleyan College,Mount Pleasant,IA,Tigers
nebomaha,University of Nebraska at Omaha,Omaha,NE,Mavericks
centralst,Central State University,Wilberforce,OH,Marauders
rockhurst,Rockhurst University,Kansas City,MO,Hawks
occidental,Occidental College,Los Angeles,CA,Tigers
lewclarkst,Lewis-Clark State College,Lewiston,ID,Warriors
wabashin,Wabash College,Crawfordsville,IN,Little Giants
hampton,Hampton University,Hampton,VA,Pirates
ecarolina,East Carolina University,Greenville,NC,Pirates
bartonnc,Barton College,Wilson,NC,Bulldogs
lasalle,LaSalle University,Philadelphia,PA,Explorers
frankmarsh,Franklin & Marshall College,Lancaster,PA,Diplomats
utahst,Utah State University,Logan,UT,Aggies
grcanyon,Grand Canyon University,Phoenix,AZ,Antelopes
olivetnaz,Olivet Nazarene University,Bourbonnais,IL,Tigers
smaine,University of Southern Maine,Gorham,ME,Huskies
lehigh,Lehigh University,Bethlehem,PA,Mountain Hawks
riogrande,University of Rio Grande,Rio Grande,OH,Redmen
cornell,Cornell University,Ithaca,NY,Big Red
missouri,University of Missouri,Columbia,MO,Tigers
murrayst,Murray State University,Murray,KY,Thoroughbreds
lenoirrhyn,Lenoir-Rhyne College,Hickory,NC,Bears
wittnbrgoh,Wittenberg University,Springfield,OH,Tigers
ncstate,North Carolina State University,Raleigh,NC,Wolfpack
stjohns,St. John's University,Jamaica,NY,Red Storm
adelphi,Adelphi University,Garden City,NY,Panthers
mscollege,Mississippi College,Clinton,MS,Choctaws
knoxil,Knox College (and Lombard College),Galesburg,IL,Prairie Fire
princeton,Princeton University,Princeton,NJ,Tigers
campbell,Campbell University,Buies Creek,NC,Camels
carthagewi,Carthage College,Kenosha,WI,Redmen
flinternat,Florida International University,Miami,FL,Golden Panthers
biolaca,Biola University,La Mirada,CA,Eagles
arktech,Arkansas Tech University,Russellville,AR,Wonder Boys
samford,Samford University,Birmingham,AL,Bulldogs
kansasst,Kansas State University,Manhattan,KS,Wildcats
wlmcarey,William Carey College,Hattiesburg,MS,Crusaders
citadel,The Citadel,Charleston,SC,Bulldogs
tntech,Tennessee Technological University,Cookeville,TN,Golden Eagles
alabamast,Alabama State University,Montgomery,AL,Hornets
lafayette,Lafayette College,Easton,PA,Leopards
robertmor,Robert Morris University,Moon Township,PA,Colonials
pacific,University of the Pacific,Stockton,CA,Tigers
utsa,University of Texas at San Antonio,San Antonio,TX,Roadrunners
cameronok,Cameron University,Lawton,OK,Aggies
radford,Radford University,Radford,VA,Highlanders
swtexas,Southwest Texas State University,San Marcos,TX,Bobcats
lemoynowen,LeMoyne-Owen College,Memphis,TN,Magicians
neillinois,Northeastern Illinois University,Chicago,IL,
albertsnid,Albertson College of Idaho,Caldwell,ID,Coyotes
minnesota,University of Minnesota,Minneapolis,MN,Golden Gophers
syracuse,Syracuse University,Syracuse,NY,Orangemen
sarkansas,Southern Arkansas University,Magnolia,AR,Muleriders
rhodeisle,University of Rhode Island,Kingston,RI,Rams
mosouthern,Missouri Southern State University-Joplin,Joplin,MO,Lions
saginawval,Saginaw Valley State University,University Center,MI,Cardinals
ucsb,"University of California, Santa Barbara",Santa Barbara,CA,Gauchos
etxbaptist,East Texas Baptist University,Marshall,TX,Tigers
sindiana,University of Southern Indiana,Evansville,IN,Screaming Eagles
warnerpac,Warner Pacific College,Portland,OR,Knights
edinboro,Edinboro University of Pennsylvania,Edinboro,PA,Fighting Scots
lynchbrgva,Lynchburg College,Lynchburg,VA,Hornets
salemintl,Salem International University,Salem,WV,Tigers
coloradost,Colorado State University,Fort Collins,CO,Rams
unlv,"University of Nevada, Las Vegas",Las Vegas,NV,Rebels
brdgwatrva,Bridgewater College,Bridgewater,VA,Eagles
inbethel,Bethel College,Mishawaka,IN,Pilots
uncgreen,University of North Carolina at Greensboro,Greensboro,NC,Spartans
ucdavis,"University of California, Davis",Davis,CA,Aggies
clrmuddscr,Claremont McKenna College,Claremont,CA,Stags
tulsa,University of Tulsa,Tulsa,OK,Golden Hurricane
alabamaam,Alabama A&M University,Normal,AL,Bulldogs
gannon,Gannon University,Erie,PA,Golden Knights
concrdiamn,Concordia University,Saint Paul,MN,Golden Bears
hiramoh,Hiram College,Hiram,OH,Terriers
jacksonst,Jackson State University,Jackson,MS,Tigers
arkansas,University of Arkansas,Fayetteville,AR,Razorbacks
nwstate,Northwestern State University of Louisiana,Natchitoches,LA,Demons
jacksonvil,Jacksonville University,Jacksonville,FL,Dolphins
txtech,Texas Tech University,Lubbock,TX,Red Raiders
montevallo,University of Montevallo,Montevallo,AL,Falcons
illinoisst,Illinois State University,Normal,IL,Redbirds
pbsc,Palm Beach State College,Lake Worth,FL,Panthers
iupui,Indiana University-Purdue University Indianapolis,Indianapolis,IN,Jaguars
setonhall,Seton Hall University,South Orange,NJ,Pirates
mowestern,Missouri Western State College,Saint Joseph,MO,Griffons
lanecol,Lane College,Jackson,TN,Dragons
augsburgmn,Augsburg College,Minneapolis,MN,Auggies
iupufw,Indiana University-Purdue University Fort Wayne,Fort Wayne,IN,Mastodons
bryant,Bryant College,Smithfield,RI,Bulldogs
swoklahoma,Southwestern Oklahoma State University,Weatherford,OK,Bulldogs
vandy,Vanderbilt University,Nashville,TN,Commodores
canisius,Canisius College,Buffalo,NY,Griffs
stpeters,Saint Peter's College,Jersey City,NJ,Peacocks
marist,Marist College,Poughkeepsie,NY,Red Foxes
tnmartin,University of Tennessee at Martin,Martin,TN,Skyhawks
jamesmad,James Madison University,Harrisonburg,VA,Dukes
sdcity,San Diego City College,San Diego,CA,Knights
kennesawst,Kennesaw State University,Kennesaw,GA,Owls
siena,Siena College,Loudonville,NY,Saints
concrdiatx,Concordia University at Austin,Austin,TX,Tornados
wioshkosh,University of Wisconsin-Oshkosh,Oshkosh,WI,Titans
denisonoh,Denison University,Granville,OH,Big Red
baconeok,Bacone College,Muskogee,OK,Warriors
morganst,Morgan State University,Baltimore,MD,Bears
whitmanwa,Whitman College,Walla Walla,WA,Missionaries
calstla,"California State University, Los Angeles",Los Angeles,CA,Golden Eagles
ozarks,University of the Ozarks,Clarksville,AR,Eagles
oakland,Oakland University,Rochester,MI,Grizzlies
utchat,University of Tennessee at Chattanooga,Chattanooga,TN,Mocs
bostoncoll,Boston College,Chestnut Hill,MA,Eagles
georgiasou,Georgia Southern University,Statesboro,GA,Eagles
sanfranst,San Francisco State University,San Francisco,CA,Gators
ptparkpa,Point Park University,Pittsburgh,PA,Pioneers
monmouth,Monmouth University,West Long Branch,NJ,Hawks
brandeisma,Brandeis University,Waltham,MA,Judges
flatlantic,Florida Atlantic University,Boca Raton,FL,Owls
michigan,University of Michigan,Ann Arbor,MI,Wolverines
tnwesleyan,Tennessee Wesleyan College,Athens,TN,Bulldogs
oglethrpga,Oglethorpe University,Atlanta,GA,Stormy Petrels
montana,University of Montana-Missoula,Missoula,MT,Grizzlies
toledo,University of Toledo,Toledo,OH,Rockets
whittierca,Whittier College,Whittier,CA,Poets
ohvalley,Ohio Valley University,Vienna,WV,Fighting Scots
wvstate,West Virginia State College,Institute,WV,Yellow Jackets
oklahoma,University of Oklahoma,Norman,OK,Sooners
cconnst,Central Connecticut State University,New Britain,CT,Blue Devils
piedmontga,Piedmont College,Demorest,GA,Lions
wshngtonmo,Washington University in Saint Louis,Saint Louis,MO,Bears
benedctnks,Benedictine College,Atchison,KS,Ravens
wiwhitewtr,University of Wisconsin-Whitewater,Whitewater,WI,Warhawks
oregon,University of Oregon,Eugene,OR,Ducks
lacollege,Louisiana College,Pineville,LA,Wildcats
utpanam,University of Texas-Pan American,Edinburg,TX,Broncs
brown,Brown University,Providence,RI,Bears
grandview,Grand View College,Des Moines,IA,Vikings
howard,Howard University,Washington,DC,Bison
sdakotast,South Dakota State University,Brookings,SD,Jackrabbits
rosehulman,Rose-Hulman Institute of Technology,Terre Haute,IN,Engineers
delawarest,Delaware State University,Dover,DE,Hornets
purdue,Purdue University,West Lafayette,IN,Boilermakers
shipnsburg,Shippensburg University of Pennsylvania,Shippensburg,PA,Red Raiders
carsnewm,Carson-Newman College,Jefferson City,TN,Eagles
wrightst,Wright State University,Dayton,OH,Raiders
sanfran,University of San Francisco,San Francisco,CA,Dons
etennst,East Tennessee State University,Johnson City,TN,Buccaneers
shenandoah,Shenandoah University,Winchester,VA,Hornets
calstfull,"California State University, Fullerton",Fullerton,CA,Titans
armstratl,Armstrong Atlantic State University,Savannah,GA,Pirates
sfloridacc,South Florida CC,Avon Park,FL,
ithacany,Ithaca College,Ithaca,NY,Bombers
sunybuff,State University of New York at Buffalo,Buffalo,NY,Bulls
maryland,University of Maryland,College Park,MD,Terrapins
crdstritch,Cardinal Stritch University,Milwaukee,WI,Wolves
temple,Temple University,Philadelphia,PA,Owls
umbc,"University of Maryland, Baltimore County",Catonsville,MD,Retrievers
uab,University of Alabama at Birmingham,Birmingham,AL,Blazers
messiah,Messiah College,Grantham,PA,Falcons
tamucc,Texas A&M University-Corpus Christi,Corpus Christi,TX,Islanders
nyfredonia,State University of New York College at Fredonia,Fredonia,NY,Blue Devils
sliprock,Slippery Rock University of Pennsylvania,Slippery Rock,PA,The Rock
boisest,Boise State University,Boise,ID,Broncos
lebvalley,Lebanon Valley College,Annville,PA,Flying Dutchmen
memphis,University of Memphis,Memphis,TN,Tigers
bradley,Bradley University,Peoria,IL,Braves
maryhrdbay,University of Mary Hardin-Baylor,Belton,TX,Crusaders
swarthmore,Swarthmore College,Swarthmore,PA,Garnet Tide
swesterntx,Southwestern University,Georgetown,TX,Pirates
charleswv,University of Charleston,Charleston,WV,Golden Eagles
waynest,Wayne State University,Detroit,MI,Warriors
mansfield,Mansfield University of Pennsylvania,Mansfield,PA,Mountaineers
eutah,College of Eastern Utah,Price,UT,Golden Eagles
morehouse,Morehouse College,Atlanta,GA,Maroon Tigers
wofford,Wofford College,Spartanburg,SC,Terriers
betheltn,Bethel College,McKenzie,TN,Royals
stfrncisil,University of St. Francis,Joliet,IL,Fighting Saints
lewclarkor,Lewis & Clark College,Portland,OR,Pioneers
trinitytx,Trinity University,San Antonio,TX,Tigers
hartford,University of Hartford,Hartford,CT,Hawks
cwashngton,Central Washington University,Ellensburg,WA,Wildcats
calpoly,"California State Polytechnic University, San Luis Obispo",San Luis Obispo,CA,Mustangs
colgate,Colgate University,Hamilton,NY,Raiders
arizonast,Arizona State University,Tempe,AZ,Sun Devils
uniontn,Union University,Jackson,TN,Bulldogs
utahvalley,Utah Valley University,Orem,UT,Wolverines
utarl,University of Texas at Arlington,Arlington,TX,Mavericks
williamsma,Williams College,Williamston,MA,Ephs
newesleyan,Nebraska Wesleyan University,Lincoln,NE,Prairie Wolves
susquehnna,Susquehanna University,Selinsgrove,PA,Crusaders
appalst,Appalachian State University,Boone,NC,Mountaineers
american,American University,Washington,DC,Eagles
dubuque,University of Dubuque,Dubuque,IA,Spartans
waynestne,Wayne State College,Wayne,NE,Wildcats
tamucomm,Texas A&M University-Commerce,Commerce,TX,Lions
rice,Rice University,Houston,TX,Owls
lubbchrist,Lubbock Christian University,Lubbock,TX,Chaparrals
wlmjewell,William Jewell College,Liberty,MO,Cardinals
dartmouth,Dartmouth College,Hanover,NH,Big Green
willinois,Western Illinois University,Macomb,IL,Leathernecks
hofstra,Hofstra University,Hempstead,NY,Pride
fairfield,Fairfield University,Fairfield,CT,Stags
sutah,Southern Utah University,Cedar City,UT,Thunderbirds
akron,University of Akron,Akron,OH,Zips
gacollege,Georgia College and State University,Milledgeville,GA,Bobcats
kentst,Kent State University,Kent,OH,Golden Flashes
lamar,Lamar University,Beaumont,TX,Cardinals
savcolad,Savannah College of Art and Design,Savannah,GA,Bees
wlibertyst,West Liberty State College,West Liberty,WV,Hilltoppers
portland,University of Portland,Portland,OR,Pilots
eillinois,Eastern Illinois University,Charleston,IL,Panthers
nflorida,University of North Florida,Jacksonville,FL,Ospreys
albionmi,Albion College,Albion,MI,Britons
delaware,University of Delaware,Newark,DE,Blue Hens
neastern,Northeastern University,Boston,MA,Huskies
winstsalst,Winston-Salem State University,Winston-Salem,NC,Rams
ouachitab,Ouachita Baptist University,Arkadelphia,AR,Tigers
floridast,Florida State University,Tallahassee,FL,Seminoles
wcarolina,Western Carolina University,Cullowhee,NC,Catamounts
willmary,College of William and Mary,Williamsburg,VA,Tribe
hartwickny,Hartwick College,Oneonta,NY,Hawks
upenn,University of Pennsylvania,Philadelphia,PA,Quakers
clarksonny,Clarkson University,Potsdam,NY,Knights
mercer,Mercer University,Macon,GA,Bears
flagler,Flagler College,St. Augustine,FL,Saints
marquette,Marquette University,Milwaukee,WI,Golden Eagles
columbia,Columbia University,New York,NY,Lions
roanokeva,Roanoke College,Salem,VA,Maroons
valpo,Valparaiso University,Valparaiso,IN,Crusaders
rowannj,Rowan University,Glassboro,NJ,Profs
howrdpayne,Howard Payne University,Brownwood,TX,Yellow Jackets
pacificor,Pacific University,Forest Grove,OR,Boxers
nalabama,University of North Alabama,Florence,AL,Lions
fayetvilst,Fayetteville State University,Fayetteville,NC,Broncos
stlouis,Saint Louis University,Saint Louis,MO,Billikens
nwokstate,Northwestern Oklahoma State University,Alva,OK,Rangers
stleo,Saint Leo University,Saint Leo,FL,Lions
stmartinwa,Saint Martin's College,Lacey,WA,Saints
mtennst,Middle Tennessee State University,Murfreesboro,TN,Blue Raiders
ucsd,"University of California, San Diego",La Jolla,CA,Tritons
belmont,Belmont University,Nashville,TN,Bruins
shorterga,Shorter College,Rome,GA,Hawks
cwpost,"Long Island University, C.W, Post Campus",Brookville,NY,Pioneers
centok,University of Central Oklahoma,Edmond,OK,Bronchos
freedhrdmn,Freed-Hardeman University,Henderson,TN,Lions
ntexas,University of North Texas,Denton,TX,Mean Green
wkentucky,Western Kentucky University,Bowling Green,KY,Hilltoppers
newyorku,New York University,New York,NY,Violets
widenerpa,Widener University,Chester,PA,Pioneers
narizona,Northern Arizona University,Flagstaff,AZ,Lumberjacks
johnbrwnar,John Brown University,Siloam Springs,AR,Golden Eagles
olemiss,University of Mississippi,Oxford,MS,Rebels
humboldtst,Humboldt State University,Arcata,CA,Lumberjacks
hendrsonst,Henderson State University,Arkadelphia,AR,Reddies
tuftsma,Tufts University,Medford,MA,Jumbos
longbeach,"California State University, Long Beach",Long Beach,CA,49ers
clemson,Clemson University,Clemson,SC,Tigers
tamukvill,Texas A&M University-Kingsville,Kingsville,TX,Javelinas
norwichvt,Norwich University,Northfield,VT,Cadets
louisville,University of Louisville,Louisville,KY,Cardinals
walabama,University of West Alabama,Livingston,AL,Tigers
trumanst,Truman State University,Kirksville,MO,Bulldogs
ulamo,University of Louisiana at Monroe,Monroe,LA,Indians
tulane,Tulane University,New Orleans,LA,Green Wave
stmarysca,Saint Mary's College of California,Moraga,CA,Gaels
iowa,University of Iowa,Iowa City,IA,Hawkeyes
ashland,Ashland University,Ashland,OH,Eagles
albany,"University at Albany, State University of New York",Albany,NY,Great Danes
stfranpa,Saint Francis University,Loretto,PA,Red Flash
azusapac,Azusa Pacific University,Azusa,CA,Cougars
gardwebb,Gardner-Webb University,Boiling Springs,NC,Bulldogs
marshall,Marshall University,Huntington,WV,Thundering Herd
shepherdwv,Shepherd College,Shepherdstown,WV,Rams
georgefox,George Fox University,Newberg,OR,Bruins
silledward,Southern Illinois University Edwardsville,Edwardsville,IL,Cougars
illinois,University of Illinois at Urbana-Champaign,Champaign,IL,Fighting Illini
hillsdale,Hillsdale College,Hillsdale,MI,Chargers
umes,University of Maryland Eastern Shore,Princess Anne,MD,Fighting Hawks
iowast,Iowa State University,Ames,IA,Cyclones
willamette,Willamette University,Salem,OR,Bearcats
montreatnc,Montreat College,Montreat,NC,Cavaliers
colocollege,Colorado College,Colorado Springs,CO,Tigers
pennst,Pennsylvania State University,State College,PA,Nittany Lions
georgtwnky,Georgetown College,Georgetown,KY,Tigers
elizbthtwn,Elizabethtown College,Elizabethtown,PA,Blue Jays
brklyncuny,"Brooklyn College, The City University of New York",Brooklyn,NY,Bridges
chicago,University of Chicago,Chicago,IL,Maroons
csdomhills,"California State University, Dominguez Hills",Carson,CA,Toros
mit,Massachusetts Institute of Technology,Cambridge,MA,Engineers
millsapsms,Millsaps College,Jackson,MS,Majors
tennessee,University of Tennessee,Knoxville,TN,Volunteers
ulala,University of Louisiana at Lafayette,Lafayette,LA,Ragin' Cajuns
army,United States Military Academy,West Point,NY,Black Knights
duquesne,Duquesne University,Pittsburgh,PA,Dukes
uscaiken,University of South Carolina Aiken,Aiken,SC,Pacers
sillinois,Southern Illinois University,Carbondale,IL,Salukis
davidson,Davidson College,Davidson,NC,Wildcats
guilfordnc,Guilford College,Greensboro,NC,Quakers
hawaii,University of Hawai'i at Manoa,Honolulu,HI,Rainbows
salabama,University of South Alabama,Mobile,AL,Jaguars
haskellks,Haskell Indian Nations University,Lawrence,KS,Indians
heidelberg,Heidelberg College,Tiffin,OH,Princes
pugetsound,University of Puget Sound,Tacoma,WA,Loggers
macmurryil,MacMurray College,Jacksonville,IL,Highlanders
calstnorth,"California State University, Northridge",Northridge,CA,Matadors
washcollmd,Washington College,Chestertown,MD,Shoremen
lincolnmem,Lincoln Memorial University,Harrogate,TN,Railsplitters
valdostast,Valdosta State University,Valdosta,GA,Blazers
arizona,University of Arizona,Tucson,AZ,Wildcats
ferrisst,Ferris State University,Big Rapids,MI,Bulldogs
stmichaels,Saint Michael's College,Colchester,VT,Purple Knights
mcdaniel,McDaniel College,Westminster,MD,Green Terror
lockhaven,Lock Haven University of Pennsylvania,Lock Haven,PA,Bald Eagles
semost,Southeast Missouri State University,Cape Girardeau,MO,Red Hawks
yale,Yale University,New Haven,CT,Bulldogs
whitwrthwa,Whitworth College,Spokane,WA,Pirates
baldwalloh,Baldwin-Wallace College,Berea,OH,Yellow Jackets
miamifl,University of Miami,Coral Gables,FL,Hurricanes
georgia,University of Georgia,Athens,GA,Bulldogs
stcloudst,St. Cloud State University,Saint Cloud,MN,Huskies
iona,Iona College,New Rochelle,NY,Gaels
arkansasst,Arkansas State University,Jonesboro,AR,Indians
presbytrn,Presbyterian College,Clinton,SC,Blue Hose
southernu,Southern University and A&M College,Baton Rouge,LA,Jaguars
sfcc,South Florida Community College,Avon Park,FL,Panthers
charlsouth,Charleston Southern University,Charleston,SC,Buccaneers
georgewash,George Washington University,Washington,DC,Colonials
athensst,Athens State University,Athens,AL,Bears
oberlinoh,Oberlin College,Oberlin,OH,Yeoman
woosteroh,College of Wooster,Wooster,OH,Fighting Scots
stxavieril,Saint Xavier University,Chicago,IL,Cougars
ewashington,Eastern Washington University,Cheney,WA,Eagles
pittsbst,Pittsburg State University,Pittsburg,KS,Gorillas
scranton,University of Scranton,Scranton,PA,Royals
seattle,Seattle University,Seattle,WA,Redhawks
washington,University of Washington,Seattle,WA,Huskies
nwestern,Northwestern University,Evanston,IL,Wildcats
txsouth,Texas Southern University,Houston,TX,Tigers
grambling,Grambling State University,Grambling,LA,Tigers
aquinasmi,Aquinas College,Grand Rapids,MI,Saints
bethanywv,Bethany College,Bethany,WV,Bison
georgetown,Georgetown University,Washington,DC,Hoyas
flbarry,Barry University,Miami Shores,FL,Buccaneers
houstnbapt,Houston Baptist University,Houston,TX,Huskies
holycross,College of the Holy Cross,Worcester,MA,Crusaders
wilacrosse,University of Wisconsin-La Crosse,La Crosse,WI,Eagles
lewisil,Lewis University,Romeoville,IL,Flyers
vanguardca,Vanguard University of Southern California,Costa Mesa,CA,Lions
emoryga,Emory University,Atlanta,GA,Eagles
clevst,Cleveland State University,Cleveland,OH,Vikings
sacstate,"California State University, Sacramento",Sacramento,CA,Hornets
wilbrforce,Wilberforce University,Wilberforce,OH,Bulldogs
bloomsburg,Bloomsburg University of Pennsylvania,Bloomsburg,PA,Huskies
uncwilm,University of North Carolina at Wilmington,Wilmington,NC,Seahawks
weberst,Weber State University,Ogden,UT,Wildcats
kutztown,Kutztown University of Pennsylvania,Kutztown,PA,Golden Bears
vatech,Virginia Polytechnic Institute & State University,Blacksburg,VA,Hokies
keenest,Keene State College,Keene,NH,Owls
buenavista,Buena Vista University,Storm Lake,IA,Beavers
sunybing,State University of New York at Binghamton,Binghamton,NY,Bearcats
missvalley,Mississippi Valley State University,Itta Bena,MS,Delta Devils
kenyonoh,Kenyon College,Gambier,OH,Lords
tusculum,Tusculum College,Greeneville,TN,Pioneers
daviselkins,Davis and Elkins College,Elkins,WV,Senators
grovecity,Grove City College,Grove City,PA,Wolverines
ucriver,"University of California, Riverside",Riverside,CA,Highlanders
ncat,North Carolina Agricultural and Technical State University,Greensboro,NC,Aggies
mtolive,Mount Olive College,Mount Olive,NC,Trojans
washburn,Washburn University of Topeka,Topeka,KS,Ichabods
masslowell,University of Massachusetts Lowell,Lowell,MA,River Hawks
nmstate,New Mexico State University,Las Cruces,NM,Aggies
nillinois,Northern Illinois University,DeKalb,IL,Huskies
colorado,University of Colorado,Boulder,CO,Buffaloes
ilwesleyan,Illinois Wesleyan University,Bloomington,IL,Titans
pace,Pace University,New York,NY,Setters
calipa,California University of Pennsylvania,California,PA,Vulcans
gatech,Georgia Institute of Technology,Atlanta,GA,Yellow Jackets
umassdartm,University of Massachusetts Dartmouth,North Dartmouth,MA,Corsairs
birmsouth,Birmingham-Southern College,Birmingham,AL,Panthers
bowlgreen,Bowling Green State University,Bowling Green,OH,Falcons
wileytx,Wiley College,Marshall,TX,
nkentucky,Northern Kentucky University,Highland Heights,KY,Norse
longisland,"Long Island University, Brooklyn Campus",Brooklyn,NY,Blackbirds
mastersca,The Master's College,Santa Clarita,CA,Mustangs
trnsylvnia,Transylvania University,Lexington,KY,Pioneers
