yearid,teamid,lgid,playerid,g_all,g_batting,g_defense,g_p,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr
2002,FLO,NL,lloydgr01,25,0.0,25,25,25,0,0,0,0,0,0,0,0,0,0.0,0.0
1996,BOS,AL,greenmi01,77,74.0,77,76,0,0,0,0,0,0,75,1,1,76,0.0,3.0
1971,DET,AL,cashno01,135,,135,135,0,0,131,0,0,0,0,0,0,0,,
1940,WS1,AL,krakajo01,32,,32,32,32,0,0,0,0,0,0,0,0,0,,
1935,SLN,NL,deandi01,53,,53,53,50,0,0,0,0,0,0,0,0,0,,
1997,CHN,NL,mcraebr01,108,103.0,108,107,0,0,0,0,0,0,0,107,0,107,0.0,3.0
1994,CHN,NL,boskish01,2,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0
2008,SEA,AL,bloomwi01,71,40.0,71,59,0,0,0,7,1,12,8,23,13,43,0.0,18.0
2004,TOR,AL,myersgr01,8,5.0,8,4,0,4,0,0,0,0,0,0,0,0,1.0,3.0
1939,CHN,NL,reynoca01,88,,88,88,0,0,0,0,0,0,3,51,18,72,,
1918,NYA,AL,russeal01,29,,29,29,27,0,0,0,0,0,0,0,0,0,,
1995,HOU,NL,hartgde01,40,0.0,40,40,40,0,0,0,0,0,0,0,0,0,0.0,0.0
1979,ML4,AL,rautzla01,3,0.0,0,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0
1910,CLE,AL,eastete01,110,,110,110,0,65,0,0,0,0,0,0,32,32,,
1959,KC1,AL,freemma01,3,,3,3,3,0,0,0,0,0,0,0,0,0,,
1909,CIN,NL,ellamro01,10,,10,10,0,0,0,0,0,9,0,0,0,0,,
1909,BSN,NL,curticl01,10,,10,10,10,0,0,0,0,0,0,0,0,0,,
2006,LAN,NL,broxtjo01,68,0.0,65,68,68,0,0,0,0,0,0,0,0,0,0.0,0.0
1940,WS1,AL,evansal01,14,,14,14,0,9,0,0,0,0,0,0,0,0,,
1929,CIN,NL,stripjo01,64,,64,64,0,0,0,2,55,0,0,0,0,0,,
1931,CIN,NL,fitzgra01,1,,1,1,0,0,0,0,0,0,0,0,0,0,,
1929,NYA,AL,hoytwa01,30,,30,30,30,0,0,0,0,0,0,0,0,0,,
2007,MIN,AL,fordle01,55,27.0,55,49,0,0,0,0,0,0,35,14,3,49,0.0,7.0
1923,NY1,NL,bancrda01,107,,107,107,0,0,0,11,0,96,0,0,0,0,,
1964,MIN,AL,dottega01,3,,3,3,3,0,0,0,0,0,0,0,0,0,,
1957,BAL,AL,houttar01,5,,5,5,5,0,0,0,0,0,0,0,0,0,,
1968,OAK,AL,lewisal01,26,,26,26,0,0,0,0,0,0,1,0,0,1,,
1979,HOU,NL,niekrjo01,38,38.0,38,38,38,0,0,0,0,0,0,0,0,0,0.0,0.0
1983,TEX,AL,masonmi01,5,0.0,0,5,5,0,0,0,0,0,0,0,0,0,0.0,0.0
1949,BSN,NL,torgeea01,25,,25,25,0,0,25,0,0,0,0,0,0,0,,
1915,BRO,NL,aitchra01,7,,7,7,7,0,0,0,0,0,0,0,0,0,,
1942,CHA,AL,lodigda01,59,,59,59,0,0,0,7,43,0,0,0,0,0,,
1992,ATL,NL,lopezja01,9,2.0,9,9,0,9,0,0,0,0,0,0,0,0,0.0,2.0
1974,PHI,NL,thomaer01,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0
2012,MIL,NL,weeksri01,157,154.0,157,152,0,0,0,152,0,0,0,0,0,0,2.0,3.0
1979,OAK,AL,chalkda01,66,61.0,66,64,0,0,0,37,16,16,0,0,0,0,0.0,3.0
1895,NY1,NL,burkeed01,39,,39,39,0,0,0,0,0,0,39,0,0,39,,
1978,CLE,AL,pruitro01,71,49.0,71,63,0,48,0,0,2,0,12,0,4,16,1.0,12.0
1971,SDN,NL,slocuro01,7,,7,7,0,0,0,0,6,0,0,0,0,0,,
1995,CHA,AL,raineti01,133,123.0,133,108,0,0,0,0,0,0,108,0,1,108,20.0,9.0
2006,SEA,AL,morsemi01,21,10.0,21,16,0,0,2,0,5,1,2,0,7,9,3.0,7.0
1981,SEA,AL,randlle01,82,64.0,82,78,0,0,0,21,59,3,2,1,2,5,0.0,7.0
1975,NYA,AL,guidrro01,11,0.0,1,10,10,0,0,0,0,0,0,0,0,0,0.0,0.0
2002,ARI,NL,gracema01,124,70.0,124,99,1,0,98,0,0,0,0,0,0,0,0.0,34.0
1919,BSN,NL,causere01,10,,10,10,10,0,0,0,0,0,0,0,0,0,,
1998,MIL,NL,owenser01,34,8.0,34,20,0,0,0,4,0,0,10,5,2,16,0.0,10.0
1963,BOS,AL,geigega01,121,,121,121,0,0,6,0,0,0,2,89,4,95,,
1931,DET,AL,richano01,38,,38,38,0,0,0,0,38,0,0,0,0,0,,
1949,CIN,NL,foxho01,41,,41,41,38,0,0,0,0,0,0,0,0,0,,
1897,CIN,NL,dammabi01,16,,16,16,16,0,0,0,0,0,0,0,0,0,,
1959,ML1,NL,buhlbo01,31,,31,31,31,0,0,0,0,0,0,0,0,0,,
1898,CHN,NL,greenda01,47,,47,47,0,0,0,0,0,0,8,2,37,47,,
2004,KCA,AL,vasqujo01,2,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0
1920,PHI,NL,hubbebi01,24,,24,24,24,0,0,0,0,0,0,0,0,0,,
1995,PHI,NL,eisenji01,129,90.0,129,111,0,0,0,0,0,0,39,6,68,111,0.0,27.0
1998,LAN,NL,bohanbr01,14,14.0,14,14,14,0,0,0,0,0,0,0,0,0,0.0,0.0
1974,CHN,NL,mittege01,78,57.0,78,68,0,68,0,0,0,0,0,0,0,0,0.0,14.0
1917,WS1,AL,henryjo02,65,,65,65,0,59,0,0,0,0,0,0,0,0,,
2005,OAK,AL,swishni01,131,128.0,131,130,0,0,21,0,0,0,0,0,121,121,0.0,3.0
1944,PHI,NL,barredi01,37,,37,37,37,0,0,0,0,0,0,0,0,0,,
2011,SDN,NL,hawpebr01,62,50.0,62,51,0,0,44,0,0,0,0,0,7,7,1.0,11.0
1899,WSN,NL,cassipe01,46,,46,46,0,0,37,0,6,3,0,0,0,0,,
1949,BOS,AL,wittijo01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,
1890,BSP,PL,stoveha01,118,,118,118,0,0,1,0,0,0,1,0,116,117,,
1896,PHI,NL,cooledu01,64,,64,64,0,0,0,0,0,0,22,40,2,64,,
2003,PHI,NL,jungeer01,6,0.0,6,6,6,0,0,0,0,0,0,0,0,0,0.0,0.0
1909,BSN,NL,grahape01,92,,92,92,0,76,0,0,1,1,1,0,3,6,,
1980,LAN,NL,davalvi01,7,0.0,7,1,0,0,1,0,0,0,0,0,0,0,0.0,6.0
1974,CLE,AL,lowenjo01,140,132.0,140,137,0,0,12,4,28,0,89,8,6,100,0.0,2.0
1951,CIN,NL,ramsdwi01,31,,31,31,31,0,0,0,0,0,0,0,0,0,,
2002,ANA,AL,donnebr01,46,0.0,2,46,46,0,0,0,0,0,0,0,0,0,0.0,0.0
1932,BOS,AL,boernla01,21,,21,21,21,0,0,0,0,0,0,0,0,0,,
1910,CIN,NL,doylesl01,5,,5,5,5,0,0,0,0,0,0,0,0,0,,
1977,CIN,NL,fostege01,158,158.0,158,158,0,0,0,0,0,0,143,37,0,158,0.0,0.0
1990,CHA,AL,bostoda01,5,0.0,5,1,0,0,0,0,0,0,0,0,1,1,0.0,1.0
1914,BOS,AL,greggve01,12,,12,12,12,0,0,0,0,0,0,0,0,0,,
1965,WS2,AL,chancbo01,72,,72,72,0,0,48,0,0,0,0,0,3,3,,
1928,PIT,NL,bartedi01,72,,72,72,0,0,0,39,1,27,0,0,0,0,,
1980,HOU,NL,ashbyal01,116,104.0,116,114,0,114,0,0,0,0,0,0,0,0,0.0,5.0
1927,SLA,AL,neverer01,27,,27,27,27,0,0,0,0,0,0,0,0,0,,
1985,DET,AL,kuntzru01,5,0.0,5,1,0,0,1,0,0,0,0,0,0,0,0.0,5.0
1970,LAN,NL,houghch01,8,,8,8,8,0,0,0,0,0,0,0,0,0,,
1980,TOR,AL,willimi01,20,0.0,0,20,20,0,0,0,0,0,0,0,0,0,0.0,0.0
1986,ML4,AL,molitpa01,105,105.0,105,95,0,0,0,0,91,0,4,0,0,4,10.0,0.0
1933,CHA,AL,jonessa01,37,,37,37,27,0,0,0,0,0,0,0,0,0,,
1999,ANA,AL,willire02,30,15.0,30,24,0,0,0,0,0,0,4,3,18,24,0.0,5.0
2001,CHA,AL,chrismc01,7,1.0,7,6,0,0,0,0,0,0,0,6,0,6,0.0,1.0
2004,KCA,AL,serraji01,10,0.0,0,10,10,0,0,0,0,0,0,0,0,0,0.0,0.0
1961,MIN,AL,schroal01,11,,11,11,11,0,0,0,0,0,0,0,0,0,,
1916,PHA,AL,lindsax01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,
1956,PIT,NL,lawve01,39,,39,39,39,0,0,0,0,0,0,0,0,0,,
1981,NYN,NL,reardje01,18,0.0,18,18,18,0,0,0,0,0,0,0,0,0,0.0,0.0
1994,PIT,NL,foleyto02,59,27.0,59,42,0,0,3,17,14,8,0,0,0,0,0.0,20.0
1881,BFN,NL,swarted01,1,,1,1,0,0,0,0,0,0,0,0,1,1,,
1987,ATL,NL,jamesdi01,134,118.0,134,126,0,0,0,0,0,0,29,99,0,126,0.0,13.0
1993,SEA,AL,ontivst02,14,0.0,0,14,14,0,0,0,0,0,0,0,0,0,0.0,0.0
1975,CIN,NL,carrocl02,56,2.0,56,56,56,0,0,0,0,0,0,0,0,0,0.0,0.0
1983,TEX,AL,jonesod01,42,0.0,0,42,42,0,0,0,0,0,0,0,0,0,0.0,0.0
