playerid,yearid,stint,glf,gcf,grf
swandpi01,1903,1,0.0,0.0,14.0
ruthba01,1929,1,55.0,0.0,78.0
swettpo01,1890,1,0.0,0.0,3.0
donlimi01,1904,1,52.0,0.0,1.0
leachto01,1907,1,2.0,109.0,0.0
clintji01,1885,1,0.0,105.0,0.0
muncejo01,1884,1,0.0,2.0,6.0
boothed01,1872,1,0.0,3.0,1.0
dimagvi01,1945,1,0.0,121.0,0.0
sulliji01,1895,1,0.0,0.0,1.0
thompto02,1939,2,0.0,0.0,23.0
moellda01,1916,1,23.0,0.0,40.0
leboube01,1922,1,33.0,4.0,5.0
gedeojo01,1914,1,0.0,1.0,2.0
leonaan01,1874,1,51.0,0.0,0.0
whitewi01,1880,1,3.0,0.0,0.0
pabsted01,1890,2,4.0,0.0,0.0
myershy01,1917,1,0.0,62.0,4.0
malonjo01,1877,1,0.0,1.0,0.0
olsoniv01,1915,2,0.0,0.0,1.0
cullero01,1945,2,2.0,0.0,145.0
burnsoy01,1893,1,0.0,1.0,108.0
derbyge01,1883,1,2.0,1.0,0.0
shaffor01,1881,1,0.0,0.0,85.0
woodge01,1887,1,104.0,0.0,0.0
cantzba01,1888,1,1.0,0.0,3.0
blakeha01,1894,1,0.0,4.0,69.0
seyboso01,1904,1,0.0,0.0,129.0
collish01,1922,1,11.0,45.0,63.0
williri01,1913,1,0.0,1.0,4.0
kaybi01,1907,1,0.0,1.0,11.0
sommepe01,1890,2,0.0,1.0,0.0
anderjo01,1897,1,115.0,0.0,0.0
kellobi01,1914,1,0.0,2.0,0.0
hoopeha01,1919,1,0.0,0.0,128.0
galatmi01,1935,1,8.0,18.0,56.0
kaufmto01,1929,1,4.0,8.0,4.0
mannle01,1918,1,129.0,0.0,0.0
kressre01,1935,1,0.0,0.0,2.0
medwijo01,1947,1,7.0,0.0,36.0
mowryjo01,1935,1,30.0,2.0,13.0
thomptu01,1884,1,0.0,7.0,5.0
lushjo01,1906,1,0.0,6.0,16.0
mcquaje01,1934,1,5.0,0.0,1.0
grothjo01,1954,1,9.0,116.0,2.0
coonebi01,1910,1,0.0,0.0,2.0
rossch01,1944,1,25.0,0.0,15.0
moellda01,1915,1,21.0,0.0,95.0
andrufr01,1876,1,1.0,3.0,5.0
delahjo01,1908,1,138.0,0.0,0.0
johnswa01,1914,1,1.0,0.0,0.0
thompsh01,1915,1,0.0,7.0,0.0
mackife01,1946,1,0.0,71.0,1.0
bushjo01,1920,1,0.0,2.0,0.0
methebu01,1943,1,0.0,0.0,91.0
johnsbi02,1917,1,2.0,1.0,27.0
rosemch01,1887,1,0.0,21.0,0.0
harpege02,1918,1,0.0,1.0,63.0
hatfigi01,1888,1,0.0,1.0,0.0
reilljo01,1886,1,0.0,5.0,1.0
learyja01,1882,2,0.0,1.0,0.0
mokanjo01,1923,1,84.0,21.0,2.0
metzlal01,1930,2,1.0,36.0,19.0
nagelbi01,1941,1,2.0,0.0,0.0
martipe01,1936,1,0.0,3.0,124.0
twombba01,1920,1,5.0,15.0,25.0
muellhe02,1940,1,29.0,0.0,2.0
salisha01,1882,1,0.0,1.0,0.0
mantlmi01,1951,1,0.0,3.0,85.0
lejeula01,1915,1,0.0,18.0,0.0
gedneco01,1873,1,53.0,0.0,0.0
craneed01,1885,1,1.0,0.0,0.0
parksbi01,1876,1,1.0,0.0,0.0
wanerpa01,1935,1,0.0,0.0,136.0
moffesa01,1887,1,1.0,2.0,3.0
osborfr02,1908,1,0.0,146.0,6.0
slaugen01,1942,1,0.0,0.0,151.0
lindejo01,1945,1,0.0,41.0,0.0
sundabi01,1888,1,1.0,117.0,3.0
swansev01,1930,1,3.0,68.0,0.0
shochge01,1893,1,32.0,0.0,15.0
wallabo01,1902,1,0.0,0.0,1.0
mcsortr01,1875,1,6.0,1.0,
moorete01,1939,1,0.0,121.0,0.0
adkinhe01,1895,1,1.0,0.0,0.0
wasdeji01,1943,2,39.0,22.0,5.0
obrieto01,1884,1,1.0,1.0,1.0
kommefr01,1913,1,0.0,40.0,0.0
meusebo01,1920,1,16.0,0.0,48.0
sommejo01,1886,1,95.0,0.0,0.0
scharni01,1882,1,1.0,7.0,1.0
fogarji01,1887,1,0.0,0.0,123.0
woodlge01,1955,2,64.0,0.0,16.0
howelha01,1902,1,5.0,10.0,3.0
barclge01,1903,1,107.0,0.0,0.0
walkege02,1932,1,39.0,79.0,0.0
walkecu01,1926,1,1.0,0.0,151.0
maisege01,1922,1,2.0,13.0,11.0
weyhigu01,1898,1,0.0,0.0,1.0
edwarha01,1941,1,2.0,0.0,14.0
briefbu01,1913,1,8.0,0.0,0.0
lumleha01,1907,1,0.0,0.0,118.0
oharato01,1906,1,14.0,0.0,0.0
allenet01,1935,1,19.0,136.0,1.0
whitedo01,1911,1,0.0,0.0,1.0
zinngu01,1915,1,63.0,17.0,8.0
boyleja01,1890,1,0.0,0.0,2.0
staffge01,1898,1,6.0,7.0,9.0
addisbo01,1952,1,3.0,42.0,37.0
vittos01,1918,1,0.0,3.0,0.0
whiteed01,1955,1,0.0,0.0,2.0
fostepo01,1901,2,0.0,0.0,9.0
mauroca01,1950,1,18.0,1.0,30.0
averiea01,1933,1,0.0,149.0,0.0
harpege02,1928,1,0.0,0.0,18.0
moseswa01,1938,1,0.0,0.0,139.0
mcginjo01,1902,2,0.0,0.0,4.0
bowmasu01,1890,2,0.0,1.0,1.0
mcgeepa01,1875,1,0.0,25.0,0.0
mcgeaja01,1886,2,0.0,55.0,0.0
donovpa01,1898,1,0.0,0.0,147.0
burnsoy01,1895,2,32.0,0.0,0.0
mccormo01,1908,1,5.0,0.0,0.0
fullich01,1933,1,0.0,151.0,0.0
barrebi02,1930,2,0.0,0.0,1.0
titusjo01,1912,2,1.0,0.0,96.0
hermaba01,1935,1,15.0,0.0,0.0
monrofr01,1884,1,0.0,0.0,1.0
dowdto01,1901,1,137.0,0.0,0.0
moorete01,1938,1,0.0,75.0,0.0
boydbi01,1874,1,0.0,0.0,1.0
killefr01,1892,1,1.0,0.0,1.0
hamilbi01,1901,1,0.0,98.0,1.0
kellge01,1955,1,1.0,0.0,0.0
ellisba01,1920,1,0.0,2.0,2.0
weathro01,1942,1,0.0,117.0,0.0
mageesh01,1918,1,34.0,2.0,1.0
sommejo01,1883,1,82.0,0.0,12.0
mccosba01,1941,1,21.0,101.0,0.0
mccarjo03,1941,1,1.0,0.0,0.0
jollesm01,1932,1,7.0,0.0,4.0
collish01,1917,1,9.0,0.0,64.0
mertesa01,1904,1,130.0,17.0,0.0
mcnulpa01,1927,1,1.0,11.0,0.0
ripplji01,1938,1,0.0,17.0,115.0
yeagege01,1901,1,0.0,0.0,3.0
lehnepa01,1951,2,8.0,13.0,9.0
maisefr01,1916,1,0.0,26.0,0.0
elliobo01,1939,1,0.0,30.0,0.0
lusher01,1910,1,0.0,1.0,0.0
betchfr01,1910,1,1.0,1.0,0.0
nixonal01,1918,1,2.0,0.0,1.0
willicy01,1928,1,20.0,9.0,40.0
kennebo01,1946,1,59.0,12.0,4.0
stellbi02,1916,1,14.0,0.0,0.0
harpege02,1923,1,9.0,17.0,3.0
boothed01,1876,1,0.0,2.0,51.0
mageesh01,1917,2,29.0,0.0,12.0
haddoge01,1894,2,0.0,0.0,1.0
tanneje01,1901,1,9.0,0.0,1.0
gilliba01,1886,1,1.0,6.0,7.0
devorjo01,1908,1,0.0,0.0,2.0
stenzja01,1892,1,1.0,1.0,0.0
pikeli01,1872,1,6.0,5.0,16.0
flickel01,1907,1,1.0,23.0,122.0
wolfji01,1886,1,5.0,0.0,119.0
bodiepi01,1912,1,8.0,72.0,50.0
woulfji01,1884,2,0.0,14.0,1.0
careyma01,1924,1,0.0,149.0,0.0
henryjo01,1884,1,0.0,0.0,4.0
ortizro01,1941,1,0.0,0.0,21.0
mccaral01,1911,1,1.0,0.0,0.0
musiast01,1953,1,141.0,9.0,26.0
walkedi02,1945,1,0.0,0.0,153.0
martibi02,1951,1,0.0,1.0,0.0
quintma01,1884,1,0.0,0.0,10.0
bladera01,1925,1,114.0,0.0,0.0
gradymi01,1901,1,3.0,0.0,0.0
beaveed01,1872,1,1.0,0.0,0.0
youngba01,1942,1,0.0,54.0,0.0
gillepe01,1887,1,76.0,0.0,0.0
seech01,1919,1,2.0,2.0,0.0
reilljo01,1890,1,0.0,1.0,0.0
welchfr01,1926,1,28.0,3.0,20.0
cramedo01,1937,1,0.0,133.0,0.0
hardilo01,1886,1,0.0,0.0,2.0
leonaan01,1876,1,35.0,0.0,0.0
dailyco01,1890,1,0.0,0.0,1.0
fogarji01,1888,1,0.0,0.0,117.0
toddal01,1933,1,2.0,0.0,0.0
harrida01,1925,1,87.0,4.0,0.0
alenoch01,1943,1,2.0,0.0,0.0
seyboso01,1902,1,0.0,16.0,120.0
stanljo02,1909,1,5.0,4.0,9.0
morrimi01,1887,1,4.0,0.0,0.0
bergewa01,1931,1,0.0,156.0,0.0
derryru01,1944,1,16.0,0.0,12.0
uhaltfr01,1934,1,4.0,14.0,22.0
clarkfr01,1895,1,132.0,0.0,0.0
meloapa01,1910,1,0.0,0.0,65.0
foranji01,1871,1,3.0,1.0,0.0
snydere01,1876,1,54.0,0.0,1.0
weavesa01,1878,1,0.0,4.0,5.0
portema01,1884,1,0.0,3.0,0.0
breitte01,1892,1,0.0,0.0,10.0
lehanja01,1884,1,1.0,0.0,0.0
oconnpa01,1886,1,0.0,41.0,0.0
barbetu01,1917,1,1.0,6.0,0.0
walkeha01,1947,2,0.0,127.0,0.0
wills01,1884,2,0.0,5.0,0.0
ruthba01,1935,1,22.0,0.0,4.0
sextofr01,1895,1,1.0,0.0,0.0
radfopa01,1883,1,1.0,24.0,50.0
stahlch01,1904,1,0.0,157.0,0.0
baldwki01,1890,1,0.0,0.0,2.0
simmoal01,1934,1,136.0,2.0,0.0
welshji01,1929,2,1.0,49.0,2.0
frielbi01,1901,1,5.0,23.0,1.0
wiltssn01,1902,2,,,
fewstch01,1919,1,0.0,13.0,28.0
clarkal01,1953,2,1.0,0.0,0.0
hamilbi01,1890,1,123.0,0.0,0.0
stratsc01,1894,1,0.0,0.0,5.0
careyma01,1922,1,3.0,152.0,0.0
nichoov01,1912,1,4.0,0.0,0.0
treadge01,1895,1,0.0,0.0,86.0
sulliru01,1951,1,6.0,0.0,1.0
vanhage01,1896,1,0.0,133.0,0.0
ryanji01,1886,1,38.0,8.0,24.0
ryanco01,1951,1,0.0,0.0,1.0
collish01,1919,1,2.0,7.0,37.0
bennehe01,1927,1,12.0,2.0,42.0
troyda01,1885,1,0.0,0.0,2.0
harbibi01,1882,1,0.0,23.0,0.0
klingjo01,1904,1,9.0,0.0,1.0
hatfijo01,1873,1,0.0,0.0,1.0
morrijo03,1884,1,0.0,44.0,0.0
schafha01,1875,1,0.0,1.0,0.0
jonesho01,1921,1,1.0,0.0,0.0
haddoge01,1890,1,3.0,3.0,1.0
scanlpa01,1884,1,6.0,0.0,0.0
gastfed01,1884,1,0.0,0.0,2.0
welchcu01,1887,1,0.0,123.0,0.0
bowmabo02,1955,1,1.0,0.0,1.0
whitnfr01,1876,1,24.0,0.0,10.0
heathcl01,1926,1,13.0,13.0,110.0
sebriji01,1904,1,0.0,0.0,80.0
faganbi01,1888,1,1.0,1.0,0.0
baldwma01,1889,1,0.0,0.0,1.0
goodwi01,1918,1,1.0,33.0,1.0
cookpa01,1890,1,0.0,0.0,1.0
morrijo01,1878,1,0.0,1.0,0.0
walketi01,1911,1,94.0,0.0,0.0
wiedmst01,1884,1,,,53.0
foxxji01,1936,1,11.0,0.0,5.0
steinha01,1900,1,0.0,0.0,2.0
mannodo01,1941,1,5.0,0.0,0.0
wallabo01,1897,1,1.0,0.0,0.0
stenzja01,1897,1,0.0,131.0,0.0
brownpe01,1891,2,54.0,1.0,0.0
plattal01,1913,1,5.0,0.0,0.0
coangi01,1955,3,1.0,2.0,4.0
milledo01,1892,1,24.0,30.0,23.0
fullich01,1934,2,8.0,48.0,0.0
shawal02,1908,1,2.0,67.0,22.0
welchfr01,1923,1,0.0,0.0,117.0
simmojo02,1949,1,18.0,0.0,8.0
carseki01,1891,1,0.0,4.0,3.0
rothrja01,1935,1,1.0,1.0,125.0
beschbo01,1915,1,128.0,0.0,1.0
pickeol01,1896,1,3.0,44.0,0.0
cobbty01,1924,1,0.0,155.0,0.0
chriscu01,1926,1,72.0,19.0,9.0
schefte01,1888,1,4.0,23.0,0.0
kenneed01,1886,1,3.0,4.0,0.0
clymeot01,1907,1,0.0,0.0,15.0
powelra01,1920,1,0.0,147.0,1.0
goodwi01,1911,1,0.0,41.0,2.0
gleaski01,1891,1,1.0,8.0,0.0
leebi01,1915,1,7.0,6.0,2.0
hafeych01,1926,1,28.0,0.0,36.0
martiph01,1872,2,0.0,0.0,9.0
crossla01,1888,1,2.0,0.0,10.0
hambuch01,1890,1,133.0,0.0,0.0
letchto01,1891,1,1.0,0.0,5.0
duncapa01,1924,1,82.0,0.0,1.0
gilksbo01,1889,1,2.0,26.0,1.0
tremani01,1935,1,0.0,0.0,4.0
hogrige01,1895,1,10.0,48.0,8.0
richbla01,1924,1,0.0,0.0,7.0
trottsa01,1880,1,1.0,3.0,0.0
daltoja01,1916,1,1.0,0.0,3.0
walkedi02,1938,1,94.0,26.0,0.0
moranhe01,1910,1,11.0,0.0,9.0
deaslpa01,1883,1,0.0,2.0,0.0
steinha02,1939,1,1.0,0.0,21.0
grothjo01,1955,1,0.0,26.0,0.0
mapescl01,1948,1,9.0,6.0,6.0
merribi01,1893,1,2.0,0.0,0.0
englecl01,1914,2,3.0,0.0,7.0
andreed01,1887,1,0.0,99.0,0.0
strunam01,1917,1,0.0,146.0,0.0
rodgebi01,1915,3,0.0,0.0,1.0
newsosk01,1935,1,0.0,0.0,1.0
gormaja01,1884,1,4.0,0.0,0.0
richbla01,1929,1,2.0,0.0,132.0
seymocy01,1908,1,0.0,155.0,0.0
fordru01,1912,1,2.0,0.0,0.0
olmolu01,1945,1,100.0,6.0,0.0
donnepe01,1873,1,0.0,6.0,0.0
dugdada01,1886,1,0.0,1.0,5.0
slaglji01,1902,1,94.0,20.0,0.0
clarkme01,1953,1,1.0,0.0,51.0
slaugen01,1947,1,110.0,0.0,32.0
jonesch03,1908,1,0.0,70.0,2.0
lachaca01,1894,1,0.0,0.0,3.0
lannire01,1916,1,7.0,0.0,6.0
killefr01,1898,2,2.0,0.0,2.0
ottme01,1938,1,0.0,0.0,37.0
escheji01,1915,1,0.0,10.0,0.0
fishech03,1889,1,1.0,0.0,0.0
cruiswa01,1916,1,1.0,1.0,0.0
riceha02,1952,1,77.0,4.0,5.0
fewstch01,1922,1,35.0,4.0,0.0
suhrgu01,1935,1,0.0,0.0,2.0
finnelo01,1939,1,0.0,3.0,1.0
baumhfr01,1954,1,10.0,61.0,13.0
seerepa01,1944,1,63.0,19.0,4.0
mccarto01,1895,1,109.0,0.0,0.0
kohlehe01,1873,1,0.0,1.0,0.0
gallash01,1901,1,0.0,0.0,2.0
mcdonja01,1872,1,1.0,0.0,14.0
marsaar01,1912,1,7.0,82.0,13.0
lemonji01,1950,1,10.0,0.0,0.0
koneted01,1918,1,1.0,4.0,1.0
donovpa01,1906,1,0.0,0.0,6.0
highhu01,1915,1,44.0,71.0,1.0
rosengo01,1938,1,13.0,43.0,59.0
gedeoel01,1939,1,0.0,4.0,1.0
peltzjo01,1888,1,1.0,0.0,0.0
moseswa01,1947,1,0.0,0.0,58.0
larkite01,1879,1,2.0,1.0,0.0
schulwe02,1933,2,97.0,0.0,0.0
cuppyni01,1896,1,0.0,0.0,1.0
simmoal01,1933,1,144.0,1.0,0.0
orourjo01,1880,1,3.0,78.0,1.0
hurleje01,1889,1,0.0,0.0,1.0
ganlebo01,1908,1,150.0,0.0,0.0
brownea01,1938,1,2.0,0.0,0.0
rothrja01,1928,1,26.0,12.0,19.0
brittji01,1873,1,0.0,0.0,3.0
collihu01,1892,1,21.0,0.0,0.0
ottme01,1929,1,0.0,0.0,149.0
melesa01,1949,2,1.0,24.0,44.0
griffmi01,1894,1,0.0,106.0,0.0
stoveha01,1880,1,5.0,42.0,0.0
woodge01,1885,1,70.0,0.0,0.0
ottme01,1939,1,0.0,0.0,96.0
merrill01,1954,1,9.0,0.0,16.0
burkeed01,1890,2,0.0,31.0,0.0
ricesa01,1927,1,1.0,0.0,138.0
griffto01,1924,1,0.0,0.0,139.0
hessot01,1907,1,2.0,0.0,0.0
gilrojo01,1895,1,3.0,0.0,0.0
millewa02,1909,1,0.0,14.0,0.0
wriglze01,1897,1,4.0,13.0,19.0
briodfa01,1885,1,0.0,1.0,0.0
radclri01,1937,1,139.0,0.0,0.0
rheamcy01,1914,1,1.0,0.0,0.0
foxjo01,1883,1,0.0,0.0,4.0
merklfr01,1908,1,2.0,0.0,3.0
bradlge01,1880,1,1.0,0.0,6.0
dentesa01,1952,1,4.0,0.0,2.0
stewane01,1940,1,8.0,1.0,0.0
terrybi01,1929,1,1.0,0.0,0.0
delahed01,1897,1,128.0,0.0,1.0
kauffbe01,1914,1,33.0,54.0,68.0
fridlji01,1954,1,64.0,0.0,3.0
roushed01,1914,1,38.0,4.0,1.0
radboch01,1886,1,1.0,0.0,5.0
seymocy01,1903,1,0.0,135.0,0.0
kalinal01,1955,1,0.0,0.0,152.0
wilmowa01,1893,1,84.0,10.0,0.0
deckeha01,1884,2,6.0,4.0,6.0
mccorha01,1881,1,0.0,0.0,3.0
allenha01,1872,1,4.0,3.0,2.0
donovbi01,1903,1,0.0,1.0,0.0
galatmi01,1936,1,6.0,9.0,27.0
mcaleji01,1889,1,0.0,110.0,0.0
moynami01,1884,2,1.0,0.0,2.0
sowdebi01,1889,2,0.0,2.0,0.0
batesch01,1927,1,0.0,1.0,8.0
yeagejo01,1899,1,1.0,0.0,0.0
pheladi01,1884,1,0.0,1.0,0.0
lewisfr01,1884,1,0.0,73.0,0.0
ashburi01,1954,1,0.0,153.0,0.0
carroch01,1884,1,4.0,0.0,0.0
ricesa01,1922,1,0.0,154.0,0.0
oneilti01,1892,1,109.0,0.0,0.0
bennefr02,1928,1,0.0,0.0,1.0
leachto01,1908,1,0.0,2.0,0.0
clarkjo01,1884,1,0.0,0.0,8.0
russeri01,1942,1,3.0,0.0,0.0
rebelar01,1938,1,0.0,1.0,2.0
lohrho01,1914,1,0.0,17.0,1.0
hickmch01,1905,1,0.0,0.0,47.0
ryanji01,1898,1,134.0,0.0,10.0
connojo03,1901,1,0.0,1.0,0.0
brillfr01,1884,1,1.0,0.0,0.0
dickebu01,1878,1,10.0,19.0,0.0
mccorji01,1885,2,0.0,0.0,1.0
goldsgo01,1950,1,1.0,0.0,2.0
mcmuljo01,1875,1,22.0,32.0,0.0
lyonsha01,1892,1,10.0,86.0,0.0
ripplji01,1936,1,0.0,75.0,1.0
visnejo01,1885,1,0.0,2.0,2.0
shinnra01,1922,1,1.0,30.0,6.0
knighlo01,1876,1,0.0,3.0,6.0
wardpi01,1893,1,9.0,0.0,0.0
goodwi01,1911,2,3.0,34.0,3.0
willike01,1921,1,145.0,0.0,0.0
whitejo01,1943,1,2.0,131.0,0.0
nealegr01,1917,1,79.0,27.0,13.0
killere01,1910,1,6.0,0.0,6.0
cunnibi02,1922,1,2.0,68.0,0.0
cramedo01,1939,1,0.0,135.0,0.0
millech02,1914,1,6.0,5.0,2.0
foleycu01,1882,1,0.0,1.0,84.0
strunam01,1912,1,65.0,51.0,0.0
wiliede01,1915,1,11.0,24.0,0.0
hollibu01,1895,1,5.0,27.0,0.0
eversho01,1955,2,15.0,9.0,2.0
gradyjo01,1884,1,0.0,1.0,0.0
stoveha01,1893,2,19.0,26.0,3.0
judniwa01,1940,1,0.0,133.0,0.0
donovpa01,1904,1,0.0,2.0,120.0
kellejo01,1894,1,129.0,0.0,0.0
berrayo01,1947,1,12.0,0.0,12.0
henrito01,1946,1,0.0,0.0,111.0
burkeje01,1900,1,140.0,1.0,0.0
mccosba01,1940,1,0.0,141.0,0.0
butlejo01,1907,1,1.0,0.0,0.0
bennech01,1884,1,1.0,0.0,4.0
hinchbi01,1909,1,87.0,38.0,6.0
wagneho01,1905,1,2.0,0.0,0.0
hotalpe01,1885,1,0.0,94.0,0.0
benjast01,1940,1,0.0,0.0,2.0
flickel01,1909,1,1.0,12.0,48.0
campbvi01,1914,1,1.0,94.0,37.0
brownto02,1953,1,1.0,0.0,5.0
shannsp01,1907,1,155.0,0.0,0.0
jamiech01,1923,1,152.0,0.0,0.0
hoppjo01,1940,1,12.0,27.0,0.0
morgabi01,1884,1,0.0,0.0,2.0
straujo01,1883,1,0.0,1.0,0.0
walshji02,1914,2,25.0,26.0,6.0
wanerpa01,1943,1,1.0,0.0,56.0
selkige01,1935,1,0.0,0.0,127.0
wicklal01,1913,1,0.0,24.0,0.0
griffto01,1923,1,0.0,0.0,127.0
hummejo01,1906,1,15.0,1.0,4.0
nealejo01,1886,1,1.0,0.0,1.0
mccorfr01,1937,1,0.0,0.0,1.0
pafkoan01,1951,1,0.0,48.0,0.0
hermaba01,1936,1,91.0,0.0,1.0
smithel02,1919,1,0.0,0.0,111.0
mattiwa01,1918,1,0.0,0.0,3.0
tanneje01,1902,1,5.0,0.0,11.0
maskrle01,1883,1,45.0,41.0,14.0
stallge02,1943,1,0.0,0.0,20.0
coulsbo01,1910,1,0.0,0.0,25.0
wrighha01,1875,1,0.0,0.0,1.0
barnero01,1874,1,1.0,0.0,0.0
brickfr01,1929,1,14.0,0.0,13.0
bradlge01,1875,1,1.0,0.0,0.0
dusaker01,1946,1,72.0,5.0,0.0
veachbo01,1918,1,124.0,1.0,2.0
dorgami01,1881,2,0.0,4.0,1.0
ballne01,1910,1,0.0,5.0,1.0
rossch01,1942,1,52.0,0.0,6.0
thomsbo01,1947,1,0.0,127.0,0.0
davisha01,1896,2,9.0,0.0,1.0
bluegos01,1934,1,5.0,0.0,0.0
luffhe01,1884,2,3.0,1.0,1.0
beckfr02,1910,1,2.0,125.0,7.0
stonejo01,1929,1,35.0,0.0,2.0
schulfr01,1910,1,0.0,0.0,150.0
whitedo02,1948,1,33.0,7.0,17.0
johnsbo01,1942,1,148.0,0.0,1.0
gertelo01,1901,1,0.0,0.0,1.0
hickmch01,1906,1,0.0,0.0,95.0
wheelha01,1880,2,16.0,1.0,0.0
sebriji01,1903,1,0.0,0.0,124.0
ryanbu01,1913,1,3.0,65.0,0.0
mercewi01,1901,1,3.0,7.0,6.0
koppme01,1915,1,8.0,0.0,1.0
heathje01,1938,1,113.0,0.0,9.0
moseswa01,1935,1,0.0,0.0,80.0
hempdu01,1890,1,2.0,14.0,5.0
altenje01,1916,1,4.0,2.0,0.0
fonsele01,1931,2,80.0,15.0,0.0
dolele01,1875,1,0.0,1.0,0.0
adamsbu01,1945,2,14.0,126.0,0.0
nonnere01,1939,1,7.0,4.0,4.0
stiveja01,1896,1,3.0,2.0,7.0
donovpa01,1890,2,1.0,24.0,3.0
creamge01,1879,1,0.0,1.0,1.0
flinndo01,1917,1,7.0,1.0,4.0
graneja01,1911,1,139.0,1.0,2.0
combsea01,1934,1,12.0,51.0,0.0
gosligo01,1924,1,154.0,0.0,0.0
millsch01,1872,1,0.0,0.0,4.0
dowdto01,1893,1,64.0,5.0,63.0
welchfr01,1921,1,3.0,93.0,8.0
mcgeaja01,1889,1,0.0,0.0,131.0
willite01,1947,1,156.0,0.0,0.0
siffefr01,1885,1,0.0,0.0,1.0
moseswa01,1949,1,1.0,1.0,91.0
rosengo01,1944,1,1.0,62.0,3.0
hinespa01,1874,1,1.0,50.0,0.0
ryege01,1931,1,10.0,0.0,0.0
wheatma01,1918,1,1.0,1.0,4.0
goldswa02,1888,1,45.0,0.0,0.0
maculji01,1886,1,0.0,2.0,0.0
endicbi01,1946,1,2.0,0.0,0.0
zarilal01,1947,1,23.0,22.0,72.0
stiveja01,1891,1,1.0,0.0,23.0
reisepe01,1946,1,69.0,28.0,0.0
kinslto01,1893,1,0.0,0.0,2.0
betzebr01,1916,1,1.0,2.0,4.0
clarkea01,1933,1,3.0,3.0,0.0
