id,playerid,year,stint,tmid,lgid,gp,gs,minutes,points,orebounds,drebounds,rebounds,assists,steals,blocks,turnovers,pf,fgattempted,fgmade,ftattempted,ftmade,threeattempted,threemade,postgp,postgs,postminutes,postpoints,postorebounds,postdrebounds,postrebounds,postassists,poststeals,postblocks,postturnovers,postpf,postfgattempted,postfgmade,postftattempted,postftmade,postthreeattempted,postthreemade,note
582,archina01,1974,1,KCO,NBA,82,0,3244,2170,48,174,222,557,119,7,0,187,1664,759,748,652,0,0,6,0,242,121,2,9,11,32,4,0,0,18,118,43,43,35,0,0,
583,archina01,1975,1,KCK,NBA,78,0,3184,1935,67,146,213,615,126,15,0,169,1583,717,625,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
628,arizipa01,1951,1,PHW,NBA,66,0,2939,1674,0,0,745,170,0,0,0,250,1222,548,707,578,0,0,3,0,120,77,0,0,38,8,0,0,0,17,53,24,33,29,0,0,
630,arizipa01,1955,1,PHW,NBA,72,0,2724,1741,0,0,539,189,0,0,0,282,1378,617,626,507,0,0,10,0,409,289,0,0,84,29,0,0,0,31,229,103,99,83,0,0,
631,arizipa01,1956,1,PHW,NBA,71,0,2767,1817,0,0,561,150,0,0,0,274,1451,613,713,591,0,0,2,0,22,9,0,0,8,1,0,0,0,3,8,3,5,3,0,0,
641,armstbj01,1992,1,CHI,NBA,82,0,2492,1008,27,122,149,330,66,6,83,169,818,408,151,130,139,62,19,0,643,217,6,22,28,62,19,2,14,49,168,88,22,20,41,21,
643,armstbj01,1994,1,CHI,NBA,82,0,2577,1150,25,161,186,244,84,8,103,159,894,418,233,206,253,108,10,0,288,103,4,14,18,27,6,0,6,21,79,36,22,18,29,13,
682,armsthi01,2009,1,NOH,NBA,18,0,239,51,17,44,61,16,8,8,13,44,50,19,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
683,armsthi01,2009,2,SAC,NBA,6,0,56,10,5,9,14,2,2,4,4,5,12,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
686,armsthi01,2010,2,ATL,NBA,12,0,76,15,3,14,17,4,3,5,3,9,12,6,10,2,1,1,8,0,35,5,4,6,10,1,3,0,2,7,5,1,6,3,0,0,
742,askewvi01,1992,1,SAC,NBA,9,0,76,27,7,4,11,5,2,1,8,11,17,8,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
903,baileja01,1986,1,NJN,NBA,34,0,542,282,48,89,137,20,12,23,54,119,239,112,80,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
919,baileto01,1999,1,PHO,NBA,46,0,449,163,26,46,72,30,13,4,24,55,140,58,65,45,10,2,5,0,15,4,1,1,2,2,0,0,0,1,4,1,4,2,0,0,
983,banksma01,2010,1,TOR,NBA,3,0,22,6,0,1,1,3,1,0,2,4,2,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
984,bankswa01,1970,1,PTC,ABA,16,0,154,41,19,30,49,8,0,0,16,34,34,17,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1020,bareajo01,2010,1,DAL,NBA,81,2,1669,769,29,130,159,317,30,1,136,136,649,285,157,133,189,66,21,3,390,187,8,31,39,71,6,0,23,28,172,72,34,27,50,16,
1039,barklch01,1987,1,PHI,NBA,80,0,3170,2264,385,566,951,254,100,103,304,278,1283,753,951,714,157,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1040,barklch01,1988,1,PHI,NBA,79,0,3088,2037,403,583,986,325,126,67,254,262,1208,700,799,602,162,35,3,0,135,81,8,27,35,16,5,2,11,9,45,29,31,22,5,1,
1041,barklch01,1989,1,PHI,NBA,79,0,3085,1989,361,548,909,307,148,50,243,250,1177,706,744,557,92,20,10,0,419,247,66,89,155,43,8,7,30,36,162,88,108,65,18,6,
1042,barklch01,1990,1,PHI,NBA,67,0,2498,1849,258,422,680,284,110,33,210,173,1167,665,658,475,155,44,8,0,326,199,31,53,84,48,15,3,25,23,125,74,75,49,20,2,
1044,barklch01,1992,1,PHO,NBA,76,0,2859,1944,237,691,928,385,119,74,233,197,1376,716,582,445,220,67,24,0,1026,638,93,233,326,102,39,25,50,73,482,230,218,168,45,10,
1065,barnedi01,1961,0,CLP,ABL1,50,0,2041,1314,0,0,352,147,0,0,0,110,1033,508,371,296,15,2,7,0,285,156,0,0,45,25,0,0,0,18,131,57,49,42,2,0,
1072,barnedi01,1968,1,NYK,NBA,82,0,2953,1442,0,0,251,291,0,0,0,239,1220,565,403,312,0,0,10,0,402,167,0,0,35,27,0,0,0,32,163,65,54,37,0,0,
1093,barneji02,1970,1,POR,NBA,78,0,2371,1444,0,0,376,323,0,0,0,190,1283,559,402,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1120,barnesh01,1942,0,TCH,NBL,4,0,0,14,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1183,barrybr01,1996,1,LAC,NBA,59,0,1094,442,30,80,110,154,51,15,76,88,379,155,93,76,173,56,3,0,84,35,1,6,7,10,4,0,4,10,27,11,9,8,11,5,
1198,barrydr01,1998,1,SEA,NBA,17,0,183,37,3,17,20,29,7,1,12,24,32,10,13,9,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1206,barryjo01,1997,1,LAL,NBA,49,0,374,121,8,29,37,51,24,3,22,33,104,38,29,27,61,18,7,0,18,0,0,2,2,0,1,0,0,1,8,0,0,0,5,0,
1212,barryjo01,2003,1,DEN,NBA,57,0,1101,351,25,98,123,147,57,8,53,66,297,120,71,60,138,51,5,0,100,21,4,14,18,10,3,0,4,4,24,8,3,2,9,3,
1216,barryri01,1965,1,SFW,NBA,80,0,2990,2059,0,0,850,173,0,0,0,297,1698,745,660,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1217,barryri01,1966,1,SFW,NBA,78,0,3175,2775,0,0,714,282,0,0,0,258,2240,1011,852,753,0,0,15,0,614,521,0,0,113,58,0,0,0,49,489,197,157,127,0,0,
1223,barryri01,1973,1,GSW,NBA,80,0,2918,2009,103,437,540,484,169,40,0,265,1746,796,464,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1224,barryri01,1974,1,GSW,NBA,80,0,3235,2450,92,364,456,492,228,33,0,225,2217,1028,436,394,0,0,17,0,726,479,22,72,94,103,50,15,0,51,426,189,110,101,0,0,
1225,barryri01,1975,1,GSW,NBA,81,0,3122,1701,74,422,496,496,202,27,0,215,1624,707,311,287,0,0,13,0,532,312,20,64,84,84,38,14,0,40,289,126,68,60,0,0,
1250,basseti01,1979,1,NJN,NBA,7,0,92,24,7,11,18,4,5,0,4,14,22,8,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1252,bastoma01,2002,1,TOR,NBA,16,0,106,40,4,19,23,0,4,11,6,16,25,15,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1259,batesbi01,1979,1,POR,NBA,16,0,235,180,13,16,29,31,14,2,20,26,146,72,39,28,19,8,3,0,104,75,2,8,10,12,5,1,15,13,59,31,14,11,7,2,
1270,battish01,2003,1,MEM,NBA,79,0,1947,669,102,201,303,101,101,58,56,187,543,242,164,120,186,65,4,0,69,19,6,6,12,1,0,1,4,17,15,6,6,4,7,3,
1299,battljo01,1989,1,ATL,NBA,60,0,1477,654,27,72,99,154,28,3,89,115,544,275,135,102,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1304,battljo01,1994,1,CLE,NBA,28,0,280,116,3,8,11,37,8,1,17,28,114,43,26,19,31,11,2,0,7,4,0,0,0,1,0,0,0,1,3,2,0,0,1,0,
1311,battoda01,1982,1,WSB,NBA,54,0,558,178,45,74,119,29,15,13,28,56,191,85,17,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1338,bayloel01,1958,1,MNL,NBA,70,0,2855,1742,0,0,1050,287,0,0,0,270,1482,605,685,532,0,0,13,0,556,331,0,0,156,43,0,0,0,52,303,122,113,87,0,0,
1339,bayloel01,1959,1,MNL,NBA,70,0,2873,2074,0,0,1150,243,0,0,0,234,1781,755,770,564,0,0,9,0,408,301,0,0,128,31,0,0,0,38,234,111,94,79,0,0,
1340,bayloel01,1960,1,LAL,NBA,73,0,3133,2538,0,0,1447,371,0,0,0,279,2166,931,863,676,0,0,12,0,540,457,0,0,183,55,0,0,0,44,352,170,142,117,0,0,
1342,bayloel01,1962,1,LAL,NBA,80,0,3370,2719,0,0,1146,386,0,0,0,226,2273,1029,790,661,0,0,13,0,562,424,0,0,177,58,0,0,0,48,362,160,126,104,0,0,
1343,bayloel01,1963,1,LAL,NBA,78,0,3164,1983,0,0,936,347,0,0,0,235,1778,756,586,471,0,0,5,0,221,121,0,0,58,28,0,0,0,17,119,45,40,31,0,0,
1344,bayloel01,1964,1,LAL,NBA,74,0,3056,2009,0,0,950,280,0,0,0,235,1903,763,610,483,0,0,1,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,
1346,bayloel01,1966,1,LAL,NBA,70,0,2706,1862,0,0,898,215,0,0,0,211,1658,711,541,440,0,0,3,0,121,71,0,0,39,9,0,0,0,6,76,28,20,15,0,0,
1347,bayloel01,1967,1,LAL,NBA,77,0,3029,2002,0,0,941,355,0,0,0,232,1709,757,621,488,0,0,15,0,633,428,0,0,218,60,0,0,0,41,376,176,112,76,0,0,
1348,bayloel01,1968,1,LAL,NBA,76,0,3064,1881,0,0,805,408,0,0,0,204,1632,730,567,421,0,0,18,0,640,277,0,0,166,74,0,0,0,56,278,107,100,63,0,0,
1360,beardbu01,1973,1,GSW,NBA,79,0,2134,805,136,253,389,300,105,9,0,241,617,316,234,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1368,beardra01,1950,1,INO,NBA,66,0,0,1111,0,0,251,318,0,0,0,96,1110,409,378,293,0,0,3,0,0,66,0,0,12,13,0,0,0,6,61,27,17,12,0,0,
1379,beasljo01,1971,1,DLC,ABA,12,0,268,108,30,60,90,13,0,0,12,26,85,42,29,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1428,beckemo01,1946,3,DTF,NBA,20,0,0,41,0,0,0,15,0,0,0,33,107,19,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1443,bedelbo01,1968,1,DLC,ABA,42,0,479,232,42,74,116,30,0,0,35,76,221,92,84,48,2,0,7,0,148,94,0,0,40,6,0,0,12,25,70,38,23,18,1,0,
1454,beendha01,1947,2,PHW,NBA,24,0,0,60,0,0,0,7,0,0,0,31,69,23,24,14,0,0,12,0,0,23,0,0,0,4,0,0,0,15,35,8,13,7,0,0,
1471,belinma01,2008,1,GSW,NBA,42,0,881,372,10,61,71,88,36,1,59,73,317,140,52,40,131,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1478,bellawa01,1964,1,BAL,NBA,80,0,3301,1981,0,0,1166,191,0,0,0,260,1441,733,752,515,0,0,10,0,427,209,0,0,151,34,0,0,0,38,158,74,92,61,0,0,
1502,bellde01,1974,1,NYK,NBA,52,0,465,156,48,57,105,25,22,9,0,54,181,68,36,20,0,0,3,0,27,2,0,4,4,0,0,0,0,6,8,1,5,0,0,0,
1544,benjabe01,1992,1,SEA,NBA,31,0,448,209,27,86,113,12,17,35,42,73,163,81,67,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1553,benjabe01,1999,1,CLE,NBA,3,0,8,2,0,1,1,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1556,benjaco01,2000,1,CHI,NBA,65,0,857,307,38,62,100,69,28,16,63,128,302,115,83,56,81,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1568,benneme01,1977,1,IND,NBA,31,0,285,74,49,44,93,22,11,7,30,54,81,23,45,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1614,berghla01,1969,1,PTP,ABA,20,0,255,121,36,49,85,18,0,0,14,52,120,49,33,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1616,berryco01,1940,0,OSH,NBL,23,0,0,94,0,0,0,0,0,0,0,34,0,40,27,14,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,5,0,2,0,0,
1624,berrywa01,1986,2,SAS,NBA,56,0,1567,988,132,170,302,104,36,40,153,188,758,401,287,186,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1666,bibbymi01,1999,1,VAN,NBA,82,0,3155,1190,73,233,306,665,132,15,247,171,1031,459,250,195,212,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1701,billuch01,1998,1,DEN,NBA,45,0,1488,624,24,72,96,173,58,14,98,115,495,191,172,157,235,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1718,bingda01,1967,1,DET,NBA,79,0,3209,2142,0,0,373,509,0,0,0,254,1893,835,668,472,0,0,6,0,254,169,0,0,24,29,0,0,0,21,166,68,45,33,0,0,
1721,bingda01,1970,1,DET,NBA,82,0,3065,2213,0,0,364,408,0,0,0,228,1710,799,772,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1734,birchpa01,1944,0,FTW,NBL,28,0,0,65,0,0,0,0,0,0,0,0,0,29,0,7,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,2,0,3,0,0,
1737,birdla01,1979,1,BOS,NBA,82,0,2955,1745,216,636,852,370,143,53,263,279,1463,693,360,301,143,58,9,0,372,192,22,79,101,42,14,8,33,30,177,83,25,22,15,4,
1738,birdla01,1980,1,BOS,NBA,82,0,3239,1741,191,704,895,451,161,63,289,239,1503,719,328,283,74,20,17,0,750,373,49,189,238,103,39,17,62,53,313,147,85,76,8,3,
1739,birdla01,1981,1,BOS,NBA,77,0,2923,1761,200,637,837,447,143,66,254,244,1414,711,380,328,52,11,12,0,490,214,33,117,150,67,23,17,38,43,206,88,45,37,6,1,
1740,birdla01,1982,1,BOS,NBA,79,0,2982,1867,193,677,870,458,148,71,240,197,1481,747,418,351,77,22,6,0,240,123,20,55,75,41,13,3,19,15,116,49,29,24,4,1,
1741,birdla01,1983,1,BOS,NBA,79,0,3028,1908,181,615,796,520,144,69,237,197,1542,758,421,374,73,18,23,0,961,632,62,190,252,136,54,27,87,71,437,229,190,167,17,7,
1742,birdla01,1984,1,BOS,NBA,80,0,3161,2295,164,678,842,531,129,98,248,208,1760,918,457,403,131,56,20,0,815,520,53,129,182,115,34,19,57,54,425,196,136,121,25,7,
1743,birdla01,1985,1,BOS,NBA,82,0,3113,2115,190,615,805,557,166,51,266,182,1606,796,492,441,194,82,18,0,770,466,34,134,168,148,37,11,47,55,331,171,109,101,56,23,
1744,birdla01,1986,1,BOS,NBA,74,0,3005,2076,124,558,682,566,135,70,240,185,1497,786,455,414,225,90,23,0,1015,622,41,190,231,165,27,19,71,55,454,216,193,176,41,14,
1745,birdla01,1987,1,BOS,NBA,76,0,2965,2275,108,595,703,467,125,57,213,157,1672,881,453,415,237,98,17,0,763,417,29,121,150,115,36,14,49,45,338,152,113,101,32,12,
1746,birdla01,1988,1,BOS,NBA,6,0,189,116,1,36,37,29,6,5,11,18,104,49,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1754,birdsot01,1981,1,NJN,NBA,37,0,1025,524,30,67,97,124,30,5,64,74,480,225,127,74,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1774,blabuw01,1989,2,SAS,NBA,7,0,50,15,1,8,9,1,0,0,5,9,11,6,6,3,0,0,2,0,5,3,0,2,2,0,0,0,0,0,1,0,6,3,0,0,
1785,blackja01,1994,1,CHH,NBA,4,0,19,4,0,3,3,5,1,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1849,blockjo01,1967,1,SDR,NBA,52,0,1805,1048,0,0,571,71,0,0,0,189,865,366,394,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1866,bloommi01,1948,1,MNL,NBA,24,0,0,55,0,0,0,15,0,0,0,22,92,13,40,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1919,boerwto01,1977,1,CHI,NBA,22,0,227,56,14,45,59,44,3,4,26,36,50,23,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1939,boguemu01,1993,1,CHH,NBA,77,0,2746,835,78,235,313,780,133,2,171,147,751,354,155,125,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1955,bohanet01,1997,1,IND,NBA,5,0,11,0,2,4,6,1,0,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1979,bondph01,1977,1,HOU,NBA,7,0,21,4,1,3,4,2,1,0,2,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2036,boothca01,2001,1,SEA,NBA,15,0,279,93,20,34,54,16,6,13,16,47,82,35,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2043,boothca01,2007,1,PHI,NBA,31,0,204,24,6,32,38,8,6,18,4,35,27,9,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2068,boozeca01,2010,1,CHI,NBA,59,59,1882,1033,130,435,565,145,45,18,149,186,845,431,244,171,0,0,16,16,507,202,40,115,155,28,9,7,28,49,178,77,60,48,1,0,
2080,borylvi01,1949,1,NYK,NBA,59,0,0,612,0,0,0,95,0,0,0,203,600,204,267,204,0,0,5,0,0,75,0,0,0,7,0,0,0,25,52,23,32,29,0,0,
2179,boydfr01,1975,1,PHI,NBA,6,0,33,5,0,2,2,2,1,0,0,5,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2183,boydke01,1974,1,NOJ,NBA,6,0,25,19,3,2,5,2,3,0,0,2,13,7,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2186,boykiea01,1999,1,CHH,NBA,1,0,8,6,1,0,1,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2187,boykiea01,1999,2,CHH,NBA,25,0,253,132,11,14,25,45,12,1,17,23,112,53,23,18,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2209,bracest01,1972,1,ATL,NBA,70,0,1050,457,0,0,107,125,0,0,0,125,395,192,110,73,0,0,6,0,123,59,0,0,13,20,0,0,0,13,47,24,16,11,0,0,
2248,bradldu01,1987,1,MIL,NBA,2,0,5,0,0,1,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2325,brascji01,1952,1,SYR,NBA,30,0,359,110,0,0,39,33,0,0,0,48,142,36,48,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2354,brennir01,1944,0,PTR,NBL,14,0,0,64,0,0,0,0,0,0,0,0,0,28,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2367,breuera01,1990,1,MIN,NBA,73,0,1505,429,114,231,345,73,35,80,69,132,435,197,79,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2368,breuera01,1991,1,MIN,NBA,67,0,1176,363,98,183,281,89,27,99,41,117,344,161,77,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2400,brewero01,1983,2,SAS,NBA,40,0,782,348,17,33,50,44,18,16,33,54,345,152,50,41,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2413,brezepr01,2002,1,NOH,NBA,22,0,110,42,13,10,23,4,2,4,7,16,38,15,20,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2424,brianfr01,1948,0,AND,NBL,64,0,0,633,0,0,0,0,0,0,0,144,0,216,256,201,0,0,7,0,0,79,0,0,0,0,0,0,0,0,0,26,32,27,0,0,
2444,brickfr01,1995,1,SEA,NBA,63,0,986,339,26,125,151,58,26,8,78,185,252,123,86,61,79,32,21,0,206,41,2,28,30,11,7,5,20,55,38,16,4,3,22,6,
2506,brokaga01,1975,1,MIL,NBA,75,0,1468,633,26,99,125,246,37,17,0,138,519,237,227,159,0,0,3,0,108,63,0,11,11,24,3,3,0,10,37,23,18,17,0,0,
2531,brookpr01,1950,0,GRH,NPBL,19,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
