resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
15812,640,327,25,2.0,5,3.0,3,3,4.0,55,+0.09,4692690.0,,,,,1
18114,748,449,107,1.0,3,2.0,2,2,6.0,200,+0:12.75,12984110.0,,,,,1
15267,618,306,66,20.0,16,4.0,4,4,3.0,80,+36.514,7180597.0,,,,,1
21784,883,17,9,2.0,7,7.0,7,7,6.0,57,+37.244,5797742.0,52.0,13.0,1:38.557,197.684,1
12346,510,176,54,9.0,0,,F,25,0.0,0,,,,,,,81
15755,637,320,1,10.0,14,,R,15,0.0,53,,,,,,,5
9729,416,122,39,31.0,25,,R,15,0.0,31,,,,,,,29
21691,879,17,9,2.0,3,4.0,4,4,12.0,71,+4.936,6327592.0,39.0,6.0,1:18.903,196.600,1
23581,978,835,4,30.0,11,,R,20,0.0,0,,,,0.0,,,9
1345,81,17,3,7.0,11,11.0,11,11,0.0,59,,,16.0,15.0,1:23.291,222.204,11
1289,78,11,16,4.0,6,,R,15,0.0,40,,,14.0,14.0,1:16.044,206.454,23
5404,266,49,15,30.0,8,,R,18,0.0,39,,,,,,,6
766,54,4,4,1.0,7,2.0,2,2,8.0,56,+4.585,5445114.0,45.0,1.0,1:34.803,210.487,1
5904,285,69,26,22.0,25,10.0,10,10,0.0,51,,,,,,,12
9227,397,140,1,2.0,14,7.0,7,7,0.0,50,,,,,,,12
5227,260,55,6,27.0,5,5.0,5,5,2.0,77,,,,,,,11
11870,493,158,25,3.0,0,,F,25,0.0,0,,,,,,,81
11631,485,219,27,25.0,0,,F,28,0.0,0,,,,,,,81
14336,582,231,64,24.0,13,,R,25,0.0,21,,,,,,,23
18154,749,502,32,5.0,8,,R,9,0.0,57,,,,,,,7
21722,880,815,1,6.0,15,11.0,11,11,0.0,58,+1:23.367,5486592.0,46.0,6.0,1:29.926,212.294,1
8360,368,139,22,20.0,16,,R,22,0.0,29,,,,,,,22
22239,904,818,5,25.0,21,,R,22,0.0,24,,,18.0,19.0,1:31.781,182.586,43
2600,142,8,15,17.0,14,,R,22,0.0,0,,,,,,,30
7930,357,119,3,6.0,4,,R,19,0.0,21,,,,,,,5
19585,814,427,128,10.0,5,,R,30,0.0,1,,,,,,,24
10587,449,170,34,2.0,5,,R,12,0.0,43,,,,,,,5
4163,214,56,6,6.0,5,3.0,3,3,4.0,72,+1:14.801,6005293.0,,,,,1
21054,852,5,205,20.0,16,15.0,15,15,0.0,43,,,35.0,15.0,1:54.051,221.080,11
18072,746,404,32,20.0,2,6.0,6,6,1.0,79,,,,,,,11
2711,148,23,3,5.0,2,1.0,1,1,10.0,69,1:34:31.522,5671522.0,,,,,1
17719,732,437,170,,0,,W,22,0.0,0,,,,,,,54
14860,601,306,66,14.0,18,,R,22,0.0,22,,,,,,,5
5815,281,100,33,20.0,17,,R,25,0.0,0,,,,,,,86
318,33,7,5,14.0,10,10.0,10,10,0.0,67,+59.085,5480977.0,49.0,6.0,1:19.262,207.246,1
12568,519,172,27,26.0,8,8.0,8,8,0.0,79,,,,,,,11
13539,553,221,25,4.0,15,,R,16,0.0,22,,,,,,,5
14757,598,265,26,27.0,20,15.0,15,15,0.0,77,,,,,,,13
12760,526,119,21,29.0,19,,R,11,0.0,44,,,,,,,22
969,63,37,1,4.0,8,7.0,7,7,2.0,70,+49.4,5577203.0,34.0,3.0,1:17.625,204.568,1
