name,id,award,year,lgid,note
Вестон Адамс,adamswe01h,Патрик,1973,NHL,посмертно
Роберт Райддер,,Патрик,1993,NHL,
Уолтер Браун,brownwa02h,Патрик,1967,NHL,посмертно
Фил Эспозито,esposph01,Патрик,1977,NHL,
Брайан Бёрк,,Патрик,2007,NHL,
Билл Клири,,Патрик,1996,NHL,
Джон Дэвидсон,davidjo01,Патрик,2003,NHL,
Брайан Литч,leetcbr01,Патрик,2006,NHL,
Ларри Плео,pleaula01,Патрик,2001,NHL,
Джо Маллен,mullejo01,Патрик,1994,NHL,
Джон Килпатрик,kilpajo01h,Патрик,1967,NHL,посмертно
Билл Чедвик,chadwbi01h,Патрик,1974,NHL,
Марсель Дионн,dionnma01,Патрик,2005,NHL,
Майк Ильич,ilitcmi01h,Патрик,1990,NHL,
Бобби Халл,hullbo01,Патрик,1968,NHL,
Эд Джеремайя,jeremed01,Патрик,1968,NHL,посмертно
Боб Негеле,,Патрик,2007,NHL,
Джон Майасич,,Патрик,1997,NHL,
Джек Райли,rileyja01,Патрик,1985,NHL,
Род Гилберт,gilbero01,Патрик,1990,NHL,
Фред Шеро,sherofr01,Патрик,1979,NHL,
Джон Хэллиган,,Патрик,2006,NHL,
Чарльз М. Шульц,,Патрик,1980,NHL,
Крейг Патрик,patricr01,Патрик,1999,NHL,
Эд Снайдер,snideed01h,Патрик,1979,NHL,
Кларенс Кэмпбелл,campbcl01h,Патрик,1971,NHL,
Боб Флеминг,,Патрик,1994,NHL,
Бобби Орр,orrbo01,Патрик,1978,NHL,
Рон ДеГрегорио,,Патрик,2002,NHL,
Фрэнк Бушер,bouchfr01,Патрик,1992,NHL,
Марк Мессье,messima01,Патрик,2008,NHL,
Красная Даттон,duttore01,Патрик,1992,NHL,
Питер Карманос,,Патрик,1997,NHL,
Боб Джонсон,johnsbo02c,Патрик,1987,NHL,
Уильям Вирц,wirtzwi01h,Патрик,1977,NHL,
Тони Росси,,Патрик,2010,NHL,
Фред Кузик,,Патрик,1987,NHL,
Мюррей Армстронг,armstmu01,Патрик,1976,NHL,
Арт Берглунд,,Патрик,1991,NHL,
Кэм Нили,neelyca01,Патрик,2009,NHL,
Джордж Гунд,,Патрик,1995,NHL,
Боб Пулфорд,pulfobo01,Патрик,2010,NHL,
Тед Линдси,lindste01,Патрик,2007,NHL,
Кэмми Гранато,,Патрик,2006,NHL,
Лу Вайро,,Патрик,1999,NHL,
Брюс Норрис,norribr01h,Патрик,1975,NHL,
Стэн Микита,mikitst01,Патрик,1975,NHL,
Майк Рихтер,richtmi01,Патрик,2008,NHL,
Джон Мариуччи,mariujo01,Патрик,1976,NHL,
&lt; &lt; Арбур &gt; &gt;,arboual01,Патрик,1991,NHL,
Гэри Беттман,,Патрик,2000,NHL,
Уэйн Грецки,gretzwa01,Патрик,1993,NHL,
Томас Локхарт,lockhth01h,Патрик,1967,NHL,
Чарльз Адамс,adamsch01h,Патрик,1966,NHL,посмертно
Фрэнк Мэтерс,mathefr01,Патрик,1986,NHL,
Майк Эмрик,,Патрик,2003,NHL,
Кен Морроу,morroke01,Патрик,1995,NHL,
Томми Иван,ivanto01c,Патрик,1974,NHL,
Милт Шмидт,schmimi01,Патрик,1995,NHL,
Билл Торри,torrebi01h,Патрик,1982,NHL,
"Джон А. ""Снукс"" Келли",,Патрик,1971,NHL,
Гарри Синден,sindeha01c,Патрик,1998,NHL,
Уильям Татт,tuttwi01h,Патрик,1977,NHL,
Джеймс Д. Норрис,norrija03h,Патрик,1971,NHL,посмертно
1998 год Олимпийская женская хоккейная команда США,,Патрик,1998,NHL,
Рид Ларсон,larsore01,Патрик,2005,NHL,
Джеймс Норрис,norrija02h,Патрик,1966,NHL,посмертно
Джон МакИннес,,Патрик,1985,NHL,
Линн Патрик,patrily01,Патрик,1988,NHL,посмертно
Горди Хоу,howego01,Патрик,1966,NHL,
