playerid,last_name,first_name,season_id,conference,league_id,games_played,minutes,points,o_rebounds,d_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,fg_attempted,fg_made,ft_attempted,ft_made,three_attempted,three_made
davisda01,Дэвис,Дейл,1999,Восточный,NBA,1,14,4.0,3.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
mixst01,Смесь,Стив,1974,Восточный,NBA,1,11,4.0,,,2.0,0.0,,,,,5.0,2.0,0.0,0.0,,
houstal01,Хьюстон,Аллан,1999,Восточный,NBA,1,18,11.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,10.0,3.0,4.0,4.0,3.0,1.0
pippesc01,Пиппен,Скотти,1994,Восточный,NBA,1,30,12.0,,,7.0,3.0,,,,,15.0,5.0,0.0,0.0,,
duncati01,Дункан,Тим,2005,Западный,NBA,1,21,15.0,6.0,4.0,10.0,1.0,1.0,1.0,5.0,2.0,7.0,6.0,3.0,3.0,0.0,0.0
roundda01,Круглое поле,Дэн,1980,Восточный,NBA,1,99,,,,,,,,,,,,,,,
thurmna01,Турмонд,Нейт,1969,Западный,NBA,1,99,,,,,,,,,,,,,,,
ervinju01,Редактирование,Юлий,1979,Восточный,NBA,1,20,11.0,,,5.0,2.0,,,,,12.0,4.0,4.0,3.0,,
moncrsi01,Монкриф,Сидни,1985,Восточный,NBA,1,26,16.0,,,3.0,1.0,,,,,11.0,4.0,7.0,7.0,,
stokema01,Стоукс,Морис,1956,Западный,NBA,1,31,19.0,,,12.0,7.0,,,,,19.0,8.0,3.0,3.0,,
phillan01,Филипп,Энди,1952,Западный,NBA,1,36,9.0,,,6.0,8.0,,,,,9.0,4.0,1.0,1.0,,
mcadobo01,МакАду,Боб,1977,Восточный,NBA,1,20,14.0,,,4.0,0.0,,,,,14.0,7.0,0.0,0.0,,
ricegl01,Рис,Глен,1997,Восточный,NBA,1,16,16.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,6.0,0.0,0.0,6.0,4.0
rochare01,Роша,Красный,1950,Восточный,NBA,1,0,8.0,,,2.0,3.0,,,,,10.0,2.0,4.0,4.0,,
combsgl01,Комбс,Глен,1970,Западный,ABA,1,17,2.0,0.0,1.0,1.0,2.0,,,0.0,2.0,7.0,1.0,2.0,0.0,2.0,0.0
maravpe01,Маравич,Пит,1972,Восточный,NBA,1,22,8.0,,,3.0,5.0,,,,,8.0,4.0,0.0,0.0,,
costela01,Костелло,Ларри,1961,Восточный,NBA,1,99,,,,,,,,,,,,,,,
billuch01,Билли,Чонси,2006,Восточный,NBA,1,16,8.0,1.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,2.0,3.0,0.0
golato01,Гола,Том,1960,Восточный,NBA,1,25,14.0,,,5.0,3.0,,,,,13.0,6.0,4.0,2.0,,
paytoga01,Пейтон,Гэри,2002,Западный,NBA,1,15,8.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,6.0,4.0,0.0,0.0,1.0,0.0
georgja01,Джордж,Джек,1955,Восточный,NBA,1,21,6.0,,,3.0,2.0,,,,,7.0,2.0,2.0,2.0,,
garmadi01,Гармейкер,Дик,1956,Западный,NBA,1,18,10.0,,,7.0,1.0,,,,,10.0,5.0,0.0,0.0,,
jonesed01,Джонс,Эдди,1999,Восточный,NBA,1,21,10.0,1.0,3.0,4.0,3.0,1.0,0.0,1.0,1.0,7.0,4.0,0.0,0.0,3.0,2.0
priceji01,Цена,Джим,1974,Западный,NBA,1,17,8.0,,,2.0,0.0,,,,,9.0,3.0,2.0,2.0,,
jordami01,Иордания,Майкл,1996,Восточный,NBA,1,26,14.0,3.0,8.0,11.0,11.0,2.0,0.0,3.0,4.0,14.0,5.0,7.0,4.0,0.0,0.0
dantlad01,Дантли,Эдриан,1985,Западный,NBA,1,17,8.0,,,7.0,3.0,,,,,8.0,3.0,2.0,2.0,,
piercpa01,Пирс,Пол,2001,Восточный,NBA,1,23,19.0,3.0,4.0,7.0,3.0,1.0,0.0,0.0,1.0,18.0,9.0,0.0,0.0,6.0,1.0
daughbr01,Дорогая,Брэд,1987,Восточный,NBA,1,15,12.0,,,3.0,1.0,,,,,7.0,6.0,0.0,0.0,,
boshch01,Бош,Крис,2006,Восточный,NBA,1,22,11.0,3.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,1.0,0.0,0.0
vanardi01,Ван Арсдейл,Дик,1969,Западный,NBA,1,16,8.0,,,2.0,2.0,,,,,8.0,4.0,0.0,0.0,,
malonka01,Мэлоун,Карл,1987,Западный,NBA,1,33,22.0,,,10.0,2.0,,,,,19.0,9.0,5.0,4.0,,
mingya01,Минг,Яо,2007,Западный,NBA,1,13,6.0,4.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,2.0,2.0,2.0,0.0
collido01,Коллинз,Даг,1975,Восточный,NBA,1,20,12.0,,,6.0,3.0,,,,,10.0,5.0,2.0,2.0,,
johnsst03,Джонсон,Стью,1974,Восточный,ABA,1,14,8.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,11.0,4.0,0.0,0.0,1.0,0.0
duncati01,Дункан,Тим,2009,Западный,NBA,1,13,3.0,1.0,3.0,4.0,0.0,2.0,0.0,3.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0
reddmi01,Красный,Майкл,2003,Восточный,NBA,1,15,13.0,2.0,1.0,3.0,2.0,3.0,0.0,1.0,0.0,12.0,5.0,0.0,0.0,6.0,3.0
roberos01,Робертсон,Оскар,1960,Западный,NBA,1,34,23.0,,,9.0,14.0,,,,,13.0,8.0,9.0,7.0,,
johnsst03,Джонсон,Стью,1972,Западный,ABA,1,11,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0
johnsma01,Джонсон,Волшебство,1987,Западный,NBA,1,39,17.0,,,6.0,19.0,,,,,15.0,4.0,9.0,9.0,,
dantlad01,Дантли,Эдриан,1984,Западный,NBA,1,23,10.0,,,2.0,1.0,,,,,6.0,2.0,6.0,6.0,,
unselwe01,Непроданные,Уэс,1970,Восточный,NBA,1,21,8.0,,,10.0,2.0,,,,,9.0,4.0,0.0,0.0,,
fraziwa01,Фрейзер,Уолт,1972,Восточный,NBA,1,26,10.0,,,6.0,2.0,,,,,15.0,5.0,0.0,0.0,,
heinsto01,Хайнсон,Том,1961,Восточный,NBA,1,13,10.0,,,2.0,1.0,,,,,11.0,4.0,2.0,2.0,,
jonesji01,Джонс,Джимми,1973,Западный,ABA,1,25,11.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,6.0,4.0,5.0,3.0,0.0,0.0
jonesla01,Джонс,Ларри,1967,Западный,ABA,1,28,14.0,3.0,10.0,13.0,2.0,,,3.0,3.0,10.0,6.0,3.0,2.0,0.0,0.0
mullich01,Маллин,Крис,1991,Западный,NBA,1,24,13.0,,,1.0,3.0,,,,,7.0,6.0,0.0,0.0,,
schrede01,Шремпф,Детлеф,1994,Западный,NBA,1,18,9.0,,,4.0,5.0,,,,,11.0,4.0,0.0,0.0,,
roberos01,Робертсон,Оскар,1969,Восточный,NBA,1,29,21.0,,,6.0,4.0,,,,,11.0,9.0,4.0,3.0,,
jabalwa01,Джабали,Уоррен,1971,Восточный,ABA,1,17,4.0,2.0,7.0,9.0,1.0,,,2.0,4.0,8.0,2.0,0.0,0.0,1.0,0.0
jonesla01,Джонс,Ларри,1968,Западный,ABA,1,25,14.0,0.0,5.0,5.0,9.0,,,2.0,3.0,9.0,4.0,8.0,5.0,1.0,1.0
sharmbi01,Шарман,Билл,1956,Восточный,NBA,1,23,12.0,,,6.0,5.0,,,,,17.0,5.0,2.0,2.0,,
havlijo01,Havlicek,Джон,1969,Восточный,NBA,1,29,17.0,,,5.0,7.0,,,,,15.0,7.0,3.0,3.0,,
bellawa01,Беллами,Уолт,1961,Западный,NBA,1,29,23.0,,,17.0,1.0,,,,,18.0,10.0,8.0,3.0,,
sikmaja01,Сикма,Джек,1980,Западный,NBA,1,21,6.0,,,4.0,4.0,,,,,5.0,2.0,2.0,2.0,,
pollaji01,Поллард,Джим,1953,Западный,NBA,1,41,23.0,,,3.0,3.0,,,,,22.0,10.0,5.0,3.0,,
jabalwa01,Джабали,Уоррен,1973,Западный,ABA,1,24,6.0,1.0,1.0,2.0,3.0,1.0,0.0,4.0,2.0,15.0,3.0,1.0,0.0,5.0,0.0
greenjo01,Зеленый,Джон,1961,Восточный,NBA,1,21,7.0,,,2.0,0.0,,,,,4.0,2.0,3.0,3.0,,
macaued01,Макаоли,Эд,1954,Восточный,NBA,1,27,6.0,,,4.0,2.0,,,,,5.0,1.0,5.0,4.0,,
divacvl01,Дивац,Листье,2000,Западный,NBA,1,9,8.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,6.0,4.0,0.0,0.0,1.0,0.0
laettch01,Леттнер,Кристиан,1996,Восточный,NBA,1,24,7.0,4.0,7.0,11.0,2.0,1.0,1.0,2.0,4.0,5.0,3.0,1.0,1.0,0.0,0.0
clarkar01,Кларк,Арчи,1971,Восточный,NBA,1,21,8.0,,,1.0,6.0,,,,,5.0,2.0,4.0,4.0,,
duranke01,Дюрант,Кевин,2009,Западный,NBA,1,20,15.0,1.0,4.0,5.0,0.0,0.0,0.0,2.0,0.0,14.0,7.0,0.0,0.0,3.0,1.0
