year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1987,NHL,EDM,19,16,2,1,87,56,635,8,32,117,,20,117,2
1926,NHL,NYR,2,0,1,1,1,3,36,,,,,,,
1956,NHL,MTL,10,8,2,0,37,18,122,,,,,,,
1921,WCHL,EDE,2,0,1,1,2,3,,,,,,,,
1917,NHL,MTL,2,1,1,0,7,10,59,,,,,,,
2006,NHL,TBL,6,2,4,0,14,19,110,2,4,26,0,7,28,1
1988,NHL,CHI,16,9,7,0,52,45,484,6,16,90,,15,99,7
1958,NHL,TOR,12,5,7,0,32,39,173,,,,,,,
1930,NHL,CHI,9,5,3,1,15,14,98,,,,,,,
2011,NHL,NYR,20,10,10,0,43,41,218,2,13,73,0,11,69,0
1951,NHL,MTL,11,4,7,0,20,23,97,,,,,,,
1974,NHL,PHI,17,12,5,0,53,34,335,0,11,65,0,14,89,1
1951,NHL,DET,8,8,0,0,24,5,118,,,,,,,
2006,NHL,PIT,5,1,4,0,10,18,78,0,4,28,0,6,24,0
1986,NHL,MTL,17,10,7,0,67,54,433,6,16,60,2,11,63,3
1925,WCHL,SAS,2,0,1,1,3,4,,,,,,,,
1970,NHL,STL,6,2,4,0,15,16,120,,4,,0,6,,1
1930,NHL,NYR,4,2,2,0,8,4,35,,,,,,,
2007,NHL,SJS,13,6,7,0,30,32,100,0,8,56,0,11,44,2
1923,NHL,MTL,2,2,0,0,5,2,15,,,,,,,
1965,NHL,CHI,6,2,4,0,10,22,75,,,,,,,
1997,NHL,PIT,6,2,4,0,15,18,70,0,4,33,0,5,27,3
1977,NHL,CHI,4,0,4,0,9,19,33,0,4,15,0,4,9,0
1927,NHL,MTM,9,5,3,1,12,8,164,,,,,,,
1951,NHL,BOS,7,3,4,0,12,18,51,,,,,,,
2009,NHL,COL,6,2,4,0,11,19,67,4,2,15,0,5,26,0
1998,NHL,ANA,4,0,4,0,6,17,80,0,4,20,0,7,23,0
1995,NHL,TBL,6,2,4,0,13,26,190,0,3,35,0,10,43,2
1996,NHL,PHO,7,3,4,0,17,17,111,2,3,26,0,6,28,0
1984,NHL,NYI,10,4,6,0,25,28,256,0,7,33,1,7,52,0
1972,NHL,PHI,11,5,6,0,27,31,205,,6,,0,8,,1
2002,NHL,COL,7,3,4,0,17,16,68,2,4,26,1,7,29,0
1950,NHL,DET,6,2,4,0,12,13,26,,,,,,,
1999,NHL,COL,17,11,6,0,43,32,178,2,15,86,1,12,68,1
1961,NHL,NYR,6,2,4,0,15,22,46,,,,,,,
2003,NHL,SJS,17,10,7,0,38,32,216,0,11,81,3,6,72,1
1985,NHL,QUE,3,0,3,0,7,16,116,0,3,16,1,5,14,1
1990,NHL,MNS,23,14,9,0,81,75,674,4,35,152,3,24,136,4
1980,NHL,CAL,16,9,7,0,55,60,365,2,17,74,5,19,65,0
2009,NHL,NAS,6,2,4,0,15,17,52,4,1,27,1,4,23,1
1941,NHL,TOR,13,8,5,0,38,31,117,,,,,,,
1989,NHL,MNS,7,3,4,0,18,21,274,14,8,43,2,5,43,0
1975,NHL,LAK,9,5,4,0,17,27,151,2,5,41,2,11,43,0
1990,NHL,WAS,11,5,6,0,29,35,328,2,8,50,0,9,59,1
1994,NHL,CAL,7,3,4,0,35,26,111,0,7,31,0,6,31,6
1993,NHL,NJD,20,11,9,0,52,49,421,4,14,81,1,11,85,1
1976,NHL,NYI,12,8,4,0,36,32,160,0,6,34,1,9,43,1
2011,NHL,CHI,6,2,4,0,12,17,89,0,1,19,0,4,19,0
1986,NHL,LAK,5,1,4,0,20,32,118,0,5,28,1,8,30,0
1998,NHL,DAL,23,16,7,0,64,44,279,2,13,107,0,9,95,3
1983,NHL,NYR,5,2,3,0,14,13,87,0,4,23,0,0,21,1
2011,NHL,STL,9,4,5,0,20,23,212,0,6,35,2,3,38,0
1996,NHL,NJD,10,5,5,0,27,21,186,0,11,50,2,3,37,3
1990,NHL,CAL,7,3,4,0,20,22,125,4,7,35,0,5,32,0
1985,NHL,CAL,22,12,10,0,81,69,805,2,25,109,5,15,103,5
1967,NHL,BOS,4,0,4,0,8,15,56,,1,,0,3,,0
1979,NHL,PHI,19,13,6,0,78,53,530,4,16,76,3,23,117,5
1950,NHL,TOR,11,8,2,1,30,15,145,,,,,,,
2005,NHL,CAL,7,3,4,0,16,17,129,4,6,43,1,6,44,2
1951,NHL,TOR,4,0,4,0,3,13,90,,,,,,,
1985,NHL,HAR,10,6,4,0,29,23,260,4,7,39,3,9,41,1
