year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1997,КФУ,"Добро пожаловать в «Б»! Это место для тех, кто ценит красоту и уникальность. Откройте для себя мир изысканных вкусов, захватывающих дух пейзажей и очаровательной атмосферы. Погрузитесь в роскошь и наслаждайтесь каждой минутой вашего пребывания здесь. Позвольте нам одарить вас незабываемым опытом.

Добро пожаловать в «Б», где каждый момент наполнен волшебством. Откройте для себя нашo уникальное предложение, которое включает захватывающие приключения и роскошные удовольствия. Насладитесь изысканными вкусами нашей кухни, полюбуйтесь захватывающими дух пейзажами и окуннитесь в атмосферу комфорта и расслабления. Позвольте нам одарить вас незабываемым опытом, который оставит у вас теплые воспоминания на долгие годы.

Добро пожаловать в «Б» - место, где мечты становятся реальностью. Откройте для себя мир роскоши и изысканности, наслаждаясь каждым моментом вашего пребывания здесь. Позвольте нам очаровать вас своей красотой и предложить незабываемый опыт, который оставит у вас желание вернуться снова и снова. Добро пожаловать в «Б» - ваш дом далеко от дома.",MTL,NHL,PIT,NHL,4,2,0,18,15,
1989,DFD,А,BOS,NHL,HAR,NHL,4,3,0,23,21,
1913,SFК,,TBS,NHA,VA1,PCHA,3,0,0,13,8,
1969,КФ,"Добро пожаловать в «Б»! Это место для тех, кто ценит красоту и уникальность. Откройте для себя мир изысканных вкусов, захватывающих дух пейзажей и очаровательной атмосферы. Погрузитесь в роскошь и наслаждайтесь каждой минутой вашего пребывания здесь. Позвольте нам одарить вас незабываемым опытом.

Добро пожаловать в «Б», где каждый момент наполнен волшебством. Откройте для себя нашo уникальное предложение, которое включает захватывающие приключения и роскошные удовольствия. Насладитесь изысканными вкусами нашей кухни, полюбуйтесь захватывающими дух пейзажами и окуннитесь в атмосферу комфорта и расслабления. Позвольте нам одарить вас незабываемым опытом, который оставит у вас теплые воспоминания на долгие годы.

Добро пожаловать в «Б» - место, где мечты становятся реальностью. Откройте для себя мир роскоши и изысканности, наслаждаясь каждым моментом вашего пребывания здесь. Позвольте нам очаровать вас своей красотой и предложить незабываемый опыт, который оставит у вас желание вернуться снова и снова. Добро пожаловать в «Б» - ваш дом далеко от дома.",BOS,NHL,NYR,NHL,4,2,0,25,16,
1979,"Предупреждение: следующее содержит спойлеры к фильму «Престиж».

В фильме «Престиж» Кристофер П. Хаммертон описывает сцену, в которой два мага, Роберт Энджер и Альфред Бредли, соревнуются в трюке с исчезновением человека. Энджер использует метод, который включает в себя создание иллюзии, в то время как Бредли на самом деле исчезает с помощью сложного механизма. Эта сцена подчеркивает тему иллюзии против реальности в фильме, поскольку зрители должны различать, что является магией и что является более мрачной наукой.","Добро пожаловать в «Кибербор» — уникальный киберпанк-мир, где технологии и магия сочетаются, создавая атмосферу приключений и таинства. В этом мире люди живут бок о бок с могущественными существами, известными как «киберборы», которые обладают невероятными способностями и часто становятся проводниками между человеческим и машинным миром.

В «Киберборе» правит Император, который поддерживает баланс между технологиями и магией. Он окружает себя верными последователями, которые помогают поддерживать порядок в этом сложном мире. Однако не все довольны императором и его правилами. Группа повстанцев, называющих себя «Систерством», борется за свободу и равноправие для всех существ в «Киберборе», независимо от их происхождения или способностей.

Главный герой истории, молодой человек по имени Люк, неожиданно оказывается втянут в конфликт между императором и повстанцами. Он узнает, что обладает уникальной способностью общаться с киберборами и использовать их силу на благо своих целей. Вместе со своими новыми союзниками, включая таинственную и могущественную кибербору по имени Ария, Люк должен противостоять опасностям и интригам «Кибербора», чтобы в конечном итоге определить будущее этого удивительного мира.

«Кибербор» — это захватывающая смесь фэнтези и научной фантастики, где магия и технологии переплетаются неожиданными способами. Это история о силе дружбы, мужестве и борьбе за свободу в мире, полном опасностей и чудес.",BOS,NHL,PIT,NHL,3,2,0,21,14,
1972,DFD,,NEW,WHA,OTN,WHA,4,1,0,24,17,
1999,ЧСС,я,PHI,NHL,PIT,NHL,4,2,0,15,14,
1997,CF,"Мне нужно, чтобы вы предоставили текст, который нужно перевести с английского на русский язык. Я готов выполнить перевод после того, как получу ваш запрос.",WAS,NHL,BUF,NHL,4,2,0,13,11,
1998,ЧСС,"Hello! I would be happy to help you translate from English to Russian. Please provide the text that you would like translated, and I will do my best to provide an accurate and natural-sounding translation.",COL,NHL,DET,NHL,4,2,0,21,14,
1998,ЧСС,"Добро пожаловать в мой мир! Я готов помочь вам с переводом любого текста на русский язык. Просто напишите текст, который вы хотите перевести, и я предоставлю точный и естественный перевод. Начнем!",DAL,NHL,STL,NHL,4,2,0,17,12,
1970,КФ,"Добро пожаловать в «Б»! Это место для тех, кто ценит красоту и уникальность. Откройте для себя мир изысканных вкусов, захватывающих дух пейзажей и очаровательной атмосферы. Погрузитесь в роскошь и наслаждайтесь каждой минутой вашего пребывания здесь. Позвольте нам одарить вас незабываемым опытом.

Добро пожаловать в «Б», где каждый момент наполнен волшебством. Откройте для себя нашo уникальное предложение, которое включает захватывающие приключения и роскошные удовольствия. Насладитесь изысканными вкусами нашей кухни, полюбуйтесь захватывающими дух пейзажами и окуннитесь в атмосферу комфорта и расслабления. Позвольте нам одарить вас незабываемым опытом, который оставит у вас теплые воспоминания на долгие годы.

Добро пожаловать в «Б» - место, где мечты становятся реальностью. Откройте для себя мир роскоши и изысканности, наслаждаясь каждым моментом вашего пребывания здесь. Позвольте нам очаровать вас своей красотой и предложить незабываемый опыт, который оставит у вас желание вернуться снова и снова. Добро пожаловать в «Б» - ваш дом далеко от дома.",NYR,NHL,TOR,NHL,4,2,0,16,15,
1986,SFК,О,EDM,NHL,PHI,NHL,4,3,0,22,18,
1956,SFК,С,MTL,NHL,BOS,NHL,4,1,0,15,6,
1991,"Тут не нужно ничего переводить, так как запрос содержит только код или символы, которые не требуют перевода.","Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",PIT,NHL,NYR,NHL,4,2,0,24,19,
1994,КФУ,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время дня и ночи. Я могу ответить на ваши вопросы, помочь с переводом текста или просто пообщаться. Как я могу вам помочь сегодня?",VAN,NHL,STL,NHL,4,3,0,27,27,
1987,DFD,А,MTL,NHL,HAR,NHL,4,2,0,23,20,
1993,ЧСС,"Добро пожаловать в мой мир! Я готов помочь вам с переводом любого текста на русский язык. Просто напишите текст, который вы хотите перевести, и я предоставлю точный и естественный перевод. Начнем!",TOR,NHL,SJS,NHL,4,3,0,26,21,
1982,DFD,"Добро пожаловать в «Кибербор» — уникальный киберпанк-мир, где технологии и магия сочетаются, создавая атмосферу приключений и таинства. В этом мире люди живут бок о бок с могущественными существами, известными как «киберборы», которые обладают невероятными способностями и часто становятся проводниками между человеческим и машинным миром.

В «Киберборе» правит Император, который поддерживает баланс между технологиями и магией. Он окружает себя верными последователями, которые помогают поддерживать порядок в этом сложном мире. Однако не все довольны императором и его правилами. Группа повстанцев, называющих себя «Систерством», борется за свободу и равноправие для всех существ в «Киберборе», независимо от их происхождения или способностей.

Главный герой истории, молодой человек по имени Люк, неожиданно оказывается втянут в конфликт между императором и повстанцами. Он узнает, что обладает уникальной способностью общаться с киберборами и использовать их силу на благо своих целей. Вместе со своими новыми союзниками, включая таинственную и могущественную кибербору по имени Ария, Люк должен противостоять опасностям и интригам «Кибербора», чтобы в конечном итоге определить будущее этого удивительного мира.

«Кибербор» — это захватывающая смесь фэнтези и научной фантастики, где магия и технологии переплетаются неожиданными способами. Это история о силе дружбы, мужестве и борьбе за свободу в мире, полном опасностей и чудес.",NYI,NHL,WAS,NHL,3,1,0,19,11,
1985,DFD,"Добро пожаловать в «Б»! Это место для тех, кто ценит красоту и уникальность. Откройте для себя мир изысканных вкусов, захватывающих дух пейзажей и очаровательной атмосферы. Погрузитесь в роскошь и наслаждайтесь каждой минутой вашего пребывания здесь. Позвольте нам одарить вас незабываемым опытом.

Добро пожаловать в «Б», где каждый момент наполнен волшебством. Откройте для себя нашo уникальное предложение, которое включает захватывающие приключения и роскошные удовольствия. Насладитесь изысканными вкусами нашей кухни, полюбуйтесь захватывающими дух пейзажами и окуннитесь в атмосферу комфорта и расслабления. Позвольте нам одарить вас незабываемым опытом, который оставит у вас теплые воспоминания на долгие годы.

Добро пожаловать в «Б» - место, где мечты становятся реальностью. Откройте для себя мир роскоши и изысканности, наслаждаясь каждым моментом вашего пребывания здесь. Позвольте нам очаровать вас своей красотой и предложить незабываемый опыт, который оставит у вас желание вернуться снова и снова. Добро пожаловать в «Б» - ваш дом далеко от дома.",MTL,NHL,BOS,NHL,3,0,0,10,6,
1928,КФ,"Добро пожаловать в «Б»! Это место для тех, кто ценит красоту и уникальность. Откройте для себя мир изысканных вкусов, захватывающих дух пейзажей и очаровательной атмосферы. Погрузитесь в роскошь и наслаждайтесь каждой минутой вашего пребывания здесь. Позвольте нам одарить вас незабываемым опытом.

Добро пожаловать в «Б», где каждый момент наполнен волшебством. Откройте для себя нашo уникальное предложение, которое включает захватывающие приключения и роскошные удовольствия. Насладитесь изысканными вкусами нашей кухни, полюбуйтесь захватывающими дух пейзажами и окуннитесь в атмосферу комфорта и расслабления. Позвольте нам одарить вас незабываемым опытом, который оставит у вас теплые воспоминания на долгие годы.

Добро пожаловать в «Б» - место, где мечты становятся реальностью. Откройте для себя мир роскоши и изысканности, наслаждаясь каждым моментом вашего пребывания здесь. Позвольте нам очаровать вас своей красотой и предложить незабываемый опыт, который оставит у вас желание вернуться снова и снова. Добро пожаловать в «Б» - ваш дом далеко от дома.",NYR,NHL,NYA,NHL,1,0,1,1,0,ТГ
1959,SF,"Добро пожаловать в «Б»! Это место для тех, кто ценит красоту и уникальность. Откройте для себя мир изысканных вкусов, захватывающих дух пейзажей и очаровательной атмосферы. Погрузитесь в роскошь и наслаждайтесь каждой минутой вашего пребывания здесь. Позвольте нам одарить вас незабываемым опытом.

Добро пожаловать в «Б», где каждый момент наполнен волшебством. Откройте для себя нашo уникальное предложение, которое включает захватывающие приключения и роскошные удовольствия. Насладитесь изысканными вкусами нашей кухни, полюбуйтесь захватывающими дух пейзажами и окуннитесь в атмосферу комфорта и расслабления. Позвольте нам одарить вас незабываемым опытом, который оставит у вас теплые воспоминания на долгие годы.

Добро пожаловать в «Б» - место, где мечты становятся реальностью. Откройте для себя мир роскоши и изысканности, наслаждаясь каждым моментом вашего пребывания здесь. Позвольте нам очаровать вас своей красотой и предложить незабываемый опыт, который оставит у вас желание вернуться снова и снова. Добро пожаловать в «Б» - ваш дом далеко от дома.",TOR,NHL,DET,NHL,4,2,0,20,16,
1978,КФ,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время дня и ночи. Я могу ответить на ваши вопросы, помочь с переводом текста или просто пообщаться. Как я могу вам помочь сегодня?",BOS,NHL,PIT,NHL,4,0,0,16,7,
1972,КФ,А,MTL,NHL,BUF,NHL,4,2,0,21,16,
1989,"Тут не нужно ничего переводить, так как запрос содержит только код или символы, которые не требуют перевода.","Добро пожаловать в мой мир! Я готов помочь вам с переводом любого текста на русский язык. Просто напишите текст, который вы хотите перевести, и я предоставлю точный и естественный перевод. Начнем!",CHI,NHL,STL,NHL,4,3,0,28,22,
1982,DFD,"Добро пожаловать в службу перевода Coral! Я здесь, чтобы помочь вам перевести текст с английского на русский язык. Просто введите свой текст, и я предоставлю точный перевод.",CAL,NHL,VAN,NHL,3,1,0,17,14,
1965,SF,"Добро пожаловать в «Б»! Это место для тех, кто ценит красоту и уникальность. Откройте для себя мир изысканных вкусов, захватывающих дух пейзажей и очаровательной атмосферы. Погрузитесь в роскошь и наслаждайтесь каждой минутой вашего пребывания здесь. Позвольте нам одарить вас незабываемым опытом.

Добро пожаловать в «Б», где каждый момент наполнен волшебством. Откройте для себя нашo уникальное предложение, которое включает захватывающие приключения и роскошные удовольствия. Насладитесь изысканными вкусами нашей кухни, полюбуйтесь захватывающими дух пейзажами и окуннитесь в атмосферу комфорта и расслабления. Позвольте нам одарить вас незабываемым опытом, который оставит у вас теплые воспоминания на долгие годы.

Добро пожаловать в «Б» - место, где мечты становятся реальностью. Откройте для себя мир роскоши и изысканности, наслаждаясь каждым моментом вашего пребывания здесь. Позвольте нам очаровать вас своей красотой и предложить незабываемый опыт, который оставит у вас желание вернуться снова и снова. Добро пожаловать в «Б» - ваш дом далеко от дома.",DET,NHL,CHI,NHL,4,2,0,22,10,
1977,SF,,QUN,WHA,NEW,WHA,1,4,0,14,25,
1986,DFD,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время дня и ночи. Я могу ответить на ваши вопросы, помочь с переводом текста или просто пообщаться. Как я могу вам помочь сегодня?",EDM,NHL,LAK,NHL,4,1,0,32,20,
1988,DFD,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.",STL,NHL,MNS,NHL,4,1,0,23,15,
1977,"Предупреждение: следующее содержит спойлеры к фильму «Престиж».

В фильме «Престиж» Кристофер П. Хаммертон описывает сцену, в которой два мага, Роберт Энджер и Альфред Бредли, соревнуются в трюке с исчезновением человека. Энджер использует метод, который включает в себя создание иллюзии, в то время как Бредли на самом деле исчезает с помощью сложного механизма. Эта сцена подчеркивает тему иллюзии против реальности в фильме, поскольку зрители должны различать, что является магией и что является более мрачной наукой.",А,PHI,NHL,COR,NHL,2,0,0,6,3,
1998,CF,"Мне нужно, чтобы вы предоставили текст, который нужно перевести с английского на русский язык. Я готов выполнить перевод после того, как получу ваш запрос.",BUF,NHL,TOR,NHL,4,1,0,21,16,
1923,СЦБФ,,MTL,NHL,VAM,PCHA,2,0,0,5,3,
1992,DFD,"Добро пожаловать в «Кибербор» — уникальный киберпанк-мир, где технологии и магия сочетаются, создавая атмосферу приключений и таинства. В этом мире люди живут бок о бок с могущественными существами, известными как «киберборы», которые обладают невероятными способностями и часто становятся проводниками между человеческим и машинным миром.

В «Киберборе» правит Император, который поддерживает баланс между технологиями и магией. Он окружает себя верными последователями, которые помогают поддерживать порядок в этом сложном мире. Однако не все довольны императором и его правилами. Группа повстанцев, называющих себя «Систерством», борется за свободу и равноправие для всех существ в «Киберборе», независимо от их происхождения или способностей.

Главный герой истории, молодой человек по имени Люк, неожиданно оказывается втянут в конфликт между императором и повстанцами. Он узнает, что обладает уникальной способностью общаться с киберборами и использовать их силу на благо своих целей. Вместе со своими новыми союзниками, включая таинственную и могущественную кибербору по имени Ария, Люк должен противостоять опасностям и интригам «Кибербора», чтобы в конечном итоге определить будущее этого удивительного мира.

«Кибербор» — это захватывающая смесь фэнтези и научной фантастики, где магия и технологии переплетаются неожиданными способами. Это история о силе дружбы, мужестве и борьбе за свободу в мире, полном опасностей и чудес.",NYI,NHL,WAS,NHL,4,2,0,23,22,
1975,SF,,HOU,WHA,NEW,WHA,4,3,0,19,21,
1923,SFК,,MTL,NHL,CAT,WCHL,2,0,0,9,1,
1988,DFD,"Добро пожаловать в «Кибербор» — уникальный киберпанк-мир, где технологии и магия сочетаются, создавая атмосферу приключений и таинства. В этом мире люди живут бок о бок с могущественными существами, известными как «киберборы», которые обладают невероятными способностями и часто становятся проводниками между человеческим и машинным миром.

В «Киберборе» правит Император, который поддерживает баланс между технологиями и магией. Он окружает себя верными последователями, которые помогают поддерживать порядок в этом сложном мире. Однако не все довольны императором и его правилами. Группа повстанцев, называющих себя «Систерством», борется за свободу и равноправие для всех существ в «Киберборе», независимо от их происхождения или способностей.

Главный герой истории, молодой человек по имени Люк, неожиданно оказывается втянут в конфликт между императором и повстанцами. Он узнает, что обладает уникальной способностью общаться с киберборами и использовать их силу на благо своих целей. Вместе со своими новыми союзниками, включая таинственную и могущественную кибербору по имени Ария, Люк должен противостоять опасностям и интригам «Кибербора», чтобы в конечном итоге определить будущее этого удивительного мира.

«Кибербор» — это захватывающая смесь фэнтези и научной фантастики, где магия и технологии переплетаются неожиданными способами. Это история о силе дружбы, мужестве и борьбе за свободу в мире, полном опасностей и чудес.",PIT,NHL,NYR,NHL,4,0,0,19,11,
1919,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.",,SEA,PCHA,VML,PCHA,1,1,0,7,3,ТГ
1995,КФУ,А,PHI,NHL,TBL,NHL,4,2,0,26,13,
2000,ЧСС,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",PIT,NHL,BUF,NHL,4,3,0,17,17,
1993,КФУ,A,SJS,NHL,DET,NHL,4,3,0,21,27,
1937,КФ,С,CHI,NHL,MTL,NHL,2,1,0,11,8,
1923,WP,,CAT,WCHL,VAM,PCHA,2,1,0,10,7,
1978,"Предупреждение: следующее содержит спойлеры к фильму «Престиж».

В фильме «Престиж» Кристофер П. Хаммертон описывает сцену, в которой два мага, Роберт Энджер и Альфред Бредли, соревнуются в трюке с исчезновением человека. Энджер использует метод, который включает в себя создание иллюзии, в то время как Бредли на самом деле исчезает с помощью сложного механизма. Эта сцена подчеркивает тему иллюзии против реальности в фильме, поскольку зрители должны различать, что является магией и что является более мрачной наукой.",С,TOR,NHL,ATF,NHL,2,0,0,9,5,
1974,КФ,,HOU,WHA,CLC,WHA,4,1,0,24,14,
1974,SF,,HOU,WHA,SDM,WHA,4,0,0,17,5,
2000,КФУ,А,NJD,NHL,CAR,NHL,4,2,0,20,8,
1994,ЧСС,"Добро пожаловать в мой мир! Я готов помочь вам с переводом любого текста на русский язык. Просто напишите текст, который вы хотите перевести, и я предоставлю точный и естественный перевод. Начнем!",DET,NHL,SJS,NHL,4,0,0,24,6,
1975,КФ,,HOU,WHA,SDM,WHA,4,2,0,26,19,
2006,SFК,О,AND,NHL,OTT,NHL,4,1,0,16,11,
1927,SFК,A,NYR,NHL,MTM,NHL,3,2,0,5,6,
1945,SFК,С,MTL,NHL,BOS,NHL,4,1,0,19,13,
