year,lgid,tmid,franchid,confid,divid,rank,confrank,playoff,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,o_tmrebound,d_tmrebound,homewon,homelost,awaywon,awaylost,neutwon,neutloss,confwon,confloss,divwon,divloss,pace,won,lost,games,min,arena,attendance,bbtmid
2008,NBA,DET,DET,EC,CD,3,8,C1,Детройт Пистоны,2981,6559,1388,1849,377,1079,949,2448,3397,1689,1712,493,973,377,7727,2876,6380,1580,435,1228,2039,861,2453,3314,1651,1612,461,964,342,7767,0,0,21,20,18,23,0,0,26,26,7,9,89,39,43,82,19905.0,Дворец Обернских холмов,32767,
1998,NBA,VAN,MEM,WC,MW,7,14,,Ванкувер Гризли,1643,3838,1009,1408,148,453,650,1359,2009,964,1123,420,848,199,4443,1813,3917,1021,229,653,1400,673,1456,2129,1189,1164,490,779,328,4876,0,0,7,18,1,24,0,0,8,36,3,18,0,8,42,50,12175.0,General Motors Place,32767,VAN
1946,NBL,OSH,OSH,,WE,1,0,CF,Все звезды Ошкоша,950,0,654,952,0,0,0,0,0,0,0,0,0,0,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2433,0,0,19,3,9,13,0,0,0,0,0,0,0,28,16,44,,,0,OSH
1973,NBA,PHO,PHO,WC,PC,4,8,,Солнце Феникса,3555,7726,1737,2235,0,0,1090,2723,3813,2052,2123,658,1666,305,8847,3648,7809,1843,0,0,2356,1220,2773,3993,2180,2003,810,1637,396,9139,0,0,24,17,6,34,0,1,16,34,11,15,0,30,52,82,19755.0,Мемориал &lt; &lt; Колизей &gt; &gt; &lt; &lt; Аризона ветеранз &gt; &gt;,32767,PHO
1969,ABA,DLC,SAS,,WD,2,0,DS,Замки Далласа,3775,8265,2340,2968,187,584,0,0,4636,1633,2138,0,1709,0,10077,3865,8861,1998,190,641,2660,0,0,4655,1670,2319,0,1534,0,9918,0,0,23,14,14,22,8,3,0,0,26,22,0,45,39,84,20310.0,Муди Колизей,32767,DLC
1969,NBA,ATL,ATL,,WD,1,0,DF,Атланта Ястребы,3817,7907,2012,2669,0,0,0,0,4210,2142,2016,0,0,0,9646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9612,0,0,25,13,18,16,5,5,0,0,24,16,0,48,34,82,19780.0,Мемориал Александра Колизея,32767,ATL
1983,NBA,SDC,LAC,WC,PC,6,11,,Сан-Диего Клипперс,3634,7325,1785,2424,24,128,1307,2382,3689,1981,2020,567,1515,385,9077,3771,7406,1749,53,187,2233,1112,2163,3275,2370,2043,727,1242,458,9344,0,0,25,16,5,36,0,0,23,37,12,18,0,30,52,82,19730.0,Сан-Диего Спорт Арена,32767,SDC
1941,NBL,CHB,CHF,,,6,0,,Чикаго Бруинс,340,0,198,0,0,0,0,0,0,0,0,0,0,0,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936,0,0,4,6,3,8,0,0,0,0,0,0,0,8,15,23,,,0,CHB
1978,NBA,PHO,PHO,WC,PC,2,3,CF,Солнце Феникса,3847,7516,1765,2299,0,0,1083,2379,3462,2500,1944,915,1760,337,9459,3775,7626,1606,0,0,2127,1238,2424,3662,2091,2144,890,1841,402,9156,0,0,32,9,18,23,0,0,21,19,11,9,0,50,32,82,19780.0,Мемориал &lt; &lt; Колизей &gt; &gt; &lt; &lt; Аризона ветеранз &gt; &gt;,32767,PHO
1985,NBA,SAS,SAS,WC,MW,6,8,C1,Сан-Антонио Спорс,3596,7104,1882,2523,46,196,1069,2413,3482,2260,2115,800,1624,390,9120,3629,7365,1916,98,322,2491,1157,2304,3461,2269,2108,800,1519,453,9272,0,0,21,20,14,27,0,0,25,35,9,21,0,35,47,82,19805.0,ХемисФейр Арена,32767,SAN
1977,NBA,KCK,SAC,WC,MW,5,10,,Городские короли Канзаса,3601,7731,1775,2262,0,0,1208,2632,3840,1992,2228,794,1690,370,8977,3564,7521,2004,0,0,2635,1232,2684,3916,1928,2088,796,1694,408,9132,0,0,22,19,9,32,0,0,15,25,11,9,0,31,51,82,19830.0,Кемпер Арена,32767,KCK
1949,NBA,FTW,DET,,CD,3,0,DF,Форт Уэйн Пистоны,1878,5901,1634,2331,0,0,0,0,0,1364,2065,0,0,0,5390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5297,0,0,28,6,12,22,0,0,0,0,14,10,0,40,28,68,16570.0,Спортзал в средней школе Нортсайд,0,FWP
1971,NBA,CHI,CHI,WC,MW,2,3,CS,Чикаго Буллз,3539,7853,2039,2700,0,0,0,0,4371,2087,1964,0,0,0,9117,3263,7189,1914,0,0,2617,0,0,3928,1853,2041,0,0,0,8440,0,0,29,12,26,12,2,1,29,16,12,6,0,57,25,82,19780.0,Чикагский стадион,32767,CHI
1979,NBA,UTA,UTA,WC,MW,5,11,,Юта Джаз,3382,6817,1571,1943,59,185,967,2359,3326,2005,2006,656,1543,362,8394,3559,7182,1702,67,211,2205,1159,2288,3447,1997,1782,710,1274,398,8887,0,0,17,24,7,34,0,0,17,43,9,15,0,24,58,82,19805.0,Соленый дворец,32767,UTA
2005,NBA,POR,POR,WC,NW,5,15,,Портлендские шоссейные блейзеры,2791,6267,1339,1944,364,1042,886,2203,3089,1490,1828,529,1205,435,7285,3032,6472,1498,498,1306,1971,1029,2445,3474,1737,1704,592,1060,403,8060,0,0,15,26,6,35,0,0,10,42,3,13,0,21,61,82,19730.0,Розовый сад Арена,32767,POR
1986,NBA,CHI,CHI,EC,CD,5,8,C1,Чикаго Буллз,3382,7155,1754,2254,78,299,1248,2400,3648,2143,1922,677,1257,438,8596,3337,6910,1734,115,337,2255,1027,2317,3344,2028,1844,583,1269,492,8523,0,0,29,12,11,30,0,0,30,28,17,12,0,40,42,82,19830.0,Чикагский стадион,32767,CHI
1950,NBA,MNL,LAL,,WD,1,0,DF,Миннеаполис Лейкерс,2084,5590,1464,1989,0,0,0,0,3409,1408,1801,0,0,0,5632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5264,205,0,29,3,12,21,3,0,0,0,24,12,0,44,24,68,16520.0,Аудитория &lt; &lt; Миннеаполис &gt; &gt;,32767,MNL
1952,NBA,SYR,PHI,,ED,2,0,DS,Национальные сиракузы,1942,5329,2197,2950,0,0,0,0,3472,1459,2132,0,0,0,6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5775,291,0,32,2,10,19,5,3,0,0,26,15,0,47,24,71,17290.0,Мемориал войны в Онондаге,0,SYR
1970,ABA,KEN,KEN,,ED,2,0,F,Полковники Кентукки,3929,8520,2213,2930,193,597,0,0,4790,1878,2271,0,1569,0,10264,3948,8586,2205,159,493,2961,0,0,4530,1816,2229,0,1490,0,10260,0,0,26,15,18,23,0,2,0,0,28,24,0,44,40,84,20185.0,Зал свободы,32767,KEN
2006,NBA,ORL,ORL,EC,SE,3,8,C1,Волшебство Орландо,2875,6090,1679,2393,342,962,920,2418,3338,1525,1904,565,1392,416,7771,2739,6191,1768,461,1306,2327,865,2217,3082,1609,1921,678,1232,376,7707,0,0,25,16,15,26,0,0,26,26,9,7,0,40,42,82,19780.0,Амвей Арена,32767,
1984,NBA,KCK,SAC,WC,MW,6,9,,Городские короли Канзаса,3664,7275,2022,2595,63,238,1167,2327,3494,2342,2169,661,1593,300,9413,3805,7461,1957,65,259,2546,1166,2267,3433,2344,2205,761,1424,512,9632,0,0,23,18,8,33,0,0,22,38,8,22,0,31,51,82,19755.0,Кемпер Арена,32767,KCK
1998,NBA,UTA,UTA,WC,MW,1,3,CS,Юта Джаз,1684,3620,1158,1510,140,388,555,1508,2063,1204,1133,398,814,276,4666,1595,3863,936,214,666,1299,635,1294,1929,904,1309,431,744,264,4340,0,0,22,3,15,10,0,0,33,11,15,3,0,37,13,50,12175.0,Центр &lt; &lt; Дельта &gt; &gt;,32767,UTA
1991,NBA,NJN,NJN,EC,AT,3,6,C1,Нью-Джерси Nets,3473,7580,1471,2009,224,670,1512,2392,3904,1937,1834,736,1392,615,8641,3422,7175,1775,161,508,2318,1215,2355,3570,1789,1722,806,1343,484,8780,0,0,25,16,15,26,0,0,29,27,15,13,0,40,42,82,19780.0,Брендан Бёрн Арена,32767,NJN
1979,NBA,CLE,CLE,EC,CD,4,9,,Кливленд Кавальеры,3811,8041,1702,2205,36,187,1307,2381,3688,2108,1934,764,1370,342,9360,3811,7610,1645,65,223,2150,1230,2638,3868,2208,2033,708,1667,490,9332,0,0,28,13,9,32,0,0,28,32,16,14,0,37,45,82,19930.0,Колизей в Ричфилде,32767,CLE
2003,NBA,CHI,CHI,EC,CD,8,14,,Чикаго Буллз,2798,6753,1330,1834,429,1256,1048,2519,3567,1793,1911,659,1321,396,7355,2882,6611,1673,439,1235,2238,1011,2682,3693,1890,1684,694,1250,446,7876,0,0,14,27,9,32,0,0,19,35,11,17,0,23,59,82,19830.0,Объединенный центр,32767,CHI
2002,NBA,MIN,MIN,WC,MW,3,4,C1,Миннесота Тимберволы,3172,6809,1406,1826,296,804,959,2614,3573,2070,1704,553,1124,433,8046,3005,6873,1394,472,1362,1853,974,2444,3418,1871,1686,571,1116,405,7876,0,0,33,8,18,23,0,0,33,19,15,9,0,51,31,82,19805.0,Целенаправленный центр,32767,MIN
1999,NBA,DEN,DEN,WC,MW,5,10,,Денвер Наггетс,3057,6911,1531,2116,470,1397,1073,2590,3663,1911,1962,554,1281,618,8115,3129,6953,1632,399,1126,2174,1027,2606,3633,2003,1937,616,1179,462,8289,0,0,25,16,10,31,0,0,22,30,10,14,0,35,47,82,19855.0,Центр &lt; &lt; Пепси &gt; &gt;,32767,DEN
2010,NBA,GSW,GSW,WC,PC,3,0,,&quot; Золотые государственные войны &quot;,3251,7047,1290,1695,685,1749,955,2370,3325,1847,1806,737,1198,406,8477,3173,6788,1755,2262,567,1586,1051,2623,3674,2029,1512,672,1324,352,8668,0,0,0,0,0,0,0,0,0,0,0,0,0,36,46,0,,,0,
1944,NBL,SHE,SHE,,WE,1,0,ЛК,Шебойган Редскинс,561,0,376,0,0,0,0,0,0,0,0,0,0,0,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380,0,0,12,3,7,8,0,0,0,0,0,0,0,19,11,30,,,0,SHE
1993,NBA,MIN,MIN,WC,MW,5,12,,Миннесота Тимберволы,2985,6535,1777,2303,183,557,990,2343,3333,1967,2016,600,1478,440,7930,3244,6874,1783,227,738,2451,1102,2296,3398,2108,1855,824,1164,549,8498,0,0,13,28,7,34,0,0,13,41,5,21,0,20,62,82,19730.0,Целенаправленный центр,32767,MIN
1952,NBA,FTW,DET,,WD,3,0,DF,Форт Уэйн Пистоны,1876,5230,1839,2491,0,0,0,0,3548,1438,2119,0,0,0,5591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5599,394,0,25,9,8,19,3,5,0,0,18,22,0,36,33,69,16810.0,Военный мемориал &lt; &lt; Колизей &gt; &gt;,0,FWP
1977,NBA,NYK,NYK,EC,AT,2,5,CS,Нью-Йорк Никс,3815,7822,1670,2225,0,0,1180,2689,3869,2338,2193,818,1764,442,9300,3658,7742,2029,0,0,2785,1254,2623,3877,2113,1989,879,1677,357,9345,0,0,29,12,14,27,0,0,19,21,7,9,0,43,39,82,20005.0,Скверный сад Мэдисон (IV),32767,NYK
1937,NBL,DYM,DYM,,WE,7,0,,Столица Дейтона,130,0,87,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,2,4,0,5,0,0,0,0,0,0,0,2,11,13,,,0,DYM
1994,NBA,HOU,HOU,WC,MW,3,6,НС,Хьюстонские ракеты,3159,6579,1527,2039,646,1757,880,2440,3320,2060,1714,721,1322,514,8491,3202,7061,1407,506,1345,1874,1165,2386,3551,1940,1779,744,1274,365,8317,0,0,25,16,22,19,0,0,27,27,13,13,0,47,35,82,19730.0,Встреча на высшем уровне,32767,HOU
1947,PBLA,SPR,SPR,,SO,8,0,,Спрингфилдские сквайры,156,0,73,144,0,0,0,0,0,0,137,0,0,0,385,169,0,109,175,0,0,0,0,0,0,120,0,0,0,447,0,0,1,2,0,5,0,0,0,0,0,0,0,1,7,8,,Храм мечети,0,
1980,NBA,DAL,DAL,WC,MW,6,12,,&lt; &lt; Даллас маверики &gt; &gt;,3204,6928,1868,2487,46,165,1109,2177,3286,1984,2008,561,1439,214,8322,3622,7060,1731,36,137,2297,1173,2498,3671,2098,2187,713,1433,480,9011,0,0,11,30,4,37,0,0,12,48,5,25,0,15,67,82,19780.0,Воссоединение Арены,32767,DAL
2011,NBA,BOS,BOS,EC,AT,1,0,CF,Бостонская кельтика,2341,5086,1017,1308,363,988,509,2051,2560,1557,1315,498,979,362,6062,2207,5262,1138,1498,344,1117,781,2070,2851,1233,1217,515,1035,304,5896,0,0,0,0,0,0,0,0,0,0,0,0,0,39,27,0,,,0,
1949,NBA,NYK,NYK,,ED,2,0,DF,Нью-Йорк Никс,1889,5351,1710,2404,0,0,0,0,0,1308,1718,0,0,0,5488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5344,0,0,19,10,18,16,3,2,0,0,20,6,0,40,28,68,16645.0,Скверный сад Мэдисон (III),32767,NYK
1965,NBA,BOS,BOS,,ED,2,0,НС,Бостонская кельтика,3488,8367,2038,2758,0,0,0,0,5591,1795,2012,0,0,0,9014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8623,661,0,26,5,19,18,9,3,0,0,19,11,0,54,26,80,19225.0,Бостонский сад,32767,BOS
2005,NBA,ORL,ORL,EC,SE,3,10,,Волшебство Орландо,2911,6167,1663,2277,299,796,892,2402,3294,1495,1908,532,1240,362,7784,2870,6327,1672,460,1287,2285,911,2239,3150,1644,1899,615,1099,386,7872,0,0,26,15,10,31,0,0,24,28,9,7,0,36,46,82,19905.0,TD Центр водных ресурсов,32767,ORL
1976,NBA,SAS,SAS,EC,CD,3,5,C1,Сан-Антонио Спорс,3711,7657,2010,2522,0,0,1110,2550,3660,2115,1966,857,1770,499,9432,3935,8075,1512,0,0,2059,1329,2687,4016,2159,2189,811,1822,420,9382,0,0,31,10,13,28,0,0,22,18,9,11,0,44,38,82,19755.0,ХемисФейр Арена,32767,SAN
1990,NBA,SEA,SEA,WC,PC,5,8,C1,Сиэтл Суперзоника,3500,7117,1608,2143,136,427,1222,2173,3395,2042,1973,861,1404,380,8744,3285,6738,1866,207,633,2459,1107,2149,3256,1851,1820,729,1485,446,8643,0,0,28,13,13,28,0,0,27,29,12,16,0,41,41,82,19880.0,Центр Сиэтла &lt; &lt; Колизей &gt; &gt;,32767,SEA
1992,NBA,MIN,MIN,WC,MW,5,12,,Миннесота Тимберволы,3043,6529,1794,2247,166,569,940,2204,3144,2001,2028,649,1422,455,8046,3323,6814,1830,208,578,2413,1122,2331,3453,2144,1875,734,1231,494,8684,0,0,11,30,8,33,0,0,14,40,10,16,0,19,63,82,19855.0,Целенаправленный центр,32767,MIN
2008,NBA,CHA,CHA,EC,SE,4,10,,Шарлотта Бобкотс,2866,6299,1455,1965,490,1339,886,2366,3252,1741,1754,580,1279,397,7677,2883,6349,1457,558,1526,1928,877,2310,3187,1604,1714,626,1206,488,7781,0,0,23,18,12,29,0,0,20,32,5,11,91,35,47,82,19930.0,Уорнер времени Кейбл Арена,32767,
