year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1954,NHL,BOS,5,1,4,0,9,16,55,,,,,,,
2006,NHL,NYR,10,6,4,0,30,23,151,0,13,54,0,6,52,0
1985,NHL,MNS,5,2,3,0,20,18,142,2,6,24,1,2,25,1
2003,NHL,VAN,7,3,4,0,16,19,99,2,8,39,1,6,40,0
1993,NHL,NYR,23,16,7,0,81,50,379,2,22,104,3,9,103,2
1977,NHL,BUF,8,3,5,0,22,22,188,0,4,29,0,7,22,0
2000,NHL,LAK,13,7,6,0,25,34,146,4,6,50,0,14,63,0
1928,NHL,NYA,2,0,1,1,0,1,18,,,,,,,
2009,NHL,SJS,15,8,7,0,41,41,163,0,14,71,0,9,49,1
1921,WCHL,EDE,2,0,1,1,2,3,,,,,,,,
2001,NHL,TOR,20,10,10,0,44,49,389,4,13,90,0,20,99,0
1972,WHA,MFS,5,1,4,0,16,23,,,4,11,0,7,13,0
1973,WHA,HOU,14,12,2,0,71,35,,,,,,,,
1977,NHL,BOS,15,10,5,0,53,42,286,4,11,42,0,11,54,0
2005,NHL,COL,9,4,5,0,22,31,166,2,5,52,1,7,50,2
1991,NHL,DET,11,4,7,0,29,30,206,0,7,51,0,9,61,3
1977,NHL,LAK,2,0,2,0,3,11,39,0,0,10,0,2,9,0
1945,NHL,BOS,10,5,5,0,29,29,47,,,,,,,
1985,NHL,VAN,3,0,3,0,5,17,55,2,2,13,1,4,11,0
2008,NHL,STL,4,0,4,0,5,11,63,2,1,24,0,4,18,0
1937,NHL,BOS,3,0,3,0,3,6,28,,,,,,,
1998,NHL,ANA,4,0,4,0,6,17,80,0,4,20,0,7,23,0
1983,NHL,VAN,4,1,3,0,13,14,85,2,3,19,1,2,16,0
1986,NHL,CAL,6,2,4,0,15,22,190,0,5,28,1,8,30,1
1977,NHL,DET,7,3,4,0,18,29,83,0,5,33,2,6,24,1
1984,NHL,NYR,3,0,3,0,10,14,76,0,4,11,0,5,16,0
1982,NHL,WAS,4,1,3,0,11,19,98,0,1,24,0,3,18,0
1974,NHL,PHI,17,12,5,0,53,34,335,0,11,65,0,14,89,1
2002,NHL,WAS,6,2,4,0,15,14,88,4,5,27,1,4,27,0
2003,NHL,NAS,6,2,4,0,9,12,76,0,1,29,1,2,29,1
1977,NHL,CHI,4,0,4,0,9,19,33,0,4,15,0,4,9,0
1993,NHL,BOS,13,6,7,0,39,42,168,2,10,54,0,11,51,1
1995,NHL,FLO,22,12,10,0,61,57,401,6,14,109,2,20,103,1
1998,NHL,TOR,17,9,8,0,43,46,252,0,12,87,3,13,71,0
1971,NHL,MTL,6,2,4,0,14,19,76,,1,,0,3,,0
1938,NHL,MTL,3,1,2,0,5,8,39,,,,,,,
1963,NHL,CHI,7,3,4,0,18,24,129,,,,,,,
2010,NHL,SJS,18,9,9,0,51,58,276,6,14,73,0,18,76,0
1998,NHL,EDM,4,0,4,0,7,11,85,0,2,17,0,2,22,0
1998,NHL,PIT,13,6,7,0,35,36,183,2,8,45,1,6,50,0
2009,NHL,VAN,12,6,6,0,43,41,175,6,11,50,2,17,54,0
1970,NHL,BOS,7,3,4,0,26,28,190,,6,,0,5,,2
1973,NHL,ATF,4,0,4,0,6,17,123,,2,,1,5,,0
1929,NHL,CHI,2,0,1,1,2,3,50,,,,,,,
2006,NHL,BUF,16,9,7,0,44,39,162,0,11,88,1,14,75,0
2002,NHL,OTT,18,11,7,0,43,34,214,2,12,83,1,6,73,3
1930,NHL,MTL,10,6,4,0,24,21,105,,,,,,,
1948,NHL,DET,11,4,7,0,22,26,164,,,,,,,
