qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
7098,967,8,6,7,3,1:12.100,1:12.301,1:11.404
2107,227,44,27,9,15,1:21.509,,
2975,272,105,18,24,16,1:18.755,,
3606,348,153,5,17,17,1:21.978,1:21.998,
5514,883,814,10,14,7,1:33.762,1:33.335,1:33.235
5780,896,815,1,6,9,1:26.107,1:25.365,1:26.153
3275,15,67,5,12,10,1:31.196,1:31.103,
2722,262,70,32,11,23,1:30.160,,
4367,105,21,15,11,7,1:34.951,,
6433,932,817,9,3,9,1:16.410,1:16.006,1:16.114
758,53,26,5,21,16,1:33.995,1:34.606,
2068,225,85,28,23,20,1:23.454,,
1221,81,18,16,3,3,1:20.207,,
5609,887,815,1,6,14,1:31.953,1:32.082,
4424,71,35,15,11,4,1:36.984,1:29.862,
5115,866,154,208,10,7,1:15.163,1:14.627,1:14.645
4020,120,53,18,18,20,1:28.907,,
6937,959,154,210,8,15,1:16.328,1:16.086,
2016,216,56,6,6,10,1:43.209,,
3219,12,18,23,22,14,1:45.761,1:45.251,
3124,7,21,10,21,19,1:28.717,,
1239,82,8,1,9,1,1:14.320,,
1193,79,2,3,8,15,1:12.430,,
3985,119,8,1,6,5,1:15.874,,
3206,12,21,10,21,1,1:45.102,1:44.667,1:46.308
5787,896,821,15,12,16,1:26.057,1:26.366,
994,64,14,9,14,10,1:15.836,1:14.826,1:16.326
1144,77,4,4,5,6,1:31.056,,
7156,969,825,210,20,17,1:26.847,,
733,52,20,5,19,13,1:13.853,1:13.058,
553,44,2,2,9,9,1:20.534,1:20.178,1:20.894
1928,212,65,15,16,10,1:18.494,,
4952,859,814,10,15,11,1:13.733,1:13.584,
319,33,14,9,9,11,1:18.303,1:18.187,
6568,940,13,3,19,5,1:34.744,1:33.377,1:33.337
5434,879,818,5,17,17,1:16.722,1:14.619,
2039,224,44,27,9,11,1:35.330,,
