id,year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l
43,1951,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,MNL,NBA,NYK,NBA,4,3
44,1951,DF,Да,MNL,NBA,ROC,NBA,3,1
45,1951,DSF,перевод,MNL,NBA,INO,NBA,2,0
46,1951,DSF,перевод,ROC,NBA,FTW,NBA,2,0
47,1952,DF,Да,NYK,NBA,BOS,NBA,3,1
48,1952,DSF,перевод,BOS,NBA,SYR,NBA,2,0
49,1952,DSF,перевод,NYK,NBA,BLB,NBA,2,0
50,1952,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,MNL,NBA,NYK,NBA,4,1
51,1952,DF,Да,MNL,NBA,FTW,NBA,3,2
52,1952,DSF,перевод,MNL,NBA,INO,NBA,2,0
53,1952,DSF,перевод,FTW,NBA,ROC,NBA,2,1
54,1953,DF,Да,SYR,NBA,BOS,NBA,2,0
55,1953,РР,я,SYR,NBA,,NBA,4,0
56,1953,РР,я,BOS,NBA,,NBA,2,2
57,1953,РР,я,NYK,NBA,,NBA,0,4
58,1953,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,MNL,NBA,SYR,NBA,4,3
59,1953,DF,Да,MNL,NBA,ROC,NBA,2,1
60,1953,РР,я,MNL,NBA,,NBA,3,0
61,1953,РР,я,ROC,NBA,,NBA,2,1
62,1953,РР,я,FTW,NBA,,NBA,0,4
63,1954,DF,Да,SYR,NBA,BOS,NBA,3,1
64,1954,DSF,перевод,BOS,NBA,NYK,NBA,2,1
65,1954,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,SYR,NBA,FTW,NBA,4,3
66,1954,DF,Да,FTW,NBA,MNL,NBA,3,1
67,1954,DSF,перевод,MNL,NBA,ROC,NBA,2,1
68,1955,DF,Да,PHW,NBA,SYR,NBA,3,2
69,1955,DSF,перевод,SYR,NBA,BOS,NBA,2,1
70,1955,DD,А,SYR,NBA,NYK,NBA,1,0
71,1955,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,PHW,NBA,FTW,NBA,4,1
72,1955,DF,Да,FTW,NBA,STL,NBA,3,2
73,1955,DD,А,MNL,NBA,STL,NBA,1,0
74,1955,DSF,перевод,STL,NBA,MNL,NBA,2,1
75,1956,DF,Да,BOS,NBA,SYR,NBA,3,0
76,1956,DSF,перевод,SYR,NBA,PHW,NBA,2,0
77,1956,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,BOS,NBA,STL,NBA,4,3
78,1956,DF,Да,STL,NBA,MNL,NBA,3,0
79,1956,DSF,перевод,MNL,NBA,FTW,NBA,2,0
80,1956,DD,А,STL,NBA,FTW,NBA,1,0
81,1956,DD,А,STL,NBA,MNL,NBA,1,0
82,1957,DF,Да,BOS,NBA,PHW,NBA,4,1
83,1957,DSF,перевод,PHW,NBA,SYR,NBA,2,1
84,1957,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,STL,NBA,BOS,NBA,4,2
85,1957,DF,Да,STL,NBA,DET,NBA,4,1
86,1957,DSF,перевод,DET,NBA,CIN,NBA,2,0
87,1958,DF,Да,BOS,NBA,SYR,NBA,4,3
88,1958,DSF,перевод,SYR,NBA,NYK,NBA,2,0
89,1958,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,BOS,NBA,MNL,NBA,4,0
90,1958,DF,Да,MNL,NBA,STL,NBA,4,2
91,1958,DSF,перевод,MNL,NBA,DET,NBA,2,1
92,1959,DF,Да,BOS,NBA,PHW,NBA,4,2
93,1959,DSF,перевод,PHW,NBA,SYR,NBA,2,1
94,1959,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,BOS,NBA,STL,NBA,4,3
95,1959,DF,Да,STL,NBA,MNL,NBA,4,3
96,1959,DSF,перевод,MNL,NBA,DET,NBA,2,0
97,1960,DF,Да,BOS,NBA,SYR,NBA,4,1
98,1960,DSF,перевод,SYR,NBA,PHW,NBA,3,0
99,1960,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,BOS,NBA,STL,NBA,4,1
100,1960,DF,Да,STL,NBA,LAL,NBA,4,3
101,1960,DSF,перевод,LAL,NBA,DET,NBA,3,2
102,1961,DF,Да,BOS,NBA,PHW,NBA,4,3
103,1961,DSF,перевод,PHW,NBA,SYR,NBA,3,2
105,1961,DF,Да,LAL,NBA,DET,NBA,4,2
106,1961,DSF,перевод,DET,NBA,CIN,NBA,3,1
107,1962,DF,Да,BOS,NBA,CIN,NBA,4,3
108,1962,DSF,перевод,CIN,NBA,SYR,NBA,3,2
109,1962,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,BOS,NBA,LAL,NBA,4,2
110,1962,DF,Да,LAL,NBA,STL,NBA,4,3
111,1962,DSF,перевод,STL,NBA,DET,NBA,3,1
112,1963,DF,Да,BOS,NBA,CIN,NBA,4,1
113,1963,DSF,перевод,CIN,NBA,PHI,NBA,3,2
114,1963,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,BOS,NBA,SFW,NBA,4,1
115,1963,DF,Да,SFW,NBA,STL,NBA,4,3
116,1963,DSF,перевод,STL,NBA,LAL,NBA,3,2
117,1964,DF,Да,BOS,NBA,PHI,NBA,4,3
118,1964,DSF,перевод,PHI,NBA,CIN,NBA,3,1
119,1964,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,BOS,NBA,LAL,NBA,4,1
120,1964,DF,Да,LAL,NBA,BAL,NBA,4,2
121,1964,DSF,перевод,BAL,NBA,STL,NBA,3,1
122,1965,DF,Да,BOS,NBA,PHI,NBA,4,1
123,1965,DSF,перевод,BOS,NBA,CIN,NBA,3,2
124,1965,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,BOS,NBA,LAL,NBA,4,3
125,1965,DF,Да,LAL,NBA,STL,NBA,4,3
126,1965,DSF,перевод,STL,NBA,BAL,NBA,3,0
127,1966,DF,Да,PHI,NBA,BOS,NBA,4,1
128,1966,DSF,перевод,BOS,NBA,NYK,NBA,3,1
129,1966,DSF,перевод,PHI,NBA,CIN,NBA,3,1
130,1966,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,PHI,NBA,SFW,NBA,4,2
131,1966,DF,Да,SFW,NBA,STL,NBA,4,2
132,1966,DSF,перевод,SFW,NBA,LAL,NBA,3,0
133,1966,DSF,перевод,STL,NBA,CHI,NBA,3,0
134,1967,DF,Да,BOS,NBA,PHI,NBA,4,3
135,1967,DSF,перевод,BOS,NBA,DET,NBA,4,2
136,1967,DSF,перевод,PHI,NBA,NYK,NBA,4,2
137,1967,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,BOS,NBA,LAL,NBA,4,2
138,1967,DF,Да,LAL,NBA,SFW,NBA,4,0
139,1967,DSF,перевод,LAL,NBA,CHI,NBA,4,1
140,1967,DSF,перевод,SFW,NBA,STL,NBA,4,2
141,1968,DF,Да,BOS,NBA,NYK,NBA,4,2
142,1968,DSF,перевод,NYK,NBA,BAL,NBA,4,0
143,1968,DSF,перевод,BOS,NBA,PHI,NBA,4,1
144,1968,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,BOS,NBA,LAL,NBA,4,3
145,1968,DF,Да,LAL,NBA,ATL,NBA,4,1
146,1968,DSF,перевод,ATL,NBA,SDR,NBA,4,2
147,1968,DSF,перевод,LAL,NBA,SFW,NBA,4,2
148,1969,DF,Да,NYK,NBA,MIL,NBA,4,1
149,1969,DSF,перевод,MIL,NBA,PHI,NBA,4,1
150,1969,DSF,перевод,NYK,NBA,BAL,NBA,4,3
151,1969,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,NYK,NBA,LAL,NBA,4,3
152,1969,DF,Да,LAL,NBA,ATL,NBA,4,0
153,1969,DSF,перевод,ATL,NBA,CHI,NBA,4,1
154,1969,DSF,перевод,LAL,NBA,PHO,NBA,4,3
155,1970,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",BAL,NBA,NYK,NBA,4,3
156,1970,КФС,М,NYK,NBA,ATL,NBA,4,1
157,1970,КФС,М,BAL,NBA,PHI,NBA,4,3
158,1970,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,MIL,NBA,BAL,NBA,4,0
159,1970,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",MIL,NBA,LAL,NBA,4,1
160,1970,КФС,М,MIL,NBA,SFW,NBA,4,1
161,1970,КФС,М,LAL,NBA,CHI,NBA,4,3
162,1971,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",NYK,NBA,BOS,NBA,4,1
163,1971,КФС,М,BOS,NBA,ATL,NBA,4,2
164,1971,КФС,М,NYK,NBA,BAL,NBA,4,2
165,1971,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,LAL,NBA,NYK,NBA,4,1
166,1971,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",LAL,NBA,MIL,NBA,4,2
167,1971,КФС,М,LAL,NBA,CHI,NBA,4,0
168,1971,КФС,М,MIL,NBA,GSW,NBA,4,1
169,1972,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",NYK,NBA,BOS,NBA,4,3
170,1972,КФС,М,NYK,NBA,BAL,NBA,4,1
171,1972,КФС,М,BOS,NBA,ATL,NBA,4,2
172,1972,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,NYK,NBA,LAL,NBA,4,1
173,1972,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",LAL,NBA,GSW,NBA,4,1
174,1972,КФС,М,GSW,NBA,MIL,NBA,4,2
175,1972,КФС,М,LAL,NBA,CHI,NBA,4,3
176,1973,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",BOS,NBA,NYK,NBA,4,1
177,1973,КФС,М,BOS,NBA,BUF,NBA,4,2
178,1973,КФС,М,NYK,NBA,CAP,NBA,4,3
179,1973,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,BOS,NBA,MIL,NBA,4,3
180,1973,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",MIL,NBA,CHI,NBA,4,0
181,1973,КФС,М,MIL,NBA,LAL,NBA,4,1
182,1973,КФС,М,CHI,NBA,DET,NBA,4,3
183,1974,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",WSB,NBA,BOS,NBA,4,2
184,1974,КФР,Здравствуйте! Как я могу вам помочь?,HOU,NBA,NYK,NBA,2,1
185,1974,КФС,М,BOS,NBA,HOU,NBA,4,1
186,1974,КФС,М,WSB,NBA,BUF,NBA,4,3
187,1974,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,GSW,NBA,WSB,NBA,4,0
188,1974,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",GSW,NBA,CHI,NBA,4,3
189,1974,КФР,Здравствуйте! Как я могу вам помочь?,SEA,NBA,DET,NBA,2,1
190,1974,КФС,М,CHI,NBA,KCO,NBA,4,2
191,1974,КФС,М,GSW,NBA,SEA,NBA,4,2
192,1975,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",BOS,NBA,CLE,NBA,4,2
193,1975,КФР,Здравствуйте! Как я могу вам помочь?,BUF,NBA,PHI,NBA,2,1
194,1975,КФС,М,BOS,NBA,BUF,NBA,4,2
195,1975,КФС,М,CLE,NBA,WSB,NBA,4,3
196,1975,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,BOS,NBA,PHO,NBA,4,2
197,1975,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",PHO,NBA,GSW,NBA,4,3
198,1975,КФР,Здравствуйте! Как я могу вам помочь?,DET,NBA,MIL,NBA,2,1
199,1975,КФС,М,GSW,NBA,DET,NBA,4,2
200,1975,КФС,М,PHO,NBA,SEA,NBA,4,2
201,1976,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",PHI,NBA,HOU,NBA,4,2
202,1976,КФР,Здравствуйте! Как я могу вам помочь?,BOS,NBA,SAS,NBA,2,0
203,1976,КФР,Здравствуйте! Как я могу вам помочь?,WSB,NBA,CLE,NBA,2,1
204,1976,КФС,М,HOU,NBA,WSB,NBA,4,2
205,1976,КФС,М,PHI,NBA,BOS,NBA,4,3
206,1976,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,POR,NBA,PHI,NBA,4,2
207,1976,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",POR,NBA,LAL,NBA,4,0
208,1976,КФР,Здравствуйте! Как я могу вам помочь?,GSW,NBA,DET,NBA,2,1
209,1976,КФР,Здравствуйте! Как я могу вам помочь?,POR,NBA,CHI,NBA,2,1
210,1976,КФС,М,POR,NBA,DEN,NBA,4,2
211,1976,КФС,М,LAL,NBA,GSW,NBA,4,3
212,1977,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",WSB,NBA,PHI,NBA,4,2
213,1977,КФР,Здравствуйте! Как я могу вам помочь?,NYK,NBA,CLE,NBA,2,0
214,1977,КФР,Здравствуйте! Как я могу вам помочь?,WSB,NBA,ATL,NBA,2,0
215,1977,КФС,М,PHI,NBA,NYK,NBA,4,0
216,1977,КФС,М,WSB,NBA,SAS,NBA,4,2
217,1977,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,WSB,NBA,SEA,NBA,4,3
218,1977,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",SEA,NBA,DEN,NBA,4,2
219,1977,КФР,Здравствуйте! Как я могу вам помочь?,MIL,NBA,PHO,NBA,2,0
220,1977,КФР,Здравствуйте! Как я могу вам помочь?,SEA,NBA,LAL,NBA,2,1
221,1977,КФС,М,SEA,NBA,POR,NBA,4,2
222,1977,КФС,М,DEN,NBA,MIL,NBA,4,3
223,1978,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",WSB,NBA,SAS,NBA,4,3
224,1978,КФР,Здравствуйте! Как я могу вам помочь?,ATL,NBA,HOU,NBA,2,0
225,1978,КФР,Здравствуйте! Как я могу вам помочь?,PHI,NBA,NJN,NBA,2,0
226,1978,КФС,М,SAS,NBA,PHI,NBA,4,3
227,1978,КФС,М,WSB,NBA,ATL,NBA,4,3
228,1978,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,SEA,NBA,WSB,NBA,4,1
229,1978,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",SEA,NBA,PHO,NBA,4,3
230,1978,КФР,Здравствуйте! Как я могу вам помочь?,LAL,NBA,DEN,NBA,2,1
231,1978,КФР,Здравствуйте! Как я могу вам помочь?,PHO,NBA,POR,NBA,2,1
232,1978,КФС,М,PHO,NBA,KCK,NBA,4,1
233,1978,КФС,М,SEA,NBA,LAL,NBA,4,1
234,1979,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",PHI,NBA,BOS,NBA,4,1
235,1979,КФР,Здравствуйте! Как я могу вам помочь?,PHI,NBA,WSB,NBA,2,0
236,1979,КФР,Здравствуйте! Как я могу вам помочь?,HOU,NBA,SAS,NBA,2,1
237,1979,КФС,М,BOS,NBA,HOU,NBA,4,0
238,1979,КФС,М,PHI,NBA,ATL,NBA,4,1
239,1979,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,LAL,NBA,PHI,NBA,4,2
240,1979,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",LAL,NBA,SEA,NBA,4,1
241,1979,КФР,Здравствуйте! Как я могу вам помочь?,PHO,NBA,KCK,NBA,2,1
242,1979,КФР,Здравствуйте! Как я могу вам помочь?,SEA,NBA,POR,NBA,2,1
243,1979,КФС,М,LAL,NBA,PHO,NBA,4,1
244,1979,КФС,М,SEA,NBA,MIL,NBA,4,3
245,1980,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",BOS,NBA,PHI,NBA,4,3
246,1980,КФР,Здравствуйте! Как я могу вам помочь?,CHI,NBA,NYK,NBA,2,0
247,1980,КФР,Здравствуйте! Как я могу вам помочь?,PHI,NBA,IND,NBA,2,0
248,1980,КФС,М,BOS,NBA,CHI,NBA,4,0
249,1980,КФС,М,PHI,NBA,MIL,NBA,4,3
250,1980,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",HOU,NBA,KCK,NBA,4,1
251,1980,КФР,Здравствуйте! Как я могу вам помочь?,HOU,NBA,LAL,NBA,2,1
252,1980,КФР,Здравствуйте! Как я могу вам помочь?,KCK,NBA,POR,NBA,2,1
253,1980,КФС,М,HOU,NBA,SAS,NBA,4,3
254,1980,КФС,М,KCK,NBA,PHO,NBA,4,3
255,1981,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",PHI,NBA,BOS,NBA,4,3
256,1981,КФР,Здравствуйте! Как я могу вам помочь?,PHI,NBA,ATL,NBA,2,0
257,1981,КФР,Здравствуйте! Как я могу вам помочь?,WSB,NBA,NJN,NBA,2,0
258,1981,КФС,М,BOS,NBA,WSB,NBA,4,1
259,1981,КФС,М,PHI,NBA,MIL,NBA,4,2
260,1981,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,LAL,NBA,PHI,NBA,4,2
261,1981,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",LAL,NBA,SAS,NBA,4,0
262,1981,КФР,Здравствуйте! Как я могу вам помочь?,PHO,NBA,DEN,NBA,2,1
263,1981,КФР,Здравствуйте! Как я могу вам помочь?,SEA,NBA,HOU,NBA,2,1
264,1981,КФС,М,LAL,NBA,PHO,NBA,4,0
265,1981,КФС,М,SAS,NBA,SEA,NBA,4,1
266,1982,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",PHI,NBA,MIL,NBA,4,1
267,1982,КФР,Здравствуйте! Как я могу вам помочь?,NYK,NBA,NJN,NBA,2,0
268,1982,КФР,Здравствуйте! Как я могу вам помочь?,BOS,NBA,ATL,NBA,2,1
269,1982,КФС,М,MIL,NBA,BOS,NBA,4,0
270,1982,КФС,М,PHI,NBA,NYK,NBA,4,0
271,1982,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,PHI,NBA,LAL,NBA,4,0
272,1982,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",LAL,NBA,SAS,NBA,4,2
273,1982,КФР,Здравствуйте! Как я могу вам помочь?,POR,NBA,SEA,NBA,2,0
274,1982,КФР,Здравствуйте! Как я могу вам помочь?,DEN,NBA,PHO,NBA,2,1
275,1982,КФС,М,LAL,NBA,POR,NBA,4,1
276,1982,КФС,М,SAS,NBA,DEN,NBA,4,1
277,1983,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",BOS,NBA,MIL,NBA,4,1
278,1983,КФР,Здравствуйте! Как я могу вам помочь?,BOS,NBA,WSB,NBA,3,1
279,1983,КФР,Здравствуйте! Как я могу вам помочь?,MIL,NBA,ATL,NBA,3,2
280,1983,КФР,Здравствуйте! Как я могу вам помочь?,NJN,NBA,PHI,NBA,3,2
281,1983,КФР,Здравствуйте! Как я могу вам помочь?,NYK,NBA,DET,NBA,3,2
282,1983,КФС,М,MIL,NBA,NJN,NBA,4,2
283,1983,КФС,М,BOS,NBA,NYK,NBA,4,3
284,1983,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,BOS,NBA,LAL,NBA,4,3
285,1983,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",LAL,NBA,PHO,NBA,4,2
286,1983,КФР,Здравствуйте! Как я могу вам помочь?,LAL,NBA,KCK,NBA,3,0
287,1983,КФР,Здравствуйте! Как я могу вам помочь?,DAL,NBA,SEA,NBA,3,2
288,1983,КФР,Здравствуйте! Как я могу вам помочь?,PHO,NBA,POR,NBA,3,2
289,1983,КФР,Здравствуйте! Как я могу вам помочь?,UTA,NBA,DEN,NBA,3,2
290,1983,КФС,М,LAL,NBA,DAL,NBA,4,1
291,1983,КФС,М,PHO,NBA,UTA,NBA,4,2
292,1984,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",BOS,NBA,PHI,NBA,4,1
293,1984,КФР,Здравствуйте! Как я могу вам помочь?,DET,NBA,NJN,NBA,3,0
294,1984,КФР,Здравствуйте! Как я могу вам помочь?,BOS,NBA,CLE,NBA,3,1
295,1984,КФР,Здравствуйте! Как я могу вам помочь?,MIL,NBA,CHI,NBA,3,1
296,1984,КФР,Здравствуйте! Как я могу вам помочь?,PHI,NBA,WSB,NBA,3,1
297,1984,КФС,М,PHI,NBA,MIL,NBA,4,0
298,1984,КФС,М,BOS,NBA,DET,NBA,4,2
299,1984,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,LAL,NBA,BOS,NBA,4,2
300,1984,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",LAL,NBA,DEN,NBA,4,1
301,1984,КФР,Здравствуйте! Как я могу вам помочь?,LAL,NBA,PHO,NBA,3,0
302,1984,КФР,Здравствуйте! Как я могу вам помочь?,POR,NBA,DAL,NBA,3,1
303,1984,КФР,Здравствуйте! Как я могу вам помочь?,DEN,NBA,SAS,NBA,3,2
304,1984,КФР,Здравствуйте! Как я могу вам помочь?,UTA,NBA,HOU,NBA,3,2
305,1984,КФС,М,DEN,NBA,UTA,NBA,4,1
306,1984,КФС,М,LAL,NBA,POR,NBA,4,1
307,1985,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",BOS,NBA,MIL,NBA,4,0
308,1985,КФР,Здравствуйте! Как я могу вам помочь?,BOS,NBA,CHI,NBA,3,0
309,1985,КФР,Здравствуйте! Как я могу вам помочь?,MIL,NBA,NJN,NBA,3,0
310,1985,КФР,Здравствуйте! Как я могу вам помочь?,ATL,NBA,DET,NBA,3,1
311,1985,КФР,Здравствуйте! Как я могу вам помочь?,PHI,NBA,WSB,NBA,3,2
312,1985,КФС,М,BOS,NBA,ATL,NBA,4,1
313,1985,КФС,М,MIL,NBA,PHI,NBA,4,3
314,1985,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",О,BOS,NBA,HOU,NBA,4,2
315,1985,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",HOU,NBA,LAL,NBA,4,1
316,1985,КФР,Здравствуйте! Как я могу вам помочь?,HOU,NBA,SAC,NBA,3,0
317,1985,КФР,Здравствуйте! Как я могу вам помочь?,LAL,NBA,SAS,NBA,3,0
318,1985,КФР,Здравствуйте! Как я могу вам помочь?,DAL,NBA,UTA,NBA,3,1
319,1985,КФР,Здравствуйте! Как я могу вам помочь?,DEN,NBA,POR,NBA,3,1
320,1985,КФС,М,HOU,NBA,DEN,NBA,4,2
321,1985,КФС,М,LAL,NBA,DAL,NBA,4,2
322,1986,ЧФ,"Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",BOS,NBA,DET,NBA,4,3
323,1986,КФР,Здравствуйте! Как я могу вам помочь?,BOS,NBA,CHI,NBA,3,0
324,1986,КФР,Здравствуйте! Как я могу вам помочь?,DET,NBA,WSB,NBA,3,0
325,1986,КФР,Здравствуйте! Как я могу вам помочь?,ATL,NBA,IND,NBA,3,1
